time,Utah,pts.away,score,pts.home,Golden State
6:59.0,G. Hayward misses 3-pt shot from 24 ft,,2-4,,
6:58.0,,,2-4,,Defensive rebound by K. Durant
6:47.0,,,2-4,,D. Green misses 2-pt shot from 10 ft
6:45.0,Defensive rebound by J. Ingles,,2-4,,
6:40.0,T. Lyles enters the game for B. Diaw,,2-4,,
6:40.0,S. Mack enters the game for D. Exum,,2-4,,
6:36.0,T. Lyles misses 2-pt shot from 16 ft,,2-4,,
6:36.0,,,2-4,,Defensive rebound by S. Curry
6:26.0,,,2-4,,K. Thompson misses 2-pt shot from 9 ft
6:26.0,Defensive rebound by R. Gobert,,2-4,,
6:15.0,S. Mack misses 3-pt shot from 27 ft,,2-4,,
6:15.0,,,2-4,,Defensive rebound by J. McGee
6:08.0,,,2-4,,J. McGee misses 2-pt shot from 1 ft
6:08.0,Defensive rebound by Team,,2-4,,
5:45.0,T. Lyles makes 3-pt shot from 23 ft (assist by G. Hayward),3,5-4,,
5:30.0,,,5-6,2,K. Durant makes 2-pt shot from 20 ft (assist by D. Green)
5:07.0,S. Mack misses 2-pt shot from 3 ft,,5-6,,
5:07.0,,,5-6,,Defensive rebound by J. McGee
4:53.0,,,5-6,,Shooting foul by J. Ingles (drawn by K. Durant)
4:53.0,,,5-7,1,K. Durant makes free throw 1 of 2
4:53.0,,,5-8,1,K. Durant makes free throw 2 of 2
4:53.0,J. Johnson enters the game for G. Hayward,,5-7,,
4:39.0,J. Ingles makes 3-pt shot from 26 ft (assist by S. Mack),3,8-8,,
4:22.0,,,8-11,3,S. Curry makes 3-pt shot from 26 ft (assist by K. Durant)
4:15.0,,,8-11,,Personal foul by K. Durant (drawn by J. Johnson)
4:15.0,,,8-11,,A. Iguodala enters the game for K. Durant
4:15.0,,,8-11,,I. Clark enters the game for K. Thompson
4:02.0,Shooting foul by A. Iguodala (drawn by J. Johnson),,8-11,,
4:02.0,J. Johnson makes free throw 1 of 2,1,9-11,,
4:02.0,J. Johnson makes free throw 2 of 2,1,10-11,,
3:46.0,,,10-11,,J. McGee misses 2-pt shot from 4 ft (block by R. Gobert)
3:46.0,Defensive rebound by J. Johnson,,10-11,,
3:33.0,Turnover by S. Mack (bad pass; steal by J. McGee),,10-11,,
3:28.0,,,10-13,2,S. Curry makes 2-pt shot from 1 ft
3:06.0,J. Ingles misses 3-pt shot from 23 ft,,10-13,,
3:05.0,Offensive rebound by T. Lyles,,10-13,,
2:58.0,Turnover by J. Johnson (lost ball; steal by D. Green),,10-13,,
2:51.0,,,10-13,,S. Curry misses 3-pt shot from 26 ft
2:50.0,Defensive rebound by Team,,10-13,,
2:50.0,,,10-13,,Golden State full timeout
2:36.0,R. Gobert makes 2-pt shot from 1 ft (assist by J. Ingles),2,12-13,,
2:17.0,,,12-15,2,I. Clark makes 2-pt shot from 11 ft (assist by S. Curry)
2:02.0,J. Johnson misses 3-pt shot from 26 ft,,12-15,,
2:02.0,,,12-15,,Defensive rebound by S. Curry
1:49.0,,,12-17,2,S. Curry makes 2-pt shot from 2 ft
1:24.0,T. Lyles misses 2-pt shot from 12 ft,,12-17,,
1:24.0,,,12-17,,Defensive rebound by J. McGee
1:11.0,,,12-17,,I. Clark misses 2-pt shot from 14 ft
1:10.0,,,12-17,,Offensive rebound by J. McGee
1:10.0,,,12-17,,J. McGee misses 2-pt shot from 2 ft
1:08.0,,,12-17,,Offensive rebound by J. McGee
1:07.0,,,12-17,,J. McGee misses 2-pt shot from 1 ft
1:07.0,,,12-17,,Offensive rebound by Team
1:07.0,J. Withey enters the game for R. Gobert,,12-17,,
1:07.0,R. Hood enters the game for J. Ingles,,12-17,,
1:07.0,,,12-17,,K. Durant enters the game for D. Green
1:07.0,,,12-17,,D. West enters the game for J. McGee
1:00.0,,,12-17,,S. Curry misses 2-pt shot from 3 ft
1:00.0,,,12-17,,Offensive rebound by D. West
1:00.0,,,12-19,2,D. West makes 2-pt shot from 1 ft
0:47.0,J. Johnson makes 3-pt shot from 26 ft (assist by T. Lyles),3,15-19,,
0:39.0,,,15-19,,S. Curry misses 2-pt shot from 19 ft
0:37.0,Defensive rebound by R. Hood,,15-19,,
0:29.0,R. Hood misses 3-pt shot from 27 ft,,15-19,,
0:26.0,Offensive rebound by T. Lyles,,15-19,,
0:08.0,S. Mack misses 3-pt shot from 25 ft,,15-19,,
0:07.0,,,15-19,,Defensive rebound by K. Durant
0:01.0,,,15-19,,A. Iguodala misses 2-pt shot from 3 ft
0:00.0,,,15-19,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,15-21,2,K. Durant makes 2-pt shot from 16 ft
11:27.0,R. Hood misses 2-pt shot from 14 ft,,15-21,,
11:27.0,,,15-21,,Defensive rebound by K. Thompson
11:17.0,,,15-23,2,K. Durant makes 2-pt shot from 15 ft
11:02.0,Turnover by S. Mack (bad pass),,15-23,,
10:53.0,,,15-23,,K. Durant misses 2-pt shot from 13 ft
10:53.0,Defensive rebound by J. Withey,,15-23,,
10:38.0,R. Hood misses 3-pt shot from 23 ft,,15-23,,
10:37.0,,,15-23,,Defensive rebound by D. West
10:25.0,,,15-26,3,A. Iguodala makes 3-pt shot from 25 ft (assist by K. Thompson)
10:14.0,Turnover by J. Withey (lost ball; steal by A. Iguodala),,15-26,,
10:11.0,Personal foul by G. Hayward (drawn by K. Durant),,15-26,,
10:11.0,R. Gobert enters the game for J. Withey,,15-26,,
10:11.0,B. Diaw enters the game for J. Johnson,,15-26,,
10:04.0,,,15-26,,D. West misses 2-pt shot from 20 ft
10:03.0,Defensive rebound by R. Gobert,,15-26,,
9:41.0,S. Mack makes 2-pt shot from 9 ft (assist by R. Hood),2,17-26,,
9:28.0,Personal foul by R. Hood (drawn by K. Thompson),,17-26,,
9:28.0,,,17-26,,Turnover by A. Iguodala (bad pass)
9:10.0,R. Gobert makes 2-pt shot from 2 ft,2,19-26,,
9:01.0,,,19-26,,S. Livingston misses 2-pt shot from 12 ft
9:00.0,Defensive rebound by R. Gobert,,19-26,,
8:44.0,,,19-26,,Personal foul by S. Livingston (drawn by R. Hood)
8:44.0,Official timeout,,19-26,,
8:31.0,R. Hood misses 2-pt shot from 8 ft,,19-26,,
8:31.0,Offensive rebound by R. Gobert,,19-26,,
8:31.0,R. Gobert makes 2-pt shot at rim,2,21-26,,
8:13.0,,,21-28,2,K. Thompson makes 2-pt shot from 19 ft (assist by S. Livingston)
7:51.0,S. Mack makes 2-pt shot from 1 ft,2,23-28,,
7:31.0,,,23-28,,S. Livingston misses 2-pt shot from 14 ft
7:30.0,Defensive rebound by B. Diaw,,23-28,,
7:18.0,Offensive foul by G. Hayward,,23-28,,
7:18.0,Turnover by G. Hayward (offensive foul),,23-28,,
7:18.0,,,23-28,,Z. Pachulia enters the game for D. West
7:05.0,,,23-28,,K. Durant misses 2-pt shot from 16 ft
7:05.0,Defensive rebound by R. Gobert,,23-28,,
6:53.0,Turnover by B. Diaw (lost ball; steal by K. Thompson),,23-28,,
6:40.0,,,23-30,2,K. Thompson makes 2-pt shot from 18 ft (assist by S. Livingston)
6:19.0,R. Gobert makes 2-pt shot from 4 ft (assist by B. Diaw),2,25-30,,
6:19.0,Shooting foul by S. Livingston (drawn by R. Gobert),,25-30,,
6:19.0,R. Gobert misses free throw 1 of 1,,25-30,,
6:19.0,J. Ingles enters the game for G. Hayward,,25-30,,
6:19.0,D. Exum enters the game for S. Mack,,25-30,,
6:19.0,,,25-30,,D. Green enters the game for A. Iguodala
6:18.0,,,25-30,,Defensive rebound by D. Green
6:13.0,Personal foul by J. Ingles (drawn by K. Durant),,25-30,,
6:13.0,,,25-30,,S. Curry enters the game for K. Durant
6:13.0,Violation by J. Ingles (kicked ball),,25-30,,
6:13.0,,,25-30,,Golden State full timeout
6:05.0,,,25-32,2,K. Thompson makes 2-pt shot from 16 ft (assist by S. Livingston)
5:55.0,,,25-32,,Personal foul by S. Livingston (drawn by R. Hood)
5:43.0,Turnover by D. Exum (bad pass; steal by D. Green),,25-32,,
5:36.0,Personal foul by R. Hood (drawn by S. Livingston),,25-32,,
5:36.0,,,25-32,,I. Clark enters the game for S. Livingston
5:36.0,T. Lyles enters the game for B. Diaw,,25-32,,
5:36.0,J. Johnson enters the game for R. Hood,,25-32,,
5:29.0,,,25-32,,S. Curry misses 2-pt shot from 12 ft
5:27.0,Defensive rebound by R. Gobert,,25-32,,
5:20.0,Turnover by D. Exum (bad pass),,25-32,,
5:20.0,Loose ball foul by R. Gobert (drawn by Z. Pachulia),,25-32,,
5:20.0,,,25-33,1,Z. Pachulia makes free throw 1 of 2
5:20.0,,,25-34,1,Z. Pachulia makes free throw 2 of 2
5:20.0,G. Hayward enters the game for D. Exum,,25-33,,
5:05.0,Turnover by G. Hayward (bad pass),,25-34,,
5:05.0,,,25-34,,A. Iguodala enters the game for I. Clark
4:40.0,,,25-36,2,D. Green makes 2-pt shot from 12 ft (assist by A. Iguodala)
4:18.0,J. Ingles misses 2-pt shot from 18 ft,,25-36,,
4:17.0,Offensive rebound by R. Gobert,,25-36,,
4:16.0,R. Gobert makes 2-pt shot from 1 ft,2,27-36,,
3:57.0,,,27-39,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry)
3:54.0,Utah full timeout,,27-39,,
3:54.0,,,27-39,,K. Durant enters the game for Z. Pachulia
3:44.0,Turnover by J. Ingles (bad pass; steal by D. Green),,27-39,,
3:32.0,,,27-41,2,K. Thompson makes 2-pt shot from 15 ft (assist by D. Green)
3:16.0,Shooting foul by K. Durant (drawn by T. Lyles),,27-41,,
3:16.0,T. Lyles makes free throw 1 of 2,1,28-41,,
3:16.0,T. Lyles makes free throw 2 of 2,1,29-41,,
3:16.0,S. Mack enters the game for J. Ingles,,28-41,,
2:57.0,,,29-41,,K. Thompson misses 2-pt shot from 17 ft
2:57.0,Defensive rebound by R. Gobert,,29-41,,
2:37.0,J. Johnson misses 2-pt shot from 15 ft,,29-41,,
2:36.0,,,29-41,,Defensive rebound by A. Iguodala
2:34.0,,,29-41,,Shooting foul by S. Mack (drawn by K. Durant)
2:34.0,,,29-42,1,K. Durant makes free throw 1 of 2
2:34.0,,,29-43,1,K. Durant makes free throw 2 of 2
2:34.0,R. Hood enters the game for T. Lyles,,29-42,,
2:13.0,,,29-43,,Personal foul by A. Iguodala (drawn by R. Hood)
2:13.0,R. Hood misses free throw 1 of 2,,29-43,,
2:13.0,Offensive rebound by Team,,29-43,,
2:13.0,R. Hood misses free throw 2 of 2,,29-43,,
2:12.0,,,29-43,,Defensive rebound by D. Green
2:07.0,,,29-45,2,D. Green makes 2-pt shot at rim
2:07.0,Utah full timeout,,29-45,,
2:07.0,,,29-45,,Technical foul by D. Green
2:07.0,G. Hayward makes technical free throw,1,30-45,,
2:07.0,J. Ingles enters the game for R. Hood,,30-45,,
1:52.0,Turnover by S. Mack (bad pass),,30-45,,
1:45.0,Violation by G. Hayward (kicked ball),,30-45,,
1:36.0,,,30-47,2,S. Curry makes 2-pt shot from 2 ft (assist by D. Green)
1:36.0,,,30-47,,Shooting foul by R. Gobert (drawn by S. Curry)
1:36.0,,,30-48,1,S. Curry makes free throw 1 of 1
1:27.0,Shooting foul by D. Green (drawn by R. Gobert),,30-48,,
1:27.0,R. Gobert makes free throw 1 of 2,1,31-48,,
1:27.0,R. Gobert misses free throw 2 of 2,,31-48,,
1:26.0,,,31-48,,Defensive rebound by D. Green
1:14.0,Personal foul by G. Hayward (drawn by K. Durant),,31-48,,
1:14.0,,,31-49,1,K. Durant makes free throw 1 of 2
1:14.0,,,31-50,1,K. Durant makes free throw 2 of 2
0:55.0,G. Hayward misses 3-pt shot from 23 ft,,31-50,,
0:54.0,,,31-50,,Defensive rebound by K. Thompson
0:49.0,,,31-52,2,K. Thompson makes 2-pt shot from 8 ft
0:35.0,,,31-52,,Personal foul by K. Durant (drawn by S. Mack)
0:35.0,S. Mack misses free throw 1 of 2,,31-52,,
0:35.0,Offensive rebound by Team,,31-52,,
0:35.0,,,31-52,,Golden State full timeout
0:35.0,S. Mack misses free throw 2 of 2,,31-52,,
0:35.0,,,31-52,,I. Clark enters the game for K. Durant
0:35.0,D. Exum enters the game for G. Hayward,,31-52,,
0:34.0,,,31-52,,Defensive rebound by D. Green
0:28.0,,,31-55,3,S. Curry makes 3-pt shot from 25 ft
0:06.0,J. Ingles makes 2-pt shot from 3 ft,2,33-55,,
0:01.0,,,33-55,,I. Clark misses 3-pt shot from 30 ft
0:00.0,,,33-55,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,33-55,,Turnover by K. Thompson (bad pass; steal by J. Ingles)
11:30.0,G. Hayward misses 3-pt shot from 28 ft,,33-55,,
11:29.0,,,33-55,,Defensive rebound by D. Green
11:25.0,,,33-55,,K. Durant misses 2-pt shot from 2 ft
11:24.0,,,33-55,,Offensive rebound by K. Durant
11:20.0,,,33-57,2,K. Durant makes 2-pt shot from 5 ft (assist by S. Curry)
11:01.0,J. Ingles makes 3-pt shot from 27 ft (assist by G. Hayward),3,36-57,,
10:45.0,,,36-57,,S. Curry misses 3-pt shot from 26 ft
10:44.0,Defensive rebound by Team,,36-57,,
10:18.0,B. Diaw misses 2-pt shot from 17 ft,,36-57,,
10:18.0,,,36-57,,Defensive rebound by D. Green
10:12.0,,,36-57,,Turnover by D. Green (bad pass; steal by J. Ingles)
10:06.0,J. Ingles makes 3-pt shot from 26 ft,3,39-57,,
9:54.0,,,39-59,2,K. Durant makes 2-pt shot from 3 ft (assist by S. Curry)
9:30.0,J. Ingles misses 2-pt shot from 11 ft,,39-59,,
9:30.0,,,39-59,,Defensive rebound by D. Green
9:15.0,,,39-59,,K. Durant misses 2-pt shot from 14 ft
9:14.0,Defensive rebound by R. Gobert,,39-59,,
9:04.0,Turnover by B. Diaw (bad pass; steal by S. Curry),,39-59,,
8:58.0,,,39-61,2,S. Curry makes 2-pt shot at rim
8:32.0,J. Ingles misses 3-pt shot from 26 ft,,39-61,,
8:32.0,,,39-61,,Defensive rebound by S. Curry
8:25.0,,,39-64,3,S. Curry makes 3-pt shot from 26 ft
8:15.0,Utah full timeout,,39-64,,
8:05.0,Turnover by D. Exum (bad pass; steal by D. Green),,39-64,,
7:58.0,,,39-64,,K. Thompson misses 3-pt shot from 24 ft
7:58.0,Defensive rebound by R. Gobert,,39-64,,
7:51.0,B. Diaw makes 2-pt shot from 1 ft (assist by R. Gobert),2,41-64,,
7:30.0,,,41-64,,S. Curry misses 3-pt shot from 25 ft
7:30.0,,,41-64,,Offensive rebound by Team
7:30.0,Loose ball foul by D. Exum (drawn by Z. Pachulia),,41-64,,
7:30.0,R. Neto enters the game for D. Exum,,41-64,,
7:25.0,,,41-64,,K. Thompson misses 3-pt shot from 26 ft
7:25.0,,,41-64,,Offensive rebound by Z. Pachulia
7:20.0,,,41-64,,K. Thompson misses 2-pt shot from 1 ft
7:19.0,Defensive rebound by R. Gobert,,41-64,,
6:59.0,Turnover by B. Diaw (step out of bounds),,41-64,,
6:35.0,,,41-66,2,K. Durant makes 2-pt shot from 10 ft
6:22.0,Shooting foul by K. Durant (drawn by G. Hayward),,41-66,,
6:22.0,G. Hayward makes free throw 1 of 2,1,42-66,,
6:22.0,G. Hayward misses free throw 2 of 2,,42-66,,
6:22.0,,,42-66,,A. Iguodala enters the game for K. Durant
6:22.0,T. Lyles enters the game for B. Diaw,,42-66,,
6:21.0,,,42-66,,Defensive rebound by K. Thompson
6:18.0,,,42-66,,Shooting foul by J. Ingles (drawn by S. Curry)
6:18.0,,,42-67,1,S. Curry makes free throw 1 of 2
6:18.0,,,42-68,1,S. Curry makes free throw 2 of 2
6:05.0,G. Hayward misses 3-pt shot from 25 ft,,42-68,,
6:04.0,Offensive rebound by Team,,42-68,,
5:59.0,G. Hayward makes 2-pt shot from 4 ft (assist by J. Ingles),2,44-68,,
5:46.0,,,44-68,,D. Green misses 3-pt shot from 26 ft
5:45.0,Defensive rebound by J. Ingles,,44-68,,
5:32.0,J. Ingles misses 2-pt shot from 10 ft (block by A. Iguodala),,44-68,,
5:31.0,Offensive rebound by J. Ingles,,44-68,,
5:31.0,,,44-68,,Personal foul by A. Iguodala (drawn by J. Ingles)
5:22.0,Turnover by T. Lyles (lost ball; steal by A. Iguodala),,44-68,,
5:15.0,,,44-70,2,D. Green makes 2-pt shot at rim (assist by Z. Pachulia)
4:57.0,Offensive foul by R. Gobert,,44-70,,
4:57.0,Turnover by R. Gobert (offensive foul),,44-70,,
4:57.0,,,44-70,,J. McGee enters the game for Z. Pachulia
4:43.0,,,44-72,2,J. McGee makes 2-pt shot at rim (assist by D. Green)
4:21.0,,,44-72,,Violation by J. McGee (def goaltending)
4:21.0,R. Neto makes 2-pt shot from 2 ft,2,46-72,,
4:10.0,,,46-72,,Shooting foul by R. Neto (drawn by D. Green)
4:10.0,,,46-73,1,D. Green makes free throw 1 of 2
4:10.0,,,46-73,,D. Green misses free throw 2 of 2
4:10.0,S. Mack enters the game for R. Neto,,46-73,,
4:10.0,J. Johnson enters the game for J. Ingles,,46-73,,
4:09.0,Defensive rebound by G. Hayward,,46-73,,
3:52.0,Turnover by S. Mack (bad pass; steal by S. Curry),,46-73,,
3:48.0,Personal foul by J. Johnson (drawn by A. Iguodala),,46-73,,
3:48.0,,,46-73,,P. McCaw enters the game for K. Thompson
3:42.0,,,46-73,,S. Curry misses 2-pt shot from 1 ft
3:42.0,Defensive rebound by R. Gobert,,46-73,,
3:36.0,G. Hayward misses 2-pt shot from 2 ft,,46-73,,
3:36.0,,,46-73,,Defensive rebound by J. McGee
3:22.0,,,46-75,2,D. Green makes 2-pt shot at rim (assist by J. McGee)
2:57.0,J. Johnson misses 2-pt shot from 11 ft,,46-75,,
2:56.0,,,46-75,,Defensive rebound by J. McGee
2:40.0,,,46-75,,J. McGee misses 2-pt shot from 8 ft (block by R. Gobert)
2:38.0,Defensive rebound by S. Mack,,46-75,,
2:36.0,,,46-75,,Personal foul by D. Green (drawn by S. Mack)
2:36.0,,,46-75,,Golden State full timeout
2:36.0,D. Exum enters the game for G. Hayward,,46-75,,
2:17.0,S. Mack misses 2-pt shot from 7 ft,,46-75,,
2:17.0,,,46-75,,Defensive rebound by D. Green
2:02.0,,,46-75,,J. McGee misses 2-pt shot from 5 ft
2:01.0,Defensive rebound by R. Gobert,,46-75,,
1:57.0,J. Withey enters the game for R. Gobert,,46-75,,
1:45.0,J. Johnson makes 3-pt shot from 26 ft (assist by S. Mack),3,49-75,,
1:24.0,,,49-78,3,S. Curry makes 3-pt shot from 25 ft
1:03.0,T. Lyles makes 3-pt shot from 26 ft,3,52-78,,
0:56.0,,,52-80,2,J. McGee makes 2-pt shot at rim (assist by P. McCaw)
0:44.0,Turnover by T. Lyles (traveling),,52-80,,
0:30.0,,,52-82,2,J. McGee makes 2-pt shot from 7 ft (assist by A. Iguodala)
0:09.0,S. Mack makes 2-pt shot from 7 ft,2,54-82,,
0:04.0,,,54-82,,S. Curry misses 3-pt shot from 26 ft
0:02.0,Defensive rebound by J. Johnson,,54-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,54-82,,Personal foul by S. Livingston (drawn by D. Exum)
11:37.0,T. Lyles misses 2-pt shot from 16 ft,,54-82,,
11:37.0,,,54-82,,Defensive rebound by D. West
11:14.0,,,54-85,3,D. Green makes 3-pt shot from 26 ft (assist by S. Livingston)
10:57.0,J. Johnson makes 2-pt shot from 10 ft,2,56-85,,
10:41.0,,,56-87,2,K. Thompson makes 2-pt shot from 16 ft (assist by A. Iguodala)
10:21.0,Turnover by T. Lyles (bad pass; steal by D. Green),,56-87,,
10:10.0,,,56-90,3,D. Green makes 3-pt shot from 27 ft (assist by A. Iguodala)
9:52.0,T. Lyles misses 2-pt shot from 6 ft,,56-90,,
9:52.0,Offensive rebound by T. Lyles,,56-90,,
9:52.0,Shooting foul by D. Green (drawn by T. Lyles),,56-90,,
9:52.0,T. Lyles makes free throw 1 of 2,1,57-90,,
9:52.0,T. Lyles makes free throw 2 of 2,1,58-90,,
9:52.0,R. Neto enters the game for S. Mack,,57-90,,
9:52.0,,,57-90,,K. Durant enters the game for D. Green
9:51.0,,,58-90,,Turnover by K. Durant (bad pass; steal by T. Lyles)
9:49.0,R. Neto makes 2-pt shot from 2 ft,2,60-90,,
9:49.0,,,60-90,,Golden State full timeout
9:34.0,,,60-92,2,K. Durant makes 2-pt shot from 2 ft (assist by D. West)
9:16.0,J. Johnson misses 2-pt shot from 17 ft,,60-92,,
9:15.0,,,60-92,,Defensive rebound by K. Thompson
9:02.0,,,60-94,2,K. Thompson makes 2-pt shot from 14 ft
8:44.0,R. Neto misses 3-pt shot from 24 ft,,60-94,,
8:44.0,,,60-94,,Defensive rebound by Team
8:44.0,,,60-94,,I. Clark enters the game for K. Thompson
8:44.0,,,60-94,,K. Looney enters the game for K. Durant
8:24.0,,,60-94,,Turnover by D. West (bad pass)
8:10.0,T. Lyles misses 3-pt shot from 27 ft,,60-94,,
8:10.0,,,60-94,,Defensive rebound by I. Clark
8:01.0,,,60-96,2,D. West makes 2-pt shot from 18 ft (assist by I. Clark)
7:43.0,J. Johnson makes 2-pt shot from 18 ft,2,62-96,,
7:32.0,,,62-96,,A. Iguodala misses 2-pt shot from 2 ft
7:32.0,Defensive rebound by J. Withey,,62-96,,
7:25.0,,,62-96,,Personal foul by S. Livingston (drawn by T. Lyles)
7:25.0,,,62-96,,P. McCaw enters the game for A. Iguodala
7:20.0,Turnover by J. Johnson (lost ball),,62-96,,
7:10.0,,,62-96,,Turnover by K. Looney (lost ball)
7:10.0,,,62-96,,A. Varejao enters the game for D. West
6:56.0,J. Johnson makes 2-pt shot from 5 ft,2,64-96,,
6:36.0,,,64-96,,Turnover by I. Clark (bad pass; steal by J. Withey)
6:35.0,,,64-96,,Personal foul by I. Clark (drawn by R. Neto)
6:22.0,T. Lyles misses 2-pt shot from 2 ft (block by A. Varejao),,64-96,,
6:21.0,,,64-96,,Defensive rebound by A. Varejao
6:07.0,,,64-96,,P. McCaw misses 2-pt shot from 2 ft (block by J. Withey)
6:05.0,,,64-96,,Offensive rebound by S. Livingston
6:03.0,,,64-98,2,S. Livingston makes 2-pt shot from 8 ft
5:59.0,Utah full timeout,,64-98,,
5:59.0,J. Bolomboy enters the game for T. Lyles,,64-98,,
5:59.0,J. Ingles enters the game for J. Johnson,,64-98,,
5:51.0,Turnover by J. Ingles (bad pass; steal by I. Clark),,64-98,,
5:48.0,,,64-98,,Shooting foul by J. Ingles (drawn by I. Clark)
5:48.0,,,64-98,,Golden State full timeout
5:48.0,,,64-98,,I. Clark misses free throw 1 of 2
5:48.0,,,64-98,,Offensive rebound by Team
5:48.0,,,64-99,1,I. Clark makes free throw 2 of 2
5:48.0,T. Lyles enters the game for J. Bolomboy,,64-98,,
5:32.0,T. Lyles misses 3-pt shot from 23 ft,,64-99,,
5:31.0,,,64-99,,Defensive rebound by S. Livingston
5:10.0,,,64-99,,I. Clark misses 2-pt shot from 2 ft
5:09.0,,,64-99,,Offensive rebound by A. Varejao
5:08.0,,,64-99,,A. Varejao misses 2-pt shot from 1 ft
5:07.0,Defensive rebound by J. Withey,,64-99,,
4:58.0,Shooting foul by I. Clark (drawn by T. Lyles),,64-99,,
4:58.0,T. Lyles misses free throw 1 of 2,,64-99,,
4:58.0,Offensive rebound by Team,,64-99,,
4:58.0,T. Lyles makes free throw 2 of 2,1,65-99,,
4:42.0,,,65-99,,K. Looney misses 2-pt shot from 9 ft
4:41.0,Defensive rebound by R. Neto,,65-99,,
4:37.0,R. Neto misses 2-pt shot from 3 ft (block by K. Looney),,65-99,,
4:37.0,Offensive rebound by Team,,65-99,,
4:30.0,J. Ingles misses 2-pt shot from 4 ft,,65-99,,
4:28.0,,,65-99,,Defensive rebound by A. Varejao
4:15.0,,,65-102,3,I. Clark makes 3-pt shot from 26 ft (assist by K. Looney)
3:56.0,T. Lyles misses 2-pt shot from 7 ft,,65-102,,
3:55.0,Offensive rebound by J. Withey,,65-102,,
3:51.0,J. Withey misses 2-pt shot from 4 ft,,65-102,,
3:51.0,,,65-102,,Defensive rebound by K. Looney
3:41.0,,,65-102,,Turnover by I. Clark (back court)
3:41.0,,,65-102,,J. McGee enters the game for I. Clark
3:41.0,J. Bolomboy enters the game for T. Lyles,,65-102,,
3:32.0,R. Neto misses 3-pt shot from 27 ft,,65-102,,
3:31.0,Offensive rebound by J. Bolomboy,,65-102,,
