time,Minnesota,pts.away,score,pts.home,Utah
4:34.0,,,14-10,,Shooting foul by R. Rubio (drawn by D. Exum)
4:34.0,,,14-10,,D. Exum misses free throw 1 of 1
4:34.0,Defensive rebound by N. Bjelica,,14-10,,
4:34.0,,,14-10,,A. Burks enters the game for J. Ingles
4:34.0,G. Dieng enters the game for K. Towns,,14-10,,
4:23.0,G. Dieng misses 2-pt shot from 21 ft,,14-10,,
4:22.0,,,14-10,,Defensive rebound by J. Johnson
4:13.0,,,14-12,2,J. Johnson makes 2-pt shot from 5 ft
3:54.0,G. Dieng makes 2-pt shot from 15 ft (assist by R. Rubio),2,16-12,,
3:33.0,,,16-12,,G. Hayward misses 2-pt shot from 15 ft
3:32.0,Defensive rebound by R. Rubio,,16-12,,
3:25.0,N. Bjelica misses 3-pt shot from 23 ft,,16-12,,
3:24.0,,,16-12,,Defensive rebound by G. Hayward
3:13.0,,,16-12,,Offensive foul by R. Gobert
3:13.0,,,16-12,,Turnover by R. Gobert (offensive foul)
3:13.0,,,16-12,,T. Lyles enters the game for G. Hayward
3:13.0,,,16-12,,D. Favors enters the game for R. Gobert
3:00.0,N. Bjelica misses 2-pt shot from 7 ft,,16-12,,
3:00.0,Offensive rebound by N. Bjelica,,16-12,,
3:00.0,Shooting foul by T. Lyles (drawn by N. Bjelica),,16-12,,
3:00.0,N. Bjelica makes free throw 1 of 2,1,17-12,,
3:00.0,N. Bjelica makes free throw 2 of 2,1,18-12,,
2:50.0,,,18-12,,A. Burks misses 2-pt shot from 13 ft
2:50.0,Defensive rebound by G. Dieng,,18-12,,
2:32.0,N. Bjelica makes 2-pt shot from 2 ft (assist by R. Rubio),2,20-12,,
2:32.0,Shooting foul by T. Lyles (drawn by N. Bjelica),,20-12,,
2:32.0,Minnesota full timeout,,20-12,,
2:32.0,N. Bjelica misses free throw 1 of 1,,20-12,,
2:31.0,,,20-12,,Defensive rebound by D. Favors
2:11.0,,,20-14,2,J. Johnson makes 2-pt shot from 9 ft
1:55.0,Turnover by R. Rubio (lost ball; steal by D. Favors),,20-14,,
1:50.0,,,20-14,,A. Burks misses 2-pt shot from 2 ft
1:49.0,,,20-14,,Offensive rebound by D. Favors
1:48.0,,,20-16,2,D. Favors makes 2-pt shot at rim
1:28.0,Shooting foul by A. Burks (drawn by G. Dieng),,20-16,,
1:28.0,G. Dieng makes free throw 1 of 2,1,21-16,,
1:28.0,G. Dieng misses free throw 2 of 2,,21-16,,
1:28.0,,,21-16,,Defensive rebound by D. Favors
1:28.0,,,21-16,,G. Hill enters the game for D. Exum
1:28.0,K. Dunn enters the game for R. Rubio,,21-16,,
1:16.0,,,21-16,,J. Johnson misses 2-pt shot from 17 ft
1:15.0,Defensive rebound by A. Wiggins,,21-16,,
0:57.0,A. Wiggins misses 2-pt shot from 21 ft,,21-16,,
0:57.0,,,21-16,,Defensive rebound by A. Burks
0:39.0,,,21-16,,T. Lyles misses 2-pt shot from 3 ft (block by G. Dieng)
0:39.0,,,21-16,,Offensive rebound by Team
0:32.0,,,21-16,,J. Johnson misses 2-pt shot from 4 ft
0:32.0,,,21-16,,Offensive rebound by J. Johnson
0:30.0,,,21-16,,J. Johnson misses 2-pt shot from 4 ft
0:29.0,Defensive rebound by N. Bjelica,,21-16,,
0:24.0,B. Rush misses 3-pt shot from 25 ft,,21-16,,
0:24.0,Offensive rebound by A. Wiggins,,21-16,,
0:22.0,A. Wiggins misses 2-pt shot at rim,,21-16,,
0:21.0,,,21-16,,Defensive rebound by D. Favors
0:06.0,Personal foul by K. Dunn (drawn by G. Hill),,21-16,,
0:03.0,,,21-16,,G. Hill misses 2-pt shot from 2 ft
0:01.0,Defensive rebound by K. Dunn,,21-16,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,K. Towns misses 2-pt shot from 10 ft,,21-16,,
11:38.0,,,21-16,,Defensive rebound by A. Burks
11:27.0,,,21-16,,T. Lyles misses 2-pt shot from 2 ft
11:27.0,Defensive rebound by N. Bjelica,,21-16,,
11:12.0,K. Towns makes 2-pt shot from 3 ft,2,23-16,,
10:47.0,,,23-16,,T. Lyles misses 2-pt shot from 6 ft
10:47.0,Defensive rebound by K. Towns,,23-16,,
10:36.0,K. Towns misses 3-pt shot from 24 ft,,23-16,,
10:35.0,,,23-16,,Defensive rebound by G. Hill
10:21.0,,,23-16,,Turnover by D. Favors (bad pass; steal by T. Jones)
10:17.0,T. Jones makes 2-pt shot from 2 ft,2,25-16,,
10:01.0,,,25-16,,Turnover by D. Favors (bad pass; steal by T. Jones)
9:55.0,S. Muhammad makes 2-pt shot at rim (assist by T. Jones),2,27-16,,
9:54.0,,,27-16,,Utah full timeout
9:54.0,,,27-16,,D. Exum enters the game for A. Burks
9:54.0,,,27-16,,J. Ingles enters the game for T. Lyles
9:32.0,,,27-19,3,D. Exum makes 3-pt shot from 23 ft (assist by J. Johnson)
9:07.0,N. Bjelica misses 2-pt shot from 22 ft,,27-19,,
9:07.0,,,27-19,,Defensive rebound by Team
8:51.0,,,27-21,2,D. Favors makes 2-pt shot at rim (assist by J. Johnson)
8:26.0,K. Dunn misses 3-pt shot from 25 ft,,27-21,,
8:25.0,,,27-21,,Defensive rebound by J. Ingles
8:10.0,,,27-21,,D. Exum misses 2-pt shot from 2 ft
8:09.0,,,27-21,,Offensive rebound by D. Favors
8:09.0,,,27-21,,D. Favors misses 2-pt shot from 1 ft
8:08.0,,,27-21,,Offensive rebound by D. Favors
8:08.0,,,27-23,2,D. Favors makes 2-pt shot from 1 ft
7:51.0,Turnover by K. Towns (lost ball; steal by J. Ingles),,27-23,,
7:50.0,Personal foul by S. Muhammad (drawn by G. Hill),,27-23,,
7:50.0,,,27-23,,R. Gobert enters the game for D. Favors
7:50.0,,,27-23,,B. Diaw enters the game for J. Johnson
7:33.0,,,27-23,,B. Diaw misses 2-pt shot from 2 ft
7:33.0,,,27-23,,Offensive rebound by R. Gobert
7:31.0,,,27-23,,R. Gobert misses 2-pt shot from 1 ft
7:30.0,Defensive rebound by K. Towns,,27-23,,
7:24.0,T. Jones misses 2-pt shot from 3 ft,,27-23,,
7:23.0,,,27-23,,Defensive rebound by B. Diaw
7:17.0,,,27-26,3,J. Ingles makes 3-pt shot from 23 ft (assist by D. Exum)
7:09.0,Minnesota full timeout,,27-26,,
7:09.0,R. Rubio enters the game for N. Bjelica,,27-26,,
7:09.0,G. Dieng enters the game for K. Dunn,,27-26,,
7:09.0,A. Wiggins enters the game for T. Jones,,27-26,,
7:09.0,,,27-26,,G. Hayward enters the game for G. Hill
7:06.0,Shooting foul by B. Diaw (drawn by A. Wiggins),,27-26,,
7:06.0,A. Wiggins makes free throw 1 of 2,1,28-26,,
7:06.0,A. Wiggins makes free throw 2 of 2,1,29-26,,
6:58.0,,,29-26,,Turnover by J. Ingles (bad pass; steal by A. Wiggins)
6:50.0,,,29-26,,Personal foul by D. Exum (drawn by R. Rubio)
6:37.0,A. Wiggins misses 2-pt shot from 20 ft,,29-26,,
6:35.0,Offensive rebound by S. Muhammad,,29-26,,
6:30.0,S. Muhammad misses 2-pt shot from 3 ft (block by R. Gobert),,29-26,,
6:29.0,,,29-26,,Defensive rebound by G. Hayward
6:19.0,Personal foul by K. Towns (drawn by R. Gobert),,29-26,,
6:19.0,,,29-26,,A. Burks enters the game for J. Ingles
6:07.0,,,29-26,,Offensive foul by R. Gobert
6:07.0,,,29-26,,Turnover by R. Gobert (offensive foul)
5:52.0,A. Wiggins misses 2-pt shot from 22 ft,,29-26,,
5:51.0,,,29-26,,Defensive rebound by D. Exum
5:46.0,,,29-26,,D. Exum misses 2-pt shot from 1 ft
5:45.0,Defensive rebound by K. Towns,,29-26,,
5:43.0,Turnover by K. Towns (lost ball; steal by D. Exum),,29-26,,
5:36.0,,,29-26,,G. Hayward misses 3-pt shot from 23 ft
5:36.0,Defensive rebound by K. Towns,,29-26,,
5:20.0,G. Dieng makes 2-pt shot from 15 ft (assist by K. Towns),2,31-26,,
5:05.0,,,31-28,2,D. Exum makes 2-pt shot at rim (assist by G. Hayward)
4:52.0,Offensive foul by K. Towns,,31-28,,
4:52.0,Turnover by K. Towns (offensive foul),,31-28,,
4:43.0,,,31-30,2,G. Hayward makes 2-pt shot from 19 ft
4:29.0,A. Wiggins makes 2-pt shot from 5 ft,2,33-30,,
4:29.0,Shooting foul by R. Gobert (drawn by A. Wiggins),,33-30,,
4:29.0,A. Wiggins makes free throw 1 of 1,1,34-30,,
4:29.0,,,33-30,,D. Favors enters the game for R. Gobert
4:16.0,,,34-30,,D. Exum misses 3-pt shot from 25 ft
4:16.0,Defensive rebound by K. Towns,,34-30,,
4:04.0,K. Towns makes 3-pt shot from 25 ft (assist by R. Rubio),3,37-30,,
3:49.0,,,37-30,,Turnover by B. Diaw (bad pass; steal by R. Rubio)
3:44.0,S. Muhammad makes 2-pt shot at rim (assist by R. Rubio),2,39-30,,
3:44.0,,,39-30,,Utah full timeout
3:44.0,,,39-30,,G. Hill enters the game for D. Exum
3:44.0,,,39-30,,J. Johnson enters the game for B. Diaw
3:28.0,,,39-33,3,G. Hayward makes 3-pt shot from 24 ft
3:02.0,A. Wiggins misses 2-pt shot from 11 ft,,39-33,,
3:01.0,,,39-33,,Defensive rebound by G. Hayward
2:41.0,,,39-33,,Turnover by A. Burks (lost ball; steal by R. Rubio)
2:34.0,R. Rubio makes 2-pt shot from 2 ft,2,41-33,,
2:11.0,,,41-33,,J. Johnson misses 3-pt shot from 24 ft
2:10.0,Defensive rebound by S. Muhammad,,41-33,,
1:53.0,A. Wiggins makes 2-pt shot from 3 ft,2,43-33,,
1:53.0,Shooting foul by D. Favors (drawn by A. Wiggins),,43-33,,
1:53.0,Minnesota full timeout,,43-33,,
1:53.0,A. Wiggins makes free throw 1 of 1,1,44-33,,
1:53.0,N. Bjelica enters the game for G. Dieng,,43-33,,
1:53.0,,,43-33,,J. Ingles enters the game for A. Burks
1:31.0,,,44-35,2,G. Hayward makes 2-pt shot from 9 ft (assist by J. Johnson)
1:13.0,S. Muhammad misses 2-pt shot from 16 ft,,44-35,,
1:13.0,Offensive rebound by K. Towns,,44-35,,
1:10.0,,,44-35,,Personal foul by J. Ingles (drawn by R. Rubio)
1:10.0,R. Rubio makes free throw 1 of 2,1,45-35,,
1:10.0,R. Rubio makes free throw 2 of 2,1,46-35,,
0:58.0,,,46-35,,G. Hayward misses 2-pt shot from 16 ft
0:57.0,Defensive rebound by N. Bjelica,,46-35,,
0:49.0,A. Wiggins makes 3-pt shot from 26 ft (assist by R. Rubio),3,49-35,,
0:25.0,,,49-35,,G. Hayward misses 2-pt shot from 19 ft
0:24.0,,,49-35,,Offensive rebound by D. Favors
0:22.0,,,49-35,,D. Favors misses 2-pt shot from 2 ft
0:21.0,Defensive rebound by K. Towns,,49-35,,
0:15.0,N. Bjelica misses 2-pt shot from 2 ft,,49-35,,
0:14.0,Offensive rebound by S. Muhammad,,49-35,,
0:13.0,S. Muhammad makes 2-pt shot from 2 ft,2,51-35,,
0:09.0,K. Dunn enters the game for N. Bjelica,,51-35,,
0:06.0,Personal foul by S. Muhammad (drawn by J. Johnson),,51-35,,
0:06.0,B. Rush enters the game for S. Muhammad,,51-35,,
0:02.0,,,51-35,,G. Hayward misses 2-pt shot from 17 ft
0:02.0,Defensive rebound by K. Towns,,51-35,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,K. Towns makes 2-pt shot from 12 ft (assist by R. Rubio),2,53-35,,
11:16.0,,,53-37,2,D. Favors makes 2-pt shot from 14 ft (assist by G. Hill)
10:58.0,Shooting foul by G. Hayward (drawn by A. Wiggins),,53-37,,
10:58.0,A. Wiggins misses free throw 1 of 2,,53-37,,
10:58.0,Offensive rebound by Team,,53-37,,
10:58.0,A. Wiggins makes free throw 2 of 2,1,54-37,,
10:43.0,,,54-39,2,G. Hayward makes 2-pt shot from 6 ft
10:23.0,R. Rubio makes 2-pt shot from 17 ft,2,56-39,,
10:05.0,,,56-39,,J. Ingles misses 3-pt shot from 25 ft
10:04.0,Defensive rebound by G. Dieng,,56-39,,
9:51.0,G. Dieng misses 2-pt shot from 5 ft,,56-39,,
9:51.0,Offensive rebound by R. Rubio,,56-39,,
9:36.0,A. Wiggins makes 2-pt shot from 12 ft,2,58-39,,
9:20.0,Personal foul by B. Rush (drawn by J. Ingles),,58-39,,
9:11.0,,,58-39,,G. Hill misses 3-pt shot from 24 ft
9:11.0,Defensive rebound by K. Towns,,58-39,,
8:58.0,G. Dieng misses 2-pt shot from 19 ft,,58-39,,
8:57.0,,,58-39,,Defensive rebound by J. Ingles
8:45.0,,,58-39,,Turnover by G. Hill (bad pass; steal by G. Dieng)
8:44.0,,,58-39,,Personal foul by G. Hill (drawn by G. Dieng)
8:33.0,Turnover by R. Rubio (bad pass; steal by G. Hayward),,58-39,,
8:24.0,Personal foul by B. Rush (drawn by G. Hayward),,58-39,,
8:15.0,,,58-39,,D. Favors misses 2-pt shot from 7 ft
8:14.0,Defensive rebound by G. Dieng,,58-39,,
7:57.0,K. Towns makes 2-pt shot from 2 ft,2,60-39,,
7:57.0,Shooting foul by D. Favors (drawn by K. Towns),,60-39,,
7:57.0,K. Towns makes free throw 1 of 1,1,61-39,,
7:47.0,,,61-41,2,R. Gobert makes 2-pt shot at rim (assist by G. Hill)
7:32.0,Shooting foul by G. Hill (drawn by R. Rubio),,61-41,,
7:32.0,R. Rubio makes free throw 1 of 2,1,62-41,,
7:32.0,R. Rubio misses free throw 2 of 2,,62-41,,
7:32.0,,,62-41,,D. Exum enters the game for G. Hill
7:32.0,,,62-41,,J. Johnson enters the game for D. Favors
7:32.0,N. Bjelica enters the game for G. Dieng,,62-41,,
7:31.0,,,62-41,,Defensive rebound by R. Gobert
7:15.0,,,62-41,,G. Hayward misses 3-pt shot from 24 ft
7:14.0,,,62-41,,Offensive rebound by R. Gobert
7:09.0,,,62-41,,Shooting foul by B. Rush (drawn by R. Gobert)
7:09.0,,,62-41,,R. Gobert misses free throw 1 of 2
7:09.0,,,62-41,,Offensive rebound by Team
7:09.0,,,62-42,1,R. Gobert makes free throw 2 of 2
7:01.0,K. Towns makes 2-pt shot from 3 ft (assist by R. Rubio),2,64-42,,
6:37.0,,,64-45,3,D. Exum makes 3-pt shot from 23 ft (assist by G. Hayward)
6:15.0,K. Towns misses 2-pt shot at rim (block by R. Gobert),,64-45,,
6:14.0,,,64-45,,Defensive rebound by J. Johnson
6:02.0,,,64-45,,G. Hayward misses 3-pt shot from 24 ft
6:02.0,,,64-45,,Offensive rebound by R. Gobert
6:00.0,,,64-47,2,R. Gobert makes 2-pt shot at rim
5:38.0,A. Wiggins misses 2-pt shot from 13 ft,,64-47,,
5:38.0,,,64-47,,Defensive rebound by R. Gobert
5:25.0,,,64-47,,Turnover by R. Gobert (lost ball; steal by A. Wiggins)
5:20.0,N. Bjelica misses 2-pt shot from 1 ft (block by G. Hayward),,64-47,,
5:18.0,Offensive rebound by B. Rush,,64-47,,
5:16.0,B. Rush misses 2-pt shot from 2 ft,,64-47,,
5:15.0,,,64-47,,Defensive rebound by J. Johnson
5:06.0,,,64-47,,J. Johnson misses 3-pt shot from 25 ft
5:04.0,Defensive rebound by B. Rush,,64-47,,
4:47.0,R. Rubio makes 2-pt shot from 2 ft,2,66-47,,
4:40.0,,,66-47,,Utah full timeout
4:40.0,,,66-47,,A. Burks enters the game for J. Ingles
4:33.0,,,66-47,,G. Hayward misses 2-pt shot from 7 ft
4:32.0,Defensive rebound by N. Bjelica,,66-47,,
4:16.0,B. Rush makes 3-pt shot from 25 ft (assist by A. Wiggins),3,69-47,,
3:56.0,,,69-49,2,R. Gobert makes 2-pt shot at rim (assist by D. Exum)
3:36.0,N. Bjelica misses 3-pt shot from 26 ft,,69-49,,
3:35.0,Offensive rebound by K. Towns,,69-49,,
3:22.0,N. Bjelica makes 3-pt shot from 25 ft (assist by R. Rubio),3,72-49,,
2:57.0,,,72-49,,A. Burks misses 2-pt shot from 10 ft
2:57.0,Defensive rebound by Team,,72-49,,
2:57.0,Minnesota full timeout,,72-49,,
2:57.0,G. Dieng enters the game for K. Towns,,72-49,,
2:57.0,,,72-49,,D. Favors enters the game for R. Gobert
2:57.0,,,72-49,,T. Lyles enters the game for G. Hayward
2:46.0,Shooting foul by A. Burks (drawn by N. Bjelica),,72-49,,
2:46.0,N. Bjelica makes free throw 1 of 2,1,73-49,,
2:46.0,N. Bjelica makes free throw 2 of 2,1,74-49,,
2:27.0,,,74-51,2,J. Johnson makes 2-pt shot from 6 ft
2:15.0,,,74-51,,Personal foul by T. Lyles (drawn by G. Dieng)
2:15.0,G. Dieng makes free throw 1 of 2,1,75-51,,
2:15.0,G. Dieng makes free throw 2 of 2,1,76-51,,
1:52.0,,,76-51,,Turnover by J. Johnson (lost ball; steal by N. Bjelica)
1:45.0,A. Wiggins makes 2-pt shot from 1 ft (assist by B. Rush),2,78-51,,
1:33.0,,,78-53,2,A. Burks makes 2-pt shot from 21 ft
1:05.0,Turnover by Team (shot clock),,78-53,,
1:05.0,K. Dunn enters the game for R. Rubio,,78-53,,
0:45.0,,,78-53,,T. Lyles misses 2-pt shot from 2 ft
0:45.0,Defensive rebound by N. Bjelica,,78-53,,
0:42.0,B. Rush makes 2-pt shot at rim (assist by N. Bjelica),2,80-53,,
0:32.0,,,80-53,,Turnover by D. Exum (bad pass; steal by K. Dunn)
0:32.0,,,80-53,,Personal foul by D. Favors (drawn by K. Dunn)
0:32.0,K. Dunn misses free throw 1 of 2,,80-53,,
0:32.0,Offensive rebound by Team,,80-53,,
0:32.0,K. Dunn makes free throw 2 of 2,1,81-53,,
0:09.0,,,81-53,,A. Burks misses 3-pt shot from 24 ft
0:07.0,,,81-53,,Offensive rebound by D. Favors
0:07.0,,,81-53,,D. Favors misses 2-pt shot from 3 ft
0:06.0,,,81-53,,Offensive rebound by D. Favors
0:01.0,,,81-53,,A. Burks misses 2-pt shot from 3 ft (block by B. Rush)
0:00.0,,,81-53,,Offensive rebound by A. Burks
0:00.0,,,81-53,,A. Burks misses 2-pt shot from 4 ft
0:00.0,,,81-53,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,81-55,2,D. Favors makes 2-pt shot from 2 ft
11:21.0,K. Towns misses 2-pt shot from 2 ft (block by D. Favors),,81-55,,
11:21.0,Offensive rebound by Team,,81-55,,
11:14.0,Turnover by Team (shot clock),,81-55,,
10:50.0,,,81-55,,D. Favors misses 2-pt shot from 16 ft
10:50.0,Defensive rebound by T. Jones,,81-55,,
10:41.0,,,81-55,,Personal foul by D. Favors (drawn by K. Towns)
10:36.0,Minnesota full timeout,,81-55,,
10:29.0,S. Muhammad misses 3-pt shot from 23 ft,,81-55,,
10:28.0,,,81-55,,Defensive rebound by A. Burks
10:19.0,Personal foul by N. Bjelica (drawn by A. Burks),,81-55,,
10:11.0,,,81-55,,Shooting foul by N. Bjelica (drawn by D. Exum)
10:11.0,,,81-55,,D. Exum misses free throw 1 of 2
10:11.0,,,81-55,,Offensive rebound by Team
10:11.0,,,81-56,1,D. Exum makes free throw 2 of 2
10:11.0,,,81-55,,J. Withey enters the game for D. Favors
9:50.0,K. Towns misses 2-pt shot from 2 ft,,81-56,,
9:50.0,,,81-56,,Defensive rebound by J. Ingles
9:38.0,,,81-56,,D. Exum misses 3-pt shot from 25 ft
9:38.0,Defensive rebound by K. Towns,,81-56,,
9:23.0,K. Towns makes 2-pt shot from 6 ft (assist by T. Jones),2,83-56,,
9:03.0,,,83-58,2,J. Withey makes 2-pt shot from 2 ft (assist by T. Lyles)
8:45.0,K. Towns misses 2-pt shot from 17 ft,,83-58,,
8:44.0,,,83-58,,Defensive rebound by A. Burks
8:35.0,,,83-58,,T. Lyles misses 3-pt shot from 24 ft
8:34.0,Defensive rebound by K. Towns,,83-58,,
8:17.0,Turnover by K. Towns (bad pass; steal by J. Ingles),,83-58,,
8:12.0,,,83-60,2,J. Ingles makes 2-pt shot from 1 ft
8:12.0,Minnesota full timeout,,83-60,,
8:12.0,,,83-60,,R. Neto enters the game for D. Exum
8:03.0,,,83-60,,Personal foul by J. Withey (drawn by T. Jones)
8:00.0,,,83-60,,Personal foul by J. Withey (drawn by K. Towns)
7:55.0,S. Muhammad makes 2-pt shot from 4 ft (assist by N. Bjelica),2,85-60,,
7:41.0,,,85-62,2,A. Burks makes 2-pt shot from 15 ft (assist by J. Withey)
7:21.0,N. Bjelica makes 2-pt shot from 2 ft (assist by K. Towns),2,87-62,,
6:58.0,,,87-62,,J. Ingles misses 3-pt shot from 24 ft
6:57.0,Defensive rebound by K. Towns,,87-62,,
6:41.0,K. Towns makes 2-pt shot from 2 ft,2,89-62,,
6:41.0,,,89-62,,Utah full timeout
6:41.0,,,89-62,,D. Exum enters the game for J. Ingles
6:23.0,,,89-62,,Shooting foul by N. Bjelica (drawn by T. Lyles)
6:23.0,,,89-62,,T. Lyles misses free throw 1 of 2
6:23.0,,,89-62,,Offensive rebound by Team
6:23.0,,,89-63,1,T. Lyles makes free throw 2 of 2
6:10.0,K. Towns misses 2-pt shot from 2 ft (block by J. Withey),,89-63,,
6:08.0,,,89-63,,Defensive rebound by J. Withey
5:55.0,,,89-63,,A. Burks misses 2-pt shot from 2 ft
5:54.0,Defensive rebound by N. Bjelica,,89-63,,
5:41.0,S. Muhammad misses 3-pt shot from 25 ft,,89-63,,
5:40.0,,,89-63,,Defensive rebound by A. Burks
5:31.0,,,89-63,,J. Withey misses 2-pt shot from 3 ft
5:30.0,Defensive rebound by N. Bjelica,,89-63,,
5:24.0,,,89-63,,Personal foul by J. Withey (drawn by N. Bjelica)
5:24.0,C. Aldrich enters the game for K. Towns,,89-63,,
5:18.0,S. Muhammad makes 2-pt shot from 1 ft (assist by N. Bjelica),2,91-63,,
5:01.0,,,91-63,,J. Withey misses 2-pt shot at rim (block by N. Bjelica)
4:59.0,,,91-63,,Offensive rebound by J. Withey
4:58.0,,,91-65,2,J. Withey makes 2-pt shot from 2 ft
4:49.0,,,91-65,,Personal foul by A. Burks (drawn by S. Muhammad)
4:49.0,S. Muhammad makes free throw 1 of 2,1,92-65,,
4:49.0,S. Muhammad makes free throw 2 of 2,1,93-65,,
4:43.0,,,93-65,,Turnover by D. Exum (bad pass)
4:29.0,,,93-65,,Violation by J. Withey (kicked ball)
4:25.0,S. Muhammad makes 2-pt shot at rim (assist by N. Bjelica),2,95-65,,
4:03.0,,,95-67,2,D. Exum makes 2-pt shot from 3 ft
3:51.0,S. Muhammad makes 2-pt shot from 5 ft,2,97-67,,
3:36.0,,,97-69,2,D. Exum makes 2-pt shot at rim (assist by A. Burks)
3:15.0,Turnover by T. Jones (traveling),,97-69,,
3:03.0,,,97-69,,D. Exum misses 2-pt shot from 4 ft (block by C. Aldrich)
3:01.0,,,97-69,,Offensive rebound by J. Withey
2:59.0,,,97-71,2,A. Burks makes 2-pt shot at rim (assist by J. Withey)
2:45.0,K. Dunn makes 3-pt shot from 25 ft (assist by N. Bjelica),3,100-71,,
2:31.0,,,100-73,2,T. Lyles makes 2-pt shot from 2 ft (assist by A. Burks)
2:21.0,,,100-73,,Personal foul by A. Burks (drawn by S. Muhammad)
2:21.0,S. Muhammad makes free throw 1 of 2,1,101-73,,
2:21.0,S. Muhammad makes free throw 2 of 2,1,102-73,,
2:14.0,,,102-73,,Turnover by T. Lyles (lost ball; steal by C. Aldrich)
2:10.0,Turnover by S. Muhammad (lost ball),,102-73,,
1:56.0,,,102-73,,Shooting foul by C. Aldrich (drawn by A. Burks)
1:56.0,,,102-74,1,A. Burks makes free throw 1 of 2
1:56.0,,,102-75,1,A. Burks makes free throw 2 of 2
