time,San Antonio,pts.away,score,pts.home,LA Clippers
0:42.0,,,72-73,1,A. Rivers makes free throw 2 of 2
0:32.0,T. Parker makes 2-pt shot from 2 ft,2,74-73,,
0:13.0,,,74-73,,A. Rivers misses 3-pt shot from 25 ft
0:12.0,Defensive rebound by D. Lee,,74-73,,
0:02.0,M. Ginobili makes 3-pt shot from 25 ft,3,77-73,,
0:00.0,,,77-73,,A. Rivers misses 3-pt shot from 30 ft
0:00.0,,,77-73,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,77-73,,B. Bass misses 2-pt shot from 2 ft (block by D. Dedmon)
11:37.0,Defensive rebound by D. Lee,,77-73,,
11:15.0,D. Lee misses 2-pt shot from 2 ft,,77-73,,
11:15.0,Offensive rebound by D. Lee,,77-73,,
11:11.0,D. Lee makes 2-pt shot from 1 ft,2,79-73,,
11:00.0,,,79-73,,J. Redick misses 3-pt shot from 24 ft
10:59.0,Defensive rebound by D. Dedmon,,79-73,,
10:42.0,D. Dedmon makes 2-pt shot at rim (assist by M. Ginobili),2,81-73,,
10:41.0,,,81-73,,LA Clippers full timeout
10:23.0,,,81-73,,R. Felton misses 2-pt shot from 5 ft (block by D. Dedmon)
10:21.0,Defensive rebound by D. Lee,,81-73,,
10:17.0,T. Parker misses 2-pt shot from 1 ft,,81-73,,
10:15.0,Offensive rebound by M. Ginobili,,81-73,,
10:12.0,D. Green misses 3-pt shot from 25 ft,,81-73,,
10:12.0,Offensive rebound by Team,,81-73,,
10:12.0,,,81-73,,Personal foul by M. Speights (drawn by D. Lee)
10:12.0,,,81-73,,D. Jordan enters the game for R. Felton
10:12.0,,,81-73,,C. Paul enters the game for B. Bass
10:12.0,,,81-73,,B. Griffin enters the game for M. Speights
10:12.0,K. Leonard enters the game for D. Green,,81-73,,
10:12.0,L. Aldridge enters the game for D. Lee,,81-73,,
10:12.0,,,81-73,,L. Mbah a Moute enters the game for J. Crawford
10:02.0,K. Leonard misses 3-pt shot from 25 ft,,81-73,,
10:01.0,,,81-73,,Defensive rebound by J. Redick
9:47.0,,,81-73,,J. Redick misses 2-pt shot from 6 ft
9:46.0,Defensive rebound by D. Dedmon,,81-73,,
9:31.0,T. Parker misses 3-pt shot from 24 ft,,81-73,,
9:30.0,,,81-73,,Defensive rebound by D. Jordan
9:18.0,,,81-73,,Turnover by B. Griffin (lost ball; steal by L. Aldridge)
9:18.0,,,81-73,,Personal take foul by C. Paul (drawn by T. Parker)
9:18.0,D. Green enters the game for M. Ginobili,,81-73,,
9:18.0,Violation by Team (jump ball),,81-73,,
9:03.0,Turnover by L. Aldridge (traveling),,81-73,,
8:52.0,,,81-75,2,D. Jordan makes 2-pt shot at rim (assist by B. Griffin)
8:33.0,D. Green misses 2-pt shot from 1 ft,,81-75,,
8:33.0,Offensive rebound by L. Aldridge,,81-75,,
8:28.0,L. Aldridge makes 2-pt shot from 6 ft,2,83-75,,
8:10.0,,,83-75,,Turnover by C. Paul (lost ball; steal by T. Parker)
8:05.0,T. Parker makes 2-pt shot from 1 ft,2,85-75,,
7:51.0,Personal foul by D. Dedmon (drawn by B. Griffin),,85-75,,
7:51.0,,,85-76,1,B. Griffin makes free throw 1 of 2
7:51.0,,,85-77,1,B. Griffin makes free throw 2 of 2
7:41.0,Turnover by K. Leonard (lost ball; steal by C. Paul),,85-77,,
7:36.0,,,85-79,2,B. Griffin makes 2-pt shot from 2 ft (assist by C. Paul)
7:34.0,San Antonio full timeout,,85-79,,
7:34.0,P. Mills enters the game for T. Parker,,85-79,,
7:15.0,K. Leonard misses 2-pt shot from 20 ft,,85-79,,
7:15.0,,,85-79,,Defensive rebound by C. Paul
6:57.0,,,85-79,,Turnover by B. Griffin (bad pass)
6:40.0,P. Mills makes 3-pt shot from 24 ft (assist by D. Dedmon),3,88-79,,
6:25.0,Personal foul by L. Aldridge (drawn by B. Griffin),,88-79,,
6:25.0,,,88-79,,A. Rivers enters the game for L. Mbah a Moute
6:16.0,,,88-79,,B. Griffin misses 2-pt shot from 7 ft (block by D. Dedmon)
6:15.0,,,88-79,,Offensive rebound by B. Griffin
6:14.0,,,88-79,,B. Griffin misses 2-pt shot from 1 ft
6:14.0,,,88-79,,Offensive rebound by B. Griffin
6:14.0,,,88-81,2,B. Griffin makes 2-pt shot from 1 ft
6:14.0,,,88-81,,Shooting foul by L. Aldridge (drawn by B. Griffin)
6:14.0,,,88-82,1,B. Griffin makes free throw 1 of 1
6:03.0,,,88-82,,Personal foul by B. Griffin (drawn by L. Aldridge)
5:52.0,D. Dedmon makes 2-pt shot from 3 ft (assist by D. Green),2,90-82,,
5:39.0,,,90-82,,Shooting foul by L. Aldridge (drawn by B. Griffin)
5:39.0,,,90-83,1,B. Griffin makes free throw 1 of 2
5:39.0,,,90-84,1,B. Griffin makes free throw 2 of 2
5:39.0,P. Gasol enters the game for L. Aldridge,,90-83,,
5:17.0,K. Leonard misses 3-pt shot from 25 ft,,90-84,,
5:16.0,,,90-84,,Defensive rebound by B. Griffin
5:11.0,,,90-84,,J. Redick misses 3-pt shot from 25 ft
5:10.0,,,90-84,,Offensive rebound by Team
5:10.0,M. Ginobili enters the game for D. Green,,90-84,,
5:10.0,T. Parker enters the game for P. Mills,,90-84,,
5:07.0,,,90-84,,Turnover by C. Paul (bad pass; steal by M. Ginobili)
