time,Oklahoma City,pts.away,score,pts.home,Houston
5:06.0,,,90-95,,Shooting block foul by N. Hilario (drawn by A. Abrines)
5:06.0,A. Abrines misses free throw 1 of 2,,90-95,,
5:06.0,Offensive rebound by Team,,90-95,,
5:06.0,A. Abrines makes free throw 2 of 2,1,91-95,,
5:06.0,A. Roberson enters the game for V. Oladipo,,90-95,,
4:56.0,,,91-95,,Shooting foul by S. Adams (drawn by J. Harden)
4:56.0,,,91-96,1,J. Harden makes free throw 1 of 2
4:56.0,,,91-97,1,J. Harden makes free throw 2 of 2
4:56.0,V. Oladipo enters the game for A. Roberson,,91-96,,
4:49.0,R. Westbrook misses 3-pt shot from 29 ft,,91-97,,
4:48.0,,,91-97,,Defensive rebound by E. Gordon
4:30.0,,,91-97,,Shooting foul by R. Westbrook (drawn by N. Hilario)
4:30.0,,,91-98,1,N. Hilario makes free throw 1 of 2
4:30.0,,,91-98,,N. Hilario misses free throw 2 of 2
4:30.0,Defensive rebound by R. Westbrook,,91-98,,
4:16.0,R. Westbrook misses 2-pt shot from 19 ft,,91-98,,
4:14.0,Offensive rebound by S. Adams,,91-98,,
4:09.0,V. Oladipo misses 3-pt shot from 26 ft,,91-98,,
4:07.0,Offensive rebound by S. Adams,,91-98,,
4:01.0,Turnover by V. Oladipo (bad pass),,91-98,,
3:44.0,,,91-100,2,J. Harden makes 2-pt shot from 1 ft
3:32.0,Shooting foul by N. Hilario (drawn by S. Adams),,91-100,,
3:32.0,,,91-100,,Houston full timeout
3:32.0,S. Adams makes free throw 1 of 2,1,92-100,,
3:32.0,S. Adams misses free throw 2 of 2,,92-100,,
3:32.0,,,92-100,,Defensive rebound by N. Hilario
3:32.0,Personal foul by A. Roberson (drawn by N. Hilario),,92-100,,
3:32.0,,,92-100,,N. Hilario misses free throw 1 of 2
3:32.0,,,92-100,,Offensive rebound by Team
3:32.0,,,92-101,1,N. Hilario makes free throw 2 of 2
3:32.0,A. Roberson enters the game for A. Abrines,,91-100,,
3:17.0,R. Westbrook misses 2-pt shot from 1 ft,,92-101,,
3:16.0,Offensive rebound by J. Grant,,92-101,,
3:16.0,J. Grant misses 2-pt shot from 1 ft,,92-101,,
3:15.0,Offensive rebound by A. Roberson,,92-101,,
3:13.0,A. Roberson misses 2-pt shot from 5 ft,,92-101,,
3:12.0,Offensive rebound by R. Westbrook,,92-101,,
3:07.0,R. Westbrook misses 2-pt shot from 1 ft,,92-101,,
3:06.0,,,92-101,,Defensive rebound by N. Hilario
2:49.0,,,92-101,,L. Williams misses 2-pt shot from 5 ft
2:49.0,Defensive rebound by V. Oladipo,,92-101,,
2:44.0,,,92-101,,Personal take foul by J. Harden (drawn by A. Roberson)
2:44.0,A. Roberson misses free throw 1 of 2,,92-101,,
2:44.0,Offensive rebound by Team,,92-101,,
2:44.0,A. Roberson misses free throw 2 of 2,,92-101,,
2:44.0,,,92-101,,Defensive rebound by E. Gordon
2:44.0,,,92-101,,P. Beverley enters the game for L. Williams
2:21.0,,,92-101,,Turnover by N. Hilario (lost ball; steal by A. Roberson)
2:14.0,R. Westbrook makes 2-pt shot from 1 ft,2,94-101,,
1:49.0,,,94-101,,E. Gordon misses 3-pt shot from 26 ft
1:49.0,,,94-101,,Offensive rebound by Team
1:49.0,,,94-101,,Turnover by Team (shot clock)
1:38.0,R. Westbrook misses 3-pt shot from 26 ft,,94-101,,
1:36.0,Offensive rebound by J. Grant,,94-101,,
1:30.0,R. Westbrook misses 2-pt shot from 15 ft,,94-101,,
1:28.0,,,94-101,,Defensive rebound by P. Beverley
1:08.0,,,94-101,,J. Harden misses 3-pt shot from 25 ft
1:08.0,Defensive rebound by S. Adams,,94-101,,
0:58.0,A. Roberson misses 3-pt shot from 26 ft,,94-101,,
0:57.0,,,94-101,,Defensive rebound by E. Gordon
0:37.0,,,94-101,,N. Hilario misses 3-pt shot from 24 ft
0:35.0,Defensive rebound by V. Oladipo,,94-101,,
0:30.0,,,94-101,,Personal foul by J. Harden (drawn by A. Roberson)
0:30.0,A. Roberson misses free throw 1 of 2,,94-101,,
0:30.0,Offensive rebound by Team,,94-101,,
0:30.0,A. Roberson makes free throw 2 of 2,1,95-101,,
0:23.0,,,95-101,,Turnover by P. Beverley (bad pass; steal by S. Adams)
0:18.0,J. Grant misses 3-pt shot from 25 ft,,95-101,,
0:14.0,Offensive rebound by R. Westbrook,,95-101,,
0:13.0,R. Westbrook makes 2-pt shot at rim,2,97-101,,
0:13.0,Shooting foul by T. Ariza (drawn by R. Westbrook),,97-101,,
0:13.0,R. Westbrook misses free throw 1 of 1,,97-101,,
0:12.0,,,97-101,,Defensive rebound by E. Gordon
0:10.0,,,97-101,,Houston full timeout
0:10.0,,,97-101,,Houston full timeout
0:10.0,,,97-101,,L. Williams enters the game for P. Beverley
0:10.0,A. Abrines enters the game for A. Roberson,,97-101,,
0:10.0,N. Cole enters the game for R. Westbrook,,97-101,,
0:08.0,Personal take foul by V. Oladipo (drawn by J. Harden),,97-101,,
0:08.0,,,97-102,1,J. Harden makes free throw 1 of 2
0:08.0,,,97-103,1,J. Harden makes free throw 2 of 2
0:08.0,Oklahoma City full timeout,,97-103,,
0:08.0,R. Westbrook enters the game for N. Cole,,97-102,,
0:08.0,,,97-102,,P. Beverley enters the game for L. Williams
0:08.0,D. McDermott enters the game for J. Grant,,97-103,,
0:06.0,A. Abrines makes 2-pt shot from 23 ft (assist by D. McDermott),2,99-103,,
0:05.0,Personal take foul by D. McDermott (drawn by J. Harden),,99-103,,
0:05.0,,,99-104,1,J. Harden makes free throw 1 of 2
0:05.0,,,99-105,1,J. Harden makes free throw 2 of 2
0:01.0,A. Abrines misses 3-pt shot from 45 ft,,99-105,,
0:00.0,,,99-105,,Defensive rebound by J. Harden
0:00.0,End of 4th quarter,,,,End of 4th quarter
