time,Chicago,pts.away,score,pts.home,Detroit
3:54.0,,,34-49,,R. Jackson misses 2-pt shot from 14 ft
3:53.0,Defensive rebound by J. Butler,,34-49,,
3:51.0,Turnover by J. Butler (lost ball; steal by R. Jackson),,34-49,,
3:47.0,,,34-51,2,A. Drummond makes 2-pt shot at rim (assist by R. Jackson)
3:47.0,Chicago full timeout,,34-51,,
3:33.0,J. Butler makes 2-pt shot from 17 ft,2,36-51,,
3:08.0,,,36-51,,A. Drummond misses 2-pt shot at rim
3:08.0,Defensive rebound by I. Canaan,,36-51,,
2:56.0,I. Canaan misses 3-pt shot from 25 ft (block by A. Drummond),,36-51,,
2:56.0,,,36-51,,Defensive rebound by R. Jackson
2:56.0,Personal foul by T. Gibson (drawn by R. Jackson),,36-51,,
2:56.0,,,36-51,,Detroit full timeout
2:56.0,N. Mirotic enters the game for T. Gibson,,36-51,,
2:56.0,D. Wade enters the game for I. Canaan,,36-51,,
2:46.0,,,36-51,,T. Harris misses 2-pt shot from 13 ft
2:45.0,,,36-51,,Offensive rebound by A. Drummond
2:42.0,,,36-51,,A. Drummond misses 2-pt shot at rim
2:42.0,Defensive rebound by N. Mirotic,,36-51,,
2:42.0,Chicago full timeout,,36-51,,
2:42.0,,,36-51,,A. Baynes enters the game for M. Morris
2:42.0,,,36-51,,S. Johnson enters the game for A. Drummond
2:30.0,J. Butler makes 2-pt shot from 17 ft,2,38-51,,
2:13.0,,,38-51,,T. Harris misses 2-pt shot from 15 ft
2:13.0,Defensive rebound by R. Rondo,,38-51,,
2:07.0,,,38-51,,Personal foul by R. Jackson (drawn by J. Butler)
2:07.0,J. Butler makes free throw 1 of 2,1,39-51,,
2:07.0,J. Butler makes free throw 2 of 2,1,40-51,,
2:07.0,,,39-51,,I. Smith enters the game for R. Jackson
1:49.0,,,40-51,,T. Harris misses 3-pt shot from 25 ft
1:49.0,,,40-51,,Offensive rebound by A. Baynes
1:26.0,,,40-51,,I. Smith misses 3-pt shot from 26 ft
1:26.0,,,40-51,,Offensive rebound by I. Smith
1:09.0,,,40-51,,Turnover by S. Johnson (bad pass; steal by N. Mirotic)
1:01.0,N. Mirotic misses 3-pt shot from 26 ft,,40-51,,
1:00.0,Offensive rebound by R. Rondo,,40-51,,
0:53.0,D. Wade misses 2-pt shot at rim,,40-51,,
0:51.0,,,40-51,,Defensive rebound by A. Baynes
0:46.0,,,40-51,,K. Caldwell-Pope misses 3-pt shot from 23 ft
0:45.0,Defensive rebound by N. Mirotic,,40-51,,
0:42.0,Shooting foul by S. Johnson (drawn by D. Wade),,40-51,,
0:42.0,D. Wade makes free throw 1 of 2,1,41-51,,
0:42.0,D. Wade makes free throw 2 of 2,1,42-51,,
0:42.0,I. Canaan enters the game for R. Rondo,,41-51,,
0:27.0,,,42-51,,Turnover by K. Caldwell-Pope (lost ball; steal by D. Wade)
0:21.0,J. Butler makes 2-pt shot at rim (assist by D. Wade),2,44-51,,
0:06.0,Personal foul by I. Canaan (drawn by I. Smith),,44-51,,
0:03.0,,,44-51,,I. Smith misses 2-pt shot at rim
0:01.0,Defensive rebound by N. Mirotic,,44-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,R. Lopez makes 2-pt shot from 8 ft,2,46-51,,
11:32.0,Violation by D. Wade (kicked ball),,46-51,,
11:25.0,,,46-51,,Turnover by R. Jackson (bad pass)
11:08.0,T. Gibson makes 2-pt shot from 4 ft (assist by J. Butler),2,48-51,,
10:56.0,,,48-51,,R. Jackson misses 2-pt shot from 8 ft
10:54.0,Defensive rebound by D. Wade,,48-51,,
10:46.0,T. Gibson makes 2-pt shot from 8 ft (assist by D. Wade),2,50-51,,
10:30.0,,,50-51,,M. Morris misses 2-pt shot from 11 ft
10:30.0,Defensive rebound by R. Lopez,,50-51,,
10:03.0,D. Wade misses 2-pt shot from 16 ft,,50-51,,
10:02.0,,,50-51,,Defensive rebound by A. Drummond
9:57.0,,,50-51,,K. Caldwell-Pope misses 3-pt shot from 24 ft
9:56.0,Defensive rebound by T. Gibson,,50-51,,
9:51.0,Turnover by R. Rondo (lost ball; steal by T. Harris),,50-51,,
9:43.0,,,50-53,2,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by R. Jackson)
9:27.0,R. Rondo misses 2-pt shot from 3 ft,,50-53,,
9:27.0,,,50-53,,Defensive rebound by A. Drummond
9:17.0,,,50-53,,R. Jackson misses 2-pt shot from 16 ft
9:17.0,Defensive rebound by J. Butler,,50-53,,
9:01.0,Turnover by T. Gibson (traveling),,50-53,,
8:51.0,,,50-53,,Turnover by M. Morris (step out of bounds)
8:39.0,Turnover by J. Butler (lost ball; steal by K. Caldwell-Pope),,50-53,,
8:33.0,,,50-55,2,K. Caldwell-Pope makes 2-pt shot at rim
8:18.0,T. Gibson makes 2-pt shot from 1 ft (assist by D. Wade),2,52-55,,
7:57.0,,,52-57,2,T. Harris makes 2-pt shot from 6 ft
7:52.0,Shooting foul by T. Harris (drawn by J. Butler),,52-57,,
7:52.0,J. Butler makes free throw 1 of 2,1,53-57,,
7:52.0,J. Butler makes free throw 2 of 2,1,54-57,,
7:40.0,Personal foul by D. Wade (drawn by K. Caldwell-Pope),,54-57,,
7:26.0,,,54-59,2,T. Harris makes 2-pt shot from 14 ft
7:04.0,Shooting foul by K. Caldwell-Pope (drawn by D. Wade),,54-59,,
7:04.0,D. Wade makes free throw 1 of 2,1,55-59,,
7:04.0,D. Wade makes free throw 2 of 2,1,56-59,,
6:42.0,,,56-59,,A. Drummond misses 2-pt shot from 7 ft
6:41.0,Defensive rebound by D. Wade,,56-59,,
6:35.0,T. Gibson makes 2-pt shot from 1 ft (assist by R. Rondo),2,58-59,,
6:35.0,,,58-59,,Detroit full timeout
6:18.0,,,58-61,2,K. Caldwell-Pope makes 2-pt shot from 12 ft
6:02.0,R. Lopez makes 2-pt shot from 1 ft,2,60-61,,
5:40.0,,,60-61,,A. Drummond misses 2-pt shot from 7 ft
5:39.0,Defensive rebound by T. Gibson,,60-61,,
5:19.0,R. Rondo makes 2-pt shot from 8 ft,2,62-61,,
4:56.0,,,62-61,,M. Morris misses 3-pt shot from 24 ft
4:55.0,Defensive rebound by T. Gibson,,62-61,,
4:43.0,Turnover by R. Lopez (3 sec),,62-61,,
4:43.0,N. Mirotic enters the game for D. Wade,,62-61,,
4:30.0,,,62-64,3,R. Jackson makes 3-pt shot from 26 ft
4:11.0,J. Butler makes 2-pt shot from 17 ft,2,64-64,,
3:51.0,,,64-64,,Turnover by R. Jackson (lost ball; steal by T. Gibson)
3:51.0,Chicago full timeout,,64-64,,
3:51.0,,,64-64,,I. Smith enters the game for T. Harris
3:51.0,,,64-64,,J. Leuer enters the game for R. Jackson
3:51.0,I. Canaan enters the game for T. Gibson,,64-64,,
3:46.0,Shooting foul by A. Drummond (drawn by J. Butler),,64-64,,
3:46.0,J. Butler makes free throw 1 of 2,1,65-64,,
3:46.0,J. Butler makes free throw 2 of 2,1,66-64,,
3:46.0,,,65-64,,A. Baynes enters the game for A. Drummond
3:46.0,C. Felicio enters the game for R. Lopez,,65-64,,
3:31.0,,,66-64,,M. Morris misses 3-pt shot from 26 ft
3:31.0,Defensive rebound by C. Felicio,,66-64,,
3:15.0,N. Mirotic misses 2-pt shot from 20 ft,,66-64,,
3:15.0,,,66-64,,Defensive rebound by J. Leuer
3:04.0,,,66-67,3,M. Morris makes 3-pt shot from 24 ft (assist by K. Caldwell-Pope)
2:54.0,R. Rondo misses 3-pt shot from 27 ft,,66-67,,
2:53.0,,,66-67,,Defensive rebound by K. Caldwell-Pope
2:34.0,,,66-67,,I. Smith misses 2-pt shot from 7 ft
2:34.0,,,66-67,,Offensive rebound by K. Caldwell-Pope
2:33.0,,,66-67,,K. Caldwell-Pope misses 2-pt shot from 1 ft
2:32.0,Defensive rebound by C. Felicio,,66-67,,
2:08.0,I. Canaan misses 2-pt shot at rim,,66-67,,
2:06.0,Offensive rebound by C. Felicio,,66-67,,
2:04.0,C. Felicio makes 2-pt shot from 1 ft,2,68-67,,
1:49.0,,,68-67,,D. Hilliard enters the game for K. Caldwell-Pope
1:49.0,D. Wade enters the game for R. Rondo,,68-67,,
1:40.0,,,68-69,2,I. Smith makes 2-pt shot from 6 ft
1:25.0,,,68-69,,Personal foul by J. Leuer (drawn by D. Wade)
1:16.0,N. Mirotic misses 3-pt shot from 27 ft,,68-69,,
1:14.0,,,68-69,,Defensive rebound by A. Baynes
1:09.0,,,68-69,,I. Smith misses 2-pt shot at rim
1:09.0,Defensive rebound by Team,,68-69,,
0:56.0,J. Butler makes 2-pt shot from 19 ft,2,70-69,,
0:42.0,,,70-71,2,D. Hilliard makes 2-pt shot from 10 ft
0:24.0,D. Wade makes 2-pt shot at rim (assist by I. Canaan),2,72-71,,
0:02.0,,,72-71,,J. Leuer misses 3-pt shot from 26 ft
0:02.0,Defensive rebound by Team,,72-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,72-71,,I. Smith misses 2-pt shot from 8 ft
11:42.0,Defensive rebound by J. Butler,,72-71,,
11:29.0,I. Canaan misses 3-pt shot from 24 ft,,72-71,,
11:29.0,,,72-71,,Defensive rebound by Team
11:29.0,Loose ball foul by C. Felicio (drawn by A. Baynes),,72-71,,
11:12.0,,,72-71,,T. Harris misses 2-pt shot from 17 ft
11:11.0,Defensive rebound by N. Mirotic,,72-71,,
10:59.0,J. Butler misses 2-pt shot from 6 ft,,72-71,,
10:57.0,,,72-71,,Defensive rebound by T. Harris
10:44.0,,,72-71,,J. Leuer misses 2-pt shot at rim (block by N. Mirotic)
10:42.0,Defensive rebound by N. Mirotic,,72-71,,
10:21.0,N. Mirotic makes 3-pt shot from 27 ft (assist by J. Butler),3,75-71,,
9:54.0,,,75-74,3,T. Harris makes 3-pt shot from 27 ft (assist by I. Smith)
9:30.0,D. Wade misses 3-pt shot from 25 ft,,75-74,,
9:29.0,,,75-74,,Defensive rebound by I. Smith
9:29.0,Personal foul by N. Mirotic (drawn by I. Smith),,75-74,,
9:29.0,R. Rondo enters the game for J. Butler,,75-74,,
9:16.0,,,75-76,2,A. Baynes makes 2-pt shot at rim (assist by I. Smith)
8:59.0,R. Rondo misses 2-pt shot from 1 ft,,75-76,,
8:59.0,,,75-76,,Defensive rebound by A. Baynes
8:46.0,,,75-76,,I. Smith misses 2-pt shot from 1 ft (block by C. Felicio)
8:44.0,Defensive rebound by I. Canaan,,75-76,,
8:44.0,Shooting foul by D. Hilliard (drawn by R. Rondo),,75-76,,
8:44.0,Official timeout,,75-76,,
8:44.0,R. Rondo misses free throw 1 of 2,,75-76,,
8:44.0,Offensive rebound by Team,,75-76,,
8:44.0,R. Rondo misses free throw 2 of 2,,75-76,,
8:43.0,,,75-76,,Defensive rebound by Team
8:43.0,Personal foul by N. Mirotic (drawn by J. Leuer),,75-76,,
8:16.0,,,75-76,,A. Baynes misses 2-pt shot from 1 ft
8:15.0,,,75-76,,Offensive rebound by A. Baynes
8:13.0,,,75-78,2,A. Baynes makes 2-pt shot from 1 ft
7:59.0,R. Rondo misses 2-pt shot from 9 ft,,75-78,,
7:58.0,,,75-78,,Defensive rebound by A. Baynes
7:45.0,,,75-78,,Shooting foul by D. Wade (drawn by A. Baynes)
7:45.0,,,75-79,1,A. Baynes makes free throw 1 of 2
7:45.0,,,75-80,1,A. Baynes makes free throw 2 of 2
7:45.0,J. Butler enters the game for N. Mirotic,,75-79,,
7:45.0,T. Gibson enters the game for D. Wade,,75-79,,
7:45.0,R. Lopez enters the game for C. Felicio,,75-79,,
7:35.0,J. Butler misses 2-pt shot from 18 ft,,75-80,,
7:35.0,,,75-80,,Defensive rebound by T. Harris
7:28.0,,,75-83,3,D. Hilliard makes 3-pt shot from 24 ft (assist by I. Smith)
7:28.0,Chicago full timeout,,75-83,,
7:15.0,J. Butler makes 2-pt shot from 13 ft (assist by R. Lopez),2,77-83,,
7:04.0,,,77-83,,D. Hilliard misses 2-pt shot from 14 ft (block by R. Rondo)
7:04.0,,,77-83,,Offensive rebound by Team
6:58.0,,,77-83,,Shooting foul by T. Gibson (drawn by J. Leuer)
6:58.0,,,77-84,1,J. Leuer makes free throw 1 of 2
6:58.0,,,77-85,1,J. Leuer makes free throw 2 of 2
6:41.0,J. Butler makes 2-pt shot from 12 ft,2,79-85,,
6:20.0,,,79-87,2,T. Harris makes 2-pt shot from 7 ft
5:54.0,J. Butler misses 2-pt shot from 11 ft,,79-87,,
5:54.0,,,79-87,,Defensive rebound by A. Baynes
5:49.0,,,79-89,2,D. Hilliard makes 2-pt shot at rim (assist by I. Smith)
5:37.0,J. Butler makes 2-pt shot from 1 ft,2,81-89,,
5:20.0,,,81-89,,J. Leuer misses 2-pt shot from 8 ft
5:19.0,Defensive rebound by T. Gibson,,81-89,,
4:57.0,I. Canaan makes 2-pt shot from 9 ft,2,83-89,,
4:36.0,,,83-89,,D. Hilliard misses 3-pt shot from 23 ft
4:36.0,,,83-89,,Offensive rebound by A. Baynes
4:13.0,,,83-91,2,I. Smith makes 2-pt shot from 19 ft
3:50.0,I. Canaan misses 2-pt shot from 15 ft,,83-91,,
3:49.0,,,83-91,,Defensive rebound by J. Leuer
3:38.0,,,83-91,,A. Baynes misses 2-pt shot from 8 ft
3:38.0,,,83-91,,Offensive rebound by Team
3:38.0,Loose ball foul by I. Canaan (drawn by J. Leuer),,83-91,,
3:38.0,,,83-92,1,J. Leuer makes free throw 1 of 2
3:38.0,,,83-92,,J. Leuer misses free throw 2 of 2
3:38.0,D. Wade enters the game for I. Canaan,,83-92,,
3:38.0,,,83-92,,A. Drummond enters the game for A. Baynes
3:38.0,,,83-92,,K. Caldwell-Pope enters the game for D. Hilliard
3:37.0,Defensive rebound by T. Gibson,,83-92,,
3:24.0,T. Gibson misses 2-pt shot from 13 ft,,83-92,,
3:23.0,,,83-92,,Defensive rebound by A. Drummond
3:07.0,,,83-94,2,K. Caldwell-Pope makes 2-pt shot from 9 ft
2:51.0,T. Gibson misses 2-pt shot from 1 ft,,83-94,,
2:51.0,Offensive rebound by R. Lopez,,83-94,,
2:51.0,Shooting foul by I. Smith (drawn by R. Lopez),,83-94,,
2:51.0,,,83-94,,Detroit full timeout
2:51.0,R. Lopez makes free throw 1 of 2,1,84-94,,
2:51.0,R. Lopez misses free throw 2 of 2,,84-94,,
2:50.0,,,84-94,,Defensive rebound by A. Drummond
2:49.0,Personal take foul by R. Rondo (drawn by A. Drummond),,84-94,,
2:49.0,,,84-95,1,A. Drummond makes free throw 1 of 2
2:49.0,,,84-95,,A. Drummond misses free throw 2 of 2
2:49.0,Defensive rebound by T. Gibson,,84-95,,
2:33.0,D. Wade makes 2-pt shot from 7 ft,2,86-95,,
2:32.0,Personal take foul by R. Lopez (drawn by A. Drummond),,86-95,,
2:32.0,,,86-95,,A. Drummond misses free throw 1 of 2
2:32.0,,,86-95,,Offensive rebound by Team
2:32.0,,,86-95,,A. Drummond misses free throw 2 of 2
2:31.0,Defensive rebound by D. Wade,,86-95,,
