time,Washington,pts.away,score,pts.home,Atlanta
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,Personal foul by M. Thornton (drawn by K. Korver),,27-29,,
11:44.0,,,27-29,,K. Korver misses 3-pt shot from 24 ft
11:43.0,Defensive rebound by J. Smith,,27-29,,
11:26.0,K. Oubre makes 3-pt shot from 24 ft (assist by J. Smith),3,30-29,,
11:06.0,,,30-29,,M. Delaney misses 2-pt shot from 17 ft
11:04.0,Defensive rebound by A. Nicholson,,30-29,,
10:54.0,M. Thornton misses 3-pt shot from 25 ft,,30-29,,
10:54.0,,,30-29,,Defensive rebound by Team
10:54.0,Loose ball foul by J. Smith (drawn by M. Muscala),,30-29,,
10:41.0,,,30-29,,P. Millsap misses 3-pt shot from 24 ft
10:40.0,Defensive rebound by J. Smith,,30-29,,
10:39.0,Turnover by J. Smith (step out of bounds),,30-29,,
10:27.0,,,30-29,,M. Delaney misses 2-pt shot from 2 ft
10:25.0,Defensive rebound by K. Oubre,,30-29,,
10:22.0,K. Oubre misses 2-pt shot from 1 ft (block by M. Muscala),,30-29,,
10:22.0,Offensive rebound by Team,,30-29,,
10:22.0,,,30-29,,Violation by T. Sefolosha (kicked ball)
10:13.0,J. Smith misses 2-pt shot from 20 ft,,30-29,,
10:12.0,,,30-29,,Defensive rebound by M. Delaney
10:05.0,,,30-29,,K. Humphries enters the game for M. Muscala
10:02.0,,,30-31,2,T. Sefolosha makes 2-pt shot from 3 ft (assist by K. Korver)
9:53.0,Turnover by T. Burke (bad pass; steal by T. Sefolosha),,30-31,,
9:48.0,,,30-33,2,T. Sefolosha makes 2-pt shot at rim
9:34.0,K. Oubre misses 3-pt shot from 23 ft,,30-33,,
9:33.0,Offensive rebound by A. Nicholson,,30-33,,
9:31.0,A. Nicholson misses 2-pt shot from 2 ft (block by P. Millsap),,30-33,,
9:29.0,,,30-33,,Defensive rebound by P. Millsap
9:25.0,,,30-33,,T. Sefolosha misses 2-pt shot from 16 ft
9:24.0,Defensive rebound by J. Smith,,30-33,,
9:12.0,A. Nicholson misses 2-pt shot from 7 ft,,30-33,,
9:10.0,Offensive rebound by J. Smith,,30-33,,
9:00.0,Turnover by A. Nicholson (bad pass; steal by M. Delaney),,30-33,,
8:55.0,,,30-36,3,K. Korver makes 3-pt shot from 26 ft (assist by M. Delaney)
8:55.0,Washington full timeout,,30-36,,
8:38.0,T. Burke misses 2-pt shot from 20 ft,,30-36,,
8:37.0,,,30-36,,Defensive rebound by K. Korver
8:30.0,,,30-38,2,T. Sefolosha makes 2-pt shot at rim (assist by M. Delaney)
8:10.0,T. Burke makes 2-pt shot from 20 ft,2,32-38,,
7:59.0,,,32-38,,Turnover by M. Delaney (discontinued dribble)
7:59.0,J. Wall enters the game for T. Burke,,32-38,,
7:59.0,M. Morris enters the game for J. Smith,,32-38,,
7:45.0,A. Nicholson makes 2-pt shot from 4 ft (assist by M. Thornton),2,34-38,,
7:35.0,,,34-38,,P. Millsap misses 2-pt shot from 11 ft (block by M. Morris)
7:33.0,,,34-38,,Offensive rebound by T. Sefolosha
7:29.0,,,34-38,,K. Korver misses 2-pt shot from 23 ft
7:26.0,Defensive rebound by M. Morris,,34-38,,
7:23.0,M. Thornton makes 2-pt shot at rim (assist by J. Wall),2,36-38,,
7:15.0,,,36-38,,Turnover by T. Sefolosha (bad pass; steal by J. Wall)
7:11.0,,,36-38,,Personal foul by T. Sefolosha (drawn by J. Wall)
7:11.0,M. Gortat enters the game for A. Nicholson,,36-38,,
7:11.0,,,36-38,,D. Schroder enters the game for P. Millsap
7:11.0,,,36-38,,D. Howard enters the game for M. Delaney
7:11.0,,,36-38,,K. Bazemore enters the game for T. Sefolosha
7:03.0,M. Thornton misses 2-pt shot from 4 ft (block by D. Howard),,36-38,,
7:01.0,,,36-38,,Defensive rebound by D. Howard
6:58.0,,,36-38,,Turnover by D. Schroder (bad pass)
6:48.0,J. Wall misses 2-pt shot from 19 ft,,36-38,,
6:45.0,,,36-38,,Defensive rebound by K. Bazemore
6:31.0,,,36-38,,D. Schroder misses 3-pt shot from 25 ft
6:28.0,Defensive rebound by M. Gortat,,36-38,,
6:26.0,B. Beal enters the game for K. Oubre,,36-38,,
6:26.0,O. Porter enters the game for M. Thornton,,36-38,,
6:17.0,M. Morris misses 2-pt shot from 14 ft,,36-38,,
6:15.0,,,36-38,,Defensive rebound by D. Howard
6:07.0,,,36-41,3,D. Schroder makes 3-pt shot from 25 ft (assist by K. Korver)
5:56.0,,,36-41,,Def 3 sec tech foul by D. Howard
5:56.0,Official timeout,,36-41,,
5:56.0,B. Beal makes technical free throw,1,37-41,,
5:41.0,B. Beal makes 2-pt shot from 17 ft,2,39-41,,
5:28.0,,,39-41,,K. Humphries misses 2-pt shot from 12 ft
5:27.0,Defensive rebound by Team,,39-41,,
5:27.0,,,39-41,,Loose ball foul by D. Schroder (drawn by M. Morris)
5:10.0,,,39-41,,Personal foul by K. Bazemore (drawn by B. Beal)
5:07.0,Turnover by J. Wall (bad pass; steal by K. Korver),,39-41,,
4:56.0,,,39-41,,Turnover by D. Schroder (lost ball; steal by J. Wall)
4:52.0,O. Porter makes 2-pt shot from 1 ft (assist by B. Beal),2,41-41,,
4:52.0,Shooting foul by K. Korver (drawn by O. Porter),,41-41,,
4:52.0,O. Porter misses free throw 1 of 1,,41-41,,
4:52.0,,,41-41,,T. Hardaway enters the game for K. Korver
4:50.0,,,41-41,,Defensive rebound by K. Humphries
4:31.0,,,41-41,,Shooting foul by B. Beal (drawn by D. Howard)
4:31.0,,,41-42,1,D. Howard makes free throw 1 of 2
4:31.0,,,41-42,,D. Howard misses free throw 2 of 2
4:30.0,Defensive rebound by M. Gortat,,41-42,,
4:17.0,M. Morris makes 2-pt shot from 10 ft (assist by J. Wall),2,43-42,,
4:03.0,,,43-42,,Shooting foul by B. Beal (drawn by K. Bazemore)
4:03.0,,,43-43,1,K. Bazemore makes free throw 1 of 2
4:03.0,,,43-44,1,K. Bazemore makes free throw 2 of 2
4:03.0,,,43-43,,M. Muscala enters the game for K. Humphries
4:03.0,M. Thornton enters the game for B. Beal,,43-43,,
3:47.0,M. Thornton misses 2-pt shot from 20 ft,,43-44,,
3:45.0,,,43-44,,Defensive rebound by M. Muscala
3:41.0,,,43-44,,Turnover by D. Schroder (bad pass; steal by O. Porter)
3:39.0,,,43-44,,Personal foul by D. Schroder (drawn by J. Wall)
3:39.0,J. Wall makes free throw 1 of 2,1,44-44,,
3:39.0,J. Wall misses free throw 2 of 2,,44-44,,
3:38.0,Offensive rebound by Team,,44-44,,
3:38.0,,,44-44,,Personal foul by D. Schroder (drawn by J. Wall)
3:38.0,J. Wall makes free throw 1 of 2,1,45-44,,
3:38.0,J. Wall makes free throw 2 of 2,1,46-44,,
3:23.0,,,46-46,2,D. Howard makes 2-pt shot from 7 ft
3:00.0,O. Porter makes 2-pt shot from 3 ft (assist by J. Wall),2,48-46,,
2:54.0,,,48-46,,Atlanta full timeout
2:54.0,,,48-46,,T. Sefolosha enters the game for D. Schroder
2:40.0,,,48-46,,T. Hardaway misses 3-pt shot from 25 ft
2:38.0,,,48-46,,Offensive rebound by D. Howard
2:37.0,,,48-46,,D. Howard misses 2-pt shot at rim
2:37.0,,,48-46,,Offensive rebound by D. Howard
2:37.0,,,48-46,,Shooting foul by O. Porter (drawn by D. Howard)
2:37.0,,,48-47,1,D. Howard makes free throw 1 of 2
2:37.0,,,48-48,1,D. Howard makes free throw 2 of 2
2:19.0,M. Morris makes 2-pt shot from 10 ft,2,50-48,,
2:07.0,,,50-48,,K. Bazemore misses 2-pt shot from 3 ft
2:03.0,,,50-48,,Offensive rebound by D. Howard
2:03.0,,,50-48,,D. Howard misses 2-pt shot at rim
2:02.0,Defensive rebound by O. Porter,,50-48,,
1:59.0,M. Morris makes 3-pt shot from 23 ft (assist by J. Wall),3,53-48,,
1:44.0,,,53-50,2,T. Hardaway makes 2-pt shot from 15 ft
1:24.0,J. Wall misses 2-pt shot from 18 ft,,53-50,,
1:21.0,,,53-50,,Defensive rebound by D. Howard
1:19.0,,,53-50,,P. Millsap enters the game for M. Muscala
1:19.0,K. Oubre enters the game for O. Porter,,53-50,,
1:04.0,,,53-50,,D. Howard misses 2-pt shot from 3 ft
1:03.0,,,53-50,,Offensive rebound by P. Millsap
1:02.0,,,53-52,2,P. Millsap makes 2-pt shot at rim
0:55.0,Turnover by J. Wall (lost ball; steal by T. Sefolosha),,53-52,,
0:51.0,,,53-52,,Turnover by K. Bazemore (bad pass)
0:51.0,Washington full timeout,,53-52,,
0:51.0,A. Nicholson enters the game for M. Morris,,53-52,,
0:37.0,M. Thornton misses 2-pt shot from 19 ft,,53-52,,
0:34.0,,,53-52,,Defensive rebound by K. Bazemore
0:34.0,Personal foul by M. Thornton (drawn by T. Hardaway),,53-52,,
0:34.0,,,53-53,1,T. Hardaway makes free throw 1 of 2
0:34.0,,,53-54,1,T. Hardaway makes free throw 2 of 2
0:30.0,J. Wall misses 2-pt shot from 17 ft,,53-54,,
0:28.0,,,53-54,,Defensive rebound by T. Hardaway
0:21.0,,,53-54,,Atlanta full timeout
0:21.0,,,53-54,,K. Korver enters the game for T. Sefolosha
0:13.0,,,53-57,3,P. Millsap makes 3-pt shot from 23 ft (assist by K. Bazemore)
0:03.0,J. Wall makes 2-pt shot from 10 ft,2,55-57,,
0:03.0,Shooting foul by K. Bazemore (drawn by J. Wall),,55-57,,
0:03.0,J. Wall makes free throw 1 of 1,1,56-57,,
0:00.0,,,56-57,,T. Hardaway misses 3-pt shot from 49 ft
0:00.0,,,56-57,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,56-59,2,D. Schroder makes 2-pt shot from 1 ft (assist by K. Korver)
11:21.0,M. Morris makes 3-pt shot from 24 ft (assist by B. Beal),3,59-59,,
10:58.0,,,59-59,,K. Bazemore misses 3-pt shot from 23 ft
10:57.0,Defensive rebound by M. Gortat,,59-59,,
10:48.0,J. Wall makes 2-pt shot from 19 ft (assist by M. Morris),2,61-59,,
10:34.0,,,61-61,2,P. Millsap makes 2-pt shot from 2 ft (assist by D. Schroder)
10:34.0,,,61-61,,Shooting foul by M. Gortat (drawn by P. Millsap)
10:34.0,,,61-61,,P. Millsap misses free throw 1 of 1
10:32.0,Defensive rebound by M. Gortat,,61-61,,
10:16.0,M. Morris makes 2-pt shot from 13 ft (assist by J. Wall),2,63-61,,
10:04.0,,,63-61,,Turnover by P. Millsap (lost ball; steal by J. Wall)
9:53.0,O. Porter makes 2-pt shot from 19 ft (assist by M. Morris),2,65-61,,
9:27.0,,,65-61,,P. Millsap misses 3-pt shot from 25 ft
9:27.0,,,65-61,,Offensive rebound by Team
9:27.0,Loose ball foul by M. Gortat (drawn by D. Howard),,65-61,,
9:22.0,Personal foul by B. Beal (drawn by K. Korver),,65-61,,
9:22.0,M. Thornton enters the game for B. Beal,,65-61,,
9:12.0,,,65-61,,Turnover by K. Korver (bad pass; steal by O. Porter)
9:06.0,M. Morris misses 2-pt shot from 2 ft,,65-61,,
9:04.0,Offensive rebound by O. Porter,,65-61,,
9:04.0,O. Porter misses 2-pt shot at rim,,65-61,,
9:04.0,Offensive rebound by O. Porter,,65-61,,
9:04.0,,,65-61,,Personal foul by K. Korver (drawn by O. Porter)
8:55.0,O. Porter makes 2-pt shot from 2 ft (assist by J. Wall),2,67-61,,
8:29.0,,,67-63,2,P. Millsap makes 2-pt shot from 2 ft (assist by D. Schroder)
8:20.0,J. Wall misses 2-pt shot from 16 ft,,67-63,,
8:19.0,,,67-63,,Defensive rebound by D. Howard
8:05.0,,,67-63,,Turnover by D. Schroder (lost ball; steal by M. Morris)
8:01.0,,,67-63,,Flagrant foul type 1 by K. Bazemore (drawn by J. Wall)
8:01.0,J. Wall makes flagrant free throw 1 of 2,1,68-63,,
8:01.0,J. Wall makes flagrant free throw 2 of 2,1,69-63,,
7:56.0,Turnover by J. Wall (bad pass; steal by D. Howard),,69-63,,
7:49.0,,,69-65,2,D. Schroder makes 2-pt shot from 2 ft
7:31.0,J. Wall misses 3-pt shot from 25 ft,,69-65,,
7:30.0,Offensive rebound by M. Gortat,,69-65,,
7:25.0,M. Gortat misses 2-pt shot from 10 ft,,69-65,,
7:23.0,,,69-65,,Defensive rebound by P. Millsap
7:10.0,,,69-68,3,K. Bazemore makes 3-pt shot from 25 ft (assist by P. Millsap)
6:50.0,M. Morris misses 2-pt shot from 8 ft (block by D. Howard),,69-68,,
6:49.0,,,69-68,,Defensive rebound by K. Korver
6:32.0,,,69-70,2,P. Millsap makes 2-pt shot from 18 ft (assist by K. Korver)
6:30.0,Washington full timeout,,69-70,,
6:12.0,J. Wall makes 2-pt shot from 17 ft,2,71-70,,
5:51.0,,,71-70,,P. Millsap misses 2-pt shot from 9 ft
5:49.0,Defensive rebound by M. Thornton,,71-70,,
5:43.0,M. Thornton misses 3-pt shot from 25 ft,,71-70,,
5:43.0,,,71-70,,Defensive rebound by Team
5:31.0,,,71-70,,K. Bazemore misses 2-pt shot from 21 ft
5:29.0,Defensive rebound by J. Wall,,71-70,,
5:24.0,Offensive foul by M. Gortat,,71-70,,
5:24.0,Turnover by M. Gortat (offensive foul),,71-70,,
5:24.0,,,71-70,,M. Muscala enters the game for P. Millsap
5:09.0,,,71-72,2,D. Howard makes 2-pt shot at rim
4:53.0,Shooting foul by M. Muscala (drawn by M. Morris),,71-72,,
4:53.0,M. Morris makes free throw 1 of 2,1,72-72,,
4:53.0,M. Morris makes free throw 2 of 2,1,73-72,,
4:53.0,A. Nicholson enters the game for M. Gortat,,72-72,,
4:42.0,,,73-72,,T. Hardaway enters the game for K. Korver
4:35.0,,,73-72,,M. Muscala misses 2-pt shot from 9 ft
4:35.0,Defensive rebound by Team,,73-72,,
4:35.0,,,73-72,,Loose ball foul by D. Howard (drawn by A. Nicholson)
4:35.0,,,73-72,,M. Delaney enters the game for D. Schroder
4:20.0,A. Nicholson misses 3-pt shot from 23 ft,,73-72,,
4:19.0,,,73-72,,Defensive rebound by D. Howard
4:14.0,,,73-72,,K. Bazemore misses 3-pt shot from 25 ft
4:11.0,Defensive rebound by A. Nicholson,,73-72,,
4:04.0,J. Wall misses 2-pt shot from 21 ft,,73-72,,
4:01.0,Offensive rebound by J. Wall,,73-72,,
3:45.0,M. Morris misses 2-pt shot from 13 ft,,73-72,,
3:45.0,,,73-72,,Defensive rebound by Team
3:31.0,,,73-74,2,M. Muscala makes 2-pt shot from 16 ft (assist by M. Delaney)
3:06.0,J. Wall misses 2-pt shot from 20 ft,,73-74,,
3:04.0,,,73-74,,Defensive rebound by M. Muscala
2:58.0,,,73-74,,Offensive foul by D. Howard
2:58.0,,,73-74,,Turnover by D. Howard (offensive foul)
2:58.0,,,73-74,,Atlanta full timeout
2:58.0,,,73-74,,T. Sefolosha enters the game for K. Bazemore
2:58.0,K. Oubre enters the game for O. Porter,,73-74,,
2:58.0,T. Burke enters the game for M. Morris,,73-74,,
2:58.0,J. Smith enters the game for J. Wall,,73-74,,
2:38.0,K. Oubre misses 2-pt shot from 4 ft,,73-74,,
2:37.0,,,73-74,,Defensive rebound by D. Howard
2:32.0,,,73-76,2,T. Hardaway makes 2-pt shot from 2 ft (assist by D. Howard)
2:16.0,,,73-76,,Personal foul by M. Muscala (drawn by A. Nicholson)
2:16.0,A. Nicholson makes free throw 1 of 2,1,74-76,,
2:16.0,A. Nicholson makes free throw 2 of 2,1,75-76,,
2:16.0,,,73-76,,P. Millsap enters the game for D. Howard
2:00.0,,,75-76,,M. Delaney misses 2-pt shot from 12 ft
1:59.0,Defensive rebound by J. Smith,,75-76,,
1:53.0,T. Burke makes 2-pt shot from 8 ft,2,77-76,,
1:53.0,Shooting foul by M. Delaney (drawn by T. Burke),,77-76,,
1:53.0,T. Burke misses free throw 1 of 1,,77-76,,
1:47.0,Offensive rebound by A. Nicholson,,77-76,,
1:40.0,M. Thornton misses 2-pt shot from 17 ft,,77-76,,
1:38.0,,,77-76,,Defensive rebound by T. Sefolosha
1:29.0,,,77-79,3,T. Sefolosha makes 3-pt shot from 26 ft (assist by P. Millsap)
1:13.0,Turnover by J. Smith (bad pass; steal by M. Muscala),,77-79,,
1:09.0,,,77-81,2,T. Sefolosha makes 2-pt shot from 2 ft (assist by M. Muscala)
0:48.0,M. Thornton makes 3-pt shot from 24 ft (assist by J. Smith),3,80-81,,
0:25.0,,,80-81,,Turnover by P. Millsap (bad pass)
0:01.0,T. Burke misses 3-pt shot from 26 ft,,80-81,,
0:00.0,,,80-81,,Defensive rebound by P. Millsap
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,Turnover by M. Thornton (dbl dribble),,80-81,,
11:29.0,,,80-81,,P. Millsap misses 2-pt shot from 2 ft
11:27.0,Defensive rebound by A. Nicholson,,80-81,,
11:18.0,J. Smith makes 2-pt shot from 20 ft (assist by T. Burke),2,82-81,,
11:01.0,,,82-81,,M. Muscala misses 2-pt shot from 20 ft
10:59.0,Defensive rebound by A. Nicholson,,82-81,,
10:54.0,Offensive foul by J. Smith,,82-81,,
10:54.0,Turnover by J. Smith (offensive foul),,82-81,,
10:54.0,B. Beal enters the game for M. Thornton,,82-81,,
10:40.0,,,82-84,3,P. Millsap makes 3-pt shot from 25 ft (assist by T. Hardaway)
10:31.0,Turnover by J. Smith (bad pass; steal by M. Muscala),,82-84,,
10:17.0,,,82-84,,T. Hardaway misses 2-pt shot from 1 ft
10:16.0,,,82-84,,Offensive rebound by T. Hardaway
10:16.0,,,82-86,2,T. Hardaway makes 2-pt shot from 1 ft
10:11.0,Washington full timeout,,82-86,,
10:11.0,M. Gortat enters the game for J. Smith,,82-86,,
10:03.0,,,82-86,,Personal foul by T. Sefolosha (drawn by M. Gortat)
9:57.0,M. Gortat misses 2-pt shot from 8 ft,,82-86,,
9:55.0,,,82-86,,Defensive rebound by M. Muscala
9:44.0,Personal foul by K. Oubre (drawn by T. Hardaway),,82-86,,
9:39.0,,,82-88,2,T. Hardaway makes 2-pt shot from 15 ft (assist by P. Millsap)
9:27.0,Turnover by B. Beal (bad pass; steal by T. Sefolosha),,82-88,,
9:21.0,,,82-91,3,T. Hardaway makes 3-pt shot from 23 ft (assist by P. Millsap)
9:21.0,Washington full timeout,,82-91,,
9:21.0,J. Wall enters the game for A. Nicholson,,82-91,,
9:21.0,M. Morris enters the game for T. Burke,,82-91,,
8:56.0,M. Morris misses 3-pt shot from 26 ft,,82-91,,
8:53.0,,,82-91,,Defensive rebound by T. Sefolosha
8:51.0,Personal foul by J. Wall (drawn by P. Millsap),,82-91,,
8:44.0,,,82-91,,Offensive charge foul by M. Delaney
8:44.0,,,82-91,,Turnover by M. Delaney (offensive foul)
8:28.0,B. Beal makes 2-pt shot from 1 ft,2,84-91,,
8:11.0,,,84-94,3,P. Millsap makes 3-pt shot from 24 ft (assist by T. Sefolosha)
8:03.0,Turnover by B. Beal (bad pass; steal by T. Sefolosha),,84-94,,
7:52.0,,,84-94,,P. Millsap misses 2-pt shot from 19 ft
7:50.0,,,84-94,,Offensive rebound by T. Sefolosha
7:47.0,,,84-97,3,T. Hardaway makes 3-pt shot from 25 ft (assist by T. Sefolosha)
7:44.0,Washington full timeout,,84-97,,
7:44.0,,,84-97,,D. Schroder enters the game for M. Muscala
7:44.0,,,84-97,,D. Howard enters the game for M. Delaney
7:44.0,O. Porter enters the game for K. Oubre,,84-97,,
7:32.0,M. Morris misses 2-pt shot from 19 ft,,84-97,,
7:30.0,,,84-97,,Defensive rebound by T. Sefolosha
7:14.0,,,84-99,2,D. Schroder makes 2-pt shot from 10 ft
6:56.0,Turnover by J. Wall (bad pass; steal by D. Schroder),,84-99,,
