time,Boston,pts.away,score,pts.home,Atlanta
5:01.0,I. Thomas misses 2-pt shot from 11 ft,,44-48,,
4:58.0,,,44-48,,Defensive rebound by T. Waller-Prince
4:49.0,Personal foul by A. Horford (drawn by P. Millsap),,44-48,,
4:49.0,,,44-48,,M. Muscala enters the game for E. Ilyasova
4:49.0,,,44-48,,J. Calderon enters the game for T. Hardaway
4:49.0,A. Johnson enters the game for A. Horford,,44-48,,
4:49.0,M. Smart enters the game for J. Crowder,,44-48,,
4:39.0,,,44-51,3,T. Waller-Prince makes 3-pt shot from 24 ft (assist by P. Millsap)
4:19.0,I. Thomas misses 2-pt shot at rim,,44-51,,
4:17.0,,,44-51,,Defensive rebound by M. Muscala
4:12.0,,,44-54,3,K. Bazemore makes 3-pt shot from 25 ft (assist by J. Calderon)
4:11.0,Boston full timeout,,44-54,,
4:11.0,,,44-54,,E. Ilyasova enters the game for P. Millsap
3:54.0,K. Olynyk misses 3-pt shot from 24 ft,,44-54,,
3:53.0,Offensive rebound by I. Thomas,,44-54,,
3:50.0,I. Thomas makes 2-pt shot from 9 ft,2,46-54,,
3:34.0,,,46-54,,Shooting foul by K. Olynyk (drawn by T. Waller-Prince)
3:34.0,,,46-55,1,T. Waller-Prince makes free throw 1 of 2
3:34.0,,,46-56,1,T. Waller-Prince makes free throw 2 of 2
3:24.0,A. Bradley misses 2-pt shot from 20 ft,,46-56,,
3:23.0,,,46-56,,Defensive rebound by J. Calderon
3:11.0,,,46-56,,T. Waller-Prince misses 3-pt shot from 23 ft
3:09.0,,,46-56,,Offensive rebound by M. Muscala
3:09.0,,,46-58,2,M. Muscala makes 2-pt shot at rim
3:00.0,I. Thomas makes 2-pt shot from 17 ft (assist by M. Smart),2,48-58,,
3:00.0,Shooting foul by K. Bazemore (drawn by I. Thomas),,48-58,,
3:00.0,I. Thomas makes free throw 1 of 1,1,49-58,,
3:00.0,J. Crowder enters the game for A. Johnson,,48-58,,
2:48.0,,,49-58,,T. Waller-Prince misses 2-pt shot from 2 ft
2:46.0,Defensive rebound by M. Smart,,49-58,,
2:41.0,J. Crowder makes 2-pt shot from 23 ft (assist by M. Smart),2,51-58,,
2:16.0,,,51-61,3,J. Calderon makes 3-pt shot from 24 ft (assist by T. Waller-Prince)
2:07.0,,,51-61,,Personal foul by E. Ilyasova (drawn by I. Thomas)
2:07.0,I. Thomas makes free throw 1 of 2,1,52-61,,
2:07.0,I. Thomas makes free throw 2 of 2,1,53-61,,
2:07.0,,,52-61,,P. Millsap enters the game for M. Muscala
2:07.0,,,52-61,,T. Hardaway enters the game for K. Bazemore
2:07.0,A. Johnson enters the game for K. Olynyk,,52-61,,
1:54.0,,,53-63,2,P. Millsap makes 2-pt shot from 12 ft
1:41.0,I. Thomas misses 2-pt shot from 1 ft,,53-63,,
1:39.0,,,53-63,,Defensive rebound by T. Hardaway
1:25.0,,,53-63,,P. Millsap misses 2-pt shot from 17 ft
1:23.0,,,53-63,,Offensive rebound by E. Ilyasova
1:23.0,,,53-63,,Shooting foul by M. Smart (drawn by E. Ilyasova)
1:23.0,,,53-64,1,E. Ilyasova makes free throw 1 of 2
1:23.0,,,53-65,1,E. Ilyasova makes free throw 2 of 2
1:05.0,M. Smart misses 3-pt shot from 23 ft,,53-65,,
1:05.0,,,53-65,,Defensive rebound by Team
1:05.0,Loose ball foul by A. Johnson (drawn by P. Millsap),,53-65,,
1:05.0,,,53-66,1,P. Millsap makes free throw 1 of 2
1:05.0,,,53-67,1,P. Millsap makes free throw 2 of 2
0:49.0,,,53-67,,Shooting block foul by E. Ilyasova (drawn by I. Thomas)
0:49.0,I. Thomas makes free throw 1 of 2,1,54-67,,
0:49.0,I. Thomas makes free throw 2 of 2,1,55-67,,
0:49.0,,,54-67,,M. Muscala enters the game for E. Ilyasova
0:33.0,,,55-67,,T. Hardaway misses 3-pt shot from 25 ft
0:33.0,,,55-67,,Offensive rebound by T. Waller-Prince
0:33.0,,,55-69,2,T. Waller-Prince makes 2-pt shot at rim
0:24.0,Turnover by A. Bradley (bad pass),,55-69,,
0:24.0,J. Brown enters the game for I. Thomas,,55-69,,
0:04.0,,,55-69,,T. Hardaway misses 2-pt shot from 1 ft
0:04.0,,,55-69,,Offensive rebound by P. Millsap
0:04.0,,,55-71,2,P. Millsap makes 2-pt shot at rim
0:00.0,M. Smart misses 3-pt shot from 26 ft,,55-71,,
0:00.0,Offensive rebound by Team,,55-71,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,A. Horford misses 2-pt shot from 13 ft,,55-71,,
11:39.0,,,55-71,,Defensive rebound by D. Schroder
11:23.0,,,55-71,,D. Schroder misses 2-pt shot from 1 ft (block by A. Horford)
11:22.0,,,55-71,,Offensive rebound by Team
11:17.0,,,55-71,,D. Howard misses 2-pt shot from 18 ft
11:16.0,Defensive rebound by A. Horford,,55-71,,
11:09.0,A. Horford misses 2-pt shot from 15 ft,,55-71,,
11:07.0,,,55-71,,Defensive rebound by D. Howard
10:57.0,,,55-71,,Shooting foul by A. Johnson (drawn by T. Hardaway)
10:57.0,,,55-71,,T. Hardaway misses free throw 1 of 2
10:57.0,,,55-71,,Offensive rebound by Team
10:57.0,,,55-71,,T. Hardaway misses free throw 2 of 2
10:56.0,Defensive rebound by A. Johnson,,55-71,,
10:44.0,I. Thomas misses 3-pt shot from 24 ft,,55-71,,
10:42.0,,,55-71,,Defensive rebound by D. Howard
10:26.0,,,55-74,3,D. Schroder makes 3-pt shot from 25 ft (assist by E. Ilyasova)
10:07.0,I. Thomas makes 3-pt shot from 24 ft (assist by A. Johnson),3,58-74,,
9:48.0,,,58-74,,T. Hardaway misses 2-pt shot from 11 ft
9:45.0,,,58-74,,Offensive rebound by T. Hardaway
9:43.0,,,58-74,,T. Hardaway misses 2-pt shot from 4 ft
9:43.0,,,58-74,,Offensive rebound by Team
9:43.0,Personal foul by A. Johnson (drawn by D. Howard),,58-74,,
9:33.0,,,58-74,,E. Ilyasova misses 2-pt shot from 1 ft
9:31.0,,,58-74,,Offensive rebound by E. Ilyasova
9:30.0,,,58-76,2,E. Ilyasova makes 2-pt shot from 1 ft
9:17.0,J. Crowder makes 3-pt shot from 25 ft (assist by A. Johnson),3,61-76,,
8:58.0,,,61-76,,E. Ilyasova misses 3-pt shot from 24 ft
8:57.0,Defensive rebound by J. Crowder,,61-76,,
8:54.0,Offensive foul by A. Horford,,61-76,,
8:54.0,Turnover by A. Horford (offensive foul),,61-76,,
8:54.0,K. Olynyk enters the game for A. Johnson,,61-76,,
8:34.0,,,61-76,,T. Hardaway misses 2-pt shot from 18 ft
8:34.0,,,61-76,,Offensive rebound by Team
8:34.0,Loose ball foul by J. Crowder (drawn by E. Ilyasova),,61-76,,
8:34.0,J. Jerebko enters the game for K. Olynyk,,61-76,,
8:28.0,,,61-79,3,T. Hardaway makes 3-pt shot from 24 ft (assist by D. Schroder)
8:09.0,J. Crowder makes 2-pt shot from 1 ft,2,63-79,,
7:58.0,,,63-81,2,D. Howard makes 2-pt shot from 2 ft
7:49.0,A. Bradley misses 3-pt shot from 24 ft,,63-81,,
7:48.0,,,63-81,,Defensive rebound by D. Schroder
7:32.0,,,63-83,2,D. Howard makes 2-pt shot from 1 ft (assist by T. Hardaway)
7:08.0,A. Horford misses 2-pt shot from 7 ft,,63-83,,
7:06.0,Offensive rebound by J. Jerebko,,63-83,,
7:06.0,,,63-83,,Violation by D. Howard (def goaltending)
7:06.0,A. Horford makes 2-pt shot from 5 ft (assist by J. Jerebko),2,65-83,,
6:56.0,,,65-83,,Shooting foul by A. Horford (drawn by D. Howard)
6:56.0,,,65-83,,D. Howard misses free throw 1 of 2
6:56.0,,,65-83,,Offensive rebound by Team
6:56.0,,,65-83,,D. Howard misses free throw 2 of 2
6:56.0,A. Johnson enters the game for A. Horford,,65-83,,
6:55.0,Defensive rebound by A. Bradley,,65-83,,
6:39.0,J. Jerebko misses 3-pt shot from 24 ft,,65-83,,
6:36.0,Offensive rebound by A. Johnson,,65-83,,
6:36.0,,,65-83,,Personal foul by T. Hardaway (drawn by A. Johnson)
6:36.0,,,65-83,,P. Millsap enters the game for E. Ilyasova
6:31.0,I. Thomas makes 3-pt shot from 25 ft (assist by J. Crowder),3,68-83,,
6:27.0,Personal take foul by J. Jerebko (drawn by D. Howard),,68-83,,
6:27.0,,,68-84,1,D. Howard makes free throw 1 of 2
6:27.0,,,68-85,1,D. Howard makes free throw 2 of 2
6:27.0,,,68-84,,K. Bazemore enters the game for D. Schroder
6:17.0,Shooting foul by D. Howard (drawn by I. Thomas),,68-85,,
6:17.0,I. Thomas makes free throw 1 of 2,1,69-85,,
6:17.0,I. Thomas makes free throw 2 of 2,1,70-85,,
6:17.0,M. Smart enters the game for J. Crowder,,69-85,,
6:17.0,,,69-85,,D. Schroder enters the game for T. Waller-Prince
6:05.0,,,70-87,2,D. Howard makes 2-pt shot at rim (assist by P. Millsap)
5:45.0,Turnover by J. Jerebko (bad pass; steal by P. Millsap),,70-87,,
5:39.0,,,70-87,,Turnover by T. Hardaway (bad pass; steal by M. Smart)
5:32.0,I. Thomas misses 2-pt shot from 8 ft,,70-87,,
5:31.0,Offensive rebound by J. Jerebko,,70-87,,
5:30.0,J. Jerebko makes 2-pt shot from 1 ft,2,72-87,,
5:30.0,,,72-87,,Atlanta full timeout
5:30.0,,,72-87,,M. Muscala enters the game for D. Howard
5:17.0,,,72-87,,Turnover by D. Schroder (bad pass; steal by A. Bradley)
4:55.0,M. Smart misses 2-pt shot from 10 ft,,72-87,,
4:52.0,,,72-87,,Defensive rebound by K. Bazemore
4:38.0,,,72-87,,K. Bazemore misses 2-pt shot from 21 ft
4:35.0,Defensive rebound by A. Johnson,,72-87,,
4:28.0,Turnover by I. Thomas (bad pass),,72-87,,
4:28.0,K. Olynyk enters the game for A. Johnson,,72-87,,
4:19.0,,,72-89,2,P. Millsap makes 2-pt shot from 12 ft
4:02.0,M. Smart makes 3-pt shot from 23 ft (assist by I. Thomas),3,75-89,,
3:49.0,,,75-91,2,D. Schroder makes 2-pt shot from 17 ft
3:49.0,,,75-91,,Shooting foul by I. Thomas (drawn by D. Schroder)
3:49.0,,,75-92,1,D. Schroder makes free throw 1 of 1
3:41.0,,,75-92,,Personal foul by K. Bazemore (drawn by K. Olynyk)
3:41.0,,,75-92,,T. Waller-Prince enters the game for T. Hardaway
3:41.0,J. Brown enters the game for A. Bradley,,75-92,,
3:33.0,I. Thomas makes 2-pt shot from 1 ft (assist by J. Jerebko),2,77-92,,
3:21.0,,,77-92,,Turnover by T. Waller-Prince (bad pass; steal by M. Smart)
3:14.0,I. Thomas misses 3-pt shot from 25 ft,,77-92,,
3:12.0,,,77-92,,Defensive rebound by Team
2:57.0,,,77-94,2,K. Bazemore makes 2-pt shot from 2 ft
2:46.0,Turnover by I. Thomas (lost ball; steal by K. Bazemore),,77-94,,
2:45.0,Personal foul by M. Smart (drawn by K. Bazemore),,77-94,,
2:45.0,Boston full timeout,,77-94,,
2:45.0,,,77-94,,K. Bazemore misses free throw 1 of 2
2:45.0,,,77-94,,Offensive rebound by Team
2:45.0,,,77-95,1,K. Bazemore makes free throw 2 of 2
2:45.0,J. Crowder enters the game for I. Thomas,,77-94,,
2:45.0,G. Green enters the game for J. Jerebko,,77-94,,
2:35.0,J. Crowder misses 2-pt shot from 19 ft,,77-95,,
2:33.0,,,77-95,,Defensive rebound by P. Millsap
2:24.0,,,77-95,,Shooting foul by M. Smart (drawn by P. Millsap)
2:24.0,,,77-95,,Violation by Team (jump ball)
2:24.0,,,77-96,1,P. Millsap makes free throw 1 of 2
2:24.0,,,77-96,,P. Millsap misses free throw 2 of 2
2:23.0,Defensive rebound by K. Olynyk,,77-96,,
2:10.0,,,77-96,,Shooting block foul by K. Bazemore (drawn by J. Brown)
2:10.0,J. Brown makes free throw 1 of 2,1,78-96,,
2:10.0,J. Brown makes free throw 2 of 2,1,79-96,,
2:10.0,,,78-96,,T. Hardaway enters the game for K. Bazemore
1:57.0,,,79-96,,P. Millsap misses 2-pt shot from 17 ft
1:55.0,Defensive rebound by K. Olynyk,,79-96,,
1:46.0,J. Brown makes 2-pt shot from 17 ft (assist by G. Green),2,81-96,,
1:26.0,,,81-96,,Turnover by P. Millsap (bad pass; steal by M. Smart)
1:23.0,,,81-96,,Personal foul by T. Waller-Prince (drawn by M. Smart)
1:23.0,M. Smart makes free throw 1 of 2,1,82-96,,
1:23.0,M. Smart misses free throw 2 of 2,,82-96,,
1:21.0,,,82-96,,Defensive rebound by P. Millsap
1:07.0,,,82-96,,D. Schroder misses 2-pt shot from 2 ft
1:05.0,Defensive rebound by K. Olynyk,,82-96,,
0:56.0,K. Olynyk makes 2-pt shot from 1 ft (assist by M. Smart),2,84-96,,
0:33.0,,,84-99,3,P. Millsap makes 3-pt shot from 23 ft (assist by T. Waller-Prince)
0:30.0,J. Crowder makes 2-pt shot from 1 ft (assist by M. Smart),2,86-99,,
0:14.0,,,86-99,,Turnover by T. Waller-Prince (traveling)
0:14.0,,,86-99,,D. Bembry enters the game for D. Schroder
0:14.0,I. Thomas enters the game for G. Green,,86-99,,
0:00.0,M. Smart makes 3-pt shot from 24 ft (assist by J. Brown),3,89-99,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,89-99,,Turnover by K. Bazemore (bad pass; steal by J. Crowder)
11:41.0,Shooting foul by P. Millsap (drawn by J. Crowder),,89-99,,
11:41.0,J. Crowder misses free throw 1 of 2,,89-99,,
11:41.0,Offensive rebound by Team,,89-99,,
11:41.0,J. Crowder makes free throw 2 of 2,1,90-99,,
11:27.0,,,90-101,2,P. Millsap makes 2-pt shot from 11 ft (assist by T. Hardaway)
11:14.0,,,90-101,,Personal foul by K. Bazemore (drawn by M. Smart)
11:14.0,,,90-101,,D. Schroder enters the game for K. Bazemore
11:10.0,K. Olynyk misses 2-pt shot from 15 ft,,90-101,,
11:10.0,Offensive rebound by Team,,90-101,,
11:10.0,,,90-101,,Loose ball foul by T. Waller-Prince (drawn by J. Crowder)
11:00.0,M. Smart misses 3-pt shot from 25 ft,,90-101,,
10:57.0,,,90-101,,Defensive rebound by T. Hardaway
10:52.0,,,90-101,,T. Waller-Prince misses 2-pt shot from 2 ft
10:49.0,Defensive rebound by K. Olynyk,,90-101,,
10:44.0,Shooting foul by M. Muscala (drawn by J. Crowder),,90-101,,
10:44.0,J. Crowder makes free throw 1 of 2,1,91-101,,
10:44.0,J. Crowder misses free throw 2 of 2,,91-101,,
10:42.0,,,91-101,,Defensive rebound by M. Muscala
10:20.0,,,91-101,,D. Schroder misses 2-pt shot from 2 ft
10:18.0,,,91-101,,Offensive rebound by T. Waller-Prince
10:16.0,,,91-101,,P. Millsap misses 3-pt shot from 25 ft
10:16.0,,,91-101,,Offensive rebound by Team
10:16.0,Loose ball foul by J. Brown (drawn by M. Muscala),,91-101,,
10:08.0,,,91-101,,Shooting foul by J. Crowder (drawn by P. Millsap)
10:08.0,,,91-102,1,P. Millsap makes free throw 1 of 2
10:08.0,,,91-103,1,P. Millsap makes free throw 2 of 2
10:08.0,A. Bradley enters the game for G. Green,,91-102,,
9:53.0,J. Crowder misses 3-pt shot from 26 ft,,91-103,,
9:52.0,,,91-103,,Defensive rebound by P. Millsap
9:39.0,,,91-103,,M. Muscala misses 2-pt shot at rim
9:38.0,Defensive rebound by A. Bradley,,91-103,,
9:30.0,A. Bradley misses 2-pt shot from 2 ft (block by M. Muscala),,91-103,,
9:28.0,,,91-103,,Defensive rebound by D. Schroder
9:24.0,,,91-103,,T. Waller-Prince misses 2-pt shot from 1 ft (block by M. Smart)
9:21.0,Defensive rebound by J. Crowder,,91-103,,
9:12.0,A. Bradley misses 2-pt shot from 16 ft,,91-103,,
