time,New York,pts.away,score,pts.home,Indiana
7:08.0,Turnover by K. Porzingis (traveling),,11-17,,
7:08.0,,,11-17,,A. Jefferson enters the game for M. Turner
7:08.0,M. Kuzminskas enters the game for K. Porzingis,,11-17,,
6:46.0,,,11-17,,C. Miles misses 3-pt shot from 26 ft
6:45.0,,,11-17,,Offensive rebound by Team
6:42.0,,,11-19,2,J. Teague makes 2-pt shot from 3 ft
6:37.0,Turnover by D. Rose (bad pass),,11-19,,
6:22.0,,,11-19,,T. Young misses 2-pt shot from 13 ft
6:21.0,Defensive rebound by J. Noah,,11-19,,
6:14.0,C. Anthony makes 2-pt shot from 20 ft,2,13-19,,
6:00.0,Personal foul by J. Noah (drawn by P. George),,13-19,,
6:00.0,K. Porzingis enters the game for J. Noah,,13-19,,
5:47.0,,,13-19,,J. Teague misses 3-pt shot from 26 ft
5:45.0,,,13-19,,Offensive rebound by T. Young
5:43.0,,,13-21,2,A. Jefferson makes 2-pt shot at rim (assist by T. Young)
5:33.0,Turnover by C. Anthony (bad pass; steal by T. Young),,13-21,,
5:24.0,,,13-23,2,C. Miles makes 2-pt shot at rim
5:24.0,,,13-23,,P. George misses 3-pt shot from 25 ft
5:24.0,,,13-23,,Offensive rebound by C. Miles
5:17.0,New York full timeout,,13-23,,
5:17.0,,,13-23,,M. Ellis enters the game for T. Young
5:10.0,Turnover by K. Porzingis (lost ball; steal by P. George),,13-23,,
4:51.0,,,13-23,,J. Teague misses 2-pt shot from 20 ft
4:50.0,Defensive rebound by M. Kuzminskas,,13-23,,
4:38.0,C. Lee misses 2-pt shot from 7 ft,,13-23,,
4:37.0,,,13-23,,Defensive rebound by C. Miles
4:32.0,,,13-23,,Shooting foul by C. Anthony (drawn by P. George)
4:32.0,,,13-24,1,P. George makes free throw 1 of 2
4:32.0,,,13-25,1,P. George makes free throw 2 of 2
4:32.0,J. Holiday enters the game for C. Lee,,13-24,,
4:32.0,B. Jennings enters the game for D. Rose,,13-24,,
4:15.0,Shooting foul by P. George (drawn by C. Anthony),,13-25,,
4:15.0,C. Anthony makes free throw 1 of 2,1,14-25,,
4:15.0,C. Anthony makes free throw 2 of 2,1,15-25,,
4:15.0,,,14-25,,G. Robinson enters the game for P. George
4:01.0,,,15-25,,A. Jefferson misses 2-pt shot from 11 ft
4:00.0,Defensive rebound by M. Kuzminskas,,15-25,,
3:52.0,K. Porzingis misses 3-pt shot from 26 ft,,15-25,,
3:50.0,,,15-25,,Defensive rebound by M. Ellis
3:42.0,,,15-25,,C. Miles misses 2-pt shot from 2 ft (block by M. Kuzminskas)
3:41.0,Defensive rebound by K. Porzingis,,15-25,,
3:35.0,C. Anthony makes 3-pt shot from 25 ft (assist by B. Jennings),3,18-25,,
3:11.0,,,18-25,,C. Miles misses 3-pt shot from 22 ft
3:10.0,Defensive rebound by K. Porzingis,,18-25,,
3:01.0,K. Porzingis misses 3-pt shot from 28 ft,,18-25,,
2:59.0,Offensive rebound by C. Anthony,,18-25,,
2:45.0,B. Jennings misses 3-pt shot from 26 ft,,18-25,,
2:45.0,,,18-25,,Defensive rebound by A. Jefferson
2:21.0,,,18-27,2,A. Jefferson makes 2-pt shot from 8 ft (assist by M. Ellis)
2:11.0,Shooting foul by A. Jefferson (drawn by B. Jennings),,18-27,,
2:11.0,,,18-27,,Indiana full timeout
2:11.0,B. Jennings makes free throw 1 of 2,1,19-27,,
2:11.0,B. Jennings makes free throw 2 of 2,1,20-27,,
2:11.0,,,18-27,,K. Seraphin enters the game for C. Miles
1:56.0,Personal foul by J. Holiday (drawn by M. Ellis),,20-27,,
1:56.0,,,20-28,1,M. Ellis makes free throw 1 of 2
1:56.0,,,20-29,1,M. Ellis makes free throw 2 of 2
1:40.0,K. Porzingis misses 2-pt shot from 18 ft,,20-29,,
1:39.0,,,20-29,,Defensive rebound by J. Teague
1:28.0,,,20-29,,K. Seraphin misses 2-pt shot from 12 ft (block by J. Holiday)
1:27.0,Defensive rebound by M. Kuzminskas,,20-29,,
1:20.0,Turnover by M. Kuzminskas (bad pass),,20-29,,
1:20.0,,,20-29,,J. Young enters the game for J. Teague
1:07.0,,,20-29,,A. Jefferson misses 2-pt shot from 1 ft (block by K. Porzingis)
1:05.0,Defensive rebound by C. Anthony,,20-29,,
0:58.0,M. Kuzminskas misses 2-pt shot from 9 ft,,20-29,,
0:58.0,,,20-29,,Defensive rebound by G. Robinson
0:46.0,,,20-31,2,K. Seraphin makes 2-pt shot from 3 ft
0:44.0,Turnover by B. Jennings (bad pass; steal by G. Robinson),,20-31,,
0:43.0,,,20-33,2,G. Robinson makes 2-pt shot from 15 ft
0:26.0,C. Anthony misses 3-pt shot from 25 ft,,20-33,,
0:25.0,,,20-33,,Defensive rebound by K. Seraphin
0:23.0,Personal foul by B. Jennings (drawn by J. Young),,20-33,,
0:23.0,,,20-33,,J. Young misses free throw 1 of 2
0:23.0,,,20-33,,Offensive rebound by Team
0:23.0,,,20-34,1,J. Young makes free throw 2 of 2
0:23.0,,,20-33,,T. Young enters the game for A. Jefferson
0:07.0,K. Porzingis makes 2-pt shot at rim (assist by C. Anthony),2,22-34,,
0:03.0,,,22-34,,M. Ellis misses 2-pt shot from 4 ft (block by C. Anthony)
0:01.0,,,22-34,,Offensive rebound by K. Seraphin
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,22-34,,M. Ellis misses 2-pt shot from 17 ft
11:36.0,Defensive rebound by J. Holiday,,22-34,,
11:21.0,Turnover by K. Porzingis (bad pass; steal by G. Robinson),,22-34,,
11:13.0,,,22-34,,Shooting foul by K. O'Quinn (drawn by A. Jefferson)
11:13.0,,,22-34,,A. Jefferson misses free throw 1 of 2
11:13.0,,,22-34,,Offensive rebound by Team
11:13.0,,,22-35,1,A. Jefferson makes free throw 2 of 2
11:13.0,W. Hernangomez enters the game for K. Porzingis,,22-34,,
11:03.0,J. Holiday makes 3-pt shot from 24 ft (assist by B. Jennings),3,25-35,,
10:47.0,,,25-35,,A. Jefferson misses 2-pt shot from 14 ft
10:45.0,Defensive rebound by D. Rose,,25-35,,
10:36.0,D. Rose misses 2-pt shot from 12 ft,,25-35,,
10:35.0,Offensive rebound by Team,,25-35,,
10:35.0,,,25-35,,M. Turner enters the game for A. Jefferson
10:26.0,J. Holiday misses 3-pt shot from 27 ft,,25-35,,
10:23.0,Offensive rebound by W. Hernangomez,,25-35,,
10:17.0,D. Rose misses 2-pt shot from 11 ft,,25-35,,
10:15.0,Offensive rebound by W. Hernangomez,,25-35,,
10:13.0,W. Hernangomez misses 2-pt shot from 3 ft,,25-35,,
10:12.0,,,25-35,,Defensive rebound by M. Turner
9:49.0,,,25-35,,J. Young misses 2-pt shot from 1 ft (block by W. Hernangomez)
9:47.0,Defensive rebound by B. Jennings,,25-35,,
9:42.0,W. Hernangomez makes 2-pt shot at rim (assist by B. Jennings),2,27-35,,
9:24.0,,,27-35,,M. Ellis misses 3-pt shot from 23 ft
9:23.0,Defensive rebound by W. Hernangomez,,27-35,,
9:14.0,Offensive charge foul by B. Jennings,,27-35,,
9:14.0,Turnover by B. Jennings (offensive foul),,27-35,,
9:14.0,,,27-35,,T. Young enters the game for K. Seraphin
9:04.0,,,27-35,,Turnover by M. Ellis (bad pass; steal by K. O'Quinn)
9:00.0,,,27-35,,Violation by M. Turner (def goaltending)
9:00.0,D. Rose makes 2-pt shot from 1 ft,2,29-35,,
8:37.0,,,29-37,2,G. Robinson makes 2-pt shot from 1 ft (assist by J. Young)
8:20.0,W. Hernangomez makes 2-pt shot from 2 ft (assist by K. O'Quinn),2,31-37,,
8:14.0,,,31-37,,Indiana full timeout
8:14.0,,,31-37,,J. Teague enters the game for M. Ellis
8:14.0,,,31-37,,P. George enters the game for J. Young
8:02.0,,,31-39,2,M. Turner makes 2-pt shot from 18 ft (assist by J. Teague)
7:46.0,J. Holiday makes 2-pt shot from 19 ft,2,33-39,,
7:34.0,,,33-39,,P. George misses 3-pt shot from 28 ft
7:34.0,Defensive rebound by K. O'Quinn,,33-39,,
7:23.0,D. Rose misses 2-pt shot from 20 ft,,33-39,,
7:22.0,,,33-39,,Defensive rebound by M. Turner
7:09.0,,,33-41,2,P. George makes 2-pt shot from 5 ft
6:56.0,B. Jennings makes 2-pt shot from 19 ft,2,35-41,,
6:44.0,,,35-43,2,M. Turner makes 2-pt shot from 2 ft (assist by J. Teague)
6:34.0,W. Hernangomez makes 2-pt shot at rim (assist by B. Jennings),2,37-43,,
6:25.0,,,37-43,,T. Young misses 2-pt shot from 2 ft (block by W. Hernangomez)
6:24.0,Defensive rebound by K. O'Quinn,,37-43,,
6:17.0,Shooting foul by M. Turner (drawn by K. O'Quinn),,37-43,,
6:17.0,K. O'Quinn misses free throw 1 of 2,,37-43,,
6:17.0,Offensive rebound by Team,,37-43,,
6:17.0,K. O'Quinn makes free throw 2 of 2,1,38-43,,
6:17.0,,,37-43,,A. Jefferson enters the game for M. Turner
6:06.0,,,38-43,,Turnover by P. George (bad pass; steal by B. Jennings)
5:59.0,,,38-43,,Shooting block foul by G. Robinson (drawn by D. Rose)
5:59.0,Official timeout,,38-43,,
5:59.0,D. Rose makes free throw 1 of 2,1,39-43,,
5:59.0,D. Rose makes free throw 2 of 2,1,40-43,,
5:59.0,,,38-43,,C. Miles enters the game for G. Robinson
5:39.0,,,40-46,3,C. Miles makes 3-pt shot from 27 ft (assist by T. Young)
5:24.0,K. O'Quinn makes 2-pt shot from 20 ft (assist by D. Rose),2,42-46,,
5:07.0,,,42-46,,C. Miles misses 3-pt shot from 22 ft
5:07.0,,,42-46,,Offensive rebound by Team
5:01.0,,,42-46,,J. Teague misses 3-pt shot from 27 ft
5:00.0,Defensive rebound by K. O'Quinn,,42-46,,
4:50.0,D. Rose makes 2-pt shot from 10 ft (assist by B. Jennings),2,44-46,,
4:38.0,,,44-46,,P. George misses 2-pt shot from 21 ft
4:38.0,Defensive rebound by B. Jennings,,44-46,,
4:30.0,Shooting foul by T. Young (drawn by W. Hernangomez),,44-46,,
4:30.0,W. Hernangomez makes free throw 1 of 2,1,45-46,,
4:30.0,W. Hernangomez makes free throw 2 of 2,1,46-46,,
4:11.0,,,46-49,3,P. George makes 3-pt shot from 27 ft
4:00.0,D. Rose misses 2-pt shot from 2 ft (block by A. Jefferson),,46-49,,
3:57.0,,,46-49,,Defensive rebound by A. Jefferson
3:49.0,,,46-49,,Turnover by J. Teague (bad pass; steal by J. Holiday)
3:47.0,Shooting foul by J. Teague (drawn by J. Holiday),,46-49,,
3:47.0,J. Holiday makes free throw 1 of 2,1,47-49,,
3:47.0,J. Holiday makes free throw 2 of 2,1,48-49,,
3:47.0,C. Anthony enters the game for K. O'Quinn,,47-49,,
3:32.0,,,48-49,,J. Teague misses 2-pt shot from 10 ft
3:31.0,,,48-49,,Offensive rebound by A. Jefferson
3:29.0,,,48-51,2,A. Jefferson makes 2-pt shot from 2 ft
3:12.0,W. Hernangomez makes 2-pt shot from 10 ft,2,50-51,,
2:58.0,,,50-53,2,C. Miles makes 2-pt shot from 17 ft (assist by J. Teague)
2:40.0,J. Holiday makes 3-pt shot from 28 ft (assist by W. Hernangomez),3,53-53,,
2:29.0,,,53-53,,Turnover by J. Teague (bad pass; steal by J. Holiday)
2:22.0,J. Holiday misses 3-pt shot from 23 ft,,53-53,,
2:19.0,,,53-53,,Defensive rebound by P. George
2:16.0,,,53-53,,Shooting foul by C. Anthony (drawn by P. George)
2:16.0,New York full timeout,,53-53,,
2:16.0,,,53-53,,P. George misses free throw 1 of 2
2:16.0,,,53-53,,Offensive rebound by Team
2:16.0,,,53-54,1,P. George makes free throw 2 of 2
1:58.0,C. Anthony makes 2-pt shot from 19 ft,2,55-54,,
1:35.0,,,55-56,2,A. Jefferson makes 2-pt shot from 20 ft (assist by J. Teague)
1:24.0,,,55-56,,Personal foul by J. Teague (drawn by B. Jennings)
1:24.0,B. Jennings makes free throw 1 of 2,1,56-56,,
1:24.0,B. Jennings makes free throw 2 of 2,1,57-56,,
1:24.0,,,56-56,,G. Robinson enters the game for P. George
1:03.0,,,57-58,2,J. Teague makes 2-pt shot from 18 ft
0:53.0,Shooting foul by T. Young (drawn by C. Anthony),,57-58,,
0:53.0,C. Anthony makes free throw 1 of 3,1,58-58,,
0:53.0,C. Anthony makes free throw 2 of 3,1,59-58,,
0:53.0,C. Anthony makes free throw 3 of 3,1,60-58,,
0:53.0,,,59-58,,J. Young enters the game for T. Young
0:53.0,,,59-58,,M. Ellis enters the game for J. Teague
0:29.0,,,60-58,,J. Young misses 2-pt shot from 9 ft
0:28.0,Defensive rebound by W. Hernangomez,,60-58,,
0:22.0,D. Rose makes 2-pt shot from 2 ft,2,62-58,,
0:04.0,,,62-58,,C. Miles misses 2-pt shot from 19 ft
0:03.0,Defensive rebound by W. Hernangomez,,62-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,62-60,2,M. Turner makes 2-pt shot from 1 ft (assist by J. Teague)
11:24.0,C. Lee misses 2-pt shot from 22 ft,,62-60,,
11:24.0,Offensive rebound by C. Lee,,62-60,,
11:11.0,K. Porzingis makes 3-pt shot from 24 ft (assist by D. Rose),3,65-60,,
10:44.0,,,65-60,,Shooting foul by K. Porzingis (drawn by J. Teague)
10:44.0,,,65-60,,J. Teague misses free throw 1 of 2
10:44.0,,,65-60,,Offensive rebound by Team
10:44.0,,,65-60,,J. Teague misses free throw 2 of 2
10:44.0,Defensive rebound by C. Anthony,,65-60,,
10:30.0,D. Rose misses 2-pt shot from 4 ft,,65-60,,
10:29.0,,,65-60,,Defensive rebound by J. Teague
10:27.0,Personal foul by J. Noah (drawn by J. Teague),,65-60,,
10:17.0,,,65-60,,T. Young misses 2-pt shot from 2 ft
10:16.0,Defensive rebound by J. Noah,,65-60,,
10:01.0,Turnover by C. Anthony (bad pass; steal by T. Young),,65-60,,
10:01.0,Personal foul by K. Porzingis (drawn by T. Young),,65-60,,
9:51.0,,,65-60,,C. Miles misses 3-pt shot from 27 ft
9:51.0,Defensive rebound by C. Lee,,65-60,,
9:36.0,D. Rose makes 2-pt shot from 2 ft (assist by J. Noah),2,67-60,,
9:22.0,,,67-60,,C. Miles misses 2-pt shot from 8 ft
9:21.0,Defensive rebound by J. Noah,,67-60,,
9:04.0,J. Noah makes 2-pt shot from 2 ft,2,69-60,,
8:47.0,,,69-60,,P. George misses 2-pt shot from 11 ft
8:46.0,Defensive rebound by C. Lee,,69-60,,
8:39.0,K. Porzingis makes 3-pt shot from 26 ft (assist by C. Lee),3,72-60,,
8:18.0,,,72-60,,M. Turner misses 3-pt shot from 27 ft
8:17.0,Defensive rebound by C. Anthony,,72-60,,
8:09.0,Shooting foul by J. Teague (drawn by C. Lee),,72-60,,
8:09.0,C. Lee makes free throw 1 of 3,1,73-60,,
8:09.0,C. Lee makes free throw 2 of 3,1,74-60,,
8:09.0,C. Lee makes free throw 3 of 3,1,75-60,,
8:09.0,,,75-60,,Indiana full timeout
7:57.0,,,75-60,,P. George misses 2-pt shot from 16 ft
7:56.0,,,75-60,,Offensive rebound by P. George
7:52.0,,,75-62,2,T. Young makes 2-pt shot from 7 ft (assist by P. George)
7:32.0,,,75-62,,Personal block foul by T. Young (drawn by C. Anthony)
7:28.0,Shooting foul by J. Teague (drawn by D. Rose),,75-62,,
7:28.0,D. Rose makes free throw 1 of 2,1,76-62,,
7:28.0,D. Rose makes free throw 2 of 2,1,77-62,,
7:13.0,,,77-65,3,J. Teague makes 3-pt shot from 27 ft
6:52.0,C. Anthony misses 3-pt shot from 28 ft,,77-65,,
6:52.0,,,77-65,,Defensive rebound by T. Young
6:38.0,,,77-67,2,M. Turner makes 2-pt shot from 4 ft (assist by P. George)
6:17.0,D. Rose makes 2-pt shot from 1 ft,2,79-67,,
6:11.0,,,79-67,,Turnover by J. Teague (discontinued dribble)
6:11.0,J. Holiday enters the game for J. Noah,,79-67,,
5:59.0,K. Porzingis misses 3-pt shot from 28 ft,,79-67,,
5:58.0,,,79-67,,Defensive rebound by M. Turner
5:44.0,,,79-67,,Turnover by P. George (bad pass; steal by K. Porzingis)
5:39.0,C. Lee makes 3-pt shot from 26 ft (assist by C. Anthony),3,82-67,,
5:20.0,Personal block foul by K. Porzingis (drawn by M. Turner),,82-67,,
5:20.0,W. Hernangomez enters the game for K. Porzingis,,82-67,,
5:10.0,,,82-67,,J. Teague misses 2-pt shot from 2 ft
5:09.0,Defensive rebound by J. Holiday,,82-67,,
4:58.0,C. Anthony makes 2-pt shot from 20 ft,2,84-67,,
4:46.0,,,84-69,2,P. George makes 2-pt shot from 13 ft
4:31.0,D. Rose misses 2-pt shot from 16 ft,,84-69,,
4:31.0,,,84-69,,Defensive rebound by P. George
4:20.0,,,84-71,2,P. George makes 2-pt shot from 19 ft
3:57.0,C. Anthony misses 2-pt shot from 19 ft,,84-71,,
3:56.0,,,84-71,,Defensive rebound by T. Young
3:48.0,,,84-71,,T. Young misses 2-pt shot from 2 ft
3:47.0,Defensive rebound by W. Hernangomez,,84-71,,
3:35.0,C. Anthony misses 2-pt shot from 18 ft,,84-71,,
3:34.0,,,84-71,,Defensive rebound by J. Teague
3:23.0,,,84-71,,M. Turner misses 3-pt shot from 26 ft
3:23.0,Defensive rebound by W. Hernangomez,,84-71,,
3:06.0,W. Hernangomez misses 2-pt shot from 11 ft,,84-71,,
3:05.0,,,84-71,,Defensive rebound by Team
3:05.0,,,84-71,,M. Ellis enters the game for J. Teague
3:05.0,B. Jennings enters the game for D. Rose,,84-71,,
2:51.0,,,84-71,,Turnover by P. George (bad pass; steal by C. Lee)
2:44.0,C. Lee misses 3-pt shot from 25 ft,,84-71,,
2:43.0,,,84-71,,Defensive rebound by C. Miles
2:29.0,,,84-71,,P. George misses 2-pt shot from 18 ft
2:29.0,,,84-71,,Offensive rebound by M. Turner
2:29.0,Loose ball foul by W. Hernangomez (drawn by M. Turner),,84-71,,
2:29.0,New York full timeout,,84-71,,
2:29.0,,,84-72,1,M. Turner makes free throw 1 of 2
2:29.0,,,84-73,1,M. Turner makes free throw 2 of 2
2:29.0,,,84-71,,G. Robinson enters the game for C. Miles
2:11.0,C. Lee misses 3-pt shot from 26 ft,,84-73,,
2:11.0,,,84-73,,Defensive rebound by M. Ellis
1:55.0,,,84-73,,M. Turner misses 2-pt shot at rim
1:54.0,Defensive rebound by W. Hernangomez,,84-73,,
1:38.0,W. Hernangomez misses 2-pt shot from 7 ft,,84-73,,
1:37.0,,,84-73,,Defensive rebound by M. Turner
1:20.0,,,84-73,,M. Turner misses 2-pt shot from 20 ft
1:20.0,Defensive rebound by W. Hernangomez,,84-73,,
1:06.0,C. Anthony misses 2-pt shot from 19 ft,,84-73,,
1:04.0,,,84-73,,Defensive rebound by M. Turner
0:48.0,,,84-73,,M. Ellis misses 2-pt shot from 2 ft
0:48.0,,,84-73,,Offensive rebound by G. Robinson
0:48.0,,,84-75,2,G. Robinson makes 2-pt shot at rim
0:32.0,C. Anthony makes 2-pt shot from 13 ft,2,86-75,,
0:14.0,,,86-75,,P. George misses 3-pt shot from 27 ft
0:13.0,Defensive rebound by W. Hernangomez,,86-75,,
0:00.0,C. Anthony misses 2-pt shot from 17 ft,,86-75,,
0:00.0,Offensive rebound by Team,,86-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,K. Porzingis misses 2-pt shot from 18 ft,,86-75,,
11:39.0,,,86-75,,Defensive rebound by P. George
11:14.0,,,86-75,,P. George misses 3-pt shot from 26 ft
11:13.0,Defensive rebound by D. Rose,,86-75,,
11:03.0,Shooting foul by A. Jefferson (drawn by W. Hernangomez),,86-75,,
11:03.0,W. Hernangomez makes free throw 1 of 2,1,87-75,,
11:03.0,W. Hernangomez makes free throw 2 of 2,1,88-75,,
10:44.0,,,88-78,3,T. Young makes 3-pt shot from 23 ft (assist by M. Ellis)
10:32.0,J. Holiday misses 3-pt shot from 27 ft,,88-78,,
10:31.0,,,88-78,,Defensive rebound by Team
10:16.0,,,88-78,,Turnover by A. Jefferson (bad pass; steal by J. Holiday)
10:07.0,W. Hernangomez makes 2-pt shot from 19 ft (assist by B. Jennings),2,90-78,,
9:53.0,,,90-78,,Shooting foul by K. Porzingis (drawn by A. Jefferson)
9:53.0,,,90-79,1,A. Jefferson makes free throw 1 of 2
9:53.0,,,90-80,1,A. Jefferson makes free throw 2 of 2
9:53.0,M. Kuzminskas enters the game for K. Porzingis,,90-79,,
9:42.0,D. Rose makes 2-pt shot from 5 ft,2,92-80,,
9:19.0,,,92-80,,Turnover by G. Robinson (bad pass; steal by W. Hernangomez)
9:07.0,J. Holiday misses 3-pt shot from 27 ft,,92-80,,
9:05.0,Offensive rebound by J. Holiday,,92-80,,
8:52.0,B. Jennings misses 2-pt shot from 20 ft,,92-80,,
8:51.0,,,92-80,,Defensive rebound by M. Ellis
8:45.0,,,92-80,,Turnover by M. Ellis (bad pass)
8:45.0,Official timeout,,92-80,,
8:45.0,,,92-80,,C. Miles enters the game for G. Robinson
8:45.0,,,92-80,,J. Teague enters the game for T. Young
8:29.0,B. Jennings makes 3-pt shot from 29 ft (assist by D. Rose),3,95-80,,
8:11.0,,,95-82,2,P. George makes 2-pt shot from 3 ft
7:49.0,J. Holiday makes 3-pt shot from 23 ft (assist by W. Hernangomez),3,98-82,,
7:26.0,,,98-84,2,A. Jefferson makes 2-pt shot from 10 ft
7:08.0,Offensive charge foul by D. Rose,,98-84,,
7:08.0,Turnover by D. Rose (offensive foul),,98-84,,
7:08.0,,,98-84,,M. Turner enters the game for A. Jefferson
6:52.0,,,98-86,2,M. Ellis makes 2-pt shot from 3 ft
6:38.0,B. Jennings misses 2-pt shot from 9 ft,,98-86,,
6:38.0,,,98-86,,Defensive rebound by M. Turner
6:29.0,,,98-88,2,P. George makes 2-pt shot from 20 ft
6:06.0,D. Rose misses 2-pt shot from 3 ft,,98-88,,
6:05.0,,,98-88,,Defensive rebound by P. George
5:53.0,,,98-91,3,C. Miles makes 3-pt shot from 23 ft (assist by M. Ellis)
5:52.0,New York full timeout,,98-91,,
5:52.0,C. Lee enters the game for J. Holiday,,98-91,,
5:52.0,C. Anthony enters the game for M. Kuzminskas,,98-91,,
5:31.0,C. Anthony misses 2-pt shot from 22 ft,,98-91,,
5:30.0,,,98-91,,Defensive rebound by M. Turner
5:21.0,Personal foul by B. Jennings (drawn by J. Teague),,98-91,,
5:10.0,,,98-91,,Shooting foul by C. Anthony (drawn by M. Turner)
5:10.0,,,98-92,1,M. Turner makes free throw 1 of 2
5:10.0,,,98-93,1,M. Turner makes free throw 2 of 2
5:10.0,K. Porzingis enters the game for W. Hernangomez,,98-92,,
4:56.0,C. Lee makes 2-pt shot from 9 ft (assist by D. Rose),2,100-93,,
4:42.0,,,100-93,,J. Teague misses 2-pt shot from 5 ft
4:41.0,Defensive rebound by K. Porzingis,,100-93,,
4:17.0,D. Rose misses 3-pt shot from 27 ft (block by C. Miles),,100-93,,
4:17.0,Offensive rebound by Team,,100-93,,
4:17.0,Turnover by Team (shot clock),,100-93,,
4:06.0,,,100-95,2,P. George makes 2-pt shot from 20 ft
3:38.0,Turnover by C. Anthony (bad pass),,100-95,,
3:26.0,Personal foul by C. Lee (drawn by M. Turner),,100-95,,
3:15.0,,,100-97,2,M. Turner makes 2-pt shot from 12 ft (assist by J. Teague)
3:01.0,Turnover by D. Rose (lost ball),,100-97,,
3:01.0,,,100-97,,Indiana full timeout
3:01.0,J. Holiday enters the game for B. Jennings,,100-97,,
2:37.0,,,100-97,,C. Miles misses 3-pt shot from 26 ft
2:35.0,Defensive rebound by K. Porzingis,,100-97,,
2:35.0,,,100-97,,Personal foul by M. Turner (drawn by K. Porzingis)
2:19.0,D. Rose misses 2-pt shot from 1 ft (block by M. Turner),,100-97,,
2:18.0,,,100-97,,Defensive rebound by J. Teague
2:11.0,,,100-97,,M. Ellis misses 2-pt shot from 2 ft
2:10.0,,,100-97,,Offensive rebound by M. Turner
2:10.0,,,100-99,2,M. Turner makes 2-pt shot at rim
1:48.0,Turnover by D. Rose (lost ball; steal by C. Miles),,100-99,,
1:32.0,,,100-99,,P. George misses 2-pt shot from 20 ft
1:31.0,Defensive rebound by C. Anthony,,100-99,,
1:22.0,J. Holiday misses 2-pt shot from 4 ft (block by M. Turner),,100-99,,
1:22.0,Offensive rebound by Team,,100-99,,
1:22.0,New York full timeout,,100-99,,
1:07.0,C. Anthony makes 2-pt shot from 3 ft,2,102-99,,
1:07.0,,,102-99,,Indiana full timeout
1:00.0,,,102-99,,Shooting foul by K. Porzingis (drawn by M. Ellis)
