time,Philadelphia,pts.away,score,pts.home,Miami
8:28.0,,,33-45,2,J. Johnson makes 2-pt shot from 8 ft
8:19.0,S. Rodriguez makes 2-pt shot from 3 ft,2,35-45,,
8:04.0,,,35-47,2,T. Johnson makes 2-pt shot from 20 ft
7:48.0,R. Holmes misses 2-pt shot from 3 ft,,35-47,,
7:47.0,Offensive rebound by J. Anderson,,35-47,,
7:46.0,J. Anderson makes 2-pt shot at rim,2,37-47,,
7:25.0,,,37-47,,T. Johnson misses 2-pt shot from 19 ft
7:24.0,,,37-47,,Offensive rebound by Team
7:24.0,Personal foul by G. Henderson (drawn by O. White),,37-47,,
7:24.0,,,37-47,,G. Dragic enters the game for T. Johnson
7:20.0,D. Saric enters the game for R. Covington,,37-47,,
7:20.0,J. Okafor enters the game for R. Holmes,,37-47,,
7:11.0,,,37-49,2,G. Dragic makes 2-pt shot from 19 ft (assist by J. Richardson)
7:05.0,Offensive foul by J. Anderson,,37-49,,
7:05.0,Turnover by J. Anderson (offensive foul),,37-49,,
7:05.0,T. McConnell enters the game for S. Rodriguez,,37-49,,
6:42.0,,,37-49,,O. White misses 2-pt shot from 13 ft
6:41.0,Defensive rebound by D. Saric,,37-49,,
6:21.0,J. Okafor misses 2-pt shot from 3 ft,,37-49,,
6:20.0,,,37-49,,Defensive rebound by J. Richardson
6:09.0,,,37-49,,J. Richardson misses 2-pt shot from 4 ft
6:08.0,Defensive rebound by J. Okafor,,37-49,,
5:57.0,,,37-49,,Personal foul by J. Richardson (drawn by D. Saric)
5:57.0,Official timeout,,37-49,,
5:57.0,,,37-49,,H. Whiteside enters the game for J. Johnson
5:57.0,N. Stauskas enters the game for G. Henderson,,37-49,,
5:49.0,N. Stauskas misses 2-pt shot from 3 ft,,37-49,,
5:48.0,,,37-49,,Defensive rebound by H. Whiteside
5:38.0,,,37-52,3,W. Ellington makes 3-pt shot from 25 ft (assist by G. Dragic)
5:19.0,Turnover by J. Okafor (step out of bounds),,37-52,,
5:00.0,,,37-54,2,G. Dragic makes 2-pt shot from 3 ft (assist by H. Whiteside)
4:40.0,D. Saric misses 2-pt shot from 18 ft,,37-54,,
4:39.0,,,37-54,,Defensive rebound by G. Dragic
4:28.0,,,37-54,,H. Whiteside misses 2-pt shot from 17 ft
4:27.0,Defensive rebound by J. Anderson,,37-54,,
4:15.0,N. Stauskas misses 2-pt shot from 2 ft,,37-54,,
4:14.0,Offensive rebound by D. Saric,,37-54,,
4:05.0,N. Stauskas makes 3-pt shot from 24 ft (assist by D. Saric),3,40-54,,
3:46.0,,,40-56,2,H. Whiteside makes 2-pt shot from 9 ft (assist by G. Dragic)
3:32.0,Turnover by D. Saric (lost ball; steal by O. White),,40-56,,
3:31.0,Personal foul by T. McConnell,,40-56,,
3:31.0,R. Covington enters the game for J. Anderson,,40-56,,
3:31.0,,,40-56,,D. Waiters enters the game for O. White
3:31.0,,,40-56,,J. Johnson enters the game for J. Richardson
3:19.0,Personal foul by D. Saric (drawn by H. Whiteside),,40-56,,
3:03.0,,,40-56,,H. Whiteside misses 2-pt shot from 10 ft
3:02.0,Defensive rebound by N. Stauskas,,40-56,,
2:50.0,R. Covington makes 3-pt shot from 25 ft (assist by J. Okafor),3,43-56,,
2:49.0,,,43-56,,Miami full timeout
2:49.0,,,43-56,,T. Johnson enters the game for W. Ellington
2:28.0,,,43-58,2,G. Dragic makes 2-pt shot from 3 ft
2:19.0,Turnover by J. Okafor (lost ball),,43-58,,
2:07.0,,,43-58,,D. Waiters misses 2-pt shot from 15 ft
2:05.0,,,43-58,,Offensive rebound by H. Whiteside
2:03.0,,,43-60,2,H. Whiteside makes 2-pt shot from 3 ft
1:40.0,N. Stauskas misses 2-pt shot from 9 ft,,43-60,,
1:39.0,,,43-60,,Defensive rebound by H. Whiteside
1:28.0,,,43-60,,G. Dragic misses 2-pt shot from 20 ft
1:27.0,Defensive rebound by D. Saric,,43-60,,
1:25.0,Turnover by D. Saric (offensive foul),,43-60,,
1:25.0,Offensive foul by D. Saric,,43-60,,
1:25.0,T. Luwawu-Cabarrot enters the game for D. Saric,,43-60,,
1:12.0,,,43-62,2,T. Johnson makes 2-pt shot from 19 ft (assist by H. Whiteside)
0:57.0,N. Stauskas misses 2-pt shot from 2 ft,,43-62,,
0:56.0,Offensive rebound by J. Okafor,,43-62,,
0:53.0,Turnover by J. Okafor (lost ball; steal by T. Johnson),,43-62,,
0:46.0,,,43-64,2,T. Johnson makes 2-pt shot from 8 ft
0:38.0,T. Luwawu-Cabarrot misses 2-pt shot from 3 ft (block by J. Johnson),,43-64,,
0:35.0,,,43-64,,Defensive rebound by H. Whiteside
0:34.0,,,43-64,,Turnover by T. Johnson (bad pass; steal by R. Covington)
0:31.0,,,43-64,,Shooting block foul by J. Johnson (drawn by T. Luwawu-Cabarrot)
0:31.0,T. Luwawu-Cabarrot misses free throw 1 of 2,,43-64,,
0:31.0,Offensive rebound by Team,,43-64,,
0:31.0,T. Luwawu-Cabarrot makes free throw 2 of 2,1,44-64,,
0:06.0,,,44-64,,G. Dragic misses 3-pt shot from 24 ft
0:05.0,Defensive rebound by J. Okafor,,44-64,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Turnover by J. Okafor (lost ball; steal by G. Dragic),,44-64,,
11:28.0,,,44-64,,G. Dragic misses 2-pt shot from 14 ft
11:27.0,,,44-64,,Offensive rebound by H. Whiteside
11:27.0,,,44-64,,Shooting foul by N. Stauskas (drawn by H. Whiteside)
11:27.0,,,44-65,1,H. Whiteside makes free throw 1 of 2
11:27.0,,,44-65,,H. Whiteside misses free throw 2 of 2
11:26.0,Defensive rebound by J. Okafor,,44-65,,
11:14.0,J. Okafor misses 2-pt shot from 2 ft (block by H. Whiteside),,44-65,,
11:13.0,Offensive rebound by T. McConnell,,44-65,,
11:07.0,R. Covington makes 3-pt shot from 24 ft (assist by T. McConnell),3,47-65,,
10:55.0,,,47-67,2,G. Dragic makes 2-pt shot from 2 ft
10:40.0,D. Saric misses 2-pt shot from 2 ft (block by H. Whiteside),,47-67,,
10:39.0,,,47-67,,Defensive rebound by G. Dragic
10:34.0,,,47-69,2,D. Waiters makes 2-pt shot from 3 ft
10:34.0,Philadelphia full timeout,,47-69,,
10:08.0,N. Stauskas misses 2-pt shot from 20 ft,,47-69,,
10:08.0,,,47-69,,Defensive rebound by D. Waiters
10:02.0,,,47-71,2,D. Waiters makes 2-pt shot from 2 ft
9:43.0,R. Covington makes 2-pt shot from 3 ft,2,49-71,,
9:33.0,,,49-71,,Turnover by H. Whiteside (bad pass)
9:33.0,T. Luwawu-Cabarrot enters the game for N. Stauskas,,49-71,,
9:21.0,Turnover by T. Luwawu-Cabarrot (lost ball; steal by G. Dragic),,49-71,,
9:15.0,,,49-71,,G. Dragic misses 2-pt shot from 2 ft (block by T. Luwawu-Cabarrot)
9:14.0,,,49-71,,Offensive rebound by R. McGruder
9:12.0,,,49-73,2,R. McGruder makes 2-pt shot from 3 ft
8:56.0,D. Saric misses 2-pt shot from 12 ft (block by L. Babbitt),,49-73,,
8:55.0,Offensive rebound by D. Saric,,49-73,,
8:50.0,R. Covington misses 2-pt shot from 19 ft,,49-73,,
8:49.0,Offensive rebound by J. Okafor,,49-73,,
8:45.0,J. Okafor misses 2-pt shot from 6 ft,,49-73,,
8:44.0,,,49-73,,Defensive rebound by L. Babbitt
8:39.0,,,49-73,,Turnover by H. Whiteside (bad pass; steal by T. Luwawu-Cabarrot)
8:36.0,,,49-73,,Personal foul by G. Dragic
8:36.0,J. Anderson enters the game for R. Covington,,49-73,,
8:20.0,T. McConnell makes 2-pt shot from 16 ft,2,51-73,,
8:02.0,,,51-73,,G. Dragic misses 3-pt shot from 25 ft
8:01.0,Defensive rebound by T. Luwawu-Cabarrot,,51-73,,
7:54.0,Shooting foul by G. Dragic (drawn by T. Luwawu-Cabarrot),,51-73,,
7:54.0,T. Luwawu-Cabarrot makes free throw 1 of 2,1,52-73,,
7:54.0,T. Luwawu-Cabarrot makes free throw 2 of 2,1,53-73,,
7:43.0,,,53-73,,L. Babbitt misses 3-pt shot from 25 ft
7:42.0,Defensive rebound by T. McConnell,,53-73,,
7:36.0,T. McConnell makes 2-pt shot from 12 ft,2,55-73,,
7:23.0,,,55-73,,D. Waiters misses 2-pt shot from 6 ft (block by J. Okafor)
7:22.0,,,55-73,,Offensive rebound by H. Whiteside
7:21.0,,,55-75,2,H. Whiteside makes 2-pt shot from 2 ft
7:12.0,Offensive charge foul by J. Okafor,,55-75,,
7:12.0,Turnover by J. Okafor (offensive foul),,55-75,,
7:05.0,,,55-75,,Turnover by G. Dragic (bad pass; steal by J. Anderson)
6:50.0,T. McConnell makes 2-pt shot from 12 ft,2,57-75,,
6:37.0,,,57-77,2,D. Waiters makes 2-pt shot from 18 ft
6:28.0,D. Saric misses 3-pt shot from 26 ft,,57-77,,
6:27.0,,,57-77,,Defensive rebound by H. Whiteside
6:17.0,,,57-77,,L. Babbitt misses 3-pt shot from 23 ft
6:16.0,Defensive rebound by T. McConnell,,57-77,,
6:10.0,T. McConnell misses 2-pt shot from 2 ft (block by L. Babbitt),,57-77,,
6:09.0,,,57-77,,Defensive rebound by H. Whiteside
6:07.0,Personal foul by T. Luwawu-Cabarrot (drawn by L. Babbitt),,57-77,,
6:07.0,R. Holmes enters the game for J. Okafor,,57-77,,
6:01.0,,,57-77,,Turnover by G. Dragic (bad pass)
5:45.0,D. Saric misses 2-pt shot from 4 ft (block by H. Whiteside),,57-77,,
5:44.0,Offensive rebound by D. Saric,,57-77,,
5:43.0,,,57-77,,Personal foul by G. Dragic (drawn by J. Anderson)
5:43.0,,,57-77,,T. Johnson enters the game for G. Dragic
5:36.0,Turnover by T. McConnell (bad pass; steal by H. Whiteside),,57-77,,
5:28.0,,,57-77,,Turnover by D. Waiters (bad pass; steal by R. Holmes)
5:27.0,Turnover by R. Holmes (bad pass),,57-77,,
5:13.0,,,57-77,,T. Johnson misses 2-pt shot from 12 ft
5:12.0,Defensive rebound by Team,,57-77,,
5:05.0,D. Saric makes 3-pt shot from 25 ft (assist by T. McConnell),3,60-77,,
5:05.0,,,60-77,,Miami full timeout
5:05.0,,,60-77,,J. Johnson enters the game for H. Whiteside
4:48.0,,,60-79,2,T. Johnson makes 2-pt shot at rim (assist by J. Johnson)
4:39.0,R. Holmes makes 2-pt shot at rim (assist by J. Anderson),2,62-79,,
4:23.0,,,62-81,2,D. Waiters makes 2-pt shot from 1 ft
4:10.0,T. Luwawu-Cabarrot misses 2-pt shot from 1 ft,,62-81,,
4:09.0,,,62-81,,Defensive rebound by T. Johnson
4:01.0,,,62-81,,R. McGruder misses 3-pt shot from 24 ft
4:00.0,Defensive rebound by T. McConnell,,62-81,,
3:54.0,T. Luwawu-Cabarrot makes 2-pt shot from 3 ft (assist by T. McConnell),2,64-81,,
3:42.0,,,64-83,2,D. Waiters makes 2-pt shot from 1 ft
3:28.0,T. McConnell makes 2-pt shot from 2 ft,2,66-83,,
3:11.0,,,66-83,,J. Johnson misses 3-pt shot from 26 ft
3:10.0,Defensive rebound by T. Luwawu-Cabarrot,,66-83,,
2:58.0,R. Holmes makes 2-pt shot at rim (assist by T. McConnell),2,68-83,,
2:41.0,,,68-85,2,J. Johnson makes 2-pt shot from 1 ft (assist by T. Johnson)
2:20.0,D. Saric misses 2-pt shot from 19 ft,,68-85,,
2:19.0,,,68-85,,Defensive rebound by R. McGruder
2:14.0,Personal foul by T. Luwawu-Cabarrot (drawn by J. Johnson),,68-85,,
2:14.0,,,68-85,,J. Richardson enters the game for R. McGruder
2:14.0,,,68-85,,O. White enters the game for L. Babbitt
2:14.0,R. Covington enters the game for D. Saric,,68-85,,
2:14.0,S. Rodriguez enters the game for T. McConnell,,68-85,,
2:04.0,,,68-87,2,J. Johnson makes 2-pt shot from 2 ft
2:00.0,Turnover by T. Luwawu-Cabarrot (bad pass; steal by J. Richardson),,68-87,,
1:52.0,,,68-87,,D. Waiters misses 2-pt shot from 1 ft
1:51.0,Defensive rebound by R. Covington,,68-87,,
1:47.0,Shooting foul by J. Johnson (drawn by R. Covington),,68-87,,
1:47.0,R. Covington makes free throw 1 of 2,1,69-87,,
1:47.0,R. Covington makes free throw 2 of 2,1,70-87,,
1:47.0,,,69-87,,W. Ellington enters the game for D. Waiters
1:31.0,,,70-87,,T. Johnson misses 2-pt shot from 20 ft
1:30.0,Defensive rebound by R. Holmes,,70-87,,
1:18.0,R. Covington misses 3-pt shot from 26 ft,,70-87,,
1:17.0,,,70-87,,Defensive rebound by W. Ellington
1:00.0,,,70-87,,O. White misses 2-pt shot from 11 ft
0:59.0,Defensive rebound by J. Anderson,,70-87,,
0:52.0,S. Rodriguez makes 2-pt shot from 2 ft,2,72-87,,
0:37.0,,,72-87,,J. Richardson misses 3-pt shot from 25 ft
0:36.0,Defensive rebound by R. Holmes,,72-87,,
0:28.0,S. Rodriguez makes 2-pt shot from 19 ft,2,74-87,,
0:11.0,Personal foul by R. Holmes (drawn by T. Johnson),,74-87,,
0:05.0,,,74-87,,Shooting foul by R. Holmes (drawn by T. Johnson)
0:05.0,,,74-87,,T. Johnson misses free throw 1 of 2
0:05.0,,,74-87,,Offensive rebound by Team
0:05.0,,,74-88,1,T. Johnson makes free throw 2 of 2
0:04.0,Turnover by R. Covington (bad pass),,74-88,,
0:00.0,,,74-88,,J. Johnson misses 3-pt shot from 25 ft
0:00.0,,,74-88,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,74-91,3,W. Ellington makes 3-pt shot from 25 ft (assist by T. Johnson)
11:32.0,S. Rodriguez misses 2-pt shot from 16 ft (block by J. Johnson),,74-91,,
11:31.0,Offensive rebound by S. Rodriguez,,74-91,,
11:22.0,R. Covington misses 3-pt shot from 25 ft,,74-91,,
11:21.0,,,74-91,,Defensive rebound by J. Richardson
11:13.0,,,74-91,,J. Richardson misses 3-pt shot from 24 ft
11:12.0,Defensive rebound by R. Holmes,,74-91,,
11:01.0,R. Covington misses 3-pt shot from 25 ft,,74-91,,
11:00.0,,,74-91,,Defensive rebound by J. Johnson
10:54.0,,,74-91,,Shooting foul by R. Covington (drawn by T. Johnson)
10:54.0,,,74-91,,T. Johnson misses free throw 1 of 2
10:54.0,,,74-91,,Offensive rebound by Team
10:54.0,,,74-92,1,T. Johnson makes free throw 2 of 2
10:54.0,N. Stauskas enters the game for J. Anderson,,74-91,,
10:54.0,T. McConnell enters the game for T. Luwawu-Cabarrot,,74-91,,
10:39.0,S. Rodriguez misses 2-pt shot from 22 ft,,74-92,,
10:38.0,,,74-92,,Defensive rebound by J. Johnson
10:24.0,,,74-95,3,T. Johnson makes 3-pt shot from 25 ft (assist by J. Richardson)
10:07.0,Turnover by N. Stauskas (bad pass),,74-95,,
9:56.0,,,74-98,3,W. Ellington makes 3-pt shot from 25 ft (assist by J. Richardson)
9:56.0,Philadelphia full timeout,,74-98,,
9:42.0,R. Holmes makes 2-pt shot from 2 ft,2,76-98,,
9:42.0,Shooting foul by O. White (drawn by R. Holmes),,76-98,,
9:42.0,R. Holmes makes free throw 1 of 1,1,77-98,,
9:22.0,,,77-98,,O. White misses 2-pt shot from 3 ft (block by R. Covington)
9:21.0,,,77-98,,Offensive rebound by O. White
9:20.0,,,77-98,,O. White misses 2-pt shot from 1 ft (block by R. Holmes)
9:19.0,Defensive rebound by T. McConnell,,77-98,,
9:14.0,Shooting foul by J. Johnson (drawn by R. Covington),,77-98,,
9:14.0,R. Covington misses free throw 1 of 2,,77-98,,
9:14.0,Offensive rebound by Team,,77-98,,
9:14.0,R. Covington makes free throw 2 of 2,1,78-98,,
9:14.0,D. Saric enters the game for S. Rodriguez,,77-98,,
8:54.0,,,78-101,3,W. Ellington makes 3-pt shot from 25 ft (assist by O. White)
8:39.0,R. Covington misses 3-pt shot from 25 ft,,78-101,,
8:38.0,,,78-101,,Defensive rebound by W. Ellington
8:29.0,,,78-101,,J. Richardson misses 2-pt shot from 17 ft
8:28.0,Defensive rebound by R. Covington,,78-101,,
8:22.0,Turnover by D. Saric (lost ball; steal by J. Johnson),,78-101,,
8:06.0,,,78-101,,W. Ellington misses 3-pt shot from 25 ft
8:05.0,Defensive rebound by R. Holmes,,78-101,,
7:56.0,Shooting foul by J. Richardson,,78-101,,
7:56.0,T. McConnell makes free throw 1 of 2,1,79-101,,
7:56.0,T. McConnell makes free throw 2 of 2,1,80-101,,
7:56.0,J. Anderson enters the game for R. Covington,,79-101,,
7:42.0,,,80-101,,Shooting foul by T. McConnell (drawn by T. Johnson)
7:42.0,,,80-102,1,T. Johnson makes free throw 1 of 2
7:42.0,,,80-103,1,T. Johnson makes free throw 2 of 2
7:31.0,N. Stauskas makes 2-pt shot from 1 ft,2,82-103,,
7:12.0,,,82-106,3,W. Ellington makes 3-pt shot from 25 ft (assist by J. Richardson)
7:01.0,J. Anderson makes 2-pt shot at rim (assist by D. Saric),2,84-106,,
6:32.0,,,84-106,,T. Johnson misses 3-pt shot from 26 ft
6:31.0,,,84-106,,Offensive rebound by W. Ellington
6:14.0,,,84-106,,W. Ellington misses 3-pt shot from 26 ft
6:13.0,,,84-106,,Offensive rebound by J. Johnson
6:10.0,,,84-106,,Shooting foul by D. Saric (drawn by J. Johnson)
6:10.0,,,84-107,1,J. Johnson makes free throw 1 of 2
6:10.0,,,84-108,1,J. Johnson makes free throw 2 of 2
5:58.0,D. Saric misses 2-pt shot from 2 ft (block by O. White),,84-108,,
5:57.0,Offensive rebound by Team,,84-108,,
5:57.0,Official timeout,,84-108,,
5:57.0,T. Luwawu-Cabarrot enters the game for D. Saric,,84-108,,
5:49.0,N. Stauskas misses 2-pt shot from 19 ft,,84-108,,
5:48.0,,,84-108,,Defensive rebound by J. Johnson
5:31.0,,,84-108,,J. Johnson misses 2-pt shot from 16 ft
5:30.0,Defensive rebound by T. Luwawu-Cabarrot,,84-108,,
5:23.0,T. McConnell misses 2-pt shot from 13 ft,,84-108,,
5:21.0,,,84-108,,Defensive rebound by T. Johnson
5:01.0,,,84-110,2,T. Johnson makes 2-pt shot from 10 ft
5:01.0,Philadelphia full timeout,,84-110,,
