time,New Orleans,pts.away,score,pts.home,Dallas
5:47.0,,,16-11,,D. Harris misses 3-pt shot from 25 ft
5:46.0,Defensive rebound by D. Cousins,,16-11,,
5:37.0,D. Cousins makes 3-pt shot from 26 ft (assist by H. Thompson),3,19-11,,
5:14.0,,,19-11,,H. Barnes misses 2-pt shot from 4 ft
5:12.0,Defensive rebound by D. Cousins,,19-11,,
5:05.0,H. Thompson misses 3-pt shot from 24 ft,,19-11,,
5:03.0,Offensive rebound by A. Davis,,19-11,,
5:01.0,A. Davis makes 2-pt shot from 1 ft,2,21-11,,
5:01.0,,,21-11,,Dallas full timeout
5:01.0,D. Cunningham enters the game for D. Cousins,,21-11,,
5:01.0,T. Frazier enters the game for J. Holiday,,21-11,,
4:43.0,,,21-14,3,S. Curry makes 3-pt shot from 25 ft (assist by H. Barnes)
4:22.0,A. Davis misses 2-pt shot at rim (block by N. Noel),,21-14,,
4:21.0,Offensive rebound by A. Davis,,21-14,,
4:20.0,A. Davis makes 2-pt shot at rim,2,23-14,,
4:00.0,,,23-16,2,H. Barnes makes 2-pt shot from 16 ft (assist by W. Matthews)
3:50.0,Turnover by S. Hill (lost ball; steal by H. Barnes),,23-16,,
3:40.0,,,23-16,,W. Matthews misses 3-pt shot from 25 ft
3:39.0,Defensive rebound by A. Davis,,23-16,,
3:33.0,New Orleans full timeout,,23-16,,
3:25.0,Turnover by H. Thompson (step out of bounds),,23-16,,
3:11.0,,,23-16,,S. Curry misses 2-pt shot from 18 ft
3:10.0,,,23-16,,Offensive rebound by N. Noel
3:09.0,,,23-16,,N. Noel misses 2-pt shot at rim
3:06.0,Defensive rebound by H. Thompson,,23-16,,
3:00.0,T. Frazier makes 2-pt shot from 3 ft,2,25-16,,
2:51.0,,,25-16,,H. Barnes misses 2-pt shot from 19 ft
2:49.0,Defensive rebound by A. Davis,,25-16,,
2:42.0,Turnover by T. Frazier (lost ball; steal by S. Curry),,25-16,,
2:38.0,,,25-16,,Turnover by N. Noel (bad pass)
2:24.0,,,25-16,,Y. Ferrell enters the game for S. Curry
2:24.0,,,25-16,,D. Nowitzki enters the game for H. Barnes
2:21.0,A. Davis misses 2-pt shot from 3 ft,,25-16,,
2:18.0,,,25-16,,Defensive rebound by D. Nowitzki
2:09.0,Shooting block foul by H. Thompson (drawn by D. Harris),,25-16,,
2:09.0,,,25-17,1,D. Harris makes free throw 1 of 2
2:09.0,,,25-18,1,D. Harris makes free throw 2 of 2
2:09.0,D. Cousins enters the game for S. Hill,,25-17,,
2:09.0,R. Williams enters the game for A. Davis,,25-17,,
2:09.0,J. Holiday enters the game for H. Thompson,,25-17,,
1:54.0,R. Williams misses 2-pt shot from 24 ft,,25-18,,
1:53.0,Offensive rebound by Team,,25-18,,
1:53.0,,,25-18,,Loose ball foul by N. Noel (drawn by D. Cousins)
1:53.0,D. Cousins misses free throw 1 of 2,,25-18,,
1:53.0,Offensive rebound by Team,,25-18,,
1:53.0,D. Cousins makes free throw 2 of 2,1,26-18,,
1:53.0,,,25-18,,S. Curry enters the game for D. Harris
1:53.0,,,25-18,,D. Finney-Smith enters the game for W. Matthews
1:46.0,Personal foul by D. Cousins (drawn by N. Noel),,26-18,,
1:33.0,,,26-20,2,D. Nowitzki makes 2-pt shot from 11 ft
1:14.0,T. Frazier misses 2-pt shot from 19 ft,,26-20,,
1:14.0,,,26-20,,Defensive rebound by Team
1:14.0,Loose ball foul by D. Cousins (drawn by N. Noel),,26-20,,
1:14.0,,,26-21,1,N. Noel makes free throw 1 of 2
1:14.0,,,26-22,1,N. Noel makes free throw 2 of 2
1:14.0,A. Davis enters the game for D. Cousins,,26-21,,
0:58.0,A. Davis makes 2-pt shot from 5 ft (assist by J. Holiday),2,28-22,,
0:41.0,,,28-24,2,N. Noel makes 2-pt shot from 10 ft (assist by Y. Ferrell)
0:32.0,A. Davis misses 2-pt shot from 12 ft,,28-24,,
0:30.0,,,28-24,,Defensive rebound by Team
0:12.0,,,28-24,,Y. Ferrell misses 2-pt shot from 19 ft
0:10.0,Defensive rebound by D. Cunningham,,28-24,,
0:01.0,A. Davis makes 2-pt shot from 6 ft (assist by J. Holiday),2,30-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,30-26,2,D. Finney-Smith makes 2-pt shot at rim (assist by D. Harris)
11:23.0,J. Holiday misses 3-pt shot from 26 ft,,30-26,,
11:22.0,,,30-26,,Defensive rebound by N. Noel
11:11.0,,,30-28,2,D. Nowitzki makes 2-pt shot from 21 ft (assist by Y. Ferrell)
10:59.0,,,30-28,,Violation by N. Noel (kicked ball)
10:54.0,J. Holiday misses 2-pt shot from 15 ft,,30-28,,
10:52.0,,,30-28,,Defensive rebound by D. Nowitzki
10:31.0,,,30-31,3,D. Finney-Smith makes 3-pt shot from 25 ft (assist by D. Harris)
10:14.0,A. Davis misses 2-pt shot from 8 ft,,30-31,,
10:12.0,,,30-31,,Defensive rebound by D. Nowitzki
10:07.0,Shooting block foul by J. Holiday (drawn by D. Harris),,30-31,,
10:07.0,,,30-31,,D. Harris misses free throw 1 of 2
10:07.0,,,30-31,,Offensive rebound by Team
10:07.0,,,30-31,,D. Harris misses free throw 2 of 2
10:07.0,D. Cousins enters the game for A. Davis,,30-31,,
10:07.0,J. Jack enters the game for T. Frazier,,30-31,,
10:06.0,Defensive rebound by D. Cousins,,30-31,,
9:53.0,D. Cunningham misses 3-pt shot from 24 ft,,30-31,,
9:52.0,,,30-31,,Defensive rebound by D. Finney-Smith
9:41.0,,,30-31,,D. Harris misses 3-pt shot from 24 ft
9:40.0,Defensive rebound by Team,,30-31,,
9:21.0,Turnover by J. Holiday (lost ball; steal by D. Harris),,30-31,,
9:15.0,,,30-31,,D. Harris misses 2-pt shot from 4 ft
9:14.0,,,30-31,,Offensive rebound by Y. Ferrell
9:14.0,,,30-33,2,Y. Ferrell makes 2-pt shot from 1 ft
8:55.0,Turnover by D. Cousins (bad pass; steal by D. Nowitzki),,30-33,,
8:45.0,,,30-33,,N. Noel misses 2-pt shot from 15 ft
8:44.0,Defensive rebound by D. Cunningham,,30-33,,
8:36.0,J. Jack makes 2-pt shot from 20 ft,2,32-33,,
8:35.0,,,32-33,,Dallas full timeout
8:35.0,,,32-33,,H. Barnes enters the game for D. Nowitzki
8:35.0,,,32-33,,S. Curry enters the game for Y. Ferrell
8:35.0,,,32-33,,S. Mejri enters the game for N. Noel
8:35.0,,,32-33,,W. Matthews enters the game for D. Harris
8:35.0,S. Hill enters the game for J. Holiday,,32-33,,
8:27.0,Personal block foul by J. Jack (drawn by S. Curry),,32-33,,
8:18.0,,,32-36,3,D. Finney-Smith makes 3-pt shot from 23 ft (assist by S. Curry)
8:07.0,,,32-36,,Personal foul by S. Mejri (drawn by D. Cousins)
8:00.0,,,32-36,,Personal block foul by S. Mejri (drawn by D. Cousins)
7:46.0,D. Cousins misses 3-pt shot from 67 ft,,32-36,,
7:46.0,Offensive rebound by Team,,32-36,,
7:46.0,Turnover by Team (shot clock),,32-36,,
7:25.0,,,32-36,,Turnover by D. Finney-Smith (bad pass; steal by D. Cousins)
7:19.0,Offensive charge foul by D. Cousins,,32-36,,
7:19.0,Turnover by D. Cousins (offensive foul),,32-36,,
7:19.0,H. Thompson enters the game for D. Cunningham,,32-36,,
7:19.0,A. Davis enters the game for D. Cousins,,32-36,,
7:02.0,,,32-38,2,W. Matthews makes 2-pt shot from 11 ft
6:51.0,A. Davis makes 2-pt shot from 10 ft (assist by H. Thompson),2,34-38,,
6:51.0,Shooting foul by S. Mejri (drawn by A. Davis),,34-38,,
6:51.0,A. Davis misses free throw 1 of 1,,34-38,,
6:51.0,,,34-38,,N. Noel enters the game for S. Mejri
6:50.0,,,34-38,,Defensive rebound by N. Noel
6:34.0,,,34-38,,S. Curry misses 2-pt shot from 17 ft
6:33.0,Defensive rebound by A. Davis,,34-38,,
6:23.0,A. Davis misses 2-pt shot from 16 ft,,34-38,,
6:22.0,,,34-38,,Defensive rebound by W. Matthews
6:18.0,,,34-38,,Shooting foul by J. Jack (drawn by W. Matthews)
6:18.0,,,34-39,1,W. Matthews makes free throw 1 of 2
6:18.0,,,34-40,1,W. Matthews makes free throw 2 of 2
6:18.0,J. Holiday enters the game for R. Williams,,34-39,,
6:05.0,J. Holiday misses 2-pt shot from 10 ft,,34-40,,
6:04.0,Offensive rebound by J. Holiday,,34-40,,
6:04.0,J. Holiday makes 2-pt shot from 1 ft,2,36-40,,
5:44.0,,,36-42,2,H. Barnes makes 2-pt shot from 9 ft
5:28.0,Official timeout,,36-42,,
5:25.0,J. Holiday misses 2-pt shot from 4 ft,,36-42,,
5:23.0,,,36-42,,Defensive rebound by S. Curry
5:11.0,,,36-42,,D. Finney-Smith misses 3-pt shot from 26 ft
5:10.0,Defensive rebound by H. Thompson,,36-42,,
4:51.0,A. Davis makes 2-pt shot from 18 ft (assist by J. Jack),2,38-42,,
4:35.0,,,38-42,,Turnover by W. Matthews (bad pass; steal by S. Hill)
4:27.0,A. Davis makes 2-pt shot from 3 ft (assist by J. Holiday),2,40-42,,
4:07.0,,,40-42,,Turnover by N. Noel (3 sec)
4:07.0,,,40-42,,Y. Ferrell enters the game for D. Finney-Smith
4:07.0,,,40-42,,D. Nowitzki enters the game for N. Noel
3:51.0,A. Davis misses 2-pt shot from 6 ft,,40-42,,
3:49.0,,,40-42,,Defensive rebound by S. Curry
3:38.0,,,40-42,,Turnover by S. Curry (bad pass; steal by A. Davis)
3:36.0,A. Davis makes 2-pt shot at rim,2,42-42,,
3:03.0,,,42-44,2,H. Barnes makes 2-pt shot from 15 ft
2:44.0,A. Davis misses 2-pt shot from 6 ft,,42-44,,
2:43.0,Offensive rebound by A. Davis,,42-44,,
2:40.0,Turnover by A. Davis (lost ball; steal by W. Matthews),,42-44,,
2:39.0,Personal foul by A. Davis (drawn by S. Curry),,42-44,,
2:39.0,New Orleans full timeout,,42-44,,
2:39.0,,,42-44,,N. Noel enters the game for H. Barnes
2:16.0,,,42-44,,D. Nowitzki misses 2-pt shot from 9 ft
2:14.0,Defensive rebound by A. Davis,,42-44,,
2:02.0,Turnover by J. Holiday (bad pass; steal by S. Curry),,42-44,,
1:52.0,,,42-47,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by W. Matthews)
1:44.0,H. Thompson misses 2-pt shot from 6 ft (block by D. Nowitzki),,42-47,,
1:42.0,,,42-47,,Defensive rebound by N. Noel
1:37.0,,,42-47,,W. Matthews misses 3-pt shot from 24 ft
1:34.0,Defensive rebound by J. Holiday,,42-47,,
1:31.0,A. Davis makes 2-pt shot from 11 ft (assist by J. Holiday),2,44-47,,
1:31.0,Shooting foul by N. Noel (drawn by A. Davis),,44-47,,
1:31.0,A. Davis makes free throw 1 of 1,1,45-47,,
1:08.0,,,45-47,,N. Noel misses 2-pt shot from 17 ft
1:07.0,,,45-47,,Offensive rebound by Team
1:07.0,,,45-47,,Turnover by Team (shot clock)
1:07.0,,,45-47,,H. Barnes enters the game for Y. Ferrell
0:59.0,J. Holiday misses 2-pt shot from 20 ft,,45-47,,
0:57.0,,,45-47,,Defensive rebound by S. Curry
0:48.0,,,45-47,,N. Noel misses 2-pt shot from 6 ft
0:44.0,,,45-47,,Offensive rebound by N. Noel
0:42.0,,,45-47,,Turnover by N. Noel (bad pass; steal by J. Jack)
0:35.0,A. Davis makes 2-pt shot at rim (assist by J. Jack),2,47-47,,
0:19.0,,,47-47,,S. Curry misses 2-pt shot from 5 ft (block by A. Davis)
0:17.0,Defensive rebound by S. Hill,,47-47,,
0:02.0,A. Davis makes 2-pt shot from 15 ft,2,49-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,49-49,2,D. Nowitzki makes 2-pt shot from 20 ft (assist by S. Curry)
11:30.0,S. Hill makes 2-pt shot at rim (assist by D. Cousins),2,51-49,,
11:20.0,Personal block foul by J. Holiday (drawn by Y. Ferrell),,51-49,,
11:05.0,,,51-49,,H. Barnes misses 2-pt shot from 18 ft
11:04.0,Defensive rebound by S. Hill,,51-49,,
10:53.0,S. Hill misses 3-pt shot from 24 ft,,51-49,,
10:52.0,,,51-49,,Defensive rebound by S. Curry
10:42.0,,,51-49,,S. Curry misses 2-pt shot from 10 ft
10:39.0,Defensive rebound by S. Hill,,51-49,,
10:31.0,J. Holiday makes 2-pt shot from 2 ft (assist by D. Cousins),2,53-49,,
10:08.0,,,53-51,2,D. Nowitzki makes 2-pt shot from 18 ft (assist by Y. Ferrell)
9:47.0,A. Davis misses 2-pt shot from 9 ft,,53-51,,
9:46.0,,,53-51,,Defensive rebound by D. Nowitzki
9:37.0,,,53-51,,Turnover by H. Barnes (back court)
9:37.0,,,53-51,,D. Harris enters the game for S. Curry
9:21.0,D. Cousins misses 2-pt shot from 2 ft,,53-51,,
9:19.0,,,53-51,,Defensive rebound by D. Nowitzki
9:00.0,,,53-51,,D. Harris misses 3-pt shot from 24 ft
9:00.0,Defensive rebound by J. Holiday,,53-51,,
8:52.0,J. Holiday misses 2-pt shot from 14 ft,,53-51,,
8:50.0,,,53-51,,Defensive rebound by D. Nowitzki
8:44.0,,,53-51,,Turnover by H. Barnes (lost ball; steal by H. Thompson)
8:43.0,,,53-51,,Loose ball foul by H. Barnes (drawn by H. Thompson)
8:31.0,D. Cousins misses 3-pt shot from 25 ft,,53-51,,
8:29.0,,,53-51,,Defensive rebound by D. Harris
8:16.0,,,53-51,,D. Nowitzki misses 2-pt shot from 21 ft
8:15.0,Defensive rebound by D. Cousins,,53-51,,
8:03.0,H. Thompson misses 3-pt shot from 23 ft,,53-51,,
8:02.0,,,53-51,,Defensive rebound by D. Harris
7:48.0,,,53-51,,W. Matthews misses 3-pt shot from 23 ft
7:47.0,Defensive rebound by D. Cousins,,53-51,,
7:32.0,A. Davis misses 2-pt shot from 19 ft,,53-51,,
7:31.0,Offensive rebound by D. Cousins,,53-51,,
7:30.0,Shooting foul by D. Nowitzki (drawn by D. Cousins),,53-51,,
7:30.0,D. Cousins misses free throw 1 of 2,,53-51,,
7:30.0,Offensive rebound by Team,,53-51,,
7:30.0,D. Cousins misses free throw 2 of 2,,53-51,,
7:29.0,,,53-51,,Defensive rebound by D. Nowitzki
7:18.0,,,53-51,,D. Harris misses 2-pt shot from 3 ft
7:14.0,,,53-51,,Offensive rebound by H. Barnes
7:08.0,,,53-51,,Y. Ferrell misses 3-pt shot from 26 ft
7:07.0,Defensive rebound by D. Cousins,,53-51,,
6:59.0,D. Cousins misses 2-pt shot from 18 ft,,53-51,,
6:59.0,,,53-51,,Defensive rebound by H. Barnes
6:49.0,,,53-53,2,D. Harris makes 2-pt shot from 2 ft (assist by H. Barnes)
6:49.0,New Orleans full timeout,,53-53,,
6:49.0,,,53-53,,N. Noel enters the game for D. Nowitzki
6:35.0,J. Holiday makes 3-pt shot from 26 ft,3,56-53,,
6:12.0,,,56-53,,H. Barnes misses 2-pt shot from 15 ft
6:11.0,,,56-53,,Offensive rebound by N. Noel
6:11.0,,,56-53,,N. Noel misses 2-pt shot from 1 ft
6:09.0,Defensive rebound by D. Cousins,,56-53,,
5:56.0,,,56-53,,Personal foul by N. Noel (drawn by D. Cousins)
5:48.0,A. Davis misses 2-pt shot from 18 ft,,56-53,,
5:47.0,,,56-53,,Defensive rebound by Y. Ferrell
5:32.0,,,56-56,3,W. Matthews makes 3-pt shot from 26 ft (assist by Y. Ferrell)
5:12.0,Turnover by A. Davis (3 sec),,56-56,,
4:58.0,,,56-58,2,D. Harris makes 2-pt shot from 2 ft
4:42.0,A. Davis misses 2-pt shot from 8 ft,,56-58,,
4:40.0,,,56-58,,Defensive rebound by D. Harris
4:26.0,,,56-58,,Turnover by W. Matthews (lost ball)
4:26.0,D. Cunningham enters the game for D. Cousins,,56-58,,
4:26.0,J. Jack enters the game for H. Thompson,,56-58,,
4:16.0,S. Hill misses 3-pt shot from 26 ft,,56-58,,
4:15.0,Offensive rebound by J. Holiday,,56-58,,
4:06.0,Shooting foul by H. Barnes (drawn by A. Davis),,56-58,,
4:06.0,A. Davis misses free throw 1 of 2,,56-58,,
4:06.0,Offensive rebound by Team,,56-58,,
4:06.0,A. Davis makes free throw 2 of 2,1,57-58,,
4:06.0,,,56-58,,D. Nowitzki enters the game for H. Barnes
3:47.0,Personal block foul by S. Hill (drawn by D. Nowitzki),,57-58,,
3:47.0,R. Williams enters the game for S. Hill,,57-58,,
3:35.0,,,57-58,,W. Matthews misses 3-pt shot from 23 ft
3:34.0,Defensive rebound by A. Davis,,57-58,,
3:14.0,J. Jack misses 3-pt shot from 24 ft,,57-58,,
3:13.0,,,57-58,,Defensive rebound by D. Harris
2:57.0,,,57-58,,Y. Ferrell misses 3-pt shot from 24 ft
2:56.0,Defensive rebound by J. Holiday,,57-58,,
2:49.0,,,57-58,,Personal foul by Y. Ferrell (drawn by J. Holiday)
2:49.0,,,57-58,,Dallas full timeout
2:49.0,J. Holiday makes free throw 1 of 2,1,58-58,,
2:49.0,J. Holiday makes free throw 2 of 2,1,59-58,,
2:49.0,,,57-58,,S. Curry enters the game for W. Matthews
2:49.0,,,57-58,,D. Finney-Smith enters the game for D. Harris
2:49.0,D. Cousins enters the game for A. Davis,,57-58,,
2:37.0,,,59-60,2,D. Nowitzki makes 2-pt shot from 21 ft (assist by Y. Ferrell)
2:19.0,J. Holiday misses 2-pt shot from 5 ft,,59-60,,
2:17.0,,,59-60,,Defensive rebound by N. Noel
1:58.0,,,59-60,,D. Nowitzki misses 2-pt shot from 15 ft
1:55.0,Defensive rebound by D. Cousins,,59-60,,
1:51.0,Turnover by J. Jack (palming),,59-60,,
1:32.0,,,59-62,2,Y. Ferrell makes 2-pt shot from 22 ft
1:16.0,D. Cunningham makes 2-pt shot from 3 ft (assist by J. Holiday),2,61-62,,
0:47.0,,,61-64,2,D. Finney-Smith makes 2-pt shot from 11 ft
0:30.0,J. Holiday misses 3-pt shot from 27 ft,,61-64,,
0:29.0,Offensive rebound by Team,,61-64,,
0:29.0,,,61-64,,Loose ball foul by N. Noel (drawn by D. Cousins)
0:29.0,D. Cousins makes free throw 1 of 2,1,62-64,,
0:29.0,D. Cousins makes free throw 2 of 2,1,63-64,,
0:29.0,T. Frazier enters the game for J. Holiday,,62-64,,
0:10.0,,,63-64,,Turnover by Y. Ferrell (step out of bounds)
0:10.0,J. Holiday enters the game for D. Cunningham,,63-64,,
0:10.0,,,63-64,,H. Barnes enters the game for D. Nowitzki
0:03.0,Turnover by J. Holiday (lost ball; steal by H. Barnes),,63-64,,
0:01.0,Personal foul by J. Holiday (drawn by H. Barnes),,63-64,,
0:01.0,,,63-65,1,H. Barnes makes free throw 1 of 3
0:01.0,,,63-66,1,H. Barnes makes free throw 2 of 3
0:01.0,,,63-67,1,H. Barnes makes free throw 3 of 3
0:01.0,D. Cunningham enters the game for J. Holiday,,63-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,Turnover by D. Cousins (bad pass; steal by D. Harris),,63-67,,
11:40.0,,,63-67,,Offensive charge foul by D. Harris
11:40.0,,,63-67,,Turnover by D. Harris (offensive foul)
11:26.0,R. Williams misses 3-pt shot from 23 ft,,63-67,,
11:25.0,Offensive rebound by D. Cousins,,63-67,,
11:23.0,R. Williams makes 2-pt shot at rim (assist by D. Cousins),2,65-67,,
11:05.0,,,65-69,2,S. Curry makes 2-pt shot from 10 ft
10:54.0,Turnover by D. Cousins (traveling),,65-69,,
10:44.0,Personal foul by T. Frazier (drawn by S. Curry),,65-69,,
10:35.0,,,65-71,2,D. Nowitzki makes 2-pt shot from 20 ft (assist by D. Harris)
10:15.0,Turnover by J. Jack (lost ball; steal by S. Curry),,65-71,,
10:09.0,,,65-71,,D. Harris misses 2-pt shot from 3 ft
10:07.0,Defensive rebound by D. Cunningham,,65-71,,
10:04.0,J. Jack makes 2-pt shot from 2 ft (assist by T. Frazier),2,67-71,,
9:44.0,,,67-71,,Turnover by D. Harris (bad pass; steal by D. Cousins)
9:43.0,,,67-71,,Personal take foul by S. Curry (drawn by T. Frazier)
9:43.0,A. Davis enters the game for D. Cunningham,,67-71,,
9:43.0,S. Hill enters the game for R. Williams,,67-71,,
9:26.0,A. Davis misses 3-pt shot from 24 ft,,67-71,,
9:26.0,,,67-71,,Defensive rebound by D. Nowitzki
9:17.0,,,67-74,3,S. Curry makes 3-pt shot from 24 ft
9:02.0,Shooting foul by N. Noel (drawn by A. Davis),,67-74,,
9:02.0,A. Davis misses free throw 1 of 2,,67-74,,
9:02.0,Offensive rebound by Team,,67-74,,
9:02.0,A. Davis misses free throw 2 of 2,,67-74,,
9:02.0,,,67-74,,H. Barnes enters the game for N. Noel
9:02.0,R. Williams enters the game for T. Frazier,,67-74,,
9:01.0,,,67-74,,Defensive rebound by D. Harris
8:39.0,,,67-74,,S. Curry misses 3-pt shot from 25 ft
8:38.0,Defensive rebound by A. Davis,,67-74,,
8:22.0,A. Davis misses 2-pt shot from 10 ft,,67-74,,
8:20.0,,,67-74,,Defensive rebound by D. Finney-Smith
8:14.0,Personal foul by S. Hill (drawn by H. Barnes),,67-74,,
8:14.0,Official timeout,,67-74,,
8:14.0,,,67-74,,S. Mejri enters the game for D. Nowitzki
8:14.0,J. Holiday enters the game for J. Jack,,67-74,,
8:06.0,,,67-77,3,H. Barnes makes 3-pt shot from 26 ft (assist by D. Harris)
7:45.0,D. Cousins misses 2-pt shot from 1 ft (block by D. Finney-Smith),,67-77,,
7:43.0,,,67-77,,Defensive rebound by H. Barnes
7:37.0,,,67-77,,Turnover by S. Curry (lost ball)
7:28.0,J. Holiday misses 3-pt shot from 26 ft,,67-77,,
7:26.0,Offensive rebound by Team,,67-77,,
7:26.0,,,67-77,,Loose ball foul by S. Mejri (drawn by D. Cousins)
7:19.0,J. Holiday misses 2-pt shot from 5 ft (block by D. Finney-Smith),,67-77,,
7:18.0,Offensive rebound by D. Cousins,,67-77,,
7:17.0,D. Cousins makes 2-pt shot at rim,2,69-77,,
6:58.0,,,69-77,,Turnover by H. Barnes (lost ball)
6:58.0,J. Jack enters the game for R. Williams,,69-77,,
6:45.0,Turnover by D. Cousins (traveling),,69-77,,
6:45.0,Violation by Team (jump ball),,69-77,,
6:31.0,,,69-79,2,H. Barnes makes 2-pt shot from 19 ft (assist by S. Curry)
6:20.0,,,69-79,,Personal foul by D. Finney-Smith (drawn by A. Davis)
6:10.0,A. Davis makes 2-pt shot from 6 ft (assist by D. Cousins),2,71-79,,
5:42.0,,,71-81,2,D. Finney-Smith makes 2-pt shot from 21 ft (assist by S. Curry)
5:27.0,,,71-81,,Personal block foul by S. Mejri (drawn by D. Cousins)
5:27.0,,,71-81,,Dallas full timeout
5:27.0,D. Cousins misses free throw 1 of 2,,71-81,,
5:27.0,Offensive rebound by Team,,71-81,,
5:27.0,D. Cousins makes free throw 2 of 2,1,72-81,,
5:27.0,,,71-81,,Y. Ferrell enters the game for D. Harris
5:07.0,,,72-81,,S. Curry misses 2-pt shot from 4 ft
5:06.0,,,72-81,,Offensive rebound by Y. Ferrell
4:50.0,,,72-84,3,S. Curry makes 3-pt shot from 25 ft
4:49.0,New Orleans full timeout,,72-84,,
4:49.0,D. Cunningham enters the game for D. Cousins,,72-84,,
4:33.0,A. Davis makes 3-pt shot from 22 ft (assist by J. Jack),3,75-84,,
4:23.0,,,75-84,,Offensive foul by S. Mejri
4:23.0,,,75-84,,Turnover by S. Mejri (offensive foul)
4:23.0,,,75-84,,N. Noel enters the game for S. Mejri
4:03.0,Turnover by S. Hill (lost ball),,75-84,,
3:53.0,Personal foul by S. Hill (drawn by S. Curry),,75-84,,
3:53.0,D. Cousins enters the game for D. Cunningham,,75-84,,
3:39.0,,,75-84,,H. Barnes misses 2-pt shot from 14 ft
3:37.0,Defensive rebound by D. Cousins,,75-84,,
