time,Milwaukee,pts.away,score,pts.home,Cleveland
3:51.0,J. Parker makes 2-pt shot from 4 ft (assist by G. Antetokounmpo),2,43-54,,
3:25.0,,,43-56,2,R. Jefferson makes 2-pt shot from 5 ft (assist by I. Shumpert)
3:12.0,J. Parker makes 2-pt shot from 1 ft,2,45-56,,
3:12.0,Shooting foul by K. Irving (drawn by J. Parker),,45-56,,
3:12.0,J. Parker makes free throw 1 of 1,1,46-56,,
2:50.0,,,46-56,,T. Thompson misses 2-pt shot at rim (block by J. Parker)
2:50.0,Defensive rebound by G. Antetokounmpo,,46-56,,
2:50.0,,,46-56,,Personal foul by R. Jefferson (drawn by G. Antetokounmpo)
2:50.0,,,46-56,,Cleveland full timeout
2:50.0,G. Antetokounmpo makes free throw 1 of 2,1,47-56,,
2:50.0,G. Antetokounmpo makes free throw 2 of 2,1,48-56,,
2:35.0,,,48-56,,Turnover by K. Irving (lost ball; steal by M. Dellavedova)
2:18.0,J. Parker misses 2-pt shot from 24 ft,,48-56,,
2:18.0,,,48-56,,Defensive rebound by K. Irving
2:09.0,,,48-56,,T. Thompson misses 2-pt shot from 2 ft (block by J. Henson)
2:07.0,Defensive rebound by J. Henson,,48-56,,
2:01.0,J. Parker misses 2-pt shot from 2 ft (block by T. Thompson),,48-56,,
2:00.0,Offensive rebound by G. Antetokounmpo,,48-56,,
1:59.0,G. Antetokounmpo makes 2-pt shot at rim,2,50-56,,
1:33.0,,,50-56,,I. Shumpert misses 2-pt shot from 18 ft
1:32.0,,,50-56,,Offensive rebound by T. Thompson
1:28.0,,,50-56,,Turnover by T. Thompson (bad pass; steal by M. Dellavedova)
1:21.0,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Terry),2,52-56,,
1:20.0,,,52-56,,Cleveland full timeout
0:59.0,,,52-56,,D. Liggins misses 2-pt shot from 10 ft (block by J. Henson)
0:57.0,,,52-56,,Offensive rebound by T. Thompson
0:55.0,,,52-58,2,K. Irving makes 2-pt shot from 11 ft (assist by T. Thompson)
0:37.0,J. Henson misses 2-pt shot from 2 ft (block by D. Liggins),,52-58,,
0:37.0,Offensive rebound by J. Henson,,52-58,,
0:35.0,J. Henson makes 2-pt shot from 1 ft,2,54-58,,
0:15.0,,,54-58,,Shooting foul by J. Henson (drawn by I. Shumpert)
0:15.0,,,54-58,,I. Shumpert misses free throw 1 of 2
0:15.0,,,54-58,,Offensive rebound by Team
0:15.0,,,54-59,1,I. Shumpert makes free throw 2 of 2
0:15.0,,,54-58,,J. McRae enters the game for R. Jefferson
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,54-61,2,L. James makes 2-pt shot from 1 ft (assist by R. Jefferson)
11:11.0,J. Henson misses 2-pt shot from 2 ft,,54-61,,
11:10.0,,,54-61,,Defensive rebound by D. Liggins
10:56.0,,,54-61,,K. Irving misses 2-pt shot from 10 ft
10:56.0,Defensive rebound by J. Henson,,54-61,,
10:43.0,G. Antetokounmpo makes 2-pt shot from 16 ft (assist by T. Snell),2,56-61,,
10:16.0,,,56-61,,R. Jefferson misses 2-pt shot from 1 ft
10:15.0,,,56-61,,Offensive rebound by T. Thompson
10:15.0,,,56-61,,T. Thompson misses 2-pt shot from 1 ft
10:14.0,,,56-61,,Offensive rebound by T. Thompson
10:13.0,,,56-61,,Shooting foul by J. Henson (drawn by T. Thompson)
10:13.0,,,56-61,,T. Thompson misses free throw 1 of 2
10:13.0,,,56-61,,Offensive rebound by Team
10:13.0,,,56-62,1,T. Thompson makes free throw 2 of 2
9:53.0,J. Henson misses 2-pt shot from 8 ft,,56-62,,
9:51.0,,,56-62,,Defensive rebound by K. Irving
9:43.0,,,56-62,,Shooting foul by T. Snell (drawn by K. Irving)
9:43.0,,,56-63,1,K. Irving makes free throw 1 of 2
9:43.0,,,56-64,1,K. Irving makes free throw 2 of 2
9:25.0,J. Parker misses 2-pt shot from 16 ft,,56-64,,
9:23.0,Offensive rebound by J. Henson,,56-64,,
9:18.0,,,56-64,,Shooting block foul by R. Jefferson (drawn by G. Antetokounmpo)
9:18.0,G. Antetokounmpo misses free throw 1 of 2,,56-64,,
9:18.0,Offensive rebound by Team,,56-64,,
9:18.0,G. Antetokounmpo makes free throw 2 of 2,1,57-64,,
9:06.0,,,57-64,,Turnover by L. James (bad pass; steal by G. Antetokounmpo)
9:03.0,G. Antetokounmpo misses 2-pt shot from 1 ft,,57-64,,
9:02.0,Offensive rebound by T. Snell,,57-64,,
9:02.0,T. Snell misses 2-pt shot at rim,,57-64,,
9:01.0,,,57-64,,Defensive rebound by Team
8:43.0,,,57-64,,D. Liggins misses 2-pt shot from 3 ft
8:42.0,,,57-64,,Offensive rebound by T. Thompson
8:41.0,,,57-64,,T. Thompson misses 2-pt shot from 1 ft
8:40.0,Defensive rebound by J. Henson,,57-64,,
8:21.0,Turnover by Team (shot clock),,57-64,,
8:11.0,Personal foul by G. Antetokounmpo (drawn by R. Jefferson),,57-64,,
7:59.0,,,57-67,3,K. Irving makes 3-pt shot from 25 ft
7:35.0,M. Dellavedova misses 3-pt shot from 24 ft,,57-67,,
7:35.0,,,57-67,,Defensive rebound by T. Thompson
7:27.0,,,57-69,2,K. Irving makes 2-pt shot from 1 ft
7:27.0,Milwaukee full timeout,,57-69,,
7:27.0,M. Brogdon enters the game for T. Snell,,57-69,,
7:11.0,J. Parker makes 2-pt shot from 7 ft (assist by G. Antetokounmpo),2,59-69,,
6:57.0,,,59-69,,L. James misses 3-pt shot from 26 ft
6:56.0,Defensive rebound by M. Brogdon,,59-69,,
6:44.0,M. Brogdon makes 2-pt shot from 9 ft (assist by J. Parker),2,61-69,,
6:22.0,,,61-69,,R. Jefferson misses 3-pt shot from 25 ft
6:22.0,,,61-69,,Offensive rebound by T. Thompson
6:22.0,Personal foul by J. Henson (drawn by T. Thompson),,61-69,,
6:22.0,G. Monroe enters the game for J. Henson,,61-69,,
6:16.0,,,61-69,,Turnover by K. Irving (bad pass; steal by G. Antetokounmpo)
6:10.0,M. Brogdon makes 2-pt shot from 2 ft (assist by J. Parker),2,63-69,,
6:09.0,,,63-69,,Cleveland full timeout
5:50.0,,,63-69,,L. James misses 2-pt shot from 16 ft
5:49.0,Defensive rebound by G. Monroe,,63-69,,
5:37.0,J. Parker makes 3-pt shot from 25 ft (assist by M. Brogdon),3,66-69,,
5:15.0,,,66-72,3,D. Liggins makes 3-pt shot from 22 ft (assist by K. Irving)
5:00.0,J. Parker makes 3-pt shot from 22 ft (assist by G. Antetokounmpo),3,69-72,,
4:43.0,,,69-74,2,K. Irving makes 2-pt shot from 1 ft
4:29.0,J. Parker misses 2-pt shot from 3 ft (block by T. Thompson),,69-74,,
4:28.0,Offensive rebound by G. Monroe,,69-74,,
4:27.0,G. Monroe makes 2-pt shot at rim,2,71-74,,
4:09.0,,,71-76,2,L. James makes 2-pt shot at rim (assist by R. Jefferson)
3:54.0,J. Parker misses 3-pt shot from 22 ft,,71-76,,
3:53.0,,,71-76,,Defensive rebound by K. Irving
3:45.0,,,71-79,3,R. Jefferson makes 3-pt shot from 23 ft (assist by K. Irving)
3:26.0,M. Brogdon misses 3-pt shot from 28 ft,,71-79,,
3:25.0,,,71-79,,Defensive rebound by L. James
3:17.0,,,71-82,3,L. James makes 3-pt shot from 27 ft (assist by K. Irving)
3:02.0,G. Antetokounmpo misses 2-pt shot from 1 ft,,71-82,,
3:02.0,Offensive rebound by Team,,71-82,,
3:02.0,,,71-82,,Loose ball foul by T. Thompson (drawn by G. Antetokounmpo)
3:02.0,,,71-82,,C. Frye enters the game for T. Thompson
3:02.0,,,71-82,,I. Shumpert enters the game for D. Liggins
3:02.0,M. Teletovic enters the game for J. Parker,,71-82,,
3:02.0,T. Snell enters the game for M. Dellavedova,,71-82,,
2:49.0,Turnover by M. Teletovic (lost ball),,71-82,,
2:36.0,,,71-82,,L. James misses 3-pt shot from 25 ft
2:36.0,Defensive rebound by G. Monroe,,71-82,,
2:22.0,G. Antetokounmpo makes 3-pt shot from 24 ft (assist by M. Brogdon),3,74-82,,
2:03.0,,,74-84,2,L. James makes 2-pt shot at rim (assist by K. Irving)
1:46.0,G. Antetokounmpo misses 3-pt shot from 23 ft,,74-84,,
1:46.0,,,74-84,,Defensive rebound by K. Irving
1:39.0,,,74-86,2,K. Irving makes 2-pt shot from 1 ft
1:19.0,Shooting foul by K. Irving (drawn by T. Snell),,74-86,,
1:19.0,G. Monroe misses free throw 1 of 2,,74-86,,
1:19.0,Offensive rebound by Team,,74-86,,
1:19.0,G. Monroe makes free throw 2 of 2,1,75-86,,
1:19.0,,,74-86,,J. McRae enters the game for L. James
1:05.0,,,75-86,,K. Irving misses 2-pt shot at rim (block by G. Monroe)
1:03.0,Defensive rebound by M. Brogdon,,75-86,,
1:01.0,Shooting foul by J. McRae (drawn by G. Antetokounmpo),,75-86,,
1:01.0,G. Antetokounmpo makes free throw 1 of 2,1,76-86,,
1:01.0,G. Antetokounmpo makes free throw 2 of 2,1,77-86,,
0:41.0,,,77-89,3,J. McRae makes 3-pt shot from 24 ft (assist by I. Shumpert)
0:20.0,G. Antetokounmpo misses 3-pt shot from 26 ft,,77-89,,
0:20.0,,,77-89,,Defensive rebound by J. McRae
0:01.0,,,77-89,,Shooting foul by M. Brogdon (drawn by K. Irving)
0:01.0,,,77-91,2,K. Irving makes 2-pt shot from 11 ft
0:01.0,,,77-92,1,K. Irving makes free throw 1 of 1
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,Turnover by G. Monroe (bad pass),,77-92,,
11:28.0,,,77-92,,L. James misses 2-pt shot from 9 ft
11:27.0,,,77-92,,Offensive rebound by M. Dunleavy
11:21.0,,,77-92,,L. James misses 2-pt shot from 2 ft
11:19.0,Defensive rebound by M. Teletovic,,77-92,,
11:08.0,M. Brogdon misses 2-pt shot from 2 ft,,77-92,,
11:06.0,,,77-92,,Defensive rebound by M. Dunleavy
10:58.0,,,77-92,,I. Shumpert misses 2-pt shot from 4 ft (block by M. Teletovic)
10:58.0,,,77-92,,Offensive rebound by Team
10:50.0,,,77-95,3,C. Frye makes 3-pt shot from 25 ft (assist by L. James)
10:38.0,,,77-95,,Personal foul by I. Shumpert (drawn by M. Brogdon)
10:32.0,J. Parker misses 2-pt shot from 7 ft,,77-95,,
10:31.0,,,77-95,,Defensive rebound by L. James
10:21.0,,,77-95,,C. Frye misses 3-pt shot from 26 ft
10:20.0,Defensive rebound by M. Teletovic,,77-95,,
10:13.0,M. Teletovic misses 3-pt shot from 26 ft,,77-95,,
10:12.0,,,77-95,,Defensive rebound by Team
9:58.0,,,77-95,,L. James misses 2-pt shot from 9 ft
9:56.0,Defensive rebound by M. Brogdon,,77-95,,
9:46.0,Shooting foul by C. Frye (drawn by G. Monroe),,77-95,,
9:46.0,G. Monroe makes free throw 1 of 2,1,78-95,,
9:46.0,G. Monroe misses free throw 2 of 2,,78-95,,
9:45.0,,,78-95,,Defensive rebound by I. Shumpert
9:21.0,,,78-97,2,M. Dunleavy makes 2-pt shot from 1 ft (assist by I. Shumpert)
9:11.0,,,78-97,,Personal block foul by M. Dunleavy (drawn by M. Teletovic)
8:55.0,M. Brogdon makes 3-pt shot from 23 ft (assist by M. Teletovic),3,81-97,,
8:41.0,,,81-100,3,M. Dunleavy makes 3-pt shot from 25 ft (assist by L. James)
8:29.0,Turnover by J. Parker (lost ball; steal by I. Shumpert),,81-100,,
8:26.0,,,81-102,2,J. McRae makes 2-pt shot at rim
8:26.0,,,81-102,,Shooting foul by M. Teletovic (drawn by J. McRae)
8:26.0,Official timeout,,81-102,,
8:26.0,,,81-102,,J. McRae misses free throw 1 of 1
8:26.0,T. Maker enters the game for J. Parker,,81-102,,
8:26.0,M. Plumlee enters the game for T. Snell,,81-102,,
8:26.0,R. Vaughn enters the game for G. Monroe,,81-102,,
8:24.0,Defensive rebound by M. Teletovic,,81-102,,
8:07.0,M. Plumlee makes 2-pt shot from 10 ft,2,83-102,,
7:55.0,,,83-102,,L. James misses 2-pt shot from 1 ft
7:52.0,Defensive rebound by M. Teletovic,,83-102,,
7:50.0,Shooting foul by M. Dunleavy (drawn by M. Teletovic),,83-102,,
7:50.0,M. Teletovic misses free throw 1 of 2,,83-102,,
7:50.0,Offensive rebound by Team,,83-102,,
7:50.0,M. Teletovic makes free throw 2 of 2,1,84-102,,
7:25.0,,,84-102,,J. McRae misses 2-pt shot from 13 ft
7:25.0,,,84-102,,Offensive rebound by Team
7:25.0,,,84-102,,Turnover by Team (shot clock)
7:09.0,M. Teletovic makes 2-pt shot from 16 ft (assist by M. Plumlee),2,86-102,,
7:00.0,Personal foul by M. Teletovic (drawn by C. Frye),,86-102,,
6:53.0,,,86-102,,Turnover by M. Dunleavy (bad pass; steal by M. Brogdon)
6:43.0,R. Vaughn makes 3-pt shot from 25 ft,3,89-102,,
6:42.0,,,89-102,,Cleveland full timeout
6:42.0,,,89-102,,K. Irving enters the game for J. McRae
6:42.0,,,89-102,,R. Jefferson enters the game for M. Dunleavy
6:22.0,,,89-105,3,C. Frye makes 3-pt shot from 25 ft (assist by K. Irving)
6:09.0,R. Vaughn misses 2-pt shot at rim,,89-105,,
6:07.0,,,89-105,,Defensive rebound by K. Irving
6:00.0,,,89-107,2,C. Frye makes 2-pt shot from 15 ft (assist by I. Shumpert)
5:42.0,R. Vaughn makes 3-pt shot from 29 ft (assist by M. Brogdon),3,92-107,,
5:14.0,,,92-107,,K. Irving misses 3-pt shot from 26 ft
5:13.0,Defensive rebound by T. Maker,,92-107,,
5:01.0,R. Vaughn misses 3-pt shot from 27 ft,,92-107,,
5:00.0,,,92-107,,Defensive rebound by L. James
4:39.0,,,92-109,2,L. James makes 2-pt shot at rim (assist by K. Irving)
4:28.0,,,92-109,,Personal foul by R. Jefferson (drawn by M. Brogdon)
4:28.0,M. Brogdon misses free throw 1 of 2,,92-109,,
4:28.0,Offensive rebound by Team,,92-109,,
4:28.0,M. Brogdon makes free throw 2 of 2,1,93-109,,
4:14.0,,,93-109,,K. Irving misses 2-pt shot from 1 ft
4:12.0,Defensive rebound by M. Brogdon,,93-109,,
4:08.0,T. Maker makes 2-pt shot at rim (assist by M. Brogdon),2,95-109,,
3:41.0,,,95-112,3,I. Shumpert makes 3-pt shot from 27 ft (assist by L. James)
3:41.0,,,95-112,,Violation by Team (jump ball)
3:33.0,Offensive foul by M. Teletovic,,95-112,,
3:33.0,Turnover by M. Teletovic (offensive foul),,95-112,,
3:33.0,,,95-112,,J. McRae enters the game for L. James
3:19.0,,,95-112,,C. Frye misses 3-pt shot from 25 ft
3:19.0,Defensive rebound by Team,,95-112,,
3:19.0,,,95-112,,Loose ball foul by R. Jefferson (drawn by T. Maker)
3:19.0,,,95-112,,Technical foul by R. Jefferson (drawn by T. Maker)
3:19.0,,,95-112,,Technical foul by R. Jefferson (drawn by T. Maker)
3:19.0,M. Brogdon makes technical free throw,1,96-112,,
3:19.0,M. Brogdon misses technical free throw,,96-112,,
3:19.0,Offensive rebound by Team,,96-112,,
3:19.0,T. Maker makes free throw 1 of 2,1,97-112,,
3:19.0,T. Maker misses free throw 2 of 2,,97-112,,
3:19.0,,,96-112,,J. Jones enters the game for R. Jefferson
