time,Denver,pts.away,score,pts.home,New Orleans
7:53.0,J. Nurkic makes 2-pt shot from 2 ft,2,8-6,,
7:41.0,,,8-8,2,A. Davis makes 2-pt shot from 11 ft (assist by O. Asik)
7:28.0,N. Jokic makes 2-pt shot from 9 ft,2,10-8,,
7:17.0,,,10-10,2,A. Davis makes 2-pt shot from 15 ft (assist by T. Frazier)
7:05.0,E. Mudiay misses 2-pt shot from 14 ft,,10-10,,
7:04.0,,,10-10,,Defensive rebound by O. Asik
6:56.0,,,10-10,,A. Davis misses 2-pt shot from 16 ft
6:55.0,Defensive rebound by E. Mudiay,,10-10,,
6:49.0,Shooting foul by A. Davis (drawn by J. Nurkic),,10-10,,
6:49.0,J. Nurkic makes free throw 1 of 2,1,11-10,,
6:49.0,J. Nurkic makes free throw 2 of 2,1,12-10,,
6:31.0,,,12-12,2,A. Davis makes 2-pt shot from 7 ft (assist by E. Moore)
6:13.0,Shooting foul by E. Moore (drawn by W. Barton),,12-12,,
6:13.0,W. Barton makes free throw 1 of 2,1,13-12,,
6:13.0,W. Barton makes free throw 2 of 2,1,14-12,,
6:13.0,,,13-12,,B. Hield enters the game for E. Moore
6:04.0,,,14-14,2,A. Davis makes 2-pt shot at rim (assist by T. Frazier)
5:49.0,N. Jokic makes 3-pt shot from 25 ft (assist by W. Barton),3,17-14,,
5:40.0,,,17-16,2,A. Davis makes 2-pt shot from 20 ft (assist by T. Frazier)
5:23.0,Turnover by E. Mudiay (lost ball; steal by A. Davis),,17-16,,
5:14.0,,,17-18,2,T. Frazier makes 2-pt shot from 2 ft
5:06.0,Denver full timeout,,17-18,,
5:06.0,W. Chandler enters the game for J. Nurkic,,17-18,,
4:47.0,W. Barton misses 2-pt shot from 19 ft,,17-18,,
4:47.0,,,17-18,,Defensive rebound by T. Frazier
4:33.0,,,17-18,,B. Hield misses 2-pt shot from 8 ft
4:32.0,,,17-18,,Offensive rebound by A. Davis
4:28.0,,,17-18,,A. Davis misses 2-pt shot from 1 ft
4:28.0,Defensive rebound by E. Mudiay,,17-18,,
4:18.0,E. Mudiay makes 2-pt shot from 2 ft,2,19-18,,
4:12.0,,,19-18,,A. Davis misses 2-pt shot from 9 ft
4:12.0,Defensive rebound by N. Jokic,,19-18,,
4:12.0,Turnover by N. Jokic (bad pass; steal by T. Frazier),,19-18,,
4:12.0,Personal foul by N. Jokic (drawn by T. Frazier),,19-18,,
4:12.0,,,19-18,,A. Ajinca enters the game for O. Asik
4:02.0,,,19-18,,A. Davis misses 2-pt shot at rim
3:59.0,Defensive rebound by W. Chandler,,19-18,,
3:51.0,E. Mudiay makes 2-pt shot from 16 ft,2,21-18,,
3:35.0,,,21-18,,S. Hill misses 2-pt shot from 12 ft
3:34.0,Defensive rebound by E. Mudiay,,21-18,,
3:29.0,Shooting foul by T. Frazier (drawn by E. Mudiay),,21-18,,
3:29.0,E. Mudiay makes free throw 1 of 2,1,22-18,,
3:29.0,E. Mudiay makes free throw 2 of 2,1,23-18,,
3:29.0,K. Faried enters the game for N. Jokic,,22-18,,
3:11.0,,,23-20,2,A. Davis makes 2-pt shot at rim (assist by T. Frazier)
2:59.0,D. Gallinari makes 2-pt shot from 2 ft,2,25-20,,
2:49.0,,,25-20,,A. Ajinca misses 2-pt shot from 19 ft
2:49.0,Defensive rebound by Team,,25-20,,
2:49.0,,,25-20,,Loose ball foul by S. Hill (drawn by K. Faried)
2:49.0,,,25-20,,New Orleans full timeout
2:49.0,K. Faried misses free throw 1 of 2,,25-20,,
2:49.0,Offensive rebound by Team,,25-20,,
2:49.0,K. Faried makes free throw 2 of 2,1,26-20,,
2:37.0,,,26-22,2,A. Davis makes 2-pt shot from 20 ft (assist by B. Hield)
2:24.0,,,26-22,,Personal foul by A. Ajinca (drawn by D. Gallinari)
2:24.0,D. Gallinari misses free throw 1 of 2,,26-22,,
2:24.0,Offensive rebound by Team,,26-22,,
2:24.0,D. Gallinari misses free throw 2 of 2,,26-22,,
2:24.0,,,26-22,,D. Cunningham enters the game for S. Hill
2:24.0,J. Murray enters the game for W. Barton,,26-22,,
2:23.0,,,26-22,,Defensive rebound by A. Davis
2:14.0,Personal foul by W. Chandler (drawn by A. Ajinca),,26-22,,
2:14.0,J. Nurkic enters the game for D. Gallinari,,26-22,,
2:14.0,J. Nelson enters the game for E. Mudiay,,26-22,,
2:14.0,,,26-22,,L. Galloway enters the game for T. Frazier
2:01.0,,,26-22,,L. Galloway misses 2-pt shot from 20 ft
2:00.0,Defensive rebound by K. Faried,,26-22,,
1:46.0,W. Chandler makes 2-pt shot from 3 ft,2,28-22,,
1:31.0,,,28-22,,B. Hield misses 3-pt shot from 25 ft
1:30.0,,,28-22,,Offensive rebound by B. Hield
1:24.0,,,28-22,,B. Hield misses 2-pt shot from 1 ft
1:23.0,Defensive rebound by J. Nurkic,,28-22,,
1:06.0,J. Nelson misses 3-pt shot from 24 ft,,28-22,,
1:05.0,,,28-22,,Defensive rebound by A. Davis
0:56.0,,,28-22,,A. Ajinca misses 2-pt shot from 19 ft
0:55.0,Defensive rebound by J. Nelson,,28-22,,
0:47.0,W. Chandler misses 2-pt shot from 21 ft,,28-22,,
0:46.0,,,28-22,,Defensive rebound by L. Galloway
0:37.0,,,28-22,,Shooting foul by W. Chandler (drawn by A. Davis)
0:37.0,,,28-23,1,A. Davis makes free throw 1 of 2
0:37.0,,,28-24,1,A. Davis makes free throw 2 of 2
0:28.0,W. Chandler makes 2-pt shot from 2 ft,2,30-24,,
0:11.0,,,30-24,,L. Galloway misses 3-pt shot from 26 ft
0:10.0,Defensive rebound by J. Murray,,30-24,,
0:01.0,J. Murray misses 2-pt shot from 21 ft,,30-24,,
0:00.0,,,30-24,,Defensive rebound by L. Galloway
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,30-26,2,L. Stephenson makes 2-pt shot from 16 ft (assist by L. Galloway)
11:28.0,J. Nurkic makes 2-pt shot from 7 ft (assist by W. Chandler),2,32-26,,
11:17.0,,,32-28,2,L. Galloway makes 2-pt shot from 19 ft
11:02.0,W. Chandler misses 2-pt shot from 8 ft,,32-28,,
11:02.0,,,32-28,,Defensive rebound by Team
10:48.0,,,32-28,,D. Cunningham misses 2-pt shot from 10 ft
10:47.0,Defensive rebound by W. Chandler,,32-28,,
10:37.0,J. Nelson makes 2-pt shot from 16 ft,2,34-28,,
10:29.0,,,34-30,2,L. Galloway makes 2-pt shot from 1 ft (assist by B. Hield)
10:29.0,,,34-30,,Shooting foul by K. Faried (drawn by L. Galloway)
10:29.0,,,34-31,1,L. Galloway makes free throw 1 of 1
10:29.0,,,34-30,,T. Jones enters the game for D. Cunningham
10:12.0,Turnover by J. Nelson (lost ball; steal by T. Jones),,34-31,,
10:05.0,,,34-31,,T. Jones misses 2-pt shot from 2 ft
10:03.0,Defensive rebound by W. Chandler,,34-31,,
10:03.0,,,34-31,,Personal foul by A. Ajinca (drawn by J. Nurkic)
9:57.0,J. Nelson makes 3-pt shot from 25 ft (assist by J. Nurkic),3,37-31,,
9:37.0,,,37-33,2,B. Hield makes 2-pt shot from 2 ft
9:23.0,J. Nelson makes 2-pt shot from 1 ft (assist by J. Nurkic),2,39-33,,
9:12.0,,,39-33,,B. Hield misses 3-pt shot from 24 ft
9:11.0,Defensive rebound by J. Nurkic,,39-33,,
9:00.0,J. Nelson makes 2-pt shot from 12 ft,2,41-33,,
8:53.0,,,41-33,,New Orleans full timeout
8:53.0,,,41-33,,A. Davis enters the game for A. Ajinca
8:41.0,,,41-33,,Shooting foul by J. Nurkic (drawn by A. Davis)
8:41.0,,,41-34,1,A. Davis makes free throw 1 of 2
8:41.0,,,41-35,1,A. Davis makes free throw 2 of 2
8:26.0,Turnover by J. Nelson (bad pass; steal by A. Davis),,41-35,,
8:20.0,,,41-35,,B. Hield misses 2-pt shot from 2 ft
8:18.0,Defensive rebound by W. Chandler,,41-35,,
8:17.0,,,41-35,,Violation by L. Stephenson (kicked ball)
8:17.0,D. Gallinari enters the game for W. Chandler,,41-35,,
8:09.0,J. Nurkic makes 2-pt shot at rim (assist by J. Nelson),2,43-35,,
7:56.0,,,43-37,2,A. Davis makes 2-pt shot from 16 ft (assist by L. Stephenson)
7:44.0,Shooting foul by L. Galloway (drawn by J. Murray),,43-37,,
7:44.0,J. Murray misses free throw 1 of 2,,43-37,,
7:44.0,Offensive rebound by Team,,43-37,,
7:44.0,J. Murray makes free throw 2 of 2,1,44-37,,
7:44.0,,,43-37,,T. Frazier enters the game for L. Galloway
7:44.0,,,43-37,,S. Hill enters the game for L. Stephenson
7:30.0,,,44-37,,A. Davis misses 2-pt shot from 15 ft
7:27.0,Defensive rebound by D. Gallinari,,44-37,,
7:16.0,J. Nurkic misses 2-pt shot from 9 ft,,44-37,,
7:14.0,,,44-37,,Defensive rebound by A. Davis
7:03.0,,,44-37,,T. Jones misses 3-pt shot from 25 ft
7:02.0,Defensive rebound by K. Faried,,44-37,,
6:46.0,J. Nurkic makes 2-pt shot from 3 ft,2,46-37,,
6:36.0,,,46-37,,A. Davis misses 3-pt shot from 25 ft
6:35.0,Defensive rebound by J. Murray,,46-37,,
6:21.0,Turnover by J. Murray (bad pass; steal by A. Davis),,46-37,,
6:16.0,,,46-37,,A. Davis misses 2-pt shot from 2 ft
6:15.0,Defensive rebound by K. Faried,,46-37,,
6:11.0,D. Gallinari makes 3-pt shot from 26 ft (assist by J. Nelson),3,49-37,,
6:07.0,,,49-37,,New Orleans full timeout
6:07.0,,,49-37,,O. Asik enters the game for B. Hield
6:07.0,,,49-37,,E. Moore enters the game for T. Jones
6:07.0,E. Mudiay enters the game for J. Murray,,49-37,,
6:07.0,W. Barton enters the game for J. Nelson,,49-37,,
5:59.0,,,49-37,,A. Davis misses 2-pt shot from 2 ft
5:58.0,Defensive rebound by K. Faried,,49-37,,
5:48.0,Turnover by W. Barton (bad pass),,49-37,,
5:48.0,Official timeout,,49-37,,
5:48.0,N. Jokic enters the game for K. Faried,,49-37,,
5:35.0,,,49-39,2,A. Davis makes 2-pt shot from 17 ft (assist by T. Frazier)
5:18.0,,,49-39,,Personal foul by O. Asik (drawn by J. Nurkic)
5:11.0,J. Nurkic misses 2-pt shot from 2 ft,,49-39,,
5:11.0,,,49-39,,Defensive rebound by A. Davis
5:05.0,,,49-39,,T. Frazier misses 2-pt shot from 3 ft
5:05.0,Defensive rebound by N. Jokic,,49-39,,
5:02.0,Turnover by N. Jokic (bad pass; steal by A. Davis),,49-39,,
4:56.0,,,49-42,3,E. Moore makes 3-pt shot from 24 ft (assist by A. Davis)
4:43.0,E. Mudiay misses 2-pt shot from 2 ft,,49-42,,
4:40.0,Offensive rebound by J. Nurkic,,49-42,,
4:40.0,J. Nurkic makes 2-pt shot from 3 ft,2,51-42,,
4:19.0,,,51-42,,E. Moore misses 2-pt shot from 12 ft
4:18.0,Defensive rebound by E. Mudiay,,51-42,,
4:13.0,Turnover by J. Nurkic (bad pass),,51-42,,
3:51.0,,,51-42,,E. Moore misses 2-pt shot from 7 ft
3:50.0,Defensive rebound by N. Jokic,,51-42,,
3:40.0,E. Mudiay misses 3-pt shot from 26 ft,,51-42,,
3:39.0,,,51-42,,Defensive rebound by S. Hill
3:25.0,,,51-42,,Shooting foul by N. Jokic (drawn by A. Davis)
3:25.0,,,51-43,1,A. Davis makes free throw 1 of 2
3:25.0,,,51-44,1,A. Davis makes free throw 2 of 2
3:25.0,W. Chandler enters the game for J. Nurkic,,51-43,,
3:25.0,,,51-43,,L. Stephenson enters the game for E. Moore
3:08.0,W. Barton makes 3-pt shot from 25 ft (assist by E. Mudiay),3,54-44,,
2:54.0,,,54-44,,Shooting foul by E. Mudiay (drawn by T. Frazier)
2:54.0,Denver full timeout,,54-44,,
2:54.0,,,54-44,,T. Frazier misses free throw 1 of 2
2:54.0,,,54-44,,Offensive rebound by Team
2:54.0,,,54-44,,T. Frazier misses free throw 2 of 2
2:54.0,,,54-44,,T. Jones enters the game for O. Asik
2:52.0,Defensive rebound by W. Chandler,,54-44,,
2:38.0,N. Jokic misses 2-pt shot from 17 ft,,54-44,,
2:35.0,Offensive rebound by W. Barton,,54-44,,
2:31.0,W. Barton makes 2-pt shot from 2 ft,2,56-44,,
2:15.0,,,56-44,,T. Jones misses 2-pt shot from 21 ft
2:15.0,Defensive rebound by E. Mudiay,,56-44,,
2:12.0,Turnover by W. Chandler (bad pass),,56-44,,
1:55.0,,,56-44,,A. Davis misses 2-pt shot from 10 ft
1:55.0,Defensive rebound by W. Barton,,56-44,,
1:46.0,,,56-44,,Personal foul by S. Hill (drawn by W. Barton)
1:46.0,J. Nurkic enters the game for N. Jokic,,56-44,,
1:46.0,K. Faried enters the game for W. Chandler,,56-44,,
1:36.0,E. Mudiay misses 2-pt shot from 2 ft (block by A. Davis),,56-44,,
1:33.0,Offensive rebound by K. Faried,,56-44,,
1:31.0,Turnover by Team (shot clock),,56-44,,
1:23.0,,,56-44,,L. Stephenson misses 2-pt shot from 15 ft
1:21.0,,,56-44,,Offensive rebound by T. Jones
1:15.0,,,56-44,,S. Hill misses 3-pt shot from 26 ft
1:15.0,Defensive rebound by W. Barton,,56-44,,
1:08.0,D. Gallinari misses 3-pt shot from 25 ft,,56-44,,
1:07.0,,,56-44,,Defensive rebound by T. Frazier
1:01.0,,,56-46,2,A. Davis makes 2-pt shot from 2 ft (assist by T. Frazier)
0:55.0,Shooting foul by S. Hill (drawn by D. Gallinari),,56-46,,
0:55.0,D. Gallinari makes free throw 1 of 2,1,57-46,,
0:55.0,D. Gallinari makes free throw 2 of 2,1,58-46,,
0:55.0,,,57-46,,D. Cunningham enters the game for S. Hill
0:46.0,,,58-46,,T. Frazier misses 3-pt shot from 23 ft
0:44.0,Defensive rebound by J. Nurkic,,58-46,,
0:39.0,,,58-46,,Personal foul by T. Frazier (drawn by K. Faried)
0:39.0,K. Faried makes free throw 1 of 2,1,59-46,,
0:39.0,K. Faried makes free throw 2 of 2,1,60-46,,
0:39.0,J. Hernangomez enters the game for J. Nurkic,,59-46,,
0:33.0,,,60-46,,Turnover by T. Frazier (bad pass; steal by D. Gallinari)
0:26.0,K. Faried misses 2-pt shot from 2 ft,,60-46,,
0:26.0,,,60-46,,Defensive rebound by T. Jones
0:25.0,,,60-48,2,A. Davis makes 2-pt shot from 1 ft (assist by T. Jones)
0:00.0,E. Mudiay misses 2-pt shot from 15 ft,,60-48,,
0:00.0,,,60-48,,Defensive rebound by T. Jones
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,Def 3 sec tech foul by J. Nurkic,,60-48,,
11:46.0,,,60-49,1,A. Davis makes technical free throw
11:38.0,,,60-49,,Turnover by S. Hill (traveling)
11:22.0,W. Barton misses 2-pt shot from 11 ft,,60-49,,
11:21.0,,,60-49,,Defensive rebound by T. Frazier
11:14.0,,,60-49,,E. Moore misses 3-pt shot from 25 ft
11:13.0,Defensive rebound by J. Nurkic,,60-49,,
11:08.0,Offensive foul by E. Mudiay,,60-49,,
11:08.0,Turnover by E. Mudiay (offensive foul),,60-49,,
10:54.0,,,60-51,2,S. Hill makes 2-pt shot from 1 ft (assist by E. Moore)
10:37.0,E. Mudiay misses 2-pt shot from 13 ft,,60-51,,
10:36.0,,,60-51,,Defensive rebound by A. Davis
10:20.0,,,60-53,2,A. Davis makes 2-pt shot from 7 ft (assist by T. Frazier)
10:20.0,Denver full timeout,,60-53,,
10:09.0,Turnover by N. Jokic (bad pass; steal by T. Frazier),,60-53,,
10:01.0,,,60-53,,S. Hill misses 3-pt shot from 23 ft
10:00.0,Defensive rebound by J. Nurkic,,60-53,,
9:50.0,J. Nurkic misses 2-pt shot from 5 ft,,60-53,,
9:48.0,,,60-53,,Defensive rebound by A. Davis
9:37.0,,,60-53,,Shooting foul by D. Gallinari (drawn by A. Davis)
9:37.0,,,60-54,1,A. Davis makes free throw 1 of 2
9:37.0,,,60-55,1,A. Davis makes free throw 2 of 2
9:18.0,J. Nurkic makes 2-pt shot from 2 ft (assist by E. Mudiay),2,62-55,,
9:09.0,,,62-55,,S. Hill misses 3-pt shot from 26 ft
9:07.0,Defensive rebound by N. Jokic,,62-55,,
8:55.0,W. Barton misses 2-pt shot from 2 ft,,62-55,,
8:53.0,Offensive rebound by N. Jokic,,62-55,,
8:53.0,J. Nurkic makes 2-pt shot from 2 ft,2,64-55,,
8:46.0,Personal foul by N. Jokic (drawn by S. Hill),,64-55,,
8:37.0,,,64-55,,Shooting foul by J. Nurkic (drawn by A. Davis)
8:37.0,,,64-56,1,A. Davis makes free throw 1 of 2
8:37.0,,,64-57,1,A. Davis makes free throw 2 of 2
8:27.0,,,64-57,,Personal foul by S. Hill (drawn by D. Gallinari)
8:27.0,,,64-57,,L. Stephenson enters the game for S. Hill
8:16.0,D. Gallinari makes 3-pt shot from 25 ft (assist by N. Jokic),3,67-57,,
8:03.0,,,67-57,,T. Frazier misses 2-pt shot from 18 ft
8:02.0,Defensive rebound by J. Nurkic,,67-57,,
7:45.0,W. Barton makes 2-pt shot from 2 ft (assist by J. Nurkic),2,69-57,,
7:45.0,,,69-57,,New Orleans full timeout
7:45.0,W. Chandler enters the game for N. Jokic,,69-57,,
7:34.0,,,69-57,,A. Davis misses 2-pt shot from 11 ft
7:34.0,Defensive rebound by Team,,69-57,,
7:27.0,,,69-57,,Personal foul by L. Stephenson (drawn by D. Gallinari)
7:15.0,D. Gallinari misses 2-pt shot from 16 ft,,69-57,,
7:14.0,,,69-57,,Defensive rebound by A. Davis
7:03.0,,,69-57,,O. Asik misses 2-pt shot from 4 ft (block by J. Nurkic)
7:03.0,Defensive rebound by J. Nurkic,,69-57,,
7:03.0,,,69-57,,Personal foul by T. Frazier (drawn by W. Chandler)
6:49.0,Turnover by W. Barton (lost ball; steal by A. Davis),,69-57,,
6:45.0,,,69-57,,Shooting foul by E. Mudiay (drawn by E. Moore)
6:45.0,,,69-58,1,E. Moore makes free throw 1 of 2
6:45.0,,,69-59,1,E. Moore makes free throw 2 of 2
6:45.0,,,69-58,,A. Ajinca enters the game for O. Asik
6:22.0,W. Barton misses 3-pt shot from 25 ft,,69-59,,
6:21.0,,,69-59,,Defensive rebound by A. Davis
6:15.0,,,69-61,2,L. Stephenson makes 2-pt shot from 3 ft (assist by T. Frazier)
6:00.0,W. Barton makes 2-pt shot from 17 ft,2,71-61,,
5:52.0,,,71-61,,Offensive charge foul by A. Davis
5:52.0,,,71-61,,Turnover by A. Davis (offensive foul)
5:46.0,,,71-61,,Personal foul by A. Ajinca (drawn by J. Nurkic)
5:39.0,W. Chandler misses 3-pt shot from 25 ft,,71-61,,
5:38.0,Offensive rebound by Team,,71-61,,
5:38.0,,,71-61,,Loose ball foul by A. Ajinca (drawn by J. Nurkic)
5:38.0,J. Nurkic makes free throw 1 of 2,1,72-61,,
5:38.0,J. Nurkic makes free throw 2 of 2,1,73-61,,
5:26.0,,,73-61,,Shooting foul by W. Chandler (drawn by A. Davis)
5:26.0,,,73-62,1,A. Davis makes free throw 1 of 2
5:26.0,,,73-63,1,A. Davis makes free throw 2 of 2
5:08.0,J. Nurkic makes 2-pt shot from 3 ft (assist by E. Mudiay),2,75-63,,
4:59.0,,,75-65,2,A. Davis makes 2-pt shot from 2 ft
4:49.0,Offensive charge foul by E. Mudiay,,75-65,,
4:49.0,Turnover by E. Mudiay (offensive foul),,75-65,,
4:49.0,J. Nelson enters the game for E. Mudiay,,75-65,,
4:49.0,K. Faried enters the game for J. Nurkic,,75-65,,
4:32.0,,,75-65,,L. Stephenson misses 2-pt shot from 3 ft
4:32.0,,,75-65,,Offensive rebound by A. Ajinca
4:27.0,,,75-68,3,E. Moore makes 3-pt shot from 26 ft (assist by T. Frazier)
4:06.0,W. Barton misses 2-pt shot from 2 ft (block by E. Moore),,75-68,,
4:04.0,Offensive rebound by K. Faried,,75-68,,
4:04.0,K. Faried misses 2-pt shot from 3 ft,,75-68,,
4:02.0,Offensive rebound by K. Faried,,75-68,,
4:02.0,K. Faried misses 2-pt shot from 3 ft,,75-68,,
4:01.0,Offensive rebound by K. Faried,,75-68,,
4:01.0,K. Faried misses 2-pt shot from 2 ft,,75-68,,
3:59.0,,,75-68,,Defensive rebound by L. Stephenson
3:59.0,Shooting block foul by D. Gallinari (drawn by A. Davis),,75-68,,
3:59.0,Denver full timeout,,75-68,,
3:59.0,,,75-68,,A. Davis misses free throw 1 of 2
3:59.0,,,75-68,,Offensive rebound by Team
3:59.0,,,75-69,1,A. Davis makes free throw 2 of 2
3:43.0,W. Chandler misses 2-pt shot from 2 ft,,75-69,,
3:41.0,Offensive rebound by K. Faried,,75-69,,
3:38.0,K. Faried misses 2-pt shot from 2 ft (block by A. Davis),,75-69,,
3:37.0,,,75-69,,Defensive rebound by L. Stephenson
3:33.0,,,75-69,,Turnover by L. Stephenson (bad pass; steal by D. Gallinari)
3:24.0,W. Barton makes 3-pt shot from 25 ft (assist by D. Gallinari),3,78-69,,
3:12.0,Personal foul by W. Barton (drawn by T. Frazier),,78-69,,
3:12.0,,,78-70,1,T. Frazier makes free throw 1 of 2
3:12.0,,,78-71,1,T. Frazier makes free throw 2 of 2
3:12.0,,,78-70,,T. Jones enters the game for A. Ajinca
2:56.0,J. Nelson misses 3-pt shot from 27 ft,,78-71,,
2:55.0,,,78-71,,Defensive rebound by A. Davis
2:45.0,,,78-73,2,L. Stephenson makes 2-pt shot from 2 ft (assist by A. Davis)
2:21.0,W. Chandler makes 3-pt shot from 25 ft (assist by J. Nelson),3,81-73,,
2:10.0,,,81-73,,E. Moore misses 2-pt shot from 7 ft
2:09.0,Defensive rebound by K. Faried,,81-73,,
2:02.0,,,81-73,,Shooting block foul by E. Moore (drawn by W. Barton)
2:02.0,W. Barton makes free throw 1 of 2,1,82-73,,
2:02.0,W. Barton makes free throw 2 of 2,1,83-73,,
1:41.0,,,83-75,2,L. Stephenson makes 2-pt shot at rim (assist by E. Moore)
1:18.0,Turnover by D. Gallinari (lost ball; steal by L. Stephenson),,83-75,,
1:12.0,,,83-75,,A. Davis misses 2-pt shot from 3 ft
1:11.0,Defensive rebound by J. Nelson,,83-75,,
1:05.0,W. Barton makes 2-pt shot from 2 ft,2,85-75,,
0:58.0,,,85-77,2,T. Frazier makes 2-pt shot from 1 ft (assist by A. Davis)
0:42.0,K. Faried misses 3-pt shot from 26 ft,,85-77,,
0:38.0,Offensive rebound by Team,,85-77,,
0:38.0,,,85-77,,D. Cunningham enters the game for A. Davis
0:38.0,J. Murray enters the game for W. Barton,,85-77,,
0:38.0,Violation by Team (jump ball),,85-77,,
0:36.0,Jump ball: K. Faried vs. T. Jones,,,,Jump ball: K. Faried vs. T. Jones
0:36.0,Turnover by K. Faried (lost ball; steal by T. Jones),,85-77,,
0:06.0,,,85-77,,L. Stephenson misses 2-pt shot from 4 ft
0:04.0,Defensive rebound by K. Faried,,85-77,,
0:00.0,J. Murray misses 3-pt shot from 38 ft,,85-77,,
0:00.0,,,85-77,,Defensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,K. Faried makes 2-pt shot from 5 ft (assist by J. Murray),2,87-77,,
11:15.0,,,87-77,,T. Jones misses 2-pt shot from 5 ft
11:13.0,Defensive rebound by K. Faried,,87-77,,
11:01.0,Turnover by J. Nelson (bad pass; steal by L. Galloway),,87-77,,
10:54.0,,,87-79,2,T. Jones makes 2-pt shot at rim (assist by D. Cunningham)
10:36.0,Turnover by K. Faried (3 sec),,87-79,,
10:24.0,,,87-81,2,T. Jones makes 2-pt shot at rim (assist by L. Stephenson)
10:24.0,Denver full timeout,,87-81,,
10:02.0,J. Nelson misses 3-pt shot from 25 ft,,87-81,,
10:02.0,,,87-81,,Defensive rebound by Team
10:02.0,Loose ball foul by N. Jokic (drawn by T. Jones),,87-81,,
9:43.0,,,87-81,,D. Cunningham misses 3-pt shot from 23 ft
9:42.0,Defensive rebound by J. Murray,,87-81,,
9:34.0,Turnover by W. Chandler (traveling),,87-81,,
9:22.0,,,87-81,,L. Galloway misses 2-pt shot from 21 ft
9:21.0,Defensive rebound by J. Murray,,87-81,,
9:08.0,K. Faried makes 2-pt shot from 1 ft,2,89-81,,
8:58.0,,,89-81,,Offensive charge foul by D. Cunningham
8:58.0,,,89-81,,Turnover by D. Cunningham (offensive foul)
8:58.0,,,89-81,,A. Davis enters the game for D. Cunningham
8:46.0,W. Chandler misses 3-pt shot from 26 ft,,89-81,,
8:45.0,,,89-81,,Defensive rebound by A. Davis
8:30.0,,,89-83,2,A. Davis makes 2-pt shot from 12 ft (assist by B. Hield)
8:14.0,N. Jokic misses 3-pt shot from 25 ft,,89-83,,
8:14.0,,,89-83,,Defensive rebound by Team
8:05.0,,,89-83,,A. Davis misses 2-pt shot from 18 ft
8:04.0,Defensive rebound by N. Jokic,,89-83,,
7:55.0,J. Nelson misses 2-pt shot from 21 ft,,89-83,,
7:54.0,Offensive rebound by K. Faried,,89-83,,
7:50.0,K. Faried makes 2-pt shot from 2 ft,2,91-83,,
7:40.0,,,91-83,,Offensive charge foul by L. Stephenson
7:40.0,,,91-83,,Turnover by L. Stephenson (offensive foul)
7:40.0,W. Barton enters the game for N. Jokic,,91-83,,
