time,Cleveland,pts.away,score,pts.home,Detroit
0:44.0,Defensive rebound by Team,,19-22,,
0:26.0,M. Dunleavy misses 2-pt shot from 17 ft,,19-22,,
0:26.0,,,19-22,,Defensive rebound by A. Drummond
0:09.0,,,19-22,,Turnover by I. Smith (traveling)
0:04.0,K. Felder misses 2-pt shot from 15 ft (block by I. Smith),,19-22,,
0:02.0,,,19-22,,Defensive rebound by A. Drummond
0:01.0,,,19-22,,A. Drummond misses 3-pt shot from 69 ft
0:00.0,,,19-22,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,I. Shumpert makes 2-pt shot at rim,2,21-22,,
11:35.0,,,21-24,2,K. Caldwell-Pope makes 2-pt shot from 19 ft (assist by I. Smith)
11:22.0,Turnover by K. Felder (palming),,21-24,,
11:08.0,,,21-24,,I. Smith misses 2-pt shot from 13 ft
11:08.0,Defensive rebound by C. Frye,,21-24,,
10:55.0,C. Frye makes 2-pt shot from 8 ft (assist by K. Felder),2,23-24,,
10:34.0,,,23-26,2,K. Caldwell-Pope makes 2-pt shot from 18 ft
10:19.0,Turnover by I. Shumpert (bad pass; steal by I. Smith),,23-26,,
10:17.0,Personal foul by M. Dunleavy (drawn by I. Smith),,23-26,,
10:06.0,,,23-26,,T. Harris misses 2-pt shot from 8 ft
10:06.0,Defensive rebound by Team,,23-26,,
9:47.0,R. Jefferson misses 3-pt shot from 27 ft,,23-26,,
9:47.0,,,23-26,,Defensive rebound by A. Baynes
9:36.0,,,23-28,2,A. Baynes makes 2-pt shot from 6 ft (assist by I. Smith)
9:24.0,Shooting foul by A. Baynes (drawn by K. Felder),,23-28,,
9:24.0,K. Felder makes free throw 1 of 2,1,24-28,,
9:24.0,K. Felder makes free throw 2 of 2,1,25-28,,
9:24.0,K. Irving enters the game for R. Jefferson,,24-28,,
8:59.0,,,25-28,,S. Johnson misses 2-pt shot from 20 ft
8:59.0,Defensive rebound by K. Felder,,25-28,,
8:53.0,Offensive foul by C. Frye,,25-28,,
8:53.0,Turnover by C. Frye (offensive foul),,25-28,,
8:53.0,Official timeout,,25-28,,
8:53.0,,,25-28,,J. Leuer enters the game for S. Johnson
8:36.0,,,25-31,3,I. Smith makes 3-pt shot from 24 ft (assist by T. Harris)
8:20.0,C. Frye makes 3-pt shot from 27 ft (assist by M. Dunleavy),3,28-31,,
8:02.0,,,28-34,3,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by I. Smith)
7:40.0,C. Frye misses 3-pt shot from 27 ft,,28-34,,
7:40.0,,,28-34,,Defensive rebound by I. Smith
7:33.0,,,28-36,2,I. Smith makes 2-pt shot from 1 ft
7:21.0,Turnover by K. Irving (lost ball; steal by K. Caldwell-Pope),,28-36,,
7:21.0,Personal foul by K. Irving (drawn by K. Caldwell-Pope),,28-36,,
7:06.0,,,28-36,,K. Caldwell-Pope misses 2-pt shot from 21 ft
7:05.0,,,28-36,,Offensive rebound by A. Baynes
7:01.0,,,28-36,,T. Harris misses 3-pt shot from 25 ft
6:59.0,Defensive rebound by K. Irving,,28-36,,
6:53.0,D. Liggins enters the game for K. Felder,,28-36,,
6:53.0,,,28-36,,A. Drummond enters the game for A. Baynes
6:53.0,,,28-36,,R. Jackson enters the game for I. Smith
6:38.0,C. Frye misses 2-pt shot from 19 ft,,28-36,,
6:38.0,Offensive rebound by Team,,28-36,,
6:38.0,Turnover by Team (shot clock),,28-36,,
6:27.0,,,28-36,,J. Leuer misses 2-pt shot from 8 ft
6:27.0,,,28-36,,Offensive rebound by A. Drummond
6:27.0,,,28-38,2,A. Drummond makes 2-pt shot from 1 ft
6:27.0,,,28-38,,Shooting foul by C. Frye (drawn by A. Drummond)
6:27.0,,,28-38,,A. Drummond misses free throw 1 of 1
6:27.0,,,28-38,,M. Morris enters the game for T. Harris
6:25.0,Defensive rebound by C. Frye,,28-38,,
6:16.0,,,28-38,,Personal foul by K. Caldwell-Pope (drawn by K. Irving)
6:00.0,K. Irving makes 2-pt shot from 16 ft (assist by C. Frye),2,30-38,,
5:42.0,,,30-38,,A. Drummond misses 2-pt shot from 12 ft
5:41.0,,,30-38,,Offensive rebound by J. Leuer
5:38.0,,,30-38,,J. Leuer misses 2-pt shot from 4 ft
5:37.0,Defensive rebound by C. Frye,,30-38,,
5:34.0,Offensive foul by C. Frye,,30-38,,
5:34.0,Turnover by C. Frye (offensive foul),,30-38,,
5:34.0,,,30-38,,Detroit full timeout
5:34.0,T. Thompson enters the game for D. Liggins,,30-38,,
5:34.0,K. Love enters the game for C. Frye,,30-38,,
5:23.0,,,30-41,3,M. Morris makes 3-pt shot from 26 ft (assist by J. Leuer)
5:06.0,M. Dunleavy misses 2-pt shot from 20 ft,,30-41,,
5:06.0,Offensive rebound by K. Love,,30-41,,
4:50.0,K. Irving misses 2-pt shot at rim,,30-41,,
4:50.0,,,30-41,,Defensive rebound by A. Drummond
4:44.0,,,30-41,,K. Caldwell-Pope misses 3-pt shot from 27 ft
4:44.0,,,30-41,,Offensive rebound by A. Drummond
4:37.0,,,30-41,,A. Drummond misses 2-pt shot from 4 ft
4:36.0,Defensive rebound by K. Love,,30-41,,
4:26.0,K. Irving misses 3-pt shot from 23 ft,,30-41,,
4:26.0,,,30-41,,Defensive rebound by J. Leuer
4:18.0,,,30-41,,M. Morris misses 3-pt shot from 25 ft
4:17.0,Defensive rebound by K. Love,,30-41,,
4:04.0,I. Shumpert makes 2-pt shot from 14 ft,2,32-41,,
3:53.0,,,32-43,2,R. Jackson makes 2-pt shot from 1 ft
3:53.0,,,32-43,,Shooting foul by T. Thompson (drawn by R. Jackson)
3:53.0,,,32-44,1,R. Jackson makes free throw 1 of 1
3:53.0,R. Jefferson enters the game for M. Dunleavy,,32-43,,
3:53.0,D. Liggins enters the game for I. Shumpert,,32-43,,
3:37.0,Turnover by K. Irving (bad pass; steal by M. Morris),,32-44,,
3:26.0,,,32-46,2,A. Drummond makes 2-pt shot from 7 ft (assist by R. Jackson)
3:04.0,K. Irving misses 2-pt shot from 10 ft,,32-46,,
3:04.0,Offensive rebound by T. Thompson,,32-46,,
3:03.0,Shooting foul by R. Jackson (drawn by T. Thompson),,32-46,,
3:03.0,T. Thompson makes free throw 1 of 2,1,33-46,,
3:03.0,T. Thompson misses free throw 2 of 2,,33-46,,
3:02.0,Offensive rebound by K. Love,,33-46,,
2:55.0,R. Jefferson makes 2-pt shot at rim (assist by K. Love),2,35-46,,
2:50.0,Personal take foul by R. Jefferson (drawn by A. Drummond),,35-46,,
2:50.0,Cleveland full timeout,,35-46,,
2:50.0,,,35-46,,A. Drummond misses free throw 1 of 2
2:50.0,,,35-46,,Offensive rebound by Team
2:50.0,,,35-46,,A. Drummond misses free throw 2 of 2
2:50.0,,,35-46,,T. Harris enters the game for J. Leuer
2:49.0,Defensive rebound by K. Irving,,35-46,,
2:27.0,R. Jefferson misses 3-pt shot from 26 ft,,35-46,,
2:27.0,,,35-46,,Defensive rebound by A. Drummond
2:17.0,,,35-46,,Shooting foul by R. Jefferson (drawn by A. Drummond)
2:17.0,,,35-46,,A. Drummond misses free throw 1 of 2
2:17.0,,,35-46,,Offensive rebound by Team
2:17.0,,,35-46,,A. Drummond misses free throw 2 of 2
2:17.0,M. Dunleavy enters the game for R. Jefferson,,35-46,,
2:16.0,Defensive rebound by K. Love,,35-46,,
2:05.0,K. Love makes 2-pt shot from 10 ft (assist by K. Irving),2,37-46,,
2:05.0,,,37-46,,Detroit full timeout
2:05.0,K. Felder enters the game for K. Irving,,37-46,,
2:05.0,,,37-46,,A. Baynes enters the game for A. Drummond
1:45.0,,,37-48,2,T. Harris makes 2-pt shot from 1 ft
1:37.0,Shooting foul by A. Baynes (drawn by K. Love),,37-48,,
1:37.0,K. Love makes free throw 1 of 2,1,38-48,,
1:37.0,K. Love makes free throw 2 of 2,1,39-48,,
1:19.0,,,39-50,2,M. Morris makes 2-pt shot from 17 ft (assist by R. Jackson)
0:55.0,Turnover by D. Liggins (step out of bounds),,39-50,,
0:38.0,,,39-50,,Turnover by K. Caldwell-Pope (bad pass; steal by M. Dunleavy)
0:31.0,M. Dunleavy makes 3-pt shot from 24 ft (assist by K. Felder),3,42-50,,
0:15.0,,,42-50,,T. Harris misses 3-pt shot from 27 ft
0:15.0,Defensive rebound by T. Thompson,,42-50,,
0:05.0,Cleveland full timeout,,42-50,,
0:03.0,M. Dunleavy makes 2-pt shot from 1 ft (assist by D. Liggins),2,44-50,,
0:01.0,,,44-50,,M. Morris misses 3-pt shot from 37 ft
0:00.0,,,44-50,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,T. Thompson makes 2-pt shot at rim (assist by K. Irving),2,46-50,,
11:27.0,Personal foul by D. Liggins (drawn by R. Jackson),,46-50,,
11:22.0,,,46-50,,Turnover by R. Jackson (bad pass; steal by K. Love)
11:15.0,K. Irving makes 3-pt shot from 26 ft,3,49-50,,
11:15.0,,,49-50,,Detroit full timeout
10:55.0,,,49-52,2,K. Caldwell-Pope makes 2-pt shot from 16 ft (assist by A. Drummond)
10:34.0,T. Thompson makes 2-pt shot from 4 ft (assist by K. Irving),2,51-52,,
10:07.0,,,51-52,,A. Drummond misses 2-pt shot from 6 ft
10:05.0,Defensive rebound by K. Love,,51-52,,
10:00.0,K. Love misses 3-pt shot from 27 ft,,51-52,,
9:59.0,,,51-52,,Defensive rebound by K. Caldwell-Pope
9:40.0,,,51-55,3,J. Leuer makes 3-pt shot from 23 ft (assist by A. Drummond)
9:30.0,,,51-55,,Personal foul by R. Jackson (drawn by K. Irving)
9:20.0,Offensive charge foul by T. Thompson,,51-55,,
9:20.0,Turnover by T. Thompson (offensive foul),,51-55,,
9:05.0,,,51-55,,Turnover by R. Jackson (bad pass; steal by R. Jefferson)
9:02.0,D. Liggins misses 2-pt shot from 5 ft (block by K. Caldwell-Pope),,51-55,,
9:01.0,Offensive rebound by K. Irving,,51-55,,
8:56.0,K. Love misses 3-pt shot from 24 ft,,51-55,,
8:56.0,Offensive rebound by R. Jefferson,,51-55,,
8:49.0,K. Love makes 3-pt shot from 24 ft (assist by R. Jefferson),3,54-55,,
8:31.0,,,54-55,,M. Morris misses 2-pt shot from 15 ft
8:31.0,Defensive rebound by T. Thompson,,54-55,,
8:16.0,Turnover by K. Love (lost ball; steal by K. Caldwell-Pope),,54-55,,
8:15.0,Personal foul by R. Jefferson (drawn by K. Caldwell-Pope),,54-55,,
8:15.0,I. Shumpert enters the game for D. Liggins,,54-55,,
8:07.0,,,54-57,2,J. Leuer makes 2-pt shot from 1 ft (assist by K. Caldwell-Pope)
8:07.0,,,54-57,,Shooting foul by K. Irving (drawn by J. Leuer)
8:07.0,,,54-58,1,J. Leuer makes free throw 1 of 1
7:58.0,K. Irving misses 3-pt shot from 24 ft,,54-58,,
7:58.0,,,54-58,,Defensive rebound by M. Morris
7:52.0,,,54-61,3,R. Jackson makes 3-pt shot from 26 ft
7:52.0,Cleveland full timeout,,54-61,,
7:35.0,K. Love makes 3-pt shot from 27 ft (assist by K. Irving),3,57-61,,
7:18.0,,,57-61,,M. Morris misses 2-pt shot from 1 ft
7:17.0,,,57-61,,Offensive rebound by A. Drummond
7:14.0,,,57-63,2,A. Drummond makes 2-pt shot at rim
6:58.0,K. Irving misses 2-pt shot from 15 ft (block by A. Drummond),,57-63,,
6:56.0,,,57-63,,Defensive rebound by M. Morris
6:51.0,,,57-63,,J. Leuer misses 2-pt shot from 3 ft (block by K. Love)
6:49.0,Defensive rebound by T. Thompson,,57-63,,
6:39.0,I. Shumpert misses 3-pt shot from 27 ft,,57-63,,
6:38.0,,,57-63,,Defensive rebound by K. Caldwell-Pope
6:31.0,,,57-65,2,R. Jackson makes 2-pt shot from 8 ft
6:13.0,K. Irving misses 2-pt shot from 15 ft,,57-65,,
6:12.0,Offensive rebound by T. Thompson,,57-65,,
6:07.0,K. Irving makes 2-pt shot from 1 ft (assist by T. Thompson),2,59-65,,
5:52.0,,,59-65,,J. Leuer misses 3-pt shot from 25 ft
5:52.0,,,59-65,,Offensive rebound by A. Drummond
5:47.0,,,59-65,,A. Drummond misses 2-pt shot at rim
5:47.0,Defensive rebound by K. Love,,59-65,,
5:25.0,I. Shumpert misses 3-pt shot from 25 ft,,59-65,,
5:24.0,,,59-65,,Defensive rebound by A. Drummond
5:18.0,,,59-65,,Turnover by R. Jackson (bad pass; steal by I. Shumpert)
5:13.0,Shooting foul by M. Morris (drawn by T. Thompson),,59-65,,
5:13.0,T. Thompson makes free throw 1 of 2,1,60-65,,
5:13.0,T. Thompson makes free throw 2 of 2,1,61-65,,
5:13.0,,,60-65,,T. Harris enters the game for M. Morris
4:45.0,,,61-67,2,J. Leuer makes 2-pt shot from 21 ft (assist by T. Harris)
4:23.0,Turnover by I. Shumpert (bad pass),,61-67,,
4:01.0,,,61-69,2,T. Harris makes 2-pt shot from 12 ft
3:49.0,K. Love misses 2-pt shot from 17 ft,,61-69,,
3:48.0,,,61-69,,Defensive rebound by T. Harris
3:40.0,,,61-69,,Turnover by R. Jackson (lost ball; steal by I. Shumpert)
3:31.0,I. Shumpert makes 2-pt shot at rim,2,63-69,,
3:17.0,,,63-69,,Shooting foul by T. Thompson (drawn by A. Drummond)
3:17.0,,,63-69,,A. Drummond misses free throw 1 of 2
3:17.0,,,63-69,,Offensive rebound by Team
3:17.0,,,63-70,1,A. Drummond makes free throw 2 of 2
3:17.0,,,63-69,,I. Smith enters the game for R. Jackson
3:17.0,K. Felder enters the game for K. Irving,,63-69,,
3:17.0,M. Dunleavy enters the game for R. Jefferson,,63-69,,
3:17.0,C. Frye enters the game for T. Thompson,,63-69,,
3:03.0,C. Frye misses 3-pt shot from 24 ft,,63-70,,
3:03.0,,,63-70,,Defensive rebound by K. Caldwell-Pope
2:49.0,,,63-70,,A. Drummond misses 2-pt shot from 7 ft
2:47.0,Defensive rebound by K. Love,,63-70,,
2:27.0,K. Felder misses 2-pt shot from 17 ft,,63-70,,
2:27.0,,,63-70,,Defensive rebound by J. Leuer
2:22.0,,,63-70,,T. Harris misses 2-pt shot from 3 ft
2:19.0,Defensive rebound by K. Love,,63-70,,
2:07.0,Turnover by C. Frye (bad pass),,63-70,,
2:07.0,,,63-70,,S. Johnson enters the game for K. Caldwell-Pope
2:07.0,,,63-70,,A. Baynes enters the game for A. Drummond
1:55.0,,,63-70,,Offensive foul by A. Baynes
1:55.0,,,63-70,,Turnover by A. Baynes (offensive foul)
1:55.0,J. Jones enters the game for K. Love,,63-70,,
1:44.0,K. Felder misses 2-pt shot from 8 ft,,63-70,,
1:44.0,,,63-70,,Defensive rebound by Team
1:44.0,Loose ball foul by C. Frye (drawn by T. Harris),,63-70,,
1:44.0,,,63-71,1,T. Harris makes free throw 1 of 2
1:44.0,,,63-72,1,T. Harris makes free throw 2 of 2
1:27.0,Shooting foul by S. Johnson (drawn by M. Dunleavy),,63-72,,
1:27.0,M. Dunleavy misses free throw 1 of 2,,63-72,,
1:27.0,Offensive rebound by Team,,63-72,,
1:27.0,M. Dunleavy makes free throw 2 of 2,1,64-72,,
1:27.0,,,63-72,,M. Morris enters the game for J. Leuer
1:09.0,,,64-74,2,T. Harris makes 2-pt shot from 17 ft
0:58.0,J. Jones misses 3-pt shot from 24 ft,,64-74,,
0:58.0,,,64-74,,Defensive rebound by Team
0:38.0,,,64-76,2,I. Smith makes 2-pt shot from 19 ft
0:29.0,K. Felder misses 2-pt shot from 17 ft,,64-76,,
0:29.0,,,64-76,,Defensive rebound by T. Harris
0:20.0,,,64-76,,S. Johnson misses 3-pt shot from 23 ft
0:20.0,Defensive rebound by C. Frye,,64-76,,
0:01.0,I. Shumpert misses 2-pt shot from 18 ft,,64-76,,
0:00.0,Offensive rebound by Team,,64-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Personal foul by J. Jones (drawn by M. Morris),,64-76,,
11:38.0,,,64-76,,T. Harris misses 3-pt shot from 26 ft
11:38.0,Defensive rebound by Team,,64-76,,
11:29.0,Turnover by M. Dunleavy (bad pass; steal by S. Johnson),,64-76,,
11:16.0,,,64-79,3,T. Harris makes 3-pt shot from 23 ft (assist by I. Smith)
11:04.0,Shooting foul by M. Morris (drawn by K. Felder),,64-79,,
11:04.0,K. Felder misses free throw 1 of 2,,64-79,,
11:04.0,Offensive rebound by Team,,64-79,,
11:04.0,K. Felder makes free throw 2 of 2,1,65-79,,
10:51.0,,,65-79,,Turnover by T. Harris (bad pass)
10:51.0,K. Irving enters the game for K. Felder,,65-79,,
10:40.0,Turnover by I. Shumpert (bad pass; steal by M. Morris),,65-79,,
10:31.0,,,65-79,,M. Morris misses 3-pt shot from 25 ft
10:31.0,Defensive rebound by Team,,65-79,,
10:31.0,,,65-79,,K. Caldwell-Pope enters the game for S. Johnson
10:16.0,K. Irving misses 2-pt shot from 1 ft,,65-79,,
10:14.0,,,65-79,,Defensive rebound by A. Baynes
10:09.0,,,65-82,3,K. Caldwell-Pope makes 3-pt shot from 25 ft
10:09.0,Cleveland full timeout,,65-82,,
9:56.0,K. Irving misses 3-pt shot from 25 ft,,65-82,,
9:56.0,,,65-82,,Defensive rebound by A. Baynes
9:47.0,,,65-82,,I. Smith misses 2-pt shot from 12 ft
9:46.0,Defensive rebound by K. Irving,,65-82,,
9:39.0,C. Frye makes 3-pt shot from 27 ft (assist by K. Irving),3,68-82,,
9:26.0,,,68-82,,Shooting foul by C. Frye (drawn by T. Harris)
9:26.0,,,68-83,1,T. Harris makes free throw 1 of 2
9:26.0,,,68-84,1,T. Harris makes free throw 2 of 2
9:26.0,,,68-83,,A. Drummond enters the game for A. Baynes
9:15.0,K. Irving makes 2-pt shot from 1 ft (assist by I. Shumpert),2,70-84,,
9:15.0,Shooting foul by K. Caldwell-Pope (drawn by K. Irving),,70-84,,
9:15.0,K. Irving misses free throw 1 of 1,,70-84,,
9:13.0,,,70-84,,Defensive rebound by A. Drummond
8:53.0,,,70-84,,I. Smith misses 2-pt shot from 20 ft
8:52.0,Defensive rebound by M. Dunleavy,,70-84,,
8:43.0,K. Irving misses 3-pt shot from 27 ft,,70-84,,
8:42.0,,,70-84,,Defensive rebound by I. Smith
8:40.0,,,70-84,,R. Jackson enters the game for I. Smith
8:26.0,,,70-86,2,A. Drummond makes 2-pt shot from 1 ft (assist by T. Harris)
8:10.0,C. Frye makes 3-pt shot from 25 ft (assist by K. Irving),3,73-86,,
7:59.0,,,73-86,,R. Jackson misses 2-pt shot from 12 ft
7:59.0,Defensive rebound by M. Dunleavy,,73-86,,
7:53.0,K. Irving makes 2-pt shot from 1 ft,2,75-86,,
7:53.0,,,75-86,,Detroit full timeout
7:53.0,,,75-86,,J. Leuer enters the game for A. Drummond
7:30.0,,,75-86,,M. Morris misses 2-pt shot from 18 ft
7:29.0,,,75-86,,Offensive rebound by M. Morris
7:29.0,,,75-88,2,M. Morris makes 2-pt shot from 17 ft (assist by R. Jackson)
7:11.0,C. Frye misses 2-pt shot from 11 ft,,75-88,,
7:09.0,,,75-88,,Defensive rebound by T. Harris
6:54.0,,,75-88,,Turnover by R. Jackson (bad pass; steal by I. Shumpert)
6:48.0,Turnover by K. Irving (lost ball; steal by R. Jackson),,75-88,,
6:48.0,Personal foul by K. Irving (drawn by R. Jackson),,75-88,,
6:33.0,,,75-91,3,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by R. Jackson)
6:14.0,K. Irving misses 2-pt shot from 8 ft,,75-91,,
6:12.0,,,75-91,,Defensive rebound by T. Harris
5:59.0,,,75-91,,T. Harris misses 2-pt shot from 6 ft
5:58.0,Defensive rebound by J. Jones,,75-91,,
5:47.0,I. Shumpert misses 2-pt shot from 1 ft,,75-91,,
5:46.0,,,75-91,,Defensive rebound by T. Harris
5:40.0,,,75-94,3,R. Jackson makes 3-pt shot from 27 ft
5:39.0,Cleveland full timeout,,75-94,,
5:39.0,K. Felder enters the game for K. Irving,,75-94,,
5:39.0,J. McRae enters the game for C. Frye,,75-94,,
5:20.0,K. Felder makes 2-pt shot from 20 ft (assist by J. McRae),2,77-94,,
5:04.0,,,77-97,3,M. Morris makes 3-pt shot from 26 ft (assist by R. Jackson)
4:37.0,I. Shumpert misses 2-pt shot from 5 ft,,77-97,,
4:37.0,,,77-97,,Defensive rebound by R. Jackson
4:25.0,,,77-97,,J. Leuer misses 2-pt shot from 6 ft
4:24.0,Defensive rebound by J. McRae,,77-97,,
4:11.0,J. McRae makes 3-pt shot from 24 ft (assist by I. Shumpert),3,80-97,,
3:54.0,,,80-97,,Offensive foul by R. Jackson
3:54.0,,,80-97,,Turnover by R. Jackson (offensive foul)
3:45.0,Shooting foul by J. Leuer (drawn by I. Shumpert),,80-97,,
3:45.0,I. Shumpert makes free throw 1 of 2,1,81-97,,
