time,LA Lakers,pts.away,score,pts.home,Utah
4:50.0,J. Randle misses 2-pt shot from 9 ft,,18-18,,
4:50.0,,,18-18,,Defensive rebound by R. Gobert
4:41.0,,,18-18,,Turnover by G. Hill (bad pass)
4:41.0,B. Ingram enters the game for N. Young,,18-18,,
4:41.0,J. Clarkson enters the game for T. Mozgov,,18-18,,
4:41.0,L. Nance enters the game for L. Deng,,18-18,,
4:23.0,B. Ingram makes 2-pt shot from 17 ft,2,20-18,,
4:08.0,,,20-20,2,D. Exum makes 2-pt shot at rim (assist by J. Johnson)
3:57.0,Shooting foul by G. Hill (drawn by D. Russell),,20-20,,
3:57.0,D. Russell misses free throw 1 of 2,,20-20,,
3:57.0,Offensive rebound by Team,,20-20,,
3:57.0,D. Russell makes free throw 2 of 2,1,21-20,,
3:57.0,,,20-20,,D. Favors enters the game for R. Gobert
3:57.0,,,20-20,,J. Ingles enters the game for J. Johnson
3:57.0,T. Black enters the game for J. Randle,,20-20,,
3:50.0,,,21-20,,Shooting foul by T. Black (drawn by D. Exum)
3:50.0,,,21-21,1,D. Exum makes free throw 1 of 2
3:50.0,,,21-22,1,D. Exum makes free throw 2 of 2
3:50.0,L. Williams enters the game for B. Ingram,,21-21,,
3:37.0,D. Russell misses 2-pt shot from 8 ft,,21-22,,
3:36.0,,,21-22,,Defensive rebound by B. Diaw
3:27.0,,,21-24,2,D. Favors makes 2-pt shot from 2 ft (assist by D. Exum)
3:17.0,J. Clarkson makes 2-pt shot from 13 ft,2,23-24,,
2:54.0,,,23-24,,Shooting foul by T. Black (drawn by D. Favors)
2:54.0,LA Lakers full timeout,,23-24,,
2:54.0,,,23-24,,D. Favors misses free throw 1 of 2
2:54.0,,,23-24,,Offensive rebound by Team
2:54.0,,,23-25,1,D. Favors makes free throw 2 of 2
2:54.0,M. Huertas enters the game for D. Russell,,23-24,,
2:54.0,,,23-24,,T. Lyles enters the game for B. Diaw
2:34.0,J. Clarkson misses 2-pt shot from 16 ft,,23-25,,
2:34.0,,,23-25,,Defensive rebound by J. Ingles
2:16.0,,,23-25,,D. Favors misses 2-pt shot from 2 ft
2:15.0,Defensive rebound by T. Black,,23-25,,
2:06.0,J. Clarkson misses 2-pt shot from 2 ft,,23-25,,
2:05.0,Offensive rebound by T. Black,,23-25,,
2:03.0,T. Black makes 2-pt shot from 2 ft,2,25-25,,
1:50.0,,,25-25,,G. Hill misses 3-pt shot from 23 ft
1:50.0,Defensive rebound by T. Black,,25-25,,
1:31.0,T. Black misses 2-pt shot from 2 ft (block by D. Favors),,25-25,,
1:30.0,Offensive rebound by T. Black,,25-25,,
1:28.0,T. Black misses 2-pt shot from 2 ft,,25-25,,
1:27.0,,,25-25,,Defensive rebound by D. Favors
1:12.0,,,25-25,,D. Favors misses 2-pt shot from 17 ft
1:11.0,Defensive rebound by M. Huertas,,25-25,,
1:05.0,Turnover by J. Clarkson (step out of bounds),,25-25,,
1:05.0,T. Robinson enters the game for T. Black,,25-25,,
1:05.0,,,25-25,,S. Mack enters the game for G. Hill
0:46.0,,,25-25,,J. Ingles misses 2-pt shot from 17 ft
0:46.0,,,25-25,,Offensive rebound by D. Favors
0:36.0,,,25-27,2,S. Mack makes 2-pt shot from 2 ft
0:28.0,L. Nance makes 2-pt shot from 1 ft (assist by M. Huertas),2,27-27,,
0:28.0,Shooting foul by J. Ingles (drawn by L. Nance),,27-27,,
0:28.0,L. Nance misses free throw 1 of 1,,27-27,,
0:28.0,,,27-27,,Defensive rebound by S. Mack
0:06.0,,,27-27,,S. Mack misses 2-pt shot from 3 ft (block by J. Clarkson)
0:06.0,,,27-27,,Offensive rebound by D. Favors
0:06.0,,,27-27,,Shooting foul by T. Robinson (drawn by D. Favors)
0:06.0,,,27-27,,D. Favors misses free throw 1 of 2
0:06.0,,,27-27,,Offensive rebound by Team
0:06.0,,,27-28,1,D. Favors makes free throw 2 of 2
0:06.0,N. Young enters the game for T. Robinson,,27-27,,
0:06.0,,,27-27,,G. Hill enters the game for T. Lyles
0:01.0,J. Clarkson misses 3-pt shot from 24 ft,,27-28,,
0:00.0,Offensive rebound by Team,,27-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,T. Robinson misses 2-pt shot from 16 ft,,27-28,,
11:37.0,Offensive rebound by Team,,27-28,,
11:37.0,Turnover by Team (shot clock),,27-28,,
11:21.0,,,27-28,,Turnover by J. Ingles (traveling)
11:05.0,M. Huertas misses 2-pt shot from 5 ft,,27-28,,
11:05.0,Offensive rebound by Team,,27-28,,
11:05.0,L. Deng enters the game for T. Robinson,,27-28,,
11:05.0,,,27-28,,R. Hood enters the game for J. Ingles
11:05.0,,,27-28,,Personal foul by D. Favors (drawn by L. Nance)
10:59.0,M. Huertas misses 2-pt shot from 6 ft,,27-28,,
10:59.0,,,27-28,,Defensive rebound by T. Lyles
10:50.0,,,27-28,,T. Lyles misses 3-pt shot from 24 ft
10:48.0,,,27-28,,Offensive rebound by D. Favors
10:28.0,,,27-28,,S. Mack misses 2-pt shot from 2 ft (block by L. Deng)
10:26.0,Defensive rebound by J. Clarkson,,27-28,,
10:13.0,J. Clarkson misses 3-pt shot from 23 ft,,27-28,,
10:12.0,,,27-28,,Defensive rebound by R. Hood
10:01.0,,,27-28,,T. Lyles misses 2-pt shot from 23 ft
10:01.0,Defensive rebound by M. Huertas,,27-28,,
9:51.0,L. Williams makes 2-pt shot from 4 ft,2,29-28,,
9:37.0,,,29-28,,D. Exum misses 3-pt shot from 23 ft
9:36.0,Defensive rebound by L. Nance,,29-28,,
9:32.0,Turnover by J. Clarkson (traveling),,29-28,,
9:32.0,T. Mozgov enters the game for L. Nance,,29-28,,
9:32.0,,,29-28,,R. Gobert enters the game for D. Favors
9:16.0,,,29-30,2,T. Lyles makes 2-pt shot from 3 ft
9:16.0,,,29-30,,Shooting foul by L. Deng (drawn by T. Lyles)
9:16.0,,,29-31,1,T. Lyles makes free throw 1 of 1
9:16.0,B. Ingram enters the game for J. Clarkson,,29-30,,
9:05.0,L. Williams makes 2-pt shot from 2 ft (assist by M. Huertas),2,31-31,,
8:40.0,,,31-31,,Turnover by S. Mack (bad pass; steal by T. Mozgov)
8:31.0,Turnover by M. Huertas (lost ball; steal by S. Mack),,31-31,,
8:28.0,,,31-33,2,S. Mack makes 2-pt shot from 1 ft
8:12.0,M. Huertas makes 2-pt shot from 8 ft,2,33-33,,
8:12.0,,,33-33,,Away from play foul by R. Gobert (drawn by T. Mozgov)
8:12.0,LA Lakers full timeout,,33-33,,
8:12.0,T. Mozgov makes free throw 1 of 1,1,34-33,,
8:12.0,N. Young enters the game for M. Huertas,,33-33,,
8:12.0,,,33-33,,J. Johnson enters the game for D. Exum
7:54.0,,,34-33,,T. Lyles misses 2-pt shot from 2 ft
7:53.0,,,34-33,,Offensive rebound by Team
7:53.0,Personal foul by B. Ingram (drawn by R. Gobert),,34-33,,
7:46.0,,,34-33,,J. Johnson misses 2-pt shot from 2 ft (block by T. Mozgov)
7:44.0,,,34-33,,Offensive rebound by R. Gobert
7:44.0,,,34-35,2,R. Gobert makes 2-pt shot at rim
7:24.0,L. Deng misses 2-pt shot from 1 ft (block by R. Gobert),,34-35,,
7:23.0,,,34-35,,Defensive rebound by R. Gobert
7:08.0,,,34-35,,Shooting foul by L. Williams (drawn by R. Gobert)
7:08.0,,,34-35,,R. Gobert misses free throw 1 of 2
7:08.0,,,34-35,,Offensive rebound by Team
7:08.0,,,34-36,1,R. Gobert makes free throw 2 of 2
7:08.0,D. Russell enters the game for L. Williams,,34-35,,
7:08.0,,,34-35,,G. Hill enters the game for S. Mack
6:55.0,N. Young makes 2-pt shot from 8 ft,2,36-36,,
6:30.0,,,36-36,,R. Hood misses 3-pt shot from 24 ft
6:29.0,Defensive rebound by L. Deng,,36-36,,
6:22.0,B. Ingram misses 3-pt shot from 25 ft,,36-36,,
6:22.0,,,36-36,,Defensive rebound by T. Lyles
5:59.0,,,36-36,,Turnover by R. Gobert (lost ball; steal by D. Russell)
5:56.0,Shooting foul by R. Hood (drawn by T. Mozgov),,36-36,,
5:56.0,,,36-36,,Utah full timeout
5:56.0,T. Mozgov makes free throw 1 of 2,1,37-36,,
5:56.0,T. Mozgov makes free throw 2 of 2,1,38-36,,
5:56.0,J. Randle enters the game for B. Ingram,,36-36,,
5:56.0,,,36-36,,B. Diaw enters the game for T. Lyles
5:38.0,,,38-36,,R. Hood misses 3-pt shot from 25 ft
5:37.0,Defensive rebound by L. Deng,,38-36,,
5:33.0,Shooting foul by B. Diaw (drawn by D. Russell),,38-36,,
5:33.0,D. Russell misses free throw 1 of 2,,38-36,,
5:33.0,Offensive rebound by Team,,38-36,,
5:33.0,D. Russell misses free throw 2 of 2,,38-36,,
5:33.0,,,38-36,,Defensive rebound by R. Hood
5:17.0,,,38-36,,G. Hill misses 3-pt shot from 25 ft
5:16.0,Defensive rebound by T. Mozgov,,38-36,,
5:04.0,D. Russell misses 3-pt shot from 24 ft,,38-36,,
5:03.0,,,38-36,,Defensive rebound by R. Hood
4:44.0,,,38-36,,R. Hood misses 3-pt shot from 25 ft
4:42.0,Defensive rebound by D. Russell,,38-36,,
4:38.0,Shooting foul by R. Hood (drawn by T. Mozgov),,38-36,,
4:38.0,T. Mozgov makes free throw 1 of 2,1,39-36,,
4:38.0,T. Mozgov makes free throw 2 of 2,1,40-36,,
4:38.0,,,39-36,,D. Exum enters the game for R. Hood
4:16.0,,,40-36,,Shooting foul by D. Russell (drawn by G. Hill)
4:16.0,,,40-37,1,G. Hill makes free throw 1 of 2
4:16.0,,,40-38,1,G. Hill makes free throw 2 of 2
4:01.0,,,40-38,,D. Favors enters the game for B. Diaw
3:51.0,Turnover by Team (shot clock),,40-38,,
3:35.0,,,40-38,,Turnover by J. Johnson (lost ball; steal by L. Deng)
3:31.0,L. Deng makes 2-pt shot at rim (assist by D. Russell),2,42-38,,
3:19.0,,,42-40,2,G. Hill makes 2-pt shot from 2 ft (assist by D. Favors)
3:19.0,,,42-40,,Shooting foul by N. Young (drawn by G. Hill)
3:19.0,,,42-41,1,G. Hill makes free throw 1 of 1
3:10.0,Turnover by D. Russell (bad pass),,42-41,,
2:53.0,,,42-43,2,D. Favors makes 2-pt shot from 1 ft (assist by D. Exum)
2:42.0,LA Lakers full timeout,,42-43,,
2:42.0,Technical foul by J. Randle,,42-43,,
2:42.0,,,42-44,1,G. Hill makes technical free throw
2:42.0,J. Clarkson enters the game for N. Young,,42-43,,
2:24.0,T. Mozgov misses 2-pt shot from 11 ft,,42-44,,
2:24.0,Offensive rebound by L. Deng,,42-44,,
2:24.0,L. Deng misses 2-pt shot from 2 ft,,42-44,,
2:23.0,,,42-44,,Defensive rebound by D. Favors
2:05.0,,,42-44,,D. Favors misses 2-pt shot from 2 ft
2:04.0,,,42-44,,Offensive rebound by D. Favors
2:04.0,,,42-46,2,D. Favors makes 2-pt shot at rim
2:04.0,,,42-46,,Shooting foul by T. Mozgov (drawn by D. Favors)
2:04.0,,,42-47,1,D. Favors makes free throw 1 of 1
1:44.0,Shooting foul by G. Hill (drawn by T. Mozgov),,42-47,,
1:44.0,T. Mozgov makes free throw 1 of 2,1,43-47,,
1:44.0,T. Mozgov misses free throw 2 of 2,,43-47,,
1:43.0,,,43-47,,Defensive rebound by R. Gobert
1:21.0,,,43-47,,J. Johnson misses 3-pt shot from 24 ft
1:20.0,Defensive rebound by T. Mozgov,,43-47,,
1:12.0,Turnover by D. Russell (bad pass; steal by D. Favors),,43-47,,
1:04.0,,,43-47,,R. Gobert misses 2-pt shot from 2 ft
1:02.0,,,43-47,,Offensive rebound by R. Gobert
1:02.0,,,43-47,,R. Gobert misses 2-pt shot from 2 ft (block by T. Mozgov)
1:00.0,Defensive rebound by J. Clarkson,,43-47,,
0:55.0,Offensive charge foul by J. Randle,,43-47,,
0:55.0,Turnover by J. Randle (offensive foul),,43-47,,
0:36.0,,,43-47,,Shooting foul by T. Mozgov (drawn by D. Favors)
0:36.0,,,43-48,1,D. Favors makes free throw 1 of 2
0:36.0,,,43-48,,D. Favors misses free throw 2 of 2
0:36.0,Defensive rebound by L. Deng,,43-48,,
0:15.0,D. Russell misses 2-pt shot from 11 ft,,43-48,,
0:15.0,,,43-48,,Defensive rebound by D. Favors
0:03.0,,,43-48,,G. Hill misses 3-pt shot from 26 ft
0:02.0,Defensive rebound by L. Deng,,43-48,,
0:00.0,L. Deng misses 3-pt shot from 53 ft,,43-48,,
0:00.0,Offensive rebound by Team,,43-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,Turnover by D. Russell (3 sec),,43-48,,
11:33.0,,,43-48,,R. Hood misses 2-pt shot from 18 ft (block by N. Young)
11:33.0,Defensive rebound by T. Mozgov,,43-48,,
11:26.0,N. Young misses 2-pt shot from 4 ft (block by R. Gobert),,43-48,,
11:25.0,,,43-48,,Defensive rebound by B. Diaw
11:18.0,,,43-48,,G. Hill misses 3-pt shot from 24 ft
11:16.0,Defensive rebound by L. Deng,,43-48,,
10:58.0,J. Randle misses 2-pt shot from 9 ft,,43-48,,
10:57.0,,,43-48,,Defensive rebound by J. Johnson
10:46.0,,,43-48,,R. Hood misses 3-pt shot from 23 ft
10:45.0,,,43-48,,Offensive rebound by B. Diaw
10:38.0,,,43-48,,Shooting foul by T. Mozgov (drawn by R. Gobert)
10:38.0,,,43-49,1,R. Gobert makes free throw 1 of 2
10:38.0,,,43-49,,R. Gobert misses free throw 2 of 2
10:38.0,,,43-49,,Offensive rebound by J. Johnson
10:35.0,Personal foul by D. Russell (drawn by R. Gobert),,43-49,,
10:35.0,LA Lakers full timeout,,43-49,,
10:28.0,,,43-49,,R. Hood misses 3-pt shot from 24 ft
10:28.0,Defensive rebound by L. Deng,,43-49,,
10:20.0,N. Young misses 2-pt shot from 10 ft,,43-49,,
10:19.0,,,43-49,,Defensive rebound by J. Johnson
10:04.0,,,43-51,2,G. Hill makes 2-pt shot from 3 ft
9:51.0,D. Russell misses 2-pt shot from 18 ft,,43-51,,
9:49.0,,,43-51,,Defensive rebound by G. Hill
9:49.0,Personal foul by T. Mozgov (drawn by G. Hill),,43-51,,
9:49.0,,,43-51,,S. Mack enters the game for G. Hill
9:27.0,,,43-51,,J. Johnson misses 2-pt shot from 5 ft
9:26.0,Defensive rebound by T. Mozgov,,43-51,,
9:11.0,T. Mozgov misses 2-pt shot from 5 ft,,43-51,,
9:11.0,,,43-51,,Defensive rebound by Team
9:11.0,Loose ball foul by T. Mozgov (drawn by R. Gobert),,43-51,,
9:11.0,L. Nance enters the game for T. Mozgov,,43-51,,
9:00.0,Technical foul by T. Mozgov,,43-51,,
9:00.0,,,43-51,,R. Hood misses technical free throw
9:00.0,,,43-51,,Offensive rebound by Team
8:57.0,Personal foul by L. Nance (drawn by R. Gobert),,43-51,,
8:57.0,,,43-51,,R. Gobert misses free throw 1 of 2
8:57.0,,,43-51,,Offensive rebound by Team
8:57.0,,,43-52,1,R. Gobert makes free throw 2 of 2
8:57.0,,,43-51,,G. Hill enters the game for S. Mack
8:45.0,D. Russell misses 2-pt shot from 3 ft (block by R. Gobert),,43-52,,
8:44.0,,,43-52,,Defensive rebound by J. Johnson
8:41.0,,,43-54,2,R. Hood makes 2-pt shot from 1 ft (assist by J. Johnson)
8:21.0,,,43-54,,Def 3 sec tech foul by R. Gobert
8:21.0,D. Russell makes technical free throw,1,44-54,,
8:21.0,L. Williams enters the game for L. Deng,,44-54,,
8:21.0,M. Huertas enters the game for J. Randle,,44-54,,
8:21.0,J. Clarkson enters the game for N. Young,,44-54,,
8:21.0,T. Black enters the game for D. Russell,,44-54,,
8:06.0,M. Huertas misses 2-pt shot from 14 ft,,44-54,,
8:06.0,,,44-54,,Defensive rebound by R. Gobert
7:54.0,,,44-54,,R. Hood misses 2-pt shot from 2 ft
7:54.0,Defensive rebound by L. Nance,,44-54,,
7:47.0,L. Williams makes 2-pt shot from 12 ft,2,46-54,,
7:25.0,,,46-54,,R. Gobert misses 2-pt shot from 8 ft
7:25.0,Defensive rebound by L. Nance,,46-54,,
7:03.0,L. Nance misses 3-pt shot from 27 ft,,46-54,,
7:02.0,Offensive rebound by Team,,46-54,,
7:02.0,Turnover by Team (shot clock),,46-54,,
6:46.0,,,46-54,,R. Gobert misses 2-pt shot from 3 ft
6:45.0,Defensive rebound by M. Huertas,,46-54,,
6:24.0,J. Clarkson misses 2-pt shot from 10 ft,,46-54,,
6:24.0,Offensive rebound by Team,,46-54,,
6:20.0,T. Black makes 2-pt shot from 14 ft,2,48-54,,
6:19.0,,,48-54,,Utah full timeout
6:19.0,,,48-54,,D. Favors enters the game for R. Gobert
5:55.0,,,48-57,3,R. Hood makes 3-pt shot from 26 ft (assist by G. Hill)
5:34.0,L. Williams misses 2-pt shot from 10 ft,,48-57,,
5:33.0,Offensive rebound by T. Black,,48-57,,
5:33.0,T. Black makes 2-pt shot from 2 ft,2,50-57,,
5:22.0,Personal foul by J. Clarkson (drawn by J. Johnson),,50-57,,
5:22.0,,,50-58,1,J. Johnson makes free throw 1 of 2
5:22.0,,,50-59,1,J. Johnson makes free throw 2 of 2
5:10.0,L. Williams misses 2-pt shot from 11 ft,,50-59,,
5:09.0,,,50-59,,Defensive rebound by J. Johnson
4:59.0,,,50-59,,J. Johnson misses 2-pt shot from 6 ft
4:58.0,,,50-59,,Offensive rebound by D. Favors
4:58.0,,,50-61,2,J. Johnson makes 2-pt shot from 1 ft
4:37.0,,,50-61,,Personal foul by J. Johnson (drawn by L. Nance)
4:37.0,,,50-61,,T. Lyles enters the game for B. Diaw
4:32.0,M. Huertas misses 2-pt shot from 14 ft (block by D. Favors),,50-61,,
4:31.0,Offensive rebound by M. Huertas,,50-61,,
4:28.0,M. Huertas makes 2-pt shot from 8 ft,2,52-61,,
4:12.0,,,52-61,,Turnover by D. Favors (traveling)
4:04.0,,,52-61,,Personal foul by G. Hill (drawn by L. Nance)
4:04.0,,,52-61,,D. Exum enters the game for J. Johnson
3:56.0,L. Williams makes 3-pt shot from 24 ft (assist by M. Huertas),3,55-61,,
3:45.0,,,55-61,,S. Mack enters the game for G. Hill
3:37.0,,,55-61,,T. Lyles misses 3-pt shot from 25 ft
3:35.0,Defensive rebound by Team,,55-61,,
3:22.0,J. Clarkson misses 3-pt shot from 24 ft,,55-61,,
3:22.0,,,55-61,,Defensive rebound by Team
3:06.0,,,55-61,,Turnover by D. Favors (bad pass)
2:46.0,L. Williams misses 2-pt shot from 15 ft,,55-61,,
2:46.0,Offensive rebound by T. Black,,55-61,,
2:44.0,T. Black makes 2-pt shot from 2 ft,2,57-61,,
2:28.0,,,57-61,,Shooting foul by L. Nance (drawn by R. Hood)
2:28.0,LA Lakers full timeout,,57-61,,
2:28.0,,,57-62,1,R. Hood makes free throw 1 of 2
2:28.0,,,57-62,,R. Hood misses free throw 2 of 2
2:28.0,Defensive rebound by T. Black,,57-62,,
2:05.0,L. Nance misses 2-pt shot from 10 ft,,57-62,,
2:05.0,,,57-62,,Defensive rebound by D. Favors
1:49.0,,,57-64,2,D. Favors makes 2-pt shot at rim (assist by S. Mack)
1:24.0,L. Nance makes 3-pt shot from 25 ft (assist by L. Williams),3,60-64,,
1:05.0,,,60-64,,Turnover by D. Favors (offensive foul)
1:05.0,,,60-64,,Offensive foul by D. Favors
1:05.0,J. Randle enters the game for T. Black,,60-64,,
1:05.0,,,60-64,,J. Ingles enters the game for R. Hood
0:41.0,J. Randle misses 2-pt shot from 18 ft,,60-64,,
0:40.0,,,60-64,,Defensive rebound by S. Mack
0:32.0,,,60-64,,Turnover by T. Lyles (bad pass; steal by L. Williams)
0:28.0,J. Clarkson makes 2-pt shot at rim (assist by L. Williams),2,62-64,,
0:12.0,,,62-64,,Offensive foul by D. Favors
0:12.0,,,62-64,,Turnover by D. Favors (offensive foul)
0:12.0,N. Young enters the game for L. Nance,,62-64,,
0:04.0,L. Williams makes 3-pt shot from 25 ft,3,65-64,,
0:01.0,,,65-64,,Shooting foul by L. Williams (drawn by D. Favors)
0:01.0,,,65-64,,D. Favors misses free throw 1 of 2
0:01.0,,,65-64,,Offensive rebound by Team
0:01.0,,,65-65,1,D. Favors makes free throw 2 of 2
0:00.0,Turnover by M. Huertas (bad pass),,65-65,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,65-65,,Turnover by D. Favors (lost ball; steal by L. Deng)
11:22.0,Turnover by J. Randle (lost ball; steal by D. Favors),,65-65,,
11:17.0,,,65-65,,Turnover by D. Exum (lost ball)
11:06.0,,,65-65,,R. Hood enters the game for D. Exum
11:01.0,J. Randle misses 2-pt shot from 3 ft,,65-65,,
11:00.0,Offensive rebound by D. Russell,,65-65,,
10:47.0,Turnover by J. Clarkson (step out of bounds),,65-65,,
10:30.0,,,65-65,,S. Mack misses 2-pt shot from 3 ft (block by J. Randle)
10:29.0,,,65-65,,Offensive rebound by Team
10:21.0,,,65-68,3,T. Lyles makes 3-pt shot from 25 ft (assist by J. Ingles)
10:01.0,J. Randle makes 2-pt shot at rim (assist by D. Russell),2,67-68,,
9:46.0,,,67-68,,Shooting foul by J. Randle (drawn by D. Favors)
9:46.0,,,67-69,1,D. Favors makes free throw 1 of 2
9:46.0,,,67-70,1,D. Favors makes free throw 2 of 2
9:46.0,,,67-69,,G. Hill enters the game for J. Ingles
9:32.0,Turnover by L. Williams (bad pass; steal by R. Hood),,67-70,,
9:28.0,,,67-72,2,S. Mack makes 2-pt shot from 2 ft
9:10.0,L. Williams makes 3-pt shot from 23 ft (assist by D. Russell),3,70-72,,
8:48.0,,,70-72,,T. Lyles misses 2-pt shot from 15 ft
8:47.0,Defensive rebound by D. Russell,,70-72,,
8:41.0,LA Lakers full timeout,,70-72,,
8:41.0,,,70-72,,R. Gobert enters the game for D. Favors
8:41.0,T. Mozgov enters the game for J. Randle,,70-72,,
8:32.0,D. Russell makes 3-pt shot from 24 ft (assist by L. Williams),3,73-72,,
8:17.0,,,73-72,,T. Lyles misses 3-pt shot from 24 ft
8:16.0,Defensive rebound by T. Mozgov,,73-72,,
8:04.0,L. Deng makes 3-pt shot from 24 ft (assist by L. Williams),3,76-72,,
7:39.0,,,76-72,,Shooting foul by J. Clarkson (drawn by R. Hood)
7:39.0,,,76-73,1,R. Hood makes free throw 1 of 2
7:39.0,,,76-74,1,R. Hood makes free throw 2 of 2
7:39.0,,,76-73,,J. Johnson enters the game for T. Lyles
7:24.0,J. Clarkson misses 2-pt shot from 18 ft,,76-74,,
7:24.0,,,76-74,,Defensive rebound by S. Mack
7:04.0,,,76-77,3,G. Hill makes 3-pt shot from 24 ft (assist by R. Hood)
6:48.0,L. Williams misses 2-pt shot from 19 ft,,76-77,,
6:47.0,Offensive rebound by Team,,76-77,,
6:47.0,,,76-77,,Loose ball foul by S. Mack
6:47.0,N. Young enters the game for L. Williams,,76-77,,
6:42.0,D. Russell misses 2-pt shot from 13 ft,,76-77,,
6:41.0,,,76-77,,Defensive rebound by R. Hood
6:31.0,,,76-79,2,S. Mack makes 2-pt shot from 13 ft
6:17.0,L. Deng misses 3-pt shot from 24 ft,,76-79,,
6:16.0,,,76-79,,Defensive rebound by R. Hood
6:07.0,,,76-79,,R. Hood misses 2-pt shot from 15 ft
6:05.0,,,76-79,,Offensive rebound by R. Gobert
6:05.0,,,76-81,2,R. Gobert makes 2-pt shot from 1 ft
5:40.0,D. Russell misses 2-pt shot from 11 ft,,76-81,,
5:39.0,,,76-81,,Defensive rebound by R. Gobert
5:18.0,,,76-83,2,J. Johnson makes 2-pt shot from 9 ft
5:18.0,LA Lakers full timeout,,76-83,,
5:18.0,J. Randle enters the game for T. Mozgov,,76-83,,
5:18.0,,,76-83,,D. Exum enters the game for R. Hood
5:01.0,L. Deng misses 2-pt shot from 6 ft,,76-83,,
5:00.0,Offensive rebound by J. Randle,,76-83,,
5:00.0,,,76-83,,Personal foul by S. Mack (drawn by J. Randle)
5:00.0,L. Williams enters the game for J. Clarkson,,76-83,,
4:55.0,Shooting foul by G. Hill (drawn by N. Young),,76-83,,
4:55.0,N. Young makes free throw 1 of 3,1,77-83,,
4:55.0,N. Young makes free throw 2 of 3,1,78-83,,
4:55.0,N. Young makes free throw 3 of 3,1,79-83,,
4:41.0,Personal foul by N. Young (drawn by S. Mack),,79-83,,
4:31.0,,,79-83,,S. Mack misses 3-pt shot from 26 ft
4:31.0,Defensive rebound by J. Randle,,79-83,,
