time,Milwaukee,pts.away,score,pts.home,Toronto
7:05.0,Defensive rebound by G. Antetokounmpo,,6-10,,
6:51.0,T. Snell makes 3-pt shot from 28 ft (assist by T. Maker),3,9-10,,
6:24.0,,,9-10,,D. DeRozan misses 2-pt shot from 17 ft
6:24.0,Defensive rebound by M. Brogdon,,9-10,,
6:14.0,K. Middleton makes 2-pt shot from 11 ft,2,11-10,,
6:05.0,,,11-10,,Toronto full timeout
6:05.0,G. Monroe enters the game for T. Maker,,11-10,,
5:55.0,,,11-13,3,K. Lowry makes 3-pt shot from 26 ft (assist by D. DeRozan)
5:41.0,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Brogdon),2,13-13,,
5:14.0,,,13-13,,S. Ibaka misses 2-pt shot from 11 ft
5:13.0,Defensive rebound by G. Antetokounmpo,,13-13,,
5:00.0,G. Monroe misses 2-pt shot from 7 ft,,13-13,,
4:59.0,Offensive rebound by G. Antetokounmpo,,13-13,,
4:58.0,G. Antetokounmpo misses 2-pt shot from 1 ft,,13-13,,
4:56.0,Offensive rebound by G. Antetokounmpo,,13-13,,
4:56.0,G. Antetokounmpo misses 2-pt shot from 1 ft,,13-13,,
4:56.0,,,13-13,,Defensive rebound by D. Carroll
4:48.0,,,13-15,2,D. DeRozan makes 2-pt shot from 2 ft
4:34.0,M. Brogdon misses 2-pt shot from 5 ft,,13-15,,
4:33.0,,,13-15,,Defensive rebound by K. Lowry
4:25.0,,,13-15,,K. Lowry misses 2-pt shot from 3 ft
4:25.0,Defensive rebound by Team,,13-15,,
4:25.0,,,13-15,,Personal foul by J. Valanciunas (drawn by K. Middleton)
4:25.0,M. Dellavedova enters the game for M. Brogdon,,13-15,,
4:25.0,,,13-15,,P. Tucker enters the game for S. Ibaka
4:10.0,G. Antetokounmpo misses 2-pt shot from 1 ft (block by D. Carroll),,13-15,,
4:10.0,Offensive rebound by Team,,13-15,,
4:08.0,Shooting foul by J. Valanciunas (drawn by G. Monroe),,13-15,,
4:08.0,G. Monroe makes 2-pt shot from 3 ft (assist by K. Middleton),2,15-15,,
4:08.0,G. Monroe makes free throw 1 of 1,1,16-15,,
4:08.0,,,15-15,,P. Patterson enters the game for J. Valanciunas
3:45.0,,,16-15,,P. Patterson misses 3-pt shot from 27 ft
3:44.0,,,16-15,,Offensive rebound by Team
3:44.0,,,16-15,,Turnover by Team (shot clock)
3:44.0,,,16-15,,J. Poeltl enters the game for D. Carroll
3:26.0,,,16-15,,Personal foul by P. Tucker
3:26.0,M. Teletovic enters the game for G. Antetokounmpo,,16-15,,
3:13.0,Turnover by K. Middleton (step out of bounds),,16-15,,
2:52.0,,,16-17,2,D. DeRozan makes 2-pt shot from 3 ft (assist by K. Lowry)
2:34.0,M. Dellavedova makes 2-pt shot from 19 ft,2,18-17,,
2:30.0,,,18-17,,Turnover by K. Lowry (bad pass; steal by K. Middleton)
2:28.0,,,18-17,,Personal foul by D. DeRozan (drawn by K. Middleton)
2:28.0,Milwaukee full timeout,,18-17,,
2:28.0,K. Middleton makes free throw 1 of 2,1,19-17,,
2:28.0,K. Middleton makes free throw 2 of 2,1,20-17,,
2:28.0,,,18-17,,C. Joseph enters the game for K. Lowry
2:06.0,,,20-20,3,C. Joseph makes 3-pt shot from 25 ft (assist by P. Tucker)
1:49.0,Turnover by G. Monroe (traveling),,20-20,,
1:40.0,,,20-20,,Shooting foul by M. Teletovic (drawn by D. DeRozan)
1:40.0,,,20-21,1,D. DeRozan makes free throw 1 of 2
1:40.0,,,20-22,1,D. DeRozan makes free throw 2 of 2
1:24.0,K. Middleton makes 3-pt shot from 25 ft (assist by G. Monroe),3,23-22,,
1:04.0,,,23-24,2,J. Poeltl makes 2-pt shot from 3 ft (assist by P. Tucker)
0:56.0,Shooting foul by J. Poeltl (drawn by K. Middleton),,23-24,,
0:56.0,K. Middleton makes free throw 1 of 2,1,24-24,,
0:56.0,K. Middleton makes free throw 2 of 2,1,25-24,,
0:48.0,,,25-24,,Shooting foul by T. Snell (drawn by D. DeRozan)
0:48.0,,,25-25,1,D. DeRozan makes free throw 1 of 2
0:48.0,,,25-26,1,D. DeRozan makes free throw 2 of 2
0:27.0,M. Dellavedova misses 2-pt shot from 5 ft,,25-26,,
0:26.0,,,25-26,,Defensive rebound by J. Poeltl
0:03.0,,,25-28,2,D. DeRozan makes 2-pt shot from 7 ft
0:00.0,T. Snell misses 3-pt shot from 25 ft,,25-28,,
0:00.0,Offensive rebound by Team,,25-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,G. Antetokounmpo misses 2-pt shot from 21 ft,,25-28,,
11:38.0,,,25-28,,Defensive rebound by Team
11:17.0,,,25-31,3,C. Joseph makes 3-pt shot from 26 ft (assist by P. Patterson)
10:58.0,G. Antetokounmpo makes 2-pt shot from 20 ft,2,27-31,,
10:45.0,,,27-34,3,P. Patterson makes 3-pt shot from 24 ft (assist by C. Joseph)
10:33.0,Turnover by G. Antetokounmpo (lost ball; steal by K. Lowry),,27-34,,
10:27.0,,,27-36,2,P. Tucker makes 2-pt shot from 20 ft (assist by K. Lowry)
10:27.0,Milwaukee full timeout,,27-36,,
10:10.0,M. Teletovic misses 3-pt shot from 26 ft,,27-36,,
10:10.0,,,27-36,,Defensive rebound by S. Ibaka
10:00.0,,,27-36,,S. Ibaka misses 3-pt shot from 26 ft
10:00.0,Defensive rebound by Team,,27-36,,
9:48.0,M. Dellavedova misses 2-pt shot from 6 ft,,27-36,,
9:48.0,,,27-36,,Defensive rebound by S. Ibaka
9:32.0,,,27-36,,S. Ibaka misses 2-pt shot from 5 ft
9:32.0,Defensive rebound by G. Monroe,,27-36,,
9:26.0,J. Terry makes 2-pt shot from 12 ft (assist by G. Antetokounmpo),2,29-36,,
9:26.0,Shooting foul by C. Joseph (drawn by J. Terry),,29-36,,
9:26.0,J. Terry makes free throw 1 of 1,1,30-36,,
9:26.0,M. Brogdon enters the game for M. Dellavedova,,29-36,,
9:11.0,,,30-36,,S. Ibaka misses 3-pt shot from 25 ft
9:10.0,Defensive rebound by G. Antetokounmpo,,30-36,,
8:56.0,G. Monroe makes 2-pt shot from 7 ft,2,32-36,,
8:41.0,,,32-36,,K. Lowry misses 2-pt shot from 4 ft (block by M. Brogdon)
8:41.0,,,32-36,,Offensive rebound by Team
8:37.0,,,32-36,,P. Tucker misses 3-pt shot from 23 ft
8:36.0,Defensive rebound by J. Terry,,32-36,,
8:29.0,G. Monroe makes 2-pt shot at rim (assist by J. Terry),2,34-36,,
8:25.0,,,34-36,,Toronto full timeout
8:25.0,,,34-36,,D. Wright enters the game for C. Joseph
8:09.0,,,34-36,,Turnover by S. Ibaka (lost ball; steal by J. Terry)
8:06.0,Shooting foul by K. Lowry (drawn by G. Monroe),,34-36,,
8:06.0,G. Monroe makes free throw 1 of 2,1,35-36,,
8:06.0,G. Monroe makes free throw 2 of 2,1,36-36,,
7:48.0,,,36-39,3,P. Patterson makes 3-pt shot from 23 ft (assist by D. Wright)
7:23.0,G. Monroe makes 2-pt shot from 16 ft (assist by G. Antetokounmpo),2,38-39,,
7:07.0,,,38-42,3,K. Lowry makes 3-pt shot from 26 ft
6:51.0,M. Brogdon misses 2-pt shot from 18 ft,,38-42,,
6:51.0,Offensive rebound by G. Monroe,,38-42,,
6:47.0,G. Monroe misses 2-pt shot from 3 ft,,38-42,,
6:45.0,,,38-42,,Defensive rebound by P. Patterson
6:37.0,,,38-42,,D. Wright misses 2-pt shot from 1 ft
6:35.0,Defensive rebound by G. Monroe,,38-42,,
6:26.0,,,38-42,,Personal foul by K. Lowry (drawn by G. Monroe)
6:26.0,,,38-42,,J. Valanciunas enters the game for S. Ibaka
6:26.0,,,38-42,,D. DeRozan enters the game for P. Tucker
6:26.0,K. Middleton enters the game for M. Teletovic,,38-42,,
6:26.0,T. Snell enters the game for J. Terry,,38-42,,
6:10.0,M. Brogdon misses 2-pt shot from 17 ft,,38-42,,
6:09.0,,,38-42,,Defensive rebound by D. Wright
5:57.0,,,38-42,,Shooting foul by G. Monroe (drawn by J. Valanciunas)
5:57.0,,,38-42,,J. Valanciunas misses free throw 1 of 2
5:57.0,,,38-42,,Offensive rebound by Team
5:57.0,,,38-43,1,J. Valanciunas makes free throw 2 of 2
5:57.0,S. Hawes enters the game for G. Monroe,,38-42,,
5:41.0,Turnover by M. Brogdon (lost ball),,38-43,,
5:21.0,,,38-43,,Shooting foul by S. Hawes (drawn by K. Lowry)
5:21.0,,,38-44,1,K. Lowry makes free throw 1 of 3
5:21.0,,,38-45,1,K. Lowry makes free throw 2 of 3
5:21.0,,,38-46,1,K. Lowry makes free throw 3 of 3
4:56.0,K. Middleton makes 2-pt shot from 15 ft (assist by S. Hawes),2,40-46,,
4:37.0,,,40-46,,P. Patterson misses 3-pt shot from 24 ft
4:36.0,Defensive rebound by T. Snell,,40-46,,
4:35.0,Turnover by G. Antetokounmpo (traveling),,40-46,,
4:09.0,,,40-46,,D. DeRozan misses 3-pt shot from 27 ft
4:09.0,Defensive rebound by Team,,40-46,,
3:56.0,G. Antetokounmpo makes 2-pt shot from 20 ft,2,42-46,,
3:39.0,,,42-48,2,K. Lowry makes 2-pt shot from 5 ft
3:31.0,T. Snell misses 3-pt shot from 23 ft,,42-48,,
3:30.0,,,42-48,,Defensive rebound by K. Lowry
3:27.0,,,42-48,,Shooting foul by M. Brogdon (drawn by K. Lowry)
3:27.0,,,42-49,1,K. Lowry makes free throw 1 of 2
3:27.0,,,42-50,1,K. Lowry makes free throw 2 of 2
3:16.0,M. Brogdon makes 3-pt shot from 25 ft (assist by G. Antetokounmpo),3,45-50,,
2:58.0,,,45-50,,K. Lowry misses 3-pt shot from 25 ft
2:58.0,,,45-50,,Offensive rebound by D. Wright
2:53.0,,,45-52,2,K. Lowry makes 2-pt shot from 4 ft (assist by D. Wright)
2:36.0,M. Brogdon misses 2-pt shot from 4 ft,,45-52,,
2:35.0,Offensive rebound by G. Antetokounmpo,,45-52,,
2:34.0,G. Antetokounmpo misses 2-pt shot from 1 ft,,45-52,,
2:34.0,Offensive rebound by G. Antetokounmpo,,45-52,,
2:32.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,47-52,,
2:22.0,,,47-52,,K. Lowry misses 2-pt shot from 2 ft
2:21.0,Defensive rebound by K. Middleton,,47-52,,
2:20.0,Turnover by K. Middleton (bad pass; steal by P. Patterson),,47-52,,
2:16.0,,,47-52,,P. Patterson misses 3-pt shot from 23 ft
2:16.0,,,47-52,,Offensive rebound by Team
2:16.0,Loose ball foul by S. Hawes (drawn by K. Lowry),,47-52,,
2:16.0,Official timeout,,47-52,,
2:16.0,,,47-52,,C. Joseph enters the game for K. Lowry
2:16.0,,,47-52,,P. Tucker enters the game for P. Patterson
2:02.0,Def 3 sec tech foul by G. Antetokounmpo,,47-52,,
2:02.0,,,47-52,,D. DeRozan misses technical free throw
2:02.0,,,47-52,,Offensive rebound by Team
1:56.0,,,47-52,,D. DeRozan misses 2-pt shot from 17 ft
1:55.0,,,47-52,,Offensive rebound by J. Valanciunas
1:51.0,,,47-52,,J. Valanciunas misses 2-pt shot from 1 ft
1:50.0,,,47-52,,Offensive rebound by J. Valanciunas
1:35.0,,,47-55,3,C. Joseph makes 3-pt shot from 24 ft (assist by D. Wright)
1:22.0,,,47-55,,Personal foul by P. Tucker
1:08.0,G. Antetokounmpo misses 3-pt shot from 25 ft,,47-55,,
1:07.0,,,47-55,,Defensive rebound by P. Tucker
0:54.0,,,47-55,,J. Valanciunas misses 2-pt shot from 5 ft
0:53.0,Defensive rebound by K. Middleton,,47-55,,
0:43.0,T. Snell makes 3-pt shot from 24 ft (assist by K. Middleton),3,50-55,,
0:33.0,,,50-55,,Turnover by C. Joseph (bad pass)
0:33.0,,,50-55,,D. Carroll enters the game for P. Tucker
0:14.0,S. Hawes misses 3-pt shot from 25 ft,,50-55,,
0:14.0,Offensive rebound by G. Antetokounmpo,,50-55,,
0:09.0,G. Antetokounmpo misses 2-pt shot from 13 ft,,50-55,,
0:08.0,Offensive rebound by M. Brogdon,,50-55,,
0:01.0,K. Middleton misses 2-pt shot from 16 ft,,50-55,,
0:00.0,Offensive rebound by G. Antetokounmpo,,50-55,,
0:00.0,G. Antetokounmpo misses 2-pt shot at rim,,50-55,,
0:00.0,Offensive rebound by S. Hawes,,50-55,,
0:00.0,S. Hawes makes 2-pt shot from 1 ft,2,52-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,K. Middleton misses 2-pt shot from 15 ft,,52-55,,
11:39.0,Offensive rebound by T. Maker,,52-55,,
11:22.0,T. Snell makes 2-pt shot from 6 ft,2,54-55,,
11:10.0,,,54-55,,D. DeRozan misses 2-pt shot from 4 ft
11:10.0,Defensive rebound by T. Maker,,54-55,,
10:51.0,K. Middleton makes 3-pt shot from 27 ft (assist by G. Antetokounmpo),3,57-55,,
10:51.0,Shooting foul by D. Carroll (drawn by K. Middleton),,57-55,,
10:51.0,K. Middleton makes free throw 1 of 1,1,58-55,,
10:33.0,,,58-57,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by S. Ibaka)
10:07.0,T. Maker misses 2-pt shot at rim (block by S. Ibaka),,58-57,,
10:07.0,,,58-57,,Defensive rebound by D. DeRozan
10:01.0,,,58-59,2,D. DeRozan makes 2-pt shot from 2 ft
10:01.0,,,58-59,,Shooting foul by T. Maker (drawn by D. DeRozan)
10:01.0,,,58-60,1,D. DeRozan makes free throw 1 of 1
9:49.0,G. Antetokounmpo makes 2-pt shot from 21 ft,2,60-60,,
9:32.0,,,60-63,3,D. Carroll makes 3-pt shot from 23 ft (assist by D. DeRozan)
9:11.0,T. Maker misses 3-pt shot from 25 ft,,60-63,,
9:11.0,,,60-63,,Defensive rebound by D. DeRozan
8:58.0,,,60-65,2,J. Valanciunas makes 2-pt shot at rim (assist by S. Ibaka)
8:42.0,Turnover by M. Brogdon (step out of bounds),,60-65,,
8:32.0,,,60-65,,Shooting foul by G. Antetokounmpo (drawn by D. Carroll)
8:32.0,,,60-65,,D. Carroll misses free throw 1 of 3
8:32.0,,,60-65,,Offensive rebound by Team
8:32.0,,,60-66,1,D. Carroll makes free throw 2 of 3
8:32.0,,,60-66,,D. Carroll misses free throw 3 of 3
8:32.0,,,60-66,,Offensive rebound by J. Valanciunas
8:30.0,,,60-66,,J. Valanciunas misses 2-pt shot from 1 ft (block by T. Maker)
8:28.0,Defensive rebound by G. Antetokounmpo,,60-66,,
8:24.0,,,60-66,,Personal foul by D. Carroll (drawn by T. Maker)
8:12.0,G. Antetokounmpo misses 2-pt shot from 21 ft,,60-66,,
8:12.0,,,60-66,,Defensive rebound by J. Valanciunas
8:00.0,Violation by K. Middleton (kicked ball),,60-66,,
7:55.0,,,60-66,,D. DeRozan misses 2-pt shot from 7 ft
7:54.0,,,60-66,,Offensive rebound by J. Valanciunas
7:51.0,,,60-66,,Turnover by J. Valanciunas (bad pass; steal by T. Maker)
7:46.0,G. Antetokounmpo misses 2-pt shot from 5 ft (block by S. Ibaka),,60-66,,
7:45.0,,,60-66,,Defensive rebound by S. Ibaka
7:34.0,,,60-68,2,J. Valanciunas makes 2-pt shot from 4 ft (assist by K. Lowry)
7:34.0,Milwaukee full timeout,,60-68,,
7:34.0,G. Monroe enters the game for T. Maker,,60-68,,
7:22.0,K. Middleton misses 2-pt shot from 15 ft,,60-68,,
7:21.0,,,60-68,,Defensive rebound by S. Ibaka
7:12.0,,,60-71,3,D. Carroll makes 3-pt shot from 26 ft (assist by S. Ibaka)
6:44.0,K. Middleton misses 2-pt shot from 11 ft,,60-71,,
6:43.0,,,60-71,,Defensive rebound by S. Ibaka
6:37.0,,,60-73,2,K. Lowry makes 2-pt shot from 1 ft
6:22.0,Shooting foul by K. Lowry (drawn by G. Monroe),,60-73,,
6:22.0,G. Monroe makes 2-pt shot from 1 ft (assist by M. Brogdon),2,62-73,,
6:22.0,G. Monroe makes free throw 1 of 1,1,63-73,,
6:00.0,,,63-75,2,D. DeRozan makes 2-pt shot from 4 ft
5:39.0,G. Monroe makes 2-pt shot from 15 ft,2,65-75,,
5:27.0,,,65-75,,Turnover by K. Lowry (bad pass; steal by G. Monroe)
5:21.0,T. Snell makes 3-pt shot from 26 ft (assist by M. Brogdon),3,68-75,,
4:54.0,,,68-77,2,D. Carroll makes 2-pt shot from 6 ft (assist by S. Ibaka)
4:40.0,Turnover by K. Middleton (lost ball; steal by K. Lowry),,68-77,,
4:36.0,,,68-77,,Turnover by D. DeRozan (bad pass; steal by G. Antetokounmpo)
4:29.0,K. Middleton makes 3-pt shot from 26 ft (assist by G. Antetokounmpo),3,71-77,,
4:10.0,,,71-77,,Turnover by K. Lowry (bad pass)
4:10.0,,,71-77,,P. Tucker enters the game for S. Ibaka
4:10.0,,,71-77,,P. Patterson enters the game for J. Valanciunas
3:59.0,,,71-77,,Personal foul by D. Carroll (drawn by K. Middleton)
3:59.0,,,71-77,,C. Joseph enters the game for K. Lowry
3:52.0,G. Antetokounmpo makes 2-pt shot at rim,2,73-77,,
3:42.0,,,73-77,,Offensive foul by D. DeRozan
3:42.0,,,73-77,,Turnover by D. DeRozan (offensive foul)
3:42.0,M. Dellavedova enters the game for M. Brogdon,,73-77,,
3:26.0,K. Middleton makes 2-pt shot from 13 ft,2,75-77,,
3:24.0,,,75-77,,Toronto full timeout
3:24.0,,,75-77,,S. Ibaka enters the game for D. Carroll
3:00.0,,,75-79,2,D. DeRozan makes 2-pt shot from 13 ft
2:35.0,K. Middleton misses 2-pt shot from 21 ft,,75-79,,
2:34.0,,,75-79,,Defensive rebound by D. DeRozan
2:22.0,,,75-81,2,S. Ibaka makes 2-pt shot from 12 ft
2:07.0,M. Dellavedova makes 2-pt shot from 15 ft,2,77-81,,
1:47.0,,,77-84,3,S. Ibaka makes 3-pt shot from 26 ft (assist by P. Patterson)
1:34.0,Turnover by G. Antetokounmpo (bad pass; steal by P. Patterson),,77-84,,
1:20.0,,,77-84,,C. Joseph misses 2-pt shot from 3 ft
1:20.0,Defensive rebound by M. Dellavedova,,77-84,,
1:13.0,Shooting foul by P. Patterson (drawn by G. Antetokounmpo),,77-84,,
1:13.0,G. Antetokounmpo makes free throw 1 of 2,1,78-84,,
1:13.0,G. Antetokounmpo makes free throw 2 of 2,1,79-84,,
1:13.0,M. Teletovic enters the game for K. Middleton,,78-84,,
1:01.0,,,79-84,,D. DeRozan misses 2-pt shot from 20 ft
1:00.0,Defensive rebound by G. Antetokounmpo,,79-84,,
0:55.0,M. Dellavedova misses 3-pt shot from 26 ft,,79-84,,
0:55.0,Offensive rebound by Team,,79-84,,
0:54.0,,,79-84,,Loose ball foul by S. Ibaka (drawn by G. Monroe)
0:54.0,G. Monroe makes free throw 1 of 2,1,80-84,,
0:54.0,G. Monroe makes free throw 2 of 2,1,81-84,,
0:33.0,,,81-84,,C. Joseph misses 3-pt shot from 26 ft
0:32.0,Defensive rebound by M. Teletovic,,81-84,,
0:12.0,Shooting foul by S. Ibaka (drawn by G. Antetokounmpo),,81-84,,
0:12.0,G. Antetokounmpo makes free throw 1 of 2,1,82-84,,
0:12.0,G. Antetokounmpo makes free throw 2 of 2,1,83-84,,
0:12.0,T. Maker enters the game for G. Monroe,,82-84,,
0:00.0,,,83-84,,S. Ibaka misses 2-pt shot from 16 ft
0:00.0,,,83-84,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,83-87,3,S. Ibaka makes 3-pt shot from 25 ft (assist by K. Lowry)
11:17.0,M. Dellavedova misses 2-pt shot from 9 ft,,83-87,,
11:17.0,Offensive rebound by G. Monroe,,83-87,,
11:14.0,G. Monroe misses 2-pt shot from 2 ft,,83-87,,
11:14.0,,,83-87,,Defensive rebound by K. Lowry
10:59.0,,,83-89,2,C. Joseph makes 2-pt shot from 1 ft
10:33.0,M. Dellavedova misses 2-pt shot from 13 ft,,83-89,,
10:33.0,,,83-89,,Defensive rebound by P. Tucker
10:24.0,,,83-89,,K. Lowry misses 3-pt shot from 27 ft
10:24.0,Defensive rebound by M. Teletovic,,83-89,,
10:09.0,M. Teletovic misses 2-pt shot from 5 ft,,83-89,,
10:08.0,,,83-89,,Defensive rebound by K. Lowry
10:00.0,,,83-92,3,S. Ibaka makes 3-pt shot from 25 ft (assist by P. Patterson)
9:47.0,,,83-92,,Personal foul by P. Tucker
9:40.0,Milwaukee full timeout,,83-92,,
9:40.0,T. Maker enters the game for G. Monroe,,83-92,,
9:40.0,G. Antetokounmpo enters the game for M. Teletovic,,83-92,,
9:40.0,Turnover by Team (5 sec inbounds),,83-92,,
9:26.0,Personal foul by G. Antetokounmpo (drawn by S. Ibaka),,83-92,,
9:12.0,,,83-95,3,P. Tucker makes 3-pt shot from 25 ft (assist by S. Ibaka)
8:45.0,M. Dellavedova misses 3-pt shot from 26 ft,,83-95,,
8:44.0,,,83-95,,Defensive rebound by P. Tucker
8:41.0,Personal foul by M. Dellavedova (drawn by S. Ibaka),,83-95,,
8:23.0,,,83-95,,Turnover by K. Lowry (bad pass; steal by G. Antetokounmpo)
8:22.0,,,83-95,,Personal foul by C. Joseph (drawn by M. Brogdon)
8:11.0,Turnover by T. Maker (bad pass; steal by P. Patterson),,83-95,,
8:06.0,,,83-95,,P. Patterson misses 3-pt shot from 25 ft (block by T. Maker)
8:04.0,Defensive rebound by M. Dellavedova,,83-95,,
7:52.0,M. Brogdon makes 2-pt shot from 3 ft,2,85-95,,
7:37.0,,,85-95,,Turnover by C. Joseph (bad pass)
7:25.0,M. Dellavedova makes 3-pt shot from 27 ft (assist by T. Maker),3,88-95,,
7:11.0,Personal foul by T. Maker (drawn by C. Joseph),,88-95,,
7:11.0,,,88-95,,D. DeRozan enters the game for C. Joseph
7:00.0,,,88-95,,Turnover by P. Patterson (bad pass)
6:52.0,M. Brogdon misses 2-pt shot from 6 ft,,88-95,,
6:51.0,,,88-95,,Defensive rebound by D. DeRozan
6:40.0,,,88-95,,S. Ibaka misses 2-pt shot from 18 ft
6:39.0,Defensive rebound by K. Middleton,,88-95,,
6:29.0,K. Middleton misses 2-pt shot from 12 ft,,88-95,,
6:29.0,,,88-95,,Defensive rebound by S. Ibaka
6:14.0,,,88-95,,S. Ibaka misses 3-pt shot from 26 ft
6:14.0,Defensive rebound by G. Antetokounmpo,,88-95,,
6:06.0,T. Maker makes 2-pt shot at rim (assist by G. Antetokounmpo),2,90-95,,
5:37.0,,,90-95,,K. Lowry misses 3-pt shot from 25 ft
5:37.0,Defensive rebound by K. Middleton,,90-95,,
5:28.0,G. Antetokounmpo misses 2-pt shot from 2 ft,,90-95,,
5:28.0,,,90-95,,Defensive rebound by P. Patterson
5:23.0,,,90-95,,Shooting foul by K. Middleton (drawn by K. Lowry)
5:23.0,Official timeout,,90-95,,
5:23.0,,,90-95,,K. Lowry misses free throw 1 of 2
5:23.0,,,90-95,,Offensive rebound by Team
5:23.0,,,90-96,1,K. Lowry makes free throw 2 of 2
5:23.0,,,90-95,,C. Joseph enters the game for S. Ibaka
5:01.0,Shooting foul by C. Joseph (drawn by G. Antetokounmpo),,90-96,,
5:01.0,G. Antetokounmpo misses free throw 1 of 2,,90-96,,
5:01.0,Offensive rebound by Team,,90-96,,
5:01.0,G. Antetokounmpo misses free throw 2 of 2,,90-96,,
5:00.0,,,90-96,,Defensive rebound by P. Tucker
4:43.0,,,90-96,,D. DeRozan misses 2-pt shot from 18 ft
4:42.0,Defensive rebound by G. Antetokounmpo,,90-96,,
4:32.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,92-96,,
4:32.0,Shooting foul by P. Tucker (drawn by G. Antetokounmpo),,92-96,,
4:32.0,G. Antetokounmpo makes free throw 1 of 1,1,93-96,,
4:32.0,,,92-96,,S. Ibaka enters the game for C. Joseph
4:16.0,,,93-98,2,D. DeRozan makes 2-pt shot from 16 ft (assist by S. Ibaka)
3:51.0,G. Antetokounmpo misses 2-pt shot from 9 ft,,93-98,,
3:51.0,,,93-98,,Defensive rebound by D. DeRozan
3:39.0,,,93-98,,D. DeRozan misses 2-pt shot from 8 ft
3:38.0,Defensive rebound by M. Dellavedova,,93-98,,
3:29.0,M. Brogdon makes 2-pt shot from 2 ft,2,95-98,,
3:03.0,,,95-98,,P. Tucker misses 3-pt shot from 23 ft
3:02.0,Defensive rebound by K. Middleton,,95-98,,
2:46.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,97-98,,
2:46.0,,,97-98,,Toronto full timeout
2:29.0,,,97-100,2,S. Ibaka makes 2-pt shot from 18 ft (assist by D. DeRozan)
