time,Cleveland,pts.away,score,pts.home,Atlanta
4:57.0,Defensive rebound by C. Frye,,24-15,,
4:55.0,Shooting foul by M. Dunleavy (drawn by L. James),,24-15,,
4:55.0,L. James makes free throw 1 of 2,1,25-15,,
4:55.0,L. James misses free throw 2 of 2,,25-15,,
4:54.0,,,25-15,,Defensive rebound by E. Ilyasova
4:38.0,,,25-15,,Shooting foul by C. Frye (drawn by D. Howard)
4:38.0,,,25-16,1,D. Howard makes free throw 1 of 2
4:38.0,,,25-16,,D. Howard misses free throw 2 of 2
4:37.0,Defensive rebound by C. Frye,,25-16,,
4:18.0,L. James misses 3-pt shot from 25 ft,,25-16,,
4:17.0,,,25-16,,Defensive rebound by D. Howard
4:08.0,,,25-16,,M. Dunleavy misses 2-pt shot from 2 ft
4:06.0,Defensive rebound by C. Frye,,25-16,,
4:00.0,,,25-16,,Personal foul by D. Schroder (drawn by K. Irving)
4:00.0,R. Jefferson enters the game for C. Frye,,25-16,,
4:00.0,,,25-16,,M. Muscala enters the game for D. Howard
3:55.0,Turnover by K. Love (bad pass; steal by E. Ilyasova),,25-16,,
3:45.0,,,25-16,,D. Schroder misses 3-pt shot from 25 ft
3:43.0,Defensive rebound by K. Love,,25-16,,
3:40.0,L. James makes 2-pt shot at rim (assist by K. Love),2,27-16,,
3:38.0,,,27-16,,Atlanta full timeout
3:27.0,,,27-16,,Shooting foul by R. Jefferson (drawn by E. Ilyasova)
3:27.0,,,27-16,,E. Ilyasova misses free throw 1 of 2
3:27.0,,,27-16,,Offensive rebound by Team
3:27.0,,,27-17,1,E. Ilyasova makes free throw 2 of 2
3:27.0,K. Korver enters the game for J. Smith,,27-16,,
3:15.0,K. Love misses 2-pt shot from 6 ft,,27-17,,
3:12.0,Offensive rebound by L. James,,27-17,,
3:12.0,L. James makes 2-pt shot from 1 ft,2,29-17,,
3:02.0,,,29-19,2,D. Schroder makes 2-pt shot at rim
2:48.0,K. Irving makes 2-pt shot from 11 ft,2,31-19,,
2:27.0,,,31-19,,Turnover by E. Ilyasova (bad pass; steal by R. Jefferson)
2:23.0,Shooting foul by D. Schroder (drawn by K. Irving),,31-19,,
2:23.0,Cleveland full timeout,,31-19,,
2:23.0,K. Irving makes free throw 1 of 2,1,32-19,,
2:23.0,K. Irving makes free throw 2 of 2,1,33-19,,
2:23.0,I. Shumpert enters the game for L. James,,31-19,,
2:23.0,,,31-19,,J. Calderon enters the game for D. Schroder
2:10.0,,,33-19,,M. Dunleavy misses 2-pt shot from 20 ft
2:08.0,Defensive rebound by R. Jefferson,,33-19,,
1:53.0,K. Love makes 2-pt shot from 1 ft,2,35-19,,
1:37.0,,,35-19,,J. Calderon misses 3-pt shot from 24 ft
1:35.0,Defensive rebound by K. Irving,,35-19,,
1:29.0,K. Korver makes 3-pt shot from 25 ft (assist by K. Irving),3,38-19,,
1:11.0,,,38-19,,E. Ilyasova misses 3-pt shot from 25 ft
1:10.0,Defensive rebound by K. Love,,38-19,,
0:55.0,I. Shumpert misses 3-pt shot from 25 ft,,38-19,,
0:53.0,,,38-19,,Defensive rebound by J. Calderon
0:43.0,,,38-19,,M. Muscala misses 2-pt shot from 16 ft
0:42.0,Defensive rebound by K. Love,,38-19,,
0:29.0,K. Korver misses 2-pt shot from 23 ft,,38-19,,
0:27.0,,,38-19,,Defensive rebound by J. Calderon
0:07.0,,,38-19,,Shooting foul by R. Jefferson (drawn by K. Bazemore)
0:07.0,,,38-20,1,K. Bazemore makes free throw 1 of 2
0:07.0,,,38-21,1,K. Bazemore makes free throw 2 of 2
0:07.0,L. James enters the game for R. Jefferson,,38-20,,
0:07.0,,,38-20,,T. Waller-Prince enters the game for J. Calderon
0:07.0,,,38-20,,D. Bembry enters the game for M. Dunleavy
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,Shooting foul by D. Howard (drawn by L. James),,38-21,,
11:41.0,L. James makes free throw 1 of 2,1,39-21,,
11:41.0,L. James makes free throw 2 of 2,1,40-21,,
11:41.0,C. Frye enters the game for R. Jefferson,,39-21,,
11:28.0,,,40-21,,Turnover by D. Howard (bad pass; steal by C. Frye)
11:21.0,K. Korver makes 2-pt shot from 20 ft (assist by L. James),2,42-21,,
11:03.0,,,42-23,2,P. Millsap makes 2-pt shot from 6 ft
10:51.0,C. Frye misses 3-pt shot from 25 ft,,42-23,,
10:50.0,,,42-23,,Defensive rebound by T. Hardaway
10:35.0,,,42-25,2,D. Howard makes 2-pt shot from 1 ft
10:14.0,,,42-25,,Personal foul by M. Dunleavy (drawn by C. Frye)
10:14.0,,,42-25,,T. Waller-Prince enters the game for M. Dunleavy
10:05.0,L. James misses 2-pt shot from 17 ft,,42-25,,
10:03.0,,,42-25,,Defensive rebound by D. Howard
9:56.0,,,42-25,,T. Hardaway misses 2-pt shot from 12 ft
9:54.0,Defensive rebound by L. James,,42-25,,
9:49.0,L. James makes 2-pt shot at rim,2,44-25,,
9:47.0,,,44-25,,Atlanta full timeout
9:35.0,,,44-27,2,D. Howard makes 2-pt shot at rim (assist by P. Millsap)
9:16.0,C. Frye makes 2-pt shot at rim (assist by L. James),2,46-27,,
8:59.0,,,46-27,,P. Millsap misses 2-pt shot from 12 ft
8:57.0,Defensive rebound by L. James,,46-27,,
8:51.0,K. Korver misses 3-pt shot from 24 ft,,46-27,,
8:48.0,,,46-27,,Defensive rebound by D. Howard
8:33.0,,,46-29,2,D. Howard makes 2-pt shot from 5 ft
8:09.0,D. Williams misses 3-pt shot from 25 ft,,46-29,,
8:08.0,,,46-29,,Defensive rebound by T. Hardaway
7:49.0,,,46-31,2,D. Howard makes 2-pt shot from 2 ft (assist by T. Waller-Prince)
7:49.0,,,46-31,,Shooting foul by D. Williams (drawn by D. Howard)
7:49.0,,,46-31,,D. Howard misses free throw 1 of 1
7:49.0,J. Smith enters the game for I. Shumpert,,46-31,,
7:49.0,K. Irving enters the game for D. Williams,,46-31,,
7:45.0,,,46-31,,Offensive rebound by P. Millsap
7:42.0,,,46-31,,T. Hardaway misses 3-pt shot from 25 ft
7:41.0,Defensive rebound by K. Korver,,46-31,,
7:33.0,C. Frye makes 2-pt shot at rim (assist by K. Irving),2,48-31,,
7:16.0,,,48-33,2,D. Howard makes 2-pt shot at rim (assist by J. Calderon)
6:50.0,K. Korver misses 3-pt shot from 24 ft,,48-33,,
6:43.0,,,48-33,,Defensive rebound by D. Howard
6:39.0,,,48-35,2,J. Calderon makes 2-pt shot from 1 ft
6:39.0,Cleveland full timeout,,48-35,,
6:39.0,,,48-35,,D. Schroder enters the game for J. Calderon
6:39.0,K. Love enters the game for K. Korver,,48-35,,
6:21.0,K. Irving misses 2-pt shot from 12 ft,,48-35,,
6:19.0,,,48-35,,Defensive rebound by P. Millsap
6:13.0,,,48-35,,Offensive foul by D. Howard
6:13.0,,,48-35,,Turnover by D. Howard (offensive foul)
5:54.0,C. Frye makes 3-pt shot from 23 ft (assist by L. James),3,51-35,,
5:41.0,,,51-37,2,D. Schroder makes 2-pt shot at rim
5:21.0,Offensive foul by K. Love,,51-37,,
5:21.0,Turnover by K. Love (offensive foul),,51-37,,
5:06.0,,,51-37,,D. Howard misses 2-pt shot from 6 ft
5:04.0,Defensive rebound by C. Frye,,51-37,,
4:56.0,,,51-37,,Violation by P. Millsap (kicked ball)
4:56.0,,,51-37,,E. Ilyasova enters the game for P. Millsap
4:48.0,J. Smith makes 3-pt shot from 25 ft (assist by K. Irving),3,54-37,,
4:32.0,,,54-37,,T. Waller-Prince misses 3-pt shot from 25 ft
4:31.0,Defensive rebound by Team,,54-37,,
4:31.0,,,54-37,,M. Muscala enters the game for D. Howard
4:08.0,K. Irving makes 2-pt shot from 1 ft (assist by L. James),2,56-37,,
3:42.0,,,56-37,,Shooting foul by C. Frye (drawn by T. Waller-Prince)
3:42.0,,,56-37,,T. Waller-Prince misses free throw 1 of 2
3:42.0,,,56-37,,Offensive rebound by Team
3:42.0,,,56-38,1,T. Waller-Prince makes free throw 2 of 2
3:42.0,R. Jefferson enters the game for C. Frye,,56-37,,
3:29.0,J. Smith misses 3-pt shot from 23 ft,,56-38,,
3:28.0,Offensive rebound by K. Love,,56-38,,
3:28.0,Shooting foul by T. Waller-Prince (drawn by K. Love),,56-38,,
3:28.0,K. Love makes free throw 1 of 2,1,57-38,,
3:28.0,K. Love misses free throw 2 of 2,,57-38,,
3:28.0,,,57-38,,K. Bazemore enters the game for T. Hardaway
3:26.0,Offensive rebound by K. Love,,57-38,,
3:22.0,K. Love misses 2-pt shot from 10 ft,,57-38,,
3:21.0,,,57-38,,Defensive rebound by Team
3:12.0,,,57-40,2,D. Schroder makes 2-pt shot from 10 ft
2:56.0,K. Love misses 3-pt shot from 25 ft,,57-40,,
2:54.0,,,57-40,,Defensive rebound by E. Ilyasova
2:47.0,,,57-40,,Offensive charge foul by K. Bazemore
2:47.0,,,57-40,,Turnover by K. Bazemore (offensive foul)
2:47.0,Official timeout,,57-40,,
2:31.0,J. Smith misses 3-pt shot from 24 ft,,57-40,,
2:30.0,Offensive rebound by K. Love,,57-40,,
2:28.0,K. Love makes 2-pt shot from 2 ft,2,59-40,,
2:07.0,,,59-40,,Shooting foul by J. Smith (drawn by K. Bazemore)
2:07.0,,,59-41,1,K. Bazemore makes free throw 1 of 3
2:07.0,,,59-41,,K. Bazemore misses free throw 2 of 3
2:07.0,,,59-41,,Offensive rebound by Team
2:07.0,,,59-42,1,K. Bazemore makes free throw 3 of 3
2:07.0,,,59-41,,P. Millsap enters the game for M. Muscala
2:02.0,L. James makes 2-pt shot from 1 ft (assist by K. Love),2,61-42,,
1:41.0,,,61-44,2,P. Millsap makes 2-pt shot at rim (assist by T. Waller-Prince)
1:22.0,K. Korver enters the game for R. Jefferson,,61-44,,
1:13.0,L. James misses 2-pt shot from 2 ft,,61-44,,
1:11.0,Offensive rebound by L. James,,61-44,,
1:10.0,L. James makes 2-pt shot at rim,2,63-44,,
0:56.0,,,63-44,,D. Schroder misses 2-pt shot from 20 ft
0:54.0,,,63-44,,Offensive rebound by E. Ilyasova
0:53.0,,,63-44,,E. Ilyasova misses 2-pt shot at rim
0:50.0,,,63-44,,Offensive rebound by E. Ilyasova
0:49.0,,,63-44,,E. Ilyasova misses 2-pt shot from 2 ft
0:49.0,,,63-44,,Offensive rebound by E. Ilyasova
0:49.0,,,63-44,,E. Ilyasova misses 2-pt shot from 2 ft
0:48.0,Defensive rebound by K. Love,,63-44,,
0:32.0,K. Irving misses 2-pt shot from 21 ft,,63-44,,
0:32.0,Offensive rebound by Team,,63-44,,
0:32.0,,,63-44,,Loose ball foul by P. Millsap (drawn by K. Love)
0:10.0,K. Irving makes 2-pt shot from 2 ft (assist by K. Love),2,65-44,,
0:03.0,,,65-44,,E. Ilyasova misses 3-pt shot from 24 ft
0:01.0,,,65-44,,Offensive rebound by K. Bazemore
0:01.0,Violation by L. James (def goaltending),,65-44,,
0:01.0,,,65-46,2,K. Bazemore makes 2-pt shot from 1 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,K. Irving makes 3-pt shot from 25 ft (assist by L. James),3,68-46,,
11:28.0,,,68-49,3,T. Waller-Prince makes 3-pt shot from 24 ft (assist by P. Millsap)
11:13.0,K. Irving misses 2-pt shot from 21 ft,,68-49,,
11:13.0,,,68-49,,Defensive rebound by Team
11:03.0,,,68-51,2,D. Schroder makes 2-pt shot from 4 ft (assist by D. Howard)
10:44.0,L. James misses 3-pt shot from 25 ft,,68-51,,
10:42.0,,,68-51,,Defensive rebound by D. Schroder
10:38.0,,,68-51,,T. Waller-Prince misses 2-pt shot at rim
10:38.0,Defensive rebound by Team,,68-51,,
10:21.0,L. James makes 3-pt shot from 25 ft (assist by K. Irving),3,71-51,,
10:10.0,,,71-53,2,D. Howard makes 2-pt shot from 5 ft (assist by D. Schroder)
9:54.0,,,71-53,,Personal foul by T. Hardaway (drawn by C. Frye)
9:38.0,J. Smith makes 3-pt shot from 23 ft (assist by L. James),3,74-53,,
9:27.0,,,74-55,2,D. Schroder makes 2-pt shot from 1 ft
9:12.0,K. Irving makes 3-pt shot from 25 ft,3,77-55,,
8:55.0,,,77-57,2,T. Hardaway makes 2-pt shot from 17 ft (assist by D. Howard)
8:43.0,K. Irving makes 3-pt shot from 25 ft,3,80-57,,
8:42.0,,,80-57,,Atlanta full timeout
8:33.0,,,80-57,,D. Schroder misses 3-pt shot from 25 ft
8:31.0,Defensive rebound by K. Love,,80-57,,
8:25.0,C. Frye misses 3-pt shot from 25 ft,,80-57,,
8:22.0,Offensive rebound by J. Smith,,80-57,,
8:09.0,Shooting foul by P. Millsap (drawn by L. James),,80-57,,
8:09.0,L. James makes free throw 1 of 2,1,81-57,,
8:09.0,L. James makes free throw 2 of 2,1,82-57,,
7:58.0,,,82-57,,D. Schroder misses 2-pt shot from 2 ft
7:56.0,Defensive rebound by C. Frye,,82-57,,
7:45.0,Turnover by K. Irving (lost ball; steal by D. Schroder),,82-57,,
7:41.0,,,82-59,2,T. Hardaway makes 2-pt shot at rim (assist by D. Schroder)
7:13.0,K. Irving misses 3-pt shot from 25 ft,,82-59,,
7:11.0,,,82-59,,Defensive rebound by P. Millsap
7:05.0,,,82-59,,Turnover by P. Millsap (lost ball; steal by K. Irving)
7:00.0,K. Love makes 2-pt shot from 1 ft (assist by K. Irving),2,84-59,,
6:51.0,,,84-61,2,T. Hardaway makes 2-pt shot at rim (assist by D. Schroder)
6:25.0,L. James makes 2-pt shot at rim,2,86-61,,
6:05.0,,,86-61,,T. Waller-Prince misses 2-pt shot from 4 ft (block by C. Frye)
6:03.0,Defensive rebound by L. James,,86-61,,
5:57.0,K. Love misses 3-pt shot from 25 ft,,86-61,,
5:54.0,,,86-61,,Defensive rebound by T. Hardaway
5:49.0,,,86-61,,Turnover by P. Millsap (traveling)
5:49.0,Cleveland full timeout,,86-61,,
5:49.0,,,86-61,,K. Bazemore enters the game for T. Waller-Prince
5:26.0,J. Smith misses 3-pt shot from 25 ft,,86-61,,
5:25.0,Offensive rebound by K. Love,,86-61,,
5:25.0,Turnover by Team (shot clock),,86-61,,
5:20.0,Personal foul by L. James (drawn by K. Bazemore),,86-61,,
5:20.0,K. Korver enters the game for J. Smith,,86-61,,
5:11.0,,,86-61,,Shooting foul by K. Love (drawn by P. Millsap)
5:11.0,,,86-62,1,P. Millsap makes free throw 1 of 2
5:11.0,,,86-63,1,P. Millsap makes free throw 2 of 2
4:56.0,C. Frye misses 3-pt shot from 23 ft,,86-63,,
4:56.0,,,86-63,,Defensive rebound by Team
4:41.0,,,86-63,,D. Howard misses 2-pt shot from 9 ft
4:38.0,Defensive rebound by L. James,,86-63,,
4:25.0,L. James misses 2-pt shot from 17 ft,,86-63,,
4:22.0,,,86-63,,Defensive rebound by T. Hardaway
4:15.0,,,86-63,,D. Howard misses 2-pt shot from 7 ft (block by K. Love)
4:13.0,Defensive rebound by K. Irving,,86-63,,
4:00.0,K. Irving misses 2-pt shot from 3 ft (block by D. Howard),,86-63,,
4:00.0,Offensive rebound by Team,,86-63,,
3:58.0,L. James makes 2-pt shot at rim (assist by K. Irving),2,88-63,,
3:45.0,,,88-63,,Shooting foul by K. Love (drawn by P. Millsap)
3:45.0,,,88-64,1,P. Millsap makes free throw 1 of 2
3:45.0,,,88-65,1,P. Millsap makes free throw 2 of 2
3:45.0,,,88-64,,E. Ilyasova enters the game for D. Howard
3:45.0,R. Jefferson enters the game for L. James,,88-64,,
3:45.0,I. Shumpert enters the game for C. Frye,,88-64,,
3:22.0,K. Irving misses 2-pt shot from 16 ft (block by D. Schroder),,88-65,,
3:20.0,,,88-65,,Defensive rebound by T. Hardaway
3:16.0,,,88-65,,T. Hardaway misses 3-pt shot from 25 ft
3:11.0,Defensive rebound by K. Love,,88-65,,
2:55.0,K. Love misses 2-pt shot from 12 ft,,88-65,,
2:52.0,,,88-65,,Defensive rebound by P. Millsap
2:47.0,,,88-65,,K. Bazemore misses 3-pt shot from 23 ft
2:46.0,Defensive rebound by K. Love,,88-65,,
2:30.0,K. Love misses 3-pt shot from 25 ft,,88-65,,
2:29.0,,,88-65,,Defensive rebound by D. Schroder
2:05.0,,,88-67,2,K. Bazemore makes 2-pt shot from 21 ft (assist by D. Schroder)
1:50.0,Offensive foul by K. Love,,88-67,,
1:50.0,Turnover by K. Love (offensive foul),,88-67,,
1:50.0,,,88-67,,M. Muscala enters the game for P. Millsap
1:50.0,L. James enters the game for K. Love,,88-67,,
1:37.0,,,88-67,,Offensive charge foul by E. Ilyasova
1:37.0,,,88-67,,Turnover by E. Ilyasova (offensive foul)
1:37.0,,,88-67,,M. Dunleavy enters the game for T. Hardaway
1:18.0,I. Shumpert misses 2-pt shot from 22 ft,,88-67,,
1:17.0,,,88-67,,Defensive rebound by D. Schroder
1:09.0,,,88-67,,D. Schroder misses 3-pt shot from 25 ft
1:07.0,Defensive rebound by I. Shumpert,,88-67,,
1:00.0,L. James makes 2-pt shot from 2 ft (assist by K. Korver),2,90-67,,
0:52.0,,,90-67,,M. Dunleavy misses 3-pt shot from 25 ft
0:52.0,Defensive rebound by Team,,90-67,,
0:52.0,,,90-67,,J. Calderon enters the game for D. Schroder
0:52.0,D. Williams enters the game for K. Irving,,90-67,,
0:34.0,L. James misses 2-pt shot from 22 ft,,90-67,,
0:33.0,,,90-67,,Defensive rebound by E. Ilyasova
0:26.0,,,90-67,,Turnover by K. Bazemore (lost ball)
0:20.0,K. Korver misses 3-pt shot from 25 ft,,90-67,,
0:18.0,Offensive rebound by K. Korver,,90-67,,
0:16.0,K. Korver makes 3-pt shot from 25 ft,3,93-67,,
0:05.0,Personal take foul by R. Jefferson (drawn by J. Calderon),,93-67,,
0:02.0,,,93-67,,E. Ilyasova misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by I. Shumpert,,93-67,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,93-69,2,M. Muscala makes 2-pt shot from 1 ft (assist by K. Bazemore)
11:31.0,K. Korver misses 3-pt shot from 24 ft,,93-69,,
11:29.0,,,93-69,,Defensive rebound by E. Ilyasova
11:20.0,,,93-71,2,M. Dunleavy makes 2-pt shot from 3 ft (assist by M. Muscala)
11:02.0,Turnover by R. Jefferson (lost ball; steal by K. Bazemore),,93-71,,
10:58.0,,,93-73,2,E. Ilyasova makes 2-pt shot from 2 ft (assist by J. Calderon)
10:58.0,,,93-73,,Shooting foul by K. Korver (drawn by E. Ilyasova)
10:58.0,,,93-74,1,E. Ilyasova makes free throw 1 of 1
10:44.0,L. James misses 2-pt shot at rim,,93-74,,
10:42.0,,,93-74,,Defensive rebound by M. Muscala
10:36.0,,,93-76,2,E. Ilyasova makes 2-pt shot from 7 ft (assist by J. Calderon)
10:35.0,Cleveland full timeout,,93-76,,
10:22.0,Turnover by D. Williams (lost ball; steal by K. Bazemore),,93-76,,
10:08.0,,,93-76,,J. Calderon misses 3-pt shot from 25 ft
10:06.0,,,93-76,,Offensive rebound by J. Calderon
10:03.0,,,93-76,,J. Calderon misses 2-pt shot from 2 ft
10:01.0,Defensive rebound by L. James,,93-76,,
9:54.0,Turnover by L. James (bad pass; steal by M. Dunleavy),,93-76,,
9:43.0,,,93-76,,K. Bazemore misses 2-pt shot from 7 ft
9:40.0,Defensive rebound by D. Williams,,93-76,,
9:27.0,R. Jefferson misses 3-pt shot from 24 ft,,93-76,,
9:25.0,Offensive rebound by R. Jefferson,,93-76,,
9:22.0,D. Williams makes 3-pt shot from 25 ft (assist by R. Jefferson),3,96-76,,
9:06.0,,,96-79,3,M. Dunleavy makes 3-pt shot from 25 ft (assist by K. Bazemore)
8:47.0,Turnover by D. Williams (lost ball),,96-79,,
8:47.0,,,96-79,,M. Delaney enters the game for K. Bazemore
8:47.0,,,96-79,,T. Waller-Prince enters the game for J. Calderon
8:40.0,,,96-79,,Shooting foul by K. Korver (drawn by M. Dunleavy)
8:40.0,,,96-80,1,M. Dunleavy makes free throw 1 of 3
8:40.0,,,96-81,1,M. Dunleavy makes free throw 2 of 3
8:40.0,,,96-81,,M. Dunleavy misses free throw 3 of 3
8:40.0,K. Irving enters the game for D. Williams,,96-81,,
8:40.0,K. Love enters the game for I. Shumpert,,96-81,,
8:39.0,Defensive rebound by K. Love,,96-81,,
8:24.0,L. James makes 2-pt shot from 1 ft,2,98-81,,
8:05.0,,,98-84,3,T. Waller-Prince makes 3-pt shot from 24 ft (assist by M. Dunleavy)
7:35.0,Turnover by Team (shot clock),,98-84,,
7:26.0,Violation by K. Love (kicked ball),,98-84,,
7:17.0,,,98-86,2,M. Muscala makes 2-pt shot from 13 ft (assist by M. Dunleavy)
7:02.0,K. Irving misses 2-pt shot from 17 ft,,98-86,,
7:00.0,,,98-86,,Defensive rebound by M. Muscala
6:54.0,,,98-86,,E. Ilyasova misses 3-pt shot from 25 ft
6:52.0,Defensive rebound by L. James,,98-86,,
6:35.0,K. Irving makes 2-pt shot from 2 ft,2,100-86,,
6:18.0,,,100-86,,M. Delaney misses 2-pt shot from 9 ft
6:17.0,Defensive rebound by L. James,,100-86,,
6:06.0,L. James makes 2-pt shot at rim,2,102-86,,
6:06.0,,,102-86,,Atlanta full timeout
6:06.0,,,102-86,,K. Bazemore enters the game for T. Waller-Prince
6:06.0,,,102-86,,T. Hardaway enters the game for E. Ilyasova
6:06.0,,,102-86,,P. Millsap enters the game for M. Dunleavy
6:06.0,J. Smith enters the game for R. Jefferson,,102-86,,
5:55.0,Personal foul by L. James (drawn by P. Millsap),,102-86,,
5:52.0,,,102-88,2,T. Hardaway makes 2-pt shot from 1 ft (assist by K. Bazemore)
5:32.0,K. Irving makes 3-pt shot from 26 ft,3,105-88,,
5:15.0,,,105-88,,Shooting foul by K. Korver (drawn by P. Millsap)
5:15.0,,,105-89,1,P. Millsap makes free throw 1 of 2
5:15.0,,,105-90,1,P. Millsap makes free throw 2 of 2
4:53.0,K. Irving misses 2-pt shot from 1 ft,,105-90,,
4:51.0,,,105-90,,Defensive rebound by M. Muscala
4:50.0,,,105-90,,Turnover by M. Muscala (bad pass; steal by L. James)
4:46.0,Turnover by L. James (bad pass),,105-90,,
4:32.0,,,105-93,3,K. Bazemore makes 3-pt shot from 23 ft (assist by M. Muscala)
4:08.0,,,105-93,,Personal foul by M. Muscala (drawn by L. James)
4:08.0,I. Shumpert enters the game for K. Korver,,105-93,,
3:57.0,J. Smith misses 3-pt shot from 24 ft,,105-93,,
3:57.0,Offensive rebound by Team,,105-93,,
3:57.0,,,105-93,,Loose ball foul by P. Millsap (drawn by K. Love)
3:37.0,I. Shumpert makes 2-pt shot from 20 ft (assist by J. Smith),2,107-93,,
3:29.0,,,107-95,2,T. Hardaway makes 2-pt shot from 2 ft (assist by M. Delaney)
3:29.0,,,107-95,,Shooting foul by K. Love (drawn by T. Hardaway)
3:29.0,,,107-96,1,T. Hardaway makes free throw 1 of 1
3:06.0,L. James misses 2-pt shot from 20 ft,,107-96,,
3:04.0,,,107-96,,Defensive rebound by P. Millsap
2:52.0,,,107-98,2,M. Muscala makes 2-pt shot from 1 ft (assist by T. Hardaway)
2:32.0,Turnover by I. Shumpert (bad pass; steal by P. Millsap),,107-98,,
2:25.0,,,107-98,,P. Millsap misses 2-pt shot from 1 ft
