time,Boston,pts.away,score,pts.home,Miami
6:11.0,,,17-10,,T. Johnson enters the game for J. Richardson
6:11.0,Jump ball: A. Horford vs. H. Whiteside (T. Johnson gains possession),,,,Jump ball: A. Horford vs. H. Whiteside (T. Johnson gains possession)
5:49.0,,,17-12,2,G. Dragic makes 2-pt shot from 1 ft
5:29.0,I. Thomas makes 2-pt shot from 15 ft,2,19-12,,
5:19.0,,,19-12,,Turnover by G. Dragic (bad pass; steal by A. Horford)
5:15.0,A. Bradley makes 2-pt shot from 15 ft (assist by A. Horford),2,21-12,,
4:55.0,,,21-12,,Turnover by T. Johnson (bad pass; steal by I. Thomas)
4:45.0,J. Crowder misses 2-pt shot from 13 ft,,21-12,,
4:44.0,Offensive rebound by A. Johnson,,21-12,,
4:43.0,A. Johnson makes 2-pt shot from 1 ft,2,23-12,,
4:17.0,,,23-14,2,G. Dragic makes 2-pt shot from 4 ft (assist by J. McRoberts)
3:55.0,A. Johnson makes 3-pt shot from 25 ft (assist by A. Horford),3,26-14,,
3:37.0,,,26-14,,H. Whiteside misses 2-pt shot from 6 ft
3:36.0,Defensive rebound by J. Crowder,,26-14,,
3:21.0,A. Bradley makes 2-pt shot from 19 ft,2,28-14,,
3:13.0,,,28-14,,Miami full timeout
3:13.0,M. Smart enters the game for A. Johnson,,28-14,,
3:13.0,K. Olynyk enters the game for I. Thomas,,28-14,,
3:13.0,,,28-14,,J. Johnson enters the game for R. McGruder
3:13.0,,,28-14,,J. Winslow enters the game for J. McRoberts
2:56.0,,,28-14,,Turnover by H. Whiteside (bad pass; steal by M. Smart)
2:37.0,A. Horford makes 2-pt shot from 9 ft,2,30-14,,
2:34.0,,,30-14,,Shooting foul by A. Bradley (drawn by G. Dragic)
2:34.0,Boston full timeout,,30-14,,
2:34.0,,,30-15,1,G. Dragic makes free throw 1 of 2
2:34.0,,,30-15,,G. Dragic misses free throw 2 of 2
2:34.0,J. Jerebko enters the game for A. Horford,,30-14,,
2:34.0,,,30-14,,J. Richardson enters the game for H. Whiteside
2:33.0,Defensive rebound by K. Olynyk,,30-15,,
2:17.0,A. Bradley misses 2-pt shot from 8 ft,,30-15,,
2:16.0,,,30-15,,Defensive rebound by J. Richardson
2:08.0,,,30-15,,J. Richardson misses 3-pt shot from 24 ft
2:07.0,Defensive rebound by M. Smart,,30-15,,
1:57.0,K. Olynyk misses 3-pt shot from 25 ft,,30-15,,
1:56.0,,,30-15,,Defensive rebound by J. Johnson
1:38.0,,,30-17,2,J. Winslow makes 2-pt shot from 19 ft (assist by J. Johnson)
1:20.0,J. Crowder makes 3-pt shot from 25 ft (assist by J. Jerebko),3,33-17,,
1:11.0,,,33-19,2,G. Dragic makes 2-pt shot from 1 ft
0:49.0,Shooting foul by T. Johnson (drawn by J. Crowder),,33-19,,
0:49.0,J. Crowder makes free throw 1 of 2,1,34-19,,
0:49.0,J. Crowder makes free throw 2 of 2,1,35-19,,
0:49.0,,,34-19,,L. Babbitt enters the game for G. Dragic
0:42.0,,,35-19,,Turnover by J. Johnson (lost ball; steal by K. Olynyk)
0:39.0,Turnover by K. Olynyk (bad pass; steal by L. Babbitt),,35-19,,
0:26.0,,,35-19,,Turnover by J. Johnson (bad pass; steal by K. Olynyk)
0:05.0,K. Olynyk makes 2-pt shot from 1 ft (assist by M. Smart),2,37-19,,
0:01.0,,,37-19,,T. Johnson misses 3-pt shot from 33 ft
0:00.0,,,37-19,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,37-19,,T. Johnson misses 3-pt shot from 25 ft
11:47.0,Defensive rebound by M. Smart,,37-19,,
11:22.0,Turnover by Team (shot clock),,37-19,,
11:02.0,,,37-19,,L. Babbitt misses 3-pt shot from 25 ft
11:01.0,Defensive rebound by J. Jerebko,,37-19,,
10:48.0,J. Jerebko misses 2-pt shot from 9 ft,,37-19,,
10:47.0,,,37-19,,Defensive rebound by T. Johnson
10:33.0,,,37-21,2,J. Richardson makes 2-pt shot from 20 ft (assist by J. Winslow)
10:08.0,M. Smart misses 3-pt shot from 27 ft,,37-21,,
10:07.0,Offensive rebound by J. Jerebko,,37-21,,
10:01.0,J. Brown makes 2-pt shot from 8 ft,2,39-21,,
9:47.0,,,39-21,,T. Johnson misses 3-pt shot from 25 ft
9:46.0,Defensive rebound by M. Smart,,39-21,,
9:31.0,T. Rozier makes 2-pt shot from 15 ft,2,41-21,,
9:10.0,,,41-21,,Turnover by T. Johnson (bad pass)
8:51.0,J. Jerebko makes 2-pt shot from 5 ft (assist by T. Rozier),2,43-21,,
8:32.0,,,43-21,,Offensive foul by J. Johnson
8:32.0,,,43-21,,Turnover by J. Johnson (offensive foul)
8:32.0,Official timeout,,43-21,,
8:32.0,,,43-21,,H. Whiteside enters the game for J. Johnson
8:22.0,Turnover by M. Smart (bad pass; steal by J. Winslow),,43-21,,
8:16.0,,,43-21,,L. Babbitt misses 2-pt shot from 2 ft (block by J. Brown)
8:15.0,,,43-21,,Offensive rebound by T. Johnson
8:13.0,,,43-23,2,H. Whiteside makes 2-pt shot from 5 ft (assist by T. Johnson)
8:13.0,,,43-23,,Shooting foul by J. Jerebko (drawn by H. Whiteside)
8:13.0,,,43-23,,H. Whiteside misses free throw 1 of 1
8:13.0,,,43-23,,R. McGruder enters the game for L. Babbitt
8:12.0,Defensive rebound by Team,,43-23,,
7:54.0,T. Rozier misses 2-pt shot from 2 ft (block by H. Whiteside),,43-23,,
7:53.0,Offensive rebound by Team,,43-23,,
7:53.0,,,43-23,,G. Dragic enters the game for J. Richardson
7:47.0,J. Jerebko misses 2-pt shot from 10 ft (block by H. Whiteside),,43-23,,
7:46.0,,,43-23,,Defensive rebound by T. Johnson
7:40.0,,,43-23,,R. McGruder misses 2-pt shot from 5 ft
7:39.0,Defensive rebound by K. Olynyk,,43-23,,
7:29.0,J. Jerebko misses 3-pt shot from 22 ft,,43-23,,
7:28.0,,,43-23,,Defensive rebound by R. McGruder
7:11.0,,,43-23,,G. Dragic misses 2-pt shot from 19 ft
7:10.0,Defensive rebound by Team,,43-23,,
7:10.0,,,43-23,,Loose ball foul by R. McGruder (drawn by K. Olynyk)
6:58.0,Turnover by M. Smart (lost ball; steal by T. Johnson),,43-23,,
6:41.0,,,43-23,,Shooting foul by K. Olynyk (drawn by H. Whiteside)
6:41.0,,,43-23,,H. Whiteside misses free throw 1 of 2
6:41.0,,,43-23,,Offensive rebound by Team
6:41.0,,,43-24,1,H. Whiteside makes free throw 2 of 2
6:19.0,M. Smart makes 2-pt shot from 8 ft,2,45-24,,
5:56.0,,,45-24,,Turnover by G. Dragic (traveling)
5:56.0,,,45-24,,Miami full timeout
5:44.0,Turnover by K. Olynyk (traveling),,45-24,,
5:32.0,,,45-26,2,T. Johnson makes 2-pt shot from 20 ft
5:17.0,K. Olynyk misses 2-pt shot from 2 ft,,45-26,,
5:16.0,,,45-26,,Defensive rebound by G. Dragic
4:56.0,,,45-26,,H. Whiteside misses 2-pt shot from 3 ft
4:55.0,,,45-26,,Offensive rebound by J. Winslow
4:51.0,,,45-26,,Turnover by H. Whiteside (3 sec)
4:51.0,A. Johnson enters the game for K. Olynyk,,45-26,,
4:51.0,I. Thomas enters the game for T. Rozier,,45-26,,
4:33.0,M. Smart makes 2-pt shot from 5 ft,2,47-26,,
4:19.0,,,47-29,3,R. McGruder makes 3-pt shot from 23 ft (assist by G. Dragic)
4:13.0,J. Brown misses 2-pt shot from 2 ft,,47-29,,
4:12.0,,,47-29,,Defensive rebound by R. McGruder
4:06.0,,,47-29,,T. Johnson misses 3-pt shot from 25 ft
4:05.0,Defensive rebound by Team,,47-29,,
4:05.0,,,47-29,,Loose ball foul by H. Whiteside (drawn by A. Johnson)
4:05.0,A. Horford enters the game for M. Smart,,47-29,,
4:05.0,A. Bradley enters the game for J. Jerebko,,47-29,,
4:05.0,J. Crowder enters the game for J. Brown,,47-29,,
3:52.0,I. Thomas makes 2-pt shot from 10 ft,2,49-29,,
3:31.0,,,49-31,2,H. Whiteside makes 2-pt shot from 5 ft (assist by G. Dragic)
3:12.0,A. Bradley makes 2-pt shot from 22 ft (assist by A. Horford),2,51-31,,
2:56.0,,,51-31,,G. Dragic misses 2-pt shot from 16 ft
2:55.0,Defensive rebound by J. Crowder,,51-31,,
2:46.0,I. Thomas misses 2-pt shot from 18 ft,,51-31,,
2:45.0,,,51-31,,Defensive rebound by J. Winslow
2:41.0,,,51-31,,Turnover by J. Winslow (bad pass; steal by J. Crowder)
2:36.0,I. Thomas misses 2-pt shot from 2 ft,,51-31,,
2:35.0,,,51-31,,Defensive rebound by R. McGruder
2:29.0,,,51-33,2,J. Winslow makes 2-pt shot from 1 ft (assist by R. McGruder)
2:18.0,,,51-33,,Personal foul by J. Winslow (drawn by A. Horford)
2:18.0,Boston full timeout,,51-33,,
2:18.0,,,51-33,,J. Richardson enters the game for T. Johnson
2:12.0,A. Bradley makes 2-pt shot from 22 ft (assist by J. Crowder),2,53-33,,
1:57.0,,,53-35,2,H. Whiteside makes 2-pt shot at rim (assist by G. Dragic)
1:39.0,Shooting foul by G. Dragic (drawn by J. Crowder),,53-35,,
1:39.0,J. Crowder misses free throw 1 of 2,,53-35,,
1:39.0,Offensive rebound by Team,,53-35,,
1:39.0,J. Crowder makes free throw 2 of 2,1,54-35,,
1:26.0,,,54-35,,Turnover by G. Dragic (lost ball; steal by A. Bradley)
1:22.0,Turnover by A. Bradley (lost ball; steal by J. Winslow),,54-35,,
1:17.0,,,54-37,2,G. Dragic makes 2-pt shot from 1 ft
0:59.0,A. Bradley misses 2-pt shot from 18 ft,,54-37,,
0:58.0,,,54-37,,Defensive rebound by J. Winslow
0:51.0,,,54-39,2,H. Whiteside makes 2-pt shot at rim (assist by J. Winslow)
0:33.0,A. Johnson makes 2-pt shot from 5 ft (assist by I. Thomas),2,56-39,,
0:09.0,,,56-39,,J. Richardson misses 3-pt shot from 24 ft
0:08.0,,,56-39,,Offensive rebound by R. McGruder
0:07.0,,,56-41,2,R. McGruder makes 2-pt shot at rim
0:07.0,Boston full timeout,,56-41,,
0:07.0,,,56-41,,T. Johnson enters the game for R. McGruder
0:07.0,,,56-41,,J. Johnson enters the game for H. Whiteside
0:07.0,T. Rozier enters the game for A. Johnson,,56-41,,
0:01.0,I. Thomas misses 2-pt shot from 2 ft,,56-41,,
0:00.0,Offensive rebound by A. Horford,,56-41,,
0:00.0,A. Horford makes 2-pt shot from 1 ft,2,58-41,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,Personal foul by A. Johnson (drawn by G. Dragic),,58-41,,
11:38.0,,,58-43,2,J. Richardson makes 2-pt shot from 16 ft (assist by G. Dragic)
11:15.0,A. Bradley misses 3-pt shot from 25 ft,,58-43,,
11:14.0,,,58-43,,Defensive rebound by H. Whiteside
11:01.0,,,58-43,,J. Richardson misses 2-pt shot from 2 ft
11:00.0,Defensive rebound by A. Horford,,58-43,,
10:49.0,J. Crowder makes 3-pt shot from 25 ft (assist by A. Horford),3,61-43,,
10:30.0,,,61-43,,G. Dragic misses 2-pt shot from 16 ft
10:29.0,Defensive rebound by A. Bradley,,61-43,,
10:22.0,I. Thomas misses 3-pt shot from 26 ft,,61-43,,
10:21.0,,,61-43,,Defensive rebound by R. McGruder
10:12.0,,,61-45,2,G. Dragic makes 2-pt shot from 1 ft (assist by J. McRoberts)
9:55.0,J. Crowder misses 2-pt shot from 20 ft,,61-45,,
9:54.0,,,61-45,,Defensive rebound by H. Whiteside
9:40.0,,,61-47,2,H. Whiteside makes 2-pt shot from 8 ft (assist by J. McRoberts)
9:40.0,Boston full timeout,,61-47,,
9:28.0,J. Crowder makes 2-pt shot from 3 ft (assist by A. Johnson),2,63-47,,
9:09.0,,,63-47,,Offensive charge foul by G. Dragic
9:09.0,,,63-47,,Turnover by G. Dragic (offensive foul)
8:51.0,A. Horford misses 3-pt shot from 25 ft,,63-47,,
8:50.0,,,63-47,,Defensive rebound by H. Whiteside
8:46.0,Personal foul by A. Bradley (drawn by G. Dragic),,63-47,,
8:35.0,,,63-50,3,J. McRoberts makes 3-pt shot from 25 ft (assist by G. Dragic)
8:21.0,A. Horford misses 2-pt shot from 10 ft,,63-50,,
8:20.0,,,63-50,,Defensive rebound by H. Whiteside
8:19.0,,,63-50,,G. Dragic misses 2-pt shot from 1 ft
8:18.0,Defensive rebound by A. Johnson,,63-50,,
8:17.0,Turnover by A. Johnson (lost ball),,63-50,,
8:12.0,,,63-52,2,H. Whiteside makes 2-pt shot from 1 ft (assist by G. Dragic)
7:51.0,A. Bradley makes 3-pt shot from 25 ft (assist by I. Thomas),3,66-52,,
7:36.0,,,66-52,,G. Dragic misses 2-pt shot from 18 ft
7:35.0,Defensive rebound by A. Bradley,,66-52,,
7:26.0,I. Thomas makes 2-pt shot from 17 ft (assist by A. Horford),2,68-52,,
7:25.0,,,68-52,,Miami full timeout
7:09.0,,,68-52,,Shooting foul by A. Johnson (drawn by R. McGruder)
7:09.0,,,68-53,1,R. McGruder makes free throw 1 of 2
7:09.0,,,68-54,1,R. McGruder makes free throw 2 of 2
6:49.0,A. Johnson misses 2-pt shot from 9 ft,,68-54,,
6:46.0,,,68-54,,Defensive rebound by H. Whiteside
6:32.0,,,68-54,,J. McRoberts misses 2-pt shot from 13 ft
6:31.0,Defensive rebound by A. Johnson,,68-54,,
6:20.0,A. Horford misses 2-pt shot from 13 ft,,68-54,,
6:19.0,Offensive rebound by J. Crowder,,68-54,,
6:14.0,I. Thomas misses 3-pt shot from 24 ft,,68-54,,
6:13.0,,,68-54,,Defensive rebound by H. Whiteside
6:04.0,,,68-57,3,J. McRoberts makes 3-pt shot from 25 ft (assist by G. Dragic)
5:48.0,Turnover by I. Thomas (bad pass),,68-57,,
5:48.0,,,68-57,,T. Johnson enters the game for J. Richardson
5:48.0,J. Jerebko enters the game for A. Johnson,,68-57,,
5:31.0,,,68-57,,T. Johnson misses 3-pt shot from 23 ft
5:30.0,Defensive rebound by A. Horford,,68-57,,
5:07.0,J. Crowder misses 3-pt shot from 24 ft,,68-57,,
5:06.0,Offensive rebound by A. Bradley,,68-57,,
5:05.0,A. Bradley makes 2-pt shot from 3 ft,2,70-57,,
4:53.0,,,70-57,,J. McRoberts misses 3-pt shot from 26 ft
4:52.0,Defensive rebound by A. Horford,,70-57,,
4:45.0,J. Jerebko misses 3-pt shot from 23 ft,,70-57,,
4:44.0,,,70-57,,Defensive rebound by H. Whiteside
4:37.0,,,70-59,2,G. Dragic makes 2-pt shot from 1 ft
4:20.0,Shooting foul by H. Whiteside (drawn by A. Horford),,70-59,,
4:20.0,A. Horford makes free throw 1 of 2,1,71-59,,
4:20.0,A. Horford makes free throw 2 of 2,1,72-59,,
4:20.0,M. Smart enters the game for I. Thomas,,71-59,,
4:20.0,,,71-59,,J. Johnson enters the game for J. McRoberts
4:20.0,,,71-59,,J. Winslow enters the game for R. McGruder
3:59.0,,,72-62,3,G. Dragic makes 3-pt shot from 25 ft (assist by T. Johnson)
3:41.0,A. Horford misses 3-pt shot from 25 ft,,72-62,,
3:40.0,Offensive rebound by M. Smart,,72-62,,
3:34.0,J. Jerebko misses 2-pt shot from 1 ft,,72-62,,
3:33.0,,,72-62,,Defensive rebound by G. Dragic
3:29.0,,,72-62,,Turnover by J. Winslow (bad pass; steal by J. Crowder)
3:27.0,,,72-62,,Personal foul by G. Dragic (drawn by M. Smart)
3:16.0,A. Bradley makes 2-pt shot from 20 ft (assist by A. Horford),2,74-62,,
3:03.0,,,74-65,3,G. Dragic makes 3-pt shot from 25 ft (assist by J. Johnson)
2:53.0,,,74-65,,Personal foul by G. Dragic (drawn by A. Horford)
2:53.0,K. Olynyk enters the game for A. Horford,,74-65,,
2:53.0,,,74-65,,J. Richardson enters the game for G. Dragic
2:48.0,A. Bradley misses 2-pt shot from 21 ft,,74-65,,
2:47.0,,,74-65,,Defensive rebound by H. Whiteside
2:38.0,,,74-65,,Turnover by H. Whiteside (offensive foul)
2:38.0,,,74-65,,Flagrant foul type 1 by H. Whiteside (drawn by K. Olynyk)
2:38.0,K. Olynyk misses flagrant free throw 1 of 2,,74-65,,
2:38.0,Offensive rebound by Team,,74-65,,
2:38.0,K. Olynyk makes flagrant free throw 2 of 2,1,75-65,,
2:27.0,J. Crowder misses 3-pt shot from 24 ft,,75-65,,
2:26.0,,,75-65,,Defensive rebound by H. Whiteside
2:14.0,,,75-65,,J. Richardson misses 3-pt shot from 26 ft
2:13.0,,,75-65,,Offensive rebound by H. Whiteside
2:11.0,,,75-67,2,H. Whiteside makes 2-pt shot from 2 ft
1:57.0,M. Smart misses 2-pt shot from 8 ft,,75-67,,
1:56.0,,,75-67,,Defensive rebound by H. Whiteside
1:47.0,,,75-67,,Turnover by T. Johnson (bad pass; steal by J. Crowder)
1:40.0,,,75-67,,Personal foul by T. Johnson (drawn by K. Olynyk)
1:40.0,K. Olynyk makes free throw 1 of 2,1,76-67,,
1:40.0,K. Olynyk misses free throw 2 of 2,,76-67,,
1:39.0,,,76-67,,Defensive rebound by J. Johnson
1:27.0,,,76-67,,Turnover by T. Johnson (bad pass; steal by K. Olynyk)
1:19.0,K. Olynyk misses 2-pt shot from 3 ft,,76-67,,
1:18.0,,,76-67,,Defensive rebound by H. Whiteside
1:17.0,,,76-67,,Turnover by J. Winslow (lost ball)
1:00.0,M. Smart misses 2-pt shot from 2 ft,,76-67,,
0:59.0,,,76-67,,Defensive rebound by T. Johnson
0:49.0,Jump ball: T. Johnson vs. K. Olynyk,,,,Jump ball: T. Johnson vs. K. Olynyk
0:49.0,,,76-67,,Turnover by J. Johnson (jump ball violation.)
0:49.0,,,76-67,,Technical foul by Team
0:49.0,J. Crowder makes technical free throw,1,77-67,,
0:49.0,T. Rozier enters the game for A. Bradley,,76-67,,
0:43.0,K. Olynyk misses 3-pt shot from 24 ft,,77-67,,
0:42.0,,,77-67,,Defensive rebound by Team
0:29.0,,,77-67,,Shooting foul by J. Jerebko (drawn by H. Whiteside)
0:29.0,,,77-68,1,H. Whiteside makes free throw 1 of 2
0:29.0,,,77-69,1,H. Whiteside makes free throw 2 of 2
0:29.0,T. Zeller enters the game for K. Olynyk,,77-67,,
0:12.0,J. Crowder misses 3-pt shot from 26 ft,,77-69,,
0:11.0,,,77-69,,Defensive rebound by H. Whiteside
0:04.0,,,77-71,2,J. Johnson makes 2-pt shot from 2 ft
0:01.0,M. Smart misses 2-pt shot from 22 ft (block by T. Johnson),,77-71,,
0:00.0,Offensive rebound by Team,,77-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,Shooting foul by J. Johnson (drawn by I. Thomas),,77-71,,
11:44.0,I. Thomas makes free throw 1 of 2,1,78-71,,
11:44.0,I. Thomas makes free throw 2 of 2,1,79-71,,
11:29.0,,,79-71,,Shooting foul by J. Jerebko (drawn by H. Whiteside)
11:29.0,,,79-71,,H. Whiteside misses free throw 1 of 2
11:29.0,,,79-71,,Offensive rebound by Team
11:29.0,,,79-71,,H. Whiteside misses free throw 2 of 2
11:28.0,Defensive rebound by I. Thomas,,79-71,,
11:08.0,M. Smart misses 2-pt shot from 16 ft,,79-71,,
11:07.0,Offensive rebound by J. Jerebko,,79-71,,
10:56.0,I. Thomas makes 3-pt shot from 25 ft (assist by M. Smart),3,82-71,,
10:37.0,Shooting block foul by J. Jerebko (drawn by J. Winslow),,82-71,,
10:37.0,,,82-72,1,J. Winslow makes free throw 1 of 2
10:37.0,,,82-72,,J. Winslow misses free throw 2 of 2
10:36.0,Defensive rebound by T. Zeller,,82-72,,
10:21.0,,,82-72,,Personal foul by J. Richardson (drawn by I. Thomas)
10:21.0,,,82-72,,R. McGruder enters the game for T. Johnson
10:14.0,T. Zeller misses 3-pt shot from 25 ft,,82-72,,
10:13.0,,,82-72,,Defensive rebound by H. Whiteside
10:02.0,,,82-72,,J. Richardson misses 3-pt shot from 24 ft
10:01.0,Defensive rebound by M. Smart,,82-72,,
9:48.0,T. Rozier makes 2-pt shot from 1 ft,2,84-72,,
9:29.0,,,84-75,3,J. Johnson makes 3-pt shot from 23 ft (assist by R. McGruder)
9:10.0,I. Thomas makes 3-pt shot from 25 ft,3,87-75,,
8:49.0,,,87-75,,J. Johnson misses 2-pt shot from 13 ft
8:48.0,Defensive rebound by Team,,87-75,,
8:35.0,T. Zeller misses 2-pt shot from 7 ft,,87-75,,
8:34.0,,,87-75,,Defensive rebound by H. Whiteside
8:32.0,,,87-75,,Turnover by J. Johnson (bad pass)
8:32.0,Official timeout,,87-75,,
8:32.0,,,87-75,,G. Dragic enters the game for H. Whiteside
8:32.0,A. Horford enters the game for T. Zeller,,87-75,,
8:12.0,J. Jerebko makes 2-pt shot from 2 ft (assist by A. Horford),2,89-75,,
7:51.0,,,89-78,3,G. Dragic makes 3-pt shot from 24 ft (assist by J. Winslow)
7:31.0,A. Horford makes 2-pt shot at rim,2,91-78,,
7:17.0,,,91-81,3,G. Dragic makes 3-pt shot from 25 ft
7:05.0,Turnover by A. Horford (bad pass; steal by J. Johnson),,91-81,,
6:53.0,,,91-83,2,J. Johnson makes 2-pt shot from 7 ft
6:37.0,I. Thomas misses 3-pt shot from 25 ft,,91-83,,
6:36.0,Offensive rebound by A. Horford,,91-83,,
6:33.0,A. Horford makes 2-pt shot from 1 ft,2,93-83,,
6:17.0,,,93-83,,Shooting foul by J. Jerebko (drawn by J. Winslow)
6:17.0,,,93-84,1,J. Winslow makes free throw 1 of 2
6:17.0,,,93-84,,J. Winslow misses free throw 2 of 2
6:17.0,A. Bradley enters the game for J. Jerebko,,93-84,,
6:17.0,,,93-84,,T. Johnson enters the game for J. Richardson
6:17.0,J. Crowder enters the game for I. Thomas,,93-84,,
6:16.0,Defensive rebound by A. Horford,,93-84,,
5:56.0,,,93-84,,Miami full timeout
5:54.0,A. Horford makes 2-pt shot from 1 ft (assist by M. Smart),2,95-84,,
5:34.0,,,95-84,,J. Winslow misses 2-pt shot from 7 ft (block by A. Horford)
5:29.0,,,95-84,,Offensive rebound by T. Johnson
5:27.0,,,95-84,,G. Dragic misses 2-pt shot from 20 ft
5:26.0,Defensive rebound by Team,,95-84,,
5:26.0,,,95-84,,Personal foul by J. Winslow (drawn by M. Smart)
5:00.0,A. Horford misses 2-pt shot from 16 ft,,95-84,,
4:59.0,,,95-84,,Defensive rebound by J. Winslow
4:56.0,,,95-84,,Turnover by J. Winslow (lost ball)
4:55.0,,,95-84,,Loose ball foul by J. Winslow (drawn by T. Rozier)
4:55.0,,,95-84,,H. Whiteside enters the game for R. McGruder
4:55.0,,,95-84,,J. Richardson enters the game for J. Johnson
4:41.0,A. Horford misses 3-pt shot from 24 ft,,95-84,,
4:39.0,,,95-84,,Defensive rebound by J. Richardson
4:18.0,,,95-84,,H. Whiteside misses 2-pt shot from 16 ft
4:17.0,Defensive rebound by J. Crowder,,95-84,,
3:58.0,A. Bradley misses 2-pt shot from 9 ft,,95-84,,
3:57.0,,,95-84,,Defensive rebound by H. Whiteside
3:51.0,Personal block foul by A. Bradley (drawn by H. Whiteside),,95-84,,
3:51.0,I. Thomas enters the game for T. Rozier,,95-84,,
3:41.0,,,95-84,,J. Richardson misses 3-pt shot from 26 ft
3:40.0,Defensive rebound by A. Horford,,95-84,,
3:31.0,I. Thomas makes 2-pt shot from 1 ft,2,97-84,,
3:16.0,Personal foul by A. Horford (drawn by G. Dragic),,97-84,,
3:16.0,,,97-84,,G. Dragic misses free throw 1 of 2
3:16.0,,,97-84,,Offensive rebound by Team
3:16.0,,,97-85,1,G. Dragic makes free throw 2 of 2
3:04.0,M. Smart misses 2-pt shot from 3 ft (block by J. Winslow),,97-85,,
3:03.0,Offensive rebound by J. Crowder,,97-85,,
3:02.0,Flagrant foul type 1 by I. Thomas (drawn by J. Winslow),,97-85,,
3:02.0,Turnover by I. Thomas (offensive foul),,97-85,,
3:02.0,,,97-85,,J. Winslow misses flagrant free throw 1 of 2
3:02.0,,,97-85,,Offensive rebound by Team
3:02.0,,,97-85,,J. Winslow misses flagrant free throw 2 of 2
3:02.0,,,97-85,,Offensive rebound by Team
3:02.0,J. Jerebko enters the game for I. Thomas,,97-85,,
2:50.0,,,97-87,2,T. Johnson makes 2-pt shot from 1 ft
2:38.0,Turnover by A. Bradley (lost ball; steal by J. Winslow),,97-87,,
2:34.0,,,97-89,2,J. Richardson makes 2-pt shot from 2 ft (assist by J. Winslow)
2:13.0,A. Bradley misses 2-pt shot from 8 ft,,97-89,,
2:12.0,,,97-89,,Defensive rebound by J. Richardson
2:04.0,,,97-92,3,G. Dragic makes 3-pt shot from 25 ft (assist by T. Johnson)
1:59.0,Boston full timeout,,97-92,,
1:59.0,T. Rozier enters the game for J. Jerebko,,97-92,,
1:50.0,A. Horford misses 3-pt shot from 25 ft,,97-92,,
1:49.0,,,97-92,,Defensive rebound by T. Johnson
