time,LA Clippers,pts.away,score,pts.home,Houston
7:13.0,,,104-121,,Offensive rebound by M. Harrell
7:12.0,,,104-123,2,M. Harrell makes 2-pt shot at rim
6:59.0,R. Felton misses 2-pt shot from 21 ft,,104-123,,
6:58.0,,,104-123,,Defensive rebound by P. Beverley
6:52.0,,,104-126,3,T. Ariza makes 3-pt shot from 26 ft (assist by P. Beverley)
6:52.0,LA Clippers full timeout,,104-126,,
6:52.0,,,104-126,,J. Harden enters the game for E. Gordon
6:32.0,Shooting foul by M. Harrell (drawn by R. Felton),,104-126,,
6:32.0,R. Felton makes free throw 1 of 2,1,105-126,,
6:32.0,R. Felton makes free throw 2 of 2,1,106-126,,
6:32.0,W. Johnson enters the game for L. Mbah a Moute,,105-126,,
6:23.0,,,106-126,,Turnover by J. Harden (bad pass)
6:11.0,A. Anderson misses 3-pt shot from 23 ft,,106-126,,
6:10.0,,,106-126,,Defensive rebound by J. Harden
5:54.0,,,106-126,,P. Beverley misses 3-pt shot from 24 ft
5:53.0,Defensive rebound by A. Anderson,,106-126,,
5:43.0,Shooting foul by P. Beverley (drawn by B. Bass),,106-126,,
5:43.0,B. Bass misses free throw 1 of 2,,106-126,,
5:43.0,Offensive rebound by Team,,106-126,,
5:43.0,B. Bass makes free throw 2 of 2,1,107-126,,
5:32.0,,,107-128,2,T. Ariza makes 2-pt shot from 9 ft (assist by J. Harden)
5:15.0,Turnover by B. Bass (lost ball; steal by T. Ariza),,107-128,,
5:02.0,,,107-128,,T. Ariza misses 3-pt shot from 26 ft
5:01.0,Defensive rebound by J. Crawford,,107-128,,
4:54.0,B. Bass misses 2-pt shot from 3 ft,,107-128,,
4:52.0,Offensive rebound by B. Bass,,107-128,,
4:51.0,B. Bass makes 2-pt shot from 1 ft,2,109-128,,
4:32.0,,,109-128,,Turnover by J. Harden (lost ball; steal by B. Bass)
4:10.0,R. Felton misses 3-pt shot from 27 ft,,109-128,,
4:08.0,,,109-128,,Defensive rebound by T. Ariza
3:56.0,,,109-130,2,M. Harrell makes 2-pt shot at rim (assist by J. Harden)
3:40.0,B. Bass makes 2-pt shot from 4 ft (assist by J. Crawford),2,111-130,,
3:40.0,Shooting foul by C. Brewer (drawn by B. Bass),,111-130,,
3:40.0,B. Bass makes free throw 1 of 1,1,112-130,,
3:40.0,L. Mbah a Moute enters the game for R. Felton,,111-130,,
3:26.0,,,112-132,2,M. Harrell makes 2-pt shot from 2 ft (assist by J. Harden)
3:26.0,,,112-132,,Shooting foul by A. Anderson (drawn by M. Harrell)
3:26.0,,,112-133,1,M. Harrell makes free throw 1 of 1
3:26.0,,,112-132,,S. Dekker enters the game for J. Harden
3:11.0,L. Mbah a Moute misses 3-pt shot from 24 ft,,112-133,,
3:09.0,,,112-133,,Defensive rebound by S. Dekker
2:59.0,,,112-136,3,P. Beverley makes 3-pt shot from 25 ft (assist by T. Ariza)
2:41.0,B. Bass makes 2-pt shot from 12 ft (assist by W. Johnson),2,114-136,,
2:26.0,,,114-138,2,S. Dekker makes 2-pt shot from 3 ft (assist by T. Ariza)
2:17.0,Turnover by B. Bass (lost ball; steal by M. Harrell),,114-138,,
2:01.0,,,114-140,2,C. Brewer makes 2-pt shot from 3 ft (assist by T. Ariza)
1:53.0,LA Clippers full timeout,,114-140,,
1:53.0,M. Speights enters the game for L. Mbah a Moute,,114-140,,
1:53.0,,,114-140,,T. Ennis enters the game for T. Ariza
1:53.0,,,114-140,,B. Brown enters the game for P. Beverley
1:53.0,,,114-140,,K. Wiltjer enters the game for M. Harrell
1:53.0,,,114-140,,K. McDaniels enters the game for C. Brewer
1:37.0,M. Speights misses 2-pt shot from 6 ft (block by K. Wiltjer),,114-140,,
1:34.0,Offensive rebound by M. Speights,,114-140,,
1:32.0,M. Speights misses 2-pt shot from 3 ft,,114-140,,
1:30.0,,,114-140,,Defensive rebound by K. Wiltjer
1:16.0,,,114-140,,S. Dekker misses 3-pt shot from 25 ft
1:15.0,Defensive rebound by W. Johnson,,114-140,,
1:05.0,W. Johnson misses 2-pt shot from 21 ft,,114-140,,
1:04.0,,,114-140,,Defensive rebound by T. Ennis
0:49.0,Personal foul by A. Anderson (drawn by S. Dekker),,114-140,,
0:42.0,,,114-140,,B. Brown misses 3-pt shot from 26 ft
0:41.0,Defensive rebound by W. Johnson,,114-140,,
0:22.0,M. Speights makes 2-pt shot from 4 ft (assist by J. Crawford),2,116-140,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
