time,Denver,pts.away,score,pts.home,San Antonio
6:07.0,N. Jokic makes 2-pt shot from 1 ft (assist by J. Nelson),2,94-102,,
5:54.0,,,94-102,,Shooting foul by J. Nelson (drawn by K. Leonard)
5:54.0,Official timeout,,94-102,,
5:54.0,,,94-103,1,K. Leonard makes free throw 1 of 2
5:54.0,,,94-104,1,K. Leonard makes free throw 2 of 2
5:54.0,,,94-102,,D. Lee enters the game for D. Bertans
5:54.0,W. Barton enters the game for M. Miller,,94-102,,
5:40.0,N. Jokic makes 2-pt shot from 5 ft (assist by W. Barton),2,96-104,,
5:21.0,,,96-106,2,K. Leonard makes 2-pt shot from 10 ft
5:03.0,E. Mudiay enters the game for J. Nelson,,96-106,,
4:57.0,J. Murray misses 2-pt shot from 4 ft,,96-106,,
4:56.0,,,96-106,,Defensive rebound by D. Dedmon
4:39.0,,,96-106,,K. Leonard misses 2-pt shot from 19 ft
4:36.0,,,96-106,,Offensive rebound by D. Lee
4:22.0,,,96-108,2,D. Murray makes 2-pt shot from 9 ft (assist by K. Leonard)
4:04.0,N. Jokic makes 2-pt shot from 13 ft,2,98-108,,
3:47.0,,,98-110,2,K. Leonard makes 2-pt shot from 10 ft
3:35.0,E. Mudiay misses 2-pt shot from 18 ft,,98-110,,
3:34.0,,,98-110,,Defensive rebound by D. Lee
3:15.0,,,98-112,2,K. Leonard makes 2-pt shot from 11 ft
3:14.0,Denver full timeout,,98-112,,
3:14.0,,,98-112,,P. Mills enters the game for D. Green
3:14.0,,,98-112,,L. Aldridge enters the game for D. Dedmon
3:06.0,W. Barton makes 2-pt shot from 4 ft,2,100-112,,
2:49.0,,,100-112,,P. Mills misses 3-pt shot from 24 ft
2:48.0,Defensive rebound by J. Hernangomez,,100-112,,
2:38.0,E. Mudiay makes 3-pt shot from 26 ft (assist by W. Barton),3,103-112,,
2:34.0,,,103-112,,San Antonio full timeout
2:12.0,,,103-115,3,K. Leonard makes 3-pt shot from 26 ft (assist by L. Aldridge)
1:49.0,E. Mudiay misses 3-pt shot from 26 ft,,103-115,,
1:48.0,,,103-115,,Defensive rebound by P. Mills
1:33.0,,,103-115,,J. Simmons enters the game for K. Leonard
1:33.0,,,103-115,,San Antonio full timeout
1:28.0,,,103-115,,J. Simmons misses 2-pt shot from 3 ft (block by N. Jokic)
1:27.0,,,103-115,,Offensive rebound by Team
1:25.0,,,103-115,,D. Lee misses 2-pt shot from 4 ft
1:23.0,Defensive rebound by E. Mudiay,,103-115,,
1:17.0,J. Murray misses 2-pt shot from 18 ft,,103-115,,
1:16.0,Offensive rebound by Team,,103-115,,
1:16.0,,,103-115,,Loose ball foul by D. Lee (drawn by N. Jokic)
1:11.0,E. Mudiay misses 2-pt shot from 3 ft,,103-115,,
1:09.0,Offensive rebound by N. Jokic,,103-115,,
1:06.0,N. Jokic misses 2-pt shot from 3 ft,,103-115,,
1:05.0,,,103-115,,Defensive rebound by D. Lee
0:46.0,,,103-115,,J. Simmons misses 2-pt shot from 15 ft (block by W. Barton)
0:45.0,,,103-115,,Offensive rebound by Team
0:45.0,,,103-115,,Turnover by Team (shot clock)
0:38.0,,,103-115,,Personal block foul by D. Murray
0:38.0,J. Hernangomez makes free throw 1 of 2,1,104-115,,
0:38.0,J. Hernangomez misses free throw 2 of 2,,104-115,,
0:38.0,,,104-115,,D. Dedmon enters the game for L. Aldridge
0:38.0,,,104-115,,D. Bertans enters the game for D. Lee
0:38.0,,,104-115,,K. Anderson enters the game for P. Mills
0:37.0,,,104-115,,Defensive rebound by J. Simmons
0:21.0,,,104-115,,Shooting foul by E. Mudiay (drawn by D. Dedmon)
0:21.0,,,104-117,2,D. Dedmon makes 2-pt shot from 2 ft (assist by D. Bertans)
0:21.0,,,104-118,1,D. Dedmon makes free throw 1 of 1
0:10.0,J. Murray misses 3-pt shot from 25 ft,,104-118,,
0:09.0,,,104-118,,Defensive rebound by D. Bertans
0:00.0,End of 4th quarter,,,,End of 4th quarter
