time,San Antonio,pts.away,score,pts.home,Utah
3:39.0,Personal foul by N. Laprovittola (drawn by S. Mack),,20-16,,
3:23.0,,,20-16,,T. Lyles misses 2-pt shot from 24 ft
3:23.0,Defensive rebound by L. Aldridge,,20-16,,
3:06.0,L. Aldridge misses 2-pt shot from 6 ft,,20-16,,
3:05.0,Offensive rebound by Team,,20-16,,
3:02.0,M. Ginobili makes 2-pt shot from 15 ft (assist by N. Laprovittola),2,22-16,,
3:01.0,Violation by Team (delay of game),,22-16,,
2:42.0,,,22-16,,S. Mack misses 2-pt shot from 4 ft
2:40.0,Defensive rebound by J. Simmons,,22-16,,
2:32.0,N. Laprovittola misses 3-pt shot from 24 ft,,22-16,,
2:32.0,,,22-16,,Defensive rebound by D. Exum
2:24.0,,,22-16,,D. Exum misses 2-pt shot from 2 ft
2:24.0,,,22-16,,Offensive rebound by R. Gobert
2:24.0,,,22-16,,Shooting foul by J. Simmons (drawn by R. Gobert)
2:24.0,,,22-16,,R. Gobert misses free throw 1 of 2
2:24.0,,,22-16,,Offensive rebound by Team
2:24.0,,,22-16,,R. Gobert misses free throw 2 of 2
2:24.0,Defensive rebound by L. Aldridge,,22-16,,
2:13.0,Turnover by N. Laprovittola (lost ball; steal by S. Mack),,22-16,,
1:58.0,,,22-16,,Turnover by D. Exum (lost ball; steal by L. Aldridge)
1:52.0,D. Bertans misses 3-pt shot from 26 ft,,22-16,,
1:51.0,,,22-16,,Defensive rebound by R. Gobert
1:44.0,,,22-16,,Offensive foul by J. Ingles
1:44.0,,,22-16,,Turnover by J. Ingles (offensive foul)
1:44.0,,,22-16,,J. Withey enters the game for R. Gobert
1:29.0,Shooting foul by J. Withey (drawn by L. Aldridge),,22-16,,
1:29.0,L. Aldridge makes free throw 1 of 2,1,23-16,,
1:29.0,L. Aldridge misses free throw 2 of 2,,23-16,,
1:28.0,,,23-16,,Defensive rebound by T. Lyles
1:11.0,,,23-16,,S. Mack misses 3-pt shot from 24 ft
1:10.0,Defensive rebound by M. Ginobili,,23-16,,
1:01.0,M. Ginobili makes 2-pt shot from 2 ft,2,25-16,,
0:51.0,,,25-16,,T. Lyles misses 2-pt shot from 13 ft
0:51.0,Defensive rebound by L. Aldridge,,25-16,,
0:35.0,Turnover by M. Ginobili (bad pass; steal by J. Ingles),,25-16,,
0:30.0,Personal foul by D. Bertans (drawn by J. Ingles),,25-16,,
0:30.0,P. Gasol enters the game for L. Aldridge,,25-16,,
0:30.0,,,25-16,,Utah full timeout
0:15.0,,,25-16,,Shooting foul by M. Ginobili (drawn by J. Ingles)
0:15.0,,,25-17,1,J. Ingles makes free throw 1 of 2
0:15.0,,,25-17,,J. Ingles misses free throw 2 of 2
0:15.0,Defensive rebound by P. Gasol,,25-17,,
0:02.0,M. Ginobili makes 2-pt shot from 2 ft,2,27-17,,
0:00.0,,,27-17,,J. Withey misses 3-pt shot from 47 ft
0:00.0,,,27-17,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,,,27-17,,J. Johnson misses 2-pt shot from 11 ft
11:35.0,Defensive rebound by K. Leonard,,27-17,,
11:18.0,J. Simmons makes 2-pt shot from 19 ft,2,29-17,,
11:05.0,,,29-17,,Turnover by D. Favors (bad pass; steal by K. Leonard)
10:51.0,K. Leonard misses 2-pt shot from 10 ft,,29-17,,
10:50.0,,,29-17,,Defensive rebound by D. Favors
10:32.0,,,29-17,,Offensive charge foul by J. Johnson
10:32.0,,,29-17,,Turnover by J. Johnson (offensive foul)
10:10.0,K. Leonard misses 3-pt shot from 22 ft,,29-17,,
10:10.0,,,29-17,,Defensive rebound by T. Lyles
10:00.0,,,29-17,,Turnover by S. Mack (bad pass; steal by J. Simmons)
9:55.0,J. Simmons misses 2-pt shot from 2 ft,,29-17,,
9:53.0,Offensive rebound by K. Leonard,,29-17,,
9:51.0,K. Leonard makes 2-pt shot from 2 ft,2,31-17,,
9:43.0,Personal foul by P. Mills,,31-17,,
9:43.0,K. Anderson enters the game for J. Simmons,,31-17,,
9:43.0,,,31-17,,R. Hood enters the game for D. Exum
9:43.0,D. Lee enters the game for D. Bertans,,31-17,,
9:34.0,,,31-19,2,R. Hood makes 2-pt shot from 10 ft
9:19.0,P. Gasol makes 2-pt shot from 6 ft,2,33-19,,
9:04.0,,,33-21,2,R. Hood makes 2-pt shot from 8 ft (assist by S. Mack)
8:48.0,P. Gasol makes 2-pt shot from 20 ft (assist by P. Mills),2,35-21,,
8:29.0,,,35-23,2,J. Johnson makes 2-pt shot from 1 ft (assist by T. Lyles)
8:29.0,San Antonio full timeout,,35-23,,
8:29.0,,,35-23,,G. Hill enters the game for S. Mack
8:20.0,,,35-23,,Violation by J. Johnson (kicked ball)
8:14.0,K. Leonard makes 3-pt shot from 25 ft (assist by P. Mills),3,38-23,,
7:55.0,,,38-26,3,G. Hill makes 3-pt shot from 25 ft (assist by J. Johnson)
7:29.0,P. Gasol makes 2-pt shot from 10 ft,2,40-26,,
7:09.0,Personal foul by D. Lee (drawn by G. Hill),,40-26,,
7:09.0,,,40-26,,R. Gobert enters the game for D. Favors
7:09.0,,,40-26,,J. Ingles enters the game for T. Lyles
6:55.0,,,40-28,2,J. Johnson makes 2-pt shot from 1 ft
6:43.0,K. Anderson makes 2-pt shot from 6 ft,2,42-28,,
6:22.0,,,42-31,3,J. Ingles makes 3-pt shot from 25 ft (assist by G. Hill)
6:03.0,K. Leonard makes 2-pt shot from 23 ft,2,44-31,,
5:42.0,,,44-33,2,R. Hood makes 2-pt shot from 2 ft
5:29.0,P. Mills makes 2-pt shot from 19 ft (assist by P. Gasol),2,46-33,,
5:16.0,,,46-33,,J. Ingles misses 3-pt shot from 24 ft
5:15.0,Defensive rebound by K. Leonard,,46-33,,
5:08.0,Turnover by P. Mills (bad pass; steal by R. Hood),,46-33,,
5:03.0,Personal foul by P. Mills,,46-33,,
5:03.0,,,46-33,,Utah full timeout
5:03.0,D. Bertans enters the game for D. Lee,,46-33,,
5:03.0,M. Ginobili enters the game for P. Gasol,,46-33,,
5:03.0,N. Laprovittola enters the game for P. Mills,,46-33,,
5:03.0,,,46-33,,D. Exum enters the game for J. Johnson
5:03.0,L. Aldridge enters the game for K. Leonard,,46-33,,
4:48.0,,,46-33,,Turnover by J. Ingles (bad pass; steal by K. Anderson)
4:40.0,,,46-33,,Personal foul by J. Ingles (drawn by M. Ginobili)
4:40.0,,,46-33,,Violation by Team (delay of game)
4:40.0,,,46-33,,S. Mack enters the game for J. Ingles
4:36.0,M. Ginobili misses 2-pt shot from 2 ft,,46-33,,
4:35.0,,,46-33,,Defensive rebound by R. Hood
4:31.0,,,46-33,,Shooting foul by L. Aldridge (drawn by R. Hood)
4:31.0,,,46-33,,R. Hood misses free throw 1 of 2
4:31.0,,,46-33,,Offensive rebound by Team
4:31.0,,,46-33,,R. Hood misses free throw 2 of 2
4:31.0,J. Simmons enters the game for D. Bertans,,46-33,,
4:30.0,Defensive rebound by J. Simmons,,46-33,,
4:05.0,N. Laprovittola misses 2-pt shot from 1 ft,,46-33,,
4:05.0,Offensive rebound by L. Aldridge,,46-33,,
3:56.0,Shooting foul by R. Hood (drawn by L. Aldridge),,46-33,,
3:56.0,L. Aldridge makes free throw 1 of 2,1,47-33,,
3:56.0,L. Aldridge makes free throw 2 of 2,1,48-33,,
3:56.0,,,47-33,,T. Lyles enters the game for R. Hood
3:36.0,,,48-33,,Turnover by G. Hill (bad pass; steal by K. Anderson)
3:26.0,M. Ginobili misses 2-pt shot from 14 ft,,48-33,,
3:26.0,,,48-33,,Defensive rebound by Team
3:26.0,Loose ball foul by L. Aldridge (drawn by R. Gobert),,48-33,,
3:26.0,,,48-33,,R. Gobert misses free throw 1 of 2
3:26.0,,,48-33,,Offensive rebound by Team
3:26.0,,,48-34,1,R. Gobert makes free throw 2 of 2
3:26.0,K. Leonard enters the game for M. Ginobili,,48-33,,
3:26.0,D. Bertans enters the game for K. Anderson,,48-33,,
3:26.0,,,48-33,,J. Johnson enters the game for S. Mack
3:18.0,Offensive foul by L. Aldridge,,48-34,,
3:18.0,Turnover by L. Aldridge (offensive foul),,48-34,,
3:18.0,P. Gasol enters the game for L. Aldridge,,48-34,,
3:18.0,,,48-34,,Utah full timeout
3:03.0,,,48-37,3,G. Hill makes 3-pt shot from 24 ft (assist by R. Gobert)
2:46.0,D. Bertans misses 3-pt shot from 26 ft,,48-37,,
2:46.0,,,48-37,,Defensive rebound by D. Exum
2:34.0,,,48-37,,T. Lyles misses 2-pt shot from 22 ft
2:34.0,Defensive rebound by K. Leonard,,48-37,,
2:18.0,P. Gasol misses 2-pt shot from 17 ft,,48-37,,
2:17.0,,,48-37,,Defensive rebound by R. Gobert
2:07.0,,,48-37,,G. Hill misses 3-pt shot from 25 ft
2:06.0,Defensive rebound by K. Leonard,,48-37,,
1:58.0,D. Bertans misses 3-pt shot from 24 ft,,48-37,,
1:58.0,,,48-37,,Defensive rebound by T. Lyles
1:42.0,,,48-39,2,D. Exum makes 2-pt shot from 2 ft
1:42.0,San Antonio full timeout,,48-39,,
1:42.0,M. Ginobili enters the game for N. Laprovittola,,48-39,,
1:42.0,P. Mills enters the game for J. Simmons,,48-39,,
1:25.0,P. Gasol makes 2-pt shot from 2 ft,2,50-39,,
1:00.0,,,50-39,,G. Hill misses 3-pt shot from 23 ft
1:00.0,Defensive rebound by P. Gasol,,50-39,,
0:48.0,K. Leonard misses 2-pt shot from 3 ft,,50-39,,
0:48.0,Offensive rebound by K. Leonard,,50-39,,
0:44.0,M. Ginobili makes 3-pt shot from 24 ft (assist by K. Leonard),3,53-39,,
0:27.0,,,53-41,2,G. Hill makes 2-pt shot from 4 ft
0:07.0,K. Leonard misses 2-pt shot from 4 ft,,53-41,,
0:06.0,Offensive rebound by P. Gasol,,53-41,,
0:05.0,P. Gasol misses 2-pt shot from 2 ft (block by T. Lyles),,53-41,,
0:04.0,,,53-41,,Defensive rebound by D. Exum
0:01.0,,,53-41,,D. Exum misses 2-pt shot from 2 ft
0:00.0,,,53-41,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,53-41,,Turnover by R. Gobert (bad pass; steal by K. Anderson)
11:35.0,K. Leonard misses 3-pt shot from 25 ft,,53-41,,
11:35.0,,,53-41,,Defensive rebound by D. Favors
11:17.0,,,53-41,,Shooting foul by K. Leonard (drawn by J. Johnson)
11:17.0,,,53-42,1,J. Johnson makes free throw 1 of 2
11:17.0,,,53-43,1,J. Johnson makes free throw 2 of 2
11:06.0,L. Aldridge makes 2-pt shot from 14 ft,2,55-43,,
10:48.0,,,55-45,2,R. Hood makes 2-pt shot from 6 ft
10:31.0,K. Leonard misses 3-pt shot from 24 ft,,55-45,,
10:30.0,,,55-45,,Defensive rebound by R. Hood
10:24.0,,,55-47,2,J. Johnson makes 2-pt shot from 3 ft (assist by R. Hood)
10:11.0,Shooting foul by D. Favors (drawn by L. Aldridge),,55-47,,
10:11.0,L. Aldridge makes free throw 1 of 2,1,56-47,,
10:11.0,L. Aldridge makes free throw 2 of 2,1,57-47,,
9:56.0,,,57-50,3,G. Hill makes 3-pt shot from 24 ft (assist by R. Hood)
9:47.0,,,57-50,,Personal foul by R. Hood (drawn by K. Anderson)
9:47.0,,,57-50,,D. Exum enters the game for R. Hood
9:34.0,K. Leonard makes 2-pt shot from 3 ft,2,59-50,,
9:34.0,Shooting foul by R. Gobert (drawn by K. Leonard),,59-50,,
9:34.0,K. Leonard makes free throw 1 of 1,1,60-50,,
9:18.0,,,60-50,,G. Hill misses 2-pt shot from 1 ft (block by K. Leonard)
9:17.0,Defensive rebound by P. Gasol,,60-50,,
9:01.0,K. Leonard makes 2-pt shot from 21 ft,2,62-50,,
8:37.0,,,62-50,,J. Johnson misses 2-pt shot from 16 ft
8:36.0,Defensive rebound by K. Leonard,,62-50,,
8:32.0,P. Mills makes 3-pt shot from 25 ft (assist by K. Leonard),3,65-50,,
8:31.0,,,65-50,,Utah full timeout
8:09.0,,,65-52,2,D. Favors makes 2-pt shot at rim (assist by D. Exum)
7:56.0,P. Mills makes 2-pt shot from 2 ft (assist by P. Gasol),2,67-52,,
7:36.0,,,67-55,3,D. Exum makes 3-pt shot from 24 ft (assist by G. Hill)
7:19.0,P. Gasol misses 2-pt shot from 18 ft,,67-55,,
7:18.0,,,67-55,,Defensive rebound by D. Exum
7:04.0,,,67-55,,D. Favors misses 2-pt shot from 17 ft
7:03.0,Defensive rebound by P. Gasol,,67-55,,
6:39.0,K. Leonard makes 2-pt shot from 18 ft,2,69-55,,
6:17.0,,,69-55,,D. Favors misses 2-pt shot from 2 ft (block by P. Gasol)
6:15.0,Defensive rebound by K. Leonard,,69-55,,
6:04.0,K. Leonard makes 2-pt shot from 19 ft,2,71-55,,
5:40.0,,,71-57,2,G. Hill makes 2-pt shot from 2 ft
5:26.0,Shooting foul by J. Johnson (drawn by K. Leonard),,71-57,,
5:26.0,K. Leonard makes free throw 1 of 2,1,72-57,,
5:26.0,K. Leonard makes free throw 2 of 2,1,73-57,,
5:26.0,D. Bertans enters the game for P. Gasol,,72-57,,
5:26.0,J. Simmons enters the game for K. Anderson,,72-57,,
5:26.0,,,72-57,,T. Lyles enters the game for R. Gobert
5:05.0,,,73-57,,J. Johnson misses 2-pt shot from 16 ft
5:04.0,Defensive rebound by D. Bertans,,73-57,,
4:54.0,,,73-57,,J. Ingles enters the game for J. Johnson
4:46.0,J. Simmons misses 2-pt shot from 3 ft,,73-57,,
4:46.0,,,73-57,,Defensive rebound by D. Favors
4:36.0,,,73-59,2,D. Exum makes 2-pt shot from 3 ft
4:36.0,San Antonio full timeout,,73-59,,
4:36.0,D. Dedmon enters the game for D. Bertans,,73-59,,
4:14.0,L. Aldridge misses 2-pt shot at rim (block by D. Favors),,73-59,,
4:13.0,,,73-59,,Defensive rebound by G. Hill
4:08.0,Personal foul by D. Dedmon (drawn by J. Ingles),,73-59,,
4:08.0,M. Ginobili enters the game for J. Simmons,,73-59,,
3:59.0,,,73-61,2,D. Favors makes 2-pt shot from 2 ft (assist by D. Exum)
3:40.0,L. Aldridge makes 2-pt shot at rim (assist by K. Leonard),2,75-61,,
3:29.0,,,75-61,,D. Exum misses 2-pt shot from 3 ft (block by M. Ginobili)
3:28.0,Defensive rebound by M. Ginobili,,75-61,,
3:20.0,P. Mills makes 3-pt shot from 24 ft (assist by K. Leonard),3,78-61,,
3:00.0,,,78-61,,G. Hill misses 2-pt shot from 18 ft
2:59.0,Defensive rebound by M. Ginobili,,78-61,,
2:47.0,Turnover by K. Leonard (lost ball; steal by J. Ingles),,78-61,,
2:42.0,Personal foul by K. Leonard (drawn by D. Exum),,78-61,,
2:42.0,N. Laprovittola enters the game for P. Mills,,78-61,,
2:42.0,,,78-61,,S. Mack enters the game for G. Hill
2:42.0,,,78-61,,R. Hood enters the game for D. Exum
2:26.0,,,78-61,,R. Hood misses 2-pt shot from 3 ft (block by D. Dedmon)
2:25.0,Defensive rebound by D. Dedmon,,78-61,,
2:17.0,N. Laprovittola misses 3-pt shot from 25 ft,,78-61,,
2:17.0,,,78-61,,Defensive rebound by R. Hood
2:08.0,,,78-61,,T. Lyles misses 3-pt shot from 26 ft
2:08.0,Defensive rebound by K. Leonard,,78-61,,
2:01.0,Turnover by L. Aldridge (lost ball; steal by D. Favors),,78-61,,
1:50.0,,,78-64,3,R. Hood makes 3-pt shot from 24 ft
1:26.0,M. Ginobili misses 2-pt shot from 2 ft,,78-64,,
1:25.0,Offensive rebound by D. Dedmon,,78-64,,
1:24.0,D. Dedmon makes 2-pt shot from 2 ft,2,80-64,,
1:08.0,,,80-64,,Shooting foul by D. Dedmon (drawn by R. Hood)
1:08.0,,,80-65,1,R. Hood makes free throw 1 of 2
1:08.0,,,80-66,1,R. Hood makes free throw 2 of 2
1:08.0,,,80-65,,D. Exum enters the game for S. Mack
1:08.0,,,80-65,,R. Gobert enters the game for D. Favors
1:08.0,D. Lee enters the game for L. Aldridge,,80-65,,
1:08.0,J. Simmons enters the game for K. Leonard,,80-65,,
0:48.0,N. Laprovittola misses 3-pt shot from 24 ft,,80-66,,
0:48.0,Offensive rebound by D. Lee,,80-66,,
0:47.0,D. Lee makes 2-pt shot from 2 ft,2,82-66,,
0:32.0,,,82-66,,T. Lyles misses 2-pt shot from 3 ft
0:29.0,,,82-66,,Offensive rebound by Team
0:06.0,,,82-66,,J. Ingles misses 3-pt shot from 24 ft
0:05.0,Defensive rebound by D. Dedmon,,82-66,,
0:00.0,N. Laprovittola misses 3-pt shot from 26 ft,,82-66,,
0:00.0,Offensive rebound by Team,,82-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,D. Dedmon makes 2-pt shot at rim (assist by D. Lee),2,84-66,,
11:41.0,,,84-66,,Utah full timeout
11:41.0,,,84-66,,D. Favors enters the game for R. Gobert
11:28.0,,,84-69,3,S. Mack makes 3-pt shot from 25 ft (assist by T. Lyles)
11:17.0,Offensive foul by J. Simmons,,84-69,,
11:17.0,Turnover by J. Simmons (offensive foul),,84-69,,
11:08.0,,,84-69,,S. Mack misses 2-pt shot from 19 ft
11:07.0,Defensive rebound by J. Simmons,,84-69,,
10:53.0,D. Lee makes 2-pt shot from 3 ft,2,86-69,,
10:36.0,,,86-69,,D. Favors misses 2-pt shot at rim (block by D. Dedmon)
10:34.0,,,86-69,,Offensive rebound by D. Exum
10:34.0,Personal foul by J. Simmons (drawn by D. Exum),,86-69,,
10:34.0,K. Leonard enters the game for J. Simmons,,86-69,,
10:22.0,,,86-69,,R. Hood misses 2-pt shot from 4 ft
10:22.0,,,86-69,,Offensive rebound by R. Hood
10:18.0,,,86-69,,D. Exum misses 3-pt shot from 25 ft
10:17.0,Defensive rebound by D. Dedmon,,86-69,,
10:06.0,D. Dedmon misses 2-pt shot at rim,,86-69,,
10:06.0,,,86-69,,Defensive rebound by S. Mack
10:00.0,,,86-69,,S. Mack misses 2-pt shot from 7 ft
9:59.0,,,86-69,,Offensive rebound by T. Lyles
9:51.0,,,86-69,,R. Hood misses 2-pt shot at rim
9:49.0,Defensive rebound by D. Dedmon,,86-69,,
9:47.0,,,86-69,,Personal foul by D. Exum (drawn by M. Ginobili)
9:47.0,,,86-69,,J. Ingles enters the game for D. Exum
9:41.0,K. Leonard makes 2-pt shot from 22 ft (assist by D. Lee),2,88-69,,
9:32.0,Personal foul by M. Ginobili (drawn by R. Hood),,88-69,,
9:32.0,K. Anderson enters the game for M. Ginobili,,88-69,,
9:26.0,,,88-69,,Shooting foul by N. Laprovittola (drawn by S. Mack)
9:26.0,,,88-70,1,S. Mack makes free throw 1 of 2
9:26.0,,,88-71,1,S. Mack makes free throw 2 of 2
9:26.0,,,88-70,,R. Gobert enters the game for T. Lyles
9:13.0,Shooting foul by J. Ingles (drawn by K. Leonard),,88-71,,
9:13.0,K. Leonard makes free throw 1 of 2,1,89-71,,
9:13.0,K. Leonard makes free throw 2 of 2,1,90-71,,
9:04.0,,,90-71,,R. Hood misses 3-pt shot from 25 ft
9:04.0,Defensive rebound by D. Dedmon,,90-71,,
8:45.0,,,90-71,,G. Hill enters the game for S. Mack
8:38.0,K. Leonard misses 2-pt shot from 23 ft,,90-71,,
8:38.0,,,90-71,,Defensive rebound by D. Favors
8:28.0,,,90-73,2,J. Ingles makes 2-pt shot from 1 ft
8:20.0,Turnover by N. Laprovittola (traveling),,90-73,,
8:08.0,,,90-75,2,R. Gobert makes 2-pt shot at rim (assist by J. Ingles)
8:07.0,San Antonio full timeout,,90-75,,
8:07.0,P. Mills enters the game for D. Dedmon,,90-75,,
8:07.0,L. Aldridge enters the game for N. Laprovittola,,90-75,,
8:07.0,J. Simmons enters the game for K. Leonard,,90-75,,
7:49.0,L. Aldridge makes 2-pt shot from 19 ft (assist by P. Mills),2,92-75,,
7:28.0,,,92-75,,D. Favors misses 2-pt shot from 4 ft
7:27.0,,,92-75,,Offensive rebound by D. Favors
7:27.0,,,92-75,,D. Favors misses 2-pt shot from 2 ft
7:25.0,Defensive rebound by P. Mills,,92-75,,
7:17.0,P. Mills misses 2-pt shot from 4 ft,,92-75,,
7:17.0,,,92-75,,Defensive rebound by D. Favors
7:10.0,,,92-75,,G. Hill misses 3-pt shot from 24 ft
7:08.0,Defensive rebound by P. Mills,,92-75,,
7:02.0,Turnover by J. Simmons (traveling),,92-75,,
7:02.0,,,92-75,,S. Mack enters the game for J. Ingles
7:02.0,,,92-75,,D. Exum enters the game for R. Hood
6:50.0,,,92-75,,D. Favors misses 2-pt shot from 16 ft
6:49.0,Defensive rebound by J. Simmons,,92-75,,
6:38.0,L. Aldridge makes 2-pt shot from 21 ft (assist by J. Simmons),2,94-75,,
6:22.0,,,94-75,,D. Exum misses 2-pt shot from 20 ft
6:21.0,,,94-75,,Offensive rebound by R. Gobert
6:21.0,,,94-77,2,R. Gobert makes 2-pt shot at rim
5:53.0,L. Aldridge misses 2-pt shot from 18 ft,,94-77,,
5:52.0,,,94-77,,Defensive rebound by R. Gobert
5:41.0,,,94-77,,G. Hill misses 2-pt shot from 13 ft
5:40.0,Defensive rebound by L. Aldridge,,94-77,,
5:23.0,P. Mills misses 2-pt shot from 17 ft,,94-77,,
5:23.0,Offensive rebound by Team,,94-77,,
5:23.0,,,94-77,,Loose ball foul by S. Mack (drawn by L. Aldridge)
5:23.0,,,94-77,,J. Withey enters the game for R. Gobert
5:23.0,,,94-77,,T. Lyles enters the game for D. Favors
5:23.0,,,94-77,,J. Ingles enters the game for G. Hill
5:10.0,P. Mills misses 3-pt shot from 26 ft,,94-77,,
5:10.0,,,94-77,,Defensive rebound by J. Withey
5:03.0,,,94-77,,Turnover by S. Mack (bad pass; steal by K. Anderson)
4:46.0,P. Mills misses 3-pt shot from 24 ft,,94-77,,
4:46.0,,,94-77,,Defensive rebound by D. Exum
4:33.0,,,94-79,2,S. Mack makes 2-pt shot from 19 ft
4:10.0,L. Aldridge makes 2-pt shot from 4 ft,2,96-79,,
3:58.0,Personal foul by P. Mills,,96-79,,
3:58.0,D. Dedmon enters the game for D. Lee,,96-79,,
3:58.0,N. Laprovittola enters the game for P. Mills,,96-79,,
3:52.0,,,96-79,,J. Ingles misses 3-pt shot from 24 ft
