time,Cleveland,pts.away,score,pts.home,Miami
6:51.0,K. Korver enters the game for K. Love,,14-13,,
6:42.0,,,14-13,,H. Whiteside misses 2-pt shot from 6 ft (block by K. Korver)
6:41.0,,,14-13,,Offensive rebound by Team
6:36.0,,,14-15,2,H. Whiteside makes 2-pt shot at rim (assist by R. McGruder)
6:26.0,D. Williams makes 3-pt shot from 24 ft,3,17-15,,
6:10.0,,,17-17,2,H. Whiteside makes 2-pt shot at rim (assist by J. Johnson)
5:54.0,C. Frye makes 3-pt shot from 25 ft (assist by D. Williams),3,20-17,,
5:46.0,,,20-17,,Miami full timeout
5:36.0,,,20-17,,R. McGruder misses 3-pt shot from 25 ft
5:35.0,Defensive rebound by I. Shumpert,,20-17,,
5:26.0,I. Shumpert misses 2-pt shot from 6 ft,,20-17,,
5:25.0,,,20-17,,Defensive rebound by H. Whiteside
5:09.0,,,20-17,,G. Dragic misses 2-pt shot from 16 ft (block by C. Frye)
5:08.0,Defensive rebound by K. Korver,,20-17,,
4:53.0,J. Smith makes 3-pt shot from 25 ft (assist by D. Williams),3,23-17,,
4:41.0,Violation by C. Frye (kicked ball),,23-17,,
4:41.0,,,23-17,,T. Johnson enters the game for G. Dragic
4:30.0,,,23-17,,T. Johnson misses 2-pt shot from 19 ft
4:29.0,Defensive rebound by C. Frye,,23-17,,
4:20.0,C. Frye makes 2-pt shot from 15 ft (assist by D. Williams),2,25-17,,
4:03.0,,,25-19,2,H. Whiteside makes 2-pt shot from 2 ft (assist by J. Johnson)
3:56.0,D. Williams makes 2-pt shot from 2 ft,2,27-19,,
3:42.0,,,27-19,,J. Richardson misses 3-pt shot from 25 ft
3:41.0,Defensive rebound by D. Williams,,27-19,,
3:30.0,D. Williams makes 2-pt shot from 19 ft,2,29-19,,
3:10.0,Def 3 sec tech foul by K. Korver,,29-19,,
3:10.0,,,29-20,1,J. Richardson makes technical free throw
3:10.0,K. Felder enters the game for I. Shumpert,,29-20,,
3:10.0,R. Jefferson enters the game for C. Frye,,29-20,,
3:10.0,,,29-20,,O. White enters the game for H. Whiteside
3:07.0,L. Sanders enters the game for D. Williams,,29-20,,
3:02.0,,,29-20,,Turnover by T. Johnson (lost ball; steal by K. Felder)
2:59.0,K. Felder misses 2-pt shot from 2 ft (block by O. White),,29-20,,
2:58.0,Offensive rebound by L. Sanders,,29-20,,
2:57.0,L. Sanders misses 2-pt shot from 2 ft,,29-20,,
2:56.0,Offensive rebound by L. Sanders,,29-20,,
2:55.0,L. Sanders makes 2-pt shot from 1 ft,2,31-20,,
2:45.0,,,31-20,,Shooting foul by L. Sanders (drawn by T. Johnson)
2:45.0,Cleveland full timeout,,31-20,,
2:45.0,,,31-20,,T. Johnson misses free throw 1 of 2
2:45.0,,,31-20,,Offensive rebound by Team
2:45.0,,,31-21,1,T. Johnson makes free throw 2 of 2
2:45.0,,,31-20,,W. Reed enters the game for R. McGruder
2:45.0,,,31-20,,W. Ellington enters the game for J. Johnson
2:29.0,Turnover by L. Sanders (bad pass; steal by W. Ellington),,31-21,,
2:19.0,,,31-24,3,T. Johnson makes 3-pt shot from 25 ft (assist by O. White)
1:56.0,Turnover by J. Smith (lost ball),,31-24,,
1:56.0,D. Williams enters the game for J. Smith,,31-24,,
1:35.0,,,31-24,,W. Ellington misses 3-pt shot from 23 ft
1:34.0,,,31-24,,Offensive rebound by J. Richardson
1:28.0,,,31-24,,O. White misses 3-pt shot from 25 ft
1:27.0,Defensive rebound by K. Korver,,31-24,,
1:25.0,Turnover by L. Sanders (offensive foul),,31-24,,
1:25.0,Offensive foul by L. Sanders,,31-24,,
1:25.0,K. Love enters the game for L. Sanders,,31-24,,
1:13.0,,,31-24,,J. Richardson misses 2-pt shot from 7 ft (block by D. Williams)
1:12.0,Defensive rebound by K. Love,,31-24,,
1:02.0,K. Love makes 2-pt shot from 2 ft (assist by K. Felder),2,33-24,,
1:02.0,Shooting foul by W. Reed (drawn by K. Love),,33-24,,
1:02.0,K. Love makes free throw 1 of 1,1,34-24,,
0:46.0,,,34-24,,O. White misses 3-pt shot from 25 ft
0:45.0,,,34-24,,Offensive rebound by W. Reed
0:37.0,,,34-24,,Turnover by T. Johnson (bad pass)
0:37.0,,,34-24,,G. Dragic enters the game for J. Richardson
0:27.0,K. Korver makes 3-pt shot from 24 ft (assist by K. Felder),3,37-24,,
0:04.0,,,37-24,,G. Dragic misses 2-pt shot from 15 ft
0:03.0,Defensive rebound by D. Williams,,37-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,K. Korver misses 2-pt shot from 19 ft,,37-24,,
11:35.0,,,37-24,,Defensive rebound by T. Johnson
11:17.0,,,37-24,,W. Ellington misses 2-pt shot from 18 ft
11:16.0,Defensive rebound by K. Felder,,37-24,,
10:57.0,K. Felder makes 2-pt shot from 19 ft,2,39-24,,
10:40.0,,,39-24,,J. Johnson misses 3-pt shot from 25 ft
10:39.0,Defensive rebound by R. Jefferson,,39-24,,
10:33.0,,,39-24,,Personal foul by T. Johnson (drawn by D. Williams)
10:33.0,D. Williams enters the game for K. Felder,,39-24,,
10:27.0,K. Korver misses 2-pt shot from 1 ft (block by W. Reed),,39-24,,
10:26.0,,,39-24,,Defensive rebound by W. Ellington
10:09.0,,,39-24,,T. Johnson misses 3-pt shot from 25 ft
10:08.0,Defensive rebound by K. Love,,39-24,,
9:56.0,K. Love misses 2-pt shot from 8 ft,,39-24,,
9:55.0,,,39-24,,Defensive rebound by W. Ellington
9:49.0,,,39-24,,G. Dragic misses 2-pt shot from 2 ft (block by R. Jefferson)
9:48.0,,,39-24,,Offensive rebound by Team
9:41.0,,,39-26,2,J. Johnson makes 2-pt shot from 2 ft
9:24.0,,,39-26,,Personal foul by J. Johnson (drawn by K. Korver)
9:24.0,,,39-26,,R. McGruder enters the game for T. Johnson
9:18.0,Turnover by R. Jefferson (bad pass),,39-26,,
9:05.0,,,39-28,2,W. Reed makes 2-pt shot at rim (assist by R. McGruder)
9:05.0,,,39-28,,Shooting foul by D. Williams (drawn by W. Reed)
9:05.0,,,39-29,1,W. Reed makes free throw 1 of 1
9:05.0,J. Smith enters the game for R. Jefferson,,39-28,,
8:56.0,D. Williams makes 3-pt shot from 25 ft,3,42-29,,
8:46.0,,,42-31,2,G. Dragic makes 2-pt shot from 1 ft
8:46.0,,,42-31,,Shooting foul by D. Williams (drawn by G. Dragic)
8:46.0,Official timeout,,42-31,,
8:46.0,,,42-32,1,G. Dragic makes free throw 1 of 1
8:46.0,C. Frye enters the game for D. Williams,,42-31,,
8:32.0,,,42-32,,Personal foul by J. Johnson (drawn by K. Love)
8:32.0,I. Shumpert enters the game for K. Korver,,42-32,,
8:21.0,D. Williams misses 2-pt shot from 6 ft (block by G. Dragic),,42-32,,
8:20.0,,,42-32,,Defensive rebound by G. Dragic
8:15.0,,,42-34,2,J. Johnson makes 2-pt shot from 1 ft (assist by G. Dragic)
8:01.0,C. Frye misses 2-pt shot from 5 ft,,42-34,,
8:00.0,Offensive rebound by Team,,42-34,,
8:00.0,,,42-34,,Loose ball foul by J. Johnson (drawn by C. Frye)
8:00.0,,,42-34,,H. Whiteside enters the game for W. Reed
8:00.0,,,42-34,,O. White enters the game for J. Johnson
7:57.0,Turnover by D. Williams (bad pass),,42-34,,
7:46.0,,,42-34,,Offensive charge foul by W. Ellington
7:46.0,,,42-34,,Turnover by W. Ellington (offensive foul)
7:31.0,D. Williams makes 2-pt shot from 19 ft,2,44-34,,
7:16.0,,,44-34,,R. McGruder misses 2-pt shot from 9 ft
7:15.0,Defensive rebound by C. Frye,,44-34,,
7:11.0,,,44-34,,Personal foul by O. White (drawn by K. Love)
7:11.0,K. Love makes free throw 1 of 2,1,45-34,,
7:11.0,K. Love makes free throw 2 of 2,1,46-34,,
6:54.0,,,46-34,,O. White misses 3-pt shot from 24 ft
6:53.0,Defensive rebound by C. Frye,,46-34,,
6:38.0,K. Love misses 2-pt shot from 6 ft,,46-34,,
6:37.0,,,46-34,,Defensive rebound by H. Whiteside
6:28.0,,,46-36,2,O. White makes 2-pt shot from 16 ft (assist by G. Dragic)
6:13.0,,,46-36,,Personal foul by H. Whiteside (drawn by K. Love)
6:13.0,K. Love makes free throw 1 of 2,1,47-36,,
6:13.0,K. Love makes free throw 2 of 2,1,48-36,,
6:13.0,,,47-36,,T. Johnson enters the game for W. Ellington
6:13.0,,,47-36,,J. Richardson enters the game for G. Dragic
5:52.0,,,48-38,2,H. Whiteside makes 2-pt shot from 16 ft (assist by J. Richardson)
5:46.0,Cleveland full timeout,,48-38,,
5:46.0,R. Jefferson enters the game for K. Love,,48-38,,
5:39.0,C. Frye misses 3-pt shot from 25 ft,,48-38,,
5:38.0,,,48-38,,Defensive rebound by J. Richardson
5:28.0,,,48-38,,Turnover by J. Richardson (bad pass; steal by I. Shumpert)
5:20.0,R. Jefferson misses 3-pt shot from 24 ft,,48-38,,
5:19.0,,,48-38,,Defensive rebound by H. Whiteside
5:02.0,,,48-38,,H. Whiteside misses 2-pt shot from 16 ft
5:01.0,Defensive rebound by R. Jefferson,,48-38,,
4:49.0,D. Williams misses 2-pt shot from 19 ft,,48-38,,
4:48.0,,,48-38,,Defensive rebound by H. Whiteside
4:39.0,,,48-38,,Shooting foul by J. Smith (drawn by H. Whiteside)
4:39.0,,,48-38,,H. Whiteside misses free throw 1 of 2
4:39.0,,,48-38,,Offensive rebound by Team
4:39.0,,,48-39,1,H. Whiteside makes free throw 2 of 2
4:20.0,D. Williams makes 2-pt shot from 19 ft,2,50-39,,
4:06.0,,,50-39,,Shooting foul by R. Jefferson (drawn by H. Whiteside)
4:06.0,,,50-40,1,H. Whiteside makes free throw 1 of 2
4:06.0,,,50-41,1,H. Whiteside makes free throw 2 of 2
4:06.0,,,50-40,,G. Dragic enters the game for O. White
3:55.0,D. Williams misses 3-pt shot from 25 ft,,50-41,,
3:54.0,,,50-41,,Defensive rebound by H. Whiteside
3:43.0,,,50-43,2,J. Richardson makes 2-pt shot from 19 ft
3:30.0,D. Williams makes 2-pt shot from 5 ft,2,52-43,,
3:12.0,,,52-46,3,J. Richardson makes 3-pt shot from 24 ft (assist by H. Whiteside)
2:56.0,,,52-46,,Personal block foul by H. Whiteside (drawn by C. Frye)
2:56.0,,,52-46,,Miami full timeout
2:56.0,C. Frye makes free throw 1 of 2,1,53-46,,
2:56.0,C. Frye makes free throw 2 of 2,1,54-46,,
2:48.0,,,54-46,,Shooting foul by R. Jefferson (drawn by R. McGruder)
2:48.0,,,54-46,,R. McGruder misses free throw 1 of 2
2:48.0,,,54-46,,Offensive rebound by Team
2:48.0,,,54-46,,R. McGruder misses free throw 2 of 2
2:48.0,K. Love enters the game for R. Jefferson,,54-46,,
2:47.0,Defensive rebound by K. Love,,54-46,,
2:29.0,C. Frye misses 2-pt shot from 19 ft,,54-46,,
2:28.0,,,54-46,,Defensive rebound by R. McGruder
2:21.0,,,54-49,3,T. Johnson makes 3-pt shot from 24 ft (assist by G. Dragic)
2:08.0,Offensive foul by C. Frye,,54-49,,
2:08.0,Turnover by C. Frye (offensive foul),,54-49,,
1:52.0,,,54-52,3,R. McGruder makes 3-pt shot from 24 ft (assist by G. Dragic)
1:44.0,Cleveland full timeout,,54-52,,
1:44.0,K. Korver enters the game for C. Frye,,54-52,,
1:44.0,,,54-52,,W. Reed enters the game for H. Whiteside
1:33.0,J. Smith misses 2-pt shot from 15 ft,,54-52,,
1:32.0,,,54-52,,Defensive rebound by W. Reed
1:18.0,,,54-52,,R. McGruder misses 2-pt shot from 7 ft (block by D. Williams)
1:17.0,,,54-52,,Offensive rebound by R. McGruder
1:16.0,,,54-52,,Shooting foul by J. Smith (drawn by T. Johnson)
1:16.0,,,54-53,1,T. Johnson makes free throw 1 of 2
1:16.0,,,54-54,1,T. Johnson makes free throw 2 of 2
1:16.0,D. Williams enters the game for J. Smith,,54-53,,
0:54.0,D. Williams makes 2-pt shot from 4 ft,2,56-54,,
0:41.0,,,56-54,,T. Johnson misses 3-pt shot from 24 ft
0:39.0,,,56-54,,Offensive rebound by W. Reed
0:39.0,,,56-54,,Shooting foul by K. Love (drawn by W. Reed)
0:39.0,,,56-55,1,W. Reed makes free throw 1 of 2
0:39.0,,,56-56,1,W. Reed makes free throw 2 of 2
0:39.0,L. Sanders enters the game for K. Love,,56-55,,
0:31.0,K. Korver makes 2-pt shot from 20 ft (assist by D. Williams),2,58-56,,
0:12.0,,,58-56,,G. Dragic misses 2-pt shot from 12 ft
0:11.0,Defensive rebound by D. Williams,,58-56,,
0:00.0,,,58-56,,Violation by J. Richardson (def goaltending)
0:00.0,K. Korver makes 2-pt shot from 9 ft,2,60-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,D. Williams misses 2-pt shot from 19 ft,,60-56,,
11:47.0,,,60-56,,Defensive rebound by J. Richardson
11:31.0,,,60-56,,R. McGruder misses 2-pt shot from 8 ft
11:30.0,Defensive rebound by K. Love,,60-56,,
11:20.0,I. Shumpert makes 2-pt shot from 20 ft,2,62-56,,
11:06.0,,,62-56,,J. Richardson misses 3-pt shot from 25 ft
11:05.0,Defensive rebound by K. Love,,62-56,,
10:57.0,C. Frye makes 2-pt shot at rim (assist by I. Shumpert),2,64-56,,
10:35.0,,,64-56,,Shooting foul by C. Frye (drawn by H. Whiteside)
10:35.0,,,64-56,,H. Whiteside misses free throw 1 of 2
10:35.0,,,64-56,,Offensive rebound by Team
10:35.0,,,64-57,1,H. Whiteside makes free throw 2 of 2
10:18.0,Shooting foul by G. Dragic (drawn by I. Shumpert),,64-57,,
10:18.0,I. Shumpert makes free throw 1 of 2,1,65-57,,
10:18.0,I. Shumpert misses free throw 2 of 2,,65-57,,
10:17.0,,,65-57,,Defensive rebound by H. Whiteside
10:07.0,,,65-57,,Shooting foul by I. Shumpert (drawn by G. Dragic)
10:07.0,,,65-57,,G. Dragic misses free throw 1 of 2
10:07.0,,,65-57,,Offensive rebound by Team
10:07.0,,,65-58,1,G. Dragic makes free throw 2 of 2
9:55.0,I. Shumpert misses 2-pt shot from 18 ft,,65-58,,
9:54.0,,,65-58,,Defensive rebound by H. Whiteside
9:45.0,,,65-58,,J. Richardson misses 3-pt shot from 24 ft
9:44.0,,,65-58,,Offensive rebound by H. Whiteside
9:37.0,,,65-58,,H. Whiteside misses 2-pt shot from 9 ft
9:36.0,Defensive rebound by K. Love,,65-58,,
9:28.0,Turnover by C. Frye (lost ball),,65-58,,
9:11.0,,,65-58,,J. Johnson misses 3-pt shot from 24 ft
9:10.0,Defensive rebound by C. Frye,,65-58,,
9:02.0,C. Frye makes 3-pt shot from 24 ft (assist by D. Williams),3,68-58,,
8:45.0,,,68-58,,Shooting foul by J. Smith (drawn by H. Whiteside)
8:45.0,,,68-58,,H. Whiteside misses free throw 1 of 2
8:45.0,,,68-58,,Offensive rebound by Team
8:45.0,,,68-59,1,H. Whiteside makes free throw 2 of 2
8:36.0,Turnover by I. Shumpert (bad pass; steal by G. Dragic),,68-59,,
8:26.0,,,68-59,,Offensive charge foul by H. Whiteside
8:26.0,,,68-59,,Turnover by H. Whiteside (offensive foul)
8:10.0,Turnover by J. Smith (bad pass; steal by R. McGruder),,68-59,,
8:04.0,,,68-61,2,R. McGruder makes 2-pt shot at rim
8:04.0,Cleveland full timeout,,68-61,,
7:51.0,I. Shumpert makes 2-pt shot from 2 ft,2,70-61,,
7:34.0,,,70-61,,Turnover by R. McGruder (bad pass; steal by K. Love)
7:21.0,K. Love misses 3-pt shot from 23 ft (block by H. Whiteside),,70-61,,
7:20.0,Offensive rebound by Team,,70-61,,
7:09.0,D. Williams misses 3-pt shot from 23 ft,,70-61,,
7:08.0,,,70-61,,Defensive rebound by G. Dragic
6:52.0,,,70-61,,R. McGruder misses 3-pt shot from 23 ft
6:51.0,Defensive rebound by K. Love,,70-61,,
6:38.0,,,70-61,,Personal foul by R. McGruder (drawn by K. Love)
6:25.0,J. Smith misses 3-pt shot from 23 ft,,70-61,,
6:24.0,,,70-61,,Defensive rebound by G. Dragic
6:22.0,Personal foul by I. Shumpert (drawn by G. Dragic),,70-61,,
6:14.0,,,70-61,,Turnover by R. McGruder (bad pass; steal by C. Frye)
6:03.0,J. Smith misses 3-pt shot from 26 ft,,70-61,,
6:02.0,,,70-61,,Defensive rebound by R. McGruder
5:56.0,,,70-61,,Offensive charge foul by J. Johnson
5:56.0,,,70-61,,Turnover by J. Johnson (offensive foul)
5:56.0,,,70-61,,T. Johnson enters the game for J. Richardson
5:42.0,D. Williams misses 2-pt shot from 9 ft,,70-61,,
5:41.0,Offensive rebound by I. Shumpert,,70-61,,
5:40.0,I. Shumpert makes 2-pt shot from 1 ft,2,72-61,,
5:40.0,Technical foul by D. Williams,,72-61,,
5:40.0,,,72-61,,Miami full timeout
5:40.0,,,72-62,1,G. Dragic makes technical free throw
5:40.0,,,72-61,,J. Richardson enters the game for J. Johnson
5:24.0,,,72-62,,J. Richardson misses 3-pt shot from 25 ft
5:23.0,Defensive rebound by D. Williams,,72-62,,
5:06.0,K. Love misses 2-pt shot from 9 ft,,72-62,,
5:05.0,,,72-62,,Defensive rebound by H. Whiteside
4:57.0,,,72-62,,T. Johnson misses 2-pt shot from 16 ft
4:56.0,Defensive rebound by D. Williams,,72-62,,
4:38.0,Turnover by D. Williams (bad pass),,72-62,,
4:38.0,R. Jefferson enters the game for K. Love,,72-62,,
4:21.0,,,72-64,2,T. Johnson makes 2-pt shot from 4 ft
4:21.0,Technical foul by I. Shumpert,,72-64,,
4:21.0,,,72-65,1,G. Dragic makes technical free throw
4:08.0,D. Williams makes 3-pt shot from 23 ft (assist by R. Jefferson),3,75-65,,
3:51.0,,,75-65,,R. McGruder misses 2-pt shot from 17 ft
3:50.0,Defensive rebound by J. Smith,,75-65,,
3:44.0,Turnover by D. Williams (lost ball; steal by J. Richardson),,75-65,,
3:39.0,,,75-67,2,G. Dragic makes 2-pt shot at rim (assist by J. Richardson)
3:19.0,Shooting foul by R. McGruder (drawn by D. Williams),,75-67,,
3:19.0,D. Williams makes 2-pt shot from 8 ft,2,77-67,,
3:19.0,D. Williams makes free throw 1 of 1,1,78-67,,
3:19.0,,,77-67,,W. Ellington enters the game for R. McGruder
3:19.0,K. Korver enters the game for J. Smith,,77-67,,
3:10.0,Personal foul by D. Williams (drawn by G. Dragic),,78-67,,
3:10.0,,,78-68,1,G. Dragic makes free throw 1 of 2
3:10.0,,,78-68,,G. Dragic misses free throw 2 of 2
3:10.0,K. Felder enters the game for D. Williams,,78-68,,
3:09.0,Defensive rebound by K. Korver,,78-68,,
2:58.0,K. Korver makes 3-pt shot from 25 ft (assist by K. Felder),3,81-68,,
2:44.0,,,81-68,,H. Whiteside misses 2-pt shot from 2 ft (block by I. Shumpert)
2:43.0,,,81-68,,Offensive rebound by H. Whiteside
2:42.0,,,81-70,2,H. Whiteside makes 2-pt shot at rim
2:31.0,C. Frye makes 3-pt shot from 25 ft (assist by K. Felder),3,84-70,,
2:10.0,,,84-72,2,H. Whiteside makes 2-pt shot from 8 ft (assist by W. Ellington)
1:52.0,Turnover by K. Felder (lost ball),,84-72,,
1:52.0,K. Love enters the game for C. Frye,,84-72,,
1:41.0,,,84-72,,G. Dragic misses 2-pt shot from 12 ft
1:40.0,Defensive rebound by R. Jefferson,,84-72,,
1:25.0,K. Love misses 3-pt shot from 24 ft,,84-72,,
1:24.0,,,84-72,,Defensive rebound by T. Johnson
1:11.0,,,84-74,2,T. Johnson makes 2-pt shot from 1 ft (assist by J. Richardson)
0:57.0,K. Felder makes 2-pt shot from 1 ft,2,86-74,,
0:46.0,,,86-77,3,J. Richardson makes 3-pt shot from 24 ft (assist by G. Dragic)
0:46.0,Cleveland full timeout,,86-77,,
0:46.0,D. Williams enters the game for K. Felder,,86-77,,
0:46.0,,,86-77,,R. McGruder enters the game for G. Dragic
0:29.0,K. Love makes 2-pt shot from 1 ft (assist by R. Jefferson),2,88-77,,
0:11.0,,,88-80,3,W. Ellington makes 3-pt shot from 25 ft (assist by T. Johnson)
0:02.0,D. Williams makes 3-pt shot from 25 ft,3,91-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,91-83,3,J. Johnson makes 3-pt shot from 25 ft (assist by J. Richardson)
11:28.0,Turnover by D. Williams (bad pass),,91-83,,
11:16.0,,,91-85,2,J. Johnson makes 2-pt shot from 2 ft
11:03.0,Turnover by D. Williams (bad pass; steal by J. Richardson),,91-85,,
11:00.0,,,91-87,2,J. Richardson makes 2-pt shot at rim
11:00.0,Cleveland full timeout,,91-87,,
10:50.0,,,91-87,,Personal foul by T. Johnson (drawn by R. Jefferson)
10:48.0,Offensive foul by K. Korver,,91-87,,
10:48.0,Turnover by K. Korver (offensive foul),,91-87,,
10:40.0,,,91-89,2,J. Johnson makes 2-pt shot from 1 ft
10:19.0,K. Love makes 2-pt shot from 5 ft (assist by K. Korver),2,93-89,,
10:03.0,,,93-89,,J. Johnson misses 2-pt shot from 14 ft
10:02.0,Defensive rebound by K. Korver,,93-89,,
9:53.0,,,93-89,,Personal foul by O. White (drawn by K. Love)
9:41.0,K. Love makes 2-pt shot from 5 ft (assist by D. Williams),2,95-89,,
9:22.0,,,95-89,,J. Johnson misses 3-pt shot from 25 ft
9:21.0,,,95-89,,Offensive rebound by Team
9:21.0,Loose ball foul by K. Love (drawn by O. White),,95-89,,
9:13.0,,,95-92,3,W. Ellington makes 3-pt shot from 25 ft (assist by T. Johnson)
9:02.0,,,95-92,,Personal foul by J. Richardson (drawn by K. Love)
8:56.0,K. Love misses 3-pt shot from 24 ft,,95-92,,
8:55.0,,,95-92,,Defensive rebound by T. Johnson
8:46.0,,,95-95,3,T. Johnson makes 3-pt shot from 25 ft (assist by J. Johnson)
8:19.0,D. Williams misses 3-pt shot from 25 ft,,95-95,,
8:18.0,,,95-95,,Defensive rebound by J. Johnson
8:11.0,,,95-95,,J. Richardson misses 2-pt shot from 10 ft
8:10.0,,,95-95,,Offensive rebound by Team
8:10.0,Loose ball foul by K. Love (drawn by O. White),,95-95,,
8:10.0,I. Shumpert enters the game for K. Love,,95-95,,
8:10.0,J. Smith enters the game for R. Jefferson,,95-95,,
8:10.0,C. Frye enters the game for D. Williams,,95-95,,
8:00.0,,,95-97,2,J. Johnson makes 2-pt shot from 1 ft (assist by T. Johnson)
8:00.0,,,95-97,,Shooting foul by C. Frye (drawn by J. Johnson)
8:00.0,,,95-98,1,J. Johnson makes free throw 1 of 1
7:39.0,I. Shumpert makes 2-pt shot from 18 ft,2,97-98,,
7:25.0,,,97-98,,T. Johnson misses 3-pt shot from 24 ft
7:24.0,Defensive rebound by Team,,97-98,,
7:23.0,Turnover by D. Williams (bad pass; steal by J. Richardson),,97-98,,
7:10.0,,,97-98,,O. White misses 2-pt shot from 9 ft
7:09.0,Defensive rebound by D. Williams,,97-98,,
7:01.0,D. Williams misses 2-pt shot from 2 ft,,97-98,,
7:00.0,,,97-98,,Defensive rebound by O. White
6:52.0,,,97-100,2,J. Richardson makes 2-pt shot from 1 ft
6:36.0,,,97-100,,Personal foul by T. Johnson (drawn by I. Shumpert)
6:23.0,Turnover by D. Williams (bad pass; steal by J. Richardson),,97-100,,
6:17.0,,,97-100,,W. Ellington misses 3-pt shot from 25 ft
6:16.0,Defensive rebound by C. Frye,,97-100,,
6:08.0,J. Smith misses 3-pt shot from 24 ft,,97-100,,
6:07.0,,,97-100,,Defensive rebound by T. Johnson
6:01.0,,,97-100,,Miami full timeout
5:54.0,,,97-103,3,W. Ellington makes 3-pt shot from 25 ft (assist by T. Johnson)
5:45.0,,,97-103,,Personal foul by O. White (drawn by C. Frye)
5:45.0,C. Frye makes free throw 1 of 2,1,98-103,,
5:45.0,C. Frye makes free throw 2 of 2,1,99-103,,
5:45.0,,,98-103,,G. Dragic enters the game for O. White
5:27.0,,,99-106,3,W. Ellington makes 3-pt shot from 22 ft (assist by J. Johnson)
5:04.0,D. Williams misses 3-pt shot from 25 ft,,99-106,,
5:03.0,,,99-106,,Defensive rebound by J. Johnson
4:50.0,,,99-106,,J. Johnson misses 2-pt shot from 2 ft
4:49.0,Defensive rebound by K. Korver,,99-106,,
4:43.0,K. Korver misses 3-pt shot from 26 ft,,99-106,,
4:42.0,Offensive rebound by J. Smith,,99-106,,
4:35.0,J. Smith misses 3-pt shot from 24 ft,,99-106,,
4:34.0,,,99-106,,Defensive rebound by T. Johnson
4:15.0,,,99-106,,G. Dragic misses 2-pt shot from 18 ft
4:14.0,Defensive rebound by K. Korver,,99-106,,
4:06.0,K. Korver makes 3-pt shot from 23 ft (assist by J. Smith),3,102-106,,
3:49.0,,,102-106,,Turnover by T. Johnson (bad pass; steal by J. Smith)
3:43.0,K. Korver misses 3-pt shot from 24 ft,,102-106,,
3:42.0,Offensive rebound by C. Frye,,102-106,,
