time,Washington,pts.away,score,pts.home,Boston
4:58.0,,,90-112,,Defensive rebound by M. Smart
4:58.0,,,90-112,,J. Young enters the game for T. Rozier
4:40.0,,,90-114,2,M. Smart makes 2-pt shot from 4 ft
4:30.0,Turnover by J. Smith (lost ball; steal by K. Olynyk),,90-114,,
4:21.0,Personal foul by J. Smith (drawn by K. Olynyk),,90-114,,
4:21.0,S. Mac enters the game for B. Jennings,,90-114,,
4:21.0,T. Satoransky enters the game for B. Bogdanovic,,90-114,,
4:21.0,,,90-114,,G. Green enters the game for I. Thomas
4:21.0,,,90-114,,T. Zeller enters the game for K. Olynyk
4:09.0,,,90-114,,T. Zeller misses 2-pt shot from 1 ft
4:08.0,,,90-114,,Offensive rebound by T. Zeller
4:08.0,,,90-114,,T. Zeller misses 2-pt shot from 2 ft
4:07.0,,,90-114,,Offensive rebound by T. Zeller
4:06.0,,,90-116,2,T. Zeller makes 2-pt shot from 2 ft
3:53.0,K. Oubre makes 3-pt shot from 24 ft (assist by T. Burke),3,93-116,,
3:23.0,,,93-116,,M. Smart misses 2-pt shot from 9 ft
3:22.0,Defensive rebound by J. Smith,,93-116,,
3:12.0,J. Smith misses 2-pt shot from 2 ft,,93-116,,
3:11.0,,,93-116,,Defensive rebound by J. Young
3:03.0,,,93-116,,T. Zeller misses 2-pt shot from 20 ft
3:03.0,Defensive rebound by S. Mac,,93-116,,
2:53.0,T. Burke misses 3-pt shot from 25 ft,,93-116,,
2:52.0,,,93-116,,Defensive rebound by J. Brown
2:30.0,,,93-116,,M. Smart misses 3-pt shot from 26 ft
2:29.0,Defensive rebound by Team,,93-116,,
2:29.0,Washington full timeout,,93-116,,
2:29.0,,,93-116,,T. Rozier enters the game for M. Smart
2:24.0,,,93-116,,Personal foul by G. Green (drawn by S. Mac)
2:24.0,S. Mac makes free throw 1 of 2,1,94-116,,
2:24.0,S. Mac makes free throw 2 of 2,1,95-116,,
2:03.0,Personal foul by T. Satoransky (drawn by T. Zeller),,95-116,,
1:54.0,,,95-116,,J. Brown misses 2-pt shot from 14 ft
1:53.0,Defensive rebound by J. Smith,,95-116,,
1:45.0,Turnover by S. Mac (lost ball; steal by J. Brown),,95-116,,
1:37.0,,,95-118,2,T. Zeller makes 2-pt shot from 2 ft (assist by J. Brown)
1:22.0,Shooting foul by T. Zeller (drawn by J. Smith),,95-118,,
1:22.0,J. Smith makes free throw 1 of 2,1,96-118,,
1:22.0,J. Smith makes free throw 2 of 2,1,97-118,,
1:03.0,,,97-121,3,J. Young makes 3-pt shot from 25 ft (assist by G. Green)
0:55.0,Shooting foul by G. Green (drawn by T. Satoransky),,97-121,,
0:55.0,T. Satoransky makes free throw 1 of 2,1,98-121,,
0:55.0,T. Satoransky misses free throw 2 of 2,,98-121,,
0:55.0,Offensive rebound by J. Smith,,98-121,,
0:51.0,K. Oubre makes 2-pt shot at rim (assist by T. Satoransky),2,100-121,,
0:38.0,,,100-121,,Shooting foul by T. Satoransky (drawn by T. Zeller)
0:38.0,,,100-122,1,T. Zeller makes free throw 1 of 2
0:38.0,,,100-123,1,T. Zeller makes free throw 2 of 2
0:27.0,S. Mac misses 3-pt shot from 23 ft,,100-123,,
0:27.0,Offensive rebound by Team,,100-123,,
0:27.0,,,100-123,,Loose ball foul by T. Rozier (drawn by J. Smith)
0:27.0,J. Smith makes free throw 1 of 2,1,101-123,,
0:27.0,J. Smith misses free throw 2 of 2,,101-123,,
0:27.0,,,101-123,,Defensive rebound by J. Young
0:17.0,,,101-123,,Turnover by Team (turnover)
0:00.0,K. Oubre misses 3-pt shot from 26 ft,,101-123,,
0:00.0,Offensive rebound by Team,,101-123,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
