time,New York,pts.away,score,pts.home,Indiana
7:28.0,Turnover by K. Porzingis (lost ball; steal by T. Young),,9-14,,
7:21.0,,,9-14,,G. Robinson misses 3-pt shot from 24 ft
7:21.0,Defensive rebound by C. Lee,,9-14,,
7:11.0,Turnover by J. Noah (bad pass),,9-14,,
6:50.0,,,9-14,,T. Young misses 2-pt shot from 4 ft (block by K. Porzingis)
6:48.0,Defensive rebound by C. Lee,,9-14,,
6:38.0,C. Lee makes 3-pt shot from 27 ft (assist by J. Noah),3,12-14,,
6:29.0,,,12-16,2,J. Teague makes 2-pt shot from 11 ft
6:17.0,K. Porzingis makes 3-pt shot from 26 ft (assist by C. Anthony),3,15-16,,
6:05.0,,,15-16,,Turnover by J. Teague (lost ball; steal by J. Noah)
5:58.0,D. Rose misses 2-pt shot from 3 ft,,15-16,,
5:58.0,,,15-16,,Defensive rebound by G. Robinson
5:36.0,,,15-19,3,J. Teague makes 3-pt shot from 26 ft
5:19.0,K. Porzingis misses 3-pt shot from 26 ft,,15-19,,
5:18.0,Offensive rebound by J. Noah,,15-19,,
5:14.0,C. Anthony misses 3-pt shot from 26 ft,,15-19,,
5:13.0,,,15-19,,Defensive rebound by M. Turner
5:01.0,,,15-19,,P. George misses 2-pt shot from 21 ft
5:00.0,Defensive rebound by J. Noah,,15-19,,
4:53.0,C. Lee misses 3-pt shot from 25 ft,,15-19,,
4:53.0,Offensive rebound by Team,,15-19,,
4:53.0,,,15-19,,Loose ball foul by J. Teague (drawn by K. Porzingis)
4:53.0,,,15-19,,Indiana full timeout
4:53.0,K. O'Quinn enters the game for K. Porzingis,,15-19,,
4:53.0,L. Thomas enters the game for J. Noah,,15-19,,
4:53.0,,,15-19,,K. Seraphin enters the game for T. Young
4:53.0,,,15-19,,M. Ellis enters the game for G. Robinson
4:45.0,,,15-19,,Personal foul by P. George (drawn by C. Anthony)
4:45.0,,,15-19,,A. Jefferson enters the game for M. Turner
4:36.0,C. Anthony misses 2-pt shot from 17 ft,,15-19,,
4:35.0,,,15-19,,Defensive rebound by A. Jefferson
4:15.0,,,15-21,2,K. Seraphin makes 2-pt shot from 2 ft (assist by P. George)
4:00.0,C. Lee makes 2-pt shot from 18 ft (assist by C. Anthony),2,17-21,,
3:35.0,,,17-23,2,A. Jefferson makes 2-pt shot from 5 ft (assist by J. Teague)
3:31.0,Turnover by K. O'Quinn (bad pass; steal by P. George),,17-23,,
3:26.0,,,17-23,,P. George misses 3-pt shot from 24 ft
3:26.0,Defensive rebound by D. Rose,,17-23,,
3:18.0,L. Thomas makes 3-pt shot from 27 ft (assist by C. Anthony),3,20-23,,
3:06.0,,,20-23,,P. George misses 2-pt shot from 16 ft
3:06.0,,,20-23,,Offensive rebound by A. Jefferson
3:06.0,,,20-23,,Shooting foul by C. Anthony (drawn by A. Jefferson)
3:06.0,,,20-24,1,A. Jefferson makes free throw 1 of 2
3:06.0,,,20-25,1,A. Jefferson makes free throw 2 of 2
3:06.0,W. Hernangomez enters the game for C. Anthony,,20-24,,
2:56.0,W. Hernangomez makes 2-pt shot from 2 ft (assist by L. Thomas),2,22-25,,
2:44.0,,,22-25,,Shooting foul by L. Thomas (drawn by J. Teague)
2:44.0,New York full timeout,,22-25,,
2:44.0,,,22-26,1,J. Teague makes free throw 1 of 2
2:44.0,,,22-27,1,J. Teague makes free throw 2 of 2
2:44.0,,,22-25,,C. Miles enters the game for P. George
2:27.0,Turnover by C. Lee (bad pass; steal by A. Jefferson),,22-27,,
2:15.0,,,22-27,,A. Jefferson misses 2-pt shot from 6 ft
2:14.0,Defensive rebound by W. Hernangomez,,22-27,,
2:04.0,D. Rose makes 2-pt shot from 6 ft,2,24-27,,
1:52.0,,,24-29,2,M. Ellis makes 2-pt shot from 18 ft
1:43.0,Offensive charge foul by D. Rose,,24-29,,
1:43.0,Turnover by D. Rose (offensive foul),,24-29,,
1:43.0,B. Jennings enters the game for C. Lee,,24-29,,
1:43.0,,,24-29,,A. Brooks enters the game for J. Teague
1:24.0,,,24-29,,A. Jefferson misses 2-pt shot from 6 ft (block by K. O'Quinn)
1:24.0,Defensive rebound by W. Hernangomez,,24-29,,
1:18.0,Turnover by B. Jennings (bad pass; steal by C. Miles),,24-29,,
1:12.0,,,24-31,2,C. Miles makes 2-pt shot from 4 ft
1:00.0,Shooting foul by K. Seraphin (drawn by D. Rose),,24-31,,
1:00.0,D. Rose makes free throw 1 of 2,1,25-31,,
1:00.0,D. Rose makes free throw 2 of 2,1,26-31,,
0:47.0,,,26-31,,Turnover by A. Brooks (bad pass)
0:37.0,D. Rose misses 2-pt shot from 17 ft,,26-31,,
0:36.0,,,26-31,,Defensive rebound by K. Seraphin
0:29.0,,,26-31,,M. Ellis misses 2-pt shot from 3 ft (block by W. Hernangomez)
0:28.0,,,26-31,,Offensive rebound by A. Jefferson
0:27.0,,,26-33,2,A. Jefferson makes 2-pt shot from 3 ft
0:03.0,W. Hernangomez makes 3-pt shot from 27 ft (assist by B. Jennings),3,29-33,,
0:00.0,,,29-33,,M. Ellis misses 3-pt shot from 41 ft
0:00.0,,,29-33,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,29-36,3,C. Miles makes 3-pt shot from 26 ft (assist by A. Jefferson)
11:26.0,J. Holiday makes 2-pt shot from 18 ft,2,31-36,,
11:09.0,,,31-38,2,K. Seraphin makes 2-pt shot from 20 ft (assist by A. Brooks)
10:52.0,K. Porzingis misses 2-pt shot from 19 ft,,31-38,,
10:51.0,,,31-38,,Defensive rebound by A. Brooks
10:41.0,,,31-40,2,K. Seraphin makes 2-pt shot from 10 ft
10:27.0,Offensive charge foul by J. Holiday,,31-40,,
10:27.0,Turnover by J. Holiday (offensive foul),,31-40,,
10:10.0,,,31-40,,A. Brooks misses 2-pt shot from 5 ft
10:10.0,Defensive rebound by Team,,31-40,,
10:10.0,,,31-40,,Loose ball foul by K. Seraphin (drawn by W. Hernangomez)
10:01.0,,,31-40,,Personal block foul by K. Seraphin (drawn by B. Jennings)
10:01.0,,,31-40,,T. Young enters the game for K. Seraphin
9:53.0,W. Hernangomez misses 2-pt shot from 1 ft,,31-40,,
9:53.0,Offensive rebound by K. Porzingis,,31-40,,
9:51.0,K. Porzingis misses 2-pt shot from 6 ft,,31-40,,
9:51.0,,,31-40,,Defensive rebound by T. Young
9:51.0,Personal foul by K. Porzingis (drawn by T. Young),,31-40,,
9:39.0,,,31-40,,C. Miles misses 3-pt shot from 27 ft
9:39.0,Defensive rebound by K. Porzingis,,31-40,,
9:28.0,J. Holiday misses 2-pt shot from 17 ft,,31-40,,
9:27.0,,,31-40,,Defensive rebound by A. Brooks
9:20.0,,,31-43,3,M. Ellis makes 3-pt shot from 26 ft (assist by A. Brooks)
8:57.0,W. Hernangomez misses 2-pt shot from 12 ft,,31-43,,
8:56.0,,,31-43,,Defensive rebound by T. Young
8:42.0,,,31-45,2,A. Jefferson makes 2-pt shot from 15 ft
8:37.0,New York full timeout,,31-45,,
8:37.0,J. Noah enters the game for L. Thomas,,31-45,,
8:37.0,M. Kuzminskas enters the game for W. Hernangomez,,31-45,,
8:25.0,K. Porzingis misses 3-pt shot from 26 ft,,31-45,,
8:24.0,Offensive rebound by Team,,31-45,,
8:24.0,,,31-45,,Personal foul by T. Young (drawn by J. Noah)
8:16.0,B. Jennings misses 2-pt shot from 15 ft,,31-45,,
8:16.0,,,31-45,,Defensive rebound by A. Jefferson
7:56.0,,,31-45,,C. Miles misses 2-pt shot from 19 ft
7:56.0,Defensive rebound by J. Noah,,31-45,,
7:46.0,J. Holiday misses 3-pt shot from 26 ft,,31-45,,
7:45.0,,,31-45,,Defensive rebound by C. Miles
7:38.0,,,31-45,,Shooting foul by M. Kuzminskas (drawn by M. Ellis)
7:38.0,Violation by Team (jump ball),,31-45,,
7:38.0,,,31-46,1,M. Ellis makes free throw 1 of 2
7:38.0,,,31-47,1,M. Ellis makes free throw 2 of 2
7:38.0,,,31-46,,M. Turner enters the game for A. Jefferson
7:19.0,Turnover by M. Kuzminskas (bad pass; steal by T. Young),,31-47,,
7:02.0,,,31-47,,A. Brooks misses 2-pt shot from 17 ft
7:01.0,Defensive rebound by J. Noah,,31-47,,
6:56.0,Offensive charge foul by K. Porzingis,,31-47,,
6:56.0,Turnover by K. Porzingis (offensive foul),,31-47,,
6:35.0,,,31-47,,Turnover by A. Brooks (bad pass; steal by J. Holiday)
6:30.0,K. Porzingis makes 2-pt shot from 2 ft (assist by M. Kuzminskas),2,33-47,,
6:12.0,,,33-47,,M. Turner misses 2-pt shot from 9 ft
6:11.0,,,33-47,,Offensive rebound by C. Miles
6:10.0,,,33-49,2,C. Miles makes 2-pt shot from 2 ft
5:59.0,,,33-49,,Personal foul by C. Miles (drawn by M. Kuzminskas)
5:59.0,Official timeout,,33-49,,
5:59.0,,,33-49,,P. George enters the game for C. Miles
5:59.0,C. Anthony enters the game for M. Kuzminskas,,33-49,,
5:51.0,Shooting foul by P. George (drawn by C. Anthony),,33-49,,
5:51.0,C. Anthony misses free throw 1 of 2,,33-49,,
5:51.0,Offensive rebound by Team,,33-49,,
5:51.0,C. Anthony makes free throw 2 of 2,1,34-49,,
5:40.0,Personal block foul by J. Holiday (drawn by M. Ellis),,34-49,,
5:40.0,,,34-49,,J. Teague enters the game for A. Brooks
5:40.0,,,34-49,,G. Robinson enters the game for M. Ellis
5:28.0,,,34-51,2,P. George makes 2-pt shot from 13 ft
5:12.0,C. Anthony misses 2-pt shot from 2 ft,,34-51,,
5:11.0,,,34-51,,Defensive rebound by T. Young
5:04.0,,,34-51,,Turnover by T. Young (bad pass)
5:04.0,C. Lee enters the game for B. Jennings,,34-51,,
5:04.0,D. Rose enters the game for J. Holiday,,34-51,,
4:49.0,Shooting foul by M. Turner (drawn by C. Anthony),,34-51,,
4:49.0,C. Anthony makes free throw 1 of 2,1,35-51,,
4:49.0,C. Anthony makes free throw 2 of 2,1,36-51,,
4:31.0,,,36-53,2,T. Young makes 2-pt shot from 2 ft (assist by M. Turner)
4:16.0,C. Anthony misses 2-pt shot from 7 ft,,36-53,,
4:15.0,Offensive rebound by J. Noah,,36-53,,
4:14.0,J. Noah misses 2-pt shot from 2 ft,,36-53,,
4:13.0,,,36-53,,Defensive rebound by M. Turner
4:00.0,,,36-53,,P. George misses 2-pt shot from 18 ft
3:59.0,,,36-53,,Offensive rebound by M. Turner
3:58.0,,,36-55,2,M. Turner makes 2-pt shot from 3 ft
3:43.0,,,36-55,,Personal foul by P. George (drawn by C. Lee)
3:43.0,C. Lee makes free throw 1 of 2,1,37-55,,
3:43.0,C. Lee makes free throw 2 of 2,1,38-55,,
3:43.0,,,37-55,,C. Miles enters the game for P. George
3:28.0,,,38-55,,M. Turner misses 2-pt shot from 20 ft
3:27.0,Defensive rebound by C. Lee,,38-55,,
3:13.0,,,38-55,,Violation by M. Turner (kicked ball)
3:07.0,C. Anthony makes 2-pt shot from 2 ft (assist by J. Noah),2,40-55,,
2:43.0,,,40-55,,G. Robinson misses 3-pt shot from 24 ft
2:43.0,,,40-55,,Offensive rebound by Team
2:43.0,,,40-55,,Turnover by Team (shot clock)
2:43.0,,,40-55,,Indiana full timeout
2:20.0,C. Lee misses 3-pt shot from 26 ft,,40-55,,
2:20.0,,,40-55,,Defensive rebound by G. Robinson
2:02.0,,,40-55,,C. Miles misses 3-pt shot from 25 ft
2:01.0,Defensive rebound by C. Anthony,,40-55,,
1:48.0,D. Rose misses 2-pt shot from 17 ft,,40-55,,
1:48.0,,,40-55,,Defensive rebound by M. Turner
1:34.0,,,40-55,,M. Turner misses 2-pt shot from 3 ft (block by K. Porzingis)
1:33.0,,,40-55,,Offensive rebound by M. Turner
1:33.0,,,40-57,2,M. Turner makes 2-pt shot from 2 ft
1:12.0,K. Porzingis misses 2-pt shot from 20 ft,,40-57,,
1:11.0,,,40-57,,Defensive rebound by G. Robinson
0:55.0,,,40-57,,M. Turner misses 2-pt shot from 17 ft
0:53.0,,,40-57,,Offensive rebound by J. Teague
0:50.0,,,40-60,3,J. Teague makes 3-pt shot from 24 ft (assist by T. Young)
0:33.0,K. Porzingis makes 3-pt shot from 24 ft (assist by C. Anthony),3,43-60,,
0:28.0,,,43-60,,Indiana full timeout
0:28.0,,,43-60,,A. Jefferson enters the game for M. Turner
0:14.0,,,43-60,,C. Miles misses 3-pt shot from 25 ft
0:13.0,,,43-60,,Offensive rebound by A. Jefferson
0:02.0,,,43-62,2,C. Miles makes 2-pt shot from 4 ft (assist by J. Teague)
0:00.0,D. Rose misses 3-pt shot from 48 ft,,43-62,,
0:00.0,Offensive rebound by Team,,43-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,43-62,,M. Turner misses 2-pt shot from 23 ft
11:41.0,Defensive rebound by C. Anthony,,43-62,,
11:26.0,C. Anthony makes 2-pt shot from 19 ft (assist by K. Porzingis),2,45-62,,
11:05.0,,,45-64,2,P. George makes 2-pt shot from 16 ft (assist by T. Young)
10:55.0,K. Porzingis misses 2-pt shot from 2 ft,,45-64,,
10:54.0,,,45-64,,Defensive rebound by T. Young
10:49.0,,,45-64,,Turnover by T. Young (bad pass; steal by C. Lee)
10:43.0,J. Noah makes 2-pt shot from 2 ft (assist by D. Rose),2,47-64,,
10:23.0,,,47-64,,Turnover by P. George (traveling)
10:05.0,C. Anthony makes 2-pt shot from 16 ft,2,49-64,,
9:54.0,,,49-64,,Turnover by J. Teague (bad pass; steal by D. Rose)
9:46.0,C. Anthony misses 3-pt shot from 26 ft,,49-64,,
9:45.0,,,49-64,,Defensive rebound by T. Young
9:36.0,,,49-67,3,T. Young makes 3-pt shot from 26 ft (assist by J. Teague)
9:21.0,D. Rose makes 2-pt shot from 17 ft,2,51-67,,
9:06.0,,,51-69,2,J. Teague makes 2-pt shot from 14 ft
8:52.0,C. Lee misses 2-pt shot from 20 ft,,51-69,,
8:51.0,,,51-69,,Defensive rebound by M. Turner
8:45.0,Personal foul by C. Anthony (drawn by G. Robinson),,51-69,,
8:37.0,,,51-71,2,M. Turner makes 2-pt shot from 3 ft (assist by P. George)
8:23.0,C. Lee misses 2-pt shot from 1 ft,,51-71,,
8:22.0,,,51-71,,Defensive rebound by T. Young
8:15.0,,,51-71,,P. George misses 3-pt shot from 25 ft
8:15.0,Defensive rebound by K. Porzingis,,51-71,,
8:03.0,J. Noah misses 2-pt shot from 3 ft,,51-71,,
8:02.0,,,51-71,,Defensive rebound by M. Turner
7:48.0,,,51-71,,Shooting foul by D. Rose (drawn by J. Teague)
7:48.0,,,51-72,1,J. Teague makes free throw 1 of 3
7:48.0,,,51-73,1,J. Teague makes free throw 2 of 3
7:48.0,,,51-74,1,J. Teague makes free throw 3 of 3
7:48.0,L. Thomas enters the game for K. Porzingis,,51-73,,
7:30.0,C. Anthony makes 2-pt shot from 13 ft (assist by D. Rose),2,53-74,,
7:16.0,,,53-76,2,G. Robinson makes 2-pt shot from 11 ft
7:14.0,,,53-76,,Personal foul by J. Teague (drawn by D. Rose)
7:01.0,D. Rose makes 2-pt shot from 6 ft,2,55-76,,
6:50.0,,,55-76,,G. Robinson misses 2-pt shot from 18 ft
6:49.0,,,55-76,,Offensive rebound by M. Turner
6:45.0,,,55-79,3,T. Young makes 3-pt shot from 26 ft (assist by M. Turner)
6:35.0,D. Rose makes 2-pt shot from 7 ft,2,57-79,,
6:31.0,,,57-79,,Turnover by J. Teague (lost ball; steal by C. Lee)
6:19.0,D. Rose misses 2-pt shot from 19 ft,,57-79,,
6:18.0,,,57-79,,Defensive rebound by G. Robinson
6:15.0,Personal foul by J. Noah (drawn by J. Teague),,57-79,,
6:15.0,K. O'Quinn enters the game for J. Noah,,57-79,,
6:02.0,,,57-79,,T. Young misses 2-pt shot from 2 ft
6:02.0,,,57-79,,Offensive rebound by T. Young
6:00.0,,,57-81,2,T. Young makes 2-pt shot from 3 ft
5:46.0,C. Anthony makes 2-pt shot from 13 ft,2,59-81,,
5:46.0,Shooting foul by G. Robinson (drawn by C. Anthony),,59-81,,
5:46.0,,,59-81,,Indiana full timeout
5:46.0,C. Anthony makes free throw 1 of 1,1,60-81,,
5:46.0,,,59-81,,K. Seraphin enters the game for T. Young
5:31.0,,,60-83,2,K. Seraphin makes 2-pt shot from 17 ft (assist by P. George)
5:13.0,K. O'Quinn makes 2-pt shot from 4 ft (assist by L. Thomas),2,62-83,,
5:13.0,Shooting foul by G. Robinson (drawn by K. O'Quinn),,62-83,,
5:13.0,K. O'Quinn makes free throw 1 of 1,1,63-83,,
4:57.0,,,63-85,2,P. George makes 2-pt shot from 19 ft
4:35.0,D. Rose misses 3-pt shot from 26 ft,,63-85,,
4:32.0,Offensive rebound by L. Thomas,,63-85,,
4:29.0,K. O'Quinn makes 2-pt shot from 2 ft (assist by C. Anthony),2,65-85,,
4:22.0,,,65-85,,Offensive foul by K. Seraphin
4:22.0,,,65-85,,Turnover by K. Seraphin (offensive foul)
4:10.0,Turnover by D. Rose (bad pass; steal by P. George),,65-85,,
4:04.0,,,65-87,2,P. George makes 2-pt shot from 5 ft
3:51.0,Offensive foul by K. O'Quinn,,65-87,,
3:51.0,Turnover by K. O'Quinn (offensive foul),,65-87,,
3:35.0,,,65-87,,Turnover by P. George (lost ball; steal by D. Rose)
3:30.0,C. Lee makes 2-pt shot from 3 ft (assist by D. Rose),2,67-87,,
3:10.0,,,67-87,,Turnover by K. Seraphin (traveling)
3:10.0,B. Jennings enters the game for D. Rose,,67-87,,
2:57.0,L. Thomas misses 2-pt shot from 5 ft,,67-87,,
2:56.0,,,67-87,,Defensive rebound by P. George
2:42.0,,,67-87,,Shooting foul by K. O'Quinn (drawn by P. George)
2:42.0,New York full timeout,,67-87,,
2:42.0,,,67-88,1,P. George makes free throw 1 of 2
2:42.0,,,67-89,1,P. George makes free throw 2 of 2
2:42.0,,,67-87,,A. Brooks enters the game for G. Robinson
2:42.0,,,67-87,,M. Ellis enters the game for J. Teague
2:19.0,L. Thomas misses 3-pt shot from 26 ft,,67-89,,
2:18.0,,,67-89,,Defensive rebound by P. George
2:03.0,,,67-91,2,M. Turner makes 2-pt shot from 11 ft (assist by M. Ellis)
2:03.0,,,67-91,,Shooting foul by C. Anthony (drawn by M. Turner)
2:03.0,,,67-92,1,M. Turner makes free throw 1 of 1
1:54.0,C. Lee misses 2-pt shot from 13 ft,,67-92,,
1:52.0,,,67-92,,Defensive rebound by M. Turner
1:36.0,,,67-92,,Turnover by P. George (bad pass; steal by K. O'Quinn)
1:25.0,C. Anthony makes 3-pt shot from 26 ft (assist by B. Jennings),3,70-92,,
1:06.0,,,70-92,,M. Turner misses 2-pt shot from 11 ft
1:05.0,Defensive rebound by K. O'Quinn,,70-92,,
0:54.0,C. Anthony misses 2-pt shot from 2 ft,,70-92,,
0:54.0,,,70-92,,Defensive rebound by P. George
0:49.0,,,70-92,,P. George misses 2-pt shot from 3 ft
0:49.0,,,70-92,,Offensive rebound by A. Brooks
0:49.0,,,70-94,2,A. Brooks makes 2-pt shot from 2 ft
0:35.0,B. Jennings misses 2-pt shot from 6 ft,,70-94,,
0:35.0,,,70-94,,Defensive rebound by M. Turner
0:22.0,,,70-96,2,M. Turner makes 2-pt shot from 1 ft (assist by K. Seraphin)
0:05.0,C. Anthony misses 3-pt shot from 26 ft,,70-96,,
0:05.0,,,70-96,,Defensive rebound by K. Seraphin
0:00.0,,,70-96,,P. George misses 3-pt shot from 40 ft
0:00.0,,,70-96,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,M. Kuzminskas misses 3-pt shot from 25 ft,,70-96,,
11:48.0,,,70-96,,Defensive rebound by M. Ellis
11:27.0,,,70-99,3,C. Miles makes 3-pt shot from 25 ft (assist by K. Seraphin)
11:12.0,B. Jennings makes 3-pt shot from 24 ft (assist by M. Kuzminskas),3,73-99,,
10:53.0,,,73-101,2,A. Jefferson makes 2-pt shot from 6 ft (assist by M. Ellis)
10:45.0,B. Jennings makes 2-pt shot from 3 ft,2,75-101,,
10:28.0,,,75-101,,A. Jefferson misses 2-pt shot from 7 ft
10:26.0,,,75-101,,Offensive rebound by K. Seraphin
10:26.0,,,75-101,,K. Seraphin misses 2-pt shot from 2 ft
10:25.0,Defensive rebound by M. Kuzminskas,,75-101,,
10:18.0,B. Jennings makes 2-pt shot from 20 ft,2,77-101,,
10:08.0,Personal foul by B. Jennings (drawn by A. Brooks),,77-101,,
10:00.0,,,77-101,,Turnover by M. Ellis (lost ball; steal by R. Baker)
9:57.0,W. Hernangomez makes 2-pt shot from 1 ft (assist by R. Baker),2,79-101,,
9:57.0,,,79-101,,Flagrant foul type 1 by A. Brooks (drawn by W. Hernangomez)
9:57.0,W. Hernangomez makes flagrant free throw 1 of 1,1,80-101,,
9:50.0,B. Jennings misses 3-pt shot from 26 ft,,80-101,,
9:49.0,,,80-101,,Defensive rebound by K. Seraphin
9:36.0,,,80-101,,Turnover by C. Miles (bad pass)
9:31.0,W. Hernangomez misses 2-pt shot from 5 ft,,80-101,,
9:30.0,,,80-101,,Defensive rebound by K. Seraphin
9:22.0,,,80-101,,M. Ellis misses 2-pt shot from 3 ft
9:22.0,,,80-101,,Offensive rebound by A. Jefferson
9:22.0,,,80-101,,Shooting foul by M. Kuzminskas (drawn by A. Jefferson)
9:22.0,,,80-102,1,A. Jefferson makes free throw 1 of 2
9:22.0,,,80-103,1,A. Jefferson makes free throw 2 of 2
9:08.0,Turnover by W. Hernangomez (bad pass; steal by C. Miles),,80-103,,
8:54.0,,,80-106,3,C. Miles makes 3-pt shot from 23 ft (assist by A. Jefferson)
8:44.0,K. Porzingis makes 3-pt shot from 27 ft (assist by B. Jennings),3,83-106,,
8:30.0,,,83-106,,C. Miles misses 3-pt shot from 27 ft
8:30.0,Defensive rebound by Team,,83-106,,
8:30.0,Official timeout,,83-106,,
8:15.0,Shooting foul by C. Miles (drawn by M. Kuzminskas),,83-106,,
8:15.0,M. Kuzminskas makes free throw 1 of 2,1,84-106,,
8:15.0,M. Kuzminskas makes free throw 2 of 2,1,85-106,,
8:04.0,,,85-106,,Shooting foul by R. Baker (drawn by A. Jefferson)
8:04.0,,,85-107,1,A. Jefferson makes free throw 1 of 2
8:04.0,,,85-108,1,A. Jefferson makes free throw 2 of 2
7:43.0,M. Kuzminskas makes 3-pt shot from 27 ft (assist by R. Baker),3,88-108,,
7:28.0,,,88-108,,Turnover by M. Ellis (step out of bounds)
7:22.0,B. Jennings makes 3-pt shot from 25 ft,3,91-108,,
7:06.0,,,91-108,,A. Jefferson misses 2-pt shot from 6 ft
7:06.0,Defensive rebound by M. Kuzminskas,,91-108,,
6:59.0,B. Jennings makes 2-pt shot from 12 ft,2,93-108,,
6:59.0,Shooting foul by A. Brooks (drawn by B. Jennings),,93-108,,
6:59.0,B. Jennings misses free throw 1 of 1,,93-108,,
6:59.0,,,93-108,,Defensive rebound by A. Jefferson
6:59.0,,,93-108,,J. Teague enters the game for A. Brooks
6:42.0,,,93-108,,A. Jefferson misses 2-pt shot from 6 ft (block by K. Porzingis)
6:40.0,Defensive rebound by B. Jennings,,93-108,,
6:34.0,M. Kuzminskas misses 3-pt shot from 26 ft,,93-108,,
6:34.0,Offensive rebound by B. Jennings,,93-108,,
6:30.0,B. Jennings misses 2-pt shot from 10 ft,,93-108,,
6:28.0,,,93-108,,Defensive rebound by M. Ellis
6:26.0,,,93-108,,Indiana full timeout
6:26.0,,,93-108,,P. George enters the game for K. Seraphin
6:26.0,,,93-108,,M. Turner enters the game for A. Jefferson
6:26.0,,,93-108,,T. Young enters the game for C. Miles
6:10.0,,,93-108,,P. George misses 2-pt shot from 4 ft
6:09.0,Defensive rebound by R. Baker,,93-108,,
6:01.0,W. Hernangomez misses 2-pt shot from 4 ft,,93-108,,
6:00.0,Offensive rebound by M. Kuzminskas,,93-108,,
5:59.0,M. Kuzminskas makes 2-pt shot from 2 ft,2,95-108,,
5:55.0,,,95-108,,Shooting foul by R. Baker (drawn by M. Ellis)
5:55.0,,,95-109,1,M. Ellis makes free throw 1 of 2
5:55.0,,,95-110,1,M. Ellis makes free throw 2 of 2
5:37.0,M. Kuzminskas makes 2-pt shot from 4 ft,2,97-110,,
5:24.0,,,97-110,,Offensive foul by M. Turner
5:24.0,,,97-110,,Turnover by M. Turner (offensive foul)
5:24.0,,,97-110,,G. Robinson enters the game for M. Ellis
5:13.0,Turnover by B. Jennings (bad pass; steal by J. Teague),,97-110,,
5:01.0,,,97-110,,J. Teague misses 2-pt shot from 3 ft (block by K. Porzingis)
5:00.0,Defensive rebound by R. Baker,,97-110,,
4:57.0,M. Kuzminskas makes 2-pt shot from 3 ft (assist by B. Jennings),2,99-110,,
4:41.0,,,99-110,,Shooting foul by R. Baker (drawn by P. George)
4:41.0,,,99-111,1,P. George makes free throw 1 of 2
4:41.0,,,99-112,1,P. George makes free throw 2 of 2
4:29.0,Shooting foul by J. Teague (drawn by B. Jennings),,99-112,,
4:29.0,B. Jennings misses free throw 1 of 2,,99-112,,
4:29.0,Offensive rebound by Team,,99-112,,
