time,New York,pts.away,score,pts.home,Golden State
11:02.0,Personal foul by K. O'Quinn (drawn by D. West),,25-32,,
10:51.0,,,25-32,,S. Livingston misses 2-pt shot from 5 ft
10:51.0,Defensive rebound by R. Baker,,25-32,,
10:42.0,M. Kuzminskas misses 2-pt shot from 3 ft (block by K. Durant),,25-32,,
10:41.0,Offensive rebound by K. O'Quinn,,25-32,,
10:40.0,Turnover by K. O'Quinn (traveling),,25-32,,
10:26.0,,,25-32,,S. Curry misses 2-pt shot from 18 ft
10:26.0,Defensive rebound by W. Hernangomez,,25-32,,
10:06.0,J. Holiday misses 3-pt shot from 25 ft,,25-32,,
10:05.0,,,25-32,,Defensive rebound by D. West
9:59.0,,,25-34,2,A. Iguodala makes 2-pt shot from 1 ft (assist by D. West)
9:42.0,J. Holiday makes 3-pt shot from 25 ft (assist by M. Kuzminskas),3,28-34,,
9:29.0,L. Thomas enters the game for M. Kuzminskas,,28-34,,
9:29.0,K. Porzingis enters the game for K. O'Quinn,,28-34,,
9:29.0,,,28-34,,P. McCaw enters the game for A. Iguodala
9:18.0,,,28-36,2,S. Livingston makes 2-pt shot from 1 ft (assist by P. McCaw)
8:59.0,J. Holiday makes 2-pt shot from 2 ft (assist by W. Hernangomez),2,30-36,,
8:41.0,,,30-38,2,S. Livingston makes 2-pt shot from 7 ft (assist by K. Durant)
8:27.0,L. Thomas misses 3-pt shot from 23 ft,,30-38,,
8:27.0,,,30-38,,Defensive rebound by P. McCaw
8:15.0,,,30-40,2,P. McCaw makes 2-pt shot from 23 ft (assist by K. Durant)
7:52.0,W. Hernangomez misses 2-pt shot from 2 ft,,30-40,,
7:52.0,,,30-40,,Defensive rebound by D. West
7:40.0,,,30-40,,S. Curry misses 2-pt shot from 1 ft
7:40.0,,,30-40,,Offensive rebound by S. Curry
7:40.0,,,30-40,,S. Curry misses 2-pt shot from 1 ft
7:38.0,Defensive rebound by W. Hernangomez,,30-40,,
7:30.0,R. Baker makes 2-pt shot from 2 ft,2,32-40,,
7:07.0,,,32-40,,K. Durant misses 3-pt shot from 23 ft
7:06.0,Defensive rebound by J. Holiday,,32-40,,
6:51.0,W. Hernangomez misses 2-pt shot from 13 ft,,32-40,,
6:51.0,,,32-40,,Defensive rebound by S. Curry
6:39.0,,,32-42,2,K. Durant makes 2-pt shot from 2 ft (assist by D. West)
6:23.0,R. Baker makes 3-pt shot from 25 ft (assist by J. Holiday),3,35-42,,
6:22.0,,,35-42,,Golden State full timeout
6:22.0,,,35-42,,D. Green enters the game for K. Durant
6:05.0,,,35-42,,D. Green misses 3-pt shot from 25 ft
6:05.0,Defensive rebound by R. Baker,,35-42,,
5:52.0,K. Porzingis makes 2-pt shot from 16 ft (assist by R. Baker),2,37-42,,
5:34.0,,,37-45,3,S. Curry makes 3-pt shot from 25 ft (assist by D. West)
5:27.0,Turnover by J. Holiday (bad pass; steal by D. West),,37-45,,
5:13.0,,,37-47,2,S. Livingston makes 2-pt shot from 15 ft (assist by D. West)
5:13.0,New York full timeout,,37-47,,
5:13.0,,,37-47,,K. Thompson enters the game for S. Livingston
5:13.0,B. Jennings enters the game for R. Baker,,37-47,,
5:01.0,,,37-47,,Personal foul by K. Thompson (drawn by J. Holiday)
4:54.0,J. Holiday makes 2-pt shot from 5 ft,2,39-47,,
4:39.0,,,39-49,2,D. West makes 2-pt shot from 11 ft (assist by S. Curry)
4:29.0,W. Hernangomez makes 2-pt shot at rim (assist by B. Jennings),2,41-49,,
4:11.0,,,41-49,,K. Thompson misses 3-pt shot from 26 ft
4:10.0,,,41-49,,Offensive rebound by Team
4:10.0,Loose ball foul by J. Holiday (drawn by P. McCaw),,41-49,,
4:10.0,,,41-49,,A. Iguodala enters the game for P. McCaw
4:10.0,,,41-49,,K. Durant enters the game for D. West
4:10.0,J. Noah enters the game for W. Hernangomez,,41-49,,
4:02.0,,,41-49,,K. Durant misses 3-pt shot from 23 ft
4:01.0,,,41-49,,Offensive rebound by D. Green
3:55.0,,,41-52,3,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry)
3:29.0,L. Thomas misses 2-pt shot from 14 ft,,41-52,,
3:28.0,Offensive rebound by J. Noah,,41-52,,
3:28.0,J. Noah misses 2-pt shot from 1 ft,,41-52,,
3:28.0,,,41-52,,Defensive rebound by Team
3:28.0,C. Lee enters the game for J. Holiday,,41-52,,
3:28.0,Jump ball: S. Curry vs. J. Noah (A. Iguodala gains possession),,,,Jump ball: S. Curry vs. J. Noah (A. Iguodala gains possession)
3:13.0,,,41-52,,S. Curry misses 3-pt shot from 29 ft
3:13.0,Defensive rebound by C. Lee,,41-52,,
3:04.0,K. Porzingis misses 2-pt shot from 2 ft (block by A. Iguodala),,41-52,,
3:03.0,Offensive rebound by J. Noah,,41-52,,
3:01.0,J. Noah misses 2-pt shot from 2 ft,,41-52,,
3:00.0,,,41-52,,Defensive rebound by A. Iguodala
3:00.0,Personal foul by J. Noah (drawn by A. Iguodala),,41-52,,
2:51.0,,,41-52,,K. Durant misses 2-pt shot from 10 ft
2:50.0,Defensive rebound by J. Noah,,41-52,,
2:43.0,B. Jennings makes 2-pt shot from 14 ft,2,43-52,,
2:23.0,,,43-55,3,S. Curry makes 3-pt shot from 23 ft (assist by A. Iguodala)
2:11.0,B. Jennings misses 2-pt shot from 2 ft,,43-55,,
2:11.0,Offensive rebound by K. Porzingis,,43-55,,
2:11.0,K. Porzingis makes 2-pt shot at rim,2,45-55,,
1:55.0,,,45-57,2,K. Thompson makes 2-pt shot from 1 ft (assist by D. Green)
1:49.0,L. Thomas misses 2-pt shot from 2 ft (block by D. Green),,45-57,,
1:48.0,,,45-57,,Defensive rebound by K. Thompson
1:40.0,,,45-59,2,K. Durant makes 2-pt shot at rim (assist by S. Curry)
1:39.0,New York full timeout,,45-59,,
1:32.0,,,45-59,,Personal foul by K. Durant (drawn by K. Porzingis)
1:32.0,M. Kuzminskas enters the game for J. Noah,,45-59,,
1:14.0,B. Jennings misses 3-pt shot from 32 ft,,45-59,,
1:14.0,,,45-59,,Defensive rebound by K. Durant
0:55.0,,,45-59,,Turnover by D. Green (bad pass)
0:39.0,Shooting foul by A. Iguodala (drawn by K. Porzingis),,45-59,,
0:39.0,K. Porzingis misses free throw 1 of 2,,45-59,,
0:39.0,Offensive rebound by Team,,45-59,,
0:39.0,K. Porzingis misses free throw 2 of 2,,45-59,,
0:39.0,,,45-59,,P. McCaw enters the game for A. Iguodala
0:36.0,Offensive rebound by M. Kuzminskas,,45-59,,
0:33.0,C. Lee misses 3-pt shot from 27 ft,,45-59,,
0:32.0,,,45-59,,Defensive rebound by K. Durant
0:25.0,,,45-59,,K. Durant misses 2-pt shot from 2 ft
0:24.0,Defensive rebound by B. Jennings,,45-59,,
0:03.0,B. Jennings misses 2-pt shot from 16 ft,,45-59,,
0:03.0,,,45-59,,Defensive rebound by K. Thompson
0:02.0,,,45-59,,Turnover by K. Thompson (lost ball; steal by M. Kuzminskas)
0:01.0,M. Kuzminskas misses 3-pt shot from 32 ft,,45-59,,
0:00.0,Offensive rebound by Team,,45-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,45-59,,Turnover by S. Curry (traveling)
11:20.0,B. Jennings misses 2-pt shot from 3 ft (block by J. McGee),,45-59,,
11:19.0,,,45-59,,Defensive rebound by S. Curry
11:09.0,,,45-61,2,J. McGee makes 2-pt shot from 1 ft (assist by K. Thompson)
10:54.0,C. Lee makes 2-pt shot from 18 ft,2,47-61,,
10:38.0,,,47-61,,D. Green misses 3-pt shot from 27 ft
10:38.0,Defensive rebound by C. Lee,,47-61,,
10:30.0,C. Lee makes 2-pt shot from 16 ft (assist by B. Jennings),2,49-61,,
10:15.0,,,49-63,2,J. McGee makes 2-pt shot at rim (assist by D. Green)
9:55.0,L. Thomas makes 3-pt shot from 23 ft (assist by C. Lee),3,52-63,,
9:39.0,,,52-65,2,D. Green makes 2-pt shot from 1 ft (assist by K. Durant)
9:29.0,K. Porzingis misses 2-pt shot from 19 ft,,52-65,,
9:28.0,,,52-65,,Defensive rebound by K. Durant
9:20.0,,,52-65,,K. Durant misses 2-pt shot from 2 ft
9:19.0,,,52-65,,Offensive rebound by D. Green
9:19.0,,,52-65,,D. Green misses 2-pt shot from 1 ft
9:18.0,,,52-65,,Offensive rebound by D. Green
9:18.0,,,52-65,,D. Green misses 2-pt shot from 1 ft (block by L. Thomas)
9:17.0,Defensive rebound by C. Lee,,52-65,,
9:11.0,L. Thomas misses 2-pt shot from 10 ft,,52-65,,
9:11.0,,,52-65,,Defensive rebound by S. Curry
9:00.0,,,52-65,,K. Durant misses 3-pt shot from 26 ft
9:00.0,Defensive rebound by K. Porzingis,,52-65,,
8:44.0,J. Noah makes 2-pt shot at rim (assist by C. Lee),2,54-65,,
8:31.0,,,54-65,,K. Durant misses 2-pt shot from 10 ft
8:31.0,,,54-65,,Offensive rebound by J. McGee
8:31.0,Shooting block foul by J. Noah (drawn by J. McGee),,54-65,,
8:31.0,,,54-65,,J. McGee misses free throw 1 of 2
8:31.0,,,54-65,,Offensive rebound by Team
8:31.0,,,54-66,1,J. McGee makes free throw 2 of 2
8:13.0,C. Lee makes 2-pt shot from 5 ft (assist by B. Jennings),2,56-66,,
7:58.0,,,56-66,,D. Green misses 2-pt shot from 6 ft
7:58.0,Defensive rebound by K. Porzingis,,56-66,,
7:47.0,Turnover by J. Noah (bad pass; steal by S. Curry),,56-66,,
7:39.0,,,56-69,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry)
7:11.0,B. Jennings misses 2-pt shot from 11 ft,,56-69,,
7:10.0,Offensive rebound by J. Noah,,56-69,,
7:10.0,J. Noah makes 2-pt shot from 1 ft,2,58-69,,
7:00.0,,,58-69,,K. Durant misses 2-pt shot from 16 ft
6:59.0,Defensive rebound by J. Noah,,58-69,,
6:56.0,,,58-69,,Personal foul by D. Green (drawn by K. Porzingis)
6:56.0,New York full timeout,,58-69,,
6:38.0,C. Lee misses 3-pt shot from 23 ft,,58-69,,
6:37.0,,,58-69,,Defensive rebound by K. Durant
6:31.0,,,58-71,2,J. McGee makes 2-pt shot at rim (assist by D. Green)
6:14.0,K. Porzingis misses 2-pt shot from 16 ft,,58-71,,
6:13.0,,,58-71,,Defensive rebound by K. Durant
6:06.0,,,58-74,3,K. Thompson makes 3-pt shot from 26 ft (assist by K. Durant)
5:53.0,Turnover by K. Porzingis (bad pass; steal by K. Thompson),,58-74,,
5:41.0,,,58-74,,K. Thompson misses 3-pt shot from 24 ft
5:40.0,,,58-74,,Offensive rebound by K. Durant
5:33.0,,,58-76,2,J. McGee makes 2-pt shot from 2 ft (assist by K. Durant)
5:17.0,J. Noah misses 2-pt shot from 2 ft,,58-76,,
5:16.0,,,58-76,,Defensive rebound by S. Curry
5:12.0,,,58-76,,Turnover by S. Curry (bad pass)
5:12.0,M. Kuzminskas enters the game for L. Thomas,,58-76,,
5:12.0,K. O'Quinn enters the game for J. Noah,,58-76,,
5:12.0,,,58-76,,A. Iguodala enters the game for K. Durant
4:53.0,B. Jennings misses 2-pt shot from 11 ft,,58-76,,
4:52.0,,,58-76,,Defensive rebound by D. Green
4:41.0,,,58-76,,K. Thompson misses 2-pt shot from 5 ft (block by C. Lee)
4:40.0,,,58-76,,Offensive rebound by K. Thompson
4:35.0,,,58-76,,Turnover by J. McGee (3 sec)
4:21.0,K. O'Quinn misses 2-pt shot from 18 ft,,58-76,,
4:20.0,,,58-76,,Defensive rebound by S. Curry
4:10.0,,,58-78,2,K. Thompson makes 2-pt shot from 4 ft (assist by J. McGee)
4:10.0,,,58-78,,Shooting foul by B. Jennings (drawn by K. Thompson)
4:10.0,,,58-79,1,K. Thompson makes free throw 1 of 1
4:00.0,B. Jennings misses 3-pt shot from 25 ft,,58-79,,
3:59.0,,,58-79,,Defensive rebound by D. Green
3:51.0,,,58-81,2,S. Curry makes 2-pt shot from 3 ft (assist by D. Green)
3:40.0,Turnover by B. Jennings (lost ball),,58-81,,
3:40.0,,,58-81,,K. Durant enters the game for J. McGee
3:25.0,,,58-81,,S. Curry misses 3-pt shot from 26 ft
3:24.0,,,58-81,,Offensive rebound by A. Iguodala
3:21.0,,,58-83,2,K. Durant makes 2-pt shot at rim (assist by A. Iguodala)
2:57.0,M. Kuzminskas makes 2-pt shot from 1 ft (assist by B. Jennings),2,60-83,,
2:43.0,,,60-83,,K. Durant misses 3-pt shot from 23 ft
2:43.0,Defensive rebound by K. O'Quinn,,60-83,,
2:38.0,Shooting foul by K. Thompson (drawn by B. Jennings),,60-83,,
2:38.0,,,60-83,,Golden State full timeout
2:38.0,B. Jennings misses free throw 1 of 2,,60-83,,
2:38.0,Offensive rebound by Team,,60-83,,
2:38.0,B. Jennings misses free throw 2 of 2,,60-83,,
2:38.0,,,60-83,,I. Clark enters the game for K. Thompson
2:38.0,J. Holiday enters the game for K. Porzingis,,60-83,,
2:37.0,,,60-83,,Defensive rebound by K. Durant
2:23.0,,,60-83,,Turnover by K. Durant (lost ball)
2:23.0,R. Baker enters the game for B. Jennings,,60-83,,
2:00.0,Shooting foul by D. Green (drawn by K. O'Quinn),,60-83,,
2:00.0,K. O'Quinn misses free throw 1 of 2,,60-83,,
2:00.0,Offensive rebound by Team,,60-83,,
2:00.0,K. O'Quinn makes free throw 2 of 2,1,61-83,,
1:42.0,,,61-83,,S. Curry misses 2-pt shot from 22 ft
1:41.0,Defensive rebound by K. O'Quinn,,61-83,,
1:31.0,R. Baker makes 2-pt shot from 2 ft,2,63-83,,
1:11.0,,,63-85,2,I. Clark makes 2-pt shot from 2 ft
0:56.0,,,63-85,,Personal foul by A. Iguodala (drawn by J. Holiday)
0:56.0,J. Holiday makes free throw 1 of 2,1,64-85,,
0:56.0,J. Holiday misses free throw 2 of 2,,64-85,,
0:56.0,,,64-85,,K. Thompson enters the game for S. Curry
0:56.0,,,64-85,,D. West enters the game for D. Green
0:56.0,M. Ndour enters the game for C. Lee,,64-85,,
0:54.0,,,64-85,,Defensive rebound by K. Durant
0:32.0,,,64-85,,I. Clark misses 2-pt shot from 9 ft
0:32.0,,,64-85,,Offensive rebound by D. West
0:26.0,,,64-88,3,I. Clark makes 3-pt shot from 26 ft (assist by K. Durant)
0:06.0,R. Baker misses 3-pt shot from 29 ft,,64-88,,
0:05.0,Offensive rebound by M. Ndour,,64-88,,
0:03.0,M. Ndour makes 2-pt shot at rim,2,66-88,,
0:00.0,,,66-88,,K. Durant misses 3-pt shot from 28 ft
0:00.0,,,66-88,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,66-88,,Violation by K. Durant (kicked ball)
11:39.0,,,66-88,,Personal foul by S. Livingston (drawn by W. Hernangomez)
11:22.0,C. Lee makes 2-pt shot from 6 ft,2,68-88,,
11:04.0,,,68-88,,Turnover by A. Iguodala (lost ball; steal by M. Ndour)
11:02.0,,,68-88,,Clear path foul by A. Iguodala
11:02.0,M. Ndour makes clear path free throw 1 of 2,1,69-88,,
11:02.0,M. Ndour makes clear path free throw 2 of 2,1,70-88,,
10:56.0,W. Hernangomez misses 2-pt shot from 2 ft (block by D. West),,70-88,,
10:55.0,,,70-88,,Defensive rebound by D. West
10:55.0,,,70-88,,Turnover by D. West (offensive foul)
10:55.0,,,70-88,,Offensive foul by D. West
10:42.0,M. Ndour misses 2-pt shot from 9 ft,,70-88,,
10:41.0,,,70-88,,Defensive rebound by S. Livingston
10:32.0,,,70-88,,Golden State full timeout
10:32.0,,,70-88,,K. Looney enters the game for D. West
10:24.0,,,70-90,2,K. Durant makes 2-pt shot from 12 ft
10:06.0,C. Lee misses 2-pt shot from 17 ft,,70-90,,
10:05.0,Offensive rebound by W. Hernangomez,,70-90,,
10:05.0,W. Hernangomez makes 2-pt shot from 1 ft,2,72-90,,
9:48.0,,,72-92,2,K. Durant makes 2-pt shot from 12 ft
9:37.0,J. Holiday makes 3-pt shot from 25 ft (assist by R. Baker),3,75-92,,
9:15.0,,,75-92,,A. Iguodala misses 3-pt shot from 24 ft
9:14.0,Defensive rebound by J. Holiday,,75-92,,
9:00.0,M. Ndour misses 2-pt shot from 3 ft (block by A. Iguodala),,75-92,,
8:59.0,,,75-92,,Defensive rebound by A. Iguodala
8:56.0,,,75-94,2,S. Livingston makes 2-pt shot at rim (assist by A. Iguodala)
8:40.0,Shooting foul by K. Looney (drawn by J. Holiday),,75-94,,
8:40.0,J. Holiday makes free throw 1 of 2,1,76-94,,
8:40.0,J. Holiday makes free throw 2 of 2,1,77-94,,
8:40.0,,,76-94,,P. McCaw enters the game for A. Iguodala
8:40.0,K. Porzingis enters the game for M. Ndour,,76-94,,
8:21.0,,,77-96,2,K. Thompson makes 2-pt shot from 10 ft (assist by S. Livingston)
8:00.0,K. Porzingis misses 2-pt shot from 10 ft (block by K. Durant),,77-96,,
7:59.0,,,77-96,,Defensive rebound by K. Looney
7:49.0,,,77-96,,S. Livingston misses 2-pt shot from 15 ft
7:48.0,Defensive rebound by W. Hernangomez,,77-96,,
7:39.0,C. Lee misses 3-pt shot from 28 ft,,77-96,,
7:38.0,,,77-96,,Defensive rebound by K. Durant
7:29.0,,,77-96,,K. Thompson misses 3-pt shot from 23 ft
7:28.0,Defensive rebound by W. Hernangomez,,77-96,,
7:16.0,Shooting foul by S. Livingston (drawn by C. Lee),,77-96,,
7:16.0,C. Lee misses free throw 1 of 2,,77-96,,
7:16.0,Offensive rebound by Team,,77-96,,
7:16.0,C. Lee makes free throw 2 of 2,1,78-96,,
7:16.0,,,77-96,,D. Green enters the game for K. Durant
7:16.0,,,77-96,,S. Curry enters the game for K. Thompson
7:00.0,,,78-96,,Turnover by S. Curry (bad pass; steal by J. Holiday)
6:54.0,R. Baker makes 2-pt shot from 1 ft (assist by J. Holiday),2,80-96,,
6:26.0,,,80-98,2,K. Looney makes 2-pt shot at rim (assist by S. Livingston)
5:59.0,Turnover by Team (shot clock),,80-98,,
5:59.0,Official timeout,,80-98,,
5:59.0,B. Jennings enters the game for C. Lee,,80-98,,
5:43.0,,,80-98,,Turnover by D. Green (bad pass; steal by J. Holiday)
5:38.0,Turnover by B. Jennings (bad pass; steal by K. Looney),,80-98,,
5:27.0,,,80-98,,S. Curry misses 3-pt shot from 27 ft
5:25.0,Defensive rebound by W. Hernangomez,,80-98,,
5:14.0,K. Porzingis misses 3-pt shot from 27 ft,,80-98,,
5:13.0,,,80-98,,Defensive rebound by S. Curry
5:12.0,Personal foul by K. Porzingis (drawn by S. Curry),,80-98,,
5:00.0,,,80-98,,S. Curry misses 3-pt shot from 27 ft
4:59.0,Defensive rebound by W. Hernangomez,,80-98,,
4:39.0,W. Hernangomez makes 2-pt shot from 9 ft,2,82-98,,
4:22.0,,,82-98,,P. McCaw misses 2-pt shot from 3 ft (block by W. Hernangomez)
4:21.0,Defensive rebound by W. Hernangomez,,82-98,,
4:20.0,J. Holiday misses 2-pt shot from 3 ft (block by D. Green),,82-98,,
4:18.0,,,82-98,,Defensive rebound by Team
