time,Philadelphia,pts.away,score,pts.home,Milwaukee
1:09.0,,,28-33,3,M. Teletovic makes 3-pt shot from 24 ft (assist by M. Brogdon)
0:58.0,D. Saric makes 2-pt shot from 6 ft (assist by S. Rodriguez),2,30-33,,
0:43.0,,,30-35,2,G. Monroe makes 2-pt shot from 1 ft (assist by M. Teletovic)
0:38.0,Turnover by S. Rodriguez (bad pass; steal by M. Brogdon),,30-35,,
0:34.0,,,30-35,,Shooting foul by D. Saric (drawn by J. Parker)
0:34.0,,,30-37,2,J. Parker makes 2-pt shot at rim (assist by M. Brogdon)
0:34.0,,,30-37,,Turnover by M. Teletovic (lane violation.)
0:27.0,G. Henderson makes 3-pt shot from 24 ft (assist by S. Rodriguez),3,33-37,,
0:07.0,,,33-39,2,G. Monroe makes 2-pt shot from 1 ft (assist by J. Parker)
0:07.0,,,33-39,,Shooting foul by N. Noel (drawn by G. Monroe)
0:07.0,,,33-39,,G. Monroe misses free throw 1 of 1
0:06.0,Defensive rebound by N. Noel,,33-39,,
0:00.0,G. Henderson misses 2-pt shot from 6 ft,,33-39,,
0:00.0,Offensive rebound by Team,,33-39,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,33-39,,Turnover by J. Terry (bad pass; steal by T. McConnell)
11:42.0,D. Saric makes 2-pt shot at rim (assist by T. McConnell),2,35-39,,
11:26.0,,,35-41,2,M. Brogdon makes 2-pt shot at rim (assist by J. Terry)
11:03.0,D. Saric misses 2-pt shot from 1 ft,,35-41,,
11:00.0,,,35-41,,Defensive rebound by G. Monroe
10:54.0,,,35-44,3,M. Teletovic makes 3-pt shot from 27 ft (assist by G. Antetokounmpo)
10:54.0,Philadelphia full timeout,,35-44,,
10:54.0,E. Ilyasova enters the game for D. Saric,,35-44,,
10:38.0,N. Noel makes 2-pt shot at rim (assist by N. Stauskas),2,37-44,,
10:33.0,,,37-44,,Turnover by J. Terry (bad pass; steal by T. McConnell)
10:29.0,E. Ilyasova makes 2-pt shot from 1 ft (assist by N. Stauskas),2,39-44,,
10:05.0,,,39-44,,M. Brogdon misses 2-pt shot from 6 ft
10:03.0,Defensive rebound by N. Noel,,39-44,,
9:54.0,Turnover by N. Stauskas (bad pass; steal by G. Antetokounmpo),,39-44,,
9:45.0,,,39-47,3,M. Teletovic makes 3-pt shot from 26 ft (assist by M. Brogdon)
9:29.0,Turnover by R. Covington (lost ball; steal by G. Antetokounmpo),,39-47,,
9:24.0,,,39-47,,M. Dellavedova enters the game for M. Brogdon
9:24.0,R. Holmes enters the game for N. Noel,,39-47,,
9:22.0,,,39-49,2,M. Dellavedova makes 2-pt shot from 15 ft (assist by G. Antetokounmpo)
9:10.0,E. Ilyasova makes 2-pt shot from 1 ft (assist by T. McConnell),2,41-49,,
8:56.0,,,41-51,2,J. Terry makes 2-pt shot at rim
8:37.0,Shooting foul by J. Terry (drawn by R. Covington),,41-51,,
8:37.0,R. Covington makes free throw 1 of 2,1,42-51,,
8:37.0,R. Covington makes free throw 2 of 2,1,43-51,,
8:24.0,,,43-51,,Turnover by G. Monroe (bad pass)
8:11.0,Turnover by E. Ilyasova (bad pass; steal by M. Dellavedova),,43-51,,
8:06.0,,,43-51,,Turnover by J. Terry (bad pass; steal by T. McConnell)
7:59.0,N. Stauskas makes 3-pt shot from 26 ft (assist by T. McConnell),3,46-51,,
7:42.0,,,46-51,,M. Teletovic misses 3-pt shot from 26 ft
7:41.0,Defensive rebound by R. Holmes,,46-51,,
7:35.0,E. Ilyasova misses 2-pt shot from 4 ft,,46-51,,
7:34.0,Offensive rebound by R. Holmes,,46-51,,
7:34.0,Turnover by R. Holmes (lost ball),,46-51,,
7:25.0,,,46-51,,M. Dellavedova misses 2-pt shot from 6 ft
7:24.0,Defensive rebound by E. Ilyasova,,46-51,,
7:19.0,R. Holmes makes 2-pt shot from 1 ft (assist by T. McConnell),2,48-51,,
7:19.0,Shooting foul by J. Terry (drawn by R. Holmes),,48-51,,
7:19.0,,,48-51,,Milwaukee full timeout
7:19.0,R. Holmes makes free throw 1 of 1,1,49-51,,
7:19.0,,,48-51,,J. Parker enters the game for M. Teletovic
7:19.0,,,48-51,,T. Snell enters the game for J. Terry
7:01.0,,,49-51,,J. Parker misses 3-pt shot from 24 ft
7:00.0,Defensive rebound by T. McConnell,,49-51,,
6:52.0,R. Holmes makes 2-pt shot from 5 ft (assist by T. McConnell),2,51-51,,
6:43.0,,,51-51,,M. Plumlee enters the game for G. Monroe
6:31.0,,,51-53,2,M. Dellavedova makes 2-pt shot from 2 ft
6:15.0,T. McConnell misses 2-pt shot from 3 ft (block by J. Parker),,51-53,,
6:13.0,,,51-53,,Defensive rebound by M. Plumlee
6:05.0,,,51-53,,T. Snell misses 3-pt shot from 27 ft
6:04.0,Defensive rebound by R. Holmes,,51-53,,
5:57.0,E. Ilyasova makes 3-pt shot from 27 ft (assist by T. McConnell),3,54-53,,
5:40.0,,,54-53,,G. Antetokounmpo misses 2-pt shot from 10 ft
5:39.0,Defensive rebound by T. McConnell,,54-53,,
5:32.0,Turnover by T. McConnell (bad pass; steal by G. Antetokounmpo),,54-53,,
5:24.0,,,54-53,,Turnover by G. Antetokounmpo (lost ball; steal by E. Ilyasova)
5:18.0,N. Noel enters the game for R. Holmes,,54-53,,
5:18.0,G. Henderson enters the game for N. Stauskas,,54-53,,
5:17.0,Jump ball: R. Covington vs. M. Dellavedova (T. McConnell gains possession),,,,Jump ball: R. Covington vs. M. Dellavedova (T. McConnell gains possession)
5:00.0,R. Covington misses 2-pt shot from 19 ft,,54-53,,
4:59.0,Offensive rebound by N. Noel,,54-53,,
4:57.0,N. Noel makes 2-pt shot at rim,2,56-53,,
4:38.0,,,56-53,,Offensive charge foul by J. Parker
4:38.0,,,56-53,,Turnover by J. Parker (offensive foul)
4:38.0,D. Saric enters the game for E. Ilyasova,,56-53,,
4:38.0,S. Rodriguez enters the game for T. McConnell,,56-53,,
4:23.0,R. Covington makes 3-pt shot from 25 ft (assist by S. Rodriguez),3,59-53,,
4:21.0,,,59-53,,Milwaukee full timeout
4:04.0,,,59-53,,G. Antetokounmpo misses 3-pt shot from 23 ft
4:03.0,Defensive rebound by D. Saric,,59-53,,
3:40.0,Turnover by Team (shot clock),,59-53,,
3:21.0,,,59-53,,M. Dellavedova misses 2-pt shot at rim
3:19.0,,,59-53,,Offensive rebound by G. Antetokounmpo
3:17.0,,,59-53,,Turnover by G. Antetokounmpo (bad pass; steal by R. Covington)
3:10.0,D. Saric makes 3-pt shot from 25 ft (assist by G. Henderson),3,62-53,,
2:46.0,,,62-53,,J. Parker misses 3-pt shot from 26 ft
2:45.0,Defensive rebound by R. Covington,,62-53,,
2:36.0,,,62-53,,Shooting block foul by M. Plumlee (drawn by G. Henderson)
2:36.0,G. Henderson makes free throw 1 of 2,1,63-53,,
2:36.0,G. Henderson makes free throw 2 of 2,1,64-53,,
2:36.0,T. Luwawu-Cabarrot enters the game for R. Covington,,63-53,,
2:13.0,,,64-55,2,G. Antetokounmpo makes 2-pt shot from 19 ft
1:56.0,D. Saric misses 2-pt shot from 2 ft (block by J. Parker),,64-55,,
1:53.0,Offensive rebound by D. Saric,,64-55,,
1:53.0,D. Saric makes 2-pt shot from 1 ft,2,66-55,,
1:44.0,,,66-55,,T. Snell misses 3-pt shot from 25 ft
1:42.0,Defensive rebound by N. Noel,,66-55,,
1:33.0,Turnover by G. Henderson (bad pass; steal by M. Dellavedova),,66-55,,
1:29.0,,,66-55,,Turnover by J. Parker (lost ball)
1:15.0,G. Henderson makes 2-pt shot from 1 ft (assist by T. Luwawu-Cabarrot),2,68-55,,
1:15.0,Shooting foul by M. Plumlee (drawn by G. Henderson),,68-55,,
1:15.0,,,68-55,,T. Maker enters the game for M. Plumlee
1:15.0,Violation by Team (double lane),,68-55,,
1:14.0,Jump ball: G. Antetokounmpo vs. N. Noel (T. Luwawu-Cabarrot gains possession),,,,Jump ball: G. Antetokounmpo vs. N. Noel (T. Luwawu-Cabarrot gains possession)
1:10.0,,,68-55,,Personal foul by T. Maker (drawn by N. Noel)
1:10.0,N. Noel makes free throw 1 of 2,1,69-55,,
1:10.0,N. Noel makes free throw 2 of 2,1,70-55,,
0:53.0,,,70-55,,Shooting foul by D. Saric (drawn by J. Parker)
0:53.0,,,70-57,2,J. Parker makes 2-pt shot from 1 ft
0:53.0,,,70-58,1,J. Parker makes free throw 1 of 1
0:43.0,T. Luwawu-Cabarrot makes 2-pt shot from 2 ft (assist by G. Henderson),2,72-58,,
0:29.0,,,72-58,,J. Parker misses 2-pt shot from 1 ft
0:28.0,Defensive rebound by N. Noel,,72-58,,
0:22.0,Philadelphia full timeout,,72-58,,
0:08.0,Offensive charge foul by N. Noel,,72-58,,
0:08.0,Turnover by N. Noel (offensive foul),,72-58,,
0:08.0,E. Ilyasova enters the game for N. Noel,,72-58,,
0:08.0,T. McConnell enters the game for S. Rodriguez,,72-58,,
0:00.0,,,72-58,,G. Antetokounmpo misses 2-pt shot from 7 ft
0:00.0,Defensive rebound by E. Ilyasova,,72-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,72-60,2,M. Plumlee makes 2-pt shot from 1 ft (assist by J. Parker)
11:27.0,E. Ilyasova misses 2-pt shot from 10 ft,,72-60,,
11:26.0,Offensive rebound by E. Ilyasova,,72-60,,
11:26.0,E. Ilyasova misses 2-pt shot from 4 ft,,72-60,,
11:24.0,,,72-60,,Defensive rebound by M. Plumlee
11:14.0,,,72-60,,J. Parker misses 2-pt shot from 2 ft
11:13.0,,,72-60,,Offensive rebound by G. Antetokounmpo
11:13.0,,,72-62,2,G. Antetokounmpo makes 2-pt shot at rim
10:57.0,E. Ilyasova misses 3-pt shot from 23 ft,,72-62,,
10:56.0,,,72-62,,Defensive rebound by T. Snell
10:42.0,,,72-62,,G. Antetokounmpo misses 2-pt shot from 2 ft
10:41.0,,,72-62,,Offensive rebound by M. Plumlee
10:37.0,,,72-62,,M. Dellavedova misses 3-pt shot from 24 ft
10:36.0,Defensive rebound by N. Noel,,72-62,,
10:31.0,,,72-62,,Personal foul by M. Plumlee (drawn by N. Stauskas)
10:20.0,R. Covington misses 3-pt shot from 28 ft,,72-62,,
10:18.0,,,72-62,,Defensive rebound by G. Antetokounmpo
10:13.0,Personal block foul by R. Covington (drawn by G. Antetokounmpo),,72-62,,
10:02.0,,,72-62,,Turnover by J. Parker (lost ball; steal by N. Stauskas)
9:55.0,E. Ilyasova misses 3-pt shot from 24 ft,,72-62,,
9:54.0,,,72-62,,Defensive rebound by Team
9:54.0,Loose ball foul by R. Covington (drawn by M. Dellavedova),,72-62,,
9:39.0,,,72-62,,Turnover by M. Dellavedova (bad pass; steal by N. Noel)
9:29.0,Turnover by T. McConnell (bad pass; steal by M. Plumlee),,72-62,,
9:10.0,,,72-62,,G. Antetokounmpo misses 3-pt shot from 25 ft
9:09.0,Defensive rebound by N. Noel,,72-62,,
8:46.0,N. Stauskas misses 2-pt shot from 1 ft (block by M. Plumlee),,72-62,,
8:46.0,Offensive rebound by Team,,72-62,,
8:45.0,Turnover by Team (shot clock),,72-62,,
8:30.0,,,72-62,,J. Parker misses 2-pt shot from 16 ft
8:28.0,Defensive rebound by N. Noel,,72-62,,
8:10.0,N. Noel makes 2-pt shot from 5 ft (assist by T. McConnell),2,74-62,,
7:54.0,,,74-62,,Turnover by M. Plumlee (lost ball)
7:54.0,R. Holmes enters the game for N. Noel,,74-62,,
7:34.0,N. Stauskas makes 3-pt shot from 26 ft (assist by T. McConnell),3,77-62,,
7:10.0,,,77-62,,G. Antetokounmpo misses 3-pt shot from 26 ft
7:09.0,Defensive rebound by E. Ilyasova,,77-62,,
7:02.0,R. Covington misses 2-pt shot from 7 ft,,77-62,,
7:00.0,,,77-62,,Defensive rebound by J. Parker
6:46.0,,,77-62,,Shooting foul by N. Stauskas (drawn by T. Snell)
6:46.0,,,77-63,1,T. Snell makes free throw 1 of 2
6:46.0,,,77-63,,T. Snell misses free throw 2 of 2
6:46.0,Defensive rebound by E. Ilyasova,,77-63,,
6:46.0,,,77-63,,M. Brogdon enters the game for M. Dellavedova
6:46.0,,,77-63,,G. Monroe enters the game for M. Plumlee
6:38.0,Turnover by R. Covington (bad pass),,77-63,,
6:16.0,,,77-65,2,J. Parker makes 2-pt shot at rim (assist by M. Brogdon)
6:01.0,R. Covington misses 3-pt shot from 28 ft,,77-65,,
6:00.0,,,77-65,,Defensive rebound by J. Parker
5:55.0,Personal foul by N. Stauskas (drawn by J. Parker),,77-65,,
5:55.0,,,77-65,,Milwaukee full timeout
5:55.0,,,77-66,1,J. Parker makes free throw 1 of 2
5:55.0,,,77-67,1,J. Parker makes free throw 2 of 2
5:55.0,D. Saric enters the game for E. Ilyasova,,77-65,,
5:55.0,G. Henderson enters the game for N. Stauskas,,77-65,,
5:44.0,Shooting foul by T. Snell (drawn by R. Holmes),,77-67,,
5:44.0,R. Holmes makes free throw 1 of 2,1,78-67,,
5:44.0,R. Holmes makes free throw 2 of 2,1,79-67,,
5:28.0,,,79-67,,M. Brogdon misses 2-pt shot from 7 ft
5:28.0,,,79-67,,Offensive rebound by Team
5:28.0,Loose ball foul by R. Holmes (drawn by G. Monroe),,79-67,,
5:28.0,,,79-68,1,G. Monroe makes free throw 1 of 2
5:28.0,,,79-69,1,G. Monroe makes free throw 2 of 2
5:13.0,G. Henderson misses 3-pt shot from 24 ft,,79-69,,
5:11.0,Offensive rebound by R. Holmes,,79-69,,
5:07.0,G. Henderson makes 2-pt shot from 8 ft (assist by R. Holmes),2,81-69,,
4:47.0,,,81-71,2,G. Monroe makes 2-pt shot at rim (assist by G. Antetokounmpo)
4:22.0,T. McConnell makes 3-pt shot from 27 ft (assist by G. Henderson),3,84-71,,
4:00.0,,,84-71,,M. Brogdon misses 3-pt shot from 26 ft
3:59.0,,,84-71,,Offensive rebound by G. Antetokounmpo
3:55.0,,,84-71,,Shooting foul by R. Holmes (drawn by M. Brogdon)
3:55.0,,,84-72,1,M. Brogdon makes free throw 1 of 2
3:55.0,,,84-73,1,M. Brogdon makes free throw 2 of 2
3:55.0,,,84-72,,M. Teletovic enters the game for J. Parker
3:43.0,T. Luwawu-Cabarrot enters the game for R. Covington,,84-73,,
3:36.0,Turnover by T. McConnell (bad pass; steal by T. Snell),,84-73,,
3:29.0,,,84-73,,M. Teletovic misses 3-pt shot from 24 ft
3:28.0,,,84-73,,Offensive rebound by G. Monroe
3:25.0,,,84-73,,G. Monroe misses 2-pt shot from 2 ft
3:24.0,,,84-73,,Offensive rebound by M. Brogdon
3:15.0,,,84-75,2,G. Monroe makes 2-pt shot from 1 ft
3:06.0,,,84-75,,Personal foul by M. Teletovic (drawn by D. Saric)
3:06.0,Philadelphia full timeout,,84-75,,
3:06.0,S. Rodriguez enters the game for T. McConnell,,84-75,,
2:57.0,Turnover by R. Holmes (bad pass; steal by G. Monroe),,84-75,,
2:42.0,,,84-75,,G. Monroe misses 2-pt shot from 1 ft
2:40.0,,,84-75,,Offensive rebound by G. Antetokounmpo
2:36.0,,,84-77,2,T. Snell makes 2-pt shot from 18 ft (assist by G. Antetokounmpo)
2:23.0,,,84-77,,Personal foul by G. Monroe (drawn by G. Henderson)
2:08.0,Turnover by Team (shot clock),,84-77,,
1:52.0,,,84-77,,T. Snell misses 3-pt shot from 24 ft
1:51.0,Defensive rebound by G. Henderson,,84-77,,
1:44.0,D. Saric misses 3-pt shot from 26 ft,,84-77,,
1:43.0,Offensive rebound by D. Saric,,84-77,,
1:36.0,G. Henderson makes 3-pt shot from 28 ft (assist by S. Rodriguez),3,87-77,,
1:10.0,,,87-79,2,M. Brogdon makes 2-pt shot at rim
0:54.0,D. Saric misses 2-pt shot from 15 ft,,87-79,,
0:53.0,,,87-79,,Defensive rebound by G. Antetokounmpo
0:45.0,,,87-79,,M. Teletovic misses 2-pt shot from 6 ft
0:43.0,Defensive rebound by R. Holmes,,87-79,,
0:34.0,Turnover by R. Holmes (lost ball),,87-79,,
0:34.0,,,87-79,,J. Terry enters the game for T. Snell
0:15.0,,,87-81,2,G. Monroe makes 2-pt shot from 1 ft (assist by M. Brogdon)
0:15.0,,,87-81,,Shooting foul by S. Rodriguez (drawn by G. Monroe)
0:15.0,,,87-82,1,G. Monroe makes free throw 1 of 1
0:05.0,,,87-82,,Personal foul by G. Monroe (drawn by S. Rodriguez)
0:05.0,S. Rodriguez makes free throw 1 of 2,1,88-82,,
0:05.0,S. Rodriguez misses free throw 2 of 2,,88-82,,
0:05.0,,,88-82,,Defensive rebound by G. Monroe
0:00.0,,,88-82,,Turnover by G. Monroe (bad pass)
0:00.0,R. Covington enters the game for T. Luwawu-Cabarrot,,88-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,R. Covington makes 2-pt shot from 2 ft,2,90-82,,
11:21.0,,,90-82,,G. Monroe misses 2-pt shot from 5 ft
11:20.0,Defensive rebound by N. Noel,,90-82,,
11:04.0,,,90-82,,Personal foul by J. Terry (drawn by N. Noel)
10:56.0,Turnover by R. Covington (traveling),,90-82,,
10:33.0,,,90-82,,G. Antetokounmpo misses 3-pt shot from 27 ft
10:32.0,Defensive rebound by T. McConnell,,90-82,,
10:24.0,E. Ilyasova misses 2-pt shot from 18 ft,,90-82,,
10:23.0,Offensive rebound by N. Noel,,90-82,,
10:22.0,N. Noel misses 2-pt shot from 3 ft,,90-82,,
10:20.0,,,90-82,,Defensive rebound by G. Antetokounmpo
10:11.0,,,90-82,,M. Teletovic misses 3-pt shot from 26 ft
10:10.0,,,90-82,,Offensive rebound by G. Monroe
10:10.0,,,90-82,,Shooting foul by N. Stauskas (drawn by G. Monroe)
10:10.0,,,90-83,1,G. Monroe makes free throw 1 of 2
10:10.0,,,90-84,1,G. Monroe makes free throw 2 of 2
10:10.0,,,90-83,,J. Parker enters the game for G. Antetokounmpo
10:02.0,Shooting foul by M. Teletovic (drawn by E. Ilyasova),,90-84,,
10:02.0,E. Ilyasova misses free throw 1 of 2,,90-84,,
10:02.0,Offensive rebound by Team,,90-84,,
10:02.0,E. Ilyasova misses free throw 2 of 2,,90-84,,
10:02.0,,,90-84,,Defensive rebound by Team
9:52.0,,,90-84,,M. Teletovic misses 3-pt shot from 27 ft
9:51.0,,,90-84,,Offensive rebound by G. Monroe
9:50.0,,,90-84,,Shooting foul by N. Stauskas (drawn by M. Teletovic)
9:50.0,,,90-85,1,M. Teletovic makes free throw 1 of 2
9:50.0,,,90-85,,M. Teletovic misses free throw 2 of 2
9:50.0,G. Henderson enters the game for N. Stauskas,,90-85,,
9:50.0,,,90-85,,M. Dellavedova enters the game for J. Terry
9:48.0,Defensive rebound by E. Ilyasova,,90-85,,
9:39.0,R. Covington misses 3-pt shot from 27 ft,,90-85,,
9:38.0,,,90-85,,Defensive rebound by M. Teletovic
9:31.0,,,90-87,2,J. Parker makes 2-pt shot at rim (assist by M. Teletovic)
9:30.0,Philadelphia full timeout,,90-87,,
9:30.0,S. Rodriguez enters the game for E. Ilyasova,,90-87,,
9:30.0,D. Saric enters the game for T. McConnell,,90-87,,
9:08.0,G. Henderson makes 2-pt shot from 20 ft,2,92-87,,
8:49.0,,,92-89,2,G. Monroe makes 2-pt shot at rim (assist by M. Teletovic)
8:34.0,Turnover by R. Covington (bad pass),,92-89,,
8:34.0,Jump ball: R. Covington vs. G. Monroe (M. Brogdon gains possession),,,,Jump ball: R. Covington vs. G. Monroe (M. Brogdon gains possession)
8:21.0,,,92-89,,J. Parker misses 2-pt shot from 10 ft
8:20.0,,,92-89,,Offensive rebound by G. Monroe
8:20.0,,,92-91,2,G. Monroe makes 2-pt shot at rim
8:09.0,,,92-91,,Shooting block foul by M. Dellavedova (drawn by N. Noel)
8:09.0,N. Noel makes free throw 1 of 2,1,93-91,,
8:09.0,N. Noel makes free throw 2 of 2,1,94-91,,
