time,Memphis,pts.away,score,pts.home,San Antonio
8:14.0,,,7-13,,Personal foul by D. Dedmon (drawn by M. Gasol)
8:06.0,M. Conley misses 2-pt shot from 14 ft,,7-13,,
8:05.0,,,7-13,,Defensive rebound by K. Leonard
7:54.0,,,7-13,,T. Parker misses 2-pt shot from 22 ft
7:53.0,Defensive rebound by M. Gasol,,7-13,,
7:42.0,Shooting foul by D. Green (drawn by M. Conley),,7-13,,
7:42.0,M. Conley makes free throw 1 of 3,1,8-13,,
7:42.0,M. Conley makes free throw 2 of 3,1,9-13,,
7:42.0,M. Conley makes free throw 3 of 3,1,10-13,,
7:34.0,,,10-13,,Turnover by K. Leonard (step out of bounds)
7:16.0,W. Selden misses 3-pt shot from 25 ft,,10-13,,
7:16.0,,,10-13,,Defensive rebound by D. Dedmon
7:06.0,,,10-15,2,K. Leonard makes 2-pt shot from 13 ft
6:49.0,J. Green misses 2-pt shot from 21 ft,,10-15,,
6:48.0,,,10-15,,Defensive rebound by D. Dedmon
6:29.0,,,10-15,,Shooting foul by W. Selden (drawn by K. Leonard)
6:29.0,,,10-16,1,K. Leonard makes free throw 1 of 2
6:29.0,,,10-17,1,K. Leonard makes free throw 2 of 2
6:29.0,,,10-16,,P. Gasol enters the game for D. Dedmon
6:22.0,Memphis full timeout,,10-17,,
6:22.0,J. Ennis enters the game for J. Green,,10-17,,
6:22.0,A. Harrison enters the game for V. Carter,,10-17,,
6:22.0,Z. Randolph enters the game for W. Selden,,10-17,,
6:22.0,,,10-17,,P. Mills enters the game for T. Parker
6:11.0,A. Harrison makes 2-pt shot from 15 ft (assist by M. Gasol),2,12-17,,
5:47.0,,,12-17,,P. Gasol misses 2-pt shot from 9 ft
5:45.0,Defensive rebound by Z. Randolph,,12-17,,
5:33.0,M. Gasol misses 2-pt shot from 12 ft,,12-17,,
5:30.0,,,12-17,,Defensive rebound by D. Green
5:26.0,,,12-20,3,D. Green makes 3-pt shot from 24 ft (assist by P. Mills)
5:03.0,Z. Randolph makes 2-pt shot from 20 ft (assist by M. Conley),2,14-20,,
5:02.0,,,14-20,,San Antonio full timeout
5:02.0,,,14-20,,M. Ginobili enters the game for D. Green
5:02.0,V. Carter enters the game for M. Conley,,14-20,,
4:57.0,Personal foul by J. Ennis (drawn by K. Leonard),,14-20,,
4:57.0,,,14-21,1,K. Leonard makes free throw 1 of 2
4:57.0,,,14-22,1,K. Leonard makes free throw 2 of 2
4:40.0,M. Gasol misses 2-pt shot from 10 ft,,14-22,,
4:39.0,,,14-22,,Defensive rebound by L. Aldridge
4:29.0,,,14-22,,P. Mills misses 2-pt shot from 18 ft
4:28.0,Defensive rebound by Z. Randolph,,14-22,,
4:18.0,Z. Randolph misses 3-pt shot from 25 ft,,14-22,,
4:17.0,,,14-22,,Defensive rebound by M. Ginobili
4:11.0,Violation by V. Carter (kicked ball),,14-22,,
4:11.0,,,14-22,,D. Lee enters the game for L. Aldridge
3:59.0,,,14-24,2,K. Leonard makes 2-pt shot from 14 ft
3:37.0,M. Gasol misses 2-pt shot from 7 ft,,14-24,,
3:37.0,Offensive rebound by Team,,14-24,,
3:37.0,,,14-24,,Loose ball foul by P. Gasol (drawn by Z. Randolph)
3:22.0,J. Ennis misses 3-pt shot from 25 ft,,14-24,,
3:22.0,,,14-24,,Defensive rebound by P. Gasol
3:12.0,,,14-24,,Shooting foul by A. Harrison
3:12.0,,,14-25,1,P. Mills makes free throw 1 of 3
3:12.0,,,14-26,1,P. Mills makes free throw 2 of 3
3:12.0,,,14-27,1,P. Mills makes free throw 3 of 3
3:12.0,B. Wright enters the game for M. Gasol,,14-26,,
3:12.0,M. Conley enters the game for V. Carter,,14-26,,
2:54.0,B. Wright misses 2-pt shot from 12 ft,,14-27,,
2:53.0,,,14-27,,Defensive rebound by P. Gasol
2:46.0,,,14-27,,P. Mills misses 3-pt shot from 26 ft
2:45.0,Defensive rebound by Z. Randolph,,14-27,,
2:30.0,Turnover by B. Wright (lost ball),,14-27,,
2:07.0,,,14-27,,K. Leonard misses 3-pt shot from 25 ft
2:06.0,Defensive rebound by A. Harrison,,14-27,,
1:57.0,J. Ennis misses 3-pt shot from 24 ft,,14-27,,
1:57.0,,,14-27,,Defensive rebound by D. Lee
1:42.0,,,14-27,,P. Mills misses 3-pt shot from 25 ft
1:41.0,,,14-27,,Offensive rebound by Team
1:34.0,,,14-27,,Turnover by P. Mills (bad pass)
1:20.0,A. Harrison misses 3-pt shot from 26 ft,,14-27,,
1:18.0,Offensive rebound by B. Wright,,14-27,,
1:09.0,J. Ennis makes 2-pt shot from 2 ft (assist by A. Harrison),2,16-27,,
0:58.0,,,16-27,,P. Mills misses 2-pt shot from 19 ft
0:58.0,Defensive rebound by Z. Randolph,,16-27,,
0:51.0,Turnover by M. Conley (lost ball; steal by M. Ginobili),,16-27,,
0:44.0,,,16-27,,P. Mills misses 3-pt shot from 26 ft
0:42.0,Defensive rebound by J. Ennis,,16-27,,
0:33.0,M. Conley misses 2-pt shot from 1 ft (block by D. Lee),,16-27,,
0:32.0,Offensive rebound by Team,,16-27,,
0:25.0,Z. Randolph misses 2-pt shot from 8 ft,,16-27,,
0:24.0,Offensive rebound by J. Ennis,,16-27,,
0:22.0,J. Ennis misses 2-pt shot at rim,,16-27,,
0:20.0,,,16-27,,Defensive rebound by D. Lee
0:02.0,,,16-29,2,P. Gasol makes 2-pt shot from 2 ft (assist by K. Leonard)
0:00.0,M. Conley misses 3-pt shot from 54 ft,,16-29,,
0:00.0,Offensive rebound by Team,,16-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,Z. Randolph misses 2-pt shot from 7 ft,,16-29,,
11:38.0,,,16-29,,Defensive rebound by D. Lee
11:22.0,,,16-31,2,L. Aldridge makes 2-pt shot from 15 ft
11:07.0,,,16-31,,Personal foul by T. Parker (drawn by M. Conley)
11:07.0,V. Carter enters the game for A. Harrison,,16-31,,
10:57.0,B. Wright makes 2-pt shot from 11 ft (assist by M. Conley),2,18-31,,
10:39.0,,,18-34,3,T. Parker makes 3-pt shot from 24 ft (assist by M. Ginobili)
10:21.0,B. Wright makes 2-pt shot from 12 ft (assist by M. Conley),2,20-34,,
10:03.0,,,20-34,,L. Aldridge misses 3-pt shot from 25 ft
10:02.0,,,20-34,,Offensive rebound by M. Ginobili
9:46.0,,,20-37,3,T. Parker makes 3-pt shot from 24 ft (assist by L. Aldridge)
9:37.0,Memphis full timeout,,20-37,,
9:37.0,M. Gasol enters the game for Z. Randolph,,20-37,,
9:37.0,,,20-37,,D. Green enters the game for M. Ginobili
9:23.0,B. Wright misses 2-pt shot from 8 ft,,20-37,,
9:22.0,Offensive rebound by Team,,20-37,,
9:10.0,Shooting foul by L. Aldridge (drawn by M. Conley),,20-37,,
9:10.0,M. Conley misses free throw 1 of 2,,20-37,,
9:10.0,Offensive rebound by Team,,20-37,,
9:10.0,M. Conley makes free throw 2 of 2,1,21-37,,
9:10.0,W. Selden enters the game for J. Ennis,,20-37,,
8:48.0,,,21-37,,T. Parker misses 2-pt shot from 20 ft
8:47.0,,,21-37,,Offensive rebound by D. Lee
8:43.0,,,21-40,3,D. Green makes 3-pt shot from 27 ft (assist by D. Lee)
8:25.0,M. Gasol misses 2-pt shot at rim (block by L. Aldridge),,21-40,,
8:25.0,,,21-40,,Defensive rebound by L. Aldridge
8:16.0,Shooting block foul by V. Carter (drawn by D. Lee),,21-40,,
8:16.0,,,21-41,1,D. Lee makes free throw 1 of 2
8:16.0,,,21-42,1,D. Lee makes free throw 2 of 2
8:01.0,M. Gasol misses 2-pt shot from 20 ft,,21-42,,
8:00.0,,,21-42,,Defensive rebound by T. Parker
7:57.0,Technical foul by V. Carter,,21-42,,
7:57.0,,,21-42,,L. Aldridge misses technical free throw
7:57.0,,,21-42,,Offensive rebound by Team
7:52.0,,,21-42,,Turnover by T. Parker (bad pass; steal by M. Gasol)
7:48.0,,,21-42,,Violation by D. Green (def goaltending)
7:48.0,M. Conley makes 2-pt shot from 1 ft,2,23-42,,
7:48.0,,,23-42,,San Antonio full timeout
7:48.0,,,23-42,,P. Gasol enters the game for D. Lee
7:48.0,T. Daniels enters the game for V. Carter,,23-42,,
7:48.0,Z. Randolph enters the game for B. Wright,,23-42,,
7:48.0,A. Harrison enters the game for M. Conley,,23-42,,
7:31.0,,,23-44,2,L. Aldridge makes 2-pt shot from 17 ft
7:15.0,Turnover by A. Harrison (lost ball; steal by T. Parker),,23-44,,
7:10.0,,,23-46,2,K. Anderson makes 2-pt shot at rim (assist by T. Parker)
6:46.0,T. Daniels misses 3-pt shot from 25 ft,,23-46,,
6:45.0,,,23-46,,Defensive rebound by Team
6:45.0,Loose ball foul by Z. Randolph (drawn by P. Gasol),,23-46,,
6:28.0,,,23-46,,Shooting foul by M. Gasol (drawn by L. Aldridge)
6:28.0,,,23-47,1,L. Aldridge makes free throw 1 of 2
6:28.0,,,23-48,1,L. Aldridge makes free throw 2 of 2
6:28.0,,,23-47,,K. Leonard enters the game for K. Anderson
6:12.0,Z. Randolph makes 2-pt shot from 18 ft (assist by W. Selden),2,25-48,,
5:57.0,,,25-48,,T. Parker misses 2-pt shot from 3 ft
5:57.0,Defensive rebound by Z. Randolph,,25-48,,
5:48.0,A. Harrison misses 2-pt shot from 1 ft,,25-48,,
5:48.0,,,25-48,,Defensive rebound by P. Gasol
5:36.0,,,25-48,,K. Leonard misses 2-pt shot from 7 ft
5:34.0,Defensive rebound by M. Gasol,,25-48,,
5:26.0,,,25-48,,P. Mills enters the game for T. Parker
5:19.0,,,25-48,,Def 3 sec tech foul by K. Leonard
5:19.0,M. Gasol makes technical free throw,1,26-48,,
5:07.0,M. Gasol makes 2-pt shot from 2 ft,2,28-48,,
4:44.0,,,28-48,,Shooting foul by W. Selden (drawn by K. Leonard)
4:44.0,,,28-49,1,K. Leonard makes free throw 1 of 2
4:44.0,,,28-50,1,K. Leonard makes free throw 2 of 2
4:39.0,,,28-50,,Personal block foul by P. Mills
4:31.0,M. Gasol misses 2-pt shot from 2 ft,,28-50,,
4:31.0,,,28-50,,Defensive rebound by L. Aldridge
4:08.0,,,28-52,2,K. Leonard makes 2-pt shot from 16 ft (assist by P. Gasol)
4:00.0,Memphis full timeout,,28-52,,
4:00.0,V. Carter enters the game for W. Selden,,28-52,,
4:00.0,M. Conley enters the game for T. Daniels,,28-52,,
4:00.0,,,28-52,,M. Ginobili enters the game for D. Green
3:45.0,A. Harrison misses 3-pt shot from 24 ft,,28-52,,
3:44.0,Offensive rebound by M. Gasol,,28-52,,
3:40.0,M. Conley misses 3-pt shot from 24 ft,,28-52,,
3:40.0,Offensive rebound by Team,,28-52,,
3:40.0,Turnover by Team (shot clock),,28-52,,
3:19.0,,,28-52,,L. Aldridge misses 2-pt shot from 1 ft
3:18.0,Defensive rebound by M. Gasol,,28-52,,
3:08.0,Z. Randolph makes 2-pt shot from 16 ft (assist by M. Gasol),2,30-52,,
2:48.0,,,30-52,,Shooting foul by V. Carter (drawn by K. Leonard)
2:48.0,,,30-53,1,K. Leonard makes free throw 1 of 2
2:48.0,,,30-54,1,K. Leonard makes free throw 2 of 2
2:48.0,T. Daniels enters the game for A. Harrison,,30-53,,
2:32.0,Z. Randolph misses 2-pt shot from 19 ft,,30-54,,
2:31.0,,,30-54,,Defensive rebound by K. Leonard
2:24.0,,,30-54,,Shooting foul by V. Carter (drawn by K. Leonard)
2:24.0,,,30-55,1,K. Leonard makes free throw 1 of 2
2:24.0,,,30-56,1,K. Leonard makes free throw 2 of 2
2:24.0,J. Ennis enters the game for V. Carter,,30-55,,
2:07.0,Turnover by Z. Randolph (lost ball; steal by M. Ginobili),,30-56,,
2:02.0,,,30-56,,M. Ginobili misses 3-pt shot from 23 ft
2:00.0,Defensive rebound by J. Ennis,,30-56,,
1:55.0,M. Conley makes 3-pt shot from 25 ft (assist by J. Ennis),3,33-56,,
1:27.0,,,33-56,,P. Mills misses 3-pt shot from 24 ft
1:26.0,Defensive rebound by J. Ennis,,33-56,,
1:21.0,T. Daniels misses 3-pt shot from 26 ft,,33-56,,
1:17.0,Offensive rebound by Z. Randolph,,33-56,,
1:17.0,Z. Randolph makes 2-pt shot from 3 ft,2,35-56,,
1:03.0,,,35-56,,M. Ginobili misses 2-pt shot from 2 ft
1:01.0,Defensive rebound by Z. Randolph,,35-56,,
0:58.0,Turnover by T. Daniels (lost ball),,35-56,,
0:43.0,,,35-56,,Turnover by M. Ginobili (bad pass)
0:31.0,Memphis full timeout,,35-56,,
0:25.0,Z. Randolph makes 2-pt shot from 12 ft,2,37-56,,
0:02.0,,,37-56,,K. Leonard misses 2-pt shot from 2 ft
0:02.0,Defensive rebound by Z. Randolph,,37-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,Z. Randolph makes 2-pt shot from 18 ft,2,39-56,,
11:11.0,,,39-56,,L. Aldridge misses 2-pt shot from 16 ft
11:10.0,Defensive rebound by J. Ennis,,39-56,,
10:58.0,Z. Randolph misses 2-pt shot from 2 ft,,39-56,,
10:55.0,Offensive rebound by Z. Randolph,,39-56,,
10:55.0,Z. Randolph misses 2-pt shot from 1 ft,,39-56,,
10:54.0,,,39-56,,Defensive rebound by D. Dedmon
10:36.0,,,39-58,2,T. Parker makes 2-pt shot from 8 ft
10:11.0,Shooting foul by K. Leonard (drawn by J. Ennis),,39-58,,
10:11.0,J. Ennis makes free throw 1 of 2,1,40-58,,
10:11.0,J. Ennis makes free throw 2 of 2,1,41-58,,
9:56.0,Personal block foul by J. Ennis (drawn by D. Green),,41-58,,
9:49.0,,,41-58,,T. Parker misses 2-pt shot from 3 ft (block by M. Conley)
9:49.0,Defensive rebound by M. Conley,,41-58,,
9:33.0,Turnover by M. Gasol (bad pass),,41-58,,
9:16.0,,,41-58,,Offensive foul by L. Aldridge
9:16.0,,,41-58,,Turnover by L. Aldridge (offensive foul)
9:08.0,Shooting foul by D. Dedmon (drawn by M. Gasol),,41-58,,
9:08.0,M. Gasol makes free throw 1 of 2,1,42-58,,
9:08.0,M. Gasol makes free throw 2 of 2,1,43-58,,
8:51.0,,,43-61,3,D. Green makes 3-pt shot from 25 ft (assist by D. Dedmon)
8:37.0,M. Gasol misses 3-pt shot from 26 ft,,43-61,,
8:37.0,,,43-61,,Defensive rebound by K. Leonard
8:17.0,,,43-61,,K. Leonard misses 2-pt shot from 1 ft
8:16.0,Defensive rebound by Z. Randolph,,43-61,,
8:05.0,V. Carter misses 3-pt shot from 26 ft,,43-61,,
8:05.0,Offensive rebound by J. Ennis,,43-61,,
8:04.0,Shooting foul by K. Leonard (drawn by J. Ennis),,43-61,,
8:04.0,J. Ennis misses free throw 1 of 2,,43-61,,
8:04.0,Offensive rebound by Team,,43-61,,
8:04.0,J. Ennis makes free throw 2 of 2,1,44-61,,
7:47.0,,,44-61,,T. Parker misses 2-pt shot from 21 ft
7:46.0,Defensive rebound by J. Ennis,,44-61,,
7:26.0,Z. Randolph makes 2-pt shot from 20 ft (assist by M. Conley),2,46-61,,
7:13.0,,,46-61,,Turnover by D. Dedmon (bad pass; steal by J. Ennis)
7:11.0,Shooting foul by D. Dedmon (drawn by J. Ennis),,46-61,,
7:11.0,J. Ennis makes free throw 1 of 2,1,47-61,,
7:11.0,J. Ennis makes free throw 2 of 2,1,48-61,,
7:11.0,,,47-61,,P. Mills enters the game for T. Parker
7:11.0,,,47-61,,P. Gasol enters the game for D. Dedmon
7:11.0,,,47-61,,M. Ginobili enters the game for D. Green
7:03.0,Personal foul by J. Ennis (drawn by K. Leonard),,48-61,,
6:53.0,,,48-61,,M. Ginobili misses 3-pt shot from 26 ft
6:53.0,Defensive rebound by M. Gasol,,48-61,,
6:37.0,Turnover by Z. Randolph (lost ball),,48-61,,
6:12.0,,,48-61,,Turnover by L. Aldridge (bad pass; steal by M. Conley)
6:08.0,M. Conley makes 2-pt shot at rim,2,50-61,,
6:08.0,,,50-61,,San Antonio full timeout
6:08.0,J. Green enters the game for J. Ennis,,50-61,,
5:49.0,,,50-61,,Turnover by P. Gasol (lost ball; steal by M. Gasol)
5:30.0,Z. Randolph misses 2-pt shot from 15 ft,,50-61,,
5:27.0,,,50-61,,Defensive rebound by M. Ginobili
5:20.0,,,50-64,3,P. Gasol makes 3-pt shot from 24 ft (assist by M. Ginobili)
5:00.0,A. Harrison enters the game for M. Conley,,50-64,,
5:00.0,J. Ennis enters the game for M. Gasol,,50-64,,
4:55.0,V. Carter makes 3-pt shot from 26 ft (assist by Z. Randolph),3,53-64,,
4:34.0,,,53-66,2,K. Leonard makes 2-pt shot from 15 ft (assist by P. Mills)
4:08.0,Z. Randolph makes 2-pt shot from 1 ft,2,55-66,,
3:55.0,,,55-68,2,P. Gasol makes 2-pt shot at rim (assist by M. Ginobili)
3:33.0,Z. Randolph misses 2-pt shot from 7 ft (block by L. Aldridge),,55-68,,
3:32.0,,,55-68,,Defensive rebound by P. Mills
3:24.0,,,55-68,,Shooting foul by A. Harrison (drawn by K. Leonard)
3:24.0,,,55-69,1,K. Leonard makes free throw 1 of 2
3:24.0,,,55-70,1,K. Leonard makes free throw 2 of 2
3:24.0,,,55-69,,D. Lee enters the game for L. Aldridge
3:24.0,,,55-69,,D. Green enters the game for M. Ginobili
3:07.0,J. Green makes 3-pt shot from 24 ft (assist by A. Harrison),3,58-70,,
2:42.0,Personal foul by J. Green (drawn by P. Gasol),,58-70,,
2:42.0,Memphis full timeout,,58-70,,
2:42.0,Technical foul by J. Green (drawn by P. Gasol),,58-70,,
2:42.0,,,58-71,1,K. Leonard makes technical free throw
2:30.0,,,58-71,,P. Mills misses 2-pt shot from 18 ft
2:28.0,Defensive rebound by J. Ennis,,58-71,,
2:06.0,J. Green misses 2-pt shot from 2 ft (block by P. Gasol),,58-71,,
2:05.0,,,58-71,,Defensive rebound by K. Leonard
1:56.0,,,58-71,,Turnover by K. Leonard (lost ball; steal by Z. Randolph)
1:44.0,V. Carter makes 2-pt shot from 14 ft,2,60-71,,
1:29.0,Personal foul by J. Ennis (drawn by K. Leonard),,60-71,,
1:29.0,,,60-72,1,K. Leonard makes free throw 1 of 2
1:29.0,,,60-73,1,K. Leonard makes free throw 2 of 2
1:29.0,M. Gasol enters the game for Z. Randolph,,60-72,,
1:29.0,W. Selden enters the game for J. Ennis,,60-72,,
1:29.0,M. Conley enters the game for V. Carter,,60-72,,
1:29.0,,,60-72,,L. Aldridge enters the game for P. Gasol
1:29.0,,,60-72,,T. Parker enters the game for P. Mills
1:14.0,M. Conley misses 2-pt shot from 21 ft,,60-73,,
1:13.0,,,60-73,,Defensive rebound by K. Leonard
0:57.0,,,60-75,2,K. Leonard makes 2-pt shot from 14 ft
0:46.0,M. Gasol makes 2-pt shot at rim (assist by M. Conley),2,62-75,,
0:26.0,,,62-75,,K. Leonard misses 3-pt shot from 25 ft
0:25.0,Defensive rebound by J. Green,,62-75,,
0:02.0,M. Conley makes 3-pt shot from 25 ft,3,65-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Personal foul by M. Conley (drawn by D. Lee),,65-75,,
11:33.0,,,65-75,,Turnover by T. Parker (traveling)
11:12.0,A. Harrison misses 3-pt shot from 26 ft,,65-75,,
11:12.0,,,65-75,,Defensive rebound by K. Anderson
10:53.0,,,65-75,,D. Green misses 3-pt shot from 25 ft
10:52.0,Defensive rebound by W. Selden,,65-75,,
10:43.0,M. Conley makes 3-pt shot from 26 ft (assist by M. Gasol),3,68-75,,
10:23.0,V. Carter enters the game for A. Harrison,,68-75,,
10:23.0,,,68-75,,M. Ginobili enters the game for D. Green
10:19.0,,,68-75,,M. Ginobili misses 3-pt shot from 29 ft
10:18.0,Defensive rebound by J. Green,,68-75,,
10:08.0,M. Gasol makes 2-pt shot from 5 ft (assist by M. Conley),2,70-75,,
10:08.0,Shooting foul by L. Aldridge (drawn by M. Gasol),,70-75,,
10:08.0,M. Gasol makes free throw 1 of 1,1,71-75,,
9:54.0,,,71-75,,Turnover by K. Anderson (traveling)
9:54.0,,,71-75,,P. Gasol enters the game for D. Lee
9:54.0,,,71-75,,K. Leonard enters the game for K. Anderson
9:32.0,J. Green misses 3-pt shot from 26 ft,,71-75,,
9:30.0,Offensive rebound by W. Selden,,71-75,,
9:20.0,Turnover by M. Gasol (lost ball; steal by M. Ginobili),,71-75,,
9:04.0,,,71-75,,T. Parker misses 3-pt shot from 23 ft
9:03.0,Defensive rebound by J. Green,,71-75,,
8:39.0,M. Conley misses 2-pt shot from 10 ft,,71-75,,
8:38.0,,,71-75,,Defensive rebound by K. Leonard
8:28.0,,,71-77,2,K. Leonard makes 2-pt shot from 14 ft
8:28.0,Memphis full timeout,,71-77,,
8:28.0,Z. Randolph enters the game for J. Green,,71-77,,
8:28.0,A. Harrison enters the game for W. Selden,,71-77,,
8:28.0,J. Ennis enters the game for M. Conley,,71-77,,
8:06.0,Z. Randolph misses 2-pt shot from 17 ft,,71-77,,
8:04.0,Offensive rebound by Team,,71-77,,
8:04.0,Turnover by Team (shot clock),,71-77,,
7:46.0,,,71-80,3,T. Parker makes 3-pt shot from 23 ft (assist by P. Gasol)
7:28.0,V. Carter makes 2-pt shot from 20 ft (assist by A. Harrison),2,73-80,,
7:10.0,,,73-80,,T. Parker misses 3-pt shot from 24 ft
7:09.0,,,73-80,,Offensive rebound by M. Ginobili
7:09.0,Loose ball foul by J. Ennis (drawn by M. Ginobili),,73-80,,
7:09.0,M. Conley enters the game for J. Ennis,,73-80,,
7:03.0,,,73-80,,Turnover by M. Ginobili (bad pass; steal by Z. Randolph)
6:43.0,Z. Randolph makes 2-pt shot from 6 ft (assist by A. Harrison),2,75-80,,
6:42.0,,,75-80,,San Antonio full timeout
6:42.0,,,75-80,,P. Mills enters the game for T. Parker
6:42.0,,,75-80,,D. Green enters the game for M. Ginobili
6:28.0,,,75-83,3,D. Green makes 3-pt shot from 27 ft (assist by K. Leonard)
6:04.0,M. Conley misses 2-pt shot from 1 ft (block by D. Green),,75-83,,
6:03.0,,,75-83,,Defensive rebound by K. Leonard
6:00.0,,,75-85,2,K. Leonard makes 2-pt shot from 1 ft
5:35.0,M. Gasol misses 2-pt shot from 10 ft,,75-85,,
5:33.0,Offensive rebound by A. Harrison,,75-85,,
5:30.0,,,75-85,,Personal block foul by L. Aldridge (drawn by M. Gasol)
5:19.0,M. Conley misses 3-pt shot from 26 ft,,75-85,,
5:18.0,,,75-85,,Defensive rebound by D. Green
4:56.0,,,75-88,3,P. Gasol makes 3-pt shot from 25 ft (assist by P. Mills)
4:56.0,Memphis full timeout,,75-88,,
4:35.0,V. Carter misses 3-pt shot from 23 ft,,75-88,,
4:34.0,,,75-88,,Defensive rebound by Team
4:34.0,Loose ball foul by Z. Randolph (drawn by L. Aldridge),,75-88,,
4:11.0,,,75-88,,P. Mills misses 3-pt shot from 24 ft
4:10.0,,,75-88,,Offensive rebound by Team
4:10.0,,,75-88,,Turnover by Team (shot clock)
4:10.0,J. Ennis enters the game for A. Harrison,,75-88,,
3:50.0,V. Carter misses 3-pt shot from 27 ft,,75-88,,
3:48.0,,,75-88,,Defensive rebound by K. Leonard
3:39.0,,,75-88,,Turnover by K. Leonard (bad pass; steal by Z. Randolph)
3:28.0,M. Conley misses 2-pt shot from 1 ft,,75-88,,
3:27.0,,,75-88,,Defensive rebound by P. Gasol
3:20.0,,,75-88,,Shooting foul by M. Gasol (drawn by K. Leonard)
3:20.0,,,75-89,1,K. Leonard makes free throw 1 of 2
3:20.0,,,75-90,1,K. Leonard makes free throw 2 of 2
3:10.0,M. Conley makes 2-pt shot at rim,2,77-90,,
2:49.0,,,77-90,,P. Gasol misses 2-pt shot from 9 ft
2:48.0,,,77-90,,Offensive rebound by L. Aldridge
2:34.0,,,77-90,,Shooting foul by M. Gasol (drawn by K. Leonard)
2:34.0,,,77-91,1,K. Leonard makes free throw 1 of 2
2:34.0,,,77-92,1,K. Leonard makes free throw 2 of 2
2:24.0,M. Gasol makes 2-pt shot from 2 ft (assist by M. Conley),2,79-92,,
2:02.0,,,79-94,2,P. Mills makes 2-pt shot from 20 ft
1:49.0,M. Gasol misses 3-pt shot from 26 ft,,79-94,,
1:48.0,,,79-94,,Defensive rebound by P. Gasol
1:28.0,,,79-94,,L. Aldridge misses 2-pt shot from 16 ft
1:27.0,,,79-94,,Offensive rebound by K. Leonard
1:14.0,,,79-94,,Turnover by K. Leonard (bad pass; steal by J. Ennis)
1:08.0,V. Carter makes 3-pt shot from 26 ft (assist by J. Ennis),3,82-94,,
1:06.0,,,82-94,,San Antonio full timeout
0:50.0,,,82-96,2,K. Leonard makes 2-pt shot at rim
0:36.0,M. Gasol misses 2-pt shot from 11 ft,,82-96,,
0:36.0,Offensive rebound by M. Gasol,,82-96,,
0:32.0,M. Conley misses 3-pt shot from 25 ft,,82-96,,
0:31.0,,,82-96,,Defensive rebound by K. Leonard
0:08.0,,,82-96,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
