time,Utah,pts.away,score,pts.home,Cleveland
11:47.0,A. Burks makes 2-pt shot from 1 ft,2,22-29,,
11:35.0,Personal foul by B. Diaw (drawn by D. Williams),,22-29,,
11:35.0,G. Hill enters the game for D. Exum,,22-29,,
11:24.0,,,22-29,,D. Williams misses 2-pt shot from 1 ft
11:24.0,Defensive rebound by G. Hill,,22-29,,
11:10.0,J. Withey misses 2-pt shot from 2 ft (block by L. James),,22-29,,
11:08.0,,,22-29,,Defensive rebound by R. Jefferson
11:02.0,,,22-31,2,L. James makes 2-pt shot from 1 ft
10:51.0,J. Ingles misses 3-pt shot from 24 ft,,22-31,,
10:51.0,,,22-31,,Defensive rebound by L. James
10:48.0,,,22-31,,Turnover by L. James (step out of bounds)
10:48.0,T. Lyles enters the game for J. Withey,,22-31,,
10:48.0,,,22-31,,Violation by Team (jump ball)
10:34.0,G. Hill misses 2-pt shot from 23 ft,,22-31,,
10:33.0,,,22-31,,Defensive rebound by C. Frye
10:19.0,,,22-31,,L. James misses 3-pt shot from 26 ft
10:19.0,Defensive rebound by A. Burks,,22-31,,
10:19.0,,,22-31,,Personal foul by C. Frye (drawn by A. Burks)
10:02.0,G. Hill misses 3-pt shot from 26 ft,,22-31,,
10:01.0,,,22-31,,Defensive rebound by L. James
9:52.0,,,22-33,2,L. James makes 2-pt shot from 1 ft
9:41.0,Turnover by T. Lyles (bad pass),,22-33,,
9:31.0,,,22-36,3,C. Frye makes 3-pt shot from 24 ft (assist by L. James)
9:08.0,T. Lyles misses 2-pt shot from 1 ft,,22-36,,
9:06.0,,,22-36,,Defensive rebound by C. Frye
8:59.0,,,22-36,,R. Jefferson misses 3-pt shot from 24 ft
8:59.0,,,22-36,,Offensive rebound by C. Frye
8:59.0,,,22-36,,C. Frye misses 2-pt shot at rim
8:56.0,Defensive rebound by T. Lyles,,22-36,,
8:46.0,B. Diaw makes 2-pt shot from 14 ft (assist by J. Ingles),2,24-36,,
8:33.0,,,24-38,2,L. James makes 2-pt shot from 2 ft
8:33.0,Utah full timeout,,24-38,,
8:33.0,J. Johnson enters the game for J. Ingles,,24-38,,
8:33.0,R. Gobert enters the game for B. Diaw,,24-38,,
8:19.0,J. Johnson makes 2-pt shot from 4 ft,2,26-38,,
8:08.0,,,26-38,,Shooting foul by J. Johnson (drawn by L. James)
8:08.0,,,26-38,,L. James misses free throw 1 of 2
8:08.0,,,26-38,,Offensive rebound by Team
8:08.0,,,26-38,,L. James misses free throw 2 of 2
8:07.0,Defensive rebound by R. Gobert,,26-38,,
7:42.0,R. Gobert makes 2-pt shot at rim (assist by A. Burks),2,28-38,,
7:21.0,,,28-38,,C. Frye misses 3-pt shot from 24 ft
7:21.0,Defensive rebound by A. Burks,,28-38,,
7:13.0,A. Burks makes 2-pt shot from 2 ft,2,30-38,,
7:02.0,Personal foul by J. Johnson (drawn by C. Frye),,30-38,,
6:49.0,,,30-38,,Turnover by L. James (bad pass; steal by R. Gobert)
6:37.0,J. Johnson misses 2-pt shot from 16 ft,,30-38,,
6:35.0,,,30-38,,Defensive rebound by L. James
6:29.0,,,30-38,,R. Jefferson misses 2-pt shot from 7 ft
6:28.0,Defensive rebound by G. Hill,,30-38,,
6:24.0,Turnover by A. Burks (lost ball; steal by D. Williams),,30-38,,
6:19.0,,,30-40,2,L. James makes 2-pt shot from 1 ft (assist by D. Williams)
6:19.0,Utah full timeout,,30-40,,
6:19.0,G. Hayward enters the game for G. Hill,,30-40,,
6:19.0,D. Exum enters the game for T. Lyles,,30-40,,
6:19.0,,,30-40,,K. Love enters the game for R. Jefferson
6:19.0,,,30-40,,K. Irving enters the game for C. Frye
6:09.0,R. Gobert makes 2-pt shot at rim (assist by J. Johnson),2,32-40,,
5:45.0,,,32-40,,K. Love misses 3-pt shot from 26 ft
5:45.0,Defensive rebound by Team,,32-40,,
5:45.0,Official timeout,,32-40,,
5:45.0,J. Ingles enters the game for A. Burks,,32-40,,
5:20.0,J. Ingles misses 2-pt shot from 17 ft,,32-40,,
5:20.0,,,32-40,,Defensive rebound by K. Love
5:02.0,,,32-40,,K. Irving misses 2-pt shot from 17 ft
5:00.0,Defensive rebound by J. Ingles,,32-40,,
4:53.0,Turnover by G. Hayward (traveling),,32-40,,
4:53.0,,,32-40,,I. Shumpert enters the game for L. James
4:53.0,,,32-40,,T. Thompson enters the game for J. Smith
4:40.0,,,32-40,,I. Shumpert misses 3-pt shot from 26 ft
4:40.0,,,32-40,,Offensive rebound by K. Love
4:27.0,Personal foul by J. Ingles (drawn by K. Love),,32-40,,
4:11.0,,,32-40,,K. Love misses 2-pt shot from 11 ft
4:10.0,Defensive rebound by R. Gobert,,32-40,,
4:03.0,G. Hayward misses 2-pt shot from 17 ft,,32-40,,
4:00.0,,,32-40,,Defensive rebound by T. Thompson
3:41.0,,,32-40,,K. Irving misses 2-pt shot from 1 ft
3:40.0,,,32-40,,Offensive rebound by T. Thompson
3:40.0,,,32-42,2,T. Thompson makes 2-pt shot at rim
3:30.0,,,32-42,,Personal foul by I. Shumpert (drawn by G. Hayward)
3:30.0,G. Hill enters the game for D. Exum,,32-42,,
3:30.0,,,32-42,,R. Jefferson enters the game for D. Williams
3:14.0,J. Johnson misses 3-pt shot from 25 ft,,32-42,,
3:13.0,Offensive rebound by R. Gobert,,32-42,,
3:13.0,R. Gobert misses 2-pt shot from 2 ft,,32-42,,
3:10.0,,,32-42,,Defensive rebound by K. Love
3:06.0,,,32-42,,K. Love misses 3-pt shot from 25 ft
3:04.0,Defensive rebound by G. Hayward,,32-42,,
2:59.0,J. Johnson makes 2-pt shot from 2 ft (assist by G. Hayward),2,34-42,,
2:41.0,,,34-42,,K. Irving misses 2-pt shot from 12 ft
2:40.0,,,34-42,,Offensive rebound by K. Irving
2:39.0,,,34-42,,K. Irving misses 2-pt shot at rim
2:38.0,,,34-42,,Offensive rebound by T. Thompson
2:32.0,,,34-42,,T. Thompson misses 2-pt shot at rim (block by R. Gobert)
2:30.0,Defensive rebound by J. Johnson,,34-42,,
2:13.0,G. Hill makes 2-pt shot from 6 ft,2,36-42,,
2:13.0,,,36-42,,Cleveland full timeout
1:57.0,,,36-42,,I. Shumpert misses 3-pt shot from 23 ft
1:57.0,Defensive rebound by Team,,36-42,,
1:39.0,J. Johnson makes 2-pt shot from 6 ft,2,38-42,,
1:20.0,,,38-44,2,K. Irving makes 2-pt shot from 12 ft
0:57.0,J. Johnson makes 2-pt shot from 8 ft,2,40-44,,
0:40.0,,,40-44,,K. Irving misses 2-pt shot from 15 ft
0:39.0,Defensive rebound by G. Hayward,,40-44,,
0:31.0,G. Hayward misses 2-pt shot from 15 ft,,40-44,,
0:31.0,,,40-44,,Defensive rebound by K. Irving
0:18.0,,,40-44,,Cleveland full timeout
0:07.0,,,40-44,,Turnover by Team (shot clock)
0:07.0,,,40-44,,J. Smith enters the game for K. Love
0:07.0,,,40-44,,D. Liggins enters the game for K. Irving
0:04.0,,,40-44,,Personal foul by R. Jefferson (drawn by G. Hill)
0:03.0,,,40-44,,Personal foul by R. Jefferson (drawn by G. Hill)
0:03.0,G. Hayward makes free throw 1 of 2,1,41-44,,
0:03.0,G. Hayward makes free throw 2 of 2,1,42-44,,
0:03.0,,,41-44,,K. Irving enters the game for D. Liggins
0:03.0,D. Exum enters the game for J. Johnson,,41-44,,
0:00.0,,,42-44,,T. Thompson misses 2-pt shot from 20 ft
0:00.0,,,42-44,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,G. Hill misses 3-pt shot from 26 ft,,42-44,,
11:40.0,,,42-44,,Defensive rebound by K. Love
11:32.0,,,42-44,,Turnover by L. James (3 sec)
11:17.0,G. Hayward misses 2-pt shot from 15 ft,,42-44,,
11:16.0,,,42-44,,Defensive rebound by K. Love
11:03.0,,,42-46,2,K. Love makes 2-pt shot from 15 ft (assist by L. James)
10:39.0,R. Gobert makes 2-pt shot at rim (assist by J. Johnson),2,44-46,,
10:12.0,,,44-46,,K. Irving misses 2-pt shot from 15 ft
10:12.0,Defensive rebound by R. Gobert,,44-46,,
10:00.0,J. Ingles misses 2-pt shot from 9 ft,,44-46,,
9:58.0,,,44-46,,Defensive rebound by I. Shumpert
9:51.0,,,44-46,,T. Thompson misses 2-pt shot from 7 ft
9:51.0,,,44-46,,Offensive rebound by Team
9:36.0,,,44-46,,Turnover by L. James (bad pass; steal by J. Johnson)
9:25.0,J. Ingles misses 2-pt shot from 21 ft,,44-46,,
9:25.0,,,44-46,,Defensive rebound by K. Love
9:18.0,,,44-46,,L. James misses 3-pt shot from 27 ft
9:16.0,Defensive rebound by R. Gobert,,44-46,,
8:57.0,G. Hill misses 3-pt shot from 27 ft,,44-46,,
8:56.0,,,44-46,,Defensive rebound by T. Thompson
8:48.0,,,44-46,,Turnover by L. James (bad pass; steal by R. Gobert)
8:43.0,G. Hayward makes 2-pt shot at rim (assist by J. Johnson),2,46-46,,
8:43.0,,,46-46,,Cleveland full timeout
8:43.0,A. Burks enters the game for J. Ingles,,46-46,,
8:25.0,,,46-48,2,L. James makes 2-pt shot from 6 ft
8:09.0,Offensive foul by R. Gobert,,46-48,,
8:09.0,Turnover by R. Gobert (offensive foul),,46-48,,
8:01.0,,,46-48,,Shooting foul by G. Hill (drawn by K. Irving)
8:01.0,,,46-49,1,K. Irving makes free throw 1 of 3
8:01.0,,,46-50,1,K. Irving makes free throw 2 of 3
8:01.0,,,46-50,,K. Irving misses free throw 3 of 3
8:00.0,Defensive rebound by R. Gobert,,46-50,,
7:46.0,J. Johnson misses 3-pt shot from 26 ft,,46-50,,
7:46.0,,,46-50,,Defensive rebound by L. James
7:34.0,,,46-50,,Turnover by K. Love (bad pass; steal by G. Hayward)
7:29.0,G. Hayward makes 2-pt shot at rim,2,48-50,,
7:14.0,,,48-52,2,K. Irving makes 2-pt shot from 6 ft
7:03.0,Shooting foul by K. Irving (drawn by G. Hill),,48-52,,
7:03.0,G. Hill makes free throw 1 of 3,1,49-52,,
7:03.0,G. Hill makes free throw 2 of 3,1,50-52,,
7:03.0,G. Hill misses free throw 3 of 3,,50-52,,
7:03.0,,,50-52,,Defensive rebound by I. Shumpert
7:03.0,,,50-52,,J. Smith enters the game for K. Love
6:51.0,,,50-54,2,K. Irving makes 2-pt shot at rim
6:28.0,R. Gobert makes 2-pt shot from 6 ft (assist by G. Hill),2,52-54,,
6:18.0,,,52-57,3,K. Irving makes 3-pt shot from 24 ft
6:01.0,G. Hayward misses 3-pt shot from 25 ft,,52-57,,
6:01.0,,,52-57,,Defensive rebound by I. Shumpert
5:48.0,,,52-59,2,I. Shumpert makes 2-pt shot from 6 ft (assist by K. Irving)
5:41.0,Utah full timeout,,52-59,,
5:41.0,D. Exum enters the game for G. Hill,,52-59,,
5:29.0,Offensive foul by R. Gobert,,52-59,,
5:29.0,Turnover by R. Gobert (offensive foul),,52-59,,
5:08.0,,,52-59,,I. Shumpert misses 2-pt shot at rim
5:07.0,,,52-59,,Offensive rebound by J. Smith
5:02.0,,,52-59,,J. Smith misses 3-pt shot from 23 ft
5:02.0,Defensive rebound by A. Burks,,52-59,,
4:56.0,A. Burks misses 2-pt shot from 19 ft,,52-59,,
4:56.0,Offensive rebound by R. Gobert,,52-59,,
4:54.0,R. Gobert makes 2-pt shot from 1 ft,2,54-59,,
4:30.0,,,54-59,,Shooting foul by R. Gobert (drawn by L. James)
4:30.0,,,54-59,,L. James misses free throw 1 of 2
4:30.0,,,54-59,,Offensive rebound by Team
4:30.0,,,54-60,1,L. James makes free throw 2 of 2
4:30.0,,,54-59,,R. Jefferson enters the game for I. Shumpert
4:30.0,B. Diaw enters the game for J. Johnson,,54-59,,
4:15.0,D. Exum misses 2-pt shot from 6 ft,,54-60,,
4:15.0,Offensive rebound by D. Exum,,54-60,,
4:11.0,D. Exum makes 2-pt shot from 6 ft,2,56-60,,
3:55.0,,,56-63,3,L. James makes 3-pt shot from 26 ft (assist by K. Irving)
3:41.0,G. Hayward makes 3-pt shot from 24 ft (assist by R. Gobert),3,59-63,,
3:31.0,,,59-65,2,K. Irving makes 2-pt shot from 17 ft
3:12.0,A. Burks misses 2-pt shot from 8 ft,,59-65,,
3:11.0,,,59-65,,Defensive rebound by K. Irving
3:07.0,,,59-65,,Shooting foul by D. Exum (drawn by L. James)
3:07.0,,,59-66,1,L. James makes free throw 1 of 2
3:07.0,,,59-67,1,L. James makes free throw 2 of 2
2:51.0,D. Exum misses 2-pt shot from 1 ft (block by T. Thompson),,59-67,,
2:51.0,Offensive rebound by R. Gobert,,59-67,,
2:50.0,R. Gobert makes 2-pt shot at rim,2,61-67,,
2:37.0,,,61-67,,Turnover by K. Irving (lost ball)
2:37.0,,,61-67,,D. Williams enters the game for L. James
2:26.0,D. Exum misses 2-pt shot from 1 ft,,61-67,,
2:23.0,Offensive rebound by R. Gobert,,61-67,,
2:23.0,R. Gobert makes 2-pt shot from 1 ft,2,63-67,,
1:59.0,,,63-67,,K. Irving misses 2-pt shot from 9 ft (block by R. Gobert)
1:59.0,,,63-67,,Offensive rebound by J. Smith
1:59.0,,,63-67,,J. Smith misses 2-pt shot from 20 ft
1:59.0,,,63-67,,Offensive rebound by Team
1:59.0,,,63-67,,Turnover by Team (shot clock)
1:59.0,T. Lyles enters the game for R. Gobert,,63-67,,
1:31.0,A. Burks makes 2-pt shot from 9 ft (assist by D. Exum),2,65-67,,
1:15.0,,,65-67,,D. Williams misses 2-pt shot from 16 ft
1:15.0,,,65-67,,Offensive rebound by T. Thompson
1:14.0,,,65-67,,Shooting foul by T. Lyles (drawn by T. Thompson)
1:14.0,,,65-67,,T. Thompson misses free throw 1 of 2
1:14.0,,,65-67,,Offensive rebound by Team
1:14.0,,,65-67,,T. Thompson misses free throw 2 of 2
1:14.0,Defensive rebound by D. Exum,,65-67,,
1:00.0,G. Hayward misses 2-pt shot from 6 ft,,65-67,,
0:57.0,Offensive rebound by G. Hayward,,65-67,,
0:55.0,G. Hayward misses 2-pt shot from 2 ft,,65-67,,
0:52.0,,,65-67,,Defensive rebound by T. Thompson
0:48.0,,,65-67,,J. Smith misses 3-pt shot from 24 ft
0:47.0,Defensive rebound by G. Hayward,,65-67,,
0:37.0,Shooting foul by D. Williams (drawn by A. Burks),,65-67,,
0:37.0,A. Burks makes free throw 1 of 2,1,66-67,,
0:37.0,A. Burks makes free throw 2 of 2,1,67-67,,
0:37.0,J. Ingles enters the game for G. Hayward,,66-67,,
0:23.0,,,67-67,,J. Smith misses 2-pt shot from 21 ft
0:21.0,Defensive rebound by T. Lyles,,67-67,,
0:05.0,A. Burks misses 2-pt shot from 1 ft,,67-67,,
0:05.0,,,67-67,,Defensive rebound by J. Smith
0:00.0,,,67-67,,K. Irving misses 2-pt shot at rim
0:00.0,,,67-67,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,67-69,2,L. James makes 2-pt shot from 3 ft (assist by D. Williams)
11:32.0,T. Lyles makes 3-pt shot from 25 ft (assist by J. Ingles),3,70-69,,
11:32.0,,,70-69,,Loose ball foul by J. Smith (drawn by B. Diaw)
11:32.0,B. Diaw misses free throw 1 of 1,,70-69,,
11:32.0,,,70-69,,Defensive rebound by C. Frye
11:11.0,,,70-69,,D. Williams misses 3-pt shot from 25 ft (block by D. Exum)
11:10.0,Defensive rebound by A. Burks,,70-69,,
11:02.0,A. Burks misses 3-pt shot from 26 ft,,70-69,,
11:01.0,,,70-69,,Defensive rebound by L. James
10:53.0,,,70-71,2,L. James makes 2-pt shot at rim
10:30.0,J. Ingles misses 2-pt shot from 1 ft,,70-71,,
10:30.0,Offensive rebound by B. Diaw,,70-71,,
10:30.0,B. Diaw makes 2-pt shot from 4 ft,2,72-71,,
10:30.0,Shooting foul by R. Jefferson (drawn by B. Diaw),,72-71,,
10:30.0,B. Diaw misses free throw 1 of 1,,72-71,,
10:30.0,,,72-71,,Defensive rebound by L. James
10:17.0,,,72-73,2,L. James makes 2-pt shot from 4 ft
10:04.0,J. Ingles makes 3-pt shot from 25 ft (assist by B. Diaw),3,75-73,,
9:38.0,,,75-73,,Shooting foul by T. Lyles (drawn by D. Williams)
9:38.0,,,75-74,1,D. Williams makes free throw 1 of 2
9:38.0,,,75-74,,D. Williams misses free throw 2 of 2
9:38.0,G. Hill enters the game for A. Burks,,75-74,,
9:37.0,Defensive rebound by T. Lyles,,75-74,,
9:27.0,Turnover by G. Hill (lost ball),,75-74,,
9:21.0,,,75-74,,R. Jefferson misses 3-pt shot from 24 ft
9:21.0,Defensive rebound by T. Lyles,,75-74,,
8:56.0,B. Diaw misses 3-pt shot from 25 ft,,75-74,,
8:56.0,,,75-74,,Defensive rebound by R. Jefferson
8:43.0,,,75-74,,Turnover by D. Williams (bad pass; steal by G. Hill)
8:37.0,T. Lyles misses 2-pt shot from 6 ft,,75-74,,
8:36.0,Offensive rebound by D. Exum,,75-74,,
8:34.0,Turnover by D. Exum (bad pass; steal by L. James),,75-74,,
8:31.0,,,75-74,,Turnover by L. James (lost ball)
8:31.0,Official timeout,,75-74,,
8:31.0,R. Gobert enters the game for B. Diaw,,75-74,,
8:20.0,R. Gobert makes 2-pt shot from 2 ft (assist by G. Hill),2,77-74,,
8:20.0,Shooting foul by C. Frye (drawn by R. Gobert),,77-74,,
8:20.0,R. Gobert misses free throw 1 of 1,,77-74,,
8:19.0,,,77-74,,Defensive rebound by L. James
8:07.0,,,77-74,,C. Frye misses 3-pt shot from 25 ft
8:07.0,Defensive rebound by J. Ingles,,77-74,,
7:49.0,Turnover by J. Ingles (bad pass; steal by L. James),,77-74,,
7:40.0,,,77-77,3,J. Smith makes 3-pt shot from 24 ft (assist by C. Frye)
7:14.0,R. Gobert misses 2-pt shot from 5 ft,,77-77,,
7:14.0,Offensive rebound by D. Exum,,77-77,,
7:12.0,Turnover by Team (shot clock),,77-77,,
7:12.0,J. Johnson enters the game for D. Exum,,77-77,,
7:12.0,G. Hayward enters the game for T. Lyles,,77-77,,
6:52.0,,,77-77,,Shooting foul by G. Hill (drawn by L. James)
6:52.0,,,77-78,1,L. James makes free throw 1 of 2
6:52.0,,,77-79,1,L. James makes free throw 2 of 2
6:35.0,Turnover by J. Ingles (bad pass),,77-79,,
6:13.0,,,77-81,2,L. James makes 2-pt shot at rim
5:53.0,G. Hill misses 2-pt shot from 7 ft,,77-81,,
5:51.0,,,77-81,,Defensive rebound by L. James
5:37.0,,,77-81,,J. Smith misses 3-pt shot from 30 ft
5:36.0,Defensive rebound by J. Ingles,,77-81,,
5:22.0,G. Hayward misses 3-pt shot from 24 ft,,77-81,,
5:21.0,,,77-81,,Defensive rebound by D. Williams
5:15.0,,,77-81,,Cleveland full timeout
4:59.0,,,77-84,3,L. James makes 3-pt shot from 26 ft
4:36.0,J. Johnson misses 2-pt shot from 17 ft,,77-84,,
4:36.0,,,77-84,,Defensive rebound by D. Williams
4:15.0,,,77-84,,L. James misses 2-pt shot from 13 ft
4:12.0,Defensive rebound by R. Gobert,,77-84,,
4:06.0,Turnover by J. Ingles (lost ball; steal by C. Frye),,77-84,,
3:46.0,,,77-84,,R. Jefferson misses 3-pt shot from 23 ft
3:45.0,Defensive rebound by R. Gobert,,77-84,,
3:39.0,R. Gobert makes 2-pt shot at rim (assist by J. Ingles),2,79-84,,
3:38.0,,,79-84,,Cleveland full timeout
3:24.0,,,79-84,,L. James misses 3-pt shot from 26 ft
3:24.0,Defensive rebound by R. Gobert,,79-84,,
3:02.0,J. Johnson makes 2-pt shot from 10 ft (assist by J. Ingles),2,81-84,,
2:44.0,,,81-84,,C. Frye misses 3-pt shot from 25 ft
2:43.0,Defensive rebound by J. Johnson,,81-84,,
2:19.0,J. Johnson misses 3-pt shot from 26 ft,,81-84,,
2:18.0,,,81-84,,Defensive rebound by D. Williams
2:12.0,,,81-86,2,L. James makes 2-pt shot at rim
2:12.0,Utah full timeout,,81-86,,
1:51.0,Shooting foul by D. Williams (drawn by J. Johnson),,81-86,,
1:51.0,J. Johnson makes free throw 1 of 2,1,82-86,,
1:51.0,J. Johnson makes free throw 2 of 2,1,83-86,,
1:35.0,,,83-86,,C. Frye misses 3-pt shot from 26 ft
1:35.0,Defensive rebound by R. Gobert,,83-86,,
1:18.0,J. Johnson misses 2-pt shot from 7 ft,,83-86,,
1:17.0,,,83-86,,Defensive rebound by R. Jefferson
1:10.0,,,83-89,3,J. Smith makes 3-pt shot from 25 ft (assist by L. James)
1:10.0,Utah full timeout,,83-89,,
1:10.0,,,83-89,,T. Thompson enters the game for C. Frye
1:07.0,G. Hill misses 3-pt shot from 26 ft,,83-89,,
1:07.0,,,83-89,,Defensive rebound by L. James
1:03.0,,,83-91,2,L. James makes 2-pt shot from 1 ft
1:00.0,Turnover by J. Ingles (bad pass; steal by R. Jefferson),,83-91,,
0:59.0,,,83-91,,Shooting foul by J. Ingles (drawn by L. James)
0:59.0,,,83-91,,L. James misses free throw 1 of 2
0:59.0,,,83-91,,Offensive rebound by Team
0:59.0,,,83-91,,L. James misses free throw 2 of 2
0:58.0,Defensive rebound by R. Gobert,,83-91,,
0:58.0,Utah full timeout,,83-91,,
0:55.0,J. Johnson misses 3-pt shot from 25 ft,,83-91,,
0:54.0,,,83-91,,Defensive rebound by J. Smith
0:27.0,,,83-91,,L. James misses 2-pt shot from 18 ft
0:26.0,Defensive rebound by R. Gobert,,83-91,,
0:21.0,R. Gobert misses 2-pt shot from 2 ft,,83-91,,
0:19.0,,,83-91,,Defensive rebound by J. Smith
0:00.0,End of 4th quarter,,,,End of 4th quarter
