time,New York,pts.away,score,pts.home,Milwaukee
5:26.0,K. O'Quinn misses 2-pt shot from 1 ft,,13-19,,
5:24.0,,,13-19,,Defensive rebound by G. Monroe
5:09.0,,,13-19,,G. Monroe misses 2-pt shot from 1 ft (block by K. O'Quinn)
5:06.0,Defensive rebound by D. Rose,,13-19,,
5:03.0,D. Rose makes 2-pt shot from 2 ft,2,15-19,,
4:52.0,,,15-19,,M. Brogdon misses 2-pt shot at rim
4:50.0,Defensive rebound by C. Anthony,,15-19,,
4:44.0,L. Thomas makes 3-pt shot from 23 ft (assist by D. Rose),3,18-19,,
4:29.0,,,18-21,2,J. Parker makes 2-pt shot from 18 ft
4:12.0,Shooting foul by M. Brogdon (drawn by C. Anthony),,18-21,,
4:12.0,C. Anthony misses free throw 1 of 2,,18-21,,
4:12.0,Offensive rebound by Team,,18-21,,
4:12.0,C. Anthony makes free throw 2 of 2,1,19-21,,
4:12.0,,,18-21,,M. Teletovic enters the game for G. Antetokounmpo
3:58.0,,,19-21,,Shooting foul by L. Thomas (drawn by M. Brogdon)
3:58.0,,,19-22,1,M. Brogdon makes free throw 1 of 2
3:58.0,,,19-23,1,M. Brogdon makes free throw 2 of 2
3:58.0,J. Holiday enters the game for C. Lee,,19-22,,
3:43.0,C. Anthony makes 3-pt shot from 26 ft,3,22-23,,
3:33.0,,,22-23,,Turnover by G. Monroe (bad pass)
3:33.0,,,22-23,,J. Terry enters the game for M. Brogdon
3:14.0,J. Holiday makes 3-pt shot from 27 ft (assist by D. Rose),3,25-23,,
2:55.0,,,25-25,2,G. Monroe makes 2-pt shot from 3 ft
2:45.0,D. Rose misses 2-pt shot from 13 ft,,25-25,,
2:44.0,,,25-25,,Defensive rebound by G. Monroe
2:35.0,,,25-25,,G. Monroe misses 2-pt shot from 20 ft
2:34.0,,,25-25,,Offensive rebound by J. Parker
2:32.0,,,25-25,,J. Parker misses 2-pt shot from 2 ft
2:29.0,Defensive rebound by J. Holiday,,25-25,,
2:24.0,K. O'Quinn makes 2-pt shot from 2 ft (assist by D. Rose),2,27-25,,
2:06.0,,,27-28,3,J. Parker makes 3-pt shot from 28 ft (assist by G. Monroe)
1:52.0,Shooting foul by J. Parker (drawn by C. Anthony),,27-28,,
1:52.0,,,27-28,,Milwaukee full timeout
1:52.0,C. Anthony makes free throw 1 of 2,1,28-28,,
1:52.0,,,28-28,,Violation by M. Teletovic (lane)
1:52.0,C. Anthony misses free throw 2 of 2,,28-28,,
1:50.0,,,28-28,,Defensive rebound by J. Parker
1:42.0,,,28-28,,Turnover by J. Parker (bad pass)
1:42.0,K. Porzingis enters the game for C. Anthony,,28-28,,
1:25.0,K. O'Quinn misses 2-pt shot from 2 ft (block by G. Monroe),,28-28,,
1:22.0,,,28-28,,Defensive rebound by G. Monroe
1:06.0,,,28-30,2,G. Monroe makes 2-pt shot from 5 ft
0:53.0,D. Rose makes 2-pt shot from 5 ft,2,30-30,,
0:31.0,,,30-33,3,M. Teletovic makes 3-pt shot from 26 ft (assist by J. Parker)
0:10.0,L. Thomas makes 2-pt shot from 5 ft (assist by D. Rose),2,32-33,,
0:00.0,,,32-33,,J. Parker misses 2-pt shot from 2 ft
0:00.0,,,32-33,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,Turnover by Team (shot clock),,32-33,,
11:19.0,,,32-33,,Turnover by M. Beasley (bad pass; steal by K. O'Quinn)
11:11.0,Shooting foul by J. Terry (drawn by K. Porzingis),,32-33,,
11:11.0,K. Porzingis makes free throw 1 of 2,1,33-33,,
11:11.0,K. Porzingis makes free throw 2 of 2,1,34-33,,
10:52.0,,,34-36,3,M. Teletovic makes 3-pt shot from 27 ft (assist by M. Beasley)
10:36.0,J. Holiday misses 3-pt shot from 27 ft,,34-36,,
10:34.0,Offensive rebound by L. Thomas,,34-36,,
10:26.0,Turnover by B. Jennings (lost ball; steal by J. Terry),,34-36,,
10:20.0,,,34-38,2,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Terry)
10:15.0,K. Porzingis makes 2-pt shot from 16 ft (assist by B. Jennings),2,36-38,,
10:06.0,,,36-41,3,G. Antetokounmpo makes 3-pt shot from 24 ft
9:54.0,Turnover by L. Thomas (bad pass; steal by G. Antetokounmpo),,36-41,,
9:51.0,,,36-41,,M. Beasley misses 2-pt shot from 1 ft (block by K. Porzingis)
9:51.0,Defensive rebound by Team,,36-41,,
9:51.0,M. Kuzminskas enters the game for K. O'Quinn,,36-41,,
9:33.0,Turnover by M. Kuzminskas (traveling),,36-41,,
9:20.0,,,36-43,2,G. Monroe makes 2-pt shot from 1 ft
9:20.0,,,36-43,,Shooting foul by K. Porzingis (drawn by G. Monroe)
9:20.0,,,36-44,1,G. Monroe makes free throw 1 of 1
9:02.0,Offensive foul by L. Thomas,,36-44,,
9:02.0,Turnover by L. Thomas (offensive foul),,36-44,,
9:02.0,J. Noah enters the game for L. Thomas,,36-44,,
8:44.0,,,36-44,,G. Monroe misses 2-pt shot from 16 ft
8:43.0,Defensive rebound by B. Jennings,,36-44,,
8:26.0,Turnover by B. Jennings (bad pass; steal by J. Terry),,36-44,,
8:21.0,,,36-47,3,M. Teletovic makes 3-pt shot from 24 ft (assist by M. Beasley)
7:58.0,B. Jennings misses 3-pt shot from 28 ft,,36-47,,
7:57.0,,,36-47,,Defensive rebound by G. Antetokounmpo
7:46.0,,,36-47,,Shooting foul by J. Noah (drawn by G. Monroe)
7:46.0,Official timeout,,36-47,,
7:46.0,,,36-48,1,G. Monroe makes free throw 1 of 2
7:46.0,,,36-48,,G. Monroe misses free throw 2 of 2
7:46.0,D. Rose enters the game for J. Holiday,,36-47,,
7:45.0,Defensive rebound by K. Porzingis,,36-48,,
7:28.0,M. Kuzminskas misses 3-pt shot from 24 ft,,36-48,,
7:27.0,Offensive rebound by J. Noah,,36-48,,
7:25.0,Turnover by J. Noah (bad pass; steal by M. Teletovic),,36-48,,
7:20.0,Personal foul by D. Rose (drawn by G. Monroe),,36-48,,
7:20.0,Technical foul by J. Noah,,36-48,,
7:20.0,,,36-49,1,J. Terry makes technical free throw
7:20.0,C. Lee enters the game for B. Jennings,,36-49,,
7:20.0,C. Anthony enters the game for M. Kuzminskas,,36-49,,
7:04.0,,,36-49,,M. Beasley misses 3-pt shot from 26 ft
7:04.0,Defensive rebound by Team,,36-49,,
6:53.0,D. Rose misses 2-pt shot from 1 ft,,36-49,,
6:51.0,Offensive rebound by J. Noah,,36-49,,
6:51.0,J. Noah makes 2-pt shot at rim,2,38-49,,
6:51.0,Violation by Team (jump ball),,38-49,,
6:34.0,,,38-51,2,M. Beasley makes 2-pt shot from 3 ft
6:34.0,,,38-51,,Shooting foul by C. Anthony (drawn by M. Beasley)
6:34.0,,,38-52,1,M. Beasley makes free throw 1 of 1
6:20.0,C. Anthony misses 2-pt shot from 20 ft,,38-52,,
6:19.0,,,38-52,,Defensive rebound by G. Antetokounmpo
6:11.0,,,38-52,,Shooting foul by K. Porzingis (drawn by M. Teletovic)
6:11.0,,,38-53,1,M. Teletovic makes free throw 1 of 2
6:11.0,,,38-54,1,M. Teletovic makes free throw 2 of 2
6:11.0,,,38-53,,M. Brogdon enters the game for M. Beasley
6:11.0,L. Thomas enters the game for K. Porzingis,,38-53,,
5:59.0,Shooting foul by J. Terry (drawn by C. Lee),,38-54,,
5:59.0,,,38-54,,Milwaukee full timeout
5:59.0,C. Lee makes free throw 1 of 2,1,39-54,,
5:59.0,,,39-54,,Violation by G. Antetokounmpo (lane)
5:59.0,C. Lee makes free throw 2 of 2,1,40-54,,
5:59.0,,,38-54,,J. Parker enters the game for M. Teletovic
5:59.0,,,38-54,,T. Snell enters the game for J. Terry
5:32.0,,,40-54,,G. Monroe misses 2-pt shot from 9 ft
5:31.0,Defensive rebound by J. Noah,,40-54,,
5:25.0,D. Rose makes 2-pt shot from 1 ft,2,42-54,,
5:08.0,,,42-54,,J. Parker misses 2-pt shot from 17 ft
5:08.0,,,42-54,,Offensive rebound by Team
5:08.0,Loose ball foul by J. Noah (drawn by G. Monroe),,42-54,,
5:08.0,,,42-54,,G. Monroe misses free throw 1 of 2
5:08.0,,,42-54,,Offensive rebound by Team
5:08.0,,,42-55,1,G. Monroe makes free throw 2 of 2
5:08.0,K. O'Quinn enters the game for J. Noah,,42-54,,
4:56.0,C. Anthony misses 2-pt shot from 13 ft,,42-55,,
4:55.0,,,42-55,,Defensive rebound by J. Parker
4:47.0,,,42-57,2,G. Monroe makes 2-pt shot from 4 ft (assist by M. Brogdon)
4:34.0,Turnover by D. Rose (bad pass; steal by G. Monroe),,42-57,,
4:28.0,,,42-57,,G. Antetokounmpo misses 3-pt shot from 27 ft
4:26.0,Defensive rebound by C. Anthony,,42-57,,
4:17.0,K. O'Quinn misses 2-pt shot from 4 ft (block by G. Antetokounmpo),,42-57,,
4:16.0,Offensive rebound by Team,,42-57,,
4:16.0,,,42-57,,Loose ball foul by G. Antetokounmpo (drawn by K. O'Quinn)
4:16.0,,,42-57,,J. Henson enters the game for G. Monroe
4:02.0,C. Anthony misses 2-pt shot from 1 ft,,42-57,,
4:02.0,Offensive rebound by Team,,42-57,,
4:02.0,Turnover by Team (shot clock),,42-57,,
3:44.0,,,42-59,2,J. Henson makes 2-pt shot from 2 ft (assist by J. Parker)
3:21.0,D. Rose misses 2-pt shot from 19 ft,,42-59,,
3:20.0,Offensive rebound by K. O'Quinn,,42-59,,
3:20.0,Shooting foul by G. Antetokounmpo (drawn by K. O'Quinn),,42-59,,
3:20.0,K. O'Quinn misses free throw 1 of 2,,42-59,,
3:20.0,Offensive rebound by Team,,42-59,,
3:20.0,K. O'Quinn makes free throw 2 of 2,1,43-59,,
3:08.0,,,43-61,2,J. Parker makes 2-pt shot from 3 ft
3:02.0,New York full timeout,,43-61,,
3:02.0,,,43-61,,M. Beasley enters the game for G. Antetokounmpo
2:52.0,C. Anthony makes 3-pt shot from 26 ft (assist by C. Lee),3,46-61,,
2:27.0,,,46-63,2,M. Brogdon makes 2-pt shot from 4 ft
2:13.0,Turnover by C. Anthony (bad pass; steal by T. Snell),,46-63,,
2:03.0,,,46-63,,J. Henson misses 2-pt shot from 19 ft
2:02.0,Defensive rebound by L. Thomas,,46-63,,
1:48.0,L. Thomas makes 3-pt shot from 23 ft (assist by C. Lee),3,49-63,,
1:30.0,,,49-65,2,M. Brogdon makes 2-pt shot from 1 ft
1:11.0,Turnover by C. Lee (lost ball),,49-65,,
0:53.0,,,49-65,,J. Parker misses 2-pt shot at rim
0:50.0,Defensive rebound by C. Anthony,,49-65,,
0:44.0,C. Lee misses 3-pt shot from 23 ft,,49-65,,
0:42.0,Offensive rebound by Team,,49-65,,
0:37.0,L. Thomas makes 2-pt shot from 2 ft (assist by C. Anthony),2,51-65,,
0:33.0,,,51-65,,Shooting foul by L. Thomas (drawn by J. Parker)
0:33.0,,,51-65,,J. Parker misses free throw 1 of 2
0:33.0,,,51-65,,Offensive rebound by Team
0:33.0,,,51-65,,J. Parker misses free throw 2 of 2
0:33.0,M. Kuzminskas enters the game for L. Thomas,,51-65,,
0:32.0,Defensive rebound by K. O'Quinn,,51-65,,
0:18.0,,,51-65,,Shooting block foul by J. Parker (drawn by D. Rose)
0:18.0,D. Rose makes free throw 1 of 2,1,52-65,,
0:18.0,D. Rose makes free throw 2 of 2,1,53-65,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,K. Porzingis makes 3-pt shot from 26 ft (assist by D. Rose),3,56-65,,
11:16.0,,,56-65,,M. Brogdon misses 3-pt shot from 26 ft
11:14.0,Defensive rebound by K. Porzingis,,56-65,,
11:04.0,D. Rose misses 2-pt shot from 6 ft,,56-65,,
11:02.0,,,56-65,,Defensive rebound by J. Henson
10:57.0,,,56-65,,T. Snell misses 3-pt shot from 26 ft
10:55.0,Defensive rebound by J. Noah,,56-65,,
10:49.0,K. Porzingis makes 2-pt shot from 10 ft (assist by C. Anthony),2,58-65,,
10:32.0,,,58-68,3,J. Parker makes 3-pt shot from 27 ft (assist by J. Henson)
10:19.0,J. Noah makes 2-pt shot at rim (assist by C. Anthony),2,60-68,,
9:53.0,,,60-68,,Turnover by G. Antetokounmpo (traveling)
9:43.0,J. Noah makes 2-pt shot at rim (assist by C. Anthony),2,62-68,,
9:17.0,,,62-68,,Turnover by G. Antetokounmpo (step out of bounds)
9:04.0,D. Rose misses 3-pt shot from 27 ft,,62-68,,
9:02.0,,,62-68,,Defensive rebound by G. Antetokounmpo
8:53.0,,,62-68,,J. Parker misses 3-pt shot from 24 ft
8:52.0,Defensive rebound by J. Noah,,62-68,,
8:44.0,K. Porzingis misses 2-pt shot from 1 ft,,62-68,,
8:42.0,,,62-68,,Defensive rebound by M. Brogdon
8:35.0,,,62-68,,Shooting foul by J. Noah (drawn by J. Parker)
8:35.0,,,62-68,,J. Parker misses free throw 1 of 2
8:35.0,,,62-68,,Offensive rebound by Team
8:35.0,,,62-69,1,J. Parker makes free throw 2 of 2
8:17.0,C. Anthony makes 2-pt shot from 18 ft,2,64-69,,
7:55.0,,,64-69,,G. Antetokounmpo misses 3-pt shot from 26 ft
7:54.0,Defensive rebound by D. Rose,,64-69,,
7:45.0,C. Anthony makes 2-pt shot from 10 ft,2,66-69,,
7:45.0,,,66-69,,Milwaukee full timeout
7:30.0,,,66-69,,Turnover by G. Antetokounmpo (bad pass; steal by C. Lee)
7:26.0,K. Porzingis makes 2-pt shot at rim (assist by D. Rose),2,68-69,,
7:10.0,,,68-72,3,J. Parker makes 3-pt shot from 27 ft (assist by G. Antetokounmpo)
6:52.0,C. Anthony misses 2-pt shot from 18 ft,,68-72,,
6:51.0,,,68-72,,Defensive rebound by T. Snell
6:37.0,,,68-74,2,J. Parker makes 2-pt shot from 12 ft (assist by G. Antetokounmpo)
6:27.0,K. Porzingis misses 2-pt shot from 1 ft,,68-74,,
6:25.0,Offensive rebound by J. Noah,,68-74,,
6:25.0,J. Noah misses 2-pt shot from 1 ft,,68-74,,
6:24.0,,,68-74,,Defensive rebound by M. Brogdon
6:21.0,,,68-76,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Brogdon)
6:03.0,D. Rose misses 2-pt shot from 6 ft (block by J. Henson),,68-76,,
6:01.0,,,68-76,,Defensive rebound by T. Snell
5:47.0,,,68-78,2,M. Brogdon makes 2-pt shot at rim (assist by J. Parker)
5:47.0,New York full timeout,,68-78,,
5:28.0,Offensive foul by J. Noah,,68-78,,
5:28.0,Turnover by J. Noah (offensive foul),,68-78,,
5:25.0,M. Kuzminskas enters the game for J. Noah,,68-78,,
5:19.0,,,68-80,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Brogdon)
5:02.0,M. Kuzminskas makes 3-pt shot from 23 ft (assist by C. Lee),3,71-80,,
4:39.0,,,71-80,,G. Antetokounmpo misses 2-pt shot at rim
4:37.0,Defensive rebound by M. Kuzminskas,,71-80,,
4:35.0,Turnover by C. Anthony (bad pass; steal by T. Snell),,71-80,,
4:33.0,Personal foul by K. Porzingis (drawn by M. Brogdon),,71-80,,
4:33.0,K. O'Quinn enters the game for K. Porzingis,,71-80,,
4:22.0,Shooting block foul by K. O'Quinn (drawn by J. Henson),,71-80,,
4:22.0,,,71-81,1,J. Henson makes free throw 1 of 2
4:22.0,,,71-82,1,J. Henson makes free throw 2 of 2
4:07.0,C. Anthony makes 2-pt shot from 10 ft,2,73-82,,
3:52.0,,,73-82,,G. Monroe enters the game for J. Henson
3:45.0,,,73-84,2,G. Monroe makes 2-pt shot from 5 ft
3:45.0,,,73-84,,Shooting foul by K. O'Quinn (drawn by G. Monroe)
3:45.0,,,73-84,,G. Monroe misses free throw 1 of 1
3:44.0,Defensive rebound by C. Anthony,,73-84,,
3:28.0,M. Kuzminskas misses 3-pt shot from 25 ft,,73-84,,
3:26.0,,,73-84,,Defensive rebound by M. Brogdon
3:16.0,,,73-86,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by M. Brogdon)
2:58.0,K. O'Quinn makes 2-pt shot at rim (assist by C. Anthony),2,75-86,,
2:43.0,,,75-86,,M. Brogdon misses 2-pt shot from 3 ft
2:42.0,Defensive rebound by K. O'Quinn,,75-86,,
2:36.0,Shooting foul by M. Brogdon (drawn by D. Rose),,75-86,,
2:36.0,D. Rose makes free throw 1 of 2,1,76-86,,
2:36.0,D. Rose makes free throw 2 of 2,1,77-86,,
2:36.0,,,76-86,,M. Teletovic enters the game for G. Antetokounmpo
2:36.0,,,76-86,,J. Terry enters the game for M. Brogdon
2:36.0,L. Thomas enters the game for C. Anthony,,76-86,,
2:24.0,,,77-88,2,J. Parker makes 2-pt shot from 14 ft
2:11.0,M. Kuzminskas makes 2-pt shot from 1 ft (assist by D. Rose),2,79-88,,
2:01.0,,,79-88,,Shooting foul by K. O'Quinn (drawn by G. Monroe)
2:01.0,,,79-89,1,G. Monroe makes free throw 1 of 2
2:01.0,,,79-90,1,G. Monroe makes free throw 2 of 2
1:48.0,D. Rose misses 2-pt shot from 1 ft (block by T. Snell),,79-90,,
1:45.0,,,79-90,,Defensive rebound by G. Monroe
1:42.0,,,79-92,2,J. Parker makes 2-pt shot at rim (assist by J. Terry)
1:36.0,,,79-92,,Personal foul by J. Terry (drawn by M. Kuzminskas)
1:32.0,D. Rose misses 2-pt shot from 2 ft,,79-92,,
1:31.0,Offensive rebound by K. O'Quinn,,79-92,,
1:31.0,K. O'Quinn makes 2-pt shot at rim,2,81-92,,
1:14.0,,,81-94,2,T. Snell makes 2-pt shot at rim (assist by G. Monroe)
1:04.0,M. Kuzminskas makes 2-pt shot at rim (assist by K. O'Quinn),2,83-94,,
0:49.0,,,83-96,2,T. Snell makes 2-pt shot from 2 ft (assist by G. Monroe)
0:32.0,D. Rose misses 2-pt shot from 5 ft,,83-96,,
0:29.0,,,83-96,,Defensive rebound by G. Monroe
0:07.0,,,83-96,,J. Parker misses 2-pt shot from 13 ft
0:06.0,Defensive rebound by K. O'Quinn,,83-96,,
0:00.0,D. Rose misses 2-pt shot from 1 ft (block by T. Snell),,83-96,,
0:00.0,,,83-96,,Defensive rebound by M. Teletovic
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,,,83-96,,M. Teletovic misses 3-pt shot from 26 ft
11:49.0,Defensive rebound by R. Baker,,83-96,,
11:33.0,R. Baker misses 3-pt shot from 26 ft,,83-96,,
11:33.0,Offensive rebound by Team,,83-96,,
11:33.0,,,83-96,,Loose ball foul by G. Monroe (drawn by K. O'Quinn)
11:32.0,,,83-96,,Personal foul by M. Beasley (drawn by C. Anthony)
11:25.0,C. Anthony makes 2-pt shot from 14 ft,2,85-96,,
11:25.0,Shooting foul by M. Beasley (drawn by C. Anthony),,85-96,,
11:25.0,C. Anthony makes free throw 1 of 1,1,86-96,,
11:08.0,,,86-96,,M. Beasley misses 2-pt shot at rim
11:07.0,,,86-96,,Offensive rebound by G. Monroe
11:02.0,,,86-96,,Turnover by M. Beasley (lost ball; steal by C. Anthony)
10:58.0,R. Baker makes 2-pt shot from 1 ft (assist by C. Anthony),2,88-96,,
10:32.0,,,88-96,,G. Antetokounmpo misses 3-pt shot from 27 ft
10:31.0,Defensive rebound by K. Porzingis,,88-96,,
10:09.0,K. Porzingis makes 2-pt shot from 14 ft (assist by R. Baker),2,90-96,,
9:55.0,Personal foul by R. Baker (drawn by J. Terry),,90-96,,
9:55.0,,,90-96,,Flagrant foul type 1 by J. Terry (drawn by R. Baker)
9:55.0,,,90-96,,Turnover by J. Terry (offensive foul)
9:55.0,R. Baker makes flagrant free throw 1 of 2,1,91-96,,
9:55.0,R. Baker makes flagrant free throw 2 of 2,1,92-96,,
9:42.0,C. Anthony misses 2-pt shot from 12 ft (block by G. Antetokounmpo),,92-96,,
9:41.0,Offensive rebound by K. O'Quinn,,92-96,,
9:39.0,C. Anthony misses 2-pt shot from 20 ft,,92-96,,
9:37.0,,,92-96,,Defensive rebound by J. Terry
9:31.0,,,92-96,,G. Antetokounmpo misses 2-pt shot at rim
9:27.0,Defensive rebound by C. Anthony,,92-96,,
9:20.0,C. Anthony makes 3-pt shot from 27 ft (assist by M. Kuzminskas),3,95-96,,
8:50.0,,,95-98,2,G. Monroe makes 2-pt shot from 2 ft (assist by J. Terry)
8:28.0,Shooting foul by G. Antetokounmpo (drawn by C. Anthony),,95-98,,
8:28.0,Official timeout,,95-98,,
8:28.0,C. Anthony makes free throw 1 of 2,1,96-98,,
8:28.0,C. Anthony makes free throw 2 of 2,1,97-98,,
8:28.0,,,95-98,,T. Snell enters the game for M. Teletovic
8:28.0,,,95-98,,J. Parker enters the game for M. Beasley
8:13.0,,,97-98,,G. Monroe misses 2-pt shot at rim
8:12.0,,,97-98,,Offensive rebound by Team
8:01.0,,,97-101,3,T. Snell makes 3-pt shot from 24 ft (assist by J. Terry)
7:39.0,K. O'Quinn misses 2-pt shot from 1 ft (block by G. Antetokounmpo),,97-101,,
7:37.0,,,97-101,,Defensive rebound by J. Terry
7:28.0,,,97-104,3,T. Snell makes 3-pt shot from 24 ft (assist by J. Terry)
7:28.0,New York full timeout,,97-104,,
7:28.0,J. Noah enters the game for K. O'Quinn,,97-104,,
7:28.0,C. Lee enters the game for M. Kuzminskas,,97-104,,
7:14.0,K. Porzingis makes 3-pt shot from 26 ft (assist by C. Anthony),3,100-104,,
6:53.0,,,100-104,,G. Antetokounmpo misses 2-pt shot from 1 ft (block by K. Porzingis)
6:52.0,,,100-104,,Offensive rebound by G. Antetokounmpo
6:51.0,,,100-104,,G. Antetokounmpo misses 2-pt shot from 1 ft (block by K. Porzingis)
6:50.0,Defensive rebound by K. Porzingis,,100-104,,
6:36.0,K. Porzingis makes 3-pt shot from 28 ft (assist by C. Anthony),3,103-104,,
6:33.0,,,103-104,,Offensive foul by J. Terry
6:33.0,,,103-104,,Turnover by J. Terry (offensive foul)
6:33.0,,,103-104,,M. Brogdon enters the game for J. Terry
6:19.0,C. Anthony misses 2-pt shot from 11 ft,,103-104,,
6:18.0,Offensive rebound by J. Noah,,103-104,,
6:12.0,C. Anthony misses 3-pt shot from 25 ft,,103-104,,
6:11.0,Offensive rebound by J. Noah,,103-104,,
5:54.0,K. Porzingis misses 3-pt shot from 26 ft,,103-104,,
5:53.0,,,103-104,,Defensive rebound by M. Brogdon
5:37.0,,,103-106,2,G. Antetokounmpo makes 2-pt shot from 17 ft
5:14.0,Turnover by J. Noah (lost ball; steal by G. Monroe),,103-106,,
5:11.0,,,103-106,,Shooting foul by K. Porzingis (drawn by G. Antetokounmpo)
5:11.0,,,103-106,,G. Antetokounmpo misses free throw 1 of 2
5:11.0,,,103-106,,Offensive rebound by Team
5:11.0,,,103-107,1,G. Antetokounmpo makes free throw 2 of 2
4:52.0,R. Baker misses 3-pt shot from 25 ft,,103-107,,
4:51.0,Offensive rebound by C. Lee,,103-107,,
4:47.0,C. Anthony misses 2-pt shot from 17 ft,,103-107,,
4:46.0,,,103-107,,Defensive rebound by M. Brogdon
4:28.0,,,103-107,,G. Antetokounmpo misses 2-pt shot from 14 ft
4:27.0,Defensive rebound by C. Lee,,103-107,,
4:18.0,J. Noah makes 2-pt shot at rim (assist by R. Baker),2,105-107,,
3:58.0,,,105-107,,Shooting foul by J. Noah (drawn by G. Monroe)
3:58.0,,,105-108,1,G. Monroe makes free throw 1 of 2
3:58.0,,,105-109,1,G. Monroe makes free throw 2 of 2
3:58.0,K. O'Quinn enters the game for J. Noah,,105-107,,
3:46.0,K. O'Quinn makes 2-pt shot at rim (assist by R. Baker),2,107-109,,
3:34.0,,,107-109,,M. Brogdon misses 2-pt shot from 1 ft
3:33.0,Defensive rebound by Team,,107-109,,
3:21.0,Shooting foul by J. Parker (drawn by C. Anthony),,107-109,,
3:21.0,C. Anthony misses free throw 1 of 2,,107-109,,
3:21.0,Offensive rebound by Team,,107-109,,
