time,Phoenix,pts.away,score,pts.home,Chicago
8:22.0,,,8-6,2,R. Lopez makes 2-pt shot from 20 ft (assist by M. Carter-Williams)
8:06.0,T. Warren misses 2-pt shot from 14 ft (block by D. Wade),,8-6,,
8:05.0,Offensive rebound by A. Len,,8-6,,
8:04.0,A. Len makes 2-pt shot from 5 ft,2,10-6,,
7:50.0,,,10-6,,J. Butler misses 2-pt shot from 15 ft
7:49.0,Defensive rebound by A. Len,,10-6,,
7:48.0,Turnover by A. Len (lost ball; steal by J. Butler),,10-6,,
7:44.0,,,10-8,2,B. Portis makes 2-pt shot from 2 ft (assist by J. Butler)
7:33.0,D. Booker makes 2-pt shot at rim (assist by A. Len),2,12-8,,
7:17.0,,,12-8,,R. Lopez misses 2-pt shot from 19 ft
7:17.0,Defensive rebound by M. Chriss,,12-8,,
7:01.0,D. Booker misses 2-pt shot from 18 ft,,12-8,,
7:00.0,,,12-8,,Defensive rebound by B. Portis
6:50.0,,,12-8,,R. Lopez misses 2-pt shot from 22 ft
6:49.0,Defensive rebound by E. Bledsoe,,12-8,,
6:44.0,T. Warren misses 2-pt shot from 2 ft,,12-8,,
6:43.0,,,12-8,,Defensive rebound by B. Portis
6:36.0,,,12-8,,B. Portis misses 2-pt shot from 1 ft (block by M. Chriss)
6:27.0,Defensive rebound by Team,,12-8,,
6:20.0,,,12-8,,Technical foul by B. Portis
6:06.0,M. Chriss makes 3-pt shot from 26 ft (assist by T. Warren),3,15-8,,
5:43.0,,,15-10,2,R. Lopez makes 2-pt shot from 5 ft
5:31.0,Turnover by M. Chriss (lost ball),,15-10,,
5:31.0,,,15-10,,Chicago full timeout
5:31.0,,,15-10,,D. Valentine enters the game for D. Wade
5:31.0,,,15-10,,R. Rondo enters the game for M. Carter-Williams
5:14.0,,,15-10,,B. Portis misses 2-pt shot from 13 ft
5:13.0,Defensive rebound by M. Chriss,,15-10,,
5:02.0,,,15-10,,Personal foul by D. Valentine
5:02.0,,,15-10,,N. Mirotic enters the game for B. Portis
4:56.0,T. Warren makes 2-pt shot from 17 ft,2,17-10,,
4:48.0,Personal foul by M. Chriss (drawn by J. Butler),,17-10,,
4:36.0,,,17-10,,J. Butler misses 3-pt shot from 25 ft
4:34.0,Defensive rebound by M. Chriss,,17-10,,
4:26.0,D. Booker makes 2-pt shot from 20 ft,2,19-10,,
3:55.0,,,19-12,2,R. Lopez makes 2-pt shot from 11 ft (assist by R. Rondo)
3:32.0,T. Warren misses 3-pt shot from 25 ft,,19-12,,
3:31.0,,,19-12,,Defensive rebound by N. Mirotic
3:16.0,,,19-14,2,R. Lopez makes 2-pt shot from 5 ft (assist by J. Butler)
3:07.0,D. Booker misses 2-pt shot from 3 ft,,19-14,,
3:06.0,,,19-14,,Defensive rebound by N. Mirotic
2:58.0,,,19-16,2,J. Butler makes 2-pt shot from 2 ft (assist by R. Rondo)
2:58.0,Phoenix full timeout,,19-16,,
2:58.0,T. Ulis enters the game for E. Bledsoe,,19-16,,
2:49.0,Turnover by A. Len (3 sec),,19-16,,
2:33.0,,,19-19,3,D. Valentine makes 3-pt shot from 26 ft (assist by J. Butler)
2:08.0,,,19-19,,Personal foul by J. Butler (drawn by M. Chriss)
2:08.0,A. Williams enters the game for A. Len,,19-19,,
1:57.0,D. Booker misses 2-pt shot from 10 ft (block by R. Rondo),,19-19,,
1:55.0,,,19-19,,Defensive rebound by R. Rondo
1:53.0,,,19-19,,Turnover by D. Valentine (lost ball)
1:53.0,J. Dudley enters the game for M. Chriss,,19-19,,
1:53.0,,,19-19,,C. Felicio enters the game for R. Lopez
1:38.0,,,19-19,,Personal foul by R. Rondo (drawn by D. Booker)
1:31.0,T. Ulis makes 2-pt shot from 2 ft,2,21-19,,
1:14.0,,,21-21,2,R. Rondo makes 2-pt shot from 9 ft
1:01.0,D. Booker makes 2-pt shot at rim (assist by T. Ulis),2,23-21,,
0:49.0,Personal foul by A. Williams (drawn by J. Butler),,23-21,,
0:39.0,,,23-21,,R. Rondo misses 3-pt shot from 23 ft
0:38.0,Defensive rebound by T. Ulis,,23-21,,
0:30.0,A. Williams makes 2-pt shot from 2 ft (assist by T. Ulis),2,25-21,,
0:17.0,,,25-24,3,D. Valentine makes 3-pt shot from 25 ft (assist by J. Butler)
0:01.0,Turnover by D. Booker (lost ball; steal by J. Butler),,25-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,J. Dudley misses 3-pt shot from 26 ft,,25-24,,
11:43.0,,,25-24,,Defensive rebound by D. Valentine
11:34.0,,,25-26,2,C. Felicio makes 2-pt shot at rim (assist by D. Wade)
11:24.0,A. Williams makes 2-pt shot from 5 ft,2,27-26,,
11:24.0,Shooting foul by C. Felicio (drawn by A. Williams),,27-26,,
11:24.0,A. Williams misses free throw 1 of 1,,27-26,,
11:22.0,,,27-26,,Defensive rebound by C. Felicio
11:07.0,,,27-26,,R. Rondo misses 2-pt shot from 19 ft
11:06.0,Defensive rebound by D. Jones,,27-26,,
11:00.0,Shooting foul by D. Wade (drawn by D. Jones),,27-26,,
11:00.0,D. Jones makes free throw 1 of 2,1,28-26,,
11:00.0,D. Jones makes free throw 2 of 2,1,29-26,,
10:53.0,Violation by J. Dudley (kicked ball),,29-26,,
10:43.0,,,29-26,,N. Mirotic misses 3-pt shot from 25 ft
10:41.0,Defensive rebound by T. Ulis,,29-26,,
10:24.0,L. Barbosa misses 3-pt shot from 23 ft,,29-26,,
10:23.0,,,29-26,,Defensive rebound by D. Valentine
10:10.0,,,29-26,,D. Valentine misses 2-pt shot from 20 ft
10:09.0,Defensive rebound by Team,,29-26,,
9:46.0,D. Jones misses 2-pt shot from 2 ft,,29-26,,
9:45.0,Offensive rebound by D. Jones,,29-26,,
9:45.0,D. Jones makes 2-pt shot at rim,2,31-26,,
9:30.0,,,31-26,,D. Wade misses 2-pt shot from 22 ft
9:28.0,Defensive rebound by A. Williams,,31-26,,
9:20.0,Turnover by D. Jones (bad pass; steal by D. Valentine),,31-26,,
9:16.0,,,31-26,,Shooting foul by L. Barbosa (drawn by N. Mirotic)
9:16.0,,,31-27,1,N. Mirotic makes free throw 1 of 2
9:16.0,,,31-27,,N. Mirotic misses free throw 2 of 2
9:14.0,Defensive rebound by J. Dudley,,31-27,,
9:02.0,T. Ulis misses 2-pt shot from 20 ft,,31-27,,
9:02.0,,,31-27,,Defensive rebound by Team
8:51.0,,,31-30,3,N. Mirotic makes 3-pt shot from 24 ft (assist by D. Valentine)
8:32.0,A. Williams makes 2-pt shot from 7 ft (assist by T. Ulis),2,33-30,,
8:22.0,,,33-30,,Shooting foul by A. Williams (drawn by D. Wade)
8:22.0,,,33-30,,Chicago full timeout
8:22.0,,,33-31,1,D. Wade makes free throw 1 of 2
8:22.0,,,33-32,1,D. Wade makes free throw 2 of 2
8:05.0,A. Williams makes 2-pt shot from 5 ft (assist by D. Jones),2,35-32,,
7:53.0,,,35-32,,Turnover by D. Valentine (bad pass)
7:53.0,,,35-32,,J. Grant enters the game for D. Valentine
7:32.0,L. Barbosa misses 3-pt shot from 27 ft,,35-32,,
7:31.0,Offensive rebound by A. Williams,,35-32,,
7:28.0,J. Dudley misses 2-pt shot from 22 ft,,35-32,,
7:27.0,,,35-32,,Defensive rebound by Team
7:27.0,Personal foul by A. Williams (drawn by R. Rondo),,35-32,,
7:27.0,A. Len enters the game for A. Williams,,35-32,,
7:27.0,,,35-32,,J. Butler enters the game for R. Rondo
7:27.0,E. Bledsoe enters the game for T. Ulis,,35-32,,
7:16.0,,,35-32,,J. Grant misses 3-pt shot from 24 ft
7:14.0,Defensive rebound by L. Barbosa,,35-32,,
7:09.0,D. Jones makes 2-pt shot at rim (assist by L. Barbosa),2,37-32,,
6:55.0,,,37-34,2,D. Wade makes 2-pt shot from 15 ft (assist by J. Butler)
6:45.0,A. Len misses 2-pt shot from 14 ft,,37-34,,
6:44.0,,,37-34,,Defensive rebound by N. Mirotic
6:34.0,,,37-34,,J. Butler misses 2-pt shot from 12 ft
6:33.0,Defensive rebound by A. Len,,37-34,,
6:27.0,J. Dudley makes 3-pt shot from 26 ft (assist by E. Bledsoe),3,40-34,,
6:08.0,,,40-36,2,D. Wade makes 2-pt shot from 17 ft
6:04.0,Shooting foul by D. Wade (drawn by A. Len),,40-36,,
6:04.0,A. Len misses free throw 1 of 2,,40-36,,
6:04.0,Offensive rebound by Team,,40-36,,
6:04.0,A. Len misses free throw 2 of 2,,40-36,,
6:04.0,,,40-36,,R. Rondo enters the game for D. Wade
6:02.0,,,40-36,,Defensive rebound by C. Felicio
5:42.0,,,40-36,,C. Felicio misses 2-pt shot from 18 ft
5:40.0,Defensive rebound by L. Barbosa,,40-36,,
5:35.0,Turnover by E. Bledsoe (bad pass; steal by J. Grant),,40-36,,
5:28.0,,,40-39,3,J. Grant makes 3-pt shot from 26 ft (assist by R. Rondo)
5:10.0,,,40-39,,Chicago full timeout
5:10.0,T. Warren enters the game for J. Dudley,,40-39,,
5:10.0,D. Booker enters the game for L. Barbosa,,40-39,,
5:10.0,,,40-39,,R. Lopez enters the game for C. Felicio
4:59.0,E. Bledsoe misses 3-pt shot from 26 ft,,40-39,,
4:58.0,,,40-39,,Defensive rebound by J. Grant
4:41.0,,,40-41,2,J. Butler makes 2-pt shot from 21 ft
4:22.0,Turnover by T. Warren (lost ball; steal by J. Grant),,40-41,,
4:08.0,,,40-41,,N. Mirotic misses 2-pt shot from 2 ft (block by A. Len)
4:06.0,Defensive rebound by E. Bledsoe,,40-41,,
4:03.0,E. Bledsoe makes 2-pt shot from 1 ft,2,42-41,,
3:54.0,,,42-43,2,R. Rondo makes 2-pt shot from 3 ft
3:33.0,E. Bledsoe misses 3-pt shot from 25 ft,,42-43,,
3:32.0,,,42-43,,Defensive rebound by N. Mirotic
3:18.0,,,42-43,,Shooting foul by D. Booker (drawn by J. Grant)
3:18.0,,,42-43,,J. Grant misses free throw 1 of 2
3:18.0,,,42-43,,Offensive rebound by Team
3:18.0,,,42-44,1,J. Grant makes free throw 2 of 2
3:18.0,,,42-43,,B. Portis enters the game for N. Mirotic
3:18.0,M. Chriss enters the game for D. Jones,,42-43,,
3:11.0,,,42-44,,Personal foul by J. Grant (drawn by E. Bledsoe)
2:57.0,D. Booker misses 2-pt shot from 22 ft,,42-44,,
2:56.0,Offensive rebound by T. Warren,,42-44,,
2:54.0,T. Warren makes 2-pt shot from 9 ft,2,44-44,,
2:41.0,,,44-44,,J. Butler misses 2-pt shot from 5 ft
2:40.0,,,44-44,,Offensive rebound by B. Portis
2:39.0,,,44-44,,B. Portis misses 2-pt shot at rim (block by A. Len)
2:38.0,Defensive rebound by M. Chriss,,44-44,,
2:34.0,M. Chriss makes 2-pt shot at rim (assist by D. Booker),2,46-44,,
2:13.0,,,46-44,,Turnover by J. Butler (lost ball; steal by M. Chriss)
2:11.0,T. Warren makes 2-pt shot at rim (assist by E. Bledsoe),2,48-44,,
2:11.0,,,48-44,,Chicago full timeout
2:11.0,Phoenix full timeout,,48-44,,
1:58.0,,,48-47,3,B. Portis makes 3-pt shot from 24 ft (assist by R. Rondo)
1:37.0,T. Warren makes 2-pt shot from 19 ft (assist by E. Bledsoe),2,50-47,,
1:17.0,,,50-47,,B. Portis misses 2-pt shot from 20 ft
1:16.0,Defensive rebound by T. Warren,,50-47,,
1:10.0,E. Bledsoe makes 3-pt shot from 28 ft (assist by D. Booker),3,53-47,,
0:48.0,,,53-47,,R. Lopez misses 2-pt shot from 19 ft
0:47.0,,,53-47,,Offensive rebound by B. Portis
0:46.0,,,53-47,,B. Portis misses 2-pt shot from 1 ft
0:44.0,,,53-47,,Offensive rebound by J. Grant
0:40.0,,,53-49,2,B. Portis makes 2-pt shot from 2 ft (assist by J. Grant)
0:36.0,,,53-49,,Personal block foul by B. Portis (drawn by D. Booker)
0:36.0,D. Booker misses free throw 1 of 2,,53-49,,
0:36.0,Offensive rebound by Team,,53-49,,
0:36.0,D. Booker makes free throw 2 of 2,1,54-49,,
0:36.0,,,53-49,,D. Valentine enters the game for R. Rondo
0:19.0,,,54-49,,Shooting foul by A. Len (drawn by J. Grant)
0:19.0,,,54-51,2,J. Grant makes 2-pt shot from 3 ft
0:19.0,,,54-52,1,J. Grant makes free throw 1 of 1
0:00.0,D. Booker misses 2-pt shot from 18 ft,,54-52,,
0:00.0,Offensive rebound by Team,,54-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,M. Chriss makes 3-pt shot from 23 ft (assist by T. Warren),3,57-52,,
11:27.0,,,57-52,,Shooting foul by D. Booker (drawn by D. Wade)
11:27.0,,,57-52,,D. Wade misses free throw 1 of 2
11:27.0,,,57-52,,Offensive rebound by Team
11:27.0,,,57-53,1,D. Wade makes free throw 2 of 2
11:15.0,D. Booker makes 3-pt shot from 25 ft,3,60-53,,
11:05.0,,,60-53,,Turnover by M. Carter-Williams (bad pass; steal by E. Bledsoe)
10:58.0,T. Warren misses 2-pt shot from 7 ft,,60-53,,
10:57.0,,,60-53,,Defensive rebound by R. Lopez
10:50.0,,,60-53,,M. Carter-Williams misses 2-pt shot from 7 ft
10:49.0,Defensive rebound by D. Booker,,60-53,,
10:44.0,Shooting foul by B. Portis (drawn by D. Booker),,60-53,,
10:44.0,D. Booker misses free throw 1 of 2,,60-53,,
10:44.0,Offensive rebound by Team,,60-53,,
10:44.0,D. Booker makes free throw 2 of 2,1,61-53,,
10:44.0,,,60-53,,J. Grant enters the game for M. Carter-Williams
10:32.0,Personal foul by D. Booker (drawn by D. Wade),,61-53,,
10:23.0,,,61-53,,Shooting foul by E. Bledsoe (drawn by J. Grant)
10:23.0,,,61-53,,J. Grant misses free throw 1 of 2
10:23.0,,,61-53,,Offensive rebound by Team
10:23.0,,,61-53,,J. Grant misses free throw 2 of 2
10:20.0,Defensive rebound by A. Len,,61-53,,
10:12.0,E. Bledsoe misses 2-pt shot from 2 ft (block by D. Wade),,61-53,,
10:11.0,,,61-53,,Defensive rebound by B. Portis
10:07.0,,,61-55,2,D. Wade makes 2-pt shot from 8 ft
9:48.0,E. Bledsoe misses 3-pt shot from 26 ft,,61-55,,
9:47.0,,,61-55,,Defensive rebound by B. Portis
9:44.0,,,61-55,,Turnover by D. Wade (bad pass; steal by D. Booker)
9:32.0,A. Len misses 2-pt shot from 19 ft,,61-55,,
9:31.0,,,61-55,,Defensive rebound by J. Grant
9:15.0,,,61-55,,Turnover by J. Butler (bad pass; steal by T. Warren)
9:13.0,,,61-55,,Personal foul by J. Grant
8:55.0,Shooting foul by D. Wade (drawn by E. Bledsoe),,61-55,,
8:55.0,E. Bledsoe makes free throw 1 of 2,1,62-55,,
8:55.0,E. Bledsoe makes free throw 2 of 2,1,63-55,,
8:55.0,,,62-55,,D. Valentine enters the game for D. Wade
8:31.0,,,63-55,,J. Butler misses 3-pt shot from 25 ft
8:30.0,Defensive rebound by E. Bledsoe,,63-55,,
8:26.0,E. Bledsoe misses 3-pt shot from 25 ft,,63-55,,
8:25.0,,,63-55,,Defensive rebound by R. Lopez
8:16.0,Personal block foul by M. Chriss (drawn by J. Butler),,63-55,,
8:02.0,,,63-57,2,R. Lopez makes 2-pt shot from 13 ft (assist by D. Valentine)
7:45.0,Shooting foul by J. Grant (drawn by E. Bledsoe),,63-57,,
7:45.0,E. Bledsoe makes free throw 1 of 3,1,64-57,,
7:45.0,E. Bledsoe makes free throw 2 of 3,1,65-57,,
7:45.0,E. Bledsoe makes free throw 3 of 3,1,66-57,,
7:27.0,,,66-59,2,B. Portis makes 2-pt shot from 20 ft (assist by J. Butler)
7:01.0,A. Len misses 2-pt shot from 2 ft,,66-59,,
7:00.0,,,66-59,,Defensive rebound by D. Valentine
6:45.0,,,66-59,,R. Lopez misses 2-pt shot from 8 ft
6:44.0,,,66-59,,Offensive rebound by R. Lopez
6:42.0,,,66-59,,R. Lopez misses 2-pt shot from 3 ft
6:41.0,Defensive rebound by D. Booker,,66-59,,
6:35.0,D. Booker makes 2-pt shot from 3 ft,2,68-59,,
6:35.0,,,68-59,,Chicago full timeout
6:18.0,,,68-59,,Turnover by J. Butler (bad pass; steal by M. Chriss)
6:15.0,M. Chriss misses 2-pt shot from 1 ft,,68-59,,
6:13.0,Offensive rebound by T. Warren,,68-59,,
6:12.0,T. Warren makes 2-pt shot from 1 ft,2,70-59,,
6:05.0,Personal foul by T. Warren,,70-59,,
6:05.0,,,70-60,1,J. Butler makes free throw 1 of 2
6:05.0,,,70-61,1,J. Butler makes free throw 2 of 2
6:05.0,,,70-60,,N. Mirotic enters the game for B. Portis
6:05.0,,,70-60,,R. Rondo enters the game for J. Grant
5:53.0,T. Warren makes 2-pt shot from 13 ft,2,72-61,,
5:39.0,,,72-63,2,R. Lopez makes 2-pt shot from 2 ft (assist by R. Rondo)
5:21.0,E. Bledsoe makes 3-pt shot from 26 ft,3,75-63,,
5:03.0,,,75-63,,R. Lopez misses 2-pt shot from 19 ft
5:03.0,Defensive rebound by D. Booker,,75-63,,
5:03.0,,,75-63,,Personal foul by N. Mirotic (drawn by M. Chriss)
5:03.0,M. Chriss misses free throw 1 of 2,,75-63,,
5:03.0,Offensive rebound by Team,,75-63,,
5:03.0,M. Chriss makes free throw 2 of 2,1,76-63,,
4:49.0,,,76-63,,Shooting foul by E. Bledsoe (drawn by N. Mirotic)
4:49.0,,,76-64,1,N. Mirotic makes free throw 1 of 3
4:49.0,,,76-65,1,N. Mirotic makes free throw 2 of 3
4:49.0,,,76-66,1,N. Mirotic makes free throw 3 of 3
4:33.0,A. Len misses 3-pt shot from 23 ft,,76-66,,
4:32.0,,,76-66,,Defensive rebound by R. Rondo
4:18.0,Violation by M. Chriss (kicked ball),,76-66,,
4:10.0,,,76-66,,J. Butler misses 2-pt shot from 2 ft
4:08.0,Defensive rebound by A. Len,,76-66,,
4:04.0,Turnover by D. Booker (lost ball; steal by R. Rondo),,76-66,,
3:58.0,,,76-69,3,D. Valentine makes 3-pt shot from 24 ft (assist by R. Rondo)
3:56.0,Phoenix full timeout,,76-69,,
3:45.0,E. Bledsoe misses 2-pt shot from 17 ft,,76-69,,
3:44.0,,,76-69,,Defensive rebound by D. Valentine
3:29.0,,,76-69,,J. Butler misses 2-pt shot from 17 ft
3:29.0,,,76-69,,Offensive rebound by Team
3:29.0,Loose ball foul by A. Len (drawn by R. Lopez),,76-69,,
3:29.0,,,76-70,1,R. Lopez makes free throw 1 of 2
3:29.0,,,76-71,1,R. Lopez makes free throw 2 of 2
3:29.0,J. Dudley enters the game for A. Len,,76-70,,
3:15.0,D. Booker makes 2-pt shot from 16 ft (assist by M. Chriss),2,78-71,,
2:58.0,,,78-74,3,D. Valentine makes 3-pt shot from 25 ft (assist by N. Mirotic)
2:39.0,T. Warren misses 2-pt shot from 17 ft,,78-74,,
2:39.0,,,78-74,,Defensive rebound by Team
2:39.0,,,78-74,,C. Felicio enters the game for R. Lopez
2:18.0,,,78-74,,Turnover by N. Mirotic (lost ball; steal by T. Warren)
1:56.0,J. Dudley misses 3-pt shot from 23 ft,,78-74,,
1:55.0,,,78-74,,Defensive rebound by R. Rondo
1:45.0,,,78-77,3,D. Valentine makes 3-pt shot from 23 ft (assist by R. Rondo)
1:28.0,Turnover by M. Chriss (bad pass; steal by R. Rondo),,78-77,,
1:10.0,,,78-77,,D. Valentine misses 3-pt shot from 26 ft
1:08.0,Defensive rebound by T. Warren,,78-77,,
0:53.0,Turnover by D. Booker (bad pass; steal by D. Valentine),,78-77,,
0:49.0,,,78-79,2,N. Mirotic makes 2-pt shot from 1 ft
0:34.0,E. Bledsoe misses 2-pt shot from 21 ft,,78-79,,
0:33.0,,,78-79,,Defensive rebound by C. Felicio
0:21.0,,,78-79,,N. Mirotic misses 3-pt shot from 24 ft
0:20.0,Defensive rebound by T. Warren,,78-79,,
0:18.0,,,78-79,,Personal block foul by R. Rondo
0:18.0,T. Warren misses free throw 1 of 2,,78-79,,
0:18.0,Offensive rebound by Team,,78-79,,
0:18.0,T. Warren makes free throw 2 of 2,1,79-79,,
0:00.0,,,79-79,,J. Butler misses 2-pt shot from 21 ft
0:00.0,,,79-79,,Offensive rebound by C. Felicio
0:00.0,,,79-79,,Shooting foul by J. Dudley (drawn by C. Felicio)
0:00.0,,,79-80,1,C. Felicio makes free throw 1 of 2
0:00.0,,,79-80,,C. Felicio misses free throw 2 of 2
0:00.0,,,79-80,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
0:00.0,,,79-80,,D. Wade enters the game for J. Butler
11:45.0,,,79-80,,Turnover by D. Wade (bad pass; steal by T. Ulis)
11:37.0,D. Jones misses 2-pt shot from 2 ft,,79-80,,
11:36.0,,,79-80,,Defensive rebound by N. Mirotic
11:30.0,,,79-82,2,C. Felicio makes 2-pt shot from 2 ft (assist by R. Rondo)
11:18.0,Turnover by T. Ulis (bad pass; steal by R. Rondo),,79-82,,
11:09.0,,,79-82,,Turnover by N. Mirotic (lost ball)
10:59.0,L. Barbosa makes 2-pt shot from 3 ft,2,81-82,,
10:42.0,,,81-82,,Shooting foul by A. Williams (drawn by N. Mirotic)
10:42.0,,,81-83,1,N. Mirotic makes free throw 1 of 2
10:42.0,,,81-84,1,N. Mirotic makes free throw 2 of 2
10:34.0,Turnover by A. Williams (lost ball; steal by R. Rondo),,81-84,,
10:34.0,Loose ball foul by A. Williams (drawn by R. Rondo),,81-84,,
10:15.0,,,81-84,,D. Valentine misses 3-pt shot from 23 ft
10:15.0,Defensive rebound by Team,,81-84,,
9:59.0,A. Williams makes 2-pt shot from 4 ft (assist by D. Jones),2,83-84,,
9:50.0,,,83-84,,D. Wade misses 2-pt shot from 2 ft
9:48.0,,,83-84,,Offensive rebound by D. Wade
9:47.0,,,83-84,,D. Wade misses 2-pt shot from 5 ft (block by L. Barbosa)
9:45.0,Defensive rebound by L. Barbosa,,83-84,,
9:41.0,T. Ulis makes 2-pt shot from 19 ft (assist by L. Barbosa),2,85-84,,
9:41.0,,,85-84,,Technical foul by D. Wade
9:41.0,L. Barbosa makes technical free throw,1,86-84,,
9:24.0,,,86-84,,N. Mirotic misses 3-pt shot from 25 ft
9:23.0,,,86-84,,Offensive rebound by C. Felicio
9:21.0,,,86-84,,C. Felicio misses 2-pt shot from 1 ft
9:20.0,,,86-84,,Offensive rebound by R. Rondo
9:19.0,,,86-86,2,R. Rondo makes 2-pt shot from 2 ft
8:53.0,A. Williams makes 2-pt shot at rim (assist by T. Ulis),2,88-86,,
8:32.0,,,88-86,,Turnover by R. Rondo (bad pass)
8:32.0,Phoenix full timeout,,88-86,,
8:13.0,L. Barbosa misses 2-pt shot from 9 ft,,88-86,,
8:11.0,,,88-86,,Defensive rebound by C. Felicio
8:02.0,,,88-89,3,N. Mirotic makes 3-pt shot from 25 ft (assist by R. Rondo)
7:34.0,T. Ulis makes 2-pt shot from 16 ft,2,90-89,,
7:15.0,,,90-89,,D. Wade misses 2-pt shot from 12 ft
7:14.0,Defensive rebound by A. Williams,,90-89,,
7:02.0,A. Williams makes 2-pt shot from 7 ft (assist by J. Dudley),2,92-89,,
6:47.0,,,92-89,,D. Valentine misses 3-pt shot from 23 ft
6:47.0,Defensive rebound by Team,,92-89,,
6:47.0,,,92-89,,J. Butler enters the game for D. Valentine
6:31.0,L. Barbosa misses 3-pt shot from 25 ft,,92-89,,
6:31.0,Offensive rebound by Team,,92-89,,
6:31.0,,,92-89,,Loose ball foul by C. Felicio (drawn by A. Williams)
6:31.0,,,92-89,,R. Lopez enters the game for C. Felicio
6:31.0,D. Booker enters the game for T. Ulis,,92-89,,
6:31.0,E. Bledsoe enters the game for D. Jones,,92-89,,
6:24.0,L. Barbosa makes 2-pt shot from 17 ft,2,94-89,,
6:22.0,,,94-89,,Chicago full timeout
6:08.0,,,94-89,,D. Wade misses 2-pt shot from 2 ft
6:08.0,,,94-89,,Offensive rebound by Team
6:08.0,Loose ball foul by L. Barbosa (drawn by R. Lopez),,94-89,,
6:03.0,,,94-89,,D. Wade misses 2-pt shot from 17 ft
6:03.0,Defensive rebound by Team,,94-89,,
5:44.0,L. Barbosa makes 3-pt shot from 24 ft (assist by A. Williams),3,97-89,,
5:21.0,,,97-91,2,J. Butler makes 2-pt shot from 16 ft (assist by N. Mirotic)
5:05.0,A. Williams makes 2-pt shot from 2 ft (assist by E. Bledsoe),2,99-91,,
5:05.0,Shooting foul by J. Butler (drawn by A. Williams),,99-91,,
5:05.0,A. Williams misses free throw 1 of 1,,99-91,,
5:05.0,,,99-91,,D. Valentine enters the game for R. Rondo
5:03.0,,,99-91,,Defensive rebound by N. Mirotic
4:51.0,,,99-91,,J. Butler misses 2-pt shot from 22 ft
4:51.0,Defensive rebound by Team,,99-91,,
4:51.0,,,99-91,,Loose ball foul by R. Lopez (drawn by A. Williams)
4:32.0,D. Booker makes 3-pt shot from 23 ft (assist by L. Barbosa),3,102-91,,
4:23.0,,,102-93,2,D. Wade makes 2-pt shot from 1 ft
4:02.0,A. Williams misses 2-pt shot from 1 ft,,102-93,,
4:00.0,,,102-93,,Defensive rebound by R. Lopez
3:50.0,,,102-95,2,R. Lopez makes 2-pt shot at rim (assist by D. Wade)
3:49.0,Phoenix full timeout,,102-95,,
3:49.0,A. Len enters the game for A. Williams,,102-95,,
3:49.0,T. Warren enters the game for J. Dudley,,102-95,,
3:37.0,Turnover by E. Bledsoe (lost ball; steal by D. Valentine),,102-95,,
