time,Boston,pts.away,score,pts.home,Chicago
4:45.0,,,22-16,2,R. Lopez makes 2-pt shot from 2 ft
4:29.0,A. Horford makes 2-pt shot from 19 ft (assist by I. Thomas),2,24-16,,
4:19.0,,,24-16,,D. Wade misses 2-pt shot from 14 ft
4:18.0,Defensive rebound by I. Thomas,,24-16,,
4:12.0,G. Green misses 3-pt shot from 23 ft,,24-16,,
4:12.0,,,24-16,,Defensive rebound by Team
4:12.0,M. Smart enters the game for G. Green,,24-16,,
3:48.0,,,24-16,,I. Canaan misses 3-pt shot from 23 ft
3:46.0,Defensive rebound by M. Smart,,24-16,,
3:36.0,A. Bradley misses 2-pt shot from 1 ft,,24-16,,
3:34.0,,,24-16,,Defensive rebound by R. Lopez
3:17.0,,,24-18,2,J. Butler makes 2-pt shot from 13 ft
3:01.0,I. Thomas misses 3-pt shot from 25 ft,,24-18,,
3:00.0,Offensive rebound by A. Horford,,24-18,,
2:57.0,I. Thomas misses 3-pt shot from 25 ft,,24-18,,
2:56.0,,,24-18,,Defensive rebound by J. Butler
2:36.0,,,24-18,,Turnover by I. Canaan (bad pass; steal by M. Smart)
2:27.0,A. Bradley makes 2-pt shot from 3 ft (assist by A. Horford),2,26-18,,
2:25.0,,,26-18,,Chicago full timeout
2:25.0,,,26-18,,B. Portis enters the game for N. Mirotic
2:25.0,,,26-18,,P. Zipser enters the game for D. Wade
2:25.0,T. Rozier enters the game for I. Thomas,,26-18,,
2:25.0,,,26-18,,A. Morrow enters the game for I. Canaan
2:25.0,K. Olynyk enters the game for J. Crowder,,26-18,,
2:04.0,,,26-18,,J. Butler misses 2-pt shot from 2 ft
2:03.0,,,26-18,,Offensive rebound by J. Butler
2:03.0,,,26-18,,J. Butler misses 2-pt shot from 2 ft
2:02.0,Defensive rebound by A. Horford,,26-18,,
1:40.0,Turnover by Team (shot clock),,26-18,,
1:20.0,,,26-20,2,J. Butler makes 2-pt shot from 3 ft
1:20.0,,,26-20,,Shooting foul by A. Horford (drawn by J. Butler)
1:20.0,,,26-21,1,J. Butler makes free throw 1 of 1
1:20.0,,,26-20,,C. Felicio enters the game for R. Lopez
1:20.0,J. Jerebko enters the game for A. Horford,,26-20,,
1:08.0,M. Smart misses 2-pt shot from 12 ft,,26-21,,
1:07.0,,,26-21,,Defensive rebound by B. Portis
0:46.0,,,26-21,,Turnover by J. Butler (bad pass; steal by M. Smart)
0:40.0,A. Bradley makes 3-pt shot from 26 ft (assist by J. Jerebko),3,29-21,,
0:28.0,,,29-23,2,P. Zipser makes 2-pt shot from 8 ft (assist by B. Portis)
0:08.0,Shooting foul by C. Felicio (drawn by T. Rozier),,29-23,,
0:08.0,T. Rozier misses free throw 1 of 2,,29-23,,
0:08.0,Offensive rebound by Team,,29-23,,
0:08.0,T. Rozier makes free throw 2 of 2,1,30-23,,
0:08.0,,,29-23,,D. Valentine enters the game for C. Felicio
0:01.0,,,30-23,,J. Butler misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by K. Olynyk,,30-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,J. Jerebko misses 2-pt shot from 7 ft,,30-23,,
11:36.0,,,30-23,,Defensive rebound by D. Wade
11:27.0,,,30-23,,D. Valentine misses 3-pt shot from 23 ft
11:26.0,,,30-23,,Offensive rebound by D. Wade
11:21.0,,,30-25,2,D. Wade makes 2-pt shot from 1 ft
11:05.0,K. Olynyk makes 2-pt shot from 2 ft (assist by G. Green),2,32-25,,
10:47.0,,,32-25,,D. Wade misses 2-pt shot from 3 ft (block by K. Olynyk)
10:46.0,,,32-25,,Offensive rebound by B. Portis
10:45.0,,,32-25,,B. Portis misses 2-pt shot from 1 ft (block by J. Jerebko)
10:40.0,Defensive rebound by T. Rozier,,32-25,,
10:33.0,M. Smart makes 3-pt shot from 25 ft (assist by G. Green),3,35-25,,
10:12.0,,,35-25,,P. Zipser misses 2-pt shot from 22 ft
10:11.0,Defensive rebound by K. Olynyk,,35-25,,
9:58.0,T. Rozier makes 3-pt shot from 26 ft (assist by M. Smart),3,38-25,,
9:58.0,,,38-25,,Chicago full timeout
9:58.0,,,38-25,,C. Felicio enters the game for D. Valentine
9:43.0,,,38-25,,A. Morrow misses 2-pt shot from 21 ft
9:41.0,Defensive rebound by K. Olynyk,,38-25,,
9:17.0,M. Smart misses 2-pt shot from 17 ft,,38-25,,
9:16.0,,,38-25,,Defensive rebound by B. Portis
9:05.0,,,38-25,,D. Wade misses 2-pt shot from 3 ft
9:05.0,Defensive rebound by Team,,38-25,,
8:53.0,G. Green makes 2-pt shot from 17 ft (assist by J. Jerebko),2,40-25,,
8:39.0,,,40-25,,A. Morrow misses 2-pt shot from 8 ft
8:37.0,Defensive rebound by J. Jerebko,,40-25,,
8:24.0,G. Green misses 2-pt shot from 20 ft,,40-25,,
8:23.0,,,40-25,,Defensive rebound by A. Morrow
8:12.0,,,40-25,,Turnover by C. Felicio (lost ball; steal by M. Smart)
8:07.0,K. Olynyk makes 2-pt shot from 1 ft (assist by T. Rozier),2,42-25,,
7:45.0,,,42-25,,D. Wade misses 3-pt shot from 26 ft
7:43.0,Defensive rebound by M. Smart,,42-25,,
7:37.0,K. Olynyk misses 3-pt shot from 24 ft,,42-25,,
7:36.0,,,42-25,,Defensive rebound by P. Zipser
7:23.0,,,42-25,,Offensive foul by B. Portis
7:23.0,,,42-25,,Turnover by B. Portis (offensive foul)
7:23.0,,,42-25,,J. Butler enters the game for D. Wade
7:09.0,T. Rozier misses 2-pt shot from 2 ft,,42-25,,
7:08.0,,,42-25,,Defensive rebound by C. Felicio
6:55.0,,,42-28,3,P. Zipser makes 3-pt shot from 25 ft (assist by B. Portis)
6:36.0,Turnover by G. Green (bad pass; steal by J. Butler),,42-28,,
6:31.0,,,42-28,,Shooting foul by T. Rozier (drawn by J. Butler)
6:31.0,,,42-29,1,J. Butler makes free throw 1 of 3
6:31.0,,,42-30,1,J. Butler makes free throw 2 of 3
6:31.0,,,42-31,1,J. Butler makes free throw 3 of 3
6:31.0,I. Thomas enters the game for T. Rozier,,42-30,,
6:31.0,A. Bradley enters the game for G. Green,,42-30,,
6:31.0,,,42-30,,R. Lopez enters the game for C. Felicio
6:31.0,,,42-30,,I. Canaan enters the game for A. Morrow
6:18.0,J. Crowder enters the game for J. Jerebko,,42-31,,
6:09.0,Turnover by M. Smart (bad pass; steal by J. Butler),,42-31,,
6:05.0,,,42-31,,I. Canaan misses 2-pt shot from 1 ft (block by M. Smart)
6:03.0,Defensive rebound by J. Crowder,,42-31,,
5:58.0,I. Thomas misses 3-pt shot from 26 ft,,42-31,,
5:56.0,,,42-31,,Defensive rebound by J. Butler
5:50.0,,,42-33,2,P. Zipser makes 2-pt shot from 2 ft
5:50.0,Boston full timeout,,42-33,,
5:50.0,A. Horford enters the game for K. Olynyk,,42-33,,
5:32.0,J. Crowder makes 3-pt shot from 25 ft (assist by I. Thomas),3,45-33,,
5:07.0,,,45-33,,P. Zipser misses 2-pt shot from 21 ft
5:06.0,Defensive rebound by A. Bradley,,45-33,,
4:49.0,Turnover by I. Thomas (bad pass; steal by J. Butler),,45-33,,
4:41.0,,,45-35,2,J. Butler makes 2-pt shot from 2 ft
4:24.0,A. Bradley misses 3-pt shot from 26 ft,,45-35,,
4:23.0,,,45-35,,Defensive rebound by B. Portis
4:08.0,,,45-35,,R. Lopez misses 2-pt shot from 4 ft
4:07.0,,,45-35,,Offensive rebound by R. Lopez
4:07.0,,,45-37,2,R. Lopez makes 2-pt shot from 2 ft
3:49.0,M. Smart makes 3-pt shot from 25 ft (assist by I. Thomas),3,48-37,,
3:28.0,Personal foul by I. Thomas (drawn by J. Butler),,48-37,,
3:28.0,K. Olynyk enters the game for M. Smart,,48-37,,
3:14.0,,,48-37,,Turnover by Team (shot clock)
3:00.0,I. Thomas misses 3-pt shot from 26 ft,,48-37,,
2:59.0,,,48-37,,Defensive rebound by B. Portis
2:47.0,,,48-39,2,I. Canaan makes 2-pt shot from 2 ft
2:27.0,A. Horford makes 3-pt shot from 24 ft (assist by A. Bradley),3,51-39,,
2:07.0,,,51-41,2,J. Butler makes 2-pt shot from 21 ft
1:52.0,I. Thomas misses 2-pt shot from 3 ft (block by R. Lopez),,51-41,,
1:51.0,,,51-41,,Defensive rebound by P. Zipser
1:42.0,,,51-41,,P. Zipser misses 3-pt shot from 25 ft
1:41.0,Defensive rebound by K. Olynyk,,51-41,,
1:23.0,K. Olynyk misses 2-pt shot from 8 ft,,51-41,,
1:23.0,Offensive rebound by A. Bradley,,51-41,,
1:23.0,,,51-41,,Personal foul by P. Zipser (drawn by A. Bradley)
1:23.0,Boston full timeout,,51-41,,
1:23.0,A. Bradley makes free throw 1 of 2,1,52-41,,
1:23.0,A. Bradley misses free throw 2 of 2,,52-41,,
1:23.0,M. Smart enters the game for K. Olynyk,,51-41,,
1:23.0,,,51-41,,N. Mirotic enters the game for B. Portis
1:17.0,,,52-41,,Defensive rebound by P. Zipser
1:00.0,,,52-41,,R. Lopez misses 2-pt shot from 1 ft
0:59.0,Defensive rebound by A. Horford,,52-41,,
0:42.0,,,52-41,,Personal foul by P. Zipser (drawn by I. Thomas)
0:42.0,I. Thomas makes free throw 1 of 2,1,53-41,,
0:42.0,I. Thomas makes free throw 2 of 2,1,54-41,,
0:29.0,,,54-41,,R. Lopez misses 2-pt shot from 20 ft
0:28.0,Defensive rebound by J. Crowder,,54-41,,
0:05.0,A. Bradley misses 2-pt shot from 20 ft,,54-41,,
0:04.0,Offensive rebound by M. Smart,,54-41,,
0:04.0,M. Smart misses 2-pt shot from 2 ft,,54-41,,
0:02.0,,,54-41,,Defensive rebound by J. Butler
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,I. Thomas makes 2-pt shot from 3 ft,2,56-41,,
11:24.0,,,56-43,2,R. Lopez makes 2-pt shot at rim (assist by N. Mirotic)
11:07.0,I. Thomas makes 3-pt shot from 26 ft (assist by A. Bradley),3,59-43,,
10:54.0,Personal block foul by I. Thomas (drawn by I. Canaan),,59-43,,
10:42.0,,,59-43,,J. Butler misses 2-pt shot from 7 ft
10:40.0,Defensive rebound by G. Green,,59-43,,
10:28.0,A. Horford makes 2-pt shot from 2 ft (assist by A. Bradley),2,61-43,,
10:06.0,,,61-43,,D. Wade misses 2-pt shot from 19 ft
10:05.0,Defensive rebound by I. Thomas,,61-43,,
9:57.0,G. Green misses 3-pt shot from 23 ft,,61-43,,
9:57.0,,,61-43,,Defensive rebound by R. Lopez
9:41.0,,,61-43,,Offensive charge foul by J. Butler
9:41.0,,,61-43,,Turnover by J. Butler (offensive foul)
9:30.0,,,61-43,,Personal foul by I. Canaan (drawn by I. Thomas)
9:18.0,G. Green makes 3-pt shot from 25 ft (assist by J. Crowder),3,64-43,,
9:18.0,,,64-43,,Chicago full timeout
9:00.0,,,64-43,,Offensive foul by R. Lopez
9:00.0,,,64-43,,Turnover by R. Lopez (offensive foul)
8:46.0,I. Thomas misses 3-pt shot from 25 ft,,64-43,,
8:45.0,,,64-43,,Defensive rebound by N. Mirotic
8:31.0,,,64-45,2,J. Butler makes 2-pt shot from 2 ft (assist by I. Canaan)
8:14.0,J. Crowder misses 3-pt shot from 25 ft,,64-45,,
8:13.0,,,64-45,,Defensive rebound by D. Wade
8:00.0,Violation by A. Horford (def goaltending),,64-45,,
8:00.0,,,64-47,2,N. Mirotic makes 2-pt shot from 2 ft
7:48.0,A. Bradley makes 2-pt shot from 7 ft,2,66-47,,
7:34.0,Personal foul by A. Bradley (drawn by J. Butler),,66-47,,
7:21.0,,,66-47,,D. Wade misses 2-pt shot from 2 ft
7:20.0,Defensive rebound by J. Crowder,,66-47,,
7:18.0,Turnover by J. Crowder (traveling),,66-47,,
7:08.0,,,66-47,,D. Wade misses 2-pt shot from 7 ft
7:07.0,Defensive rebound by I. Thomas,,66-47,,
7:00.0,A. Bradley makes 3-pt shot from 23 ft (assist by G. Green),3,69-47,,
7:00.0,,,69-47,,Technical foul by N. Mirotic
7:00.0,Technical foul by J. Crowder,,69-47,,
7:00.0,,,69-47,,P. Zipser enters the game for D. Wade
6:40.0,,,69-49,2,J. Butler makes 2-pt shot from 11 ft
6:18.0,G. Green misses 3-pt shot from 26 ft,,69-49,,
6:17.0,Offensive rebound by A. Bradley,,69-49,,
6:17.0,A. Bradley makes 2-pt shot from 2 ft,2,71-49,,
6:01.0,,,71-52,3,N. Mirotic makes 3-pt shot from 26 ft (assist by P. Zipser)
5:46.0,A. Bradley makes 2-pt shot from 20 ft,2,73-52,,
5:30.0,,,73-52,,Shooting foul by I. Thomas (drawn by I. Canaan)
5:30.0,,,73-53,1,I. Canaan makes free throw 1 of 2
5:30.0,,,73-54,1,I. Canaan makes free throw 2 of 2
5:18.0,Shooting foul by R. Lopez (drawn by A. Horford),,73-54,,
5:18.0,A. Horford misses free throw 1 of 2,,73-54,,
5:18.0,Offensive rebound by Team,,73-54,,
5:18.0,A. Horford makes free throw 2 of 2,1,74-54,,
5:06.0,,,74-54,,J. Butler misses 2-pt shot from 1 ft
5:05.0,Defensive rebound by A. Horford,,74-54,,
4:57.0,A. Horford makes 2-pt shot at rim (assist by I. Thomas),2,76-54,,
4:56.0,,,76-54,,Chicago full timeout
4:56.0,,,76-54,,B. Portis enters the game for R. Lopez
4:44.0,,,76-54,,Turnover by J. Butler (bad pass)
4:28.0,J. Crowder makes 2-pt shot from 1 ft (assist by A. Horford),2,78-54,,
4:07.0,,,78-54,,P. Zipser misses 2-pt shot from 2 ft
4:06.0,Defensive rebound by I. Thomas,,78-54,,
3:55.0,A. Bradley makes 2-pt shot from 2 ft,2,80-54,,
3:38.0,,,80-54,,N. Mirotic misses 3-pt shot from 26 ft
3:37.0,Defensive rebound by J. Crowder,,80-54,,
3:23.0,J. Crowder makes 3-pt shot from 25 ft (assist by A. Horford),3,83-54,,
3:09.0,,,83-54,,B. Portis misses 2-pt shot from 1 ft
3:08.0,Defensive rebound by J. Crowder,,83-54,,
3:03.0,Shooting foul by B. Portis (drawn by J. Crowder),,83-54,,
3:03.0,J. Crowder misses free throw 1 of 2,,83-54,,
3:03.0,Offensive rebound by Team,,83-54,,
3:03.0,J. Crowder makes free throw 2 of 2,1,84-54,,
3:03.0,,,83-54,,J. Lauvergne enters the game for N. Mirotic
3:03.0,,,83-54,,M. Carter-Williams enters the game for I. Canaan
2:43.0,,,84-54,,P. Zipser misses 3-pt shot from 26 ft
2:41.0,,,84-54,,Offensive rebound by J. Butler
2:38.0,,,84-57,3,B. Portis makes 3-pt shot from 25 ft (assist by M. Carter-Williams)
2:26.0,,,84-57,,Personal foul by B. Portis (drawn by A. Horford)
2:26.0,T. Rozier enters the game for I. Thomas,,84-57,,
2:26.0,M. Smart enters the game for G. Green,,84-57,,
2:12.0,M. Smart misses 3-pt shot from 27 ft,,84-57,,
2:11.0,,,84-57,,Defensive rebound by J. Butler
1:57.0,,,84-57,,B. Portis misses 2-pt shot from 14 ft
1:55.0,Defensive rebound by A. Horford,,84-57,,
1:48.0,A. Bradley makes 2-pt shot from 3 ft (assist by A. Horford),2,86-57,,
1:33.0,Personal foul by A. Bradley (drawn by J. Butler),,86-57,,
1:33.0,K. Olynyk enters the game for A. Horford,,86-57,,
1:33.0,,,86-57,,D. Valentine enters the game for M. Carter-Williams
1:20.0,,,86-57,,Turnover by J. Lauvergne (traveling)
1:03.0,T. Rozier misses 2-pt shot from 2 ft,,86-57,,
1:02.0,,,86-57,,Defensive rebound by J. Lauvergne
0:52.0,,,86-59,2,J. Butler makes 2-pt shot from 14 ft
0:36.0,J. Crowder misses 3-pt shot from 26 ft,,86-59,,
0:35.0,,,86-59,,Defensive rebound by B. Portis
0:28.0,,,86-59,,J. Butler misses 2-pt shot from 2 ft (block by K. Olynyk)
0:26.0,Defensive rebound by K. Olynyk,,86-59,,
0:03.0,K. Olynyk makes 2-pt shot from 11 ft,2,88-59,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,88-59,,P. Zipser misses 2-pt shot from 20 ft
11:41.0,,,88-59,,Offensive rebound by J. Lauvergne
11:41.0,,,88-59,,J. Lauvergne misses 2-pt shot from 4 ft (block by T. Rozier)
11:41.0,Defensive rebound by Team,,88-59,,
11:25.0,G. Green misses 3-pt shot from 25 ft,,88-59,,
11:24.0,,,88-59,,Defensive rebound by B. Portis
11:11.0,,,88-59,,Turnover by M. Carter-Williams (bad pass; steal by T. Rozier)
10:59.0,K. Olynyk misses 3-pt shot from 25 ft,,88-59,,
10:57.0,,,88-59,,Defensive rebound by D. Valentine
10:51.0,,,88-59,,M. Carter-Williams misses 2-pt shot from 6 ft
10:49.0,Defensive rebound by J. Jerebko,,88-59,,
10:35.0,G. Green misses 2-pt shot from 12 ft,,88-59,,
10:34.0,,,88-59,,Defensive rebound by J. Lauvergne
10:23.0,,,88-59,,J. Lauvergne misses 2-pt shot from 19 ft
10:22.0,Defensive rebound by M. Smart,,88-59,,
10:10.0,Offensive charge foul by K. Olynyk,,88-59,,
10:10.0,Turnover by K. Olynyk (offensive foul),,88-59,,
9:54.0,,,88-59,,Shooting foul by G. Green (drawn by J. Lauvergne)
9:54.0,,,88-60,1,J. Lauvergne makes free throw 1 of 2
9:54.0,,,88-61,1,J. Lauvergne makes free throw 2 of 2
9:48.0,,,88-61,,Personal foul by D. Valentine (drawn by M. Smart)
9:36.0,J. Jerebko makes 3-pt shot from 24 ft (assist by T. Rozier),3,91-61,,
9:16.0,,,91-63,2,M. Carter-Williams makes 2-pt shot from 6 ft
8:50.0,K. Olynyk misses 2-pt shot from 1 ft (block by D. Valentine),,91-63,,
8:48.0,Offensive rebound by K. Olynyk,,91-63,,
8:47.0,K. Olynyk misses 2-pt shot from 6 ft,,91-63,,
8:44.0,,,91-63,,Defensive rebound by D. Valentine
8:35.0,,,91-65,2,M. Carter-Williams makes 2-pt shot from 2 ft
8:17.0,G. Green makes 3-pt shot from 26 ft (assist by J. Jerebko),3,94-65,,
8:00.0,,,94-65,,Shooting foul by K. Olynyk (drawn by M. Carter-Williams)
8:00.0,,,94-65,,Chicago full timeout
8:00.0,,,94-66,1,M. Carter-Williams makes free throw 1 of 2
8:00.0,,,94-66,,M. Carter-Williams misses free throw 2 of 2
7:58.0,Defensive rebound by J. Jerebko,,94-66,,
7:43.0,G. Green misses 3-pt shot from 26 ft,,94-66,,
7:42.0,,,94-66,,Defensive rebound by J. Lauvergne
7:28.0,,,94-66,,Shooting foul by K. Olynyk (drawn by J. Lauvergne)
7:28.0,,,94-67,1,J. Lauvergne makes free throw 1 of 2
7:28.0,,,94-68,1,J. Lauvergne makes free throw 2 of 2
7:28.0,J. Brown enters the game for G. Green,,94-67,,
7:11.0,J. Brown misses 2-pt shot from 21 ft,,94-68,,
7:09.0,Offensive rebound by T. Rozier,,94-68,,
6:56.0,J. Brown misses 3-pt shot from 25 ft,,94-68,,
6:55.0,,,94-68,,Defensive rebound by D. Valentine
6:46.0,,,94-68,,B. Portis misses 2-pt shot from 7 ft
6:45.0,Defensive rebound by J. Jerebko,,94-68,,
6:30.0,T. Rozier makes 3-pt shot from 23 ft (assist by J. Jerebko),3,97-68,,
6:04.0,,,97-68,,M. Carter-Williams misses 2-pt shot from 8 ft
6:02.0,,,97-68,,Offensive rebound by B. Portis
6:01.0,,,97-70,2,B. Portis makes 2-pt shot from 3 ft
5:45.0,J. Jerebko misses 3-pt shot from 25 ft,,97-70,,
5:44.0,,,97-70,,Defensive rebound by P. Zipser
5:34.0,,,97-70,,M. Carter-Williams misses 3-pt shot from 24 ft
5:31.0,,,97-70,,Offensive rebound by P. Zipser
5:28.0,,,97-70,,D. Valentine misses 3-pt shot from 26 ft
5:27.0,Defensive rebound by J. Brown,,97-70,,
5:09.0,Turnover by J. Jerebko (bad pass),,97-70,,
5:09.0,,,97-70,,Chicago full timeout
5:09.0,T. Zeller enters the game for K. Olynyk,,97-70,,
5:09.0,,,97-70,,J. Grant enters the game for P. Zipser
4:58.0,,,97-72,2,D. Valentine makes 2-pt shot from 2 ft (assist by J. Lauvergne)
4:37.0,J. Brown makes 2-pt shot from 3 ft (assist by M. Smart),2,99-72,,
4:28.0,,,99-72,,D. Valentine misses 2-pt shot from 21 ft
4:27.0,Defensive rebound by T. Zeller,,99-72,,
4:13.0,J. Brown misses 3-pt shot from 24 ft,,99-72,,
4:12.0,,,99-72,,Defensive rebound by B. Portis
4:09.0,,,99-72,,Turnover by D. Valentine (kicked ball)
3:54.0,T. Zeller misses 2-pt shot from 20 ft,,99-72,,
3:53.0,,,99-72,,Defensive rebound by B. Portis
3:49.0,Personal foul by M. Smart (drawn by D. Valentine),,99-72,,
3:49.0,J. Young enters the game for M. Smart,,99-72,,
3:41.0,,,99-74,2,J. Grant makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
3:22.0,Turnover by J. Brown (traveling),,99-74,,
3:11.0,,,99-74,,D. Valentine misses 3-pt shot from 25 ft
3:11.0,Defensive rebound by Team,,99-74,,
2:55.0,J. Young misses 3-pt shot from 27 ft,,99-74,,
2:54.0,,,99-74,,Defensive rebound by J. Grant
2:44.0,,,99-76,2,M. Carter-Williams makes 2-pt shot from 2 ft
2:40.0,Turnover by J. Jerebko (bad pass; steal by B. Portis),,99-76,,
2:39.0,,,99-76,,Shooting foul by J. Jerebko (drawn by M. Carter-Williams)
2:39.0,Boston full timeout,,99-76,,
2:39.0,,,99-77,1,M. Carter-Williams makes free throw 1 of 2
2:39.0,,,99-77,,M. Carter-Williams misses free throw 2 of 2
2:38.0,Defensive rebound by T. Zeller,,99-77,,
2:25.0,J. Brown misses 2-pt shot from 20 ft,,99-77,,
2:24.0,,,99-77,,Defensive rebound by Team
2:12.0,,,99-79,2,J. Grant makes 2-pt shot from 22 ft (assist by J. Lauvergne)
1:52.0,J. Jerebko misses 3-pt shot from 23 ft,,99-79,,
1:51.0,,,99-79,,Defensive rebound by D. Valentine
1:44.0,,,99-81,2,J. Lauvergne makes 2-pt shot at rim (assist by D. Valentine)
1:22.0,Shooting foul by M. Carter-Williams (drawn by T. Rozier),,99-81,,
1:22.0,T. Rozier makes free throw 1 of 2,1,100-81,,
1:22.0,T. Rozier makes free throw 2 of 2,1,101-81,,
1:10.0,,,101-81,,J. Grant misses 3-pt shot from 23 ft
1:08.0,Defensive rebound by J. Brown,,101-81,,
1:04.0,J. Brown makes 2-pt shot from 3 ft,2,103-81,,
1:04.0,Shooting foul by B. Portis (drawn by J. Brown),,103-81,,
1:04.0,J. Brown misses free throw 1 of 1,,103-81,,
1:03.0,,,103-81,,Defensive rebound by B. Portis
0:50.0,,,103-81,,B. Portis misses 3-pt shot from 25 ft
0:50.0,,,103-81,,Offensive rebound by J. Lauvergne
0:50.0,,,103-81,,J. Lauvergne misses 2-pt shot from 2 ft
0:50.0,,,103-81,,Offensive rebound by Team
0:50.0,Loose ball foul by J. Young (drawn by J. Lauvergne),,103-81,,
0:50.0,,,103-82,1,J. Lauvergne makes free throw 1 of 2
0:50.0,,,103-83,1,J. Lauvergne makes free throw 2 of 2
0:37.0,J. Brown makes 2-pt shot at rim,2,105-83,,
0:23.0,,,105-83,,Turnover by J. Grant (bad pass; steal by J. Jerebko)
0:00.0,End of 4th quarter,,,,End of 4th quarter
