time,Phoenix,pts.away,score,pts.home,Oklahoma City
1:49.0,B. Knight misses 2-pt shot from 20 ft,,16-23,,
1:46.0,Offensive rebound by T. Warren,,16-23,,
1:46.0,T. Warren makes 2-pt shot from 2 ft,2,18-23,,
1:27.0,,,18-25,2,E. Kanter makes 2-pt shot from 15 ft (assist by S. Christon)
1:06.0,E. Bledsoe makes 2-pt shot from 6 ft,2,20-25,,
0:51.0,,,20-27,2,N. Collison makes 2-pt shot from 2 ft (assist by J. Grant)
0:40.0,B. Knight misses 2-pt shot from 3 ft (block by E. Kanter),,20-27,,
0:39.0,,,20-27,,Defensive rebound by S. Christon
0:32.0,,,20-27,,A. Roberson misses 2-pt shot from 1 ft (block by A. Len)
0:32.0,,,20-27,,Offensive rebound by Team
0:32.0,,,20-27,,K. Singler enters the game for N. Collison
0:32.0,,,20-27,,Oklahoma City full timeout
0:28.0,,,20-29,2,E. Kanter makes 2-pt shot from 2 ft (assist by K. Singler)
0:28.0,,,20-29,,Shooting foul by J. Dudley (drawn by E. Kanter)
0:28.0,,,20-30,1,E. Kanter makes free throw 1 of 1
0:18.0,E. Bledsoe misses 2-pt shot from 2 ft,,20-30,,
0:17.0,Offensive rebound by A. Len,,20-30,,
0:17.0,A. Len misses 2-pt shot from 1 ft,,20-30,,
0:16.0,Offensive rebound by A. Len,,20-30,,
0:05.0,Turnover by B. Knight (lost ball),,20-30,,
0:00.0,,,20-30,,S. Christon misses 3-pt shot from 25 ft
0:00.0,,,20-30,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,20-30,,Shooting foul by A. Len (drawn by E. Kanter)
11:45.0,,,20-31,1,E. Kanter makes free throw 1 of 2
11:45.0,,,20-32,1,E. Kanter makes free throw 2 of 2
11:32.0,B. Knight misses 2-pt shot from 1 ft,,20-32,,
11:31.0,,,20-32,,Defensive rebound by S. Christon
11:28.0,Violation by L. Barbosa (kicked ball),,20-32,,
11:11.0,,,20-32,,J. Grant misses 2-pt shot from 1 ft
11:10.0,Defensive rebound by A. Len,,20-32,,
10:56.0,J. Dudley makes 2-pt shot from 1 ft,2,22-32,,
10:47.0,Personal block foul by B. Knight (drawn by S. Christon),,22-32,,
10:35.0,,,22-32,,Turnover by K. Singler (traveling)
10:17.0,A. Len misses 2-pt shot from 15 ft,,22-32,,
10:17.0,,,22-32,,Defensive rebound by J. Grant
10:03.0,Jump ball: A. Len vs. K. Singler (J. Dudley gains possession),,,,Jump ball: A. Len vs. K. Singler (J. Dudley gains possession)
10:03.0,,,22-32,,Turnover by K. Singler (lost ball; steal by A. Len)
9:52.0,,,22-32,,Personal foul by S. Christon (drawn by J. Dudley)
9:41.0,L. Barbosa misses 2-pt shot from 1 ft,,22-32,,
9:40.0,,,22-32,,Defensive rebound by K. Singler
9:33.0,,,22-32,,K. Singler misses 3-pt shot from 24 ft
9:32.0,Defensive rebound by T. Warren,,22-32,,
9:22.0,A. Len makes 2-pt shot at rim (assist by B. Knight),2,24-32,,
9:03.0,,,24-34,2,K. Singler makes 2-pt shot from 1 ft (assist by E. Kanter)
8:40.0,B. Knight misses 2-pt shot from 15 ft,,24-34,,
8:39.0,,,24-34,,Defensive rebound by J. Grant
8:33.0,,,24-36,2,S. Christon makes 2-pt shot from 1 ft
8:33.0,,,24-36,,Shooting foul by B. Knight (drawn by S. Christon)
8:33.0,Official timeout,,24-36,,
8:33.0,,,24-37,1,S. Christon makes free throw 1 of 1
8:33.0,E. Bledsoe enters the game for B. Knight,,24-36,,
8:33.0,P. Tucker enters the game for T. Warren,,24-36,,
8:33.0,,,24-36,,R. Westbrook enters the game for K. Singler
8:21.0,Turnover by L. Barbosa (bad pass; steal by S. Christon),,24-37,,
8:17.0,,,24-37,,Offensive charge foul by J. Grant
8:17.0,,,24-37,,Turnover by J. Grant (offensive foul)
8:03.0,L. Barbosa misses 3-pt shot from 25 ft,,24-37,,
8:02.0,,,24-37,,Defensive rebound by J. Grant
7:46.0,,,24-40,3,J. Grant makes 3-pt shot from 23 ft (assist by R. Westbrook)
7:19.0,A. Len makes 2-pt shot from 7 ft (assist by P. Tucker),2,26-40,,
7:06.0,,,26-42,2,J. Grant makes 2-pt shot at rim (assist by R. Westbrook)
6:52.0,E. Bledsoe misses 2-pt shot from 14 ft,,26-42,,
6:50.0,Offensive rebound by A. Len,,26-42,,
6:50.0,A. Len misses 2-pt shot from 2 ft,,26-42,,
6:49.0,,,26-42,,Defensive rebound by E. Kanter
6:45.0,,,26-42,,S. Adams enters the game for J. Grant
6:45.0,,,26-42,,K. Singler enters the game for E. Kanter
6:45.0,D. Booker enters the game for A. Len,,26-42,,
6:45.0,T. Chandler enters the game for J. Dudley,,26-42,,
6:45.0,M. Chriss enters the game for L. Barbosa,,26-42,,
6:27.0,,,26-42,,R. Westbrook misses 2-pt shot from 16 ft
6:26.0,Defensive rebound by M. Chriss,,26-42,,
6:17.0,M. Chriss misses 3-pt shot from 24 ft,,26-42,,
6:17.0,,,26-42,,Defensive rebound by S. Christon
6:06.0,,,26-42,,S. Adams misses 2-pt shot from 7 ft
6:05.0,Defensive rebound by T. Chandler,,26-42,,
5:56.0,T. Chandler makes 2-pt shot from 1 ft (assist by D. Booker),2,28-42,,
5:56.0,Shooting foul by S. Adams (drawn by T. Chandler),,28-42,,
5:56.0,,,28-42,,Oklahoma City full timeout
5:56.0,T. Chandler misses free throw 1 of 1,,28-42,,
5:56.0,,,28-42,,D. Sabonis enters the game for S. Christon
5:55.0,,,28-42,,Defensive rebound by R. Westbrook
5:45.0,,,28-42,,D. Sabonis misses 2-pt shot from 20 ft
5:44.0,Defensive rebound by D. Booker,,28-42,,
5:21.0,E. Bledsoe misses 3-pt shot from 23 ft,,28-42,,
5:21.0,,,28-42,,Defensive rebound by S. Adams
5:11.0,,,28-44,2,R. Westbrook makes 2-pt shot from 14 ft
4:51.0,M. Chriss makes 2-pt shot from 2 ft (assist by E. Bledsoe),2,30-44,,
4:38.0,,,30-44,,A. Abrines misses 3-pt shot from 25 ft
4:36.0,Defensive rebound by Team,,30-44,,
4:36.0,,,30-44,,A. Morrow enters the game for A. Abrines
4:36.0,,,30-44,,A. Roberson enters the game for K. Singler
4:13.0,E. Bledsoe misses 3-pt shot from 24 ft,,30-44,,
4:12.0,,,30-44,,Defensive rebound by R. Westbrook
4:07.0,,,30-44,,S. Adams misses 2-pt shot from 9 ft
4:06.0,Defensive rebound by P. Tucker,,30-44,,
3:54.0,P. Tucker misses 2-pt shot from 1 ft,,30-44,,
3:54.0,,,30-44,,Defensive rebound by R. Westbrook
3:33.0,,,30-44,,Shooting foul by D. Booker (drawn by S. Adams)
3:33.0,,,30-45,1,S. Adams makes free throw 1 of 2
3:33.0,,,30-46,1,S. Adams makes free throw 2 of 2
3:18.0,D. Booker misses 3-pt shot from 24 ft,,30-46,,
3:18.0,,,30-46,,Defensive rebound by Team
3:07.0,,,30-48,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
3:06.0,Phoenix full timeout,,30-48,,
2:48.0,Shooting foul by D. Sabonis (drawn by D. Booker),,30-48,,
2:48.0,D. Booker makes free throw 1 of 2,1,31-48,,
2:48.0,D. Booker misses free throw 2 of 2,,31-48,,
2:47.0,,,31-48,,Defensive rebound by R. Westbrook
2:36.0,,,31-48,,A. Morrow misses 2-pt shot from 15 ft
2:35.0,Defensive rebound by T. Chandler,,31-48,,
2:32.0,Turnover by E. Bledsoe (lost ball),,31-48,,
2:15.0,,,31-48,,Offensive foul by R. Westbrook
2:15.0,,,31-48,,Turnover by R. Westbrook (offensive foul)
2:03.0,E. Bledsoe makes 2-pt shot from 2 ft,2,33-48,,
1:54.0,,,33-50,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
1:31.0,M. Chriss misses 2-pt shot from 1 ft,,33-50,,
1:30.0,,,33-50,,Defensive rebound by D. Sabonis
1:23.0,,,33-53,3,A. Morrow makes 3-pt shot from 25 ft (assist by R. Westbrook)
1:01.0,D. Booker makes 3-pt shot from 25 ft (assist by P. Tucker),3,36-53,,
0:39.0,,,36-53,,R. Westbrook misses 2-pt shot from 16 ft
0:37.0,Defensive rebound by E. Bledsoe,,36-53,,
0:28.0,M. Chriss makes 3-pt shot from 23 ft (assist by D. Booker),3,39-53,,
0:28.0,,,39-53,,Oklahoma City full timeout
0:07.0,,,39-53,,A. Morrow misses 3-pt shot from 24 ft
0:07.0,Defensive rebound by M. Chriss,,39-53,,
0:02.0,Turnover by M. Chriss (bad pass; steal by A. Morrow),,39-53,,
0:02.0,Personal foul by M. Chriss (drawn by D. Sabonis),,39-53,,
0:02.0,,,39-53,,D. Sabonis misses free throw 1 of 2
0:02.0,,,39-53,,Offensive rebound by Team
0:02.0,,,39-54,1,D. Sabonis makes free throw 2 of 2
0:00.0,E. Bledsoe misses 3-pt shot from 29 ft,,39-54,,
0:00.0,Offensive rebound by Team,,39-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,39-54,,Offensive foul by S. Adams
11:48.0,,,39-54,,Turnover by S. Adams (offensive foul)
11:33.0,M. Chriss makes 2-pt shot from 2 ft,2,41-54,,
11:13.0,,,41-56,2,S. Adams makes 2-pt shot from 2 ft (assist by R. Westbrook)
10:56.0,E. Bledsoe misses 3-pt shot from 24 ft,,41-56,,
10:55.0,,,41-56,,Defensive rebound by R. Westbrook
10:38.0,,,41-56,,R. Westbrook misses 2-pt shot from 15 ft
10:38.0,Defensive rebound by D. Booker,,41-56,,
10:20.0,D. Booker makes 2-pt shot from 15 ft,2,43-56,,
9:58.0,Personal foul by T. Chandler (drawn by S. Adams),,43-56,,
9:49.0,,,43-58,2,D. Sabonis makes 2-pt shot at rim (assist by R. Westbrook)
9:30.0,M. Chriss misses 2-pt shot from 2 ft (block by D. Sabonis),,43-58,,
9:30.0,Offensive rebound by T. Chandler,,43-58,,
9:23.0,D. Booker makes 2-pt shot from 1 ft,2,45-58,,
9:17.0,,,45-60,2,R. Westbrook makes 2-pt shot from 1 ft
9:01.0,D. Booker misses 2-pt shot from 16 ft,,45-60,,
9:00.0,Offensive rebound by M. Chriss,,45-60,,
8:58.0,M. Chriss misses 2-pt shot from 1 ft (block by R. Westbrook),,45-60,,
8:58.0,Offensive rebound by Team,,45-60,,
8:46.0,D. Booker misses 2-pt shot from 17 ft,,45-60,,
8:45.0,,,45-60,,Defensive rebound by D. Sabonis
8:41.0,,,45-60,,Shooting foul by D. Booker (drawn by R. Westbrook)
8:41.0,,,45-60,,Technical foul by R. Westbrook
8:41.0,E. Bledsoe makes technical free throw,1,46-60,,
8:41.0,,,46-61,1,R. Westbrook makes free throw 1 of 2
8:41.0,,,46-62,1,R. Westbrook makes free throw 2 of 2
8:32.0,T. Chandler makes 2-pt shot at rim (assist by D. Booker),2,48-62,,
8:13.0,,,48-62,,R. Westbrook misses 3-pt shot from 25 ft
8:13.0,,,48-62,,Offensive rebound by S. Adams
8:04.0,,,48-65,3,A. Morrow makes 3-pt shot from 24 ft (assist by S. Adams)
7:38.0,M. Chriss misses 2-pt shot from 18 ft,,48-65,,
7:37.0,,,48-65,,Defensive rebound by R. Westbrook
7:31.0,,,48-67,2,R. Westbrook makes 2-pt shot from 3 ft
7:29.0,Phoenix full timeout,,48-67,,
7:14.0,T. Chandler makes 2-pt shot from 2 ft (assist by E. Bledsoe),2,50-67,,
7:02.0,Personal foul by D. Booker (drawn by A. Morrow),,50-67,,
6:48.0,,,50-67,,Shooting foul by P. Tucker (drawn by R. Westbrook)
6:48.0,,,50-68,1,R. Westbrook makes free throw 1 of 2
6:48.0,,,50-69,1,R. Westbrook makes free throw 2 of 2
6:40.0,D. Booker makes 2-pt shot from 4 ft,2,52-69,,
6:40.0,Shooting foul by D. Sabonis (drawn by D. Booker),,52-69,,
6:40.0,D. Booker makes free throw 1 of 1,1,53-69,,
6:40.0,A. Len enters the game for M. Chriss,,52-69,,
6:29.0,,,53-69,,R. Westbrook misses 2-pt shot from 16 ft
6:28.0,,,53-69,,Offensive rebound by S. Adams
6:21.0,,,53-69,,A. Roberson misses 2-pt shot from 3 ft
6:20.0,Defensive rebound by T. Chandler,,53-69,,
6:11.0,Shooting foul by A. Roberson (drawn by D. Booker),,53-69,,
6:11.0,D. Booker makes free throw 1 of 2,1,54-69,,
6:11.0,D. Booker makes free throw 2 of 2,1,55-69,,
6:11.0,,,54-69,,J. Grant enters the game for A. Morrow
6:01.0,,,55-71,2,A. Roberson makes 2-pt shot from 1 ft (assist by R. Westbrook)
5:54.0,D. Booker misses 2-pt shot from 23 ft,,55-71,,
5:53.0,,,55-71,,Defensive rebound by R. Westbrook
5:39.0,,,55-71,,R. Westbrook misses 2-pt shot from 20 ft
5:38.0,Defensive rebound by E. Bledsoe,,55-71,,
5:22.0,Turnover by E. Bledsoe (lost ball; steal by S. Adams),,55-71,,
5:16.0,,,55-73,2,R. Westbrook makes 2-pt shot at rim
4:57.0,Turnover by D. Booker (lost ball),,55-73,,
4:57.0,,,55-73,,E. Kanter enters the game for D. Sabonis
4:49.0,,,55-73,,Shooting foul by A. Len (drawn by R. Westbrook)
4:49.0,,,55-74,1,R. Westbrook makes free throw 1 of 2
4:49.0,,,55-75,1,R. Westbrook makes free throw 2 of 2
4:49.0,Phoenix full timeout,,55-75,,
4:49.0,B. Knight enters the game for T. Chandler,,55-75,,
4:49.0,J. Dudley enters the game for E. Bledsoe,,55-75,,
4:49.0,,,55-75,,S. Christon enters the game for S. Adams
4:39.0,D. Booker makes 3-pt shot from 25 ft (assist by B. Knight),3,58-75,,
4:26.0,,,58-75,,J. Grant misses 2-pt shot from 23 ft
4:26.0,,,58-75,,Offensive rebound by Team
4:26.0,Loose ball foul by A. Len (drawn by E. Kanter),,58-75,,
4:26.0,,,58-76,1,E. Kanter makes free throw 1 of 2
4:26.0,,,58-76,,E. Kanter misses free throw 2 of 2
4:25.0,Defensive rebound by A. Len,,58-76,,
4:09.0,D. Booker makes 2-pt shot from 1 ft,2,60-76,,
3:56.0,,,60-79,3,R. Westbrook makes 3-pt shot from 25 ft
3:43.0,J. Dudley makes 3-pt shot from 24 ft (assist by D. Booker),3,63-79,,
3:27.0,,,63-81,2,R. Westbrook makes 2-pt shot from 14 ft
3:16.0,D. Booker makes 2-pt shot from 2 ft,2,65-81,,
3:16.0,,,65-81,,Oklahoma City full timeout
2:57.0,,,65-83,2,S. Christon makes 2-pt shot from 1 ft (assist by R. Westbrook)
2:42.0,D. Booker makes 2-pt shot from 16 ft,2,67-83,,
2:29.0,,,67-85,2,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook)
2:17.0,Turnover by D. Booker (lost ball; steal by A. Roberson),,67-85,,
2:16.0,Personal take foul by A. Len (drawn by A. Roberson),,67-85,,
2:16.0,,,67-86,1,A. Roberson makes free throw 1 of 2
2:16.0,,,67-87,1,A. Roberson makes free throw 2 of 2
2:16.0,D. Bender enters the game for A. Len,,67-86,,
2:05.0,,,67-87,,Personal block foul by A. Roberson (drawn by D. Booker)
2:05.0,,,67-87,,K. Singler enters the game for R. Westbrook
1:52.0,D. Booker misses 2-pt shot from 16 ft,,67-87,,
1:52.0,,,67-87,,Defensive rebound by E. Kanter
1:37.0,,,67-87,,Turnover by E. Kanter (lost ball; steal by P. Tucker)
1:28.0,D. Booker misses 2-pt shot from 2 ft (block by J. Grant),,67-87,,
1:27.0,,,67-87,,Defensive rebound by S. Christon
1:19.0,,,67-87,,J. Grant misses 3-pt shot from 22 ft
1:18.0,Defensive rebound by B. Knight,,67-87,,
1:10.0,Turnover by J. Dudley (bad pass; steal by A. Roberson),,67-87,,
1:02.0,,,67-87,,E. Kanter misses 2-pt shot from 2 ft
1:01.0,Defensive rebound by J. Dudley,,67-87,,
0:54.0,J. Dudley misses 3-pt shot from 25 ft,,67-87,,
0:54.0,,,67-87,,Defensive rebound by A. Roberson
0:33.0,,,67-87,,J. Grant misses 2-pt shot from 1 ft (block by D. Bender)
0:33.0,,,67-87,,Offensive rebound by E. Kanter
0:30.0,,,67-87,,E. Kanter misses 2-pt shot from 2 ft
0:30.0,,,67-87,,Offensive rebound by E. Kanter
0:30.0,,,67-87,,Shooting foul by J. Dudley (drawn by E. Kanter)
0:30.0,,,67-88,1,E. Kanter makes free throw 1 of 2
0:30.0,,,67-89,1,E. Kanter makes free throw 2 of 2
0:11.0,D. Bender misses 3-pt shot from 24 ft,,67-89,,
0:09.0,Offensive rebound by D. Booker,,67-89,,
0:06.0,D. Booker makes 2-pt shot from 1 ft,2,69-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,69-89,,Personal foul by J. Grant (drawn by B. Knight)
11:32.0,L. Barbosa misses 2-pt shot from 22 ft,,69-89,,
11:31.0,,,69-89,,Defensive rebound by N. Collison
11:14.0,,,69-89,,Shooting foul by D. Bender (drawn by N. Collison)
11:14.0,,,69-90,1,N. Collison makes free throw 1 of 2
11:14.0,,,69-90,,N. Collison misses free throw 2 of 2
11:13.0,Defensive rebound by J. Dudley,,69-90,,
11:04.0,,,69-90,,Personal foul by S. Christon (drawn by B. Knight)
11:00.0,,,69-90,,Violation by N. Collison (def goaltending)
11:00.0,J. Dudley makes 2-pt shot from 2 ft,2,71-90,,
11:00.0,Shooting foul by A. Abrines (drawn by J. Dudley),,71-90,,
11:00.0,J. Dudley makes free throw 1 of 1,1,72-90,,
10:40.0,,,72-92,2,N. Collison makes 2-pt shot from 2 ft
10:28.0,B. Knight makes 2-pt shot from 2 ft,2,74-92,,
10:28.0,Shooting foul by S. Christon (drawn by B. Knight),,74-92,,
10:28.0,B. Knight makes free throw 1 of 1,1,75-92,,
10:18.0,Violation by J. Dudley (kicked ball),,75-92,,
10:16.0,Shooting block foul by D. Bender (drawn by K. Singler),,75-92,,
10:16.0,,,75-93,1,K. Singler makes free throw 1 of 2
10:16.0,,,75-94,1,K. Singler makes free throw 2 of 2
10:02.0,B. Knight makes 3-pt shot from 25 ft (assist by J. Dudley),3,78-94,,
9:41.0,,,78-94,,J. Grant misses 2-pt shot from 4 ft
9:39.0,,,78-94,,Offensive rebound by N. Collison
9:39.0,,,78-96,2,N. Collison makes 2-pt shot from 2 ft
9:31.0,B. Knight misses 2-pt shot from 1 ft,,78-96,,
9:31.0,,,78-96,,Defensive rebound by S. Christon
9:08.0,,,78-96,,S. Christon misses 2-pt shot from 18 ft
9:08.0,Defensive rebound by D. Bender,,78-96,,
8:59.0,B. Knight makes 2-pt shot from 2 ft,2,80-96,,
8:44.0,,,80-96,,Turnover by S. Christon (bad pass)
8:44.0,Official timeout,,80-96,,
8:44.0,E. Bledsoe enters the game for T. Warren,,80-96,,
8:44.0,D. Booker enters the game for D. Bender,,80-96,,
8:44.0,,,80-96,,A. Roberson enters the game for N. Collison
8:44.0,,,80-96,,S. Adams enters the game for K. Singler
8:44.0,,,80-96,,R. Westbrook enters the game for A. Abrines
8:36.0,L. Barbosa makes 2-pt shot at rim,2,82-96,,
8:22.0,,,82-98,2,R. Westbrook makes 2-pt shot from 4 ft
8:22.0,,,82-98,,Shooting foul by B. Knight (drawn by R. Westbrook)
8:22.0,,,82-99,1,R. Westbrook makes free throw 1 of 1
8:12.0,L. Barbosa misses 2-pt shot from 1 ft,,82-99,,
8:12.0,,,82-99,,Defensive rebound by R. Westbrook
8:05.0,,,82-101,2,S. Christon makes 2-pt shot from 3 ft (assist by R. Westbrook)
7:47.0,Turnover by J. Dudley (bad pass; steal by S. Adams),,82-101,,
7:27.0,,,82-101,,Turnover by R. Westbrook (lost ball)
7:27.0,P. Tucker enters the game for L. Barbosa,,82-101,,
7:27.0,T. Chandler enters the game for J. Dudley,,82-101,,
7:20.0,,,82-101,,Personal foul by A. Roberson (drawn by D. Booker)
7:20.0,D. Booker makes free throw 1 of 2,1,83-101,,
7:20.0,D. Booker makes free throw 2 of 2,1,84-101,,
7:09.0,,,84-103,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
6:51.0,P. Tucker makes 2-pt shot from 1 ft (assist by D. Booker),2,86-103,,
6:33.0,,,86-103,,Turnover by R. Westbrook (bad pass; steal by D. Booker)
6:22.0,Turnover by D. Booker (bad pass; steal by A. Roberson),,86-103,,
6:13.0,,,86-105,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
6:07.0,Phoenix full timeout,,86-105,,
6:07.0,,,86-105,,A. Morrow enters the game for S. Christon
6:04.0,,,86-105,,Personal foul by S. Adams (drawn by E. Bledsoe)
6:04.0,E. Bledsoe makes free throw 1 of 2,1,87-105,,
6:04.0,E. Bledsoe makes free throw 2 of 2,1,88-105,,
5:42.0,,,88-105,,S. Adams misses 2-pt shot from 1 ft
5:42.0,Defensive rebound by T. Chandler,,88-105,,
5:31.0,D. Booker misses 2-pt shot from 9 ft,,88-105,,
5:31.0,,,88-105,,Defensive rebound by J. Grant
