time,New Orleans,pts.away,score,pts.home,Minnesota
7:18.0,,,12-13,2,K. Towns makes 2-pt shot from 7 ft
7:06.0,S. Hill misses 3-pt shot from 25 ft,,12-13,,
7:05.0,,,12-13,,Defensive rebound by R. Rubio
6:52.0,,,12-13,,Turnover by K. Towns (lost ball; steal by A. Davis)
6:48.0,,,12-13,,Personal block foul by R. Rubio (drawn by B. Hield)
6:39.0,A. Davis makes 2-pt shot from 20 ft (assist by S. Hill),2,14-13,,
6:24.0,,,14-15,2,R. Rubio makes 2-pt shot at rim
6:12.0,A. Davis makes 2-pt shot from 18 ft,2,16-15,,
5:45.0,,,16-17,2,K. Towns makes 2-pt shot at rim
5:36.0,A. Davis makes 3-pt shot from 24 ft (assist by J. Holiday),3,19-17,,
5:21.0,,,19-17,,Shooting foul by D. Cunningham (drawn by K. Towns)
5:21.0,,,19-18,1,K. Towns makes free throw 1 of 2
5:21.0,,,19-19,1,K. Towns makes free throw 2 of 2
5:21.0,L. Galloway enters the game for B. Hield,,19-18,,
5:06.0,D. Cunningham misses 2-pt shot from 18 ft,,19-19,,
5:05.0,,,19-19,,Defensive rebound by B. Rush
4:49.0,,,19-22,3,R. Rubio makes 3-pt shot from 23 ft (assist by G. Dieng)
4:37.0,A. Davis misses 2-pt shot from 20 ft,,19-22,,
4:36.0,,,19-22,,Defensive rebound by K. Towns
4:23.0,,,19-22,,R. Rubio misses 2-pt shot from 18 ft
4:22.0,,,19-22,,Offensive rebound by K. Towns
4:22.0,,,19-24,2,K. Towns makes 2-pt shot at rim
4:01.0,J. Holiday makes 2-pt shot from 20 ft,2,21-24,,
3:47.0,,,21-24,,Turnover by K. Towns (traveling)
3:47.0,,,21-24,,S. Muhammad enters the game for B. Rush
3:47.0,D. Motiejunas enters the game for D. Cunningham,,21-24,,
3:29.0,D. Motiejunas misses 3-pt shot from 25 ft,,21-24,,
3:28.0,,,21-24,,Defensive rebound by G. Dieng
3:19.0,,,21-26,2,K. Towns makes 2-pt shot from 2 ft (assist by R. Rubio)
3:08.0,A. Davis makes 2-pt shot at rim (assist by S. Hill),2,23-26,,
2:43.0,,,23-26,,G. Dieng misses 2-pt shot from 16 ft
2:42.0,,,23-26,,Offensive rebound by K. Towns
2:42.0,,,23-28,2,K. Towns makes 2-pt shot at rim
2:28.0,Turnover by A. Davis (bad pass; steal by A. Wiggins),,23-28,,
2:20.0,,,23-31,3,A. Wiggins makes 3-pt shot from 25 ft (assist by R. Rubio)
2:08.0,,,23-31,,Violation by G. Dieng (kicked ball)
2:08.0,,,23-31,,Minnesota full timeout
2:08.0,,,23-31,,N. Bjelica enters the game for G. Dieng
2:08.0,T. Frazier enters the game for J. Holiday,,23-31,,
1:52.0,D. Motiejunas misses 2-pt shot from 10 ft,,23-31,,
1:51.0,,,23-31,,Defensive rebound by K. Towns
1:37.0,,,23-33,2,K. Towns makes 2-pt shot from 7 ft (assist by A. Wiggins)
1:26.0,S. Hill makes 2-pt shot from 1 ft,2,25-33,,
1:12.0,,,25-33,,Shooting foul by D. Motiejunas (drawn by K. Towns)
1:12.0,,,25-34,1,K. Towns makes free throw 1 of 2
1:12.0,,,25-35,1,K. Towns makes free throw 2 of 2
1:12.0,,,25-34,,K. Dunn enters the game for R. Rubio
1:12.0,O. Asik enters the game for A. Davis,,25-34,,
1:00.0,,,25-35,,Shooting block foul by K. Dunn (drawn by T. Frazier)
1:00.0,T. Frazier misses free throw 1 of 2,,25-35,,
1:00.0,Offensive rebound by Team,,25-35,,
1:00.0,T. Frazier misses free throw 2 of 2,,25-35,,
1:00.0,Offensive rebound by D. Motiejunas,,25-35,,
0:57.0,Turnover by D. Motiejunas (lost ball; steal by K. Dunn),,25-35,,
0:52.0,,,25-35,,S. Muhammad misses 2-pt shot from 1 ft
0:51.0,Defensive rebound by S. Hill,,25-35,,
0:47.0,L. Galloway makes 3-pt shot from 24 ft (assist by S. Hill),3,28-35,,
0:36.0,,,28-37,2,K. Towns makes 2-pt shot from 3 ft (assist by K. Dunn)
0:36.0,,,28-37,,Shooting foul by O. Asik (drawn by K. Towns)
0:36.0,,,28-38,1,K. Towns makes free throw 1 of 1
0:18.0,L. Galloway misses 3-pt shot from 29 ft,,28-38,,
0:17.0,,,28-38,,Defensive rebound by A. Wiggins
0:04.0,,,28-40,2,A. Wiggins makes 2-pt shot from 18 ft
0:00.0,S. Hill misses 3-pt shot from 29 ft,,28-40,,
0:00.0,Offensive rebound by Team,,28-40,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,28-40,,S. Muhammad misses 2-pt shot from 10 ft (block by D. Cunningham)
11:45.0,,,28-40,,Offensive rebound by S. Muhammad
11:43.0,,,28-40,,Turnover by N. Bjelica (traveling)
11:31.0,,,28-40,,Personal block foul by C. Aldrich (drawn by T. Frazier)
11:19.0,T. Frazier misses 2-pt shot from 5 ft,,28-40,,
11:17.0,,,28-40,,Defensive rebound by L. Stephenson
11:07.0,,,28-40,,L. Stephenson misses 2-pt shot from 14 ft
11:06.0,,,28-40,,Offensive rebound by C. Aldrich
11:03.0,,,28-42,2,C. Aldrich makes 2-pt shot from 4 ft
10:50.0,D. Cunningham makes 3-pt shot from 23 ft (assist by L. Galloway),3,31-42,,
10:29.0,,,31-42,,L. Stephenson misses 2-pt shot from 12 ft
10:28.0,Defensive rebound by L. Galloway,,31-42,,
10:21.0,D. Cunningham misses 3-pt shot from 23 ft,,31-42,,
10:19.0,,,31-42,,Defensive rebound by L. Stephenson
10:15.0,,,31-42,,Shooting foul by L. Galloway (drawn by S. Muhammad)
10:15.0,,,31-43,1,S. Muhammad makes free throw 1 of 2
10:15.0,,,31-43,,S. Muhammad misses free throw 2 of 2
10:15.0,Defensive rebound by O. Asik,,31-43,,
10:02.0,Offensive foul by O. Asik,,31-43,,
10:02.0,Turnover by O. Asik (offensive foul),,31-43,,
9:52.0,Shooting block foul by O. Asik (drawn by L. Stephenson),,31-43,,
9:52.0,,,31-44,1,L. Stephenson makes free throw 1 of 2
9:52.0,,,31-44,,L. Stephenson misses free throw 2 of 2
9:52.0,Defensive rebound by A. Davis,,31-44,,
9:52.0,A. Davis enters the game for O. Asik,,31-44,,
9:34.0,D. Cunningham misses 2-pt shot from 6 ft,,31-44,,
9:33.0,,,31-44,,Defensive rebound by C. Aldrich
9:27.0,,,31-46,2,S. Muhammad makes 2-pt shot at rim (assist by N. Bjelica)
9:19.0,Shooting foul by K. Dunn (drawn by T. Frazier),,31-46,,
9:19.0,T. Frazier makes free throw 1 of 2,1,32-46,,
9:19.0,T. Frazier makes free throw 2 of 2,1,33-46,,
9:19.0,,,32-46,,G. Dieng enters the game for C. Aldrich
9:03.0,,,33-46,,N. Bjelica misses 3-pt shot from 25 ft
9:02.0,Defensive rebound by A. Davis,,33-46,,
8:57.0,L. Galloway makes 3-pt shot from 24 ft (assist by T. Frazier),3,36-46,,
8:39.0,,,36-46,,Shooting foul by A. Davis (drawn by G. Dieng)
8:39.0,,,36-46,,Minnesota full timeout
8:39.0,,,36-46,,G. Dieng misses free throw 1 of 2
8:39.0,,,36-46,,Offensive rebound by Team
8:39.0,,,36-47,1,G. Dieng makes free throw 2 of 2
8:21.0,,,36-47,,Away from play foul by G. Dieng (drawn by A. Davis)
8:21.0,A. Davis misses free throw 1 of 1,,36-47,,
8:21.0,Offensive rebound by Team,,36-47,,
8:10.0,,,36-47,,Personal foul by K. Dunn (drawn by A. Davis)
8:10.0,,,36-47,,R. Rubio enters the game for K. Dunn
7:56.0,D. Cunningham makes 3-pt shot from 24 ft (assist by L. Galloway),3,39-47,,
7:39.0,,,39-47,,R. Rubio misses 3-pt shot from 25 ft
7:38.0,Defensive rebound by D. Cunningham,,39-47,,
7:28.0,T. Frazier misses 2-pt shot from 21 ft,,39-47,,
7:27.0,,,39-47,,Defensive rebound by L. Stephenson
7:16.0,,,39-47,,S. Muhammad misses 3-pt shot from 23 ft
7:15.0,Defensive rebound by Team,,39-47,,
7:15.0,J. Holiday enters the game for L. Galloway,,39-47,,
7:15.0,,,39-47,,K. Towns enters the game for N. Bjelica
7:00.0,A. Davis makes 2-pt shot from 11 ft (assist by D. Motiejunas),2,41-47,,
6:39.0,,,41-47,,S. Muhammad misses 2-pt shot from 1 ft
6:37.0,,,41-47,,Offensive rebound by G. Dieng
6:31.0,,,41-47,,S. Muhammad misses 3-pt shot from 24 ft
6:30.0,Defensive rebound by A. Davis,,41-47,,
6:27.0,T. Frazier makes 2-pt shot from 2 ft,2,43-47,,
6:27.0,Shooting foul by L. Stephenson (drawn by T. Frazier),,43-47,,
6:27.0,T. Frazier misses free throw 1 of 1,,43-47,,
6:27.0,,,43-47,,A. Wiggins enters the game for S. Muhammad
6:26.0,Offensive rebound by A. Davis,,43-47,,
6:26.0,A. Davis makes 2-pt shot at rim,2,45-47,,
6:12.0,,,45-47,,Shooting foul by D. Motiejunas (drawn by K. Towns)
6:12.0,,,45-48,1,K. Towns makes free throw 1 of 2
6:12.0,,,45-49,1,K. Towns makes free throw 2 of 2
6:03.0,A. Davis makes 2-pt shot from 20 ft (assist by J. Holiday),2,47-49,,
5:45.0,,,47-49,,Turnover by A. Wiggins (lost ball; steal by J. Holiday)
5:40.0,T. Frazier misses 2-pt shot from 1 ft,,47-49,,
5:39.0,Offensive rebound by D. Motiejunas,,47-49,,
5:38.0,D. Motiejunas makes 2-pt shot from 1 ft,2,49-49,,
5:23.0,,,49-49,,K. Towns misses 3-pt shot from 25 ft
5:21.0,Defensive rebound by A. Davis,,49-49,,
5:12.0,,,49-49,,Personal foul by G. Dieng (drawn by A. Davis)
5:12.0,,,49-49,,Minnesota full timeout
5:12.0,A. Davis misses free throw 1 of 2,,49-49,,
5:12.0,Offensive rebound by Team,,49-49,,
5:12.0,A. Davis makes free throw 2 of 2,1,50-49,,
5:12.0,,,49-49,,B. Rush enters the game for L. Stephenson
5:12.0,O. Asik enters the game for D. Motiejunas,,49-49,,
4:59.0,,,50-51,2,G. Dieng makes 2-pt shot at rim (assist by R. Rubio)
4:45.0,A. Davis makes 2-pt shot from 4 ft (assist by J. Holiday),2,52-51,,
4:22.0,,,52-54,3,B. Rush makes 3-pt shot from 23 ft (assist by K. Towns)
4:09.0,J. Holiday makes 2-pt shot from 1 ft,2,54-54,,
3:55.0,,,54-54,,Shooting foul by O. Asik (drawn by K. Towns)
3:55.0,,,54-55,1,K. Towns makes free throw 1 of 2
3:55.0,,,54-56,1,K. Towns makes free throw 2 of 2
3:55.0,S. Hill enters the game for O. Asik,,54-55,,
3:42.0,Turnover by T. Frazier (bad pass),,54-56,,
3:26.0,,,54-56,,K. Towns misses 2-pt shot from 10 ft
3:25.0,Defensive rebound by A. Davis,,54-56,,
3:18.0,A. Davis makes 2-pt shot from 7 ft,2,56-56,,
2:59.0,,,56-58,2,A. Wiggins makes 2-pt shot from 12 ft (assist by R. Rubio)
2:49.0,Turnover by T. Frazier (bad pass; steal by R. Rubio),,56-58,,
2:48.0,Personal foul by D. Cunningham (drawn by R. Rubio),,56-58,,
2:48.0,New Orleans full timeout,,56-58,,
2:48.0,,,56-59,1,R. Rubio makes free throw 1 of 2
2:48.0,,,56-59,,R. Rubio misses free throw 2 of 2
2:47.0,,,56-59,,Offensive rebound by G. Dieng
2:46.0,,,56-59,,G. Dieng misses 2-pt shot from 1 ft
2:45.0,,,56-59,,Offensive rebound by K. Towns
2:45.0,,,56-59,,K. Towns misses 2-pt shot at rim
2:44.0,Defensive rebound by D. Cunningham,,56-59,,
2:44.0,,,56-59,,Loose ball foul by G. Dieng (drawn by D. Cunningham)
2:44.0,D. Cunningham makes free throw 1 of 2,1,57-59,,
2:44.0,D. Cunningham misses free throw 2 of 2,,57-59,,
2:44.0,,,57-59,,Defensive rebound by N. Bjelica
2:44.0,,,57-59,,N. Bjelica enters the game for G. Dieng
2:44.0,D. Motiejunas enters the game for A. Davis,,57-59,,
2:35.0,,,57-59,,Shooting foul by S. Hill (drawn by A. Wiggins)
2:35.0,,,57-60,1,A. Wiggins makes free throw 1 of 2
2:35.0,,,57-61,1,A. Wiggins makes free throw 2 of 2
2:23.0,S. Hill misses 2-pt shot from 6 ft,,57-61,,
2:22.0,,,57-61,,Defensive rebound by N. Bjelica
2:15.0,,,57-61,,R. Rubio misses 2-pt shot from 15 ft
2:14.0,Defensive rebound by D. Cunningham,,57-61,,
2:06.0,Turnover by J. Holiday (discontinued dribble),,57-61,,
1:52.0,,,57-63,2,K. Towns makes 2-pt shot from 14 ft (assist by R. Rubio)
1:37.0,Turnover by J. Holiday (bad pass; steal by R. Rubio),,57-63,,
1:33.0,,,57-65,2,R. Rubio makes 2-pt shot at rim
1:29.0,New Orleans full timeout,,57-65,,
1:17.0,D. Cunningham misses 3-pt shot from 24 ft,,57-65,,
1:16.0,,,57-65,,Defensive rebound by B. Rush
0:56.0,,,57-65,,A. Wiggins misses 3-pt shot from 25 ft
0:55.0,Defensive rebound by J. Holiday,,57-65,,
0:50.0,T. Frazier makes 2-pt shot from 1 ft (assist by J. Holiday),2,59-65,,
0:36.0,,,59-65,,Turnover by K. Towns (bad pass; steal by S. Hill)
0:31.0,Turnover by S. Hill (bad pass; steal by R. Rubio),,59-65,,
0:20.0,,,59-65,,Minnesota full timeout
0:11.0,,,59-65,,B. Rush misses 2-pt shot at rim (block by S. Hill)
0:10.0,Defensive rebound by S. Hill,,59-65,,
0:01.0,J. Holiday makes 2-pt shot from 5 ft,2,61-65,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,61-67,2,G. Dieng makes 2-pt shot from 12 ft (assist by R. Rubio)
11:16.0,A. Davis misses 2-pt shot from 19 ft,,61-67,,
11:15.0,,,61-67,,Defensive rebound by B. Rush
11:07.0,,,61-67,,B. Rush misses 3-pt shot from 24 ft
11:06.0,Defensive rebound by A. Davis,,61-67,,
10:55.0,J. Holiday makes 2-pt shot from 19 ft,2,63-67,,
10:41.0,,,63-67,,Turnover by A. Wiggins (lost ball; steal by J. Holiday)
10:36.0,J. Holiday makes 2-pt shot at rim (assist by A. Davis),2,65-67,,
10:18.0,,,65-67,,Turnover by R. Rubio (bad pass; steal by J. Holiday)
10:18.0,,,65-67,,Personal foul by K. Towns (drawn by S. Hill)
10:01.0,S. Hill misses 3-pt shot from 25 ft,,65-67,,
10:00.0,,,65-67,,Defensive rebound by G. Dieng
9:47.0,,,65-67,,A. Wiggins misses 2-pt shot from 15 ft
9:46.0,Defensive rebound by B. Hield,,65-67,,
9:28.0,A. Davis makes 3-pt shot from 25 ft (assist by S. Hill),3,68-67,,
9:01.0,,,68-67,,R. Rubio misses 2-pt shot from 19 ft
9:00.0,Defensive rebound by A. Davis,,68-67,,
8:50.0,Turnover by A. Davis (bad pass; steal by A. Wiggins),,68-67,,
8:42.0,,,68-69,2,K. Towns makes 2-pt shot at rim (assist by R. Rubio)
8:30.0,Shooting foul by K. Towns (drawn by A. Davis),,68-69,,
8:30.0,A. Davis misses free throw 1 of 2,,68-69,,
8:30.0,Offensive rebound by Team,,68-69,,
8:30.0,A. Davis makes free throw 2 of 2,1,69-69,,
8:24.0,,,69-71,2,K. Towns makes 2-pt shot from 2 ft (assist by R. Rubio)
8:11.0,B. Hield misses 2-pt shot from 16 ft,,69-71,,
8:10.0,,,69-71,,Defensive rebound by G. Dieng
8:00.0,,,69-71,,Turnover by R. Rubio (bad pass; steal by J. Holiday)
7:48.0,A. Davis misses 3-pt shot from 24 ft,,69-71,,
7:46.0,Offensive rebound by S. Hill,,69-71,,
7:42.0,B. Hield makes 3-pt shot from 23 ft (assist by S. Hill),3,72-71,,
7:25.0,,,72-71,,Turnover by G. Dieng (3 sec)
7:15.0,A. Davis makes 2-pt shot from 8 ft (assist by J. Holiday),2,74-71,,
7:14.0,,,74-71,,Minnesota full timeout
7:03.0,,,74-71,,A. Wiggins misses 2-pt shot from 19 ft
7:02.0,Defensive rebound by B. Hield,,74-71,,
6:44.0,B. Hield makes 2-pt shot from 21 ft (assist by J. Holiday),2,76-71,,
6:28.0,,,76-71,,Shooting foul by J. Holiday (drawn by A. Wiggins)
6:28.0,,,76-72,1,A. Wiggins makes free throw 1 of 2
6:28.0,,,76-73,1,A. Wiggins makes free throw 2 of 2
6:28.0,,,76-72,,S. Muhammad enters the game for G. Dieng
6:12.0,Offensive foul by S. Hill,,76-73,,
6:12.0,Turnover by S. Hill (offensive foul),,76-73,,
5:57.0,,,76-73,,Shooting foul by B. Hield (drawn by R. Rubio)
5:57.0,,,76-74,1,R. Rubio makes free throw 1 of 2
5:57.0,,,76-75,1,R. Rubio makes free throw 2 of 2
5:42.0,Shooting foul by K. Towns (drawn by A. Davis),,76-75,,
5:42.0,A. Davis makes free throw 1 of 2,1,77-75,,
5:42.0,A. Davis makes free throw 2 of 2,1,78-75,,
5:42.0,,,77-75,,G. Dieng enters the game for K. Towns
5:32.0,,,78-75,,S. Muhammad misses 3-pt shot from 24 ft
5:31.0,Defensive rebound by B. Hield,,78-75,,
5:30.0,Offensive foul by B. Hield,,78-75,,
5:30.0,Turnover by B. Hield (offensive foul),,78-75,,
5:14.0,,,78-75,,Shooting foul by J. Holiday (drawn by A. Wiggins)
5:14.0,,,78-75,,A. Wiggins misses free throw 1 of 2
5:14.0,,,78-75,,Offensive rebound by Team
5:14.0,,,78-76,1,A. Wiggins makes free throw 2 of 2
5:05.0,J. Holiday misses 2-pt shot from 1 ft,,78-76,,
5:03.0,Offensive rebound by A. Davis,,78-76,,
5:03.0,A. Davis misses 2-pt shot from 1 ft,,78-76,,
5:02.0,,,78-76,,Defensive rebound by A. Wiggins
4:52.0,,,78-76,,A. Wiggins misses 2-pt shot from 18 ft
4:51.0,Defensive rebound by A. Davis,,78-76,,
4:51.0,,,78-76,,Personal foul by G. Dieng (drawn by A. Davis)
4:29.0,B. Hield makes 3-pt shot from 25 ft (assist by D. Cunningham),3,81-76,,
4:07.0,,,81-79,3,B. Rush makes 3-pt shot from 23 ft (assist by R. Rubio)
3:49.0,Shooting foul by B. Rush (drawn by S. Hill),,81-79,,
3:49.0,S. Hill makes free throw 1 of 2,1,82-79,,
3:49.0,S. Hill makes free throw 2 of 2,1,83-79,,
3:32.0,,,83-81,2,S. Muhammad makes 2-pt shot from 2 ft (assist by A. Wiggins)
3:16.0,A. Davis makes 2-pt shot at rim (assist by S. Hill),2,85-81,,
2:58.0,,,85-81,,G. Dieng misses 2-pt shot from 15 ft
2:57.0,Defensive rebound by A. Davis,,85-81,,
2:47.0,J. Holiday makes 3-pt shot from 22 ft,3,88-81,,
2:46.0,,,88-81,,Minnesota full timeout
2:46.0,New Orleans full timeout,,88-81,,
2:46.0,L. Galloway enters the game for S. Hill,,88-81,,
2:36.0,,,88-83,2,A. Wiggins makes 2-pt shot from 1 ft
2:19.0,B. Hield makes 2-pt shot at rim (assist by J. Holiday),2,90-83,,
2:07.0,,,90-85,2,A. Wiggins makes 2-pt shot from 21 ft
1:47.0,J. Holiday makes 2-pt shot from 1 ft,2,92-85,,
1:28.0,,,92-87,2,A. Wiggins makes 2-pt shot from 17 ft
1:05.0,A. Davis makes 2-pt shot from 19 ft,2,94-87,,
0:48.0,,,94-89,2,A. Wiggins makes 2-pt shot from 16 ft
0:39.0,,,94-89,,Personal foul by R. Rubio (drawn by J. Holiday)
0:39.0,J. Holiday makes free throw 1 of 2,1,95-89,,
0:39.0,J. Holiday makes free throw 2 of 2,1,96-89,,
0:39.0,D. Motiejunas enters the game for A. Davis,,95-89,,
0:25.0,,,96-89,,Turnover by A. Wiggins (lost ball; steal by J. Holiday)
0:22.0,B. Hield makes 2-pt shot at rim,2,98-89,,
0:03.0,,,98-89,,B. Rush misses 3-pt shot from 24 ft
0:02.0,Defensive rebound by D. Motiejunas,,98-89,,
0:00.0,B. Hield misses 3-pt shot from 52 ft,,98-89,,
0:00.0,Offensive rebound by Team,,98-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:34.0,S. Hill misses 3-pt shot from 24 ft,,98-89,,
11:33.0,Offensive rebound by Team,,98-89,,
11:27.0,B. Hield makes 2-pt shot from 16 ft,2,100-89,,
11:03.0,,,100-91,2,K. Towns makes 2-pt shot from 6 ft (assist by L. Stephenson)
10:50.0,Offensive foul by D. Motiejunas,,100-91,,
10:50.0,Turnover by D. Motiejunas (offensive foul),,100-91,,
10:37.0,,,100-91,,K. Towns misses 2-pt shot from 7 ft
10:37.0,Defensive rebound by T. Frazier,,100-91,,
10:35.0,,,100-91,,Personal foul by N. Bjelica (drawn by T. Frazier)
10:18.0,T. Frazier misses 2-pt shot from 19 ft,,100-91,,
10:16.0,,,100-91,,Defensive rebound by S. Muhammad
10:03.0,,,100-91,,K. Towns misses 3-pt shot from 26 ft
10:02.0,,,100-91,,Offensive rebound by N. Bjelica
9:57.0,,,100-91,,K. Dunn misses 3-pt shot from 25 ft
9:56.0,,,100-91,,Offensive rebound by Team
9:40.0,,,100-91,,N. Bjelica misses 3-pt shot from 23 ft
9:39.0,Defensive rebound by L. Galloway,,100-91,,
9:30.0,,,100-91,,Shooting block foul by N. Bjelica (drawn by T. Frazier)
9:30.0,T. Frazier makes free throw 1 of 2,1,101-91,,
9:30.0,T. Frazier makes free throw 2 of 2,1,102-91,,
9:30.0,,,101-91,,T. Jones enters the game for N. Bjelica
9:15.0,Personal block foul by D. Motiejunas (drawn by L. Stephenson),,102-91,,
9:05.0,Shooting block foul by T. Frazier (drawn by T. Jones),,102-91,,
9:05.0,,,102-91,,T. Jones misses free throw 1 of 2
9:05.0,,,102-91,,Offensive rebound by Team
9:05.0,,,102-92,1,T. Jones makes free throw 2 of 2
8:52.0,Turnover by D. Motiejunas (bad pass),,102-92,,
8:52.0,,,102-92,,Minnesota full timeout
8:52.0,J. Holiday enters the game for B. Hield,,102-92,,
8:35.0,,,102-92,,K. Dunn misses 3-pt shot from 25 ft
8:34.0,Defensive rebound by S. Hill,,102-92,,
8:20.0,Shooting foul by K. Dunn (drawn by J. Holiday),,102-92,,
8:20.0,J. Holiday makes free throw 1 of 2,1,103-92,,
8:20.0,J. Holiday makes free throw 2 of 2,1,104-92,,
8:20.0,,,103-92,,R. Rubio enters the game for K. Dunn
8:09.0,Jump ball: D. Motiejunas vs. R. Rubio (J. Holiday gains possession),,,,Jump ball: D. Motiejunas vs. R. Rubio (J. Holiday gains possession)
8:09.0,,,104-92,,Turnover by R. Rubio (lost ball; steal by D. Motiejunas)
7:52.0,L. Galloway makes 3-pt shot from 25 ft (assist by J. Holiday),3,107-92,,
7:24.0,,,107-92,,L. Stephenson misses 3-pt shot from 24 ft
7:23.0,Defensive rebound by L. Galloway,,107-92,,
7:03.0,S. Hill misses 3-pt shot from 25 ft,,107-92,,
7:02.0,Offensive rebound by D. Motiejunas,,107-92,,
6:58.0,J. Holiday misses 2-pt shot from 7 ft,,107-92,,
6:57.0,Offensive rebound by J. Holiday,,107-92,,
6:57.0,A. Davis enters the game for D. Motiejunas,,107-92,,
6:57.0,,,107-92,,A. Wiggins enters the game for L. Stephenson
6:44.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,109-92,,
6:25.0,,,109-92,,Flagrant foul type 1 by K. Towns (drawn by A. Davis)
6:25.0,,,109-92,,Turnover by K. Towns (offensive foul)
6:25.0,A. Davis makes flagrant free throw 1 of 2,1,110-92,,
6:25.0,A. Davis makes flagrant free throw 2 of 2,1,111-92,,
6:13.0,J. Holiday makes 2-pt shot from 1 ft,2,113-92,,
6:04.0,,,113-94,2,A. Wiggins makes 2-pt shot from 1 ft (assist by R. Rubio)
6:04.0,,,113-94,,Shooting foul by A. Davis (drawn by A. Wiggins)
6:04.0,,,113-95,1,A. Wiggins makes free throw 1 of 1
6:04.0,D. Cunningham enters the game for T. Frazier,,113-94,,
6:04.0,,,113-94,,G. Dieng enters the game for S. Muhammad
5:54.0,A. Davis makes 2-pt shot from 14 ft (assist by J. Holiday),2,115-95,,
5:37.0,,,115-97,2,R. Rubio makes 2-pt shot from 15 ft
5:25.0,Turnover by J. Holiday (lost ball; steal by R. Rubio),,115-97,,
5:18.0,,,115-99,2,K. Towns makes 2-pt shot at rim (assist by R. Rubio)
5:03.0,A. Davis misses 2-pt shot from 17 ft,,115-99,,
5:01.0,,,115-99,,Defensive rebound by G. Dieng
4:45.0,,,115-99,,T. Jones misses 3-pt shot from 24 ft
4:44.0,Defensive rebound by J. Holiday,,115-99,,
4:29.0,J. Holiday makes 2-pt shot from 1 ft,2,117-99,,
4:10.0,,,117-99,,Turnover by R. Rubio (lost ball)
4:10.0,,,117-99,,Minnesota full timeout
3:53.0,J. Holiday misses 2-pt shot from 18 ft,,117-99,,
3:51.0,,,117-99,,Defensive rebound by G. Dieng
3:40.0,,,117-99,,G. Dieng misses 2-pt shot from 1 ft
3:39.0,Defensive rebound by S. Hill,,117-99,,
3:27.0,A. Davis misses 2-pt shot from 18 ft,,117-99,,
