time,Houston,pts.away,score,pts.home,Golden State
4:41.0,Turnover by E. Gordon (lost ball; steal by M. Barnes),,92-95,,
4:19.0,,,92-97,2,S. Livingston makes 2-pt shot from 2 ft (assist by A. Iguodala)
4:19.0,Houston full timeout,,92-97,,
4:19.0,M. Harrell enters the game for C. Capela,,92-97,,
4:03.0,J. Harden misses 2-pt shot from 7 ft,,92-97,,
4:02.0,,,92-97,,Defensive rebound by S. Livingston
3:41.0,,,92-99,2,M. Barnes makes 2-pt shot from 18 ft (assist by S. Livingston)
3:22.0,T. Ariza misses 3-pt shot from 23 ft,,92-99,,
3:22.0,Offensive rebound by L. Williams,,92-99,,
3:18.0,L. Williams misses 2-pt shot from 7 ft,,92-99,,
3:17.0,,,92-99,,Defensive rebound by S. Livingston
3:00.0,,,92-99,,Shooting foul by E. Gordon (drawn by S. Livingston)
3:00.0,,,92-99,,S. Livingston misses free throw 1 of 2
3:00.0,,,92-99,,Offensive rebound by Team
3:00.0,,,92-100,1,S. Livingston makes free throw 2 of 2
2:47.0,,,92-100,,Golden State full timeout
2:47.0,,,92-100,,K. Thompson enters the game for S. Livingston
2:41.0,J. Harden makes 3-pt shot from 26 ft (assist by M. Harrell),3,95-100,,
2:22.0,,,95-103,3,S. Curry makes 3-pt shot from 28 ft
2:02.0,Shooting foul by A. Iguodala (drawn by M. Harrell),,95-103,,
2:02.0,M. Harrell makes free throw 1 of 2,1,96-103,,
2:02.0,M. Harrell misses free throw 2 of 2,,96-103,,
2:02.0,P. Beverley enters the game for L. Williams,,96-103,,
2:01.0,,,96-103,,Defensive rebound by K. Thompson
1:39.0,,,96-103,,A. Iguodala misses 3-pt shot from 24 ft
1:38.0,,,96-103,,Offensive rebound by D. Green
1:37.0,,,96-103,,D. Green misses 2-pt shot from 10 ft
1:35.0,Defensive rebound by M. Harrell,,96-103,,
1:27.0,Turnover by E. Gordon (lost ball; steal by A. Iguodala),,96-103,,
1:11.0,,,96-103,,S. Curry misses 3-pt shot from 29 ft
1:10.0,,,96-103,,Offensive rebound by M. Barnes
0:51.0,,,96-103,,D. Green misses 2-pt shot from 7 ft (block by M. Harrell)
0:49.0,,,96-103,,Offensive rebound by S. Curry
0:47.0,,,96-105,2,S. Curry makes 2-pt shot from 11 ft
0:47.0,Houston full timeout,,96-105,,
0:43.0,,,96-105,,Personal foul by S. Curry (drawn by E. Gordon)
0:38.0,,,96-105,,Personal foul by S. Curry (drawn by J. Harden)
0:38.0,J. Harden makes free throw 1 of 2,1,97-105,,
0:38.0,J. Harden makes free throw 2 of 2,1,98-105,,
0:29.0,,,98-107,2,A. Iguodala makes 2-pt shot at rim (assist by K. Thompson)
0:19.0,J. Harden misses 3-pt shot from 27 ft,,98-107,,
0:18.0,Offensive rebound by M. Harrell,,98-107,,
0:18.0,M. Harrell misses 2-pt shot from 1 ft (block by A. Iguodala),,98-107,,
0:17.0,,,98-107,,Defensive rebound by A. Iguodala
0:00.0,End of 4th quarter,,,,End of 4th quarter
