time,Phoenix,pts.away,score,pts.home,Utah
7:19.0,Turnover by E. Bledsoe (discontinued dribble),,4-9,,
7:09.0,,,4-12,3,D. Exum makes 3-pt shot from 25 ft (assist by R. Hood)
7:02.0,,,4-12,,Shooting block foul by D. Exum (drawn by E. Bledsoe)
7:02.0,E. Bledsoe makes free throw 1 of 2,1,5-12,,
7:02.0,E. Bledsoe makes free throw 2 of 2,1,6-12,,
7:02.0,A. Len enters the game for M. Chriss,,5-12,,
6:52.0,,,6-14,2,G. Hayward makes 2-pt shot from 7 ft (assist by B. Diaw)
6:38.0,A. Len misses 2-pt shot from 3 ft (block by D. Exum),,6-14,,
6:37.0,,,6-14,,Defensive rebound by D. Exum
6:29.0,,,6-17,3,R. Hood makes 3-pt shot from 24 ft (assist by G. Hayward)
6:28.0,Phoenix full timeout,,6-17,,
6:28.0,,,6-17,,J. Johnson enters the game for G. Hayward
6:13.0,A. Len makes 2-pt shot from 15 ft (assist by E. Bledsoe),2,8-17,,
6:04.0,,,8-17,,Offensive foul by D. Exum
6:04.0,,,8-17,,Turnover by D. Exum (offensive foul)
6:04.0,B. Knight enters the game for E. Bledsoe,,8-17,,
6:04.0,J. Dudley enters the game for T. Chandler,,8-17,,
6:04.0,,,8-17,,S. Mack enters the game for D. Exum
5:48.0,Shooting foul by R. Gobert (drawn by A. Len),,8-17,,
5:48.0,A. Len makes free throw 1 of 2,1,9-17,,
5:48.0,A. Len makes free throw 2 of 2,1,10-17,,
5:48.0,,,9-17,,T. Lyles enters the game for B. Diaw
5:31.0,,,10-19,2,J. Johnson makes 2-pt shot from 18 ft
5:22.0,B. Knight misses 2-pt shot from 3 ft,,10-19,,
5:22.0,,,10-19,,Defensive rebound by Team
5:09.0,,,10-21,2,S. Mack makes 2-pt shot from 2 ft
4:55.0,D. Booker misses 2-pt shot from 12 ft,,10-21,,
4:52.0,,,10-21,,Defensive rebound by T. Lyles
4:43.0,,,10-23,2,R. Hood makes 2-pt shot from 6 ft
4:23.0,Turnover by D. Booker (lost ball; steal by R. Hood),,10-23,,
4:16.0,,,10-23,,R. Hood misses 2-pt shot from 2 ft
4:15.0,Defensive rebound by A. Len,,10-23,,
4:00.0,D. Booker misses 3-pt shot from 24 ft,,10-23,,
3:59.0,,,10-23,,Defensive rebound by Team
3:59.0,Loose ball foul by A. Len (drawn by R. Gobert),,10-23,,
3:59.0,,,10-24,1,R. Gobert makes free throw 1 of 2
3:59.0,,,10-25,1,R. Gobert makes free throw 2 of 2
3:59.0,,,10-23,,J. Ingles enters the game for R. Hood
3:59.0,E. Bledsoe enters the game for D. Booker,,10-23,,
3:59.0,D. Bender enters the game for P. Tucker,,10-24,,
3:46.0,B. Knight misses 2-pt shot from 3 ft,,10-25,,
3:46.0,,,10-25,,Defensive rebound by R. Gobert
3:45.0,,,10-25,,Turnover by S. Mack (lost ball)
3:40.0,Shooting foul by T. Lyles (drawn by E. Bledsoe),,10-25,,
3:40.0,E. Bledsoe makes 2-pt shot from 3 ft,2,12-25,,
3:40.0,E. Bledsoe makes free throw 1 of 1,1,13-25,,
3:25.0,,,13-25,,J. Johnson misses 3-pt shot from 24 ft
3:23.0,Defensive rebound by J. Dudley,,13-25,,
3:15.0,A. Len makes 2-pt shot from 2 ft (assist by J. Dudley),2,15-25,,
3:13.0,,,15-25,,Utah full timeout
2:49.0,,,15-28,3,J. Johnson makes 3-pt shot from 26 ft (assist by T. Lyles)
2:24.0,B. Knight misses 2-pt shot from 22 ft,,15-28,,
2:24.0,,,15-28,,Defensive rebound by T. Lyles
2:12.0,,,15-28,,Shooting foul by E. Bledsoe (drawn by S. Mack)
2:12.0,,,15-29,1,S. Mack makes free throw 1 of 2
2:12.0,,,15-30,1,S. Mack makes free throw 2 of 2
2:12.0,,,15-29,,J. Withey enters the game for R. Gobert
1:56.0,D. Bender misses 3-pt shot from 25 ft,,15-30,,
1:55.0,,,15-30,,Defensive rebound by S. Mack
1:32.0,,,15-30,,Turnover by S. Mack (lost ball)
1:08.0,J. Dudley makes 2-pt shot from 3 ft,2,17-30,,
0:48.0,,,17-30,,T. Lyles misses 3-pt shot from 25 ft
0:47.0,Defensive rebound by E. Bledsoe,,17-30,,
0:38.0,Turnover by J. Dudley (bad pass; steal by J. Withey),,17-30,,
0:30.0,,,17-33,3,J. Johnson makes 3-pt shot from 25 ft (assist by S. Mack)
0:08.0,Shooting foul by J. Withey (drawn by A. Len),,17-33,,
0:08.0,A. Len makes free throw 1 of 2,1,18-33,,
0:08.0,A. Len makes free throw 2 of 2,1,19-33,,
0:01.0,,,19-33,,J. Johnson misses 2-pt shot from 17 ft
0:01.0,,,19-33,,Offensive rebound by T. Lyles
0:00.0,,,19-33,,T. Lyles misses 2-pt shot from 1 ft
0:00.0,,,19-33,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,19-33,,S. Mack misses 2-pt shot from 20 ft
11:36.0,Defensive rebound by J. Dudley,,19-33,,
11:30.0,B. Knight misses 2-pt shot from 3 ft (block by J. Withey),,19-33,,
11:30.0,Offensive rebound by A. Len,,19-33,,
11:26.0,A. Len misses 2-pt shot from 2 ft (block by J. Johnson),,19-33,,
11:24.0,Offensive rebound by B. Knight,,19-33,,
11:17.0,L. Barbosa makes 3-pt shot from 25 ft (assist by J. Dudley),3,22-33,,
10:56.0,,,22-33,,S. Mack misses 3-pt shot from 24 ft
10:56.0,Defensive rebound by L. Barbosa,,22-33,,
10:50.0,L. Barbosa makes 2-pt shot from 2 ft,2,24-33,,
10:50.0,Shooting foul by J. Withey (drawn by L. Barbosa),,24-33,,
10:50.0,L. Barbosa makes free throw 1 of 1,1,25-33,,
10:50.0,,,24-33,,D. Exum enters the game for S. Mack
10:26.0,,,25-35,2,J. Withey makes 2-pt shot from 15 ft (assist by G. Hayward)
10:08.0,L. Barbosa misses 3-pt shot from 24 ft,,25-35,,
10:07.0,,,25-35,,Defensive rebound by J. Withey
9:59.0,,,25-37,2,D. Exum makes 2-pt shot from 2 ft
9:33.0,Turnover by L. Barbosa (lost ball),,25-37,,
9:22.0,,,25-37,,G. Hayward misses 3-pt shot from 25 ft
9:22.0,Defensive rebound by J. Dudley,,25-37,,
9:11.0,B. Knight makes 2-pt shot from 19 ft,2,27-37,,
8:56.0,,,27-37,,J. Withey misses 2-pt shot from 2 ft
8:56.0,Defensive rebound by J. Dudley,,27-37,,
8:53.0,Shooting foul by D. Exum (drawn by B. Knight),,27-37,,
8:53.0,Phoenix full timeout,,27-37,,
8:53.0,B. Knight makes free throw 1 of 2,1,28-37,,
8:53.0,B. Knight makes free throw 2 of 2,1,29-37,,
8:53.0,,,27-37,,S. Mack enters the game for D. Exum
8:53.0,,,27-37,,B. Diaw enters the game for T. Lyles
8:39.0,,,29-37,,G. Hayward misses 2-pt shot from 3 ft
8:39.0,,,29-37,,Offensive rebound by J. Withey
8:39.0,Personal foul by J. Dudley (drawn by J. Withey),,29-37,,
8:34.0,Personal foul by L. Barbosa (drawn by J. Withey),,29-37,,
8:31.0,Personal foul by A. Len (drawn by G. Hayward),,29-37,,
8:17.0,,,29-40,3,J. Johnson makes 3-pt shot from 25 ft (assist by G. Hayward)
8:05.0,Turnover by J. Dudley (lost ball),,29-40,,
8:05.0,Loose ball foul by J. Dudley (drawn by J. Withey),,29-40,,
8:05.0,,,29-40,,R. Gobert enters the game for J. Withey
7:53.0,,,29-40,,J. Johnson misses 3-pt shot from 24 ft
7:51.0,,,29-40,,Offensive rebound by B. Diaw
7:33.0,,,29-40,,S. Mack misses 3-pt shot from 23 ft
7:32.0,Defensive rebound by B. Knight,,29-40,,
7:24.0,,,29-40,,Personal foul by J. Johnson (drawn by L. Barbosa)
7:24.0,,,29-40,,R. Hood enters the game for J. Johnson
7:10.0,A. Len misses 2-pt shot from 10 ft,,29-40,,
7:09.0,,,29-40,,Defensive rebound by R. Gobert
7:09.0,Loose ball foul by A. Len (drawn by R. Gobert),,29-40,,
7:09.0,,,29-41,1,R. Gobert makes free throw 1 of 2
7:09.0,Violation by D. Bender (lane),,29-41,,
7:09.0,,,29-42,1,R. Gobert makes free throw 2 of 2
7:09.0,D. Booker enters the game for J. Dudley,,29-41,,
7:09.0,T. Chandler enters the game for A. Len,,29-41,,
6:54.0,T. Chandler makes 2-pt shot at rim (assist by B. Knight),2,31-42,,
6:31.0,,,31-44,2,B. Diaw makes 2-pt shot from 7 ft
6:10.0,B. Knight misses 2-pt shot from 21 ft,,31-44,,
6:09.0,,,31-44,,Defensive rebound by B. Diaw
5:56.0,,,31-44,,G. Hayward misses 2-pt shot from 22 ft
5:55.0,Defensive rebound by D. Bender,,31-44,,
5:37.0,D. Booker makes 2-pt shot from 8 ft,2,33-44,,
5:32.0,,,33-44,,Utah full timeout
5:32.0,E. Bledsoe enters the game for B. Knight,,33-44,,
5:24.0,,,33-46,2,R. Gobert makes 2-pt shot at rim (assist by R. Hood)
5:12.0,,,33-46,,Personal foul by R. Hood (drawn by D. Booker)
5:12.0,,,33-46,,R. Neto enters the game for S. Mack
5:12.0,P. Tucker enters the game for L. Barbosa,,33-46,,
5:03.0,Turnover by D. Bender (lost ball; steal by G. Hayward),,33-46,,
5:03.0,Personal foul by P. Tucker (drawn by G. Hayward),,33-46,,
5:03.0,,,33-47,1,G. Hayward makes free throw 1 of 2
5:03.0,,,33-48,1,G. Hayward makes free throw 2 of 2
4:50.0,D. Bender misses 3-pt shot from 25 ft,,33-48,,
4:48.0,Offensive rebound by Team,,33-48,,
4:41.0,D. Booker makes 2-pt shot from 13 ft (assist by D. Bender),2,35-48,,
4:24.0,,,35-50,2,B. Diaw makes 2-pt shot from 7 ft
4:06.0,Turnover by E. Bledsoe (bad pass),,35-50,,
4:06.0,M. Chriss enters the game for D. Bender,,35-50,,
3:57.0,,,35-50,,R. Neto misses 2-pt shot from 21 ft
3:57.0,Defensive rebound by M. Chriss,,35-50,,
3:54.0,D. Booker makes 2-pt shot from 4 ft,2,37-50,,
3:54.0,Shooting foul by R. Hood (drawn by D. Booker),,37-50,,
3:54.0,D. Booker makes free throw 1 of 1,1,38-50,,
3:54.0,,,37-50,,J. Ingles enters the game for R. Hood
3:42.0,,,38-50,,G. Hayward misses 2-pt shot from 9 ft
3:42.0,,,38-50,,Offensive rebound by R. Gobert
3:39.0,,,38-52,2,R. Gobert makes 2-pt shot from 2 ft
3:32.0,Shooting foul by R. Gobert (drawn by T. Chandler),,38-52,,
3:32.0,T. Chandler makes free throw 1 of 2,1,39-52,,
3:32.0,T. Chandler makes free throw 2 of 2,1,40-52,,
3:32.0,,,39-52,,S. Mack enters the game for R. Neto
3:16.0,,,40-54,2,R. Gobert makes 2-pt shot at rim (assist by B. Diaw)
3:05.0,,,40-54,,Def 3 sec tech foul by R. Gobert
3:05.0,E. Bledsoe makes technical free throw,1,41-54,,
2:57.0,Turnover by D. Booker (bad pass; steal by S. Mack),,41-54,,
2:43.0,,,41-54,,G. Hayward misses 2-pt shot from 2 ft
2:42.0,,,41-54,,Offensive rebound by R. Gobert
2:41.0,,,41-54,,R. Gobert misses 2-pt shot from 2 ft
2:40.0,Defensive rebound by T. Chandler,,41-54,,
2:32.0,T. Chandler misses 2-pt shot from 15 ft,,41-54,,
2:31.0,,,41-54,,Defensive rebound by R. Gobert
2:19.0,,,41-54,,Turnover by J. Ingles (bad pass; steal by D. Booker)
2:13.0,E. Bledsoe makes 2-pt shot from 1 ft,2,43-54,,
1:58.0,,,43-57,3,G. Hayward makes 3-pt shot from 24 ft
1:31.0,E. Bledsoe misses 2-pt shot from 6 ft,,43-57,,
1:31.0,,,43-57,,Defensive rebound by R. Gobert
1:11.0,,,43-59,2,B. Diaw makes 2-pt shot from 2 ft
1:07.0,Phoenix full timeout,,43-59,,
1:07.0,Technical foul by M. Chriss,,43-59,,
1:07.0,,,43-60,1,G. Hayward makes technical free throw
0:52.0,Turnover by M. Chriss (lost ball),,43-60,,
0:42.0,Personal foul by P. Tucker (drawn by G. Hayward),,43-60,,
0:42.0,,,43-61,1,G. Hayward makes free throw 1 of 2
0:42.0,,,43-62,1,G. Hayward makes free throw 2 of 2
0:35.0,Turnover by P. Tucker (step out of bounds),,43-62,,
0:30.0,,,43-65,3,S. Mack makes 3-pt shot from 24 ft (assist by G. Hayward)
0:08.0,D. Booker makes 2-pt shot from 15 ft,2,45-65,,
0:01.0,,,45-65,,J. Ingles misses 3-pt shot from 25 ft
0:00.0,,,45-65,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,45-67,2,G. Hayward makes 2-pt shot from 18 ft
11:24.0,D. Booker makes 3-pt shot from 24 ft,3,48-67,,
11:07.0,,,48-69,2,B. Diaw makes 2-pt shot from 15 ft
10:55.0,D. Booker makes 2-pt shot from 1 ft,2,50-69,,
10:39.0,,,50-71,2,D. Exum makes 2-pt shot from 3 ft (assist by B. Diaw)
10:23.0,E. Bledsoe makes 2-pt shot from 10 ft,2,52-71,,
10:01.0,,,52-71,,Turnover by G. Hayward (back court)
9:50.0,D. Booker makes 2-pt shot from 16 ft,2,54-71,,
9:36.0,,,54-73,2,G. Hayward makes 2-pt shot from 2 ft (assist by B. Diaw)
9:22.0,Turnover by D. Booker (bad pass; steal by G. Hayward),,54-73,,
9:18.0,,,54-75,2,G. Hayward makes 2-pt shot at rim
9:05.0,,,54-75,,Personal foul by D. Exum (drawn by E. Bledsoe)
9:05.0,,,54-75,,S. Mack enters the game for D. Exum
8:54.0,Shooting foul by J. Ingles (drawn by D. Booker),,54-75,,
8:54.0,D. Booker misses free throw 1 of 2,,54-75,,
8:54.0,Offensive rebound by Team,,54-75,,
8:54.0,D. Booker makes free throw 2 of 2,1,55-75,,
8:38.0,,,55-75,,J. Johnson enters the game for J. Ingles
8:34.0,,,55-77,2,G. Hayward makes 2-pt shot from 1 ft (assist by S. Mack)
8:14.0,E. Bledsoe misses 2-pt shot from 6 ft,,55-77,,
8:13.0,Offensive rebound by E. Bledsoe,,55-77,,
8:11.0,E. Bledsoe makes 2-pt shot from 2 ft,2,57-77,,
7:53.0,,,57-77,,Turnover by J. Johnson (bad pass)
7:41.0,D. Booker makes 2-pt shot from 3 ft,2,59-77,,
7:18.0,Personal foul by M. Chriss (drawn by G. Hayward),,59-77,,
7:10.0,,,59-77,,Turnover by R. Gobert (lost ball; steal by E. Bledsoe)
7:08.0,,,59-77,,Personal foul by J. Johnson (drawn by E. Bledsoe)
7:02.0,D. Booker misses 3-pt shot from 24 ft,,59-77,,
7:02.0,,,59-77,,Defensive rebound by Team
7:02.0,Loose ball foul by M. Chriss (drawn by B. Diaw),,59-77,,
6:48.0,,,59-80,3,G. Hayward makes 3-pt shot from 24 ft (assist by S. Mack)
6:38.0,T. Chandler makes 2-pt shot at rim (assist by E. Bledsoe),2,61-80,,
6:26.0,,,61-80,,Offensive foul by B. Diaw
6:26.0,,,61-80,,Turnover by B. Diaw (offensive foul)
6:17.0,E. Bledsoe misses 2-pt shot from 1 ft,,61-80,,
6:16.0,Offensive rebound by M. Chriss,,61-80,,
6:15.0,M. Chriss makes 2-pt shot at rim,2,63-80,,
6:15.0,Violation by Team (jump ball),,63-80,,
6:15.0,,,63-80,,Utah full timeout
6:02.0,,,63-80,,G. Hayward misses 2-pt shot from 23 ft
6:02.0,Defensive rebound by E. Bledsoe,,63-80,,
5:49.0,M. Chriss misses 3-pt shot from 24 ft,,63-80,,
5:48.0,,,63-80,,Defensive rebound by J. Johnson
5:38.0,,,63-80,,B. Diaw misses 3-pt shot from 24 ft
5:38.0,Defensive rebound by E. Bledsoe,,63-80,,
5:32.0,E. Bledsoe makes 2-pt shot from 2 ft,2,65-80,,
5:12.0,,,65-82,2,R. Gobert makes 2-pt shot from 12 ft (assist by B. Diaw)
4:49.0,M. Chriss makes 2-pt shot from 14 ft (assist by D. Booker),2,67-82,,
4:24.0,,,67-82,,Turnover by J. Johnson (bad pass; steal by P. Tucker)
4:23.0,,,67-82,,Personal foul by G. Hayward (drawn by D. Booker)
4:23.0,,,67-82,,T. Lyles enters the game for B. Diaw
4:23.0,D. Bender enters the game for P. Tucker,,67-82,,
4:15.0,D. Booker makes 2-pt shot from 3 ft,2,69-82,,
3:59.0,,,69-85,3,S. Mack makes 3-pt shot from 25 ft (assist by T. Lyles)
3:43.0,Turnover by T. Chandler (bad pass),,69-85,,
3:43.0,J. Dudley enters the game for M. Chriss,,69-85,,
3:39.0,,,69-85,,Utah full timeout
3:39.0,A. Len enters the game for T. Chandler,,69-85,,
3:39.0,,,69-85,,J. Ingles enters the game for G. Hayward
3:35.0,Personal foul by D. Bender (drawn by R. Gobert),,69-85,,
3:30.0,Personal foul by D. Bender (drawn by R. Gobert),,69-85,,
3:22.0,,,69-88,3,J. Ingles makes 3-pt shot from 24 ft (assist by T. Lyles)
3:04.0,A. Len misses 2-pt shot from 2 ft (block by R. Gobert),,69-88,,
3:03.0,,,69-88,,Defensive rebound by S. Mack
2:57.0,,,69-88,,J. Johnson misses 3-pt shot from 23 ft
2:57.0,Defensive rebound by D. Booker,,69-88,,
2:48.0,J. Dudley misses 2-pt shot from 16 ft,,69-88,,
2:48.0,,,69-88,,Defensive rebound by J. Ingles
2:35.0,Personal foul by A. Len (drawn by R. Gobert),,69-88,,
2:35.0,Phoenix full timeout,,69-88,,
2:35.0,,,69-89,1,R. Gobert makes free throw 1 of 2
2:35.0,,,69-90,1,R. Gobert makes free throw 2 of 2
2:35.0,B. Knight enters the game for E. Bledsoe,,69-88,,
2:21.0,D. Booker misses 2-pt shot from 8 ft,,69-90,,
2:21.0,,,69-90,,Defensive rebound by R. Gobert
2:03.0,,,69-92,2,J. Ingles makes 2-pt shot from 21 ft (assist by J. Johnson)
1:46.0,Shooting foul by S. Mack (drawn by B. Knight),,69-92,,
1:46.0,B. Knight misses free throw 1 of 2,,69-92,,
1:46.0,Offensive rebound by Team,,69-92,,
1:46.0,B. Knight makes free throw 2 of 2,1,70-92,,
1:46.0,L. Barbosa enters the game for D. Booker,,69-92,,
1:24.0,,,70-92,,Turnover by J. Johnson (bad pass)
1:24.0,,,70-92,,J. Withey enters the game for R. Gobert
1:11.0,B. Knight misses 2-pt shot from 3 ft,,70-92,,
1:11.0,Offensive rebound by Team,,70-92,,
1:11.0,,,70-92,,Loose ball foul by J. Johnson (drawn by A. Len)
1:11.0,A. Len makes free throw 1 of 2,1,71-92,,
1:11.0,A. Len makes free throw 2 of 2,1,72-92,,
0:57.0,,,72-92,,T. Lyles misses 3-pt shot from 23 ft
0:56.0,Defensive rebound by D. Bender,,72-92,,
0:51.0,,,72-92,,Personal foul by S. Mack (drawn by J. Dudley)
0:51.0,J. Dudley misses free throw 1 of 2,,72-92,,
0:51.0,Offensive rebound by Team,,72-92,,
0:51.0,J. Dudley makes free throw 2 of 2,1,73-92,,
0:40.0,,,73-92,,Turnover by S. Mack (lost ball; steal by J. Dudley)
0:34.0,J. Dudley misses 3-pt shot from 24 ft,,73-92,,
0:34.0,,,73-92,,Defensive rebound by J. Ingles
0:19.0,,,73-92,,Shooting foul by D. Bender (drawn by J. Johnson)
0:19.0,,,73-93,1,J. Johnson makes free throw 1 of 2
0:19.0,,,73-94,1,J. Johnson makes free throw 2 of 2
0:19.0,,,73-93,,R. Neto enters the game for S. Mack
0:01.0,A. Len makes 2-pt shot at rim (assist by B. Knight),2,75-94,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,Turnover by J. Dudley (bad pass),,75-94,,
11:21.0,,,75-94,,J. Johnson misses 2-pt shot from 13 ft
11:20.0,Defensive rebound by Team,,75-94,,
11:09.0,A. Len makes 2-pt shot from 9 ft (assist by B. Knight),2,77-94,,
10:43.0,,,77-94,,B. Diaw misses 3-pt shot from 24 ft
10:43.0,Defensive rebound by B. Knight,,77-94,,
10:36.0,B. Knight makes 2-pt shot from 2 ft,2,79-94,,
10:16.0,,,79-94,,D. Exum misses 3-pt shot from 25 ft
10:15.0,Defensive rebound by D. Bender,,79-94,,
10:06.0,A. Len misses 2-pt shot from 16 ft,,79-94,,
10:05.0,,,79-94,,Defensive rebound by J. Ingles
9:54.0,,,79-94,,J. Ingles misses 3-pt shot from 25 ft
9:54.0,Defensive rebound by J. Dudley,,79-94,,
9:47.0,B. Knight makes 2-pt shot from 1 ft,2,81-94,,
9:47.0,,,81-94,,Utah full timeout
9:47.0,,,81-94,,R. Gobert enters the game for J. Withey
9:47.0,,,81-94,,G. Hayward enters the game for J. Ingles
9:35.0,Personal foul by D. Bender (drawn by R. Gobert),,81-94,,
9:26.0,,,81-94,,B. Diaw misses 2-pt shot from 5 ft
9:26.0,Defensive rebound by A. Len,,81-94,,
9:12.0,B. Knight misses 3-pt shot from 24 ft,,81-94,,
9:12.0,,,81-94,,Defensive rebound by J. Johnson
9:00.0,Personal foul by L. Barbosa (drawn by G. Hayward),,81-94,,
8:55.0,,,81-94,,Offensive foul by D. Exum
8:55.0,,,81-94,,Turnover by D. Exum (offensive foul)
8:55.0,,,81-94,,S. Mack enters the game for D. Exum
8:46.0,B. Knight misses 2-pt shot from 8 ft,,81-94,,
8:44.0,Offensive rebound by B. Knight,,81-94,,
8:43.0,B. Knight makes 2-pt shot from 1 ft,2,83-94,,
8:23.0,,,83-94,,Shooting foul by A. Len (drawn by G. Hayward)
8:23.0,,,83-95,1,G. Hayward makes free throw 1 of 2
8:23.0,,,83-95,,G. Hayward misses free throw 2 of 2
8:23.0,Defensive rebound by A. Len,,83-95,,
8:12.0,L. Barbosa misses 2-pt shot from 20 ft,,83-95,,
8:12.0,Offensive rebound by B. Knight,,83-95,,
8:00.0,L. Barbosa misses 2-pt shot from 13 ft,,83-95,,
8:00.0,,,83-95,,Defensive rebound by R. Gobert
7:45.0,,,83-95,,J. Ingles enters the game for J. Johnson
7:39.0,Personal foul by J. Dudley (drawn by G. Hayward),,83-95,,
7:34.0,,,83-95,,Turnover by R. Gobert (bad pass; steal by L. Barbosa)
7:32.0,,,83-95,,Personal foul by S. Mack (drawn by L. Barbosa)
7:32.0,,,83-95,,D. Exum enters the game for S. Mack
7:25.0,L. Barbosa makes 3-pt shot from 24 ft (assist by J. Dudley),3,86-95,,
7:00.0,,,86-95,,B. Diaw misses 2-pt shot from 15 ft
6:59.0,Defensive rebound by L. Barbosa,,86-95,,
6:51.0,L. Barbosa makes 2-pt shot from 2 ft,2,88-95,,
6:38.0,Personal foul by A. Len (drawn by J. Ingles),,88-95,,
6:38.0,,,88-96,1,J. Ingles makes free throw 1 of 2
6:38.0,,,88-97,1,J. Ingles makes free throw 2 of 2
6:38.0,T. Chandler enters the game for A. Len,,88-95,,
6:24.0,J. Dudley makes 3-pt shot from 25 ft (assist by B. Knight),3,91-97,,
6:06.0,,,91-97,,G. Hayward misses 2-pt shot from 21 ft
6:06.0,Defensive rebound by J. Dudley,,91-97,,
5:55.0,T. Chandler misses 2-pt shot from 4 ft,,91-97,,
5:53.0,Offensive rebound by T. Chandler,,91-97,,
5:53.0,T. Chandler misses 2-pt shot from 2 ft,,91-97,,
5:53.0,Offensive rebound by T. Chandler,,91-97,,
5:49.0,B. Knight misses 3-pt shot from 23 ft,,91-97,,
5:48.0,,,91-97,,Defensive rebound by G. Hayward
5:34.0,,,91-100,3,B. Diaw makes 3-pt shot from 23 ft (assist by J. Ingles)
5:12.0,D. Bender makes 3-pt shot from 23 ft (assist by L. Barbosa),3,94-100,,
5:00.0,Personal foul by B. Knight (drawn by G. Hayward),,94-100,,
5:00.0,,,94-100,,Utah full timeout
5:00.0,,,94-101,1,G. Hayward makes free throw 1 of 2
5:00.0,,,94-101,,G. Hayward misses free throw 2 of 2
5:00.0,Defensive rebound by J. Dudley,,94-101,,
5:00.0,,,94-100,,S. Mack enters the game for D. Exum
5:00.0,,,94-100,,J. Johnson enters the game for B. Diaw
4:47.0,J. Dudley makes 3-pt shot from 24 ft (assist by B. Knight),3,97-101,,
4:30.0,,,97-101,,Turnover by R. Gobert (bad pass)
4:16.0,B. Knight misses 2-pt shot from 11 ft,,97-101,,
4:16.0,Offensive rebound by B. Knight,,97-101,,
4:11.0,B. Knight makes 2-pt shot from 6 ft,2,99-101,,
3:57.0,Personal foul by L. Barbosa (drawn by G. Hayward),,99-101,,
3:57.0,Phoenix full timeout,,99-101,,
3:57.0,,,99-102,1,G. Hayward makes free throw 1 of 2
3:57.0,,,99-103,1,G. Hayward makes free throw 2 of 2
3:57.0,,,99-101,,B. Diaw enters the game for J. Ingles
3:38.0,Shooting foul by S. Mack (drawn by T. Chandler),,99-103,,
3:38.0,T. Chandler makes free throw 1 of 2,1,100-103,,
3:38.0,T. Chandler makes free throw 2 of 2,1,101-103,,
3:16.0,,,101-103,,Turnover by B. Diaw (traveling)
