time,Utah,pts.away,score,pts.home,LA Clippers
0:02.0,D. Favors misses 2-pt shot from 7 ft,,22-19,,
0:01.0,,,22-19,,Defensive rebound by M. Speights
0:00.0,,,22-19,,M. Speights misses 3-pt shot from 81 ft
0:00.0,,,22-19,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,Offensive charge foul by S. Mack,,22-19,,
11:38.0,Turnover by S. Mack (offensive foul),,22-19,,
11:23.0,,,22-19,,M. Speights misses 2-pt shot from 4 ft
11:21.0,Defensive rebound by D. Favors,,22-19,,
11:14.0,S. Mack misses 2-pt shot from 15 ft,,22-19,,
11:13.0,Offensive rebound by D. Favors,,22-19,,
11:11.0,Offensive charge foul by S. Mack,,22-19,,
11:11.0,Turnover by S. Mack (offensive foul),,22-19,,
10:50.0,,,22-21,2,A. Rivers makes 2-pt shot from 19 ft (assist by R. Felton)
10:32.0,T. Lyles makes 3-pt shot from 24 ft (assist by J. Ingles),3,25-21,,
10:24.0,Personal foul by S. Mack (drawn by R. Felton),,25-21,,
10:24.0,R. Hood enters the game for S. Mack,,25-21,,
10:10.0,,,25-23,2,A. Rivers makes 2-pt shot from 2 ft
10:01.0,R. Hood misses 2-pt shot from 6 ft,,25-23,,
10:00.0,,,25-23,,Defensive rebound by A. Rivers
9:50.0,,,25-23,,R. Felton misses 2-pt shot from 3 ft
9:49.0,Defensive rebound by D. Exum,,25-23,,
9:41.0,D. Exum makes 2-pt shot from 1 ft,2,27-23,,
9:20.0,,,27-23,,M. Speights misses 3-pt shot from 26 ft
9:18.0,Defensive rebound by D. Exum,,27-23,,
9:04.0,D. Exum misses 2-pt shot from 18 ft,,27-23,,
9:03.0,,,27-23,,Defensive rebound by W. Johnson
8:54.0,,,27-23,,A. Rivers misses 2-pt shot from 3 ft
8:52.0,Defensive rebound by R. Hood,,27-23,,
8:33.0,J. Ingles misses 2-pt shot from 3 ft (block by W. Johnson),,27-23,,
8:32.0,Offensive rebound by T. Lyles,,27-23,,
8:32.0,T. Lyles misses 2-pt shot from 3 ft (block by M. Speights),,27-23,,
8:32.0,Offensive rebound by Team,,27-23,,
8:32.0,Official timeout,,27-23,,
8:32.0,B. Diaw enters the game for D. Favors,,27-23,,
8:32.0,,,27-23,,D. Jordan enters the game for M. Speights
8:28.0,T. Lyles misses 3-pt shot from 25 ft,,27-23,,
8:28.0,,,27-23,,Defensive rebound by Team
8:08.0,,,27-23,,Shooting foul by T. Lyles (drawn by J. Crawford)
8:08.0,,,27-24,1,J. Crawford makes free throw 1 of 2
8:08.0,,,27-25,1,J. Crawford makes free throw 2 of 2
8:08.0,,,27-24,,C. Paul enters the game for R. Felton
7:54.0,T. Lyles misses 3-pt shot from 24 ft,,27-25,,
7:53.0,,,27-25,,Defensive rebound by Team
7:52.0,G. Hill enters the game for J. Ingles,,27-25,,
7:52.0,R. Gobert enters the game for T. Lyles,,27-25,,
7:41.0,,,27-25,,J. Crawford misses 2-pt shot from 18 ft
7:40.0,Defensive rebound by R. Hood,,27-25,,
7:18.0,D. Exum misses 2-pt shot from 11 ft,,27-25,,
7:15.0,,,27-25,,Defensive rebound by W. Johnson
7:01.0,,,27-27,2,A. Rivers makes 2-pt shot from 2 ft
6:47.0,,,27-27,,Personal foul by A. Rivers (drawn by R. Hood)
6:47.0,,,27-27,,J. Redick enters the game for J. Crawford
6:47.0,,,27-27,,B. Griffin enters the game for W. Johnson
6:34.0,G. Hill makes 2-pt shot from 20 ft,2,29-27,,
6:09.0,,,29-27,,Turnover by B. Griffin (lost ball)
6:09.0,,,29-27,,Loose ball foul by B. Griffin (drawn by G. Hill)
5:54.0,G. Hill misses 2-pt shot from 16 ft,,29-27,,
5:51.0,,,29-27,,Defensive rebound by B. Griffin
5:44.0,,,29-27,,D. Jordan misses 2-pt shot from 4 ft (block by R. Gobert)
5:43.0,Defensive rebound by R. Gobert,,29-27,,
5:37.0,R. Gobert makes 2-pt shot at rim (assist by G. Hill),2,31-27,,
5:10.0,,,31-30,3,A. Rivers makes 3-pt shot from 26 ft (assist by C. Paul)
4:54.0,Turnover by G. Hill (bad pass; steal by C. Paul),,31-30,,
4:50.0,,,31-32,2,B. Griffin makes 2-pt shot at rim
4:50.0,Utah full timeout,,31-32,,
4:50.0,J. Johnson enters the game for D. Exum,,31-32,,
4:35.0,R. Hood misses 2-pt shot from 9 ft,,31-32,,
4:32.0,,,31-32,,Defensive rebound by B. Griffin
4:17.0,,,31-32,,Turnover by A. Rivers (bad pass; steal by G. Hill)
3:59.0,Turnover by B. Diaw (traveling),,31-32,,
3:46.0,,,31-34,2,J. Redick makes 2-pt shot from 21 ft (assist by A. Rivers)
3:27.0,G. Hill makes 2-pt shot from 10 ft (assist by R. Gobert),2,33-34,,
3:14.0,,,33-34,,Turnover by C. Paul (lost ball; steal by G. Hill)
3:14.0,,,33-34,,Personal foul by C. Paul (drawn by G. Hill)
3:14.0,T. Lyles enters the game for B. Diaw,,33-34,,
3:14.0,,,33-34,,L. Mbah a Moute enters the game for A. Rivers
2:56.0,,,33-34,,LA Clippers full timeout
2:50.0,R. Hood misses 3-pt shot from 27 ft,,33-34,,
2:49.0,,,33-34,,Defensive rebound by D. Jordan
2:43.0,,,33-36,2,B. Griffin makes 2-pt shot from 1 ft (assist by C. Paul)
2:23.0,R. Hood makes 2-pt shot from 5 ft,2,35-36,,
2:23.0,Shooting foul by J. Redick (drawn by R. Hood),,35-36,,
2:23.0,R. Hood misses free throw 1 of 1,,35-36,,
2:22.0,,,35-36,,Defensive rebound by D. Jordan
2:12.0,Personal foul by T. Lyles (drawn by B. Griffin),,35-36,,
2:07.0,Personal foul by R. Hood (drawn by J. Redick),,35-36,,
2:01.0,,,35-36,,C. Paul misses 2-pt shot from 15 ft
1:59.0,,,35-36,,Offensive rebound by D. Jordan
1:58.0,,,35-38,2,D. Jordan makes 2-pt shot at rim
1:42.0,J. Johnson misses 2-pt shot from 17 ft,,35-38,,
1:41.0,,,35-38,,Defensive rebound by D. Jordan
1:29.0,,,35-38,,C. Paul misses 2-pt shot from 19 ft (block by R. Gobert)
1:26.0,,,35-38,,Offensive rebound by D. Jordan
1:26.0,,,35-38,,D. Jordan misses 2-pt shot from 2 ft
1:25.0,,,35-38,,Offensive rebound by D. Jordan
1:25.0,,,35-40,2,D. Jordan makes 2-pt shot at rim
1:19.0,Offensive foul by R. Gobert,,35-40,,
1:19.0,Turnover by R. Gobert (offensive foul),,35-40,,
1:19.0,J. Ingles enters the game for R. Gobert,,35-40,,
1:19.0,B. Diaw enters the game for T. Lyles,,35-40,,
1:08.0,Personal foul by G. Hill (drawn by C. Paul),,35-40,,
1:08.0,,,35-41,1,C. Paul makes free throw 1 of 2
1:08.0,,,35-42,1,C. Paul makes free throw 2 of 2
1:08.0,D. Favors enters the game for J. Ingles,,35-41,,
1:08.0,,,35-41,,W. Johnson enters the game for B. Griffin
0:55.0,Turnover by R. Hood (traveling),,35-42,,
0:55.0,,,35-42,,B. Griffin enters the game for W. Johnson
0:42.0,,,35-42,,B. Griffin misses 3-pt shot from 26 ft
0:41.0,,,35-42,,Offensive rebound by L. Mbah a Moute
0:36.0,,,35-42,,J. Redick misses 3-pt shot from 28 ft
0:35.0,,,35-42,,Offensive rebound by L. Mbah a Moute
0:26.0,,,35-42,,C. Paul misses 3-pt shot from 25 ft
0:25.0,,,35-42,,Offensive rebound by B. Griffin
0:23.0,,,35-42,,LA Clippers full timeout
0:23.0,,,35-42,,J. Crawford enters the game for L. Mbah a Moute
0:21.0,D. Exum enters the game for B. Diaw,,35-42,,
0:03.0,,,35-42,,B. Griffin misses 2-pt shot from 7 ft
0:01.0,Defensive rebound by D. Favors,,35-42,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,B. Diaw misses 2-pt shot from 22 ft,,35-42,,
11:31.0,,,35-42,,Defensive rebound by C. Paul
11:21.0,,,35-44,2,L. Mbah a Moute makes 2-pt shot from 3 ft (assist by C. Paul)
10:58.0,Turnover by B. Diaw (bad pass; steal by J. Redick),,35-44,,
10:51.0,,,35-46,2,J. Redick makes 2-pt shot from 3 ft
10:23.0,J. Johnson misses 2-pt shot from 18 ft,,35-46,,
10:22.0,,,35-46,,Defensive rebound by D. Jordan
10:17.0,,,35-46,,D. Jordan misses 2-pt shot at rim
10:15.0,,,35-46,,Offensive rebound by L. Mbah a Moute
10:15.0,Personal foul by R. Hood (drawn by J. Redick),,35-46,,
10:15.0,D. Favors enters the game for R. Gobert,,35-46,,
10:03.0,,,35-46,,Shooting foul by D. Favors (drawn by B. Griffin)
10:03.0,,,35-47,1,B. Griffin makes free throw 1 of 2
10:03.0,,,35-47,,B. Griffin misses free throw 2 of 2
10:00.0,Defensive rebound by D. Favors,,35-47,,
9:44.0,D. Favors misses 2-pt shot from 13 ft,,35-47,,
9:43.0,,,35-47,,Defensive rebound by B. Griffin
9:31.0,,,35-49,2,B. Griffin makes 2-pt shot from 3 ft (assist by C. Paul)
9:08.0,R. Hood misses 2-pt shot from 6 ft,,35-49,,
9:07.0,,,35-49,,Defensive rebound by Team
9:07.0,R. Gobert enters the game for B. Diaw,,35-49,,
8:56.0,,,35-49,,L. Mbah a Moute misses 3-pt shot from 25 ft
8:54.0,Defensive rebound by R. Gobert,,35-49,,
8:48.0,R. Gobert makes 2-pt shot at rim (assist by J. Johnson),2,37-49,,
8:29.0,,,37-52,3,J. Redick makes 3-pt shot from 23 ft (assist by C. Paul)
8:14.0,J. Johnson misses 2-pt shot from 10 ft,,37-52,,
8:12.0,,,37-52,,Defensive rebound by D. Jordan
8:01.0,,,37-52,,B. Griffin misses 2-pt shot from 16 ft
7:59.0,Defensive rebound by D. Favors,,37-52,,
7:45.0,G. Hill makes 3-pt shot from 25 ft (assist by J. Johnson),3,40-52,,
7:36.0,,,40-52,,LA Clippers full timeout
7:36.0,J. Ingles enters the game for J. Johnson,,40-52,,
7:25.0,,,40-54,2,D. Jordan makes 2-pt shot at rim (assist by B. Griffin)
7:06.0,G. Hill makes 2-pt shot from 15 ft,2,42-54,,
6:42.0,,,42-54,,L. Mbah a Moute misses 2-pt shot from 2 ft
6:41.0,Defensive rebound by G. Hill,,42-54,,
6:37.0,G. Hill makes 2-pt shot from 2 ft,2,44-54,,
6:34.0,,,44-54,,LA Clippers full timeout
6:34.0,,,44-54,,M. Speights enters the game for D. Jordan
6:23.0,,,44-57,3,M. Speights makes 3-pt shot from 26 ft (assist by C. Paul)
6:05.0,Offensive charge foul by R. Hood,,44-57,,
6:05.0,Turnover by R. Hood (offensive foul),,44-57,,
6:05.0,,,44-57,,A. Rivers enters the game for L. Mbah a Moute
5:56.0,,,44-57,,M. Speights misses 3-pt shot from 24 ft
5:55.0,Defensive rebound by J. Ingles,,44-57,,
5:46.0,Turnover by J. Ingles (bad pass; steal by C. Paul),,44-57,,
5:43.0,,,44-57,,Shooting foul by G. Hill (drawn by M. Speights)
5:43.0,,,44-58,1,M. Speights makes free throw 1 of 2
5:43.0,,,44-58,,M. Speights misses free throw 2 of 2
5:40.0,Defensive rebound by R. Gobert,,44-58,,
5:22.0,R. Hood misses 2-pt shot from 16 ft,,44-58,,
5:20.0,Offensive rebound by R. Gobert,,44-58,,
5:18.0,Turnover by R. Gobert (lost ball; steal by C. Paul),,44-58,,
5:12.0,,,44-58,,A. Rivers misses 3-pt shot from 25 ft
5:08.0,,,44-58,,Offensive rebound by B. Griffin
5:06.0,,,44-60,2,B. Griffin makes 2-pt shot from 2 ft
4:51.0,R. Gobert makes 2-pt shot from 3 ft (assist by J. Ingles),2,46-60,,
4:35.0,,,46-60,,B. Griffin misses 2-pt shot from 21 ft
4:34.0,Defensive rebound by R. Gobert,,46-60,,
4:23.0,Turnover by G. Hill (bad pass; steal by B. Griffin),,46-60,,
4:04.0,,,46-60,,C. Paul misses 2-pt shot from 20 ft
4:01.0,Defensive rebound by J. Ingles,,46-60,,
3:40.0,J. Ingles makes 3-pt shot from 26 ft (assist by G. Hill),3,49-60,,
3:19.0,,,49-60,,J. Redick misses 2-pt shot from 20 ft
3:18.0,Defensive rebound by D. Favors,,49-60,,
3:14.0,Utah full timeout,,49-60,,
3:14.0,,,49-60,,R. Felton enters the game for J. Redick
3:14.0,,,49-60,,J. Crawford enters the game for C. Paul
3:14.0,S. Mack enters the game for R. Hood,,49-60,,
3:14.0,D. Exum enters the game for G. Hill,,49-60,,
3:14.0,T. Lyles enters the game for D. Favors,,49-60,,
3:07.0,T. Lyles makes 2-pt shot from 8 ft (assist by J. Ingles),2,51-60,,
2:53.0,,,51-62,2,J. Crawford makes 2-pt shot from 15 ft
2:35.0,T. Lyles misses 2-pt shot from 9 ft,,51-62,,
2:32.0,,,51-62,,Defensive rebound by R. Felton
2:27.0,,,51-62,,J. Crawford misses 3-pt shot from 25 ft
2:26.0,,,51-62,,Offensive rebound by B. Griffin
2:15.0,Personal foul by J. Ingles (drawn by B. Griffin),,51-62,,
2:15.0,,,51-62,,W. Johnson enters the game for B. Griffin
2:06.0,,,51-64,2,R. Felton makes 2-pt shot from 18 ft
1:49.0,J. Ingles makes 3-pt shot from 25 ft (assist by T. Lyles),3,54-64,,
1:37.0,,,54-64,,Turnover by A. Rivers (traveling)
1:25.0,,,54-64,,Personal foul by J. Crawford (drawn by T. Lyles)
1:20.0,Shooting foul by M. Speights (drawn by D. Exum),,54-64,,
1:20.0,D. Exum makes free throw 1 of 2,1,55-64,,
1:20.0,D. Exum makes free throw 2 of 2,1,56-64,,
1:07.0,,,56-66,2,J. Crawford makes 2-pt shot from 8 ft (assist by W. Johnson)
0:51.0,S. Mack misses 3-pt shot from 24 ft,,56-66,,
0:50.0,,,56-66,,Defensive rebound by Team
0:37.0,,,56-69,3,W. Johnson makes 3-pt shot from 26 ft (assist by J. Crawford)
0:27.0,Offensive charge foul by T. Lyles,,56-69,,
0:27.0,Turnover by T. Lyles (offensive foul),,56-69,,
0:06.0,,,56-69,,J. Crawford misses 3-pt shot from 26 ft
0:04.0,Defensive rebound by R. Gobert,,56-69,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,56-71,2,A. Rivers makes 2-pt shot from 20 ft
11:32.0,,,56-71,,Personal foul by W. Johnson (drawn by D. Exum)
11:23.0,D. Favors misses 2-pt shot from 21 ft,,56-71,,
11:22.0,,,56-71,,Defensive rebound by M. Speights
11:09.0,,,56-73,2,A. Rivers makes 2-pt shot from 1 ft
10:55.0,J. Johnson misses 2-pt shot from 12 ft,,56-73,,
10:53.0,,,56-73,,Defensive rebound by W. Johnson
10:43.0,,,56-73,,M. Speights misses 3-pt shot from 26 ft
10:41.0,Defensive rebound by T. Lyles,,56-73,,
10:33.0,T. Lyles misses 3-pt shot from 27 ft,,56-73,,
10:33.0,,,56-73,,Defensive rebound by M. Speights
10:16.0,,,56-75,2,R. Felton makes 2-pt shot from 12 ft
10:16.0,Utah full timeout,,56-75,,
10:16.0,G. Hill enters the game for T. Lyles,,56-75,,
10:16.0,J. Ingles enters the game for S. Mack,,56-75,,
10:01.0,D. Favors makes 2-pt shot at rim (assist by D. Exum),2,58-75,,
9:46.0,,,58-77,2,A. Rivers makes 2-pt shot from 20 ft (assist by W. Johnson)
9:18.0,G. Hill makes 2-pt shot from 3 ft,2,60-77,,
8:59.0,,,60-77,,W. Johnson misses 3-pt shot from 24 ft
8:58.0,Defensive rebound by J. Ingles,,60-77,,
8:48.0,D. Favors misses 2-pt shot from 2 ft (block by W. Johnson),,60-77,,
8:47.0,Offensive rebound by J. Ingles,,60-77,,
8:35.0,J. Ingles misses 2-pt shot from 19 ft,,60-77,,
8:32.0,,,60-77,,Defensive rebound by W. Johnson
8:26.0,,,60-77,,W. Johnson misses 3-pt shot from 24 ft
8:23.0,Defensive rebound by J. Ingles,,60-77,,
8:16.0,G. Hill misses 3-pt shot from 25 ft,,60-77,,
8:14.0,,,60-77,,Defensive rebound by J. Crawford
8:07.0,,,60-77,,Turnover by A. Rivers (step out of bounds)
8:07.0,S. Mack enters the game for J. Johnson,,60-77,,
7:47.0,D. Favors misses 2-pt shot from 6 ft,,60-77,,
7:46.0,,,60-77,,Defensive rebound by M. Speights
7:35.0,,,60-77,,J. Crawford misses 2-pt shot from 14 ft
7:33.0,Defensive rebound by D. Favors,,60-77,,
7:20.0,S. Mack makes 2-pt shot from 15 ft,2,62-77,,
6:59.0,,,62-77,,M. Speights misses 2-pt shot from 3 ft
6:58.0,Defensive rebound by D. Favors,,62-77,,
6:57.0,,,62-77,,Personal take foul by M. Speights (drawn by D. Favors)
6:57.0,,,62-77,,D. Jordan enters the game for M. Speights
6:57.0,,,62-77,,C. Paul enters the game for R. Felton
6:57.0,R. Gobert enters the game for D. Favors,,62-77,,
6:57.0,R. Hood enters the game for D. Exum,,62-77,,
6:43.0,G. Hill misses 2-pt shot from 21 ft,,62-77,,
6:42.0,,,62-77,,Defensive rebound by D. Jordan
6:26.0,Shooting block foul by J. Ingles (drawn by A. Rivers),,62-77,,
6:26.0,,,62-77,,A. Rivers misses free throw 1 of 2
6:26.0,,,62-77,,Offensive rebound by Team
6:26.0,,,62-78,1,A. Rivers makes free throw 2 of 2
6:26.0,,,62-77,,B. Griffin enters the game for W. Johnson
6:15.0,R. Hood misses 2-pt shot from 4 ft,,62-78,,
6:14.0,,,62-78,,Defensive rebound by A. Rivers
6:12.0,,,62-78,,Turnover by C. Paul (lost ball; steal by J. Ingles)
6:10.0,Turnover by R. Gobert (lost ball; steal by C. Paul),,62-78,,
5:59.0,,,62-81,3,A. Rivers makes 3-pt shot from 26 ft (assist by C. Paul)
5:42.0,S. Mack makes 2-pt shot from 9 ft,2,64-81,,
5:27.0,Personal foul by S. Mack (drawn by C. Paul),,64-81,,
5:27.0,Official timeout,,64-81,,
5:27.0,D. Exum enters the game for R. Hood,,64-81,,
5:27.0,T. Lyles enters the game for S. Mack,,64-81,,
5:19.0,,,64-81,,A. Rivers misses 3-pt shot from 28 ft
5:17.0,Defensive rebound by J. Ingles,,64-81,,
5:06.0,D. Exum misses 3-pt shot from 24 ft,,64-81,,
5:05.0,,,64-81,,Defensive rebound by B. Griffin
4:49.0,,,64-81,,Shooting foul by D. Exum (drawn by B. Griffin)
4:49.0,,,64-82,1,B. Griffin makes free throw 1 of 2
4:49.0,,,64-82,,B. Griffin misses free throw 2 of 2
4:49.0,,,64-82,,J. Redick enters the game for J. Crawford
4:49.0,S. Mack enters the game for G. Hill,,64-82,,
4:48.0,Defensive rebound by T. Lyles,,64-82,,
4:34.0,J. Ingles misses 2-pt shot from 16 ft,,64-82,,
4:33.0,,,64-82,,Defensive rebound by B. Griffin
4:22.0,,,64-84,2,C. Paul makes 2-pt shot from 15 ft
4:08.0,R. Neto enters the game for J. Ingles,,64-84,,
4:08.0,J. Bolomboy enters the game for R. Gobert,,64-84,,
3:58.0,S. Mack misses 3-pt shot from 26 ft,,64-84,,
3:55.0,Offensive rebound by T. Lyles,,64-84,,
3:55.0,T. Lyles makes 2-pt shot from 2 ft,2,66-84,,
3:34.0,,,66-86,2,C. Paul makes 2-pt shot from 3 ft
3:20.0,Turnover by R. Neto (bad pass),,66-86,,
3:03.0,,,66-86,,B. Griffin misses 2-pt shot at rim (block by J. Bolomboy)
3:03.0,,,66-86,,Offensive rebound by Team
3:03.0,,,66-86,,W. Johnson enters the game for B. Griffin
3:03.0,,,66-86,,R. Felton enters the game for C. Paul
3:00.0,,,66-88,2,J. Redick makes 2-pt shot from 2 ft (assist by R. Felton)
3:00.0,Violation by J. Bolomboy (def goaltending),,66-88,,
2:42.0,D. Exum makes 2-pt shot from 3 ft (assist by J. Bolomboy),2,68-88,,
2:24.0,,,68-88,,LA Clippers full timeout
2:24.0,,,68-88,,B. Bass enters the game for D. Jordan
2:24.0,,,68-88,,D. Stone enters the game for A. Rivers
2:24.0,J. Ingles enters the game for S. Mack,,68-88,,
2:17.0,,,68-88,,R. Felton misses 3-pt shot from 25 ft
2:16.0,Defensive rebound by J. Bolomboy,,68-88,,
2:03.0,Shooting foul by J. Redick (drawn by D. Exum),,68-88,,
2:03.0,D. Exum makes free throw 1 of 2,1,69-88,,
2:03.0,D. Exum makes free throw 2 of 2,1,70-88,,
1:38.0,,,70-88,,W. Johnson misses 2-pt shot from 20 ft
1:37.0,Defensive rebound by R. Neto,,70-88,,
