time,Golden State,pts.away,score,pts.home,Sacramento
6:26.0,Defensive rebound by D. Green,,34-48,,
6:21.0,D. West misses 2-pt shot from 2 ft,,34-48,,
6:20.0,,,34-48,,Defensive rebound by D. Cousins
6:16.0,,,34-48,,Turnover by M. Barnes (lost ball)
6:16.0,Z. Pachulia enters the game for D. West,,34-48,,
6:05.0,K. Thompson makes 2-pt shot from 3 ft (assist by D. Green),2,36-48,,
5:58.0,,,36-48,,Sacramento full timeout
5:58.0,,,36-48,,A. Tolliver enters the game for M. Barnes
5:58.0,,,36-48,,R. Gay enters the game for A. Afflalo
5:47.0,,,36-50,2,G. Temple makes 2-pt shot from 3 ft (assist by R. Gay)
5:33.0,Z. Pachulia makes 2-pt shot from 3 ft,2,38-50,,
5:22.0,,,38-52,2,T. Lawson makes 2-pt shot from 2 ft
5:06.0,K. Thompson misses 2-pt shot from 19 ft,,38-52,,
5:05.0,,,38-52,,Defensive rebound by D. Cousins
4:50.0,,,38-54,2,G. Temple makes 2-pt shot from 18 ft (assist by R. Gay)
4:36.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,41-54,,
4:14.0,,,41-54,,T. Lawson misses 2-pt shot from 3 ft
4:14.0,Defensive rebound by Team,,41-54,,
4:14.0,,,41-54,,Loose ball foul by D. Cousins (drawn by D. Green)
4:14.0,,,41-54,,Technical foul by D. Cousins (drawn by D. Green)
4:14.0,S. Curry makes technical free throw,1,42-54,,
4:14.0,,,41-54,,K. Koufos enters the game for D. Cousins
4:14.0,,,42-54,,D. Collison enters the game for T. Lawson
3:56.0,Turnover by D. Green (traveling),,42-54,,
3:42.0,,,42-54,,R. Gay misses 2-pt shot from 19 ft
3:41.0,Defensive rebound by K. Thompson,,42-54,,
3:36.0,D. Green makes 2-pt shot from 2 ft (assist by K. Thompson),2,44-54,,
3:22.0,,,44-54,,Turnover by K. Koufos (bad pass)
3:22.0,A. Iguodala enters the game for Z. Pachulia,,44-54,,
3:22.0,K. Durant enters the game for S. Livingston,,44-54,,
3:14.0,,,44-54,,Violation by K. Koufos (kicked ball)
3:11.0,K. Thompson misses 2-pt shot from 20 ft,,44-54,,
3:10.0,,,44-54,,Defensive rebound by A. Tolliver
3:03.0,,,44-54,,Turnover by D. Collison (lost ball; steal by S. Curry)
3:00.0,S. Curry makes 2-pt shot at rim,2,46-54,,
2:34.0,,,46-54,,R. Gay misses 2-pt shot from 8 ft (block by D. Green)
2:33.0,Defensive rebound by S. Curry,,46-54,,
2:22.0,K. Thompson misses 3-pt shot from 22 ft,,46-54,,
2:22.0,,,46-54,,Defensive rebound by D. Collison
2:17.0,,,46-54,,Sacramento full timeout
2:17.0,Golden State full timeout,,46-54,,
2:17.0,,,46-54,,M. Barnes enters the game for K. Koufos
2:06.0,,,46-54,,M. Barnes misses 3-pt shot from 25 ft
2:05.0,Defensive rebound by K. Thompson,,46-54,,
1:55.0,Turnover by S. Curry (lost ball; steal by D. Collison),,46-54,,
1:54.0,Personal foul by D. Green (drawn by D. Collison),,46-54,,
1:42.0,,,46-56,2,R. Gay makes 2-pt shot from 8 ft
1:33.0,Shooting foul by M. Barnes (drawn by S. Curry),,46-56,,
1:33.0,S. Curry makes free throw 1 of 2,1,47-56,,
1:33.0,S. Curry makes free throw 2 of 2,1,48-56,,
1:17.0,,,48-56,,Turnover by R. Gay (bad pass; steal by D. Green)
1:12.0,,,48-56,,Personal foul by R. Gay (drawn by K. Thompson)
1:12.0,K. Thompson makes free throw 1 of 2,1,49-56,,
1:12.0,K. Thompson misses free throw 2 of 2,,49-56,,
1:11.0,,,49-56,,Defensive rebound by A. Tolliver
0:56.0,Personal foul by K. Thompson (drawn by G. Temple),,49-56,,
0:56.0,,,49-57,1,G. Temple makes free throw 1 of 2
0:56.0,,,49-58,1,G. Temple makes free throw 2 of 2
0:46.0,K. Durant makes 2-pt shot from 4 ft (assist by A. Iguodala),2,51-58,,
0:32.0,,,51-58,,G. Temple misses 3-pt shot from 27 ft
0:32.0,Defensive rebound by A. Iguodala,,51-58,,
0:28.0,D. Green misses 2-pt shot from 4 ft (block by R. Gay),,51-58,,
0:25.0,Offensive rebound by Team,,51-58,,
0:21.0,D. Green misses 3-pt shot from 24 ft,,51-58,,
0:20.0,,,51-58,,Defensive rebound by M. Barnes
0:01.0,,,51-58,,R. Gay misses 2-pt shot from 2 ft
0:00.0,Defensive rebound by K. Thompson,,51-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,K. Durant misses 2-pt shot from 2 ft (block by D. Cousins),,51-58,,
11:36.0,Offensive rebound by Z. Pachulia,,51-58,,
11:36.0,Shooting foul by A. Tolliver (drawn by Z. Pachulia),,51-58,,
11:36.0,Z. Pachulia makes free throw 1 of 2,1,52-58,,
11:36.0,Z. Pachulia makes free throw 2 of 2,1,53-58,,
11:16.0,,,53-58,,D. Cousins misses 2-pt shot from 3 ft (block by K. Durant)
11:16.0,Defensive rebound by Team,,53-58,,
11:15.0,Jump ball: D. Cousins vs. K. Durant (Z. Pachulia gains possession),,,,Jump ball: D. Cousins vs. K. Durant (Z. Pachulia gains possession)
11:05.0,Z. Pachulia makes 2-pt shot from 2 ft (assist by D. Green),2,55-58,,
10:45.0,,,55-61,3,A. Tolliver makes 3-pt shot from 25 ft (assist by D. Collison)
10:40.0,Turnover by Z. Pachulia (bad pass; steal by D. Collison),,55-61,,
10:38.0,,,55-64,3,D. Collison makes 3-pt shot from 25 ft
10:24.0,K. Thompson makes 2-pt shot from 2 ft (assist by D. Green),2,57-64,,
10:09.0,,,57-64,,Turnover by D. Cousins (lost ball; steal by Z. Pachulia)
10:04.0,D. Green makes 2-pt shot from 2 ft,2,59-64,,
9:44.0,,,59-64,,Turnover by R. Gay (lost ball)
9:33.0,K. Thompson misses 3-pt shot from 25 ft,,59-64,,
9:33.0,,,59-64,,Defensive rebound by A. Tolliver
9:20.0,,,59-64,,A. Tolliver misses 3-pt shot from 25 ft
9:19.0,Defensive rebound by K. Durant,,59-64,,
9:16.0,S. Curry makes 2-pt shot from 2 ft (assist by K. Durant),2,61-64,,
9:01.0,Personal foul by D. Green (drawn by D. Cousins),,61-64,,
8:52.0,,,61-64,,D. Cousins misses 2-pt shot from 18 ft
8:51.0,Defensive rebound by K. Durant,,61-64,,
8:47.0,Shooting foul by G. Temple (drawn by K. Durant),,61-64,,
8:47.0,K. Durant makes free throw 1 of 2,1,62-64,,
8:47.0,K. Durant misses free throw 2 of 2,,62-64,,
8:46.0,Offensive rebound by Z. Pachulia,,62-64,,
8:45.0,,,62-64,,Personal foul by R. Gay (drawn by Z. Pachulia)
8:38.0,Z. Pachulia misses 2-pt shot from 6 ft,,62-64,,
8:37.0,,,62-64,,Defensive rebound by A. Tolliver
8:29.0,,,62-64,,Shooting foul by D. Green (drawn by A. Tolliver)
8:29.0,,,62-64,,A. Tolliver misses free throw 1 of 2
8:29.0,,,62-64,,Offensive rebound by Team
8:29.0,,,62-65,1,A. Tolliver makes free throw 2 of 2
8:21.0,S. Curry misses 2-pt shot from 21 ft,,62-65,,
8:20.0,,,62-65,,Defensive rebound by D. Cousins
8:11.0,,,62-65,,R. Gay misses 3-pt shot from 24 ft
8:11.0,Defensive rebound by K. Thompson,,62-65,,
8:02.0,K. Durant makes 3-pt shot from 25 ft (assist by D. Green),3,65-65,,
7:41.0,,,65-65,,R. Gay misses 2-pt shot from 4 ft (block by K. Durant)
7:39.0,Defensive rebound by K. Durant,,65-65,,
7:35.0,S. Curry makes 3-pt shot from 25 ft (assist by K. Durant),3,68-65,,
7:34.0,,,68-65,,Sacramento full timeout
7:15.0,,,68-65,,Turnover by D. Cousins (bad pass; steal by Z. Pachulia)
7:09.0,Z. Pachulia makes 2-pt shot from 2 ft (assist by K. Durant),2,70-65,,
6:48.0,,,70-67,2,A. Tolliver makes 2-pt shot from 3 ft (assist by D. Cousins)
6:26.0,D. Green makes 3-pt shot from 23 ft (assist by K. Durant),3,73-67,,
6:13.0,,,73-67,,D. Cousins misses 2-pt shot from 2 ft
6:12.0,Defensive rebound by K. Durant,,73-67,,
6:06.0,K. Thompson misses 3-pt shot from 23 ft,,73-67,,
6:05.0,Offensive rebound by D. Green,,73-67,,
5:59.0,K. Thompson makes 2-pt shot from 20 ft (assist by D. Green),2,75-67,,
5:39.0,,,75-67,,Turnover by D. Cousins (lost ball; steal by Z. Pachulia)
5:32.0,K. Thompson makes 2-pt shot from 2 ft,2,77-67,,
5:10.0,,,77-67,,Shooting foul by K. Durant (drawn by D. Cousins)
5:10.0,,,77-67,,D. Cousins misses free throw 1 of 2
5:10.0,,,77-67,,Offensive rebound by Team
5:10.0,,,77-68,1,D. Cousins makes free throw 2 of 2
5:10.0,A. Iguodala enters the game for D. Green,,77-67,,
4:59.0,Turnover by K. Thompson (bad pass; steal by A. Tolliver),,77-68,,
4:41.0,,,77-70,2,R. Gay makes 2-pt shot from 10 ft
4:29.0,K. Durant makes 2-pt shot from 2 ft (assist by S. Curry),2,79-70,,
4:16.0,,,79-70,,Turnover by R. Gay (bad pass; steal by S. Curry)
4:11.0,Turnover by S. Curry (lost ball; steal by D. Collison),,79-70,,
4:04.0,,,79-70,,Shooting foul by Z. Pachulia (drawn by D. Cousins)
4:04.0,,,79-71,1,D. Cousins makes free throw 1 of 2
4:04.0,Golden State full timeout,,79-71,,
4:04.0,,,79-72,1,D. Cousins makes free throw 2 of 2
4:04.0,I. Clark enters the game for K. Thompson,,79-71,,
3:52.0,S. Curry makes 3-pt shot from 26 ft (assist by A. Iguodala),3,82-72,,
3:34.0,,,82-72,,A. Tolliver misses 2-pt shot from 19 ft
3:33.0,Defensive rebound by Z. Pachulia,,82-72,,
3:16.0,I. Clark misses 3-pt shot from 26 ft,,82-72,,
3:15.0,,,82-72,,Defensive rebound by D. Cousins
3:05.0,,,82-72,,D. Cousins misses 2-pt shot from 4 ft (block by K. Durant)
3:04.0,Defensive rebound by Z. Pachulia,,82-72,,
3:01.0,S. Curry makes 2-pt shot from 2 ft (assist by Z. Pachulia),2,84-72,,
2:51.0,,,84-72,,T. Lawson enters the game for D. Cousins
2:51.0,,,84-72,,K. Koufos enters the game for G. Temple
2:51.0,,,84-72,,M. Barnes enters the game for A. Tolliver
2:51.0,D. West enters the game for Z. Pachulia,,84-72,,
2:47.0,Personal foul by I. Clark (drawn by R. Gay),,84-72,,
2:47.0,,,84-73,1,R. Gay makes free throw 1 of 2
2:47.0,,,84-73,,R. Gay misses free throw 2 of 2
2:46.0,Defensive rebound by K. Durant,,84-73,,
2:31.0,S. Curry misses 3-pt shot from 23 ft,,84-73,,
2:31.0,Offensive rebound by A. Iguodala,,84-73,,
2:19.0,A. Iguodala misses 2-pt shot from 17 ft,,84-73,,
2:19.0,,,84-73,,Defensive rebound by K. Koufos
2:12.0,Personal foul by I. Clark (drawn by T. Lawson),,84-73,,
2:12.0,,,84-74,1,T. Lawson makes free throw 1 of 2
2:12.0,,,84-75,1,T. Lawson makes free throw 2 of 2
1:59.0,S. Curry makes 2-pt shot from 3 ft,2,86-75,,
1:44.0,,,86-75,,Shooting foul by D. West (drawn by T. Lawson)
1:44.0,,,86-76,1,T. Lawson makes free throw 1 of 2
1:44.0,,,86-77,1,T. Lawson makes free throw 2 of 2
1:44.0,S. Livingston enters the game for S. Curry,,86-76,,
1:44.0,,,86-76,,A. Afflalo enters the game for D. Collison
1:25.0,I. Clark makes 2-pt shot from 2 ft (assist by K. Durant),2,88-77,,
1:04.0,,,88-77,,T. Lawson misses 2-pt shot from 15 ft
1:04.0,Defensive rebound by S. Livingston,,88-77,,
0:56.0,Shooting foul by A. Afflalo (drawn by I. Clark),,88-77,,
0:56.0,I. Clark makes free throw 1 of 2,1,89-77,,
0:56.0,I. Clark makes free throw 2 of 2,1,90-77,,
0:45.0,,,90-80,3,R. Gay makes 3-pt shot from 25 ft (assist by K. Koufos)
0:32.0,I. Clark misses 2-pt shot from 14 ft,,90-80,,
0:32.0,,,90-80,,Defensive rebound by K. Koufos
0:11.0,,,90-80,,R. Gay misses 3-pt shot from 25 ft
0:10.0,Defensive rebound by A. Iguodala,,90-80,,
0:03.0,I. Clark misses 2-pt shot from 2 ft (block by R. Gay),,90-80,,
0:02.0,,,90-80,,Defensive rebound by K. Koufos
0:00.0,,,90-80,,M. Barnes misses 3-pt shot from 27 ft
0:00.0,,,90-80,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,90-80,,M. Barnes misses 2-pt shot from 20 ft
11:44.0,Defensive rebound by K. Thompson,,90-80,,
11:32.0,S. Livingston makes 2-pt shot from 8 ft,2,92-80,,
11:21.0,,,92-82,2,A. Afflalo makes 2-pt shot from 20 ft (assist by T. Lawson)
10:59.0,K. Thompson misses 3-pt shot from 25 ft,,92-82,,
10:59.0,,,92-82,,Defensive rebound by M. Barnes
10:46.0,,,92-82,,A. Afflalo misses 3-pt shot from 25 ft
10:45.0,Defensive rebound by D. West,,92-82,,
10:40.0,D. Green makes 2-pt shot from 1 ft,2,94-82,,
10:23.0,,,94-82,,G. Temple misses 3-pt shot from 25 ft
10:23.0,Defensive rebound by D. West,,94-82,,
10:03.0,K. Thompson misses 2-pt shot from 15 ft,,94-82,,
10:02.0,Offensive rebound by D. West,,94-82,,
9:43.0,K. Thompson misses 2-pt shot from 4 ft (block by G. Temple),,94-82,,
9:42.0,Offensive rebound by K. Thompson,,94-82,,
9:38.0,D. West misses 2-pt shot from 8 ft,,94-82,,
9:38.0,,,94-82,,Defensive rebound by M. Barnes
9:19.0,,,94-82,,M. Barnes misses 3-pt shot from 25 ft
9:18.0,Defensive rebound by D. West,,94-82,,
8:56.0,Shooting foul by K. Koufos (drawn by A. Iguodala),,94-82,,
8:56.0,Official timeout,,94-82,,
8:56.0,A. Iguodala misses free throw 1 of 2,,94-82,,
8:56.0,Offensive rebound by Team,,94-82,,
8:56.0,A. Iguodala makes free throw 2 of 2,1,95-82,,
8:56.0,,,94-82,,D. Cousins enters the game for K. Koufos
8:41.0,,,95-82,,Turnover by D. Cousins (lost ball; steal by D. Green)
8:37.0,Turnover by D. Green (bad pass; steal by A. Afflalo),,95-82,,
8:36.0,Personal foul by K. Thompson (drawn by A. Afflalo),,95-82,,
8:19.0,,,95-82,,Turnover by T. Lawson (traveling)
7:59.0,Turnover by K. Thompson (lost ball),,95-82,,
7:44.0,,,95-85,3,G. Temple makes 3-pt shot from 26 ft (assist by T. Lawson)
7:29.0,,,95-85,,Personal foul by G. Temple (drawn by K. Thompson)
7:29.0,S. Curry enters the game for A. Iguodala,,95-85,,
7:29.0,,,95-85,,A. Tolliver enters the game for M. Barnes
7:29.0,Z. Pachulia enters the game for D. West,,95-85,,
7:15.0,S. Curry misses 2-pt shot from 17 ft,,95-85,,
7:14.0,Offensive rebound by Z. Pachulia,,95-85,,
7:08.0,Offensive charge foul by D. Green,,95-85,,
7:08.0,Turnover by D. Green (offensive foul),,95-85,,
6:50.0,,,95-85,,D. Cousins misses 2-pt shot from 8 ft
6:49.0,Defensive rebound by D. Green,,95-85,,
6:35.0,S. Livingston makes 2-pt shot from 13 ft,2,97-85,,
6:31.0,Personal foul by S. Curry (drawn by T. Lawson),,97-85,,
6:31.0,K. Durant enters the game for D. Green,,97-85,,
6:31.0,,,97-85,,R. Gay enters the game for A. Afflalo
6:17.0,,,97-85,,Shooting foul by Z. Pachulia (drawn by A. Tolliver)
6:17.0,,,97-86,1,A. Tolliver makes free throw 1 of 2
6:17.0,,,97-87,1,A. Tolliver makes free throw 2 of 2
6:01.0,Turnover by K. Thompson (bad pass; steal by D. Cousins),,97-87,,
5:58.0,,,97-87,,Shooting foul by K. Thompson (drawn by G. Temple)
5:58.0,,,97-87,,Sacramento full timeout
5:58.0,,,97-87,,G. Temple misses free throw 1 of 2
5:58.0,,,97-87,,Offensive rebound by Team
5:58.0,,,97-87,,G. Temple misses free throw 2 of 2
5:58.0,A. Iguodala enters the game for K. Thompson,,97-87,,
5:57.0,Defensive rebound by A. Iguodala,,97-87,,
5:32.0,K. Durant misses 2-pt shot from 18 ft,,97-87,,
5:31.0,Offensive rebound by S. Curry,,97-87,,
5:11.0,S. Livingston misses 2-pt shot from 13 ft,,97-87,,
5:11.0,,,97-87,,Defensive rebound by T. Lawson
4:46.0,,,97-87,,Shooting foul by S. Curry (drawn by T. Lawson)
4:46.0,,,97-88,1,T. Lawson makes free throw 1 of 3
4:46.0,,,97-88,,T. Lawson misses free throw 2 of 3
4:46.0,,,97-88,,Offensive rebound by Team
4:46.0,,,97-89,1,T. Lawson makes free throw 3 of 3
4:34.0,K. Durant misses 2-pt shot from 2 ft (block by D. Cousins),,97-89,,
4:32.0,Offensive rebound by S. Curry,,97-89,,
4:23.0,S. Curry makes 2-pt shot from 22 ft,2,99-89,,
4:09.0,,,99-89,,Turnover by R. Gay (lost ball; steal by S. Livingston)
4:01.0,S. Curry misses 3-pt shot from 24 ft,,99-89,,
4:00.0,,,99-89,,Defensive rebound by D. Cousins
3:50.0,,,99-89,,Shooting foul by S. Curry (drawn by D. Cousins)
3:50.0,,,99-90,1,D. Cousins makes free throw 1 of 2
3:50.0,,,99-91,1,D. Cousins makes free throw 2 of 2
3:50.0,,,99-90,,D. Collison enters the game for T. Lawson
3:50.0,K. Thompson enters the game for S. Livingston,,99-90,,
