time,Houston,pts.away,score,pts.home,LA Clippers
8:32.0,Personal foul by P. Beverley (drawn by C. Paul),,9-12,,
8:19.0,,,9-14,2,L. Mbah a Moute makes 2-pt shot from 3 ft (assist by J. Redick)
8:14.0,Turnover by J. Harden (bad pass; steal by C. Paul),,9-14,,
8:09.0,,,9-14,,B. Griffin misses 2-pt shot from 3 ft
8:08.0,,,9-14,,Offensive rebound by B. Griffin
8:08.0,,,9-16,2,B. Griffin makes 2-pt shot from 1 ft
7:46.0,R. Anderson misses 2-pt shot from 7 ft,,9-16,,
7:45.0,Offensive rebound by C. Capela,,9-16,,
7:45.0,C. Capela makes 2-pt shot from 2 ft,2,11-16,,
7:29.0,,,11-18,2,L. Mbah a Moute makes 2-pt shot from 20 ft (assist by B. Griffin)
7:15.0,J. Harden makes 3-pt shot from 26 ft,3,14-18,,
6:59.0,,,14-20,2,D. Jordan makes 2-pt shot at rim (assist by L. Mbah a Moute)
6:41.0,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden),3,17-20,,
6:20.0,,,17-20,,C. Paul misses 2-pt shot from 18 ft
6:17.0,Defensive rebound by T. Ariza,,17-20,,
6:10.0,Shooting foul by D. Jordan (drawn by J. Harden),,17-20,,
6:10.0,J. Harden makes free throw 1 of 3,1,18-20,,
6:10.0,J. Harden makes free throw 2 of 3,1,19-20,,
6:10.0,J. Harden makes free throw 3 of 3,1,20-20,,
6:10.0,N. Hilario enters the game for C. Capela,,19-20,,
5:58.0,,,20-20,,J. Redick misses 2-pt shot from 19 ft
5:57.0,Defensive rebound by J. Harden,,20-20,,
5:44.0,R. Anderson makes 3-pt shot from 26 ft (assist by J. Harden),3,23-20,,
5:38.0,Personal foul by P. Beverley (drawn by C. Paul),,23-20,,
5:38.0,,,23-20,,LA Clippers full timeout
5:38.0,E. Gordon enters the game for P. Beverley,,23-20,,
5:27.0,,,23-22,2,L. Mbah a Moute makes 2-pt shot at rim (assist by C. Paul)
5:11.0,Turnover by J. Harden (bad pass; steal by D. Jordan),,23-22,,
5:05.0,,,23-22,,J. Redick misses 2-pt shot from 20 ft
5:01.0,Defensive rebound by E. Gordon,,23-22,,
4:55.0,R. Anderson misses 2-pt shot from 2 ft,,23-22,,
4:52.0,,,23-22,,Defensive rebound by D. Jordan
4:49.0,,,23-24,2,B. Griffin makes 2-pt shot from 2 ft (assist by C. Paul)
4:31.0,Turnover by T. Ariza (bad pass; steal by C. Paul),,23-24,,
4:25.0,,,23-26,2,C. Paul makes 2-pt shot from 3 ft
4:07.0,J. Harden misses 3-pt shot from 25 ft,,23-26,,
4:06.0,Offensive rebound by N. Hilario,,23-26,,
3:57.0,E. Gordon misses 3-pt shot from 26 ft,,23-26,,
3:56.0,Offensive rebound by R. Anderson,,23-26,,
3:56.0,R. Anderson misses 2-pt shot from 1 ft,,23-26,,
3:53.0,,,23-26,,Defensive rebound by J. Redick
3:51.0,,,23-28,2,B. Griffin makes 2-pt shot from 1 ft (assist by C. Paul)
3:51.0,,,23-28,,Shooting foul by E. Gordon (drawn by B. Griffin)
3:51.0,Houston full timeout,,23-28,,
3:51.0,,,23-28,,B. Griffin misses free throw 1 of 1
3:51.0,,,23-28,,A. Rivers enters the game for J. Redick
3:51.0,L. Williams enters the game for R. Anderson,,23-28,,
3:49.0,Defensive rebound by T. Ariza,,23-28,,
3:35.0,Turnover by E. Gordon (bad pass; steal by D. Jordan),,23-28,,
3:24.0,,,23-28,,B. Griffin misses 2-pt shot from 6 ft
3:20.0,Defensive rebound by E. Gordon,,23-28,,
3:15.0,L. Williams misses 2-pt shot from 4 ft (block by D. Jordan),,23-28,,
3:15.0,Offensive rebound by Team,,23-28,,
3:15.0,,,23-28,,J. Crawford enters the game for L. Mbah a Moute
3:12.0,T. Ariza makes 3-pt shot from 27 ft (assist by L. Williams),3,26-28,,
2:45.0,,,26-28,,Turnover by Team (shot clock)
2:31.0,T. Ariza misses 3-pt shot from 26 ft,,26-28,,
2:29.0,Offensive rebound by N. Hilario,,26-28,,
2:25.0,N. Hilario makes 2-pt shot from 3 ft,2,28-28,,
2:22.0,,,28-28,,Turnover by D. Jordan (bad pass; steal by N. Hilario)
2:18.0,E. Gordon misses 3-pt shot from 24 ft,,28-28,,
2:16.0,,,28-28,,Defensive rebound by C. Paul
2:06.0,,,28-31,3,A. Rivers makes 3-pt shot from 26 ft (assist by C. Paul)
1:44.0,J. Harden makes 2-pt shot from 2 ft,2,30-31,,
1:33.0,,,30-33,2,D. Jordan makes 2-pt shot from 4 ft (assist by J. Crawford)
1:15.0,L. Williams misses 3-pt shot from 24 ft,,30-33,,
1:14.0,,,30-33,,Defensive rebound by B. Griffin
1:07.0,,,30-33,,C. Paul misses 3-pt shot from 27 ft
1:05.0,Defensive rebound by T. Ariza,,30-33,,
0:58.0,N. Hilario makes 2-pt shot at rim (assist by T. Ariza),2,32-33,,
0:40.0,,,32-35,2,B. Griffin makes 2-pt shot from 6 ft
0:24.0,Turnover by J. Harden (lost ball; steal by D. Jordan),,32-35,,
0:20.0,,,32-37,2,B. Griffin makes 2-pt shot from 2 ft (assist by C. Paul)
0:07.0,,,32-37,,Personal foul by C. Paul
0:07.0,S. Dekker enters the game for T. Ariza,,32-37,,
0:07.0,,,32-37,,R. Felton enters the game for C. Paul
0:07.0,,,32-37,,B. Bass enters the game for D. Jordan
0:07.0,,,32-37,,L. Mbah a Moute enters the game for B. Griffin
0:02.0,J. Harden makes 2-pt shot from 1 ft,2,34-37,,
0:00.0,,,34-37,,J. Crawford misses 3-pt shot from 45 ft
0:00.0,,,34-37,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,Shooting foul by J. Crawford (drawn by C. Capela),,34-37,,
11:42.0,C. Capela makes free throw 1 of 2,1,35-37,,
11:42.0,C. Capela misses free throw 2 of 2,,35-37,,
11:41.0,,,35-37,,Defensive rebound by M. Speights
11:16.0,,,35-40,3,J. Crawford makes 3-pt shot from 29 ft (assist by A. Rivers)
11:03.0,E. Gordon makes 3-pt shot from 27 ft (assist by S. Dekker),3,38-40,,
10:39.0,,,38-42,2,J. Crawford makes 2-pt shot from 17 ft
10:31.0,S. Dekker misses 3-pt shot from 25 ft,,38-42,,
10:30.0,,,38-42,,Defensive rebound by A. Rivers
10:13.0,,,38-42,,J. Crawford misses 3-pt shot from 26 ft
10:12.0,Defensive rebound by S. Dekker,,38-42,,
10:04.0,E. Gordon makes 3-pt shot from 25 ft (assist by P. Beverley),3,41-42,,
9:39.0,,,41-42,,B. Bass misses 3-pt shot from 23 ft
9:38.0,Defensive rebound by S. Dekker,,41-42,,
9:32.0,E. Gordon misses 3-pt shot from 27 ft,,41-42,,
9:31.0,,,41-42,,Defensive rebound by B. Bass
9:31.0,Personal foul by S. Dekker (drawn by B. Bass),,41-42,,
9:17.0,,,41-42,,A. Rivers misses 2-pt shot from 12 ft
9:16.0,Defensive rebound by C. Capela,,41-42,,
9:11.0,Shooting foul by B. Bass (drawn by E. Gordon),,41-42,,
9:11.0,E. Gordon makes free throw 1 of 2,1,42-42,,
9:11.0,E. Gordon makes free throw 2 of 2,1,43-42,,
8:56.0,,,43-44,2,J. Crawford makes 2-pt shot from 14 ft
8:49.0,Offensive foul by C. Capela,,43-44,,
8:49.0,Turnover by C. Capela (offensive foul),,43-44,,
8:49.0,Official timeout,,43-44,,
8:31.0,,,43-44,,Offensive foul by A. Rivers
8:31.0,,,43-44,,Turnover by A. Rivers (offensive foul)
8:13.0,C. Capela misses 2-pt shot from 7 ft,,43-44,,
8:13.0,Offensive rebound by C. Capela,,43-44,,
8:13.0,C. Capela makes 2-pt shot from 7 ft,2,45-44,,
8:13.0,Shooting foul by M. Speights (drawn by C. Capela),,45-44,,
8:13.0,C. Capela makes free throw 1 of 1,1,46-44,,
8:02.0,,,46-44,,R. Felton misses 2-pt shot from 6 ft
8:00.0,Defensive rebound by S. Dekker,,46-44,,
7:53.0,L. Williams makes 3-pt shot from 24 ft,3,49-44,,
7:30.0,,,49-44,,B. Bass misses 2-pt shot from 2 ft
7:28.0,,,49-44,,Offensive rebound by B. Bass
7:28.0,,,49-44,,B. Bass misses 2-pt shot from 3 ft
7:25.0,Defensive rebound by P. Beverley,,49-44,,
7:21.0,E. Gordon makes 3-pt shot from 24 ft (assist by S. Dekker),3,52-44,,
7:20.0,,,52-44,,LA Clippers full timeout
7:20.0,,,52-44,,C. Paul enters the game for A. Rivers
7:20.0,,,52-44,,J. Redick enters the game for R. Felton
7:20.0,,,52-44,,B. Griffin enters the game for B. Bass
7:20.0,,,52-44,,D. Jordan enters the game for M. Speights
7:05.0,,,52-44,,J. Crawford misses 2-pt shot from 14 ft
7:02.0,Defensive rebound by E. Gordon,,52-44,,
6:57.0,E. Gordon makes 2-pt shot from 2 ft,2,54-44,,
6:43.0,,,54-44,,J. Redick misses 3-pt shot from 25 ft
6:42.0,Defensive rebound by P. Beverley,,54-44,,
6:38.0,C. Capela makes 2-pt shot from 3 ft (assist by P. Beverley),2,56-44,,
6:15.0,,,56-47,3,B. Griffin makes 3-pt shot from 25 ft (assist by C. Paul)
5:58.0,P. Beverley misses 3-pt shot from 27 ft,,56-47,,
5:55.0,Offensive rebound by S. Dekker,,56-47,,
5:55.0,S. Dekker makes 2-pt shot from 3 ft,2,58-47,,
5:45.0,,,58-47,,C. Paul misses 2-pt shot from 19 ft
5:42.0,Defensive rebound by P. Beverley,,58-47,,
5:37.0,,,58-47,,Personal foul by J. Redick (drawn by C. Capela)
5:37.0,,,58-47,,A. Rivers enters the game for J. Crawford
5:37.0,R. Anderson enters the game for S. Dekker,,58-47,,
5:37.0,J. Harden enters the game for P. Beverley,,58-47,,
5:24.0,L. Williams misses 3-pt shot from 24 ft,,58-47,,
5:23.0,,,58-47,,Defensive rebound by J. Redick
5:08.0,,,58-47,,Turnover by C. Paul (bad pass; steal by J. Harden)
5:02.0,R. Anderson misses 3-pt shot from 28 ft,,58-47,,
5:00.0,,,58-47,,Defensive rebound by Team
5:00.0,N. Hilario enters the game for C. Capela,,58-47,,
4:41.0,,,58-47,,A. Rivers misses 2-pt shot from 3 ft
4:39.0,Defensive rebound by N. Hilario,,58-47,,
4:25.0,N. Hilario makes 2-pt shot at rim (assist by J. Harden),2,60-47,,
4:24.0,,,60-47,,LA Clippers full timeout
4:24.0,T. Ariza enters the game for L. Williams,,60-47,,
4:09.0,,,60-47,,B. Griffin misses 2-pt shot from 16 ft
4:08.0,,,60-47,,Offensive rebound by D. Jordan
4:07.0,,,60-49,2,D. Jordan makes 2-pt shot from 2 ft
3:41.0,J. Harden misses 3-pt shot from 25 ft,,60-49,,
3:41.0,Offensive rebound by Team,,60-49,,
3:41.0,Turnover by Team (shot clock),,60-49,,
3:29.0,,,60-49,,B. Griffin misses 3-pt shot from 25 ft
3:28.0,Defensive rebound by T. Ariza,,60-49,,
3:20.0,,,60-49,,Personal foul by A. Rivers (drawn by R. Anderson)
3:20.0,R. Anderson makes free throw 1 of 2,1,61-49,,
3:20.0,R. Anderson makes free throw 2 of 2,1,62-49,,
3:20.0,,,61-49,,L. Mbah a Moute enters the game for A. Rivers
3:09.0,,,62-49,,C. Paul misses 2-pt shot from 13 ft
3:07.0,Defensive rebound by J. Harden,,62-49,,
2:54.0,J. Harden misses 2-pt shot from 2 ft (block by D. Jordan),,62-49,,
2:54.0,Offensive rebound by Team,,62-49,,
2:54.0,Houston full timeout,,62-49,,
2:50.0,Turnover by E. Gordon (step out of bounds),,62-49,,
2:25.0,,,62-49,,B. Griffin misses 2-pt shot from 2 ft
2:24.0,Defensive rebound by N. Hilario,,62-49,,
2:19.0,Shooting foul by L. Mbah a Moute (drawn by J. Harden),,62-49,,
2:19.0,J. Harden makes free throw 1 of 3,1,63-49,,
2:19.0,J. Harden makes free throw 2 of 3,1,64-49,,
2:19.0,J. Harden makes free throw 3 of 3,1,65-49,,
2:19.0,P. Beverley enters the game for E. Gordon,,64-49,,
2:05.0,,,65-49,,L. Mbah a Moute misses 2-pt shot from 2 ft
2:02.0,,,65-49,,Offensive rebound by C. Paul
1:56.0,,,65-52,3,C. Paul makes 3-pt shot from 24 ft
1:44.0,J. Harden makes 3-pt shot from 26 ft,3,68-52,,
1:18.0,,,68-55,3,C. Paul makes 3-pt shot from 25 ft (assist by J. Redick)
1:02.0,J. Harden misses 2-pt shot from 3 ft,,68-55,,
1:00.0,,,68-55,,Defensive rebound by J. Redick
0:49.0,,,68-55,,Offensive charge foul by B. Griffin
0:49.0,,,68-55,,Turnover by B. Griffin (offensive foul)
0:27.0,J. Harden makes 2-pt shot from 2 ft,2,70-55,,
0:03.0,,,70-55,,Shooting foul by J. Harden (drawn by C. Paul)
0:03.0,,,70-56,1,C. Paul makes free throw 1 of 3
0:03.0,,,70-57,1,C. Paul makes free throw 2 of 3
0:03.0,,,70-58,1,C. Paul makes free throw 3 of 3
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,P. Beverley misses 2-pt shot from 10 ft,,70-58,,
11:41.0,Offensive rebound by C. Capela,,70-58,,
11:37.0,T. Ariza misses 3-pt shot from 25 ft,,70-58,,
11:33.0,,,70-58,,Defensive rebound by D. Jordan
11:23.0,,,70-58,,L. Mbah a Moute misses 3-pt shot from 25 ft
11:22.0,Defensive rebound by R. Anderson,,70-58,,
11:18.0,Turnover by J. Harden (bad pass),,70-58,,
11:01.0,,,70-58,,J. Redick misses 2-pt shot from 17 ft
10:59.0,Defensive rebound by P. Beverley,,70-58,,
10:49.0,,,70-58,,Personal foul by C. Paul (drawn by R. Anderson)
10:38.0,R. Anderson misses 3-pt shot from 31 ft,,70-58,,
10:37.0,,,70-58,,Defensive rebound by Team
10:27.0,,,70-60,2,J. Redick makes 2-pt shot from 19 ft (assist by C. Paul)
10:03.0,J. Harden misses 2-pt shot from 4 ft,,70-60,,
9:59.0,Offensive rebound by P. Beverley,,70-60,,
9:58.0,P. Beverley makes 3-pt shot from 27 ft,3,73-60,,
9:44.0,,,73-62,2,L. Mbah a Moute makes 2-pt shot from 19 ft (assist by C. Paul)
9:27.0,R. Anderson makes 3-pt shot from 27 ft (assist by P. Beverley),3,76-62,,
9:07.0,,,76-64,2,C. Paul makes 2-pt shot from 16 ft
8:47.0,R. Anderson makes 3-pt shot from 27 ft (assist by J. Harden),3,79-64,,
8:45.0,Personal foul by J. Harden (drawn by B. Griffin),,79-64,,
8:32.0,,,79-64,,Shooting foul by C. Capela (drawn by B. Griffin)
8:32.0,,,79-64,,B. Griffin misses free throw 1 of 2
8:32.0,,,79-64,,Offensive rebound by Team
8:32.0,,,79-65,1,B. Griffin makes free throw 2 of 2
8:19.0,J. Harden makes 3-pt shot from 26 ft,3,82-65,,
8:00.0,,,82-65,,B. Griffin misses 3-pt shot from 26 ft
7:59.0,,,82-65,,Offensive rebound by L. Mbah a Moute
7:49.0,,,82-65,,Flagrant foul type 1 by B. Griffin (drawn by C. Capela)
7:49.0,,,82-65,,Turnover by B. Griffin (offensive foul)
7:49.0,Houston full timeout,,82-65,,
7:49.0,C. Capela makes flagrant free throw 1 of 2,1,83-65,,
7:49.0,C. Capela makes flagrant free throw 2 of 2,1,84-65,,
7:37.0,P. Beverley makes 3-pt shot from 27 ft (assist by T. Ariza),3,87-65,,
7:12.0,,,87-65,,L. Mbah a Moute misses 2-pt shot from 3 ft
7:12.0,,,87-65,,Offensive rebound by Team
7:00.0,,,87-67,2,L. Mbah a Moute makes 2-pt shot from 19 ft (assist by B. Griffin)
6:39.0,R. Anderson misses 3-pt shot from 29 ft,,87-67,,
6:38.0,Offensive rebound by P. Beverley,,87-67,,
6:33.0,J. Harden makes 3-pt shot from 27 ft (assist by R. Anderson),3,90-67,,
6:15.0,,,90-67,,J. Redick misses 3-pt shot from 27 ft
6:14.0,Defensive rebound by P. Beverley,,90-67,,
6:08.0,P. Beverley makes 3-pt shot from 23 ft (assist by R. Anderson),3,93-67,,
6:07.0,,,93-67,,LA Clippers full timeout
6:07.0,,,93-67,,A. Rivers enters the game for L. Mbah a Moute
5:52.0,,,93-67,,Offensive foul by A. Rivers
5:52.0,,,93-67,,Turnover by A. Rivers (offensive foul)
5:38.0,Turnover by J. Harden (bad pass),,93-67,,
5:27.0,,,93-69,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
5:08.0,T. Ariza misses 3-pt shot from 24 ft,,93-69,,
5:07.0,Offensive rebound by P. Beverley,,93-69,,
5:07.0,,,93-69,,Personal foul by B. Griffin (drawn by P. Beverley)
5:07.0,E. Gordon enters the game for P. Beverley,,93-69,,
5:07.0,N. Hilario enters the game for C. Capela,,93-69,,
5:03.0,Offensive foul by J. Harden,,93-69,,
5:03.0,Turnover by J. Harden (offensive foul),,93-69,,
4:43.0,,,93-69,,B. Griffin misses 3-pt shot from 26 ft
4:42.0,Defensive rebound by N. Hilario,,93-69,,
4:35.0,Offensive foul by J. Harden,,93-69,,
4:35.0,Turnover by J. Harden (offensive foul),,93-69,,
4:35.0,,,93-69,,J. Crawford enters the game for J. Redick
4:35.0,P. Beverley enters the game for J. Harden,,93-69,,
4:25.0,,,93-72,3,C. Paul makes 3-pt shot from 27 ft
4:08.0,R. Anderson makes 3-pt shot from 27 ft,3,96-72,,
3:56.0,,,96-72,,Shooting foul by P. Beverley (drawn by D. Jordan)
3:56.0,,,96-72,,D. Jordan misses free throw 1 of 2
3:56.0,,,96-72,,Offensive rebound by Team
3:56.0,,,96-72,,D. Jordan misses free throw 2 of 2
3:52.0,Defensive rebound by N. Hilario,,96-72,,
3:39.0,Shooting foul by D. Jordan (drawn by N. Hilario),,96-72,,
3:39.0,N. Hilario misses free throw 1 of 2,,96-72,,
3:39.0,Offensive rebound by Team,,96-72,,
3:39.0,N. Hilario makes free throw 2 of 2,1,97-72,,
3:25.0,,,97-72,,Turnover by B. Griffin (bad pass; steal by P. Beverley)
3:23.0,Shooting foul by A. Rivers (drawn by P. Beverley),,97-72,,
3:23.0,P. Beverley makes free throw 1 of 2,1,98-72,,
3:23.0,P. Beverley makes free throw 2 of 2,1,99-72,,
3:11.0,Violation by T. Ariza (kicked ball),,99-72,,
2:59.0,Personal foul by N. Hilario (drawn by D. Jordan),,99-72,,
2:54.0,,,99-72,,C. Paul misses 3-pt shot from 24 ft
2:54.0,Defensive rebound by P. Beverley,,99-72,,
2:54.0,,,99-72,,Technical foul by C. Paul
2:54.0,T. Ariza misses technical free throw,,99-72,,
2:54.0,Offensive rebound by Team,,99-72,,
2:54.0,L. Williams enters the game for T. Ariza,,99-72,,
2:54.0,,,99-72,,R. Felton enters the game for C. Paul
2:45.0,Turnover by P. Beverley (lost ball; steal by A. Rivers),,99-72,,
2:39.0,,,99-74,2,J. Crawford makes 2-pt shot from 2 ft (assist by A. Rivers)
2:26.0,Shooting foul by A. Rivers (drawn by R. Anderson),,99-74,,
2:26.0,R. Anderson makes free throw 1 of 2,1,100-74,,
2:26.0,R. Anderson makes free throw 2 of 2,1,101-74,,
2:26.0,,,100-74,,M. Speights enters the game for D. Jordan
2:26.0,,,100-74,,J. Redick enters the game for A. Rivers
2:06.0,,,101-76,2,R. Felton makes 2-pt shot from 2 ft
1:58.0,L. Williams misses 2-pt shot from 17 ft,,101-76,,
1:58.0,,,101-76,,Defensive rebound by Team
1:58.0,S. Dekker enters the game for R. Anderson,,101-76,,
1:58.0,,,101-76,,A. Anderson enters the game for B. Griffin
1:43.0,,,101-76,,A. Anderson misses 2-pt shot from 13 ft
1:39.0,Defensive rebound by N. Hilario,,101-76,,
1:34.0,P. Beverley makes 3-pt shot from 25 ft (assist by E. Gordon),3,104-76,,
1:14.0,,,104-78,2,R. Felton makes 2-pt shot from 3 ft (assist by J. Crawford)
1:14.0,,,104-78,,Shooting foul by N. Hilario (drawn by R. Felton)
1:14.0,,,104-78,,R. Felton misses free throw 1 of 1
1:12.0,Defensive rebound by S. Dekker,,104-78,,
1:03.0,Shooting foul by M. Speights (drawn by N. Hilario),,104-78,,
1:03.0,N. Hilario makes free throw 1 of 2,1,105-78,,
1:03.0,N. Hilario makes free throw 2 of 2,1,106-78,,
0:45.0,,,106-78,,J. Redick misses 3-pt shot from 26 ft (block by L. Williams)
0:43.0,Defensive rebound by S. Dekker,,106-78,,
0:23.0,L. Williams misses 3-pt shot from 27 ft,,106-78,,
0:22.0,Offensive rebound by N. Hilario,,106-78,,
0:04.0,E. Gordon misses 3-pt shot from 27 ft,,106-78,,
0:02.0,Offensive rebound by L. Williams,,106-78,,
0:00.0,L. Williams makes 2-pt shot from 3 ft,2,108-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,108-78,,J. Crawford misses 2-pt shot from 15 ft
11:45.0,Defensive rebound by C. Capela,,108-78,,
11:32.0,E. Gordon misses 3-pt shot from 26 ft,,108-78,,
11:31.0,,,108-78,,Defensive rebound by R. Felton
11:22.0,,,108-78,,M. Speights misses 3-pt shot from 26 ft
11:20.0,Defensive rebound by C. Capela,,108-78,,
11:14.0,Shooting foul by M. Speights (drawn by E. Gordon),,108-78,,
11:14.0,E. Gordon makes free throw 1 of 2,1,109-78,,
11:14.0,E. Gordon misses free throw 2 of 2,,109-78,,
11:14.0,,,109-78,,D. Jordan enters the game for M. Speights
11:14.0,,,109-78,,A. Rivers enters the game for A. Anderson
11:14.0,J. Harden enters the game for P. Beverley,,109-78,,
11:13.0,,,109-78,,Defensive rebound by R. Felton
10:55.0,,,109-78,,Shooting foul by C. Capela (drawn by R. Felton)
10:55.0,,,109-79,1,R. Felton makes free throw 1 of 2
10:55.0,,,109-80,1,R. Felton makes free throw 2 of 2
10:41.0,S. Dekker misses 3-pt shot from 24 ft,,109-80,,
10:40.0,Offensive rebound by C. Capela,,109-80,,
10:31.0,L. Williams misses 3-pt shot from 26 ft,,109-80,,
10:30.0,,,109-80,,Defensive rebound by D. Jordan
10:19.0,,,109-80,,LA Clippers full timeout
10:08.0,,,109-82,2,R. Felton makes 2-pt shot from 13 ft (assist by A. Rivers)
10:00.0,Offensive foul by C. Capela,,109-82,,
10:00.0,Turnover by C. Capela (offensive foul),,109-82,,
10:00.0,,,109-82,,B. Griffin enters the game for J. Crawford
9:43.0,,,109-85,3,A. Rivers makes 3-pt shot from 25 ft (assist by C. Paul)
9:43.0,Houston full timeout,,109-85,,
9:43.0,R. Anderson enters the game for S. Dekker,,109-85,,
9:20.0,C. Capela misses 2-pt shot from 6 ft,,109-85,,
9:18.0,,,109-85,,Defensive rebound by A. Rivers
9:13.0,,,109-85,,A. Rivers misses 3-pt shot from 25 ft
9:11.0,,,109-85,,Offensive rebound by D. Jordan
9:01.0,,,109-87,2,A. Rivers makes 2-pt shot from 4 ft
8:41.0,L. Williams misses 2-pt shot from 14 ft,,109-87,,
8:40.0,,,109-87,,Defensive rebound by A. Rivers
8:40.0,Personal foul by C. Capela (drawn by B. Griffin),,109-87,,
8:40.0,N. Hilario enters the game for C. Capela,,109-87,,
8:27.0,,,109-89,2,R. Felton makes 2-pt shot from 3 ft (assist by B. Griffin)
8:12.0,Shooting foul by B. Griffin (drawn by J. Harden),,109-89,,
8:12.0,J. Harden makes free throw 1 of 2,1,110-89,,
8:12.0,J. Harden makes free throw 2 of 2,1,111-89,,
8:12.0,T. Ariza enters the game for L. Williams,,110-89,,
8:12.0,P. Beverley enters the game for E. Gordon,,110-89,,
8:03.0,,,111-89,,A. Rivers misses 2-pt shot from 1 ft
8:02.0,,,111-89,,Offensive rebound by B. Griffin
8:02.0,,,111-91,2,B. Griffin makes 2-pt shot at rim
7:52.0,P. Beverley misses 3-pt shot from 25 ft,,111-91,,
7:51.0,,,111-91,,Defensive rebound by A. Rivers
7:42.0,,,111-91,,C. Paul misses 3-pt shot from 27 ft
7:41.0,Defensive rebound by T. Ariza,,111-91,,
7:38.0,Turnover by T. Ariza (bad pass; steal by A. Rivers),,111-91,,
7:36.0,,,111-93,2,R. Felton makes 2-pt shot at rim (assist by A. Rivers)
7:20.0,J. Harden misses 3-pt shot from 27 ft,,111-93,,
7:20.0,,,111-93,,Defensive rebound by D. Jordan
7:05.0,,,111-93,,R. Felton misses 3-pt shot from 26 ft
7:03.0,Defensive rebound by T. Ariza,,111-93,,
6:54.0,R. Anderson misses 3-pt shot from 25 ft,,111-93,,
6:53.0,Offensive rebound by N. Hilario,,111-93,,
6:44.0,N. Hilario misses 2-pt shot from 18 ft,,111-93,,
6:43.0,Offensive rebound by P. Beverley,,111-93,,
6:40.0,Jump ball: P. Beverley vs. B. Griffin (N. Hilario gains possession),,,,Jump ball: P. Beverley vs. B. Griffin (N. Hilario gains possession)
6:34.0,P. Beverley misses 3-pt shot from 25 ft,,111-93,,
6:33.0,,,111-93,,Defensive rebound by D. Jordan
6:26.0,,,111-93,,C. Paul misses 2-pt shot from 17 ft
6:25.0,Defensive rebound by R. Anderson,,111-93,,
6:20.0,T. Ariza makes 2-pt shot from 3 ft (assist by J. Harden),2,113-93,,
6:00.0,,,113-93,,R. Felton misses 2-pt shot from 3 ft
5:59.0,,,113-93,,Offensive rebound by R. Felton
5:57.0,,,113-93,,D. Jordan misses 2-pt shot from 4 ft
5:55.0,Defensive rebound by R. Anderson,,113-93,,
