time,Detroit,pts.away,score,pts.home,New York
4:53.0,,,24-20,2,W. Hernangomez makes 2-pt shot at rim (assist by D. Rose)
4:36.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,24-20,,
4:35.0,,,24-20,,Defensive rebound by C. Anthony
4:25.0,Personal foul by T. Harris (drawn by K. Porzingis),,24-20,,
4:25.0,J. Leuer enters the game for T. Harris,,24-20,,
4:19.0,,,24-22,2,D. Rose makes 2-pt shot from 20 ft
4:09.0,Turnover by I. Smith (lost ball; steal by K. Porzingis),,24-22,,
3:58.0,,,24-24,2,C. Anthony makes 2-pt shot from 13 ft
3:51.0,Detroit full timeout,,24-24,,
3:51.0,,,24-24,,M. Kuzminskas enters the game for C. Anthony
3:32.0,M. Morris makes 3-pt shot from 24 ft (assist by A. Drummond),3,27-24,,
3:19.0,,,27-24,,K. Porzingis misses 2-pt shot from 6 ft
3:18.0,Defensive rebound by A. Drummond,,27-24,,
3:10.0,Turnover by M. Morris (bad pass; steal by D. Rose),,27-24,,
3:04.0,,,27-26,2,D. Rose makes 2-pt shot from 3 ft
2:43.0,J. Leuer makes 2-pt shot from 9 ft (assist by I. Smith),2,29-26,,
2:34.0,,,29-28,2,K. Porzingis makes 2-pt shot at rim (assist by M. Kuzminskas)
2:16.0,K. Caldwell-Pope makes 3-pt shot from 22 ft (assist by I. Smith),3,32-28,,
2:04.0,,,32-30,2,W. Hernangomez makes 2-pt shot from 1 ft (assist by D. Rose)
1:56.0,Detroit full timeout,,32-30,,
1:56.0,,,32-30,,K. O'Quinn enters the game for W. Hernangomez
1:56.0,S. Johnson enters the game for M. Morris,,32-30,,
1:50.0,Shooting foul by K. O'Quinn (drawn by I. Smith),,32-30,,
1:50.0,I. Smith makes free throw 1 of 2,1,33-30,,
1:50.0,I. Smith misses free throw 2 of 2,,33-30,,
1:50.0,A. Baynes enters the game for A. Drummond,,33-30,,
1:49.0,,,33-30,,Defensive rebound by C. Lee
1:30.0,,,33-30,,Turnover by K. O'Quinn (bad pass; steal by K. Caldwell-Pope)
1:26.0,K. Caldwell-Pope misses 3-pt shot from 26 ft,,33-30,,
1:25.0,Offensive rebound by Team,,33-30,,
1:25.0,,,33-30,,Loose ball foul by K. O'Quinn (drawn by A. Baynes)
1:25.0,A. Baynes misses free throw 1 of 2,,33-30,,
1:25.0,Offensive rebound by Team,,33-30,,
1:25.0,A. Baynes makes free throw 2 of 2,1,34-30,,
1:09.0,,,34-30,,Turnover by M. Kuzminskas (traveling)
0:59.0,J. Leuer makes 2-pt shot from 8 ft (assist by K. Caldwell-Pope),2,36-30,,
0:47.0,,,36-30,,Shooting foul by J. Leuer (drawn by K. Porzingis)
0:47.0,,,36-31,1,K. Porzingis makes free throw 1 of 2
0:47.0,,,36-32,1,K. Porzingis makes free throw 2 of 2
0:36.0,K. Caldwell-Pope misses 2-pt shot from 1 ft (block by K. Porzingis),,36-32,,
0:34.0,,,36-32,,Defensive rebound by K. Porzingis
0:30.0,,,36-34,2,D. Rose makes 2-pt shot from 19 ft
0:21.0,J. Leuer misses 3-pt shot from 25 ft,,36-34,,
0:20.0,,,36-34,,Defensive rebound by D. Rose
0:02.0,,,36-34,,D. Rose misses 2-pt shot from 4 ft
0:00.0,Defensive rebound by I. Smith,,36-34,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,36-34,,R. Baker misses 2-pt shot from 23 ft
11:40.0,Defensive rebound by A. Baynes,,36-34,,
11:31.0,S. Johnson makes 2-pt shot from 9 ft,2,38-34,,
11:11.0,,,38-34,,J. Holiday misses 3-pt shot from 25 ft
11:10.0,Defensive rebound by B. Udrih,,38-34,,
10:53.0,S. Johnson misses 2-pt shot from 19 ft,,38-34,,
10:51.0,,,38-34,,Defensive rebound by R. Baker
10:42.0,,,38-34,,Turnover by K. O'Quinn (traveling)
10:19.0,Turnover by B. Udrih (lost ball; steal by C. Anthony),,38-34,,
10:17.0,,,38-34,,Turnover by C. Anthony (bad pass)
9:58.0,T. Harris misses 2-pt shot from 1 ft,,38-34,,
9:57.0,Offensive rebound by J. Leuer,,38-34,,
9:57.0,J. Leuer makes 2-pt shot at rim,2,40-34,,
9:38.0,,,40-36,2,J. Holiday makes 2-pt shot from 20 ft (assist by R. Baker)
9:22.0,Turnover by S. Johnson (bad pass; steal by R. Baker),,40-36,,
9:12.0,,,40-38,2,C. Anthony makes 2-pt shot from 23 ft (assist by M. Kuzminskas)
8:53.0,B. Udrih misses 2-pt shot from 18 ft,,40-38,,
8:52.0,,,40-38,,Defensive rebound by K. O'Quinn
8:45.0,,,40-41,3,M. Kuzminskas makes 3-pt shot from 24 ft (assist by R. Baker)
8:38.0,Detroit full timeout,,40-41,,
8:31.0,Turnover by B. Udrih (bad pass; steal by M. Kuzminskas),,40-41,,
8:22.0,,,40-41,,New York full timeout
8:20.0,,,40-43,2,C. Anthony makes 2-pt shot from 12 ft (assist by M. Kuzminskas)
7:53.0,B. Udrih makes 2-pt shot from 1 ft,2,42-43,,
7:30.0,,,42-43,,M. Kuzminskas misses 3-pt shot from 23 ft
7:29.0,,,42-43,,Offensive rebound by K. O'Quinn
7:21.0,,,42-45,2,C. Anthony makes 2-pt shot from 23 ft (assist by J. Holiday)
7:09.0,B. Udrih makes 2-pt shot from 11 ft (assist by J. Leuer),2,44-45,,
6:53.0,,,44-47,2,C. Anthony makes 2-pt shot from 9 ft
6:41.0,Turnover by B. Udrih (bad pass; steal by C. Anthony),,44-47,,
6:36.0,,,44-50,3,C. Anthony makes 3-pt shot from 25 ft
6:09.0,A. Baynes makes 2-pt shot from 8 ft (assist by T. Harris),2,46-50,,
5:54.0,,,46-50,,J. Holiday misses 3-pt shot from 23 ft
5:53.0,Defensive rebound by B. Udrih,,46-50,,
5:46.0,Turnover by B. Udrih (bad pass; steal by J. Holiday),,46-50,,
5:42.0,,,46-52,2,J. Holiday makes 2-pt shot at rim
5:28.0,Turnover by B. Udrih (bad pass; steal by R. Baker),,46-52,,
5:17.0,,,46-52,,M. Kuzminskas misses 2-pt shot from 8 ft (block by A. Baynes)
5:16.0,Defensive rebound by T. Harris,,46-52,,
5:08.0,Turnover by J. Leuer (step out of bounds),,46-52,,
5:08.0,Official timeout,,46-52,,
5:08.0,A. Drummond enters the game for J. Leuer,,46-52,,
5:08.0,I. Smith enters the game for S. Johnson,,46-52,,
5:08.0,M. Morris enters the game for A. Baynes,,46-52,,
5:08.0,K. Caldwell-Pope enters the game for B. Udrih,,46-52,,
5:08.0,,,46-52,,K. Porzingis enters the game for M. Kuzminskas
4:45.0,,,46-52,,K. Porzingis misses 3-pt shot from 26 ft
4:44.0,Defensive rebound by K. Caldwell-Pope,,46-52,,
4:35.0,A. Drummond misses 2-pt shot from 7 ft,,46-52,,
4:33.0,,,46-52,,Defensive rebound by K. O'Quinn
4:26.0,,,46-52,,C. Anthony misses 2-pt shot from 15 ft
4:25.0,Defensive rebound by Team,,46-52,,
4:25.0,,,46-52,,Loose ball foul by K. Porzingis (drawn by A. Drummond)
4:08.0,T. Harris misses 2-pt shot from 20 ft,,46-52,,
4:07.0,,,46-52,,Defensive rebound by K. Porzingis
3:56.0,,,46-52,,R. Baker misses 3-pt shot from 26 ft
3:55.0,Defensive rebound by A. Drummond,,46-52,,
3:46.0,I. Smith misses 2-pt shot from 3 ft,,46-52,,
3:45.0,Offensive rebound by T. Harris,,46-52,,
3:43.0,T. Harris misses 2-pt shot from 1 ft,,46-52,,
3:41.0,,,46-52,,Defensive rebound by K. O'Quinn
3:35.0,,,46-52,,Turnover by J. Holiday (lost ball; steal by I. Smith)
3:31.0,T. Harris makes 2-pt shot at rim (assist by I. Smith),2,48-52,,
3:13.0,,,48-52,,C. Anthony misses 2-pt shot from 22 ft
3:12.0,Defensive rebound by A. Drummond,,48-52,,
3:04.0,I. Smith makes 2-pt shot from 1 ft,2,50-52,,
3:03.0,,,50-52,,New York full timeout
3:03.0,,,50-52,,D. Rose enters the game for K. O'Quinn
3:03.0,,,50-52,,W. Hernangomez enters the game for J. Holiday
3:03.0,,,50-52,,C. Lee enters the game for R. Baker
2:52.0,,,50-54,2,K. Porzingis makes 2-pt shot from 12 ft (assist by C. Anthony)
2:37.0,M. Morris makes 3-pt shot from 26 ft (assist by A. Drummond),3,53-54,,
2:24.0,,,53-56,2,K. Porzingis makes 2-pt shot from 12 ft
1:56.0,M. Morris misses 2-pt shot from 6 ft,,53-56,,
1:55.0,,,53-56,,Defensive rebound by C. Anthony
1:41.0,,,53-56,,K. Porzingis misses 2-pt shot from 19 ft
1:40.0,Defensive rebound by T. Harris,,53-56,,
1:31.0,A. Drummond makes 2-pt shot from 1 ft (assist by I. Smith),2,55-56,,
1:19.0,,,55-58,2,D. Rose makes 2-pt shot from 6 ft
1:03.0,Turnover by M. Morris (bad pass; steal by W. Hernangomez),,55-58,,
0:55.0,,,55-61,3,C. Anthony makes 3-pt shot from 24 ft (assist by K. Porzingis)
0:43.0,T. Harris misses 2-pt shot from 4 ft,,55-61,,
0:42.0,Offensive rebound by T. Harris,,55-61,,
0:41.0,T. Harris makes 2-pt shot from 1 ft,2,57-61,,
0:36.0,,,57-61,,D. Rose misses 2-pt shot from 21 ft
0:34.0,Defensive rebound by A. Drummond,,57-61,,
0:26.0,I. Smith makes 2-pt shot from 1 ft,2,59-61,,
0:03.0,,,59-64,3,C. Anthony makes 3-pt shot from 24 ft
0:01.0,I. Smith misses 3-pt shot from 27 ft,,59-64,,
0:00.0,Offensive rebound by Team,,59-64,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,59-66,2,K. Porzingis makes 2-pt shot from 8 ft
11:32.0,A. Drummond misses 2-pt shot at rim,,59-66,,
11:30.0,,,59-66,,Defensive rebound by C. Anthony
11:26.0,,,59-69,3,C. Lee makes 3-pt shot from 25 ft (assist by C. Anthony)
11:25.0,Detroit full timeout,,59-69,,
11:16.0,T. Harris misses 3-pt shot from 26 ft,,59-69,,
11:15.0,,,59-69,,Defensive rebound by K. Porzingis
11:02.0,,,59-69,,D. Rose misses 2-pt shot from 6 ft
11:01.0,Defensive rebound by A. Drummond,,59-69,,
10:56.0,M. Morris misses 3-pt shot from 25 ft,,59-69,,
10:54.0,,,59-69,,Defensive rebound by C. Lee
10:32.0,,,59-71,2,D. Rose makes 2-pt shot from 1 ft (assist by C. Lee)
10:05.0,Turnover by K. Caldwell-Pope (bad pass; steal by C. Anthony),,59-71,,
9:59.0,,,59-73,2,D. Rose makes 2-pt shot from 1 ft (assist by W. Hernangomez)
9:58.0,Detroit full timeout,,59-73,,
9:58.0,J. Leuer enters the game for T. Harris,,59-73,,
9:36.0,K. Caldwell-Pope misses 2-pt shot from 15 ft,,59-73,,
9:35.0,,,59-73,,Defensive rebound by K. Porzingis
9:21.0,,,59-73,,K. Porzingis misses 3-pt shot from 26 ft
9:20.0,Defensive rebound by I. Smith,,59-73,,
9:10.0,M. Morris misses 2-pt shot from 16 ft,,59-73,,
9:09.0,,,59-73,,Defensive rebound by W. Hernangomez
8:52.0,,,59-73,,Turnover by C. Anthony (bad pass)
8:37.0,M. Morris misses 2-pt shot from 19 ft,,59-73,,
8:36.0,,,59-73,,Defensive rebound by C. Lee
8:28.0,,,59-73,,Turnover by C. Lee (bad pass)
8:17.0,I. Smith misses 2-pt shot from 15 ft,,59-73,,
8:16.0,,,59-73,,Defensive rebound by W. Hernangomez
8:06.0,,,59-75,2,D. Rose makes 2-pt shot from 11 ft
7:50.0,J. Leuer misses 3-pt shot from 25 ft,,59-75,,
7:49.0,,,59-75,,Defensive rebound by K. Porzingis
7:38.0,,,59-75,,W. Hernangomez misses 2-pt shot from 3 ft
7:37.0,Defensive rebound by A. Drummond,,59-75,,
7:29.0,Turnover by A. Drummond (bad pass),,59-75,,
7:16.0,Personal foul by M. Morris (drawn by C. Anthony),,59-75,,
7:03.0,,,59-75,,D. Rose misses 2-pt shot from 10 ft
7:00.0,Defensive rebound by Team,,59-75,,
6:48.0,Turnover by M. Morris (bad pass),,59-75,,
6:33.0,,,59-75,,C. Lee misses 3-pt shot from 26 ft
6:32.0,Defensive rebound by A. Drummond,,59-75,,
6:09.0,J. Leuer misses 2-pt shot from 4 ft,,59-75,,
6:08.0,,,59-75,,Defensive rebound by D. Rose
5:58.0,,,59-77,2,K. Porzingis makes 2-pt shot from 3 ft (assist by D. Rose)
5:48.0,,,59-77,,Personal foul by W. Hernangomez (drawn by A. Drummond)
5:48.0,A. Baynes enters the game for A. Drummond,,59-77,,
5:37.0,I. Smith misses 2-pt shot from 5 ft,,59-77,,
5:36.0,,,59-77,,Defensive rebound by K. Porzingis
5:27.0,,,59-77,,C. Anthony misses 2-pt shot from 15 ft
5:26.0,,,59-77,,Offensive rebound by W. Hernangomez
5:25.0,Personal foul by J. Leuer (drawn by W. Hernangomez),,59-77,,
5:25.0,,,59-77,,M. Kuzminskas enters the game for K. Porzingis
5:06.0,,,59-79,2,W. Hernangomez makes 2-pt shot from 2 ft
4:52.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by J. Leuer),3,62-79,,
4:34.0,,,62-79,,Shooting foul by M. Morris (drawn by C. Anthony)
4:34.0,,,62-80,1,C. Anthony makes free throw 1 of 2
4:34.0,,,62-81,1,C. Anthony makes free throw 2 of 2
4:34.0,T. Harris enters the game for J. Leuer,,62-80,,
4:24.0,,,62-81,,Personal foul by C. Lee (drawn by A. Baynes)
4:11.0,K. Caldwell-Pope misses 3-pt shot from 25 ft (block by C. Lee),,62-81,,
4:10.0,Offensive rebound by Team,,62-81,,
4:10.0,Turnover by Team (shot clock),,62-81,,
3:54.0,,,62-81,,C. Anthony misses 3-pt shot from 25 ft
3:53.0,Defensive rebound by A. Baynes,,62-81,,
3:40.0,A. Baynes misses 2-pt shot from 6 ft,,62-81,,
3:39.0,Offensive rebound by A. Baynes,,62-81,,
3:38.0,Shooting foul by M. Kuzminskas (drawn by A. Baynes),,62-81,,
3:38.0,A. Baynes makes free throw 1 of 2,1,63-81,,
3:38.0,A. Baynes makes free throw 2 of 2,1,64-81,,
3:20.0,,,64-83,2,D. Rose makes 2-pt shot from 17 ft
2:52.0,I. Smith makes 3-pt shot from 27 ft,3,67-83,,
2:37.0,,,67-83,,Turnover by C. Lee (step out of bounds)
2:37.0,,,67-83,,K. O'Quinn enters the game for W. Hernangomez
2:29.0,M. Morris makes 3-pt shot from 25 ft (assist by A. Baynes),3,70-83,,
2:28.0,,,70-83,,New York full timeout
2:28.0,,,70-83,,K. Porzingis enters the game for C. Anthony
2:09.0,,,70-83,,Shooting foul by M. Morris (drawn by D. Rose)
2:09.0,,,70-84,1,D. Rose makes free throw 1 of 2
2:09.0,,,70-85,1,D. Rose makes free throw 2 of 2
1:55.0,M. Morris makes 2-pt shot from 16 ft,2,72-85,,
1:30.0,,,72-85,,K. O'Quinn misses 2-pt shot from 18 ft
1:29.0,Defensive rebound by A. Baynes,,72-85,,
1:21.0,K. Caldwell-Pope misses 3-pt shot from 23 ft,,72-85,,
1:19.0,Offensive rebound by A. Baynes,,72-85,,
1:19.0,A. Baynes makes 2-pt shot from 1 ft,2,74-85,,
1:03.0,,,74-87,2,M. Kuzminskas makes 2-pt shot from 2 ft
0:47.0,T. Harris misses 3-pt shot from 23 ft,,74-87,,
0:46.0,,,74-87,,Defensive rebound by C. Lee
0:32.0,,,74-87,,K. O'Quinn misses 2-pt shot from 8 ft
0:31.0,Defensive rebound by I. Smith,,74-87,,
0:21.0,T. Harris misses 2-pt shot from 1 ft (block by K. Porzingis),,74-87,,
0:20.0,,,74-87,,Defensive rebound by K. O'Quinn
0:00.0,,,74-89,2,D. Rose makes 2-pt shot from 21 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,Turnover by J. Leuer (lost ball; steal by K. Porzingis),,74-89,,
11:28.0,,,74-91,2,R. Baker makes 2-pt shot from 19 ft (assist by K. Porzingis)
11:05.0,,,74-91,,Personal foul by M. Kuzminskas (drawn by J. Leuer)
10:52.0,J. Leuer misses 2-pt shot from 22 ft,,74-91,,
10:51.0,,,74-91,,Defensive rebound by K. Porzingis
10:33.0,,,74-91,,M. Kuzminskas misses 2-pt shot from 7 ft
10:32.0,Defensive rebound by J. Leuer,,74-91,,
10:23.0,,,74-91,,Violation by M. Kuzminskas (kicked ball)
10:09.0,S. Johnson misses 2-pt shot from 8 ft (block by K. O'Quinn),,74-91,,
10:08.0,Offensive rebound by Team,,74-91,,
10:08.0,Turnover by Team (shot clock),,74-91,,
9:54.0,,,74-91,,K. O'Quinn misses 2-pt shot from 1 ft (block by J. Leuer)
9:53.0,Defensive rebound by B. Udrih,,74-91,,
9:42.0,T. Harris misses 2-pt shot from 3 ft (block by K. Porzingis),,74-91,,
9:41.0,,,74-91,,Defensive rebound by J. Holiday
9:37.0,,,74-94,3,J. Holiday makes 3-pt shot from 25 ft (assist by M. Kuzminskas)
9:36.0,Detroit full timeout,,74-94,,
9:20.0,T. Harris makes 2-pt shot from 16 ft (assist by B. Udrih),2,76-94,,
9:06.0,Personal foul by J. Leuer (drawn by K. Porzingis),,76-94,,
8:53.0,,,76-94,,M. Kuzminskas misses 3-pt shot from 28 ft
8:52.0,Defensive rebound by A. Baynes,,76-94,,
8:42.0,B. Udrih makes 2-pt shot from 1 ft,2,78-94,,
8:27.0,,,78-94,,J. Holiday misses 3-pt shot from 25 ft
8:26.0,Defensive rebound by J. Leuer,,78-94,,
8:15.0,A. Baynes misses 2-pt shot from 11 ft,,78-94,,
8:14.0,,,78-94,,Defensive rebound by J. Holiday
8:04.0,,,78-94,,R. Baker misses 3-pt shot from 23 ft
8:03.0,Defensive rebound by Team,,78-94,,
7:51.0,Turnover by A. Baynes (offensive foul),,78-94,,
7:51.0,Offensive foul by A. Baynes,,78-94,,
7:40.0,,,78-94,,K. Porzingis misses 3-pt shot from 25 ft
7:39.0,Defensive rebound by Team,,78-94,,
7:25.0,T. Harris makes 2-pt shot at rim (assist by B. Udrih),2,80-94,,
7:03.0,,,80-94,,Turnover by K. Porzingis (bad pass; steal by B. Udrih)
6:56.0,S. Johnson makes 3-pt shot from 25 ft (assist by B. Udrih),3,83-94,,
6:55.0,,,83-94,,New York full timeout
6:55.0,,,83-94,,C. Anthony enters the game for M. Kuzminskas
6:55.0,,,83-94,,C. Lee enters the game for J. Holiday
6:55.0,,,83-94,,D. Rose enters the game for R. Baker
6:55.0,I. Smith enters the game for T. Harris,,83-94,,
6:55.0,M. Morris enters the game for B. Udrih,,83-94,,
6:42.0,,,83-94,,K. Porzingis misses 2-pt shot from 18 ft
6:41.0,Defensive rebound by I. Smith,,83-94,,
6:25.0,S. Johnson misses 3-pt shot from 26 ft,,83-94,,
6:24.0,Offensive rebound by A. Baynes,,83-94,,
6:18.0,S. Johnson misses 3-pt shot from 25 ft,,83-94,,
6:17.0,,,83-94,,Defensive rebound by C. Lee
6:08.0,,,83-94,,C. Lee misses 2-pt shot from 16 ft (block by S. Johnson)
6:07.0,Defensive rebound by I. Smith,,83-94,,
5:58.0,M. Morris misses 2-pt shot from 20 ft,,83-94,,
5:57.0,,,83-94,,Defensive rebound by C. Lee
5:34.0,,,83-94,,C. Anthony misses 2-pt shot from 22 ft
5:33.0,Defensive rebound by A. Baynes,,83-94,,
5:24.0,J. Leuer makes 2-pt shot from 1 ft (assist by I. Smith),2,85-94,,
5:05.0,,,85-94,,K. O'Quinn misses 2-pt shot from 3 ft
5:04.0,,,85-94,,Offensive rebound by K. O'Quinn
5:03.0,Personal foul by A. Baynes (drawn by K. O'Quinn),,85-94,,
5:03.0,,,85-94,,W. Hernangomez enters the game for K. O'Quinn
4:53.0,,,85-96,2,D. Rose makes 2-pt shot from 1 ft (assist by W. Hernangomez)
4:34.0,I. Smith misses 2-pt shot from 9 ft,,85-96,,
4:33.0,,,85-96,,Defensive rebound by D. Rose
4:23.0,Personal foul by M. Morris (drawn by W. Hernangomez),,85-96,,
4:23.0,A. Drummond enters the game for A. Baynes,,85-96,,
4:16.0,,,85-98,2,K. Porzingis makes 2-pt shot at rim (assist by D. Rose)
4:00.0,Shooting foul by K. Porzingis (drawn by M. Morris),,85-98,,
4:00.0,M. Morris makes free throw 1 of 2,1,86-98,,
4:00.0,M. Morris makes free throw 2 of 2,1,87-98,,
4:00.0,T. Harris enters the game for J. Leuer,,86-98,,
4:00.0,K. Caldwell-Pope enters the game for S. Johnson,,86-98,,
3:51.0,,,87-100,2,W. Hernangomez makes 2-pt shot from 1 ft (assist by D. Rose)
3:51.0,,,87-100,,Shooting foul by T. Harris (drawn by W. Hernangomez)
3:51.0,,,87-101,1,W. Hernangomez makes free throw 1 of 1
3:36.0,Turnover by K. Caldwell-Pope (lost ball; steal by C. Lee),,87-101,,
3:21.0,,,87-101,,W. Hernangomez misses 2-pt shot from 21 ft
3:20.0,Defensive rebound by M. Morris,,87-101,,
3:14.0,M. Morris misses 2-pt shot from 14 ft,,87-101,,
3:13.0,,,87-101,,Defensive rebound by C. Lee
2:57.0,,,87-103,2,D. Rose makes 2-pt shot from 19 ft (assist by C. Lee)
2:57.0,,,87-103,,Shooting foul by I. Smith (drawn by D. Rose)
2:57.0,Official timeout,,87-103,,
2:57.0,,,87-104,1,D. Rose makes free throw 1 of 1
2:46.0,K. Caldwell-Pope misses 2-pt shot from 2 ft,,87-104,,
2:45.0,Offensive rebound by A. Drummond,,87-104,,
2:44.0,Shooting foul by K. Porzingis (drawn by A. Drummond),,87-104,,
2:44.0,A. Drummond misses free throw 1 of 2,,87-104,,
2:44.0,Offensive rebound by Team,,87-104,,
2:44.0,A. Drummond misses free throw 2 of 2,,87-104,,
2:44.0,Offensive rebound by Team,,87-104,,
2:44.0,,,87-104,,Loose ball foul by W. Hernangomez (drawn by M. Morris)
2:40.0,Shooting foul by C. Lee (drawn by K. Caldwell-Pope),,87-104,,
2:40.0,K. Caldwell-Pope makes free throw 1 of 3,1,88-104,,
2:40.0,K. Caldwell-Pope makes free throw 2 of 3,1,89-104,,
2:40.0,K. Caldwell-Pope makes free throw 3 of 3,1,90-104,,
2:25.0,,,90-106,2,W. Hernangomez makes 2-pt shot from 2 ft
2:15.0,I. Smith makes 2-pt shot from 13 ft,2,92-106,,
1:51.0,,,92-108,2,D. Rose makes 2-pt shot from 20 ft (assist by C. Lee)
1:44.0,K. Caldwell-Pope makes 2-pt shot from 21 ft,2,94-108,,
1:44.0,Shooting foul by C. Lee (drawn by K. Caldwell-Pope),,94-108,,
1:44.0,K. Caldwell-Pope makes free throw 1 of 1,1,95-108,,
1:20.0,,,95-108,,Turnover by Team (shot clock)
1:20.0,,,95-108,,R. Baker enters the game for D. Rose
1:20.0,,,95-108,,M. Kuzminskas enters the game for C. Anthony
1:10.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,95-108,,
1:09.0,Offensive rebound by A. Drummond,,95-108,,
1:08.0,Shooting foul by K. Porzingis (drawn by A. Drummond),,95-108,,
1:08.0,A. Drummond misses free throw 1 of 2,,95-108,,
1:08.0,Offensive rebound by Team,,95-108,,
1:08.0,A. Drummond misses free throw 2 of 2,,95-108,,
1:07.0,Offensive rebound by K. Caldwell-Pope,,95-108,,
1:07.0,K. Caldwell-Pope misses 2-pt shot from 1 ft,,95-108,,
1:06.0,,,95-108,,Defensive rebound by K. Porzingis
1:01.0,,,95-108,,Shooting foul by M. Morris (drawn by W. Hernangomez)
