time,Miami,pts.away,score,pts.home,Detroit
7:56.0,D. Waiters makes 2-pt shot at rim,2,4-11,,
7:33.0,,,4-13,2,M. Morris makes 2-pt shot at rim (assist by I. Smith)
7:22.0,G. Dragic misses 2-pt shot from 5 ft,,4-13,,
7:22.0,,,4-13,,Defensive rebound by I. Smith
7:13.0,,,4-13,,M. Morris misses 2-pt shot from 14 ft
7:12.0,Defensive rebound by D. Williams,,4-13,,
7:07.0,Turnover by J. Richardson (lost ball),,4-13,,
6:53.0,,,4-15,2,K. Caldwell-Pope makes 2-pt shot from 17 ft (assist by A. Drummond)
6:42.0,,,4-15,,Personal foul by I. Smith (drawn by G. Dragic)
6:42.0,,,4-15,,B. Udrih enters the game for I. Smith
6:37.0,,,4-15,,Def 3 sec tech foul by A. Drummond
6:37.0,G. Dragic makes technical free throw,1,5-15,,
6:26.0,D. Waiters makes 3-pt shot from 26 ft (assist by G. Dragic),3,8-15,,
6:06.0,,,8-17,2,A. Drummond makes 2-pt shot at rim (assist by M. Morris)
5:50.0,D. Waiters misses 2-pt shot from 20 ft,,8-17,,
5:50.0,,,8-17,,Defensive rebound by A. Drummond
5:41.0,,,8-19,2,B. Udrih makes 2-pt shot from 1 ft
5:41.0,,,8-19,,Shooting foul by G. Dragic (drawn by B. Udrih)
5:41.0,,,8-19,,B. Udrih misses free throw 1 of 1
5:41.0,T. Johnson enters the game for J. Richardson,,8-19,,
5:41.0,R. McGruder enters the game for D. Waiters,,8-19,,
5:41.0,J. Johnson enters the game for D. Williams,,8-19,,
5:41.0,,,8-19,,J. Leuer enters the game for T. Harris
5:40.0,Defensive rebound by H. Whiteside,,8-19,,
5:29.0,G. Dragic misses 3-pt shot from 26 ft,,8-19,,
5:29.0,,,8-19,,Defensive rebound by A. Drummond
5:13.0,,,8-19,,K. Caldwell-Pope misses 3-pt shot from 26 ft
5:12.0,Defensive rebound by T. Johnson,,8-19,,
5:02.0,T. Johnson misses 3-pt shot from 26 ft,,8-19,,
5:02.0,,,8-19,,Defensive rebound by B. Udrih
4:52.0,,,8-19,,Turnover by B. Udrih (bad pass; steal by J. Johnson)
4:48.0,R. McGruder misses 2-pt shot from 5 ft (block by J. Leuer),,8-19,,
4:48.0,Offensive rebound by Team,,8-19,,
4:40.0,T. Johnson makes 2-pt shot from 8 ft,2,10-19,,
4:26.0,,,10-19,,Shooting foul by R. McGruder (drawn by M. Morris)
4:26.0,,,10-19,,M. Morris misses free throw 1 of 2
4:26.0,,,10-19,,Offensive rebound by Team
4:26.0,,,10-20,1,M. Morris makes free throw 2 of 2
4:19.0,Shooting foul by B. Udrih (drawn by G. Dragic),,10-20,,
4:19.0,G. Dragic makes free throw 1 of 2,1,11-20,,
4:19.0,G. Dragic misses free throw 2 of 2,,11-20,,
4:18.0,,,11-20,,Defensive rebound by A. Drummond
4:03.0,,,11-22,2,A. Drummond makes 2-pt shot from 7 ft (assist by B. Udrih)
3:51.0,T. Johnson makes 2-pt shot at rim (assist by J. Johnson),2,13-22,,
3:35.0,,,13-22,,B. Udrih misses 2-pt shot from 14 ft
3:35.0,,,13-22,,Offensive rebound by B. Udrih
3:23.0,,,13-22,,A. Drummond misses 2-pt shot from 7 ft
3:23.0,Defensive rebound by J. Johnson,,13-22,,
3:17.0,Turnover by J. Johnson (lost ball; steal by K. Caldwell-Pope),,13-22,,
3:12.0,,,13-24,2,K. Caldwell-Pope makes 2-pt shot from 1 ft
2:52.0,T. Johnson misses 2-pt shot at rim,,13-24,,
2:51.0,,,13-24,,Defensive rebound by K. Caldwell-Pope
2:30.0,,,13-26,2,J. Leuer makes 2-pt shot at rim (assist by K. Caldwell-Pope)
2:03.0,J. Johnson misses 3-pt shot from 27 ft,,13-26,,
2:03.0,,,13-26,,Defensive rebound by A. Drummond
1:55.0,,,13-28,2,A. Drummond makes 2-pt shot at rim (assist by B. Udrih)
1:55.0,,,13-28,,Shooting foul by H. Whiteside (drawn by A. Drummond)
1:55.0,,,13-28,,Detroit full timeout
1:55.0,,,13-28,,A. Drummond misses free throw 1 of 1
1:55.0,,,13-28,,T. Harris enters the game for M. Morris
1:55.0,,,13-28,,R. Bullock enters the game for K. Caldwell-Pope
1:55.0,J. McRoberts enters the game for H. Whiteside,,13-28,,
1:54.0,Defensive rebound by J. Johnson,,13-28,,
1:48.0,Turnover by G. Dragic (bad pass; steal by A. Drummond),,13-28,,
1:35.0,,,13-28,,B. Udrih misses 2-pt shot from 8 ft
1:34.0,,,13-28,,Offensive rebound by B. Udrih
1:25.0,Violation by J. Johnson (kicked ball),,13-28,,
1:25.0,L. Babbitt enters the game for G. Dragic,,13-28,,
1:25.0,,,13-28,,A. Baynes enters the game for A. Drummond
1:13.0,,,13-28,,R. Bullock misses 2-pt shot from 18 ft
1:13.0,Defensive rebound by J. McRoberts,,13-28,,
1:01.0,,,13-28,,Personal foul by J. Leuer (drawn by J. Johnson)
1:01.0,J. Johnson misses free throw 1 of 2,,13-28,,
1:01.0,Offensive rebound by Team,,13-28,,
1:01.0,J. Johnson makes free throw 2 of 2,1,14-28,,
0:45.0,,,14-28,,R. Bullock misses 3-pt shot from 25 ft
0:45.0,Defensive rebound by R. McGruder,,14-28,,
0:31.0,J. McRoberts misses 2-pt shot from 13 ft,,14-28,,
0:31.0,,,14-28,,Defensive rebound by T. Harris
0:17.0,,,14-28,,Turnover by A. Baynes (traveling)
0:03.0,Shooting foul by A. Baynes (drawn by T. Johnson),,14-28,,
0:03.0,T. Johnson makes free throw 1 of 2,1,15-28,,
0:03.0,T. Johnson makes free throw 2 of 2,1,16-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,16-28,,Turnover by J. Leuer (bad pass; steal by J. McRoberts)
11:33.0,L. Babbitt misses 2-pt shot from 1 ft,,16-28,,
11:32.0,,,16-28,,Defensive rebound by A. Baynes
11:19.0,,,16-28,,T. Harris misses 3-pt shot from 26 ft
11:18.0,Defensive rebound by J. McRoberts,,16-28,,
11:05.0,T. Johnson makes 2-pt shot from 7 ft,2,18-28,,
10:41.0,,,18-28,,Turnover by T. Harris (lost ball; steal by J. Johnson)
10:38.0,Shooting foul by J. Leuer (drawn by T. Johnson),,18-28,,
10:38.0,T. Johnson makes free throw 1 of 2,1,19-28,,
10:38.0,T. Johnson makes free throw 2 of 2,1,20-28,,
10:38.0,,,19-28,,S. Johnson enters the game for R. Bullock
10:18.0,,,20-28,,T. Harris misses 2-pt shot from 19 ft (block by J. Johnson)
10:18.0,Defensive rebound by J. McRoberts,,20-28,,
10:09.0,Turnover by T. Johnson (bad pass; steal by B. Udrih),,20-28,,
9:55.0,,,20-28,,T. Harris misses 2-pt shot from 7 ft
9:53.0,Defensive rebound by J. McRoberts,,20-28,,
9:39.0,R. McGruder makes 3-pt shot from 23 ft (assist by T. Johnson),3,23-28,,
9:18.0,,,23-28,,Turnover by A. Baynes (3 sec)
9:06.0,T. Johnson misses 3-pt shot from 26 ft,,23-28,,
9:06.0,Offensive rebound by L. Babbitt,,23-28,,
9:01.0,L. Babbitt misses 2-pt shot from 13 ft,,23-28,,
9:00.0,,,23-28,,Defensive rebound by A. Baynes
8:51.0,,,23-30,2,B. Udrih makes 2-pt shot from 18 ft
8:40.0,J. Johnson makes 3-pt shot from 25 ft (assist by T. Johnson),3,26-30,,
8:13.0,,,26-33,3,S. Johnson makes 3-pt shot from 26 ft (assist by T. Harris)
7:59.0,Shooting foul by T. Harris (drawn by J. Johnson),,26-33,,
7:59.0,Official timeout,,26-33,,
7:59.0,J. Johnson makes free throw 1 of 2,1,27-33,,
7:59.0,J. Johnson makes free throw 2 of 2,1,28-33,,
7:59.0,D. Waiters enters the game for T. Johnson,,26-33,,
7:59.0,,,26-33,,M. Morris enters the game for J. Leuer
7:41.0,,,28-33,,T. Harris misses 2-pt shot from 6 ft
7:40.0,Defensive rebound by J. McRoberts,,28-33,,
7:25.0,R. McGruder makes 2-pt shot from 1 ft (assist by J. McRoberts),2,30-33,,
7:12.0,,,30-36,3,B. Udrih makes 3-pt shot from 25 ft
6:51.0,Turnover by D. Waiters (lost ball; steal by A. Baynes),,30-36,,
6:36.0,,,30-36,,M. Morris misses 2-pt shot from 20 ft
6:35.0,Defensive rebound by J. McRoberts,,30-36,,
6:33.0,Miami full timeout,,30-36,,
6:33.0,,,30-36,,I. Smith enters the game for B. Udrih
6:33.0,,,30-36,,K. Caldwell-Pope enters the game for A. Baynes
6:33.0,,,30-36,,A. Drummond enters the game for S. Johnson
6:33.0,H. Whiteside enters the game for J. McRoberts,,30-36,,
6:23.0,H. Whiteside makes 2-pt shot at rim (assist by D. Waiters),2,32-36,,
6:02.0,,,32-36,,Turnover by T. Harris (lost ball)
5:49.0,L. Babbitt misses 3-pt shot from 26 ft,,32-36,,
5:48.0,,,32-36,,Defensive rebound by A. Drummond
5:35.0,,,32-38,2,T. Harris makes 2-pt shot from 1 ft
5:23.0,D. Waiters misses 3-pt shot from 26 ft,,32-38,,
5:23.0,,,32-38,,Defensive rebound by A. Drummond
5:13.0,,,32-40,2,I. Smith makes 2-pt shot from 1 ft
4:47.0,D. Waiters makes 2-pt shot at rim,2,34-40,,
4:24.0,,,34-40,,I. Smith misses 2-pt shot from 20 ft
4:24.0,Defensive rebound by H. Whiteside,,34-40,,
4:13.0,H. Whiteside misses 2-pt shot from 6 ft (block by A. Drummond),,34-40,,
4:11.0,Offensive rebound by R. McGruder,,34-40,,
4:08.0,R. McGruder makes 2-pt shot from 1 ft,2,36-40,,
3:47.0,,,36-42,2,A. Drummond makes 2-pt shot at rim (assist by M. Morris)
3:23.0,H. Whiteside misses 2-pt shot from 4 ft,,36-42,,
3:22.0,,,36-42,,Defensive rebound by T. Harris
3:19.0,Personal foul by L. Babbitt (drawn by A. Drummond),,36-42,,
3:19.0,J. Richardson enters the game for R. McGruder,,36-42,,
3:19.0,G. Dragic enters the game for J. Johnson,,36-42,,
3:07.0,,,36-44,2,I. Smith makes 2-pt shot from 6 ft
3:02.0,Offensive foul by L. Babbitt,,36-44,,
3:02.0,Turnover by L. Babbitt (offensive foul),,36-44,,
3:02.0,J. Johnson enters the game for L. Babbitt,,36-44,,
2:48.0,,,36-44,,Shooting foul by D. Waiters (drawn by T. Harris)
2:48.0,,,36-44,,Detroit full timeout
2:48.0,,,36-45,1,T. Harris makes free throw 1 of 2
2:48.0,,,36-46,1,T. Harris makes free throw 2 of 2
2:28.0,D. Waiters misses 2-pt shot from 18 ft,,36-46,,
2:27.0,,,36-46,,Defensive rebound by A. Drummond
2:23.0,,,36-46,,Shooting foul by J. Richardson (drawn by I. Smith)
2:23.0,,,36-47,1,I. Smith makes free throw 1 of 2
2:23.0,,,36-48,1,I. Smith makes free throw 2 of 2
2:04.0,G. Dragic misses 3-pt shot from 25 ft,,36-48,,
2:04.0,,,36-48,,Defensive rebound by Team
2:04.0,Loose ball foul by H. Whiteside (drawn by A. Drummond),,36-48,,
2:04.0,,,36-48,,B. Udrih enters the game for I. Smith
1:45.0,,,36-50,2,M. Morris makes 2-pt shot from 18 ft
1:24.0,H. Whiteside misses 2-pt shot from 3 ft (block by A. Drummond),,36-50,,
1:23.0,,,36-50,,Defensive rebound by K. Caldwell-Pope
1:16.0,,,36-50,,Shooting foul by J. Richardson (drawn by M. Morris)
1:16.0,,,36-51,1,M. Morris makes free throw 1 of 2
1:16.0,,,36-52,1,M. Morris makes free throw 2 of 2
1:00.0,J. Richardson makes 2-pt shot from 6 ft,2,38-52,,
0:46.0,,,38-52,,M. Morris misses 2-pt shot at rim
0:46.0,,,38-52,,Offensive rebound by A. Drummond
0:46.0,,,38-54,2,A. Drummond makes 2-pt shot from 1 ft
0:33.0,J. Johnson makes 2-pt shot from 18 ft (assist by G. Dragic),2,40-54,,
0:23.0,Personal foul by J. Richardson (drawn by K. Caldwell-Pope),,40-54,,
0:23.0,,,40-55,1,K. Caldwell-Pope makes free throw 1 of 2
0:23.0,,,40-56,1,K. Caldwell-Pope makes free throw 2 of 2
0:23.0,T. Johnson enters the game for J. Richardson,,40-55,,
0:23.0,,,40-55,,S. Johnson enters the game for T. Harris
0:20.0,Miami full timeout,,40-56,,
0:20.0,L. Babbitt enters the game for J. Johnson,,40-56,,
0:02.0,T. Johnson makes 2-pt shot from 5 ft (assist by G. Dragic),2,42-56,,
0:01.0,,,42-56,,B. Udrih misses 3-pt shot from 56 ft
0:00.0,,,42-56,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,42-56,,K. Caldwell-Pope misses 3-pt shot from 26 ft
11:45.0,,,42-56,,Offensive rebound by A. Drummond
11:41.0,,,42-58,2,A. Drummond makes 2-pt shot from 1 ft
11:25.0,D. Williams makes 2-pt shot from 1 ft (assist by G. Dragic),2,44-58,,
11:08.0,,,44-58,,K. Caldwell-Pope misses 2-pt shot from 13 ft
11:08.0,,,44-58,,Offensive rebound by K. Caldwell-Pope
11:03.0,,,44-58,,K. Caldwell-Pope misses 2-pt shot from 4 ft
11:03.0,Defensive rebound by J. Richardson,,44-58,,
10:56.0,G. Dragic makes 3-pt shot from 23 ft (assist by J. Richardson),3,47-58,,
10:43.0,,,47-58,,T. Harris misses 2-pt shot from 19 ft
10:43.0,Defensive rebound by H. Whiteside,,47-58,,
10:37.0,Shooting foul by I. Smith (drawn by D. Waiters),,47-58,,
10:37.0,D. Waiters makes free throw 1 of 2,1,48-58,,
10:37.0,D. Waiters makes free throw 2 of 2,1,49-58,,
10:19.0,,,49-58,,Turnover by K. Caldwell-Pope (bad pass; steal by H. Whiteside)
10:05.0,Turnover by D. Waiters (lost ball; steal by M. Morris),,49-58,,
9:59.0,,,49-58,,I. Smith misses 2-pt shot from 3 ft
9:58.0,Defensive rebound by G. Dragic,,49-58,,
9:40.0,D. Waiters misses 2-pt shot from 19 ft,,49-58,,
9:40.0,,,49-58,,Defensive rebound by Team
9:26.0,,,49-58,,Shooting foul by J. Richardson (drawn by K. Caldwell-Pope)
9:26.0,,,49-59,1,K. Caldwell-Pope makes free throw 1 of 2
9:26.0,,,49-60,1,K. Caldwell-Pope makes free throw 2 of 2
9:26.0,T. Johnson enters the game for J. Richardson,,49-59,,
9:06.0,H. Whiteside makes 2-pt shot from 19 ft (assist by D. Waiters),2,51-60,,
8:56.0,,,51-62,2,K. Caldwell-Pope makes 2-pt shot from 1 ft
8:50.0,Miami full timeout,,51-62,,
8:38.0,H. Whiteside misses 2-pt shot from 11 ft (block by A. Drummond),,51-62,,
8:35.0,Offensive rebound by G. Dragic,,51-62,,
8:29.0,D. Williams misses 3-pt shot from 26 ft,,51-62,,
8:28.0,,,51-62,,Defensive rebound by A. Drummond
8:10.0,,,51-64,2,T. Harris makes 2-pt shot from 5 ft
7:57.0,G. Dragic misses 2-pt shot from 1 ft,,51-64,,
7:57.0,Offensive rebound by D. Williams,,51-64,,
7:53.0,D. Williams makes 2-pt shot from 1 ft,2,53-64,,
7:35.0,,,53-66,2,K. Caldwell-Pope makes 2-pt shot at rim (assist by T. Harris)
7:17.0,H. Whiteside misses 2-pt shot from 6 ft,,53-66,,
7:16.0,,,53-66,,Defensive rebound by M. Morris
7:08.0,,,53-66,,Turnover by M. Morris (lost ball)
6:55.0,Shooting foul by A. Drummond (drawn by D. Waiters),,53-66,,
6:55.0,D. Waiters makes free throw 1 of 2,1,54-66,,
6:55.0,D. Waiters makes free throw 2 of 2,1,55-66,,
6:38.0,,,55-68,2,T. Harris makes 2-pt shot from 1 ft (assist by M. Morris)
6:15.0,G. Dragic misses 3-pt shot from 26 ft,,55-68,,
6:14.0,,,55-68,,Defensive rebound by A. Drummond
6:07.0,,,55-68,,I. Smith misses 2-pt shot from 1 ft
6:07.0,,,55-68,,Offensive rebound by A. Drummond
6:06.0,,,55-70,2,A. Drummond makes 2-pt shot at rim
5:53.0,,,55-70,,Personal foul by M. Morris (drawn by D. Waiters)
5:53.0,J. Johnson enters the game for D. Williams,,55-70,,
5:37.0,H. Whiteside makes 2-pt shot from 14 ft (assist by D. Waiters),2,57-70,,
5:31.0,Personal foul by D. Waiters (drawn by M. Morris),,57-70,,
5:31.0,,,57-70,,J. Leuer enters the game for T. Harris
5:20.0,,,57-70,,I. Smith misses 2-pt shot from 6 ft (block by H. Whiteside)
5:19.0,Defensive rebound by D. Waiters,,57-70,,
5:11.0,D. Waiters misses 2-pt shot from 5 ft (block by A. Drummond),,57-70,,
5:11.0,,,57-70,,Defensive rebound by I. Smith
5:10.0,Personal foul by G. Dragic (drawn by K. Caldwell-Pope),,57-70,,
5:10.0,,,57-71,1,K. Caldwell-Pope makes free throw 1 of 2
5:10.0,,,57-72,1,K. Caldwell-Pope makes free throw 2 of 2
4:58.0,T. Johnson misses 2-pt shot from 2 ft,,57-72,,
4:58.0,,,57-72,,Defensive rebound by J. Leuer
4:53.0,Violation by T. Johnson (kicked ball),,57-72,,
4:53.0,Technical foul by D. Waiters,,57-72,,
4:53.0,,,57-73,1,J. Leuer makes technical free throw
4:53.0,R. McGruder enters the game for D. Waiters,,57-72,,
4:34.0,,,57-73,,M. Morris misses 2-pt shot from 15 ft
4:34.0,Defensive rebound by H. Whiteside,,57-73,,
4:28.0,T. Johnson misses 3-pt shot from 28 ft,,57-73,,
4:28.0,,,57-73,,Defensive rebound by A. Drummond
4:10.0,,,57-76,3,J. Leuer makes 3-pt shot from 23 ft (assist by M. Morris)
3:56.0,G. Dragic misses 2-pt shot from 18 ft,,57-76,,
3:55.0,,,57-76,,Defensive rebound by A. Drummond
3:43.0,,,57-79,3,K. Caldwell-Pope makes 3-pt shot from 27 ft (assist by I. Smith)
3:39.0,Miami full timeout,,57-79,,
3:39.0,J. Richardson enters the game for H. Whiteside,,57-79,,
3:39.0,J. McRoberts enters the game for G. Dragic,,57-79,,
3:39.0,,,57-79,,S. Johnson enters the game for M. Morris
3:39.0,,,57-79,,B. Udrih enters the game for I. Smith
3:39.0,,,57-79,,Violation by Team (jump ball)
3:28.0,J. Johnson misses 3-pt shot from 28 ft,,57-79,,
3:27.0,,,57-79,,Defensive rebound by K. Caldwell-Pope
3:17.0,,,57-79,,A. Drummond misses 2-pt shot from 6 ft (block by J. Johnson)
3:15.0,,,57-79,,Offensive rebound by J. Leuer
3:07.0,,,57-81,2,A. Drummond makes 2-pt shot from 1 ft (assist by K. Caldwell-Pope)
2:51.0,Turnover by R. McGruder (step out of bounds),,57-81,,
2:51.0,,,57-81,,Detroit full timeout
2:51.0,,,57-81,,A. Baynes enters the game for A. Drummond
2:28.0,,,57-81,,B. Udrih misses 2-pt shot from 18 ft
2:28.0,Defensive rebound by J. Richardson,,57-81,,
2:16.0,J. Richardson makes 2-pt shot from 14 ft,2,59-81,,
2:03.0,,,59-81,,K. Caldwell-Pope misses 3-pt shot from 26 ft
2:03.0,Defensive rebound by J. Richardson,,59-81,,
1:49.0,J. McRoberts misses 3-pt shot from 26 ft,,59-81,,
1:48.0,Offensive rebound by R. McGruder,,59-81,,
1:38.0,T. Johnson misses 2-pt shot from 20 ft,,59-81,,
1:38.0,,,59-81,,Defensive rebound by J. Leuer
1:22.0,,,59-83,2,K. Caldwell-Pope makes 2-pt shot from 8 ft
1:00.0,,,59-83,,Shooting block foul by K. Caldwell-Pope (drawn by T. Johnson)
1:00.0,T. Johnson makes free throw 1 of 2,1,60-83,,
1:00.0,T. Johnson makes free throw 2 of 2,1,61-83,,
0:45.0,,,61-83,,J. Leuer misses 3-pt shot from 26 ft
0:44.0,Defensive rebound by T. Johnson,,61-83,,
0:34.0,R. McGruder makes 3-pt shot from 23 ft (assist by J. Johnson),3,64-83,,
0:24.0,,,64-83,,B. Udrih misses 2-pt shot from 14 ft (block by T. Johnson)
0:24.0,,,64-83,,Offensive rebound by Team
0:19.0,,,64-85,2,B. Udrih makes 2-pt shot at rim
0:19.0,,,64-85,,Shooting foul by J. Johnson (drawn by B. Udrih)
0:19.0,,,64-86,1,B. Udrih makes free throw 1 of 1
0:03.0,T. Johnson misses 2-pt shot from 13 ft,,64-86,,
0:01.0,,,64-86,,Defensive rebound by K. Caldwell-Pope
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,J. Richardson misses 3-pt shot from 26 ft,,64-86,,
11:43.0,,,64-86,,Defensive rebound by A. Baynes
11:21.0,,,64-86,,B. Udrih misses 3-pt shot from 26 ft
11:20.0,,,64-86,,Offensive rebound by Team
11:20.0,,,64-86,,Turnover by Team (shot clock)
11:09.0,J. McRoberts makes 2-pt shot from 13 ft (assist by T. Johnson),2,66-86,,
10:54.0,,,66-88,2,A. Baynes makes 2-pt shot at rim (assist by J. Leuer)
10:42.0,,,66-88,,Def 3 sec tech foul by T. Harris
10:42.0,T. Johnson makes technical free throw,1,67-88,,
10:35.0,J. Richardson misses 2-pt shot from 5 ft (block by S. Johnson),,67-88,,
10:35.0,Offensive rebound by Team,,67-88,,
10:32.0,J. Richardson misses 2-pt shot from 19 ft,,67-88,,
10:31.0,,,67-88,,Defensive rebound by A. Baynes
10:15.0,,,67-88,,Shooting foul by J. Johnson (drawn by T. Harris)
10:15.0,,,67-88,,T. Harris misses free throw 1 of 2
10:15.0,,,67-88,,Offensive rebound by Team
10:15.0,,,67-89,1,T. Harris makes free throw 2 of 2
9:56.0,J. McRoberts misses 3-pt shot from 27 ft,,67-89,,
9:56.0,,,67-89,,Defensive rebound by S. Johnson
9:47.0,,,67-91,2,A. Baynes makes 2-pt shot at rim (assist by B. Udrih)
9:14.0,R. McGruder misses 3-pt shot from 26 ft,,67-91,,
9:14.0,,,67-91,,Defensive rebound by T. Harris
9:06.0,,,67-91,,T. Harris misses 3-pt shot from 26 ft
9:06.0,Defensive rebound by J. Richardson,,67-91,,
8:56.0,T. Johnson makes 2-pt shot from 1 ft (assist by J. McRoberts),2,69-91,,
8:39.0,Personal foul by R. McGruder (drawn by T. Harris),,69-91,,
8:39.0,Official timeout,,69-91,,
8:23.0,,,69-91,,S. Johnson misses 3-pt shot from 27 ft
8:23.0,Defensive rebound by J. McRoberts,,69-91,,
8:23.0,,,69-91,,Personal foul by J. Leuer (drawn by J. McRoberts)
7:58.0,R. McGruder misses 3-pt shot from 24 ft,,69-91,,
7:58.0,,,69-91,,Defensive rebound by A. Baynes
7:54.0,,,69-93,2,J. Leuer makes 2-pt shot at rim (assist by B. Udrih)
7:31.0,J. McRoberts misses 2-pt shot from 6 ft,,69-93,,
7:29.0,,,69-93,,Defensive rebound by A. Baynes
7:22.0,,,69-95,2,T. Harris makes 2-pt shot at rim (assist by B. Udrih)
7:22.0,Miami full timeout,,69-95,,
7:22.0,U. Haslem enters the game for J. Richardson,,69-95,,
7:22.0,L. Babbitt enters the game for J. McRoberts,,69-95,,
7:08.0,J. Johnson misses 2-pt shot from 20 ft,,69-95,,
7:08.0,,,69-95,,Defensive rebound by A. Baynes
6:49.0,,,69-95,,Turnover by J. Leuer (bad pass; steal by T. Johnson)
6:44.0,R. McGruder makes 2-pt shot from 1 ft (assist by T. Johnson),2,71-95,,
6:25.0,,,71-95,,J. Leuer misses 3-pt shot from 26 ft
6:25.0,,,71-95,,Offensive rebound by S. Johnson
6:25.0,,,71-97,2,S. Johnson makes 2-pt shot from 1 ft
6:25.0,,,71-97,,Shooting foul by L. Babbitt (drawn by S. Johnson)
6:25.0,,,71-98,1,S. Johnson makes free throw 1 of 1
6:07.0,Shooting foul by A. Baynes (drawn by U. Haslem),,71-98,,
6:07.0,U. Haslem misses free throw 1 of 2,,71-98,,
6:07.0,Offensive rebound by Team,,71-98,,
6:07.0,U. Haslem makes free throw 2 of 2,1,72-98,,
5:43.0,,,72-98,,T. Harris misses 2-pt shot from 8 ft
5:42.0,,,72-98,,Offensive rebound by T. Harris
5:39.0,,,72-98,,T. Harris misses 2-pt shot from 3 ft
5:39.0,Defensive rebound by J. Johnson,,72-98,,
5:18.0,U. Haslem misses 2-pt shot from 20 ft,,72-98,,
5:18.0,Offensive rebound by R. McGruder,,72-98,,
5:11.0,L. Babbitt makes 3-pt shot from 26 ft (assist by T. Johnson),3,75-98,,
5:11.0,,,75-98,,Detroit full timeout
5:11.0,,,75-98,,D. Hilliard enters the game for T. Harris
5:01.0,,,75-98,,Offensive foul by A. Baynes
5:01.0,,,75-98,,Turnover by A. Baynes (offensive foul)
4:36.0,Shooting foul by A. Baynes (drawn by J. Johnson),,75-98,,
4:36.0,J. Johnson makes free throw 1 of 2,1,76-98,,
4:36.0,J. Johnson makes free throw 2 of 2,1,77-98,,
4:13.0,,,77-98,,Turnover by D. Hilliard (step out of bounds)
3:53.0,U. Haslem misses 2-pt shot from 19 ft,,77-98,,
3:52.0,,,77-98,,Defensive rebound by S. Johnson
3:43.0,,,77-101,3,J. Leuer makes 3-pt shot from 26 ft (assist by S. Johnson)
3:25.0,Offensive foul by J. Johnson,,77-101,,
