time,Brooklyn,pts.away,score,pts.home,Miami
4:40.0,B. Bogdanovic makes 2-pt shot from 2 ft,2,22-15,,
4:30.0,,,22-18,3,J. Johnson makes 3-pt shot from 25 ft (assist by D. Waiters)
4:10.0,S. Dinwiddie makes 2-pt shot from 9 ft,2,24-18,,
3:57.0,,,24-20,2,G. Dragic makes 2-pt shot from 10 ft
3:40.0,T. Booker makes 2-pt shot from 2 ft (assist by B. Lopez),2,26-20,,
3:16.0,,,26-20,,H. Whiteside misses 2-pt shot from 16 ft
3:15.0,Defensive rebound by B. Bogdanovic,,26-20,,
3:01.0,Turnover by B. Bogdanovic (lost ball; steal by G. Dragic),,26-20,,
2:58.0,,,26-20,,Turnover by H. Whiteside (bad pass; steal by T. Booker)
2:52.0,T. Booker misses 2-pt shot from 7 ft (block by J. Johnson),,26-20,,
2:51.0,,,26-20,,Defensive rebound by D. Waiters
2:45.0,,,26-23,3,R. McGruder makes 3-pt shot from 24 ft (assist by D. Waiters)
2:45.0,Brooklyn full timeout,,26-23,,
2:45.0,,,26-23,,T. Johnson enters the game for H. Whiteside
2:45.0,,,26-23,,W. Reed enters the game for G. Dragic
2:45.0,S. Kilpatrick enters the game for B. Bogdanovic,,26-23,,
2:45.0,J. Hamilton enters the game for T. Booker,,26-23,,
2:45.0,I. Whitehead enters the game for B. Lopez,,26-23,,
2:45.0,R. Hollis-Jefferson enters the game for S. Dinwiddie,,26-23,,
2:24.0,J. Hamilton makes 2-pt shot from 14 ft (assist by I. Whitehead),2,28-23,,
1:58.0,,,28-25,2,R. McGruder makes 2-pt shot from 12 ft
1:36.0,C. LeVert misses 3-pt shot from 25 ft,,28-25,,
1:35.0,,,28-25,,Defensive rebound by J. Johnson
1:27.0,,,28-25,,D. Waiters misses 2-pt shot from 1 ft
1:26.0,Defensive rebound by S. Kilpatrick,,28-25,,
1:18.0,I. Whitehead misses 2-pt shot from 1 ft (block by R. McGruder),,28-25,,
1:17.0,Offensive rebound by I. Whitehead,,28-25,,
1:08.0,S. Kilpatrick misses 3-pt shot from 25 ft,,28-25,,
1:07.0,,,28-25,,Defensive rebound by W. Reed
0:54.0,,,28-28,3,R. McGruder makes 3-pt shot from 25 ft (assist by D. Waiters)
0:39.0,J. Hamilton makes 2-pt shot from 2 ft (assist by I. Whitehead),2,30-28,,
0:24.0,,,30-28,,J. Johnson misses 2-pt shot from 16 ft
0:23.0,Defensive rebound by I. Whitehead,,30-28,,
0:20.0,C. LeVert makes 2-pt shot at rim (assist by I. Whitehead),2,32-28,,
0:02.0,,,32-28,,R. McGruder misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by R. Hollis-Jefferson,,32-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,32-28,,T. Johnson misses 2-pt shot from 3 ft (block by I. Whitehead)
11:45.0,,,32-28,,Offensive rebound by Team
11:35.0,,,32-31,3,G. Dragic makes 3-pt shot from 24 ft
11:19.0,Turnover by S. Kilpatrick (traveling),,32-31,,
11:02.0,,,32-31,,T. Johnson misses 2-pt shot from 2 ft
11:01.0,Defensive rebound by J. Hamilton,,32-31,,
10:51.0,J. Hamilton misses 3-pt shot from 25 ft,,32-31,,
10:50.0,,,32-31,,Defensive rebound by G. Dragic
10:41.0,Personal foul by J. Hamilton (drawn by W. Reed),,32-31,,
10:29.0,,,32-31,,W. Ellington misses 3-pt shot from 24 ft
10:28.0,Defensive rebound by R. Hollis-Jefferson,,32-31,,
10:26.0,,,32-31,,Personal foul by G. Dragic (drawn by R. Hollis-Jefferson)
10:21.0,Turnover by C. LeVert (traveling),,32-31,,
10:03.0,,,32-33,2,W. Reed makes 2-pt shot from 5 ft (assist by J. Johnson)
9:44.0,C. LeVert misses 2-pt shot from 2 ft,,32-33,,
9:43.0,,,32-33,,Defensive rebound by W. Reed
9:31.0,,,32-35,2,J. Johnson makes 2-pt shot from 8 ft (assist by G. Dragic)
9:23.0,I. Whitehead makes 2-pt shot from 1 ft,2,34-35,,
9:08.0,,,34-35,,Turnover by J. Johnson (bad pass; steal by C. LeVert)
9:06.0,Shooting foul by W. Reed (drawn by S. Kilpatrick),,34-35,,
9:06.0,S. Kilpatrick makes free throw 1 of 2,1,35-35,,
9:06.0,S. Kilpatrick makes free throw 2 of 2,1,36-35,,
8:56.0,,,36-35,,Turnover by J. Johnson (bad pass; steal by S. Kilpatrick)
8:52.0,Turnover by C. LeVert (bad pass; steal by G. Dragic),,36-35,,
8:35.0,,,36-35,,J. Johnson misses 3-pt shot from 23 ft
8:34.0,Defensive rebound by I. Whitehead,,36-35,,
8:21.0,I. Whitehead misses 2-pt shot from 2 ft (block by J. Johnson),,36-35,,
8:20.0,Offensive rebound by R. Hollis-Jefferson,,36-35,,
8:11.0,S. Kilpatrick misses 3-pt shot from 24 ft,,36-35,,
8:10.0,Offensive rebound by J. Hamilton,,36-35,,
8:06.0,C. LeVert misses 3-pt shot from 25 ft,,36-35,,
8:05.0,,,36-35,,Defensive rebound by W. Reed
7:43.0,,,36-35,,T. Johnson misses 2-pt shot from 15 ft
7:42.0,Defensive rebound by S. Kilpatrick,,36-35,,
7:36.0,S. Kilpatrick makes 2-pt shot from 16 ft,2,38-35,,
7:36.0,,,38-35,,Miami full timeout
7:36.0,B. Lopez enters the game for J. Hamilton,,38-35,,
7:36.0,,,38-35,,H. Whiteside enters the game for J. Johnson
7:36.0,,,38-35,,O. White enters the game for W. Reed
7:22.0,,,38-35,,Turnover by H. Whiteside (bad pass; steal by C. LeVert)
7:18.0,S. Kilpatrick makes 2-pt shot at rim (assist by C. LeVert),2,40-35,,
7:02.0,,,40-35,,W. Ellington misses 3-pt shot from 23 ft
7:01.0,,,40-35,,Offensive rebound by Team
7:00.0,Loose ball foul by R. Hollis-Jefferson (drawn by O. White),,40-35,,
6:55.0,Personal foul by S. Kilpatrick (drawn by O. White),,40-35,,
6:43.0,,,40-35,,G. Dragic misses 2-pt shot from 17 ft
6:42.0,,,40-35,,Offensive rebound by G. Dragic
6:38.0,,,40-37,2,O. White makes 2-pt shot from 19 ft (assist by G. Dragic)
6:15.0,I. Whitehead makes 2-pt shot from 2 ft,2,42-37,,
6:03.0,,,42-39,2,H. Whiteside makes 2-pt shot at rim (assist by G. Dragic)
5:45.0,B. Lopez makes 2-pt shot from 11 ft,2,44-39,,
5:26.0,,,44-39,,T. Johnson misses 3-pt shot from 26 ft
5:25.0,,,44-39,,Offensive rebound by O. White
5:18.0,,,44-39,,O. White misses 3-pt shot from 25 ft
5:17.0,Defensive rebound by S. Kilpatrick,,44-39,,
5:06.0,B. Lopez misses 2-pt shot from 16 ft,,44-39,,
5:05.0,,,44-39,,Defensive rebound by T. Johnson
4:57.0,,,44-39,,T. Johnson misses 2-pt shot from 9 ft
4:56.0,Defensive rebound by R. Hollis-Jefferson,,44-39,,
4:46.0,I. Whitehead makes 2-pt shot from 1 ft (assist by B. Lopez),2,46-39,,
4:46.0,,,46-39,,Miami full timeout
4:46.0,Official timeout,,46-39,,
4:46.0,B. Bogdanovic enters the game for C. LeVert,,46-39,,
4:46.0,S. Dinwiddie enters the game for R. Hollis-Jefferson,,46-39,,
4:46.0,R. Foye enters the game for S. Kilpatrick,,46-39,,
4:46.0,T. Booker enters the game for I. Whitehead,,46-39,,
4:46.0,,,46-39,,R. McGruder enters the game for G. Dragic
4:46.0,,,46-39,,D. Waiters enters the game for T. Johnson
4:33.0,,,46-39,,W. Ellington misses 2-pt shot from 20 ft
4:32.0,Defensive rebound by S. Dinwiddie,,46-39,,
4:14.0,S. Dinwiddie makes 2-pt shot from 9 ft,2,48-39,,
3:59.0,,,48-39,,H. Whiteside misses 2-pt shot from 8 ft
3:58.0,Defensive rebound by T. Booker,,48-39,,
3:42.0,B. Bogdanovic makes 2-pt shot from 2 ft (assist by B. Lopez),2,50-39,,
3:22.0,,,50-41,2,R. McGruder makes 2-pt shot from 8 ft
3:08.0,S. Dinwiddie misses 2-pt shot from 3 ft,,50-41,,
3:07.0,,,50-41,,Defensive rebound by H. Whiteside
3:01.0,,,50-43,2,W. Ellington makes 2-pt shot from 1 ft (assist by D. Waiters)
2:43.0,B. Bogdanovic misses 2-pt shot from 16 ft,,50-43,,
2:42.0,,,50-43,,Defensive rebound by D. Waiters
2:34.0,,,50-46,3,O. White makes 3-pt shot from 25 ft (assist by D. Waiters)
2:34.0,Brooklyn full timeout,,50-46,,
2:34.0,,,50-46,,J. Johnson enters the game for W. Ellington
2:20.0,B. Lopez misses 2-pt shot from 2 ft,,50-46,,
2:19.0,,,50-46,,Defensive rebound by O. White
2:00.0,,,50-48,2,D. Waiters makes 2-pt shot from 20 ft
1:45.0,B. Bogdanovic misses 2-pt shot from 2 ft (block by H. Whiteside),,50-48,,
1:44.0,,,50-48,,Defensive rebound by H. Whiteside
1:32.0,,,50-51,3,D. Waiters makes 3-pt shot from 24 ft
1:10.0,B. Lopez misses 2-pt shot from 10 ft (block by H. Whiteside),,50-51,,
1:09.0,,,50-51,,Defensive rebound by J. Johnson
1:03.0,,,50-54,3,D. Waiters makes 3-pt shot from 25 ft (assist by J. Johnson)
1:03.0,Brooklyn full timeout,,50-54,,
0:41.0,Turnover by R. Foye (lost ball; steal by H. Whiteside),,50-54,,
0:35.0,,,50-54,,R. McGruder misses 3-pt shot from 25 ft
0:34.0,,,50-54,,Offensive rebound by H. Whiteside
0:33.0,,,50-56,2,H. Whiteside makes 2-pt shot from 1 ft
0:09.0,Shooting foul by R. McGruder (drawn by B. Bogdanovic),,50-56,,
0:09.0,B. Bogdanovic makes free throw 1 of 2,1,51-56,,
0:09.0,B. Bogdanovic makes free throw 2 of 2,1,52-56,,
0:09.0,R. Hollis-Jefferson enters the game for S. Dinwiddie,,50-56,,
0:09.0,,,51-56,,W. Ellington enters the game for O. White
0:09.0,I. Whitehead enters the game for B. Lopez,,51-56,,
0:04.0,,,52-56,,D. Waiters misses 3-pt shot from 26 ft
0:02.0,Defensive rebound by R. Foye,,52-56,,
0:01.0,R. Foye misses 3-pt shot from 55 ft,,52-56,,
0:00.0,Offensive rebound by Team,,52-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,52-58,2,H. Whiteside makes 2-pt shot at rim (assist by D. Waiters)
11:26.0,,,52-58,,Personal foul by G. Dragic (drawn by T. Booker)
11:13.0,S. Dinwiddie makes 2-pt shot from 1 ft,2,54-58,,
10:44.0,,,54-58,,D. Waiters misses 3-pt shot from 24 ft
10:43.0,Defensive rebound by B. Bogdanovic,,54-58,,
10:34.0,Turnover by T. Booker (lost ball; steal by R. McGruder),,54-58,,
10:32.0,Personal foul by T. Booker (drawn by D. Waiters),,54-58,,
10:16.0,,,54-61,3,L. Babbitt makes 3-pt shot from 23 ft (assist by G. Dragic)
10:02.0,B. Lopez misses 3-pt shot from 25 ft,,54-61,,
10:01.0,,,54-61,,Defensive rebound by D. Waiters
9:50.0,,,54-63,2,H. Whiteside makes 2-pt shot from 6 ft (assist by G. Dragic)
9:48.0,Brooklyn full timeout,,54-63,,
9:48.0,,,54-63,,J. Johnson enters the game for L. Babbitt
9:40.0,Turnover by B. Lopez (lost ball),,54-63,,
9:39.0,Loose ball foul by B. Lopez (drawn by G. Dragic),,54-63,,
9:18.0,Personal foul by B. Bogdanovic (drawn by H. Whiteside),,54-63,,
9:06.0,,,54-63,,Turnover by G. Dragic (bad pass; steal by B. Lopez)
9:02.0,R. Foye misses 2-pt shot from 2 ft,,54-63,,
9:01.0,Offensive rebound by R. Foye,,54-63,,
8:47.0,T. Booker misses 3-pt shot from 23 ft,,54-63,,
8:46.0,,,54-63,,Defensive rebound by G. Dragic
8:40.0,,,54-63,,G. Dragic misses 3-pt shot from 24 ft
8:39.0,Defensive rebound by T. Booker,,54-63,,
8:35.0,S. Dinwiddie misses 2-pt shot from 2 ft (block by D. Waiters),,54-63,,
8:31.0,Offensive rebound by T. Booker,,54-63,,
8:27.0,T. Booker misses 2-pt shot from 5 ft,,54-63,,
8:26.0,,,54-63,,Defensive rebound by J. Johnson
8:20.0,,,54-66,3,R. McGruder makes 3-pt shot from 25 ft (assist by J. Johnson)
8:02.0,,,54-66,,Personal foul by R. McGruder (drawn by B. Bogdanovic)
8:02.0,I. Whitehead enters the game for S. Dinwiddie,,54-66,,
7:56.0,Turnover by T. Booker (bad pass; steal by R. McGruder),,54-66,,
7:50.0,,,54-66,,Shooting foul by B. Bogdanovic (drawn by G. Dragic)
7:50.0,,,54-66,,G. Dragic misses free throw 1 of 2
7:50.0,,,54-66,,Offensive rebound by Team
7:50.0,,,54-67,1,G. Dragic makes free throw 2 of 2
7:50.0,C. LeVert enters the game for R. Foye,,54-66,,
7:50.0,R. Hollis-Jefferson enters the game for T. Booker,,54-66,,
7:28.0,B. Lopez makes 2-pt shot from 12 ft,2,56-67,,
7:18.0,,,56-67,,Turnover by D. Waiters (bad pass; steal by R. Hollis-Jefferson)
7:16.0,,,56-67,,Personal foul by H. Whiteside (drawn by R. Hollis-Jefferson)
7:05.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by I. Whitehead),3,59-67,,
6:48.0,Personal foul by I. Whitehead (drawn by G. Dragic),,59-67,,
6:48.0,,,59-68,1,G. Dragic makes free throw 1 of 3
6:48.0,,,59-69,1,G. Dragic makes free throw 2 of 3
6:48.0,,,59-69,,G. Dragic misses free throw 3 of 3
6:48.0,S. Kilpatrick enters the game for B. Bogdanovic,,59-69,,
6:47.0,Defensive rebound by R. Hollis-Jefferson,,59-69,,
6:36.0,C. LeVert makes 2-pt shot from 2 ft,2,61-69,,
6:21.0,,,61-71,2,H. Whiteside makes 2-pt shot from 10 ft (assist by D. Waiters)
6:09.0,C. LeVert misses 2-pt shot from 16 ft,,61-71,,
6:08.0,Offensive rebound by R. Hollis-Jefferson,,61-71,,
6:01.0,R. Hollis-Jefferson misses 2-pt shot from 1 ft,,61-71,,
6:00.0,Offensive rebound by B. Lopez,,61-71,,
5:54.0,B. Lopez misses 3-pt shot from 25 ft,,61-71,,
5:53.0,,,61-71,,Defensive rebound by D. Waiters
5:43.0,,,61-71,,D. Waiters misses 2-pt shot from 8 ft
5:42.0,Defensive rebound by C. LeVert,,61-71,,
5:36.0,I. Whitehead makes 3-pt shot from 26 ft (assist by R. Hollis-Jefferson),3,64-71,,
5:36.0,,,64-71,,Miami full timeout
5:36.0,J. Hamilton enters the game for B. Lopez,,64-71,,
5:36.0,,,64-71,,W. Ellington enters the game for H. Whiteside
5:36.0,,,64-71,,W. Reed enters the game for G. Dragic
5:21.0,,,64-71,,D. Waiters misses 2-pt shot from 3 ft
5:20.0,Defensive rebound by Team,,64-71,,
5:06.0,Turnover by R. Hollis-Jefferson (lost ball),,64-71,,
4:47.0,,,64-71,,Turnover by J. Johnson (lost ball)
4:31.0,I. Whitehead misses 2-pt shot from 11 ft,,64-71,,
4:30.0,,,64-71,,Defensive rebound by W. Reed
4:07.0,,,64-73,2,J. Johnson makes 2-pt shot from 3 ft
3:48.0,I. Whitehead makes 2-pt shot from 2 ft,2,66-73,,
3:34.0,,,66-73,,J. Johnson misses 2-pt shot from 2 ft
3:33.0,Defensive rebound by J. Hamilton,,66-73,,
3:27.0,S. Kilpatrick makes 2-pt shot from 1 ft (assist by C. LeVert),2,68-73,,
3:08.0,,,68-75,2,W. Ellington makes 2-pt shot from 17 ft (assist by D. Waiters)
2:50.0,C. LeVert misses 2-pt shot from 2 ft,,68-75,,
2:49.0,,,68-75,,Defensive rebound by D. Waiters
2:43.0,Personal foul by R. Hollis-Jefferson (drawn by D. Waiters),,68-75,,
2:43.0,,,68-76,1,D. Waiters makes free throw 1 of 2
2:43.0,,,68-76,,D. Waiters misses free throw 2 of 2
2:43.0,,,68-76,,T. Johnson enters the game for R. McGruder
2:42.0,Defensive rebound by R. Hollis-Jefferson,,68-76,,
2:25.0,R. Hollis-Jefferson makes 2-pt shot from 2 ft (assist by S. Kilpatrick),2,70-76,,
2:02.0,,,70-76,,D. Waiters misses 2-pt shot from 17 ft
2:01.0,Defensive rebound by C. LeVert,,70-76,,
1:52.0,J. Hamilton makes 2-pt shot from 6 ft (assist by R. Hollis-Jefferson),2,72-76,,
1:43.0,,,72-76,,Shooting foul by J. Hamilton (drawn by J. Johnson)
1:43.0,,,72-77,1,J. Johnson makes free throw 1 of 2
1:43.0,,,72-77,,J. Johnson misses free throw 2 of 2
1:43.0,,,72-77,,G. Dragic enters the game for D. Waiters
1:42.0,Defensive rebound by R. Hollis-Jefferson,,72-77,,
1:28.0,S. Kilpatrick misses 2-pt shot from 2 ft,,72-77,,
1:27.0,,,72-77,,Defensive rebound by W. Reed
1:21.0,,,72-77,,G. Dragic misses 2-pt shot from 13 ft
1:20.0,Defensive rebound by R. Hollis-Jefferson,,72-77,,
1:11.0,Turnover by C. LeVert (lost ball; steal by G. Dragic),,72-77,,
1:05.0,,,72-79,2,W. Reed makes 2-pt shot from 3 ft (assist by J. Johnson)
0:48.0,I. Whitehead makes 2-pt shot from 7 ft,2,74-79,,
0:26.0,,,74-82,3,J. Johnson makes 3-pt shot from 25 ft (assist by G. Dragic)
0:07.0,J. Hamilton makes 3-pt shot from 26 ft (assist by I. Whitehead),3,77-82,,
0:01.0,,,77-84,2,J. Johnson makes 2-pt shot from 20 ft
0:00.0,I. Whitehead misses 3-pt shot from 60 ft,,77-84,,
0:00.0,Offensive rebound by Team,,77-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,Shooting foul by W. Reed (drawn by S. Dinwiddie),,77-84,,
11:44.0,S. Dinwiddie makes free throw 1 of 2,1,78-84,,
11:44.0,S. Dinwiddie makes free throw 2 of 2,1,79-84,,
11:21.0,,,79-84,,Shooting foul by R. Foye (drawn by O. White)
11:21.0,,,79-85,1,O. White makes free throw 1 of 2
11:21.0,,,79-86,1,O. White makes free throw 2 of 2
11:15.0,Shooting foul by O. White (drawn by R. Hollis-Jefferson),,79-86,,
11:15.0,R. Hollis-Jefferson makes free throw 1 of 2,1,80-86,,
11:15.0,R. Hollis-Jefferson makes free throw 2 of 2,1,81-86,,
11:04.0,,,81-86,,G. Dragic misses 2-pt shot from 1 ft
10:59.0,Jump ball: R. Hollis-Jefferson vs. W. Reed (W. Ellington gains possession),,,,Jump ball: R. Hollis-Jefferson vs. W. Reed (W. Ellington gains possession)
10:59.0,,,81-86,,Offensive rebound by Team
10:53.0,Personal foul by S. Dinwiddie (drawn by W. Ellington),,81-86,,
10:53.0,,,81-86,,H. Whiteside enters the game for W. Reed
10:41.0,Personal foul by R. Foye (drawn by T. Johnson),,81-86,,
10:41.0,,,81-87,1,T. Johnson makes free throw 1 of 2
10:41.0,,,81-87,,T. Johnson misses free throw 2 of 2
10:40.0,Defensive rebound by R. Hollis-Jefferson,,81-87,,
10:27.0,R. Hollis-Jefferson misses 3-pt shot from 23 ft,,81-87,,
10:26.0,Offensive rebound by R. Foye,,81-87,,
10:25.0,,,81-87,,Personal foul by G. Dragic (drawn by R. Foye)
10:16.0,Turnover by R. Hollis-Jefferson (lost ball; steal by T. Johnson),,81-87,,
9:53.0,,,81-87,,H. Whiteside misses 2-pt shot from 8 ft
9:52.0,Defensive rebound by B. Bogdanovic,,81-87,,
9:38.0,B. Bogdanovic misses 2-pt shot from 14 ft,,81-87,,
9:37.0,,,81-87,,Defensive rebound by H. Whiteside
9:26.0,,,81-89,2,G. Dragic makes 2-pt shot from 9 ft
9:18.0,Shooting foul by G. Dragic (drawn by S. Dinwiddie),,81-89,,
9:18.0,S. Dinwiddie makes free throw 1 of 2,1,82-89,,
9:18.0,S. Dinwiddie makes free throw 2 of 2,1,83-89,,
9:18.0,,,82-89,,J. Johnson enters the game for G. Dragic
9:04.0,Personal foul by R. Hollis-Jefferson (drawn by J. Johnson),,83-89,,
8:57.0,Official timeout,,83-89,,
8:54.0,,,83-89,,Offensive foul by T. Johnson
8:54.0,,,83-89,,Turnover by T. Johnson (offensive foul)
8:45.0,B. Bogdanovic misses 3-pt shot from 25 ft,,83-89,,
8:44.0,Offensive rebound by Team,,83-89,,
8:44.0,,,83-89,,D. Waiters enters the game for W. Ellington
8:38.0,S. Dinwiddie misses 2-pt shot from 8 ft,,83-89,,
8:37.0,,,83-89,,Defensive rebound by H. Whiteside
8:14.0,,,83-89,,O. White misses 3-pt shot from 24 ft
8:13.0,Defensive rebound by R. Hollis-Jefferson,,83-89,,
8:04.0,R. Foye makes 2-pt shot from 17 ft,2,85-89,,
7:46.0,,,85-89,,Shooting foul by R. Hollis-Jefferson (drawn by J. Johnson)
7:46.0,,,85-90,1,J. Johnson makes free throw 1 of 2
7:46.0,,,85-91,1,J. Johnson makes free throw 2 of 2
7:46.0,T. Booker enters the game for R. Hollis-Jefferson,,85-90,,
7:46.0,B. Lopez enters the game for J. Hamilton,,85-90,,
7:27.0,R. Foye misses 3-pt shot from 24 ft,,85-91,,
7:26.0,,,85-91,,Defensive rebound by Team
7:17.0,,,85-91,,D. Waiters misses 2-pt shot from 2 ft (block by B. Lopez)
7:16.0,Defensive rebound by T. Booker,,85-91,,
7:03.0,Shooting foul by H. Whiteside (drawn by B. Lopez),,85-91,,
7:03.0,B. Lopez misses free throw 1 of 2,,85-91,,
7:03.0,Offensive rebound by Team,,85-91,,
7:03.0,B. Lopez misses free throw 2 of 2,,85-91,,
7:02.0,,,85-91,,Defensive rebound by H. Whiteside
6:42.0,,,85-93,2,T. Johnson makes 2-pt shot from 1 ft (assist by J. Johnson)
6:28.0,Shooting foul by H. Whiteside (drawn by B. Lopez),,85-93,,
6:28.0,B. Lopez makes free throw 1 of 2,1,86-93,,
6:28.0,B. Lopez makes free throw 2 of 2,1,87-93,,
6:12.0,,,87-93,,T. Johnson misses 3-pt shot from 25 ft
6:11.0,Defensive rebound by T. Booker,,87-93,,
6:01.0,R. Foye misses 3-pt shot from 25 ft,,87-93,,
6:00.0,Offensive rebound by S. Dinwiddie,,87-93,,
5:54.0,B. Bogdanovic misses 3-pt shot from 24 ft,,87-93,,
5:50.0,,,87-93,,Defensive rebound by H. Whiteside
5:39.0,,,87-93,,D. Waiters misses 2-pt shot from 21 ft
5:38.0,Defensive rebound by S. Dinwiddie,,87-93,,
5:30.0,B. Bogdanovic misses 2-pt shot from 1 ft,,87-93,,
5:29.0,,,87-93,,Defensive rebound by Team
5:29.0,,,87-93,,Miami full timeout
5:29.0,C. LeVert enters the game for R. Foye,,87-93,,
5:29.0,I. Whitehead enters the game for S. Dinwiddie,,87-93,,
5:29.0,,,87-93,,G. Dragic enters the game for T. Johnson
5:29.0,,,87-93,,R. McGruder enters the game for O. White
5:18.0,,,87-95,2,D. Waiters makes 2-pt shot from 2 ft
5:00.0,Shooting foul by H. Whiteside (drawn by T. Booker),,87-95,,
5:00.0,T. Booker makes free throw 1 of 2,1,88-95,,
5:00.0,T. Booker misses free throw 2 of 2,,88-95,,
5:00.0,,,88-95,,W. Reed enters the game for H. Whiteside
4:59.0,Offensive rebound by B. Lopez,,88-95,,
4:55.0,B. Lopez misses 2-pt shot from 3 ft,,88-95,,
4:54.0,Offensive rebound by C. LeVert,,88-95,,
4:51.0,B. Bogdanovic misses 3-pt shot from 25 ft,,88-95,,
4:49.0,Offensive rebound by T. Booker,,88-95,,
4:47.0,T. Booker makes 2-pt shot at rim,2,90-95,,
4:18.0,,,90-95,,R. McGruder misses 2-pt shot from 8 ft
4:17.0,Defensive rebound by T. Booker,,90-95,,
4:06.0,Offensive foul by T. Booker,,90-95,,
4:06.0,Turnover by T. Booker (offensive foul),,90-95,,
3:50.0,,,90-95,,J. Johnson misses 2-pt shot from 14 ft
3:49.0,Defensive rebound by T. Booker,,90-95,,
