time,Philadelphia,pts.away,score,pts.home,Dallas
5:07.0,,,13-7,,Offensive rebound by S. Mejri
5:07.0,,,13-9,2,S. Mejri makes 2-pt shot from 1 ft
4:54.0,N. Noel misses 2-pt shot from 15 ft,,13-9,,
4:53.0,,,13-9,,Defensive rebound by W. Matthews
4:45.0,,,13-12,3,H. Barnes makes 3-pt shot from 25 ft
4:29.0,G. Henderson misses 3-pt shot from 24 ft,,13-12,,
4:26.0,,,13-12,,Defensive rebound by Team
4:26.0,S. Rodriguez enters the game for T. McConnell,,13-12,,
4:06.0,,,13-12,,W. Matthews misses 3-pt shot from 24 ft
4:05.0,Defensive rebound by N. Noel,,13-12,,
3:55.0,G. Henderson makes 2-pt shot from 4 ft (assist by S. Rodriguez),2,15-12,,
3:34.0,,,15-12,,H. Barnes misses 2-pt shot from 17 ft
3:33.0,,,15-12,,Offensive rebound by S. Mejri
3:24.0,,,15-12,,Shooting foul by N. Noel (drawn by S. Mejri)
3:24.0,,,15-13,1,S. Mejri makes free throw 1 of 2
3:24.0,,,15-13,,S. Mejri misses free throw 2 of 2
3:23.0,,,15-13,,Offensive rebound by H. Barnes
3:02.0,,,15-13,,W. Matthews misses 2-pt shot from 1 ft
2:59.0,Defensive rebound by D. Saric,,15-13,,
2:55.0,C. Randle misses 3-pt shot from 25 ft,,15-13,,
2:54.0,,,15-13,,Defensive rebound by W. Matthews
2:42.0,,,15-16,3,S. Curry makes 3-pt shot from 24 ft
2:41.0,Philadelphia full timeout,,15-16,,
2:41.0,,,15-16,,Y. Ferrell enters the game for W. Matthews
2:41.0,,,15-16,,D. Nowitzki enters the game for H. Barnes
2:41.0,,,15-16,,D. Finney-Smith enters the game for S. Curry
2:30.0,D. Saric misses 3-pt shot from 24 ft,,15-16,,
2:29.0,,,15-16,,Defensive rebound by S. Mejri
2:06.0,,,15-18,2,D. Finney-Smith makes 2-pt shot from 9 ft
1:58.0,,,15-18,,Shooting block foul by D. Finney-Smith (drawn by G. Henderson)
1:58.0,G. Henderson makes free throw 1 of 2,1,16-18,,
1:58.0,G. Henderson makes free throw 2 of 2,1,17-18,,
1:40.0,,,17-18,,D. Harris misses 2-pt shot from 4 ft (block by C. Randle)
1:38.0,Defensive rebound by S. Rodriguez,,17-18,,
1:25.0,Turnover by D. Saric (traveling),,17-18,,
1:25.0,E. Ilyasova enters the game for D. Saric,,17-18,,
1:16.0,,,17-18,,Y. Ferrell misses 2-pt shot from 18 ft
1:13.0,,,17-18,,Offensive rebound by S. Mejri
1:13.0,,,17-20,2,S. Mejri makes 2-pt shot at rim
1:09.0,S. Rodriguez makes 3-pt shot from 25 ft,3,20-20,,
0:47.0,,,20-20,,D. Harris misses 2-pt shot from 5 ft
0:44.0,Defensive rebound by C. Randle,,20-20,,
0:39.0,E. Ilyasova makes 3-pt shot from 25 ft (assist by S. Rodriguez),3,23-20,,
0:29.0,,,23-20,,Y. Ferrell misses 2-pt shot from 1 ft
0:28.0,,,23-20,,Offensive rebound by S. Mejri
0:25.0,Personal foul by N. Noel (drawn by S. Mejri),,23-20,,
0:25.0,J. Okafor enters the game for N. Noel,,23-20,,
0:25.0,Violation by Team (jump ball),,23-20,,
0:15.0,,,23-20,,D. Nowitzki misses 2-pt shot from 15 ft
0:14.0,Defensive rebound by E. Ilyasova,,23-20,,
0:02.0,S. Rodriguez misses 3-pt shot from 25 ft,,23-20,,
0:00.0,Offensive rebound by G. Henderson,,23-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,S. Rodriguez makes 2-pt shot from 1 ft,2,25-20,,
11:29.0,,,25-20,,Y. Ferrell misses 3-pt shot from 24 ft
11:27.0,Defensive rebound by E. Ilyasova,,25-20,,
11:18.0,J. Okafor makes 2-pt shot from 5 ft (assist by D. Saric),2,27-20,,
11:04.0,,,27-22,2,D. Nowitzki makes 2-pt shot from 20 ft (assist by D. Powell)
10:56.0,,,27-22,,Personal foul by D. Powell (drawn by J. Okafor)
10:47.0,G. Henderson makes 2-pt shot from 8 ft (assist by J. Okafor),2,29-22,,
10:20.0,,,29-22,,D. Powell misses 2-pt shot from 10 ft
10:19.0,Defensive rebound by J. Okafor,,29-22,,
10:04.0,Turnover by D. Saric (bad pass; steal by S. Curry),,29-22,,
10:00.0,Shooting block foul by G. Henderson (drawn by D. Finney-Smith),,29-22,,
10:00.0,,,29-23,1,D. Finney-Smith makes free throw 1 of 2
10:00.0,,,29-24,1,D. Finney-Smith makes free throw 2 of 2
9:48.0,J. Okafor makes 2-pt shot at rim (assist by S. Rodriguez),2,31-24,,
9:25.0,,,31-24,,D. Powell misses 2-pt shot from 18 ft
9:24.0,Defensive rebound by E. Ilyasova,,31-24,,
9:17.0,Shooting foul by D. Finney-Smith (drawn by E. Ilyasova),,31-24,,
9:17.0,E. Ilyasova makes free throw 1 of 2,1,32-24,,
9:17.0,E. Ilyasova makes free throw 2 of 2,1,33-24,,
9:17.0,,,32-24,,W. Matthews enters the game for D. Finney-Smith
9:17.0,,,32-24,,H. Barnes enters the game for D. Powell
9:17.0,N. Stauskas enters the game for G. Henderson,,32-24,,
8:59.0,,,33-26,2,Y. Ferrell makes 2-pt shot from 1 ft (assist by S. Curry)
8:59.0,,,33-26,,Shooting foul by S. Rodriguez (drawn by Y. Ferrell)
8:59.0,Official timeout,,33-26,,
8:59.0,,,33-27,1,Y. Ferrell makes free throw 1 of 1
8:59.0,,,33-26,,D. Harris enters the game for D. Nowitzki
8:59.0,,,33-26,,S. Mejri enters the game for S. Curry
8:39.0,D. Saric misses 2-pt shot from 7 ft,,33-27,,
8:38.0,,,33-27,,Defensive rebound by S. Mejri
8:29.0,Personal foul by N. Stauskas (drawn by S. Mejri),,33-27,,
8:29.0,T. McConnell enters the game for S. Rodriguez,,33-27,,
8:29.0,T. Luwawu-Cabarrot enters the game for D. Saric,,33-27,,
8:20.0,Shooting block foul by T. Luwawu-Cabarrot (drawn by W. Matthews),,33-27,,
8:20.0,,,33-28,1,W. Matthews makes free throw 1 of 2
8:20.0,,,33-29,1,W. Matthews makes free throw 2 of 2
8:20.0,,,33-28,,S. Curry enters the game for Y. Ferrell
8:06.0,N. Stauskas misses 3-pt shot from 23 ft,,33-29,,
8:05.0,,,33-29,,Defensive rebound by S. Mejri
7:49.0,,,33-31,2,W. Matthews makes 2-pt shot from 1 ft
7:34.0,Turnover by T. Luwawu-Cabarrot (bad pass; steal by S. Curry),,33-31,,
7:28.0,,,33-34,3,S. Curry makes 3-pt shot from 23 ft (assist by D. Harris)
7:14.0,J. Okafor misses 2-pt shot from 2 ft (block by S. Mejri),,33-34,,
7:14.0,Offensive rebound by Team,,33-34,,
7:09.0,J. Okafor makes 2-pt shot from 1 ft,2,35-34,,
7:09.0,Shooting foul by S. Mejri (drawn by J. Okafor),,35-34,,
7:09.0,J. Okafor misses free throw 1 of 1,,35-34,,
7:08.0,,,35-34,,Defensive rebound by S. Mejri
6:52.0,,,35-34,,Loose ball foul by H. Barnes (drawn by E. Ilyasova)
6:52.0,,,35-34,,Turnover by H. Barnes (offensive foul)
6:37.0,J. Okafor misses 2-pt shot from 7 ft,,35-34,,
6:36.0,,,35-34,,Defensive rebound by S. Mejri
6:24.0,,,35-37,3,D. Harris makes 3-pt shot from 23 ft (assist by S. Curry)
6:14.0,,,35-37,,Personal foul by S. Curry
6:14.0,T. McConnell makes free throw 1 of 2,1,36-37,,
6:14.0,T. McConnell makes free throw 2 of 2,1,37-37,,
6:03.0,,,37-40,3,S. Curry makes 3-pt shot from 24 ft
6:02.0,Philadelphia full timeout,,37-40,,
5:52.0,T. McConnell misses 2-pt shot from 10 ft,,37-40,,
5:51.0,,,37-40,,Defensive rebound by S. Mejri
5:38.0,,,37-42,2,H. Barnes makes 2-pt shot at rim (assist by S. Curry)
5:26.0,,,37-42,,Personal foul by D. Harris (drawn by E. Ilyasova)
5:26.0,E. Ilyasova makes free throw 1 of 2,1,38-42,,
5:26.0,E. Ilyasova makes free throw 2 of 2,1,39-42,,
5:26.0,,,38-42,,Y. Ferrell enters the game for S. Curry
5:26.0,,,38-42,,D. Finney-Smith enters the game for D. Harris
5:26.0,N. Noel enters the game for J. Okafor,,38-42,,
5:08.0,,,39-42,,W. Matthews misses 2-pt shot from 19 ft
5:07.0,,,39-42,,Offensive rebound by S. Mejri
5:04.0,,,39-42,,W. Matthews misses 3-pt shot from 26 ft
5:03.0,,,39-42,,Offensive rebound by Y. Ferrell
4:54.0,,,39-42,,Turnover by W. Matthews (bad pass; steal by T. McConnell)
4:40.0,N. Noel makes 2-pt shot at rim (assist by T. McConnell),2,41-42,,
4:40.0,,,41-42,,Dallas full timeout
4:40.0,,,41-42,,S. Curry enters the game for S. Mejri
4:40.0,,,41-42,,D. Nowitzki enters the game for D. Finney-Smith
4:40.0,G. Henderson enters the game for T. Luwawu-Cabarrot,,41-42,,
4:16.0,,,41-44,2,H. Barnes makes 2-pt shot from 15 ft (assist by D. Nowitzki)
3:51.0,E. Ilyasova misses 3-pt shot from 25 ft,,41-44,,
3:50.0,,,41-44,,Defensive rebound by H. Barnes
3:41.0,,,41-44,,D. Nowitzki misses 2-pt shot from 19 ft
3:40.0,Defensive rebound by N. Stauskas,,41-44,,
3:26.0,Turnover by T. McConnell (bad pass; steal by D. Nowitzki),,41-44,,
3:16.0,,,41-44,,Turnover by D. Nowitzki (bad pass)
3:03.0,N. Noel misses 2-pt shot from 17 ft,,41-44,,
3:02.0,,,41-44,,Defensive rebound by W. Matthews
2:46.0,,,41-46,2,S. Curry makes 2-pt shot from 2 ft
2:46.0,Philadelphia full timeout,,41-46,,
2:31.0,N. Noel misses 2-pt shot from 1 ft,,41-46,,
2:30.0,,,41-46,,Defensive rebound by Y. Ferrell
2:17.0,,,41-48,2,H. Barnes makes 2-pt shot at rim (assist by S. Curry)
2:01.0,G. Henderson misses 2-pt shot from 15 ft,,41-48,,
2:00.0,,,41-48,,Defensive rebound by H. Barnes
1:44.0,,,41-50,2,H. Barnes makes 2-pt shot from 5 ft
1:24.0,T. McConnell misses 2-pt shot from 10 ft,,41-50,,
1:23.0,,,41-50,,Defensive rebound by Y. Ferrell
1:14.0,,,41-50,,Y. Ferrell misses 2-pt shot from 15 ft
1:13.0,Defensive rebound by N. Noel,,41-50,,
1:01.0,T. McConnell misses 2-pt shot from 7 ft,,41-50,,
1:00.0,Offensive rebound by N. Noel,,41-50,,
1:00.0,N. Noel makes 2-pt shot from 1 ft,2,43-50,,
0:47.0,,,43-50,,S. Curry misses 3-pt shot from 25 ft
0:45.0,Defensive rebound by E. Ilyasova,,43-50,,
0:38.0,E. Ilyasova makes 2-pt shot from 22 ft (assist by G. Henderson),2,45-50,,
0:31.0,,,45-50,,Turnover by Y. Ferrell (bad pass; steal by N. Noel)
0:28.0,N. Noel makes 2-pt shot at rim (assist by T. McConnell),2,47-50,,
0:10.0,,,47-50,,S. Curry misses 3-pt shot from 23 ft
0:09.0,Defensive rebound by E. Ilyasova,,47-50,,
0:01.0,Turnover by G. Henderson (bad pass; steal by H. Barnes),,47-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,Turnover by T. Luwawu-Cabarrot (bad pass; steal by S. Curry),,47-50,,
11:34.0,,,47-52,2,H. Barnes makes 2-pt shot at rim (assist by Y. Ferrell)
11:19.0,J. Okafor misses 2-pt shot from 1 ft (block by Y. Ferrell),,47-52,,
11:17.0,,,47-52,,Defensive rebound by S. Curry
11:08.0,,,47-52,,D. Nowitzki misses 3-pt shot from 24 ft
11:07.0,Defensive rebound by T. Luwawu-Cabarrot,,47-52,,
10:58.0,J. Okafor misses 2-pt shot from 4 ft,,47-52,,
10:56.0,,,47-52,,Defensive rebound by D. Nowitzki
10:32.0,,,47-52,,H. Barnes misses 2-pt shot from 21 ft
10:31.0,Defensive rebound by N. Stauskas,,47-52,,
10:21.0,N. Stauskas misses 3-pt shot from 25 ft,,47-52,,
10:20.0,,,47-52,,Defensive rebound by D. Nowitzki
10:09.0,,,47-52,,S. Curry misses 3-pt shot from 23 ft
10:08.0,Defensive rebound by T. Luwawu-Cabarrot,,47-52,,
9:56.0,Shooting foul by D. Nowitzki (drawn by J. Okafor),,47-52,,
9:56.0,J. Okafor misses free throw 1 of 2,,47-52,,
9:56.0,Offensive rebound by Team,,47-52,,
9:56.0,J. Okafor makes free throw 2 of 2,1,48-52,,
9:39.0,,,48-54,2,D. Nowitzki makes 2-pt shot from 20 ft (assist by S. Curry)
9:29.0,T. Luwawu-Cabarrot makes 3-pt shot from 24 ft (assist by E. Ilyasova),3,51-54,,
9:06.0,,,51-54,,S. Curry misses 2-pt shot from 15 ft
9:05.0,,,51-54,,Offensive rebound by H. Barnes
8:46.0,,,51-57,3,W. Matthews makes 3-pt shot from 26 ft (assist by Y. Ferrell)
8:29.0,Shooting foul by W. Matthews (drawn by N. Stauskas),,51-57,,
8:29.0,N. Stauskas makes free throw 1 of 2,1,52-57,,
8:29.0,N. Stauskas makes free throw 2 of 2,1,53-57,,
8:16.0,,,53-59,2,S. Curry makes 2-pt shot from 9 ft
8:02.0,T. Luwawu-Cabarrot misses 3-pt shot from 24 ft,,53-59,,
8:02.0,,,53-59,,Defensive rebound by H. Barnes
7:42.0,,,53-59,,Y. Ferrell misses 3-pt shot from 26 ft
7:41.0,,,53-59,,Offensive rebound by S. Curry
7:36.0,,,53-59,,Shooting foul by J. Okafor (drawn by S. Curry)
7:36.0,,,53-59,,S. Curry misses free throw 1 of 2
7:36.0,,,53-59,,Offensive rebound by Team
7:36.0,,,53-60,1,S. Curry makes free throw 2 of 2
7:36.0,,,53-59,,S. Mejri enters the game for D. Nowitzki
7:36.0,G. Henderson enters the game for N. Stauskas,,53-59,,
7:28.0,,,53-60,,Violation by S. Mejri (kicked ball)
7:28.0,,,53-60,,D. Harris enters the game for Y. Ferrell
7:12.0,,,53-60,,Personal foul by D. Harris (drawn by J. Okafor)
7:12.0,N. Noel enters the game for J. Okafor,,53-60,,
7:04.0,Shooting foul by W. Matthews (drawn by G. Henderson),,53-60,,
7:04.0,G. Henderson makes free throw 1 of 2,1,54-60,,
7:04.0,G. Henderson makes free throw 2 of 2,1,55-60,,
7:04.0,D. Saric enters the game for E. Ilyasova,,54-60,,
6:47.0,,,55-60,,W. Matthews misses 3-pt shot from 25 ft
6:46.0,,,55-60,,Offensive rebound by S. Mejri
6:40.0,,,55-60,,Turnover by S. Mejri (bad pass; steal by G. Henderson)
6:36.0,N. Noel makes 2-pt shot at rim (assist by G. Henderson),2,57-60,,
6:36.0,,,57-60,,Dallas full timeout
6:17.0,,,57-62,2,S. Curry makes 2-pt shot from 4 ft (assist by H. Barnes)
6:08.0,G. Henderson misses 2-pt shot from 6 ft,,57-62,,
6:07.0,,,57-62,,Defensive rebound by S. Mejri
5:58.0,Personal foul by T. Luwawu-Cabarrot (drawn by D. Harris),,57-62,,
5:51.0,,,57-62,,H. Barnes misses 2-pt shot from 12 ft
5:50.0,Defensive rebound by D. Saric,,57-62,,
5:38.0,D. Saric makes 3-pt shot from 24 ft (assist by T. McConnell),3,60-62,,
5:23.0,,,60-62,,H. Barnes misses 2-pt shot from 18 ft
5:21.0,Defensive rebound by T. McConnell,,60-62,,
5:06.0,D. Saric misses 2-pt shot from 4 ft,,60-62,,
5:05.0,,,60-62,,Defensive rebound by S. Curry
5:02.0,Shooting block foul by T. Luwawu-Cabarrot (drawn by D. Harris),,60-62,,
5:02.0,,,60-63,1,D. Harris makes free throw 1 of 2
5:02.0,,,60-64,1,D. Harris makes free throw 2 of 2
5:02.0,,,60-63,,Y. Ferrell enters the game for S. Curry
5:02.0,,,60-63,,D. Nowitzki enters the game for S. Mejri
5:02.0,N. Stauskas enters the game for T. Luwawu-Cabarrot,,60-63,,
4:40.0,G. Henderson misses 2-pt shot from 11 ft,,60-64,,
4:39.0,,,60-64,,Defensive rebound by D. Harris
4:23.0,,,60-66,2,D. Nowitzki makes 2-pt shot from 19 ft (assist by D. Harris)
4:07.0,D. Saric makes 2-pt shot from 1 ft,2,62-66,,
3:48.0,,,62-68,2,Y. Ferrell makes 2-pt shot from 2 ft
3:32.0,Turnover by N. Noel (traveling),,62-68,,
3:09.0,,,62-68,,H. Barnes misses 3-pt shot from 24 ft
3:08.0,Defensive rebound by T. McConnell,,62-68,,
3:03.0,T. McConnell makes 2-pt shot from 13 ft,2,64-68,,
2:54.0,,,64-68,,Dallas full timeout
2:54.0,Philadelphia full timeout,,64-68,,
2:54.0,,,64-68,,D. Powell enters the game for H. Barnes
2:54.0,S. Rodriguez enters the game for T. McConnell,,64-68,,
2:36.0,,,64-71,3,D. Harris makes 3-pt shot from 28 ft (assist by D. Nowitzki)
2:23.0,,,64-71,,Shooting block foul by D. Powell (drawn by D. Saric)
2:23.0,D. Saric makes free throw 1 of 2,1,65-71,,
2:23.0,D. Saric misses free throw 2 of 2,,65-71,,
2:23.0,J. Okafor enters the game for N. Noel,,65-71,,
2:22.0,,,65-71,,Defensive rebound by D. Powell
2:03.0,,,65-74,3,D. Harris makes 3-pt shot from 23 ft (assist by D. Nowitzki)
1:46.0,N. Stauskas makes 2-pt shot at rim (assist by S. Rodriguez),2,67-74,,
1:33.0,,,67-74,,Shooting foul by J. Okafor (drawn by Y. Ferrell)
1:33.0,,,67-75,1,Y. Ferrell makes free throw 1 of 2
1:33.0,,,67-76,1,Y. Ferrell makes free throw 2 of 2
1:33.0,E. Ilyasova enters the game for G. Henderson,,67-75,,
1:33.0,,,67-75,,S. Mejri enters the game for D. Powell
1:19.0,J. Okafor misses 2-pt shot from 5 ft,,67-76,,
1:17.0,Offensive rebound by D. Saric,,67-76,,
1:17.0,D. Saric makes 2-pt shot from 2 ft,2,69-76,,
1:02.0,,,69-76,,Y. Ferrell misses 2-pt shot from 1 ft
1:00.0,Defensive rebound by S. Rodriguez,,69-76,,
0:47.0,Turnover by E. Ilyasova (bad pass; steal by S. Mejri),,69-76,,
0:34.0,Shooting block foul by N. Stauskas (drawn by D. Harris),,69-76,,
0:34.0,,,69-77,1,D. Harris makes free throw 1 of 3
0:34.0,,,69-78,1,D. Harris makes free throw 2 of 3
0:34.0,,,69-79,1,D. Harris makes free throw 3 of 3
0:34.0,,,69-78,,H. Barnes enters the game for D. Nowitzki
0:28.0,Offensive charge foul by J. Okafor,,69-79,,
0:28.0,Turnover by J. Okafor (offensive foul),,69-79,,
0:09.0,,,69-81,2,Y. Ferrell makes 2-pt shot from 19 ft
0:00.0,S. Rodriguez misses 2-pt shot from 13 ft,,69-81,,
0:00.0,Offensive rebound by Team,,69-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,,,69-81,,D. Nowitzki misses 2-pt shot from 13 ft
11:34.0,Defensive rebound by D. Saric,,69-81,,
11:22.0,D. Saric misses 3-pt shot from 26 ft,,69-81,,
11:21.0,,,69-81,,Defensive rebound by Team
11:04.0,,,69-83,2,S. Mejri makes 2-pt shot at rim (assist by S. Curry)
10:49.0,S. Rodriguez misses 3-pt shot from 24 ft,,69-83,,
10:48.0,Offensive rebound by D. Saric,,69-83,,
10:43.0,D. Saric misses 2-pt shot from 2 ft (block by D. Finney-Smith),,69-83,,
10:41.0,Offensive rebound by E. Ilyasova,,69-83,,
10:40.0,E. Ilyasova misses 2-pt shot from 1 ft,,69-83,,
10:39.0,,,69-83,,Defensive rebound by S. Mejri
10:25.0,,,69-83,,S. Curry misses 3-pt shot from 24 ft
10:24.0,,,69-83,,Offensive rebound by S. Mejri
10:24.0,,,69-85,2,S. Mejri makes 2-pt shot at rim
10:24.0,Philadelphia full timeout,,69-85,,
10:12.0,Shooting foul by S. Mejri (drawn by J. Okafor),,69-85,,
10:12.0,J. Okafor misses free throw 1 of 2,,69-85,,
10:12.0,Offensive rebound by Team,,69-85,,
10:12.0,J. Okafor makes free throw 2 of 2,1,70-85,,
10:01.0,,,70-87,2,S. Mejri makes 2-pt shot at rim (assist by Y. Ferrell)
9:46.0,S. Rodriguez misses 3-pt shot from 25 ft,,70-87,,
9:45.0,,,70-87,,Defensive rebound by S. Mejri
9:33.0,,,70-87,,Shooting foul by N. Stauskas (drawn by S. Curry)
9:33.0,,,70-88,1,S. Curry makes free throw 1 of 2
9:33.0,,,70-89,1,S. Curry makes free throw 2 of 2
9:33.0,T. McConnell enters the game for S. Rodriguez,,70-88,,
9:33.0,G. Henderson enters the game for D. Saric,,70-88,,
9:22.0,J. Okafor makes 2-pt shot at rim (assist by N. Stauskas),2,72-89,,
8:57.0,,,72-91,2,S. Mejri makes 2-pt shot at rim
8:41.0,E. Ilyasova misses 3-pt shot from 24 ft,,72-91,,
8:40.0,,,72-91,,Defensive rebound by D. Nowitzki
8:33.0,,,72-91,,D. Nowitzki misses 3-pt shot from 24 ft
8:33.0,Defensive rebound by E. Ilyasova,,72-91,,
8:26.0,E. Ilyasova misses 3-pt shot from 25 ft,,72-91,,
8:23.0,,,72-91,,Defensive rebound by D. Finney-Smith
8:13.0,,,72-91,,Y. Ferrell misses 2-pt shot from 18 ft
8:12.0,Defensive rebound by N. Stauskas,,72-91,,
8:01.0,J. Okafor makes 2-pt shot from 1 ft,2,74-91,,
8:01.0,,,74-91,,Dallas full timeout
8:01.0,,,74-91,,D. Harris enters the game for D. Nowitzki
8:01.0,,,74-91,,H. Barnes enters the game for Y. Ferrell
8:01.0,N. Noel enters the game for J. Okafor,,74-91,,
7:43.0,,,74-93,2,S. Mejri makes 2-pt shot at rim (assist by D. Harris)
7:25.0,Turnover by N. Stauskas (lost ball; steal by H. Barnes),,74-93,,
7:22.0,,,74-95,2,S. Curry makes 2-pt shot from 1 ft (assist by D. Finney-Smith)
7:22.0,Philadelphia full timeout,,74-95,,
7:22.0,,,74-95,,Y. Ferrell enters the game for D. Harris
7:16.0,,,74-95,,Personal foul by H. Barnes (drawn by E. Ilyasova)
7:02.0,T. McConnell makes 2-pt shot from 5 ft,2,76-95,,
6:49.0,Personal foul by E. Ilyasova (drawn by H. Barnes),,76-95,,
6:43.0,,,76-95,,Y. Ferrell misses 2-pt shot from 16 ft
6:41.0,Defensive rebound by G. Henderson,,76-95,,
6:32.0,N. Noel misses 2-pt shot from 15 ft,,76-95,,
6:31.0,,,76-95,,Defensive rebound by H. Barnes
6:22.0,Personal block foul by E. Ilyasova (drawn by S. Curry),,76-95,,
6:22.0,,,76-95,,D. Powell enters the game for S. Mejri
6:22.0,C. Randle enters the game for N. Stauskas,,76-95,,
6:22.0,R. Holmes enters the game for N. Noel,,76-95,,
6:14.0,,,76-97,2,S. Curry makes 2-pt shot from 10 ft
6:06.0,T. McConnell makes 2-pt shot from 2 ft,2,78-97,,
5:48.0,Personal foul by C. Randle (drawn by S. Curry),,78-97,,
5:48.0,T. Luwawu-Cabarrot enters the game for E. Ilyasova,,78-97,,
5:48.0,D. Saric enters the game for T. McConnell,,78-97,,
5:40.0,,,78-100,3,D. Powell makes 3-pt shot from 24 ft (assist by Y. Ferrell)
5:27.0,C. Randle makes 2-pt shot from 13 ft (assist by T. Luwawu-Cabarrot),2,80-100,,
5:12.0,,,80-100,,Turnover by D. Powell (lost ball; steal by C. Randle)
5:05.0,Turnover by C. Randle (bad pass; steal by Y. Ferrell),,80-100,,
4:58.0,,,80-100,,H. Barnes misses 3-pt shot from 26 ft
