time,Detroit,pts.away,score,pts.home,Indiana
5:33.0,,,16-14,,Defensive rebound by P. George
5:20.0,,,16-16,2,P. George makes 2-pt shot from 13 ft
5:04.0,R. Jackson makes 2-pt shot from 7 ft,2,18-16,,
4:58.0,,,18-18,2,J. Teague makes 2-pt shot from 4 ft
4:58.0,,,18-18,,Shooting foul by K. Caldwell-Pope (drawn by J. Teague)
4:58.0,,,18-19,1,J. Teague makes free throw 1 of 1
4:58.0,T. Harris enters the game for J. Leuer,,18-18,,
4:45.0,K. Caldwell-Pope makes 2-pt shot from 2 ft (assist by A. Drummond),2,20-19,,
4:24.0,,,20-19,,J. Teague misses 3-pt shot from 25 ft
4:23.0,Defensive rebound by M. Morris,,20-19,,
4:12.0,A. Drummond makes 2-pt shot from 1 ft (assist by M. Morris),2,22-19,,
3:50.0,,,22-19,,J. Teague misses 3-pt shot from 25 ft
3:49.0,,,22-19,,Offensive rebound by Team
3:49.0,,,22-19,,C. Miles enters the game for L. Allen
3:36.0,,,22-22,3,P. George makes 3-pt shot from 26 ft
3:18.0,A. Drummond misses 2-pt shot from 7 ft,,22-22,,
3:18.0,,,22-22,,Defensive rebound by G. Robinson
3:05.0,,,22-24,2,M. Turner makes 2-pt shot from 13 ft (assist by J. Teague)
2:48.0,T. Harris misses 2-pt shot from 13 ft,,22-24,,
2:47.0,,,22-24,,Defensive rebound by G. Robinson
2:41.0,,,22-24,,C. Miles misses 3-pt shot from 27 ft
2:40.0,Defensive rebound by A. Drummond,,22-24,,
2:21.0,R. Jackson misses 2-pt shot from 21 ft,,22-24,,
2:21.0,,,22-24,,Defensive rebound by G. Robinson
2:11.0,,,22-27,3,M. Turner makes 3-pt shot from 26 ft (assist by J. Teague)
2:02.0,Detroit full timeout,,22-27,,
2:02.0,,,22-27,,Indiana full timeout
2:02.0,,,22-27,,A. Jefferson enters the game for P. George
2:02.0,,,22-27,,M. Ellis enters the game for M. Turner
2:02.0,A. Baynes enters the game for M. Morris,,22-27,,
2:02.0,S. Johnson enters the game for A. Drummond,,22-27,,
2:02.0,I. Smith enters the game for R. Jackson,,22-27,,
1:54.0,K. Caldwell-Pope makes 2-pt shot from 16 ft (assist by I. Smith),2,24-27,,
1:38.0,,,24-27,,C. Miles misses 2-pt shot from 16 ft
1:37.0,Defensive rebound by K. Caldwell-Pope,,24-27,,
1:33.0,S. Johnson makes 2-pt shot from 3 ft,2,26-27,,
1:33.0,Shooting foul by A. Jefferson (drawn by S. Johnson),,26-27,,
1:33.0,S. Johnson makes free throw 1 of 1,1,27-27,,
1:33.0,,,26-27,,A. Brooks enters the game for J. Teague
1:19.0,,,27-27,,A. Jefferson misses 2-pt shot from 17 ft
1:18.0,Defensive rebound by I. Smith,,27-27,,
1:12.0,Turnover by I. Smith (bad pass; steal by G. Robinson),,27-27,,
1:11.0,Personal foul by K. Caldwell-Pope (drawn by G. Robinson),,27-27,,
1:11.0,Technical foul by K. Caldwell-Pope (drawn by G. Robinson),,27-27,,
1:11.0,,,27-28,1,C. Miles makes technical free throw
1:11.0,R. Bullock enters the game for K. Caldwell-Pope,,27-28,,
0:51.0,,,27-30,2,C. Miles makes 2-pt shot from 22 ft
0:35.0,T. Harris makes 2-pt shot from 4 ft,2,29-30,,
0:35.0,Shooting foul by C. Miles (drawn by T. Harris),,29-30,,
0:35.0,T. Harris makes free throw 1 of 1,1,30-30,,
0:30.0,,,30-30,,A. Brooks misses 3-pt shot from 25 ft
0:29.0,Defensive rebound by R. Bullock,,30-30,,
0:05.0,T. Harris makes 2-pt shot from 18 ft,2,32-30,,
0:00.0,,,32-30,,M. Ellis misses 2-pt shot from 14 ft
0:00.0,,,32-30,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,32-30,,M. Ellis misses 2-pt shot from 16 ft
11:48.0,,,32-30,,Offensive rebound by A. Jefferson
11:39.0,,,32-32,2,A. Jefferson makes 2-pt shot from 2 ft
11:22.0,I. Smith misses 3-pt shot from 26 ft,,32-32,,
11:22.0,,,32-32,,Defensive rebound by G. Robinson
11:04.0,,,32-32,,M. Ellis misses 2-pt shot from 8 ft (block by A. Baynes)
11:03.0,Defensive rebound by T. Harris,,32-32,,
10:58.0,Turnover by T. Harris (bad pass),,32-32,,
10:40.0,,,32-32,,A. Jefferson misses 2-pt shot from 7 ft
10:40.0,Defensive rebound by S. Johnson,,32-32,,
10:31.0,Shooting foul by A. Jefferson (drawn by T. Harris),,32-32,,
10:31.0,T. Harris makes free throw 1 of 2,1,33-32,,
10:31.0,T. Harris makes free throw 2 of 2,1,34-32,,
10:22.0,Personal block foul by R. Bullock (drawn by M. Ellis),,34-32,,
10:07.0,,,34-32,,A. Brooks misses 2-pt shot from 8 ft
10:07.0,Defensive rebound by S. Johnson,,34-32,,
10:00.0,S. Johnson makes 2-pt shot from 3 ft,2,36-32,,
9:50.0,,,36-35,3,C. Miles makes 3-pt shot from 26 ft
9:25.0,T. Harris misses 3-pt shot from 26 ft,,36-35,,
9:24.0,,,36-35,,Defensive rebound by A. Jefferson
9:13.0,,,36-37,2,C. Miles makes 2-pt shot from 13 ft
9:08.0,Detroit full timeout,,36-37,,
9:08.0,,,36-37,,L. Allen enters the game for C. Miles
8:59.0,T. Harris misses 3-pt shot from 26 ft,,36-37,,
8:58.0,,,36-37,,Defensive rebound by M. Ellis
8:45.0,,,36-39,2,A. Jefferson makes 2-pt shot from 10 ft (assist by M. Ellis)
8:23.0,S. Johnson misses 2-pt shot from 11 ft,,36-39,,
8:23.0,Offensive rebound by A. Baynes,,36-39,,
8:22.0,A. Baynes misses 2-pt shot from 2 ft,,36-39,,
8:19.0,,,36-39,,Defensive rebound by A. Brooks
8:06.0,,,36-39,,G. Robinson misses 3-pt shot from 25 ft
8:06.0,Defensive rebound by S. Johnson,,36-39,,
7:56.0,R. Bullock makes 3-pt shot from 24 ft (assist by I. Smith),3,39-39,,
7:31.0,,,39-39,,M. Ellis misses 3-pt shot from 23 ft
7:30.0,Defensive rebound by T. Harris,,39-39,,
7:23.0,T. Harris misses 2-pt shot from 3 ft,,39-39,,
7:21.0,Offensive rebound by A. Baynes,,39-39,,
7:21.0,A. Baynes misses 2-pt shot from 2 ft,,39-39,,
7:20.0,,,39-39,,Defensive rebound by A. Jefferson
7:14.0,,,39-41,2,G. Robinson makes 2-pt shot from 2 ft (assist by A. Brooks)
7:01.0,Shooting foul by A. Jefferson (drawn by A. Baynes),,39-41,,
7:01.0,A. Baynes makes free throw 1 of 2,1,40-41,,
7:01.0,A. Baynes misses free throw 2 of 2,,40-41,,
7:01.0,,,40-41,,Defensive rebound by M. Turner
7:01.0,,,40-41,,P. George enters the game for G. Robinson
7:01.0,,,40-41,,M. Turner enters the game for A. Jefferson
7:01.0,R. Jackson enters the game for S. Johnson,,40-41,,
7:01.0,M. Morris enters the game for I. Smith,,40-41,,
7:01.0,J. Leuer enters the game for R. Bullock,,40-41,,
6:45.0,,,40-41,,A. Brooks misses 3-pt shot from 26 ft
6:44.0,Defensive rebound by M. Morris,,40-41,,
6:37.0,Shooting foul by M. Ellis (drawn by A. Baynes),,40-41,,
6:37.0,A. Baynes makes free throw 1 of 2,1,41-41,,
6:37.0,A. Baynes misses free throw 2 of 2,,41-41,,
6:37.0,,,41-41,,Defensive rebound by L. Allen
6:37.0,,,41-41,,J. Teague enters the game for A. Brooks
6:37.0,S. Johnson enters the game for T. Harris,,41-41,,
6:18.0,,,41-41,,L. Allen misses 2-pt shot from 3 ft
6:16.0,Defensive rebound by J. Leuer,,41-41,,
6:04.0,M. Morris misses 2-pt shot from 20 ft,,41-41,,
6:03.0,,,41-41,,Defensive rebound by M. Ellis
5:58.0,,,41-41,,Turnover by M. Ellis (bad pass; steal by M. Morris)
5:58.0,,,41-41,,Personal take foul by M. Ellis (drawn by M. Morris)
5:58.0,Official timeout,,41-41,,
5:58.0,A. Drummond enters the game for A. Baynes,,41-41,,
5:58.0,K. Caldwell-Pope enters the game for S. Johnson,,41-41,,
5:50.0,M. Morris misses 2-pt shot from 5 ft (block by M. Turner),,41-41,,
5:50.0,,,41-41,,Defensive rebound by Team
5:50.0,Violation by Team (delay of game),,41-41,,
5:28.0,,,41-41,,P. George misses 3-pt shot from 25 ft
5:27.0,,,41-41,,Offensive rebound by M. Turner
5:25.0,,,41-41,,M. Turner misses 2-pt shot from 2 ft
5:24.0,Defensive rebound by M. Morris,,41-41,,
5:18.0,R. Jackson misses 2-pt shot from 2 ft,,41-41,,
5:17.0,,,41-41,,Defensive rebound by M. Turner
5:08.0,,,41-43,2,J. Teague makes 2-pt shot from 7 ft
4:54.0,R. Jackson misses 2-pt shot from 4 ft,,41-43,,
4:53.0,,,41-43,,Defensive rebound by M. Ellis
4:38.0,Personal foul by R. Jackson (drawn by J. Teague),,41-43,,
4:38.0,,,41-43,,J. Teague misses free throw 1 of 3
4:38.0,,,41-43,,Offensive rebound by Team
4:38.0,,,41-44,1,J. Teague makes free throw 2 of 3
4:38.0,,,41-45,1,J. Teague makes free throw 3 of 3
4:26.0,Turnover by J. Leuer (traveling),,41-45,,
4:14.0,,,41-47,2,J. Teague makes 2-pt shot from 11 ft
4:01.0,K. Caldwell-Pope misses 2-pt shot from 19 ft,,41-47,,
4:01.0,Offensive rebound by Team,,41-47,,
4:01.0,,,41-47,,Loose ball foul by P. George (drawn by M. Morris)
4:01.0,M. Morris makes free throw 1 of 2,1,42-47,,
4:01.0,M. Morris makes free throw 2 of 2,1,43-47,,
3:42.0,Personal foul by R. Jackson (drawn by M. Turner),,43-47,,
3:34.0,,,43-49,2,M. Turner makes 2-pt shot from 12 ft (assist by L. Allen)
3:19.0,Shooting foul by M. Ellis (drawn by A. Drummond),,43-49,,
3:19.0,A. Drummond misses free throw 1 of 2,,43-49,,
3:19.0,Offensive rebound by Team,,43-49,,
3:19.0,A. Drummond makes free throw 2 of 2,1,44-49,,
3:19.0,,,43-49,,G. Robinson enters the game for M. Ellis
3:01.0,,,44-51,2,L. Allen makes 2-pt shot from 21 ft (assist by P. George)
2:49.0,A. Drummond makes 2-pt shot from 4 ft (assist by R. Jackson),2,46-51,,
2:49.0,Shooting foul by M. Turner (drawn by A. Drummond),,46-51,,
2:49.0,,,46-51,,Indiana full timeout
2:49.0,A. Drummond makes free throw 1 of 1,1,47-51,,
2:49.0,I. Smith enters the game for K. Caldwell-Pope,,46-51,,
2:49.0,S. Johnson enters the game for R. Jackson,,46-51,,
2:32.0,,,47-54,3,P. George makes 3-pt shot from 25 ft
2:12.0,A. Drummond misses 2-pt shot from 6 ft,,47-54,,
2:11.0,Offensive rebound by J. Leuer,,47-54,,
2:09.0,J. Leuer makes 2-pt shot from 2 ft,2,49-54,,
1:57.0,,,49-54,,J. Teague misses 2-pt shot from 7 ft (block by M. Morris)
1:57.0,Defensive rebound by I. Smith,,49-54,,
1:46.0,M. Morris makes 2-pt shot from 14 ft (assist by I. Smith),2,51-54,,
1:25.0,,,51-56,2,P. George makes 2-pt shot from 16 ft
0:59.0,M. Morris makes 2-pt shot from 1 ft,2,53-56,,
0:52.0,,,53-56,,J. Teague misses 2-pt shot from 6 ft (block by I. Smith)
0:51.0,Defensive rebound by M. Morris,,53-56,,
0:47.0,J. Leuer makes 2-pt shot from 2 ft (assist by S. Johnson),2,55-56,,
0:30.0,,,55-56,,J. Teague misses 3-pt shot from 25 ft
0:29.0,Defensive rebound by A. Drummond,,55-56,,
0:06.0,I. Smith misses 2-pt shot from 22 ft (block by J. Teague),,55-56,,
0:05.0,Offensive rebound by M. Morris,,55-56,,
0:04.0,M. Morris makes 3-pt shot from 26 ft,3,58-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,58-58,2,P. George makes 2-pt shot from 17 ft (assist by J. Teague)
11:24.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,58-58,,
11:23.0,Offensive rebound by A. Drummond,,58-58,,
11:22.0,A. Drummond makes 2-pt shot from 2 ft,2,60-58,,
11:03.0,,,60-58,,Turnover by P. George (lost ball; steal by A. Drummond)
10:53.0,Turnover by A. Drummond (traveling),,60-58,,
10:40.0,,,60-58,,C. Miles misses 3-pt shot from 26 ft
10:39.0,Defensive rebound by A. Drummond,,60-58,,
10:29.0,Shooting foul by P. George (drawn by A. Drummond),,60-58,,
10:29.0,A. Drummond makes free throw 1 of 2,1,61-58,,
10:29.0,A. Drummond misses free throw 2 of 2,,61-58,,
10:29.0,,,61-58,,Defensive rebound by L. Allen
10:18.0,,,61-58,,P. George misses 2-pt shot from 17 ft
10:16.0,Defensive rebound by R. Jackson,,61-58,,
10:03.0,Turnover by A. Drummond (3 sec),,61-58,,
9:39.0,,,61-61,3,C. Miles makes 3-pt shot from 24 ft (assist by L. Allen)
9:27.0,,,61-61,,Personal foul by C. Miles (drawn by K. Caldwell-Pope)
9:21.0,J. Leuer misses 3-pt shot from 27 ft,,61-61,,
9:19.0,,,61-61,,Defensive rebound by P. George
9:07.0,,,61-61,,M. Turner misses 3-pt shot from 26 ft
9:06.0,,,61-61,,Offensive rebound by L. Allen
9:02.0,,,61-64,3,P. George makes 3-pt shot from 25 ft (assist by L. Allen)
8:56.0,Detroit full timeout,,61-64,,
8:56.0,Technical foul by Team,,61-64,,
8:56.0,Violation by Team (delay of game),,61-64,,
8:56.0,,,61-64,,P. George misses technical free throw
8:56.0,Offensive rebound by Team,,61-64,,
8:47.0,Shooting foul by M. Turner (drawn by M. Morris),,61-64,,
8:47.0,M. Morris makes free throw 1 of 2,1,62-64,,
8:47.0,M. Morris makes free throw 2 of 2,1,63-64,,
8:28.0,,,63-66,2,L. Allen makes 2-pt shot from 21 ft (assist by J. Teague)
8:12.0,Turnover by J. Leuer (lost ball; steal by J. Teague),,63-66,,
8:10.0,,,63-66,,Turnover by L. Allen (dbl dribble)
7:59.0,A. Drummond misses 2-pt shot from 9 ft,,63-66,,
7:56.0,Offensive rebound by R. Jackson,,63-66,,
7:48.0,J. Leuer makes 2-pt shot from 14 ft (assist by R. Jackson),2,65-66,,
7:29.0,,,65-68,2,L. Allen makes 2-pt shot from 4 ft (assist by P. George)
7:08.0,J. Leuer misses 2-pt shot from 19 ft,,65-68,,
7:08.0,Offensive rebound by A. Drummond,,65-68,,
7:08.0,,,65-68,,Personal foul by M. Turner (drawn by A. Drummond)
6:52.0,R. Jackson misses 3-pt shot from 28 ft,,65-68,,
6:51.0,,,65-68,,Defensive rebound by L. Allen
6:35.0,,,65-68,,C. Miles misses 3-pt shot from 25 ft
6:35.0,Defensive rebound by J. Leuer,,65-68,,
6:21.0,Turnover by A. Drummond (traveling),,65-68,,
6:09.0,,,65-70,2,P. George makes 2-pt shot from 19 ft (assist by J. Teague)
5:50.0,J. Leuer misses 2-pt shot from 16 ft,,65-70,,
5:49.0,,,65-70,,Defensive rebound by C. Miles
5:43.0,,,65-70,,Shooting foul by A. Drummond (drawn by L. Allen)
5:43.0,,,65-71,1,L. Allen makes free throw 1 of 2
5:43.0,,,65-72,1,L. Allen makes free throw 2 of 2
5:28.0,Turnover by R. Jackson (discontinued dribble),,65-72,,
5:28.0,,,65-72,,G. Robinson enters the game for C. Miles
5:13.0,,,65-74,2,J. Teague makes 2-pt shot from 18 ft
5:07.0,Detroit full timeout,,65-74,,
5:07.0,T. Harris enters the game for J. Leuer,,65-74,,
4:56.0,Turnover by K. Caldwell-Pope (lost ball; steal by L. Allen),,65-74,,
4:32.0,,,65-76,2,L. Allen makes 2-pt shot from 18 ft (assist by G. Robinson)
4:04.0,Turnover by A. Drummond (lost ball; steal by P. George),,65-76,,
3:55.0,,,65-76,,G. Robinson misses 2-pt shot from 18 ft
3:55.0,Defensive rebound by T. Harris,,65-76,,
3:40.0,R. Jackson misses 2-pt shot from 21 ft,,65-76,,
3:38.0,,,65-76,,Defensive rebound by M. Turner
3:22.0,,,65-78,2,M. Turner makes 2-pt shot from 15 ft (assist by J. Teague)
3:10.0,Turnover by A. Drummond (offensive foul),,65-78,,
3:10.0,Offensive foul by A. Drummond,,65-78,,
3:10.0,,,65-78,,A. Jefferson enters the game for M. Turner
3:10.0,I. Smith enters the game for A. Drummond,,65-78,,
3:10.0,S. Johnson enters the game for K. Caldwell-Pope,,65-78,,
3:10.0,A. Baynes enters the game for R. Jackson,,65-78,,
2:57.0,,,65-78,,J. Teague misses 2-pt shot from 15 ft
2:56.0,Defensive rebound by T. Harris,,65-78,,
2:49.0,Turnover by T. Harris (lost ball; steal by J. Teague),,65-78,,
2:44.0,,,65-78,,J. Teague misses 2-pt shot from 2 ft
2:44.0,Defensive rebound by Team,,65-78,,
2:44.0,,,65-78,,A. Brooks enters the game for J. Teague
2:44.0,,,65-78,,M. Ellis enters the game for P. George
2:34.0,,,65-78,,Def 3 sec tech foul by A. Jefferson
2:34.0,T. Harris makes technical free throw,1,66-78,,
2:34.0,,,66-78,,Indiana full timeout
2:34.0,,,66-78,,C. Miles enters the game for L. Allen
2:24.0,Turnover by M. Morris (traveling),,66-78,,
2:08.0,,,66-80,2,A. Jefferson makes 2-pt shot from 6 ft
2:00.0,,,66-80,,Personal foul by C. Miles (drawn by M. Morris)
2:00.0,M. Morris makes free throw 1 of 2,1,67-80,,
2:00.0,M. Morris makes free throw 2 of 2,1,68-80,,
1:53.0,Personal foul by S. Johnson (drawn by M. Ellis),,68-80,,
1:40.0,,,68-82,2,A. Jefferson makes 2-pt shot from 7 ft
1:21.0,Turnover by S. Johnson (lost ball; steal by M. Ellis),,68-82,,
1:14.0,,,68-82,,M. Ellis misses 3-pt shot from 26 ft
1:13.0,Defensive rebound by A. Baynes,,68-82,,
1:03.0,A. Baynes makes 2-pt shot from 11 ft (assist by I. Smith),2,70-82,,
0:48.0,,,70-82,,A. Jefferson misses 2-pt shot from 10 ft
0:47.0,Defensive rebound by A. Baynes,,70-82,,
0:41.0,I. Smith makes 2-pt shot from 12 ft,2,72-82,,
0:17.0,,,72-82,,Turnover by A. Brooks (lost ball)
0:00.0,T. Harris misses 2-pt shot from 16 ft,,72-82,,
0:00.0,Offensive rebound by Team,,72-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,S. Johnson misses 2-pt shot from 19 ft,,72-82,,
11:39.0,Offensive rebound by K. Caldwell-Pope,,72-82,,
11:35.0,I. Smith makes 2-pt shot from 16 ft,2,74-82,,
11:11.0,,,74-82,,Shooting foul by A. Baynes (drawn by A. Jefferson)
11:11.0,,,74-82,,A. Jefferson misses free throw 1 of 2
11:11.0,,,74-82,,Offensive rebound by Team
11:11.0,,,74-83,1,A. Jefferson makes free throw 2 of 2
10:56.0,T. Harris misses 2-pt shot from 3 ft (block by A. Jefferson),,74-83,,
10:55.0,,,74-83,,Defensive rebound by C. Miles
10:40.0,,,74-83,,Turnover by A. Jefferson (offensive goaltending)
10:25.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,74-83,,
10:25.0,,,74-83,,Defensive rebound by G. Robinson
10:13.0,,,74-85,2,A. Jefferson makes 2-pt shot from 4 ft (assist by A. Brooks)
9:59.0,K. Caldwell-Pope misses 3-pt shot from 26 ft,,74-85,,
9:59.0,,,74-85,,Defensive rebound by C. Miles
9:44.0,,,74-87,2,A. Jefferson makes 2-pt shot from 4 ft (assist by M. Ellis)
9:36.0,Detroit full timeout,,74-87,,
9:36.0,A. Drummond enters the game for A. Baynes,,74-87,,
9:20.0,Turnover by T. Harris (bad pass),,74-87,,
9:02.0,,,74-87,,G. Robinson misses 3-pt shot from 23 ft
9:01.0,Defensive rebound by A. Drummond,,74-87,,
8:52.0,I. Smith misses 2-pt shot from 19 ft,,74-87,,
8:51.0,,,74-87,,Defensive rebound by G. Robinson
8:33.0,,,74-87,,Shooting foul by T. Harris (drawn by M. Ellis)
8:33.0,,,74-87,,M. Ellis misses free throw 1 of 2
8:33.0,,,74-87,,Offensive rebound by Team
8:33.0,,,74-88,1,M. Ellis makes free throw 2 of 2
8:33.0,J. Leuer enters the game for S. Johnson,,74-87,,
8:33.0,,,74-87,,M. Turner enters the game for A. Jefferson
8:33.0,,,74-87,,P. George enters the game for G. Robinson
8:16.0,A. Drummond makes 2-pt shot from 7 ft (assist by I. Smith),2,76-88,,
7:52.0,,,76-90,2,A. Brooks makes 2-pt shot from 14 ft
7:34.0,Turnover by I. Smith (bad pass; steal by M. Turner),,76-90,,
7:27.0,,,76-90,,P. George misses 3-pt shot from 25 ft
7:25.0,Defensive rebound by J. Leuer,,76-90,,
7:13.0,T. Harris misses 2-pt shot from 16 ft,,76-90,,
7:12.0,,,76-90,,Defensive rebound by M. Turner
7:00.0,,,76-93,3,A. Brooks makes 3-pt shot from 25 ft (assist by C. Miles)
6:58.0,Detroit full timeout,,76-93,,
6:58.0,,,76-93,,J. Teague enters the game for A. Brooks
6:58.0,,,76-93,,L. Allen enters the game for C. Miles
6:58.0,R. Jackson enters the game for T. Harris,,76-93,,
6:58.0,M. Morris enters the game for I. Smith,,76-93,,
6:43.0,K. Caldwell-Pope misses 2-pt shot from 13 ft,,76-93,,
6:41.0,,,76-93,,Defensive rebound by M. Turner
6:28.0,,,76-93,,Shooting foul by R. Jackson (drawn by M. Turner)
6:28.0,,,76-95,2,M. Turner makes 2-pt shot from 4 ft
6:28.0,,,76-95,,M. Turner misses free throw 1 of 1
6:28.0,Defensive rebound by A. Drummond,,76-95,,
6:11.0,J. Leuer makes 2-pt shot from 17 ft,2,78-95,,
5:55.0,,,78-95,,L. Allen misses 2-pt shot from 20 ft
5:55.0,Defensive rebound by Team,,78-95,,
5:55.0,,,78-95,,Loose ball foul by M. Turner (drawn by A. Drummond)
5:44.0,R. Jackson misses 2-pt shot from 20 ft,,78-95,,
5:43.0,,,78-95,,Defensive rebound by M. Ellis
5:22.0,,,78-97,2,L. Allen makes 2-pt shot from 21 ft (assist by J. Teague)
5:02.0,Turnover by A. Drummond (lost ball; steal by L. Allen),,78-97,,
4:41.0,,,78-97,,M. Turner misses 2-pt shot from 15 ft
4:39.0,Defensive rebound by A. Drummond,,78-97,,
4:27.0,K. Caldwell-Pope misses 2-pt shot from 19 ft,,78-97,,
4:26.0,,,78-97,,Defensive rebound by J. Teague
4:17.0,,,78-99,2,J. Teague makes 2-pt shot from 1 ft
4:03.0,M. Morris makes 3-pt shot from 25 ft (assist by R. Jackson),3,81-99,,
3:42.0,,,81-99,,M. Turner misses 2-pt shot from 7 ft
3:41.0,,,81-99,,Offensive rebound by L. Allen
3:37.0,,,81-99,,M. Turner misses 3-pt shot from 26 ft
3:36.0,Defensive rebound by A. Drummond,,81-99,,
3:21.0,Turnover by J. Leuer (bad pass; steal by M. Turner),,81-99,,
3:15.0,,,81-99,,J. Teague misses 2-pt shot from 3 ft
3:15.0,Defensive rebound by J. Leuer,,81-99,,
3:06.0,R. Jackson misses 3-pt shot from 26 ft,,81-99,,
3:06.0,,,81-99,,Defensive rebound by Team
3:06.0,I. Smith enters the game for A. Drummond,,81-99,,
3:06.0,A. Baynes enters the game for K. Caldwell-Pope,,81-99,,
3:06.0,R. Bullock enters the game for R. Jackson,,81-99,,
2:50.0,,,81-99,,L. Allen misses 2-pt shot from 12 ft
2:50.0,Defensive rebound by J. Leuer,,81-99,,
2:42.0,Turnover by J. Leuer (bad pass),,81-99,,
2:42.0,Official timeout,,81-99,,
2:42.0,,,81-99,,C. Miles enters the game for M. Turner
2:42.0,,,81-99,,G. Robinson enters the game for P. George
2:30.0,,,81-101,2,M. Ellis makes 2-pt shot from 19 ft
2:15.0,M. Morris misses 2-pt shot from 9 ft,,81-101,,
2:15.0,,,81-101,,Defensive rebound by L. Allen
2:08.0,Violation by I. Smith (kicked ball),,81-101,,
2:08.0,,,81-101,,A. Brooks enters the game for J. Teague
2:08.0,S. Johnson enters the game for M. Morris,,81-101,,
2:08.0,T. Harris enters the game for J. Leuer,,81-101,,
1:57.0,,,81-101,,L. Allen misses 2-pt shot from 3 ft (block by A. Baynes)
1:53.0,,,81-101,,Offensive rebound by L. Allen
1:50.0,,,81-101,,L. Allen misses 2-pt shot from 4 ft (block by A. Baynes)
1:49.0,Defensive rebound by R. Bullock,,81-101,,
1:42.0,S. Johnson misses 2-pt shot from 4 ft,,81-101,,
1:41.0,,,81-101,,Defensive rebound by M. Ellis
