time,Portland,pts.away,score,pts.home,LA Clippers
0:52.0,,,25-34,1,J. Crawford makes free throw 1 of 1
0:52.0,,,25-33,,A. Anderson enters the game for C. Paul
0:52.0,C. McCollum enters the game for D. Lillard,,25-33,,
0:37.0,,,25-34,,Shooting block foul by A. Anderson (drawn by C. McCollum)
0:37.0,C. McCollum makes free throw 1 of 2,1,26-34,,
0:37.0,C. McCollum makes free throw 2 of 2,1,27-34,,
0:31.0,,,27-34,,Shooting foul by N. Vonleh (drawn by J. Crawford)
0:31.0,,,27-35,1,J. Crawford makes free throw 1 of 2
0:31.0,,,27-36,1,J. Crawford makes free throw 2 of 2
0:12.0,N. Vonleh misses 2-pt shot from 12 ft,,27-36,,
0:10.0,,,27-36,,Defensive rebound by A. Anderson
0:02.0,,,27-38,2,J. Crawford makes 2-pt shot from 11 ft
0:00.0,C. McCollum misses 3-pt shot from 70 ft,,27-38,,
0:00.0,Offensive rebound by Team,,27-38,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,E. Turner makes 2-pt shot from 9 ft,2,29-38,,
11:26.0,,,29-38,,W. Johnson misses 3-pt shot from 25 ft
11:25.0,Defensive rebound by Team,,29-38,,
11:09.0,A. Crabbe misses 2-pt shot from 14 ft,,29-38,,
11:05.0,Offensive rebound by N. Vonleh,,29-38,,
11:01.0,Turnover by A. Crabbe (bad pass; steal by R. Felton),,29-38,,
10:50.0,,,29-38,,J. Crawford misses 3-pt shot from 25 ft (block by N. Vonleh)
10:47.0,Defensive rebound by C. McCollum,,29-38,,
10:44.0,Offensive charge foul by C. McCollum,,29-38,,
10:44.0,Turnover by C. McCollum (offensive foul),,29-38,,
10:31.0,,,29-38,,R. Felton misses 2-pt shot from 19 ft
10:30.0,Defensive rebound by N. Vonleh,,29-38,,
10:21.0,A. Crabbe makes 3-pt shot from 26 ft (assist by E. Turner),3,32-38,,
10:00.0,,,32-38,,A. Anderson misses 3-pt shot from 27 ft
9:59.0,Defensive rebound by C. McCollum,,32-38,,
9:51.0,C. McCollum misses 3-pt shot from 26 ft,,32-38,,
9:50.0,,,32-38,,Defensive rebound by Team
9:50.0,,,32-38,,B. Griffin enters the game for W. Johnson
9:33.0,,,32-40,2,B. Griffin makes 2-pt shot from 17 ft
9:16.0,E. Turner misses 3-pt shot from 24 ft,,32-40,,
9:15.0,,,32-40,,Defensive rebound by M. Speights
8:58.0,,,32-40,,B. Griffin misses 2-pt shot from 19 ft
8:55.0,,,32-40,,Offensive rebound by M. Speights
8:55.0,,,32-40,,M. Speights misses 2-pt shot from 2 ft
8:54.0,Defensive rebound by E. Davis,,32-40,,
8:49.0,A. Crabbe makes 2-pt shot from 1 ft (assist by E. Turner),2,34-40,,
8:32.0,,,34-40,,M. Speights misses 3-pt shot from 27 ft
8:32.0,,,34-40,,Offensive rebound by B. Griffin
8:32.0,Loose ball foul by N. Vonleh (drawn by B. Griffin),,34-40,,
8:32.0,Official timeout,,34-40,,
8:32.0,M. Plumlee enters the game for E. Davis,,34-40,,
8:32.0,A. Aminu enters the game for N. Vonleh,,34-40,,
8:19.0,,,34-42,2,B. Griffin makes 2-pt shot from 18 ft (assist by J. Crawford)
8:01.0,Shooting foul by R. Felton (drawn by C. McCollum),,34-42,,
8:01.0,C. McCollum makes 2-pt shot from 3 ft (assist by E. Turner),2,36-42,,
8:01.0,C. McCollum makes free throw 1 of 1,1,37-42,,
7:41.0,,,37-42,,A. Anderson misses 2-pt shot from 4 ft
7:40.0,Defensive rebound by C. McCollum,,37-42,,
7:34.0,E. Turner makes 3-pt shot from 25 ft (assist by A. Aminu),3,40-42,,
7:18.0,,,40-44,2,B. Griffin makes 2-pt shot from 4 ft (assist by J. Crawford)
7:06.0,C. McCollum makes 2-pt shot from 18 ft (assist by M. Plumlee),2,42-44,,
6:49.0,,,42-47,3,R. Felton makes 3-pt shot from 26 ft (assist by B. Griffin)
6:40.0,Turnover by C. McCollum (bad pass; steal by R. Felton),,42-47,,
6:32.0,,,42-47,,Shooting foul by E. Turner (drawn by B. Griffin)
6:32.0,,,42-47,,B. Griffin misses free throw 1 of 2
6:32.0,,,42-47,,Offensive rebound by Team
6:32.0,,,42-48,1,B. Griffin makes free throw 2 of 2
6:32.0,,,42-47,,D. Jordan enters the game for M. Speights
6:32.0,,,42-47,,J. Redick enters the game for A. Anderson
6:32.0,,,42-47,,C. Paul enters the game for R. Felton
6:32.0,D. Lillard enters the game for C. McCollum,,42-47,,
6:32.0,M. Harkless enters the game for A. Crabbe,,42-47,,
6:15.0,M. Plumlee misses 2-pt shot from 5 ft,,42-48,,
6:11.0,Offensive rebound by A. Aminu,,42-48,,
6:11.0,A. Aminu makes 2-pt shot from 2 ft,2,44-48,,
6:05.0,,,44-48,,Turnover by B. Griffin (bad pass; steal by M. Harkless)
6:00.0,Turnover by E. Turner (bad pass; steal by C. Paul),,44-48,,
5:45.0,,,44-48,,J. Crawford misses 2-pt shot from 12 ft
5:44.0,,,44-48,,Offensive rebound by D. Jordan
5:44.0,,,44-48,,Shooting foul by A. Aminu (drawn by D. Jordan)
5:44.0,,,44-48,,LA Clippers full timeout
5:44.0,,,44-49,1,D. Jordan makes free throw 1 of 2
5:44.0,,,44-50,1,D. Jordan makes free throw 2 of 2
5:30.0,M. Plumlee makes 2-pt shot from 14 ft (assist by E. Turner),2,46-50,,
5:01.0,,,46-52,2,B. Griffin makes 2-pt shot from 2 ft
4:36.0,A. Aminu makes 3-pt shot from 25 ft (assist by M. Plumlee),3,49-52,,
4:19.0,,,49-52,,Turnover by J. Crawford (lost ball)
4:19.0,,,49-52,,L. Mbah a Moute enters the game for J. Crawford
4:06.0,M. Plumlee makes 2-pt shot at rim,2,51-52,,
3:42.0,,,51-52,,B. Griffin misses 2-pt shot from 1 ft (block by M. Plumlee)
3:42.0,Defensive rebound by Team,,51-52,,
3:25.0,D. Lillard misses 3-pt shot from 27 ft,,51-52,,
3:24.0,,,51-52,,Defensive rebound by D. Jordan
3:13.0,,,51-52,,C. Paul misses 2-pt shot from 16 ft
3:10.0,Defensive rebound by M. Harkless,,51-52,,
3:01.0,E. Turner makes 2-pt shot from 9 ft,2,53-52,,
2:46.0,,,53-52,,B. Griffin misses 2-pt shot from 2 ft
2:45.0,Defensive rebound by M. Plumlee,,53-52,,
2:39.0,D. Lillard makes 3-pt shot from 25 ft (assist by M. Plumlee),3,56-52,,
2:09.0,,,56-52,,B. Griffin misses 2-pt shot from 3 ft (block by M. Plumlee)
2:09.0,,,56-52,,Offensive rebound by Team
2:09.0,,,56-52,,Turnover by Team (shot clock)
2:09.0,Portland full timeout,,56-52,,
2:09.0,C. McCollum enters the game for E. Turner,,56-52,,
1:55.0,Turnover by M. Harkless (bad pass; steal by L. Mbah a Moute),,56-52,,
1:53.0,Personal foul by M. Plumlee (drawn by C. Paul),,56-52,,
1:39.0,,,56-52,,J. Redick misses 3-pt shot from 26 ft
1:39.0,,,56-52,,Offensive rebound by Team
1:26.0,,,56-54,2,J. Redick makes 2-pt shot from 20 ft (assist by B. Griffin)
1:20.0,C. McCollum makes 2-pt shot from 16 ft (assist by D. Lillard),2,58-54,,
1:07.0,,,58-54,,L. Mbah a Moute misses 2-pt shot from 2 ft (block by M. Plumlee)
1:06.0,Defensive rebound by A. Aminu,,58-54,,
1:06.0,Turnover by A. Aminu (bad pass),,58-54,,
0:46.0,,,58-54,,L. Mbah a Moute misses 2-pt shot from 3 ft (block by M. Plumlee)
0:43.0,Defensive rebound by M. Plumlee,,58-54,,
0:41.0,M. Harkless makes 2-pt shot from 3 ft (assist by M. Plumlee),2,60-54,,
0:30.0,,,60-54,,C. Paul misses 2-pt shot from 13 ft
0:28.0,Defensive rebound by M. Plumlee,,60-54,,
0:19.0,D. Lillard misses 2-pt shot from 4 ft (block by D. Jordan),,60-54,,
0:18.0,,,60-54,,Defensive rebound by L. Mbah a Moute
0:13.0,,,60-54,,LA Clippers full timeout
0:13.0,,,60-54,,J. Crawford enters the game for L. Mbah a Moute
0:13.0,,,60-54,,M. Speights enters the game for D. Jordan
0:13.0,A. Crabbe enters the game for M. Plumlee,,60-54,,
0:13.0,E. Turner enters the game for C. McCollum,,60-54,,
0:13.0,E. Davis enters the game for D. Lillard,,60-54,,
0:01.0,,,60-56,2,B. Griffin makes 2-pt shot from 3 ft (assist by C. Paul)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,C. McCollum makes 3-pt shot from 26 ft (assist by D. Lillard),3,63-56,,
11:30.0,,,63-58,2,J. Redick makes 2-pt shot from 21 ft (assist by C. Paul)
11:11.0,C. McCollum misses 2-pt shot from 18 ft,,63-58,,
11:09.0,,,63-58,,Defensive rebound by D. Jordan
11:03.0,,,63-60,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
10:40.0,M. Plumlee misses 2-pt shot from 5 ft (block by D. Jordan),,63-60,,
10:38.0,Offensive rebound by M. Plumlee,,63-60,,
10:38.0,,,63-60,,Personal foul by B. Griffin (drawn by M. Plumlee)
10:32.0,Shooting foul by D. Jordan (drawn by M. Plumlee),,63-60,,
10:32.0,M. Plumlee misses free throw 1 of 2,,63-60,,
10:32.0,Offensive rebound by Team,,63-60,,
10:32.0,M. Plumlee makes free throw 2 of 2,1,64-60,,
10:24.0,,,64-62,2,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul)
10:04.0,M. Harkless misses 3-pt shot from 26 ft,,64-62,,
10:03.0,,,64-62,,Defensive rebound by B. Griffin
9:57.0,,,64-62,,B. Griffin misses 2-pt shot from 3 ft
9:55.0,Defensive rebound by D. Lillard,,64-62,,
9:50.0,A. Aminu misses 2-pt shot from 2 ft,,64-62,,
9:49.0,Offensive rebound by M. Plumlee,,64-62,,
9:49.0,M. Plumlee makes 2-pt shot at rim,2,66-62,,
9:34.0,,,66-65,3,J. Redick makes 3-pt shot from 27 ft (assist by C. Paul)
9:18.0,,,66-65,,Personal foul by C. Paul (drawn by M. Harkless)
9:12.0,C. McCollum makes 2-pt shot from 4 ft,2,68-65,,
9:02.0,Personal foul by M. Harkless (drawn by C. Paul),,68-65,,
8:51.0,,,68-65,,J. Redick misses 3-pt shot from 25 ft (block by M. Plumlee)
8:49.0,Defensive rebound by C. McCollum,,68-65,,
8:26.0,M. Plumlee misses 2-pt shot from 17 ft (block by D. Jordan),,68-65,,
8:26.0,Offensive rebound by Team,,68-65,,
8:26.0,Turnover by Team (shot clock),,68-65,,
8:14.0,,,68-67,2,B. Griffin makes 2-pt shot from 3 ft
7:53.0,D. Lillard misses 2-pt shot from 20 ft,,68-67,,
7:52.0,,,68-67,,Defensive rebound by C. Paul
7:33.0,,,68-69,2,C. Paul makes 2-pt shot from 15 ft
7:15.0,,,68-69,,Personal foul by L. Mbah a Moute (drawn by D. Lillard)
7:10.0,Turnover by C. McCollum (lost ball),,68-69,,
7:00.0,,,68-72,3,L. Mbah a Moute makes 3-pt shot from 25 ft (assist by C. Paul)
6:37.0,C. McCollum makes 2-pt shot from 11 ft,2,70-72,,
6:27.0,,,70-72,,Turnover by C. Paul (bad pass)
6:10.0,M. Plumlee misses 2-pt shot from 17 ft,,70-72,,
6:08.0,Offensive rebound by M. Harkless,,70-72,,
6:08.0,M. Harkless misses 2-pt shot from 1 ft,,70-72,,
6:05.0,,,70-72,,Defensive rebound by L. Mbah a Moute
5:57.0,,,70-75,3,C. Paul makes 3-pt shot from 26 ft
5:57.0,Portland full timeout,,70-75,,
5:57.0,N. Vonleh enters the game for A. Aminu,,70-75,,
5:38.0,D. Lillard makes 2-pt shot from 2 ft,2,72-75,,
5:16.0,,,72-77,2,J. Redick makes 2-pt shot from 20 ft (assist by B. Griffin)
5:00.0,C. McCollum makes 2-pt shot from 2 ft (assist by M. Plumlee),2,74-77,,
4:41.0,Personal foul by C. McCollum (drawn by J. Redick),,74-77,,
4:41.0,E. Turner enters the game for C. McCollum,,74-77,,
4:28.0,,,74-77,,C. Paul misses 2-pt shot from 17 ft
4:27.0,,,74-77,,Offensive rebound by D. Jordan
4:27.0,,,74-77,,D. Jordan misses 2-pt shot from 1 ft
4:23.0,Defensive rebound by M. Harkless,,74-77,,
4:21.0,Turnover by N. Vonleh (step out of bounds),,74-77,,
4:15.0,,,74-79,2,B. Griffin makes 2-pt shot from 2 ft (assist by C. Paul)
4:04.0,,,74-79,,Personal foul by L. Mbah a Moute (drawn by D. Lillard)
4:04.0,D. Lillard makes free throw 1 of 2,1,75-79,,
4:04.0,D. Lillard makes free throw 2 of 2,1,76-79,,
4:04.0,,,75-79,,J. Crawford enters the game for J. Redick
4:04.0,A. Crabbe enters the game for M. Harkless,,75-79,,
3:49.0,,,76-79,,Turnover by B. Griffin (bad pass; steal by D. Lillard)
3:42.0,E. Turner misses 3-pt shot from 25 ft,,76-79,,
3:41.0,Offensive rebound by N. Vonleh,,76-79,,
3:36.0,M. Plumlee makes 2-pt shot at rim (assist by E. Turner),2,78-79,,
3:23.0,Personal foul by E. Turner (drawn by J. Crawford),,78-79,,
3:23.0,,,78-79,,R. Felton enters the game for L. Mbah a Moute
3:18.0,,,78-79,,Turnover by J. Crawford (bad pass; steal by N. Vonleh)
3:12.0,N. Vonleh makes 2-pt shot at rim (assist by D. Lillard),2,80-79,,
2:52.0,,,80-79,,D. Jordan misses 2-pt shot at rim
2:50.0,Defensive rebound by E. Turner,,80-79,,
2:46.0,E. Turner misses 2-pt shot from 12 ft,,80-79,,
2:42.0,,,80-79,,Defensive rebound by D. Jordan
2:23.0,,,80-79,,C. Paul misses 3-pt shot from 26 ft
2:22.0,,,80-79,,Offensive rebound by Team
2:22.0,Loose ball foul by E. Turner (drawn by D. Jordan),,80-79,,
2:22.0,,,80-79,,LA Clippers full timeout
2:22.0,,,80-79,,M. Speights enters the game for D. Jordan
2:22.0,E. Davis enters the game for M. Plumlee,,80-79,,
2:13.0,,,80-79,,J. Crawford misses 2-pt shot from 2 ft
2:11.0,Defensive rebound by N. Vonleh,,80-79,,
2:05.0,A. Crabbe makes 2-pt shot from 21 ft (assist by D. Lillard),2,82-79,,
1:53.0,,,82-82,3,J. Crawford makes 3-pt shot from 27 ft (assist by C. Paul)
1:33.0,A. Crabbe misses 3-pt shot from 26 ft,,82-82,,
1:33.0,,,82-82,,Defensive rebound by Team
1:33.0,Loose ball foul by E. Davis (drawn by M. Speights),,82-82,,
1:33.0,,,82-83,1,M. Speights makes free throw 1 of 2
1:33.0,,,82-84,1,M. Speights makes free throw 2 of 2
1:33.0,,,82-83,,W. Johnson enters the game for B. Griffin
1:33.0,C. McCollum enters the game for D. Lillard,,82-83,,
1:33.0,,,82-83,,A. Anderson enters the game for C. Paul
1:18.0,Offensive foul by C. McCollum,,82-84,,
1:18.0,Turnover by C. McCollum (offensive foul),,82-84,,
1:04.0,,,82-86,2,M. Speights makes 2-pt shot from 5 ft (assist by J. Crawford)
0:55.0,,,82-86,,Personal foul by J. Crawford (drawn by E. Davis)
0:55.0,E. Davis makes free throw 1 of 2,1,83-86,,
0:55.0,E. Davis makes free throw 2 of 2,1,84-86,,
0:46.0,,,84-86,,Turnover by J. Crawford (lost ball; steal by E. Davis)
0:34.0,C. McCollum misses 2-pt shot from 7 ft,,84-86,,
0:34.0,Offensive rebound by E. Davis,,84-86,,
0:34.0,Shooting foul by M. Speights (drawn by E. Davis),,84-86,,
0:34.0,E. Davis makes free throw 1 of 2,1,85-86,,
0:34.0,E. Davis makes free throw 2 of 2,1,86-86,,
0:34.0,M. Harkless enters the game for E. Turner,,85-86,,
0:26.0,,,86-89,3,W. Johnson makes 3-pt shot from 28 ft (assist by R. Felton)
0:04.0,C. McCollum misses 2-pt shot from 20 ft,,86-89,,
0:00.0,,,86-89,,Defensive rebound by A. Anderson
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,86-89,,M. Speights misses 2-pt shot from 16 ft
11:40.0,Defensive rebound by A. Crabbe,,86-89,,
11:37.0,,,86-89,,Violation by W. Johnson (kicked ball)
11:32.0,Shooting foul by W. Johnson (drawn by E. Davis),,86-89,,
11:32.0,E. Davis makes free throw 1 of 2,1,87-89,,
11:32.0,E. Davis misses free throw 2 of 2,,87-89,,
11:31.0,,,87-89,,Defensive rebound by W. Johnson
11:18.0,,,87-89,,J. Crawford misses 2-pt shot from 2 ft
11:15.0,Defensive rebound by C. McCollum,,87-89,,
11:09.0,E. Turner makes 2-pt shot from 14 ft (assist by C. McCollum),2,89-89,,
10:59.0,,,89-89,,R. Felton misses 2-pt shot from 19 ft
10:57.0,Defensive rebound by E. Davis,,89-89,,
10:46.0,,,89-89,,Personal foul by M. Speights (drawn by E. Davis)
10:37.0,E. Turner makes 2-pt shot from 3 ft,2,91-89,,
10:24.0,,,91-89,,Shooting foul by E. Davis (drawn by J. Crawford)
10:24.0,,,91-90,1,J. Crawford makes free throw 1 of 2
10:24.0,,,91-91,1,J. Crawford makes free throw 2 of 2
10:24.0,,,91-90,,B. Griffin enters the game for W. Johnson
10:04.0,E. Turner misses 2-pt shot from 17 ft,,91-91,,
10:03.0,,,91-91,,Defensive rebound by B. Griffin
9:53.0,,,91-91,,B. Griffin misses 2-pt shot from 2 ft
9:53.0,,,91-91,,Offensive rebound by M. Speights
9:51.0,,,91-93,2,M. Speights makes 2-pt shot from 1 ft
9:35.0,C. McCollum misses 2-pt shot from 16 ft (block by R. Felton),,91-93,,
9:30.0,,,91-93,,Defensive rebound by B. Griffin
9:27.0,,,91-96,3,M. Speights makes 3-pt shot from 27 ft
9:27.0,Portland full timeout,,91-96,,
9:27.0,D. Lillard enters the game for C. McCollum,,91-96,,
9:27.0,M. Harkless enters the game for E. Davis,,91-96,,
9:27.0,M. Plumlee enters the game for N. Vonleh,,91-96,,
9:06.0,A. Crabbe makes 2-pt shot from 2 ft (assist by M. Plumlee),2,93-96,,
8:50.0,,,93-96,,M. Speights misses 3-pt shot from 27 ft
8:49.0,Defensive rebound by A. Crabbe,,93-96,,
8:35.0,M. Plumlee makes 2-pt shot from 11 ft (assist by D. Lillard),2,95-96,,
8:18.0,,,95-96,,Turnover by B. Griffin (offensive foul)
8:18.0,,,95-96,,Offensive charge foul by B. Griffin
8:18.0,,,95-96,,C. Paul enters the game for A. Anderson
8:05.0,Shooting foul by R. Felton (drawn by D. Lillard),,95-96,,
8:05.0,D. Lillard makes free throw 1 of 2,1,96-96,,
8:05.0,D. Lillard makes free throw 2 of 2,1,97-96,,
8:05.0,,,96-96,,D. Jordan enters the game for M. Speights
7:52.0,,,97-96,,C. Paul misses 2-pt shot from 16 ft
7:51.0,Defensive rebound by M. Harkless,,97-96,,
7:39.0,M. Plumlee makes 2-pt shot from 3 ft (assist by E. Turner),2,99-96,,
7:23.0,,,99-96,,J. Crawford misses 2-pt shot from 20 ft
7:22.0,Defensive rebound by D. Lillard,,99-96,,
7:19.0,A. Crabbe makes 2-pt shot from 2 ft (assist by D. Lillard),2,101-96,,
7:19.0,,,101-96,,LA Clippers full timeout
7:03.0,,,101-98,2,C. Paul makes 2-pt shot from 3 ft
6:37.0,E. Turner misses 3-pt shot from 25 ft,,101-98,,
6:36.0,,,101-98,,Defensive rebound by D. Jordan
6:26.0,,,101-98,,Turnover by C. Paul (bad pass; steal by A. Crabbe)
6:23.0,A. Crabbe misses 2-pt shot from 3 ft,,101-98,,
6:20.0,Offensive rebound by E. Turner,,101-98,,
6:20.0,E. Turner makes 2-pt shot at rim,2,103-98,,
6:04.0,,,103-101,3,R. Felton makes 3-pt shot from 24 ft (assist by B. Griffin)
5:47.0,Turnover by D. Lillard (lost ball; steal by C. Paul),,103-101,,
5:35.0,,,103-103,2,C. Paul makes 2-pt shot from 15 ft
5:20.0,,,103-103,,Flagrant foul type 1 by C. Paul (drawn by A. Crabbe)
5:20.0,A. Crabbe makes flagrant free throw 1 of 2,1,104-103,,
5:20.0,A. Crabbe makes flagrant free throw 2 of 2,1,105-103,,
5:20.0,,,105-103,,J. Redick enters the game for J. Crawford
5:20.0,C. McCollum enters the game for A. Crabbe,,105-103,,
5:06.0,D. Lillard misses 3-pt shot from 27 ft,,105-103,,
5:05.0,,,105-103,,Defensive rebound by B. Griffin
4:44.0,,,105-103,,B. Griffin misses 2-pt shot from 5 ft
4:41.0,,,105-103,,Offensive rebound by D. Jordan
4:41.0,,,105-103,,D. Jordan misses 2-pt shot from 2 ft
4:40.0,,,105-103,,Offensive rebound by D. Jordan
4:40.0,,,105-105,2,D. Jordan makes 2-pt shot from 3 ft
