time,Milwaukee,pts.away,score,pts.home,Philadelphia
8:25.0,,,12-2,,R. Covington misses 2-pt shot from 1 ft
8:23.0,,,12-2,,Offensive rebound by R. Holmes
8:23.0,,,12-2,,R. Holmes misses 2-pt shot from 1 ft
8:20.0,,,12-2,,Offensive rebound by G. Henderson
8:06.0,,,12-2,,Shooting foul by T. Maker (drawn by R. Covington)
8:06.0,,,12-3,1,R. Covington makes free throw 1 of 2
8:06.0,,,12-4,1,R. Covington makes free throw 2 of 2
8:06.0,G. Monroe enters the game for T. Maker,,12-3,,
7:53.0,Turnover by G. Monroe (bad pass),,12-4,,
7:41.0,,,12-4,,D. Saric misses 3-pt shot from 26 ft
7:40.0,Defensive rebound by K. Middleton,,12-4,,
7:35.0,Turnover by K. Middleton (lost ball),,12-4,,
7:35.0,,,12-4,,J. Anderson enters the game for D. Saric
7:18.0,,,12-4,,J. Anderson misses 3-pt shot from 27 ft
7:16.0,Defensive rebound by G. Antetokounmpo,,12-4,,
7:08.0,T. Snell misses 3-pt shot from 26 ft,,12-4,,
7:07.0,,,12-4,,Defensive rebound by R. Holmes
6:59.0,,,12-6,2,J. Anderson makes 2-pt shot at rim (assist by T. McConnell)
6:35.0,G. Antetokounmpo misses 2-pt shot from 18 ft,,12-6,,
6:34.0,,,12-6,,Defensive rebound by G. Henderson
6:29.0,,,12-9,3,G. Henderson makes 3-pt shot from 24 ft
6:14.0,,,12-9,,Personal foul by J. Anderson (drawn by M. Brogdon)
6:08.0,G. Monroe misses 2-pt shot from 5 ft,,12-9,,
6:06.0,,,12-9,,Defensive rebound by R. Holmes
6:01.0,Personal foul by T. Snell (drawn by G. Henderson),,12-9,,
6:01.0,M. Dellavedova enters the game for M. Brogdon,,12-9,,
5:51.0,,,12-9,,J. Anderson misses 3-pt shot from 26 ft
5:50.0,Defensive rebound by T. Snell,,12-9,,
5:30.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by T. Snell),2,14-9,,
5:30.0,Shooting foul by J. Anderson (drawn by G. Antetokounmpo),,14-9,,
5:30.0,G. Antetokounmpo makes free throw 1 of 1,1,15-9,,
5:30.0,,,12-9,,N. Stauskas enters the game for G. Henderson
5:18.0,,,15-9,,R. Covington misses 3-pt shot from 26 ft
5:16.0,Defensive rebound by T. Snell,,15-9,,
5:10.0,T. Snell makes 3-pt shot from 25 ft,3,18-9,,
4:56.0,,,18-9,,Turnover by J. Anderson (lost ball; steal by T. Snell)
4:53.0,Turnover by T. Snell (lost ball),,18-9,,
4:53.0,,,18-9,,T. Luwawu-Cabarrot enters the game for J. Anderson
4:53.0,J. Terry enters the game for T. Snell,,18-9,,
4:39.0,,,18-11,2,R. Covington makes 2-pt shot from 2 ft (assist by T. McConnell)
4:20.0,K. Middleton misses 2-pt shot from 10 ft,,18-11,,
4:18.0,,,18-11,,Defensive rebound by Team
4:18.0,,,18-11,,S. Rodriguez enters the game for T. McConnell
4:18.0,,,18-11,,D. Saric enters the game for R. Covington
4:05.0,,,18-13,2,N. Stauskas makes 2-pt shot from 8 ft (assist by S. Rodriguez)
3:49.0,G. Antetokounmpo makes 3-pt shot from 27 ft (assist by K. Middleton),3,21-13,,
3:37.0,,,21-13,,N. Stauskas misses 3-pt shot from 25 ft
3:36.0,Defensive rebound by K. Middleton,,21-13,,
3:15.0,G. Monroe makes 2-pt shot from 5 ft,2,23-13,,
2:54.0,,,23-15,2,N. Stauskas makes 2-pt shot from 1 ft (assist by S. Rodriguez)
2:39.0,Shooting foul by S. Rodriguez (drawn by M. Dellavedova),,23-15,,
2:39.0,Milwaukee full timeout,,23-15,,
2:39.0,M. Dellavedova makes free throw 1 of 2,1,24-15,,
2:39.0,M. Dellavedova makes free throw 2 of 2,1,25-15,,
2:39.0,,,23-15,,S. Long enters the game for R. Holmes
2:39.0,M. Teletovic enters the game for K. Middleton,,23-15,,
2:19.0,,,25-15,,D. Saric misses 3-pt shot from 27 ft
2:18.0,Defensive rebound by G. Antetokounmpo,,25-15,,
2:03.0,G. Monroe misses 2-pt shot at rim (block by S. Long),,25-15,,
2:01.0,,,25-15,,Defensive rebound by S. Rodriguez
1:55.0,,,25-15,,Turnover by S. Long (traveling)
1:44.0,,,25-15,,Personal foul by D. Saric (drawn by G. Monroe)
1:36.0,G. Antetokounmpo misses 2-pt shot from 19 ft,,25-15,,
1:35.0,,,25-15,,Defensive rebound by S. Long
1:13.0,,,25-15,,S. Rodriguez misses 2-pt shot from 18 ft
1:12.0,Defensive rebound by M. Dellavedova,,25-15,,
1:03.0,Shooting foul by T. Luwawu-Cabarrot (drawn by G. Monroe),,25-15,,
1:03.0,G. Monroe makes free throw 1 of 2,1,26-15,,
1:03.0,G. Monroe makes free throw 2 of 2,1,27-15,,
0:43.0,,,27-17,2,D. Saric makes 2-pt shot from 14 ft (assist by N. Stauskas)
0:33.0,M. Teletovic misses 3-pt shot from 26 ft,,27-17,,
0:31.0,Offensive rebound by G. Antetokounmpo,,27-17,,
0:06.0,G. Antetokounmpo misses 2-pt shot from 3 ft,,27-17,,
0:05.0,,,27-17,,Defensive rebound by D. Saric
0:00.0,,,27-19,2,S. Long makes 2-pt shot from 2 ft (assist by D. Saric)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,M. Teletovic misses 2-pt shot from 3 ft,,27-19,,
11:50.0,,,27-19,,Defensive rebound by D. Saric
11:43.0,,,27-21,2,N. Stauskas makes 2-pt shot from 3 ft (assist by D. Saric)
11:25.0,J. Terry misses 2-pt shot from 1 ft,,27-21,,
11:23.0,,,27-21,,Defensive rebound by R. Covington
11:11.0,,,27-21,,Turnover by R. Holmes (step out of bounds)
10:56.0,M. Dellavedova misses 2-pt shot from 5 ft,,27-21,,
10:54.0,Offensive rebound by M. Dellavedova,,27-21,,
10:51.0,T. Snell makes 3-pt shot from 24 ft (assist by M. Dellavedova),3,30-21,,
10:39.0,,,30-23,2,R. Holmes makes 2-pt shot at rim (assist by S. Rodriguez)
10:17.0,M. Teletovic makes 3-pt shot from 25 ft (assist by M. Dellavedova),3,33-23,,
9:57.0,,,33-23,,R. Holmes misses 3-pt shot from 25 ft
9:55.0,Defensive rebound by J. Terry,,33-23,,
9:51.0,T. Snell makes 2-pt shot at rim (assist by J. Terry),2,35-23,,
9:51.0,,,35-23,,Philadelphia full timeout
9:32.0,,,35-26,3,S. Rodriguez makes 3-pt shot from 26 ft
9:13.0,J. Terry makes 2-pt shot from 9 ft (assist by M. Dellavedova),2,37-26,,
8:54.0,,,37-26,,Shooting foul by G. Monroe (drawn by R. Holmes)
8:54.0,,,37-27,1,R. Holmes makes free throw 1 of 2
8:54.0,,,37-28,1,R. Holmes makes free throw 2 of 2
8:54.0,,,37-27,,G. Henderson enters the game for N. Stauskas
8:41.0,M. Teletovic misses 3-pt shot from 27 ft,,37-28,,
8:40.0,Offensive rebound by T. Snell,,37-28,,
8:37.0,T. Snell misses 2-pt shot from 9 ft,,37-28,,
8:36.0,,,37-28,,Defensive rebound by R. Holmes
8:22.0,,,37-28,,D. Saric misses 2-pt shot from 2 ft
8:21.0,Defensive rebound by M. Teletovic,,37-28,,
8:15.0,T. Snell makes 3-pt shot from 26 ft (assist by J. Terry),3,40-28,,
7:59.0,,,40-28,,D. Saric misses 2-pt shot from 6 ft
7:56.0,,,40-28,,Offensive rebound by R. Holmes
7:56.0,,,40-28,,R. Holmes misses 2-pt shot from 2 ft
7:55.0,,,40-28,,Offensive rebound by R. Holmes
7:52.0,,,40-28,,Turnover by D. Saric (bad pass)
7:52.0,,,40-28,,J. Anderson enters the game for D. Saric
7:52.0,K. Middleton enters the game for J. Terry,,40-28,,
7:42.0,G. Monroe makes 2-pt shot from 3 ft (assist by M. Dellavedova),2,42-28,,
7:25.0,,,42-31,3,R. Covington makes 3-pt shot from 25 ft (assist by J. Anderson)
7:07.0,M. Dellavedova makes 3-pt shot from 26 ft (assist by K. Middleton),3,45-31,,
6:59.0,,,45-31,,Turnover by G. Henderson (lost ball; steal by T. Snell)
6:42.0,K. Middleton makes 3-pt shot from 26 ft (assist by M. Dellavedova),3,48-31,,
6:41.0,,,48-31,,Philadelphia full timeout
6:41.0,M. Brogdon enters the game for M. Dellavedova,,48-31,,
6:26.0,,,48-31,,G. Henderson misses 2-pt shot from 9 ft
6:24.0,,,48-31,,Offensive rebound by R. Holmes
6:24.0,,,48-33,2,R. Holmes makes 2-pt shot at rim
6:13.0,,,48-33,,Personal foul by R. Holmes (drawn by G. Monroe)
6:13.0,,,48-33,,T. McConnell enters the game for S. Rodriguez
6:06.0,K. Middleton makes 2-pt shot from 12 ft,2,50-33,,
5:46.0,,,50-33,,J. Anderson misses 2-pt shot from 17 ft
5:46.0,Defensive rebound by Team,,50-33,,
5:46.0,Official timeout,,50-33,,
5:46.0,S. Hawes enters the game for G. Monroe,,50-33,,
5:46.0,G. Antetokounmpo enters the game for M. Teletovic,,50-33,,
5:43.0,,,50-33,,Personal block foul by T. McConnell
5:31.0,K. Middleton misses 3-pt shot from 26 ft,,50-33,,
5:29.0,,,50-33,,Defensive rebound by G. Henderson
5:22.0,,,50-33,,Turnover by R. Covington (bad pass; steal by G. Antetokounmpo)
5:15.0,Turnover by M. Brogdon (step out of bounds),,50-33,,
4:58.0,Personal foul by K. Middleton (drawn by R. Holmes),,50-33,,
4:58.0,,,50-33,,D. Saric enters the game for R. Holmes
4:48.0,,,50-33,,R. Covington misses 3-pt shot from 26 ft
4:47.0,Defensive rebound by G. Antetokounmpo,,50-33,,
4:38.0,,,50-33,,Violation by D. Saric (kicked ball)
4:30.0,S. Hawes misses 3-pt shot from 28 ft,,50-33,,
4:29.0,,,50-33,,Defensive rebound by J. Anderson
4:21.0,,,50-33,,J. Anderson misses 3-pt shot from 27 ft
4:20.0,Defensive rebound by G. Antetokounmpo,,50-33,,
4:03.0,M. Brogdon makes 2-pt shot from 1 ft (assist by S. Hawes),2,52-33,,
3:50.0,,,52-35,2,J. Anderson makes 2-pt shot from 18 ft (assist by D. Saric)
3:33.0,M. Brogdon makes 2-pt shot from 2 ft (assist by S. Hawes),2,54-35,,
3:25.0,,,54-35,,Shooting foul by S. Hawes (drawn by J. Anderson)
3:25.0,,,54-36,1,J. Anderson makes free throw 1 of 2
3:25.0,,,54-36,,J. Anderson misses free throw 2 of 2
3:25.0,,,54-36,,N. Stauskas enters the game for G. Henderson
3:24.0,Defensive rebound by G. Antetokounmpo,,54-36,,
3:15.0,S. Hawes misses 2-pt shot from 6 ft (block by R. Covington),,54-36,,
3:15.0,,,54-36,,Defensive rebound by Team
3:05.0,,,54-39,3,D. Saric makes 3-pt shot from 25 ft (assist by T. McConnell)
2:45.0,Turnover by K. Middleton (bad pass; steal by R. Covington),,54-39,,
2:42.0,Violation by M. Brogdon (kicked ball),,54-39,,
2:42.0,Milwaukee full timeout,,54-39,,
2:42.0,T. Maker enters the game for S. Hawes,,54-39,,
2:37.0,,,54-39,,D. Saric misses 3-pt shot from 25 ft
2:35.0,Defensive rebound by K. Middleton,,54-39,,
2:16.0,T. Snell misses 3-pt shot from 25 ft,,54-39,,
2:15.0,,,54-39,,Defensive rebound by D. Saric
2:06.0,,,54-41,2,T. McConnell makes 2-pt shot from 1 ft (assist by D. Saric)
1:48.0,T. Maker misses 2-pt shot from 4 ft,,54-41,,
1:47.0,Offensive rebound by T. Maker,,54-41,,
1:45.0,T. Maker makes 2-pt shot from 2 ft,2,56-41,,
1:31.0,,,56-41,,Turnover by D. Saric (bad pass; steal by M. Brogdon)
1:20.0,K. Middleton misses 2-pt shot from 16 ft,,56-41,,
1:18.0,,,56-41,,Defensive rebound by D. Saric
1:10.0,,,56-43,2,J. Anderson makes 2-pt shot from 2 ft (assist by T. McConnell)
0:53.0,Turnover by T. Snell (lost ball),,56-43,,
0:36.0,,,56-43,,T. McConnell misses 2-pt shot from 1 ft
0:35.0,Defensive rebound by G. Antetokounmpo,,56-43,,
0:30.0,T. Snell makes 2-pt shot from 2 ft,2,58-43,,
0:20.0,,,58-43,,N. Stauskas misses 3-pt shot from 25 ft
0:19.0,Defensive rebound by M. Brogdon,,58-43,,
0:02.0,M. Brogdon makes 2-pt shot at rim (assist by K. Middleton),2,60-43,,
0:00.0,,,60-43,,J. Anderson misses 3-pt shot from 50 ft
0:00.0,,,60-43,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,M. Brogdon makes 2-pt shot from 1 ft (assist by K. Middleton),2,62-43,,
11:31.0,,,62-43,,D. Saric misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
11:30.0,Defensive rebound by T. Maker,,62-43,,
11:23.0,Shooting foul by G. Henderson (drawn by G. Antetokounmpo),,62-43,,
11:23.0,G. Antetokounmpo makes free throw 1 of 2,1,63-43,,
11:23.0,G. Antetokounmpo makes free throw 2 of 2,1,64-43,,
11:15.0,,,64-43,,R. Holmes misses 2-pt shot from 1 ft (block by G. Antetokounmpo)
11:15.0,,,64-43,,Offensive rebound by Team
11:03.0,,,64-43,,T. McConnell misses 2-pt shot from 5 ft (block by M. Brogdon)
11:03.0,,,64-43,,Offensive rebound by Team
10:59.0,,,64-43,,Turnover by Team (shot clock)
10:43.0,T. Maker misses 3-pt shot from 27 ft,,64-43,,
10:41.0,,,64-43,,Defensive rebound by R. Covington
10:35.0,,,64-46,3,R. Covington makes 3-pt shot from 26 ft (assist by T. McConnell)
10:10.0,G. Antetokounmpo misses 2-pt shot from 18 ft,,64-46,,
10:09.0,,,64-46,,Defensive rebound by D. Saric
10:03.0,,,64-46,,Turnover by D. Saric (lost ball; steal by G. Antetokounmpo)
9:50.0,K. Middleton makes 3-pt shot from 24 ft,3,67-46,,
9:49.0,,,67-46,,Philadelphia full timeout
9:31.0,,,67-46,,R. Covington misses 3-pt shot from 26 ft
9:31.0,,,67-46,,Offensive rebound by Team
9:31.0,Loose ball foul by T. Maker (drawn by R. Holmes),,67-46,,
9:15.0,,,67-46,,D. Saric misses 3-pt shot from 25 ft
9:13.0,,,67-46,,Offensive rebound by R. Holmes
9:05.0,,,67-48,2,R. Holmes makes 2-pt shot from 7 ft (assist by T. McConnell)
8:51.0,Turnover by M. Brogdon (bad pass; steal by T. McConnell),,67-48,,
8:27.0,,,67-48,,Turnover by Team (shot clock)
8:27.0,,,67-48,,N. Stauskas enters the game for R. Covington
8:14.0,Shooting foul by R. Holmes (drawn by T. Maker),,67-48,,
8:14.0,T. Maker makes free throw 1 of 2,1,68-48,,
8:14.0,T. Maker makes free throw 2 of 2,1,69-48,,
8:02.0,,,69-50,2,D. Saric makes 2-pt shot at rim (assist by T. McConnell)
7:51.0,T. Snell makes 3-pt shot from 25 ft (assist by G. Antetokounmpo),3,72-50,,
7:28.0,,,72-52,2,G. Henderson makes 2-pt shot from 16 ft
7:11.0,,,72-52,,Personal block foul by N. Stauskas (drawn by K. Middleton)
7:05.0,K. Middleton misses 3-pt shot from 24 ft,,72-52,,
7:04.0,,,72-52,,Defensive rebound by R. Holmes
6:51.0,,,72-52,,D. Saric misses 2-pt shot from 4 ft (block by G. Antetokounmpo)
6:50.0,Defensive rebound by M. Brogdon,,72-52,,
6:42.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by K. Middleton),2,74-52,,
6:42.0,Shooting foul by R. Holmes (drawn by G. Antetokounmpo),,74-52,,
6:42.0,G. Antetokounmpo makes free throw 1 of 1,1,75-52,,
6:42.0,,,74-52,,T. Luwawu-Cabarrot enters the game for G. Henderson
6:32.0,,,75-52,,T. Luwawu-Cabarrot misses 3-pt shot from 23 ft
6:30.0,Defensive rebound by T. Snell,,75-52,,
6:24.0,,,75-52,,Personal foul by R. Holmes (drawn by G. Antetokounmpo)
6:24.0,G. Antetokounmpo makes free throw 1 of 2,1,76-52,,
6:24.0,G. Antetokounmpo makes free throw 2 of 2,1,77-52,,
6:24.0,,,76-52,,S. Long enters the game for R. Holmes
6:13.0,,,77-52,,T. McConnell misses 2-pt shot from 2 ft
6:11.0,Defensive rebound by T. Maker,,77-52,,
6:07.0,Shooting foul by S. Long (drawn by G. Antetokounmpo),,77-52,,
6:07.0,G. Antetokounmpo makes free throw 1 of 2,1,78-52,,
6:07.0,G. Antetokounmpo misses free throw 2 of 2,,78-52,,
6:07.0,J. Terry enters the game for K. Middleton,,78-52,,
6:06.0,,,78-52,,Defensive rebound by S. Long
5:51.0,,,78-52,,T. Luwawu-Cabarrot misses 3-pt shot from 25 ft
5:48.0,,,78-52,,Offensive rebound by T. McConnell
5:41.0,,,78-52,,Shooting foul by T. Maker (drawn by S. Long)
5:41.0,,,78-52,,S. Long misses free throw 1 of 2
5:41.0,,,78-52,,Offensive rebound by Team
5:41.0,,,78-53,1,S. Long makes free throw 2 of 2
5:22.0,T. Maker misses 2-pt shot from 18 ft,,78-53,,
5:21.0,,,78-53,,Defensive rebound by D. Saric
5:10.0,,,78-53,,S. Long misses 2-pt shot from 3 ft
5:09.0,,,78-53,,Offensive rebound by S. Long
5:08.0,,,78-55,2,S. Long makes 2-pt shot from 2 ft
4:51.0,M. Brogdon makes 3-pt shot from 26 ft (assist by G. Antetokounmpo),3,81-55,,
4:41.0,,,81-57,2,T. Luwawu-Cabarrot makes 2-pt shot at rim (assist by T. McConnell)
4:25.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,83-57,,
4:11.0,,,83-59,2,D. Saric makes 2-pt shot from 2 ft (assist by T. Luwawu-Cabarrot)
3:52.0,T. Maker misses 3-pt shot from 24 ft,,83-59,,
3:51.0,Offensive rebound by Team,,83-59,,
3:51.0,,,83-59,,S. Rodriguez enters the game for T. McConnell
3:51.0,M. Dellavedova enters the game for M. Brogdon,,83-59,,
3:51.0,G. Monroe enters the game for T. Maker,,83-59,,
3:42.0,G. Monroe misses 2-pt shot from 6 ft,,83-59,,
3:40.0,,,83-59,,Defensive rebound by S. Long
3:29.0,,,83-59,,D. Saric misses 2-pt shot from 5 ft (block by J. Terry)
3:29.0,,,83-59,,Offensive rebound by Team
3:27.0,,,83-59,,T. Luwawu-Cabarrot misses 2-pt shot from 2 ft
3:26.0,,,83-59,,Offensive rebound by D. Saric
3:26.0,,,83-61,2,D. Saric makes 2-pt shot from 2 ft
3:26.0,Milwaukee full timeout,,83-61,,
3:09.0,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Terry),2,85-61,,
2:49.0,,,85-61,,S. Rodriguez misses 3-pt shot from 27 ft
2:48.0,,,85-61,,Offensive rebound by S. Long
2:45.0,,,85-61,,S. Long misses 2-pt shot from 1 ft
2:43.0,Defensive rebound by T. Snell,,85-61,,
2:28.0,G. Monroe makes 2-pt shot from 3 ft (assist by G. Antetokounmpo),2,87-61,,
2:11.0,,,87-63,2,S. Long makes 2-pt shot from 2 ft (assist by S. Rodriguez)
2:11.0,,,87-63,,Shooting foul by T. Snell (drawn by S. Long)
2:11.0,,,87-63,,S. Long misses free throw 1 of 1
2:11.0,,,87-63,,R. Covington enters the game for D. Saric
2:10.0,Defensive rebound by T. Snell,,87-63,,
1:46.0,G. Monroe makes 2-pt shot from 6 ft,2,89-63,,
1:29.0,,,89-65,2,T. Luwawu-Cabarrot makes 2-pt shot from 1 ft (assist by S. Long)
1:15.0,J. Terry makes 2-pt shot from 1 ft (assist by M. Dellavedova),2,91-65,,
0:51.0,,,91-65,,T. Luwawu-Cabarrot misses 2-pt shot from 15 ft
0:50.0,Defensive rebound by Team,,91-65,,
0:35.0,Offensive foul by G. Monroe,,91-65,,
0:35.0,Turnover by G. Monroe (offensive foul),,91-65,,
0:27.0,,,91-68,3,S. Long makes 3-pt shot from 27 ft (assist by S. Rodriguez)
0:03.0,Turnover by Team (shot clock),,91-68,,
0:01.0,,,91-68,,S. Rodriguez misses 3-pt shot from 30 ft
0:00.0,,,91-68,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,91-68,,Shooting foul by G. Monroe (drawn by S. Long)
11:50.0,,,91-68,,S. Long misses free throw 1 of 2
11:50.0,,,91-68,,Offensive rebound by Team
11:50.0,,,91-69,1,S. Long makes free throw 2 of 2
11:35.0,G. Monroe makes 2-pt shot from 1 ft (assist by M. Dellavedova),2,93-69,,
11:26.0,,,93-71,2,R. Covington makes 2-pt shot from 2 ft (assist by S. Rodriguez)
11:04.0,M. Dellavedova misses 2-pt shot from 2 ft,,93-71,,
11:02.0,Offensive rebound by G. Monroe,,93-71,,
10:58.0,M. Teletovic misses 3-pt shot from 27 ft,,93-71,,
10:58.0,Offensive rebound by Team,,93-71,,
10:58.0,Turnover by Team (shot clock),,93-71,,
10:46.0,,,93-71,,S. Rodriguez misses 3-pt shot from 26 ft
10:44.0,Defensive rebound by M. Teletovic,,93-71,,
10:33.0,Offensive charge foul by K. Middleton,,93-71,,
10:33.0,Turnover by K. Middleton (offensive foul),,93-71,,
10:20.0,,,93-71,,Turnover by T. Luwawu-Cabarrot (bad pass; steal by J. Terry)
10:10.0,M. Teletovic makes 3-pt shot from 22 ft (assist by K. Middleton),3,96-71,,
10:09.0,,,96-71,,Philadelphia full timeout
10:09.0,,,96-71,,D. Saric enters the game for S. Long
10:09.0,,,96-71,,N. Stauskas enters the game for T. Luwawu-Cabarrot
9:58.0,,,96-71,,R. Covington misses 2-pt shot from 8 ft (block by K. Middleton)
9:56.0,Defensive rebound by M. Dellavedova,,96-71,,
9:53.0,M. Teletovic misses 2-pt shot at rim,,96-71,,
9:49.0,Offensive rebound by G. Monroe,,96-71,,
9:46.0,J. Terry misses 3-pt shot from 24 ft (block by R. Covington),,96-71,,
9:46.0,Offensive rebound by Team,,96-71,,
9:39.0,G. Monroe misses 2-pt shot from 6 ft,,96-71,,
9:37.0,Offensive rebound by K. Middleton,,96-71,,
9:36.0,K. Middleton makes 2-pt shot from 1 ft,2,98-71,,
9:25.0,,,98-74,3,R. Covington makes 3-pt shot from 28 ft (assist by J. Anderson)
9:11.0,,,98-74,,Personal foul by S. Rodriguez (drawn by M. Dellavedova)
8:58.0,K. Middleton misses 3-pt shot from 24 ft,,98-74,,
8:57.0,Offensive rebound by Team,,98-74,,
8:49.0,G. Monroe misses 2-pt shot from 12 ft,,98-74,,
8:48.0,,,98-74,,Defensive rebound by J. Anderson
8:37.0,,,98-74,,Shooting foul by G. Monroe (drawn by D. Saric)
8:37.0,,,98-75,1,D. Saric makes free throw 1 of 2
8:37.0,,,98-75,,D. Saric misses free throw 2 of 2
8:36.0,Defensive rebound by M. Teletovic,,98-75,,
8:25.0,Turnover by K. Middleton (bad pass; steal by D. Saric),,98-75,,
8:24.0,Personal foul by G. Monroe (drawn by D. Saric),,98-75,,
8:11.0,,,98-77,2,J. Anderson makes 2-pt shot from 1 ft (assist by D. Saric)
7:51.0,M. Teletovic misses 3-pt shot from 26 ft,,98-77,,
7:49.0,Offensive rebound by J. Terry,,98-77,,
7:43.0,G. Antetokounmpo enters the game for G. Monroe,,98-77,,
7:43.0,,,98-77,,Personal foul by S. Rodriguez (drawn by M. Dellavedova)
7:36.0,G. Antetokounmpo misses 3-pt shot from 26 ft,,98-77,,
7:35.0,Offensive rebound by Team,,98-77,,
7:33.0,G. Antetokounmpo makes 2-pt shot at rim (assist by K. Middleton),2,100-77,,
7:19.0,,,100-77,,R. Covington misses 2-pt shot from 4 ft
7:18.0,,,100-77,,Offensive rebound by J. Anderson
7:18.0,,,100-79,2,J. Anderson makes 2-pt shot from 1 ft
7:08.0,Turnover by M. Dellavedova (bad pass; steal by D. Saric),,100-79,,
7:02.0,,,100-81,2,J. Anderson makes 2-pt shot from 2 ft (assist by D. Saric)
6:35.0,J. Terry misses 3-pt shot from 25 ft,,100-81,,
6:33.0,,,100-81,,Defensive rebound by J. Anderson
6:19.0,,,100-81,,S. Rodriguez misses 2-pt shot from 10 ft
6:18.0,Defensive rebound by M. Teletovic,,100-81,,
6:12.0,G. Antetokounmpo misses 2-pt shot from 1 ft,,100-81,,
6:10.0,,,100-81,,Defensive rebound by R. Covington
6:05.0,,,100-81,,J. Anderson misses 3-pt shot from 25 ft
6:03.0,Defensive rebound by G. Antetokounmpo,,100-81,,
5:46.0,Shooting foul by R. Covington (drawn by K. Middleton),,100-81,,
5:46.0,Official timeout,,100-81,,
5:46.0,K. Middleton misses free throw 1 of 2,,100-81,,
5:46.0,Offensive rebound by Team,,100-81,,
5:46.0,K. Middleton makes free throw 2 of 2,1,101-81,,
5:46.0,,,100-81,,T. McConnell enters the game for S. Rodriguez
5:26.0,,,101-81,,Turnover by T. McConnell (bad pass)
5:16.0,,,101-81,,Personal foul by R. Covington (drawn by G. Antetokounmpo)
5:05.0,K. Middleton makes 2-pt shot from 13 ft,2,103-81,,
4:48.0,,,103-81,,N. Stauskas misses 2-pt shot from 6 ft
4:43.0,,,103-81,,Offensive rebound by J. Anderson
4:43.0,,,103-83,2,J. Anderson makes 2-pt shot at rim
4:30.0,M. Dellavedova makes 3-pt shot from 27 ft (assist by G. Antetokounmpo),3,106-83,,
4:29.0,,,106-83,,Philadelphia full timeout
4:29.0,,,106-83,,T. Luwawu-Cabarrot enters the game for R. Covington
4:29.0,,,106-83,,S. Long enters the game for D. Saric
4:14.0,,,106-85,2,J. Anderson makes 2-pt shot from 13 ft (assist by N. Stauskas)
3:57.0,,,106-85,,Personal foul by T. McConnell
3:57.0,G. Antetokounmpo misses free throw 1 of 2,,106-85,,
3:57.0,Offensive rebound by Team,,106-85,,
3:57.0,G. Antetokounmpo misses free throw 2 of 2,,106-85,,
3:57.0,,,106-85,,J. Harper enters the game for N. Stauskas
3:56.0,,,106-85,,Defensive rebound by S. Long
