time,Oklahoma City,pts.away,score,pts.home,LA Clippers
6:59.0,,,36-44,,Offensive rebound by M. Speights
6:59.0,,,36-46,2,M. Speights makes 2-pt shot from 2 ft
6:49.0,,,36-46,,Personal foul by M. Speights
6:49.0,V. Oladipo enters the game for A. Morrow,,36-46,,
6:38.0,Shooting foul by R. Felton (drawn by R. Westbrook),,36-46,,
6:38.0,R. Westbrook makes free throw 1 of 2,1,37-46,,
6:38.0,,,37-46,,D. Jordan enters the game for B. Bass
6:38.0,R. Westbrook makes free throw 2 of 2,1,38-46,,
6:25.0,,,38-46,,Shooting foul by D. Sabonis (drawn by M. Speights)
6:25.0,,,38-47,1,M. Speights makes free throw 1 of 2
6:25.0,,,38-47,,A. Rivers enters the game for R. Felton
6:25.0,A. Roberson enters the game for J. Grant,,38-47,,
6:25.0,,,38-48,1,M. Speights makes free throw 2 of 2
6:11.0,,,38-48,,Personal foul by D. Jordan
6:03.0,V. Oladipo misses 2-pt shot from 2 ft (block by D. Jordan),,38-48,,
6:01.0,Offensive rebound by E. Kanter,,38-48,,
5:59.0,E. Kanter makes 2-pt shot from 2 ft,2,40-48,,
5:49.0,,,40-48,,Turnover by M. Speights (lost ball; steal by D. Sabonis)
5:47.0,Turnover by D. Sabonis (bad pass),,40-48,,
5:47.0,Official timeout,,40-48,,
5:25.0,,,40-48,,A. Rivers misses 2-pt shot from 16 ft
5:24.0,,,40-48,,Offensive rebound by D. Jordan
5:15.0,,,40-48,,Turnover by C. Paul (bad pass)
4:53.0,Turnover by R. Westbrook (bad pass),,40-48,,
4:53.0,J. Grant enters the game for D. Sabonis,,40-48,,
4:36.0,,,40-51,3,M. Speights makes 3-pt shot from 26 ft (assist by C. Paul)
4:21.0,A. Roberson misses 3-pt shot from 23 ft,,40-51,,
4:20.0,Offensive rebound by E. Kanter,,40-51,,
4:15.0,R. Westbrook misses 3-pt shot from 22 ft,,40-51,,
4:14.0,,,40-51,,Defensive rebound by D. Jordan
4:08.0,,,40-54,3,A. Rivers makes 3-pt shot from 26 ft (assist by C. Paul)
4:08.0,Oklahoma City full timeout,,40-54,,
4:08.0,J. Lauvergne enters the game for A. Roberson,,40-54,,
4:01.0,,,40-54,,Shooting block foul by M. Speights (drawn by R. Westbrook)
4:01.0,R. Westbrook makes free throw 1 of 2,1,41-54,,
4:01.0,R. Westbrook makes free throw 2 of 2,1,42-54,,
3:39.0,,,42-56,2,J. Redick makes 2-pt shot from 17 ft (assist by D. Jordan)
3:21.0,Turnover by R. Westbrook (lost ball; steal by C. Paul),,42-56,,
3:15.0,,,42-58,2,M. Speights makes 2-pt shot from 2 ft (assist by C. Paul)
3:00.0,R. Westbrook misses 3-pt shot from 25 ft,,42-58,,
3:00.0,,,42-58,,Defensive rebound by M. Speights
2:56.0,,,42-58,,LA Clippers full timeout
2:56.0,,,42-58,,R. Felton enters the game for C. Paul
2:49.0,,,42-61,3,J. Redick makes 3-pt shot from 25 ft (assist by A. Rivers)
2:49.0,,,42-61,,Shooting foul by V. Oladipo (drawn by J. Redick)
2:49.0,,,42-62,1,J. Redick makes free throw 1 of 1
2:36.0,R. Westbrook misses 3-pt shot from 25 ft,,42-62,,
2:35.0,,,42-62,,Defensive rebound by Team
2:35.0,C. Payne enters the game for V. Oladipo,,42-62,,
2:16.0,,,42-62,,Shooting foul by C. Payne (drawn by A. Rivers)
2:16.0,,,42-63,1,A. Rivers makes free throw 1 of 2
2:16.0,,,42-64,1,A. Rivers makes free throw 2 of 2
1:58.0,R. Westbrook misses 2-pt shot from 2 ft (block by D. Jordan),,42-64,,
1:57.0,,,42-64,,Defensive rebound by D. Jordan
1:52.0,,,42-64,,J. Redick misses 2-pt shot from 16 ft
1:50.0,Defensive rebound by J. Grant,,42-64,,
1:43.0,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook),2,44-64,,
1:23.0,,,44-64,,Turnover by A. Rivers (traveling)
1:15.0,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook),2,46-64,,
1:12.0,,,46-64,,Technical foul by A. Rivers
1:12.0,R. Westbrook makes technical free throw,1,47-64,,
0:58.0,,,47-64,,M. Speights misses 2-pt shot from 21 ft
0:58.0,Defensive rebound by Team,,47-64,,
0:47.0,E. Kanter misses 3-pt shot from 24 ft,,47-64,,
0:46.0,,,47-64,,Defensive rebound by Team
0:31.0,,,47-64,,A. Rivers misses 3-pt shot from 26 ft
0:30.0,,,47-64,,Offensive rebound by D. Jordan
0:25.0,,,47-64,,LA Clippers full timeout
0:25.0,,,47-64,,J. Crawford enters the game for M. Speights
0:08.0,,,47-64,,J. Redick misses 3-pt shot from 25 ft
0:08.0,Defensive rebound by E. Kanter,,47-64,,
0:01.0,E. Kanter misses 2-pt shot from 1 ft (block by D. Jordan),,47-64,,
0:00.0,Offensive rebound by Team,,47-64,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,Turnover by E. Kanter (lost ball; steal by A. Rivers),,47-64,,
11:34.0,,,47-64,,Turnover by A. Rivers (bad pass; steal by E. Kanter)
11:28.0,V. Oladipo makes 2-pt shot from 2 ft (assist by R. Westbrook),2,49-64,,
11:06.0,,,49-66,2,R. Felton makes 2-pt shot from 2 ft (assist by A. Rivers)
10:45.0,Turnover by E. Kanter (bad pass; steal by J. Redick),,49-66,,
10:39.0,,,49-66,,A. Rivers misses 3-pt shot from 25 ft
10:38.0,Defensive rebound by J. Grant,,49-66,,
10:28.0,V. Oladipo makes 2-pt shot from 23 ft,2,51-66,,
10:05.0,,,51-69,3,J. Redick makes 3-pt shot from 25 ft (assist by A. Rivers)
9:51.0,R. Westbrook misses 2-pt shot from 16 ft,,51-69,,
9:49.0,,,51-69,,Defensive rebound by R. Felton
9:34.0,,,51-71,2,A. Rivers makes 2-pt shot from 1 ft (assist by J. Redick)
9:13.0,Turnover by V. Oladipo (lost ball; steal by D. Jordan),,51-71,,
8:58.0,,,51-73,2,D. Jordan makes 2-pt shot at rim (assist by R. Felton)
8:58.0,Oklahoma City full timeout,,51-73,,
8:46.0,Shooting foul by A. Rivers (drawn by R. Westbrook),,51-73,,
8:46.0,R. Westbrook makes free throw 1 of 2,1,52-73,,
8:46.0,R. Westbrook makes free throw 2 of 2,1,53-73,,
8:29.0,,,53-73,,Shooting foul by R. Westbrook (drawn by D. Jordan)
8:29.0,,,53-73,,D. Jordan misses free throw 1 of 2
8:29.0,,,53-73,,Offensive rebound by Team
8:29.0,,,53-73,,D. Jordan misses free throw 2 of 2
8:27.0,Defensive rebound by A. Roberson,,53-73,,
8:17.0,E. Kanter misses 2-pt shot from 17 ft,,53-73,,
8:17.0,,,53-73,,Defensive rebound by D. Jordan
7:55.0,,,53-75,2,R. Felton makes 2-pt shot at rim
7:45.0,Turnover by E. Kanter (lost ball; steal by R. Felton),,53-75,,
7:39.0,,,53-77,2,R. Felton makes 2-pt shot from 2 ft (assist by A. Rivers)
7:21.0,R. Westbrook makes 2-pt shot from 7 ft,2,55-77,,
7:04.0,,,55-79,2,D. Jordan makes 2-pt shot at rim (assist by R. Felton)
6:49.0,R. Westbrook makes 2-pt shot from 17 ft,2,57-79,,
6:29.0,,,57-79,,J. Redick misses 3-pt shot from 24 ft
6:28.0,Defensive rebound by A. Roberson,,57-79,,
6:21.0,Turnover by R. Westbrook (lost ball; steal by D. Jordan),,57-79,,
6:21.0,,,57-79,,Technical foul by D. Jordan
6:21.0,J. Lauvergne enters the game for E. Kanter,,57-79,,
6:21.0,R. Westbrook misses technical free throw,,57-79,,
6:21.0,,,57-79,,Offensive rebound by Team
6:21.0,Jump ball: J. Grant vs. D. Jordan (R. Felton gains possession),,,,Jump ball: J. Grant vs. D. Jordan (R. Felton gains possession)
6:02.0,,,57-79,,J. Redick misses 3-pt shot from 25 ft
6:01.0,,,57-79,,Offensive rebound by D. Jordan
5:43.0,,,57-79,,Shooting foul by R. Westbrook (drawn by D. Jordan)
5:43.0,,,57-80,1,D. Jordan makes free throw 1 of 2
5:43.0,D. Sabonis enters the game for J. Grant,,57-80,,
5:43.0,,,57-81,1,D. Jordan makes free throw 2 of 2
5:27.0,J. Lauvergne misses 2-pt shot from 5 ft,,57-81,,
5:25.0,,,57-81,,Defensive rebound by D. Jordan
5:09.0,,,57-84,3,J. Redick makes 3-pt shot from 25 ft (assist by R. Felton)
4:55.0,R. Westbrook makes 3-pt shot from 25 ft,3,60-84,,
4:41.0,,,60-84,,A. Rivers misses 2-pt shot from 2 ft
4:41.0,Defensive rebound by R. Westbrook,,60-84,,
4:33.0,J. Lauvergne makes 2-pt shot from 14 ft (assist by D. Sabonis),2,62-84,,
4:05.0,,,62-86,2,L. Mbah a Moute makes 2-pt shot at rim (assist by J. Redick)
3:48.0,V. Oladipo misses 2-pt shot from 22 ft,,62-86,,
3:47.0,Offensive rebound by J. Lauvergne,,62-86,,
3:40.0,A. Roberson makes 3-pt shot from 24 ft (assist by V. Oladipo),3,65-86,,
3:40.0,,,65-86,,LA Clippers full timeout
3:40.0,,,65-86,,J. Crawford enters the game for A. Rivers
3:25.0,,,65-88,2,D. Jordan makes 2-pt shot from 1 ft (assist by R. Felton)
3:11.0,J. Lauvergne makes 3-pt shot from 24 ft (assist by D. Sabonis),3,68-88,,
2:42.0,,,68-90,2,R. Felton makes 2-pt shot from 1 ft
2:33.0,,,68-90,,Def 3 sec tech foul by D. Jordan
2:33.0,R. Westbrook makes technical free throw,1,69-90,,
2:26.0,V. Oladipo makes 2-pt shot from 18 ft (assist by R. Westbrook),2,71-90,,
2:04.0,,,71-92,2,J. Redick makes 2-pt shot from 5 ft (assist by R. Felton)
1:58.0,,,71-92,,M. Speights enters the game for L. Mbah a Moute
1:51.0,Shooting foul by M. Speights (drawn by J. Lauvergne),,71-92,,
1:51.0,J. Lauvergne makes 2-pt shot at rim (assist by D. Sabonis),2,73-92,,
1:51.0,J. Lauvergne misses free throw 1 of 1,,73-92,,
1:49.0,,,73-92,,Defensive rebound by J. Crawford
1:35.0,,,73-92,,Turnover by R. Felton (bad pass; steal by V. Oladipo)
1:33.0,Turnover by R. Westbrook (bad pass),,73-92,,
1:26.0,,,73-92,,Turnover by R. Felton (lost ball; steal by R. Westbrook)
1:19.0,R. Westbrook makes 2-pt shot from 1 ft,2,75-92,,
1:14.0,Personal foul by A. Roberson,,75-92,,
1:14.0,,,75-92,,A. Rivers enters the game for R. Felton
1:14.0,,,75-92,,A. Anderson enters the game for J. Redick
1:02.0,,,75-94,2,D. Jordan makes 2-pt shot at rim (assist by M. Speights)
0:51.0,J. Lauvergne misses 2-pt shot from 8 ft,,75-94,,
0:49.0,,,75-94,,Defensive rebound by M. Speights
0:40.0,,,75-94,,J. Crawford misses 2-pt shot from 10 ft
0:38.0,Defensive rebound by V. Oladipo,,75-94,,
0:28.0,R. Westbrook misses 3-pt shot from 24 ft,,75-94,,
0:27.0,,,75-94,,Defensive rebound by A. Rivers
0:04.0,,,75-96,2,M. Speights makes 2-pt shot from 12 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,75-98,2,B. Bass makes 2-pt shot at rim (assist by A. Anderson)
11:29.0,J. Lauvergne misses 2-pt shot from 2 ft,,75-98,,
11:28.0,,,75-98,,Defensive rebound by M. Speights
11:18.0,,,75-101,3,M. Speights makes 3-pt shot from 25 ft (assist by A. Rivers)
11:05.0,D. Sabonis misses 2-pt shot from 22 ft,,75-101,,
11:05.0,,,75-101,,Defensive rebound by A. Anderson
10:56.0,,,75-101,,M. Speights misses 3-pt shot from 26 ft
10:55.0,Defensive rebound by J. Grant,,75-101,,
10:49.0,A. Abrines misses 2-pt shot from 18 ft,,75-101,,
10:46.0,,,75-101,,Defensive rebound by M. Speights
10:35.0,,,75-101,,A. Rivers misses 3-pt shot from 24 ft
10:35.0,Defensive rebound by J. Lauvergne,,75-101,,
10:35.0,Oklahoma City full timeout,,75-101,,
10:24.0,J. Lauvergne misses 3-pt shot from 25 ft,,75-101,,
10:23.0,,,75-101,,Defensive rebound by B. Bass
9:59.0,,,75-101,,A. Anderson misses 2-pt shot from 16 ft
9:59.0,,,75-101,,Offensive rebound by Team
9:59.0,,,75-101,,Turnover by Team (shot clock)
9:44.0,J. Grant makes 3-pt shot from 22 ft (assist by C. Payne),3,78-101,,
9:20.0,,,78-101,,J. Crawford misses 2-pt shot from 2 ft
9:18.0,Defensive rebound by J. Lauvergne,,78-101,,
9:08.0,C. Payne makes 2-pt shot from 17 ft,2,80-101,,
8:55.0,,,80-101,,Shooting foul by C. Payne (drawn by A. Rivers)
8:55.0,,,80-102,1,A. Rivers makes free throw 1 of 2
8:55.0,,,80-103,1,A. Rivers makes free throw 2 of 2
8:37.0,Turnover by D. Sabonis (traveling),,80-103,,
8:26.0,,,80-103,,M. Speights misses 2-pt shot at rim (block by J. Grant)
8:25.0,,,80-103,,Offensive rebound by J. Crawford
8:11.0,,,80-105,2,A. Anderson makes 2-pt shot from 1 ft (assist by J. Crawford)
8:02.0,C. Payne makes 2-pt shot from 13 ft,2,82-105,,
7:47.0,,,82-105,,Turnover by J. Crawford (lost ball; steal by C. Payne)
7:42.0,C. Payne makes 2-pt shot from 2 ft,2,84-105,,
7:27.0,,,84-107,2,A. Rivers makes 2-pt shot from 1 ft
7:14.0,A. Abrines makes 2-pt shot from 2 ft (assist by J. Lauvergne),2,86-107,,
7:14.0,Shooting foul by A. Anderson (drawn by A. Abrines),,86-107,,
7:14.0,A. Abrines misses free throw 1 of 1,,86-107,,
7:13.0,,,86-107,,Defensive rebound by M. Speights
6:57.0,,,86-109,2,A. Rivers makes 2-pt shot from 5 ft
6:50.0,C. Payne misses 3-pt shot from 24 ft,,86-109,,
6:49.0,,,86-109,,Defensive rebound by Team
6:49.0,K. Singler enters the game for A. Abrines,,86-109,,
6:32.0,,,86-109,,A. Rivers misses 3-pt shot from 25 ft
6:31.0,Defensive rebound by J. Lauvergne,,86-109,,
6:24.0,J. Grant misses 2-pt shot from 20 ft,,86-109,,
6:24.0,,,86-109,,Defensive rebound by B. Bass
6:15.0,,,86-109,,Turnover by J. Crawford (lost ball; steal by D. Sabonis)
6:12.0,Shooting foul by M. Speights (drawn by J. Lauvergne),,86-109,,
6:12.0,J. Lauvergne makes free throw 1 of 2,1,87-109,,
6:12.0,J. Lauvergne makes free throw 2 of 2,1,88-109,,
5:47.0,,,88-111,2,M. Speights makes 2-pt shot from 8 ft
5:25.0,D. Sabonis makes 3-pt shot from 24 ft (assist by J. Grant),3,91-111,,
5:11.0,,,91-111,,Shooting foul by C. Payne (drawn by B. Bass)
5:11.0,Official timeout,,91-111,,
5:11.0,A. Abrines enters the game for J. Grant,,91-111,,
5:11.0,,,91-111,,R. Felton enters the game for A. Anderson
5:11.0,,,91-112,1,B. Bass makes free throw 1 of 2
5:11.0,,,91-113,1,B. Bass makes free throw 2 of 2
4:59.0,Turnover by C. Payne (lost ball; steal by M. Speights),,91-113,,
4:57.0,Clear path foul by A. Abrines,,91-113,,
4:57.0,,,91-114,1,M. Speights makes clear path free throw 1 of 2
4:57.0,,,91-115,1,M. Speights makes clear path free throw 2 of 2
4:36.0,,,91-115,,B. Bass misses 2-pt shot from 14 ft
4:36.0,Defensive rebound by K. Singler,,91-115,,
4:22.0,A. Abrines misses 3-pt shot from 27 ft,,91-115,,
4:22.0,,,91-115,,Defensive rebound by A. Rivers
4:10.0,,,91-118,3,M. Speights makes 3-pt shot from 26 ft (assist by A. Rivers)
3:46.0,Turnover by C. Payne (lost ball; steal by B. Bass),,91-118,,
3:34.0,,,91-118,,Turnover by M. Speights (bad pass)
3:34.0,Oklahoma City full timeout,,91-118,,
3:34.0,,,91-118,,A. Anderson enters the game for A. Rivers
3:19.0,A. Abrines misses 2-pt shot from 19 ft,,91-118,,
3:17.0,,,91-118,,Defensive rebound by B. Bass
2:56.0,,,91-118,,A. Anderson misses 2-pt shot from 16 ft
2:54.0,Defensive rebound by J. Lauvergne,,91-118,,
2:49.0,,,91-118,,Personal foul by A. Anderson
2:38.0,K. Singler makes 2-pt shot from 16 ft,2,93-118,,
2:15.0,,,93-120,2,B. Bass makes 2-pt shot from 2 ft
2:02.0,J. Lauvergne misses 3-pt shot from 25 ft,,93-120,,
2:01.0,,,93-120,,Defensive rebound by R. Felton
1:45.0,,,93-120,,Turnover by B. Bass (lost ball; steal by J. Lauvergne)
1:40.0,J. Lauvergne misses 2-pt shot from 1 ft,,93-120,,
1:38.0,,,93-120,,Defensive rebound by M. Speights
1:20.0,,,93-120,,M. Speights misses 3-pt shot from 28 ft
1:19.0,Defensive rebound by J. Lauvergne,,93-120,,
