time,Phoenix,pts.away,score,pts.home,Denver
4:21.0,Defensive rebound by T. Chandler,,19-24,,
4:15.0,A. Len misses 2-pt shot at rim (block by D. Gallinari),,19-24,,
4:13.0,,,19-24,,Defensive rebound by J. Nelson
4:09.0,,,19-24,,D. Gallinari misses 3-pt shot from 25 ft
4:06.0,Defensive rebound by T. Chandler,,19-24,,
3:52.0,A. Len makes 2-pt shot from 18 ft (assist by B. Knight),2,21-24,,
3:38.0,Personal foul by A. Len (drawn by D. Gallinari),,21-24,,
3:38.0,,,21-25,1,D. Gallinari makes free throw 1 of 2
3:38.0,,,21-26,1,D. Gallinari makes free throw 2 of 2
3:38.0,T. Warren enters the game for T. Chandler,,21-25,,
3:38.0,,,21-25,,W. Barton enters the game for K. Faried
3:38.0,,,21-25,,W. Chandler enters the game for G. Harris
3:25.0,D. Booker makes 2-pt shot from 19 ft (assist by B. Knight),2,23-26,,
3:04.0,,,23-28,2,N. Jokic makes 2-pt shot from 4 ft
2:52.0,D. Booker misses 3-pt shot from 24 ft,,23-28,,
2:51.0,,,23-28,,Defensive rebound by D. Gallinari
2:38.0,,,23-28,,J. Nelson misses 3-pt shot from 24 ft
2:37.0,Defensive rebound by A. Len,,23-28,,
2:31.0,P. Tucker makes 2-pt shot from 15 ft (assist by D. Booker),2,25-28,,
2:08.0,,,25-28,,D. Gallinari misses 3-pt shot from 25 ft
2:06.0,,,25-28,,Offensive rebound by N. Jokic
2:02.0,,,25-30,2,D. Gallinari makes 2-pt shot at rim (assist by N. Jokic)
1:42.0,T. Warren makes 2-pt shot from 12 ft,2,27-30,,
1:30.0,,,27-33,3,W. Chandler makes 3-pt shot from 25 ft (assist by J. Nelson)
1:09.0,T. Warren makes 2-pt shot from 21 ft (assist by D. Booker),2,29-33,,
1:09.0,,,29-33,,Denver full timeout
1:09.0,A. Williams enters the game for A. Len,,29-33,,
1:00.0,,,29-33,,D. Arthur enters the game for J. Nelson
1:00.0,,,29-33,,J. Murray enters the game for N. Jokic
0:46.0,,,29-33,,Turnover by Team (shot clock)
0:25.0,A. Williams misses 2-pt shot from 7 ft,,29-33,,
0:24.0,,,29-33,,Defensive rebound by D. Arthur
0:09.0,,,29-33,,Shooting foul by A. Williams (drawn by J. Murray)
0:09.0,,,29-34,1,J. Murray makes free throw 1 of 2
0:09.0,,,29-35,1,J. Murray makes free throw 2 of 2
0:01.0,Turnover by D. Booker (step out of bounds),,29-35,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,29-35,,D. Arthur misses 2-pt shot from 5 ft
11:41.0,Defensive rebound by T. Warren,,29-35,,
11:29.0,B. Knight makes 2-pt shot from 20 ft,2,31-35,,
11:12.0,,,31-37,2,W. Barton makes 2-pt shot at rim
10:56.0,L. Barbosa makes 2-pt shot from 1 ft,2,33-37,,
10:35.0,,,33-37,,G. Harris misses 2-pt shot from 2 ft
10:34.0,Defensive rebound by L. Barbosa,,33-37,,
10:28.0,T. Warren makes 2-pt shot from 4 ft (assist by L. Barbosa),2,35-37,,
10:12.0,,,35-37,,Turnover by G. Harris (lost ball; steal by J. Dudley)
10:08.0,B. Knight makes 2-pt shot from 2 ft (assist by J. Dudley),2,37-37,,
10:08.0,,,37-37,,Denver full timeout
9:50.0,,,37-37,,J. Murray misses 2-pt shot from 2 ft (block by B. Knight)
9:48.0,,,37-37,,Offensive rebound by J. Murray
9:44.0,,,37-40,3,D. Arthur makes 3-pt shot from 26 ft (assist by J. Murray)
9:23.0,B. Knight misses 3-pt shot from 24 ft,,37-40,,
9:23.0,,,37-40,,Defensive rebound by W. Chandler
9:15.0,,,37-42,2,J. Murray makes 2-pt shot from 1 ft (assist by W. Chandler)
8:50.0,P. Tucker misses 2-pt shot from 3 ft,,37-42,,
8:48.0,Offensive rebound by J. Dudley,,37-42,,
8:48.0,J. Dudley makes 2-pt shot from 1 ft,2,39-42,,
8:41.0,,,39-42,,Turnover by W. Barton (bad pass; steal by P. Tucker)
8:38.0,,,39-42,,Personal foul by D. Arthur (drawn by P. Tucker)
8:27.0,L. Barbosa makes 2-pt shot from 1 ft,2,41-42,,
8:08.0,,,41-42,,J. Murray misses 3-pt shot from 23 ft
8:06.0,Defensive rebound by J. Dudley,,41-42,,
8:00.0,B. Knight makes 2-pt shot from 2 ft,2,43-42,,
7:59.0,,,43-42,,Denver full timeout
7:51.0,Personal block foul by J. Dudley (drawn by W. Chandler),,43-42,,
7:41.0,,,43-44,2,D. Arthur makes 2-pt shot from 1 ft (assist by W. Barton)
7:16.0,P. Tucker makes 3-pt shot from 28 ft (assist by B. Knight),3,46-44,,
7:05.0,,,46-44,,W. Barton misses 2-pt shot from 2 ft
7:03.0,Defensive rebound by T. Warren,,46-44,,
6:59.0,T. Warren makes 2-pt shot from 17 ft,2,48-44,,
6:47.0,,,48-44,,J. Nelson enters the game for G. Harris
6:47.0,,,48-44,,D. Gallinari enters the game for D. Arthur
6:47.0,,,48-44,,N. Jokic enters the game for J. Murray
6:38.0,,,48-46,2,W. Barton makes 2-pt shot from 5 ft
6:24.0,L. Barbosa misses 2-pt shot from 20 ft,,48-46,,
6:23.0,,,48-46,,Defensive rebound by W. Chandler
6:09.0,,,48-46,,W. Chandler misses 2-pt shot from 16 ft
6:09.0,Defensive rebound by T. Warren,,48-46,,
5:54.0,B. Knight makes 2-pt shot from 16 ft,2,50-46,,
5:41.0,,,50-46,,N. Jokic misses 2-pt shot from 9 ft
5:40.0,Defensive rebound by T. Warren,,50-46,,
5:30.0,J. Dudley misses 3-pt shot from 25 ft,,50-46,,
5:30.0,,,50-46,,Defensive rebound by D. Gallinari
5:11.0,,,50-48,2,J. Nelson makes 2-pt shot from 18 ft (assist by N. Jokic)
4:56.0,B. Knight misses 2-pt shot from 21 ft,,50-48,,
4:55.0,,,50-48,,Defensive rebound by D. Gallinari
4:49.0,,,50-48,,J. Nelson misses 3-pt shot from 25 ft
4:47.0,Defensive rebound by T. Warren,,50-48,,
4:27.0,B. Knight makes 2-pt shot from 3 ft,2,52-48,,
4:12.0,,,52-51,3,W. Barton makes 3-pt shot from 25 ft (assist by W. Chandler)
3:53.0,B. Knight makes 3-pt shot from 25 ft,3,55-51,,
3:37.0,,,55-53,2,N. Jokic makes 2-pt shot from 1 ft
3:14.0,P. Tucker makes 3-pt shot from 24 ft (assist by B. Knight),3,58-53,,
3:01.0,,,58-53,,D. Gallinari misses 3-pt shot from 25 ft
3:00.0,Defensive rebound by Team,,58-53,,
3:00.0,Official timeout,,58-53,,
3:00.0,E. Bledsoe enters the game for B. Knight,,58-53,,
3:00.0,D. Booker enters the game for L. Barbosa,,58-53,,
3:00.0,,,58-53,,K. Faried enters the game for W. Chandler
2:45.0,P. Tucker misses 2-pt shot from 4 ft,,58-53,,
2:45.0,,,58-53,,Defensive rebound by J. Nelson
2:27.0,,,58-53,,N. Jokic misses 2-pt shot from 4 ft
2:25.0,,,58-53,,Offensive rebound by W. Barton
2:24.0,,,58-55,2,W. Barton makes 2-pt shot from 2 ft
2:04.0,T. Warren makes 2-pt shot from 15 ft (assist by J. Dudley),2,60-55,,
1:44.0,Phoenix full timeout,,60-55,,
1:40.0,,,60-55,,Turnover by Team (shot clock)
1:31.0,,,60-55,,Personal foul by W. Barton (drawn by D. Booker)
1:14.0,E. Bledsoe misses 3-pt shot from 26 ft,,60-55,,
1:13.0,,,60-55,,Defensive rebound by D. Gallinari
1:01.0,,,60-57,2,K. Faried makes 2-pt shot from 3 ft (assist by W. Barton)
0:42.0,P. Tucker misses 3-pt shot from 25 ft,,60-57,,
0:41.0,,,60-57,,Defensive rebound by W. Barton
0:33.0,,,60-57,,Turnover by W. Barton (bad pass)
0:27.0,E. Bledsoe misses 2-pt shot from 19 ft,,60-57,,
0:26.0,Offensive rebound by T. Warren,,60-57,,
0:07.0,Shooting foul by N. Jokic (drawn by E. Bledsoe),,60-57,,
0:07.0,E. Bledsoe misses free throw 1 of 2,,60-57,,
0:07.0,Offensive rebound by Team,,60-57,,
0:07.0,E. Bledsoe makes free throw 2 of 2,1,61-57,,
0:07.0,,,60-57,,W. Chandler enters the game for K. Faried
0:03.0,Personal foul by J. Dudley (drawn by J. Nelson),,61-57,,
0:01.0,,,61-57,,N. Jokic misses 3-pt shot from 25 ft
0:00.0,,,61-57,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,61-57,,D. Gallinari misses 2-pt shot from 2 ft (block by T. Warren)
11:42.0,,,61-57,,Offensive rebound by Team
11:37.0,,,61-57,,G. Harris misses 2-pt shot from 6 ft
11:36.0,,,61-57,,Offensive rebound by K. Faried
11:33.0,,,61-57,,K. Faried misses 2-pt shot from 3 ft
11:33.0,,,61-57,,Offensive rebound by D. Gallinari
11:26.0,,,61-60,3,D. Gallinari makes 3-pt shot from 26 ft
11:17.0,D. Booker misses 3-pt shot from 27 ft,,61-60,,
11:15.0,,,61-60,,Defensive rebound by K. Faried
11:12.0,,,61-60,,Turnover by K. Faried (bad pass; steal by D. Booker)
11:08.0,D. Booker makes 2-pt shot at rim,2,63-60,,
10:56.0,,,63-60,,Shooting foul by T. Warren (drawn by D. Gallinari)
10:56.0,,,63-60,,D. Gallinari misses free throw 1 of 2
10:56.0,,,63-60,,Offensive rebound by Team
10:56.0,,,63-61,1,D. Gallinari makes free throw 2 of 2
10:43.0,T. Warren makes 3-pt shot from 24 ft (assist by E. Bledsoe),3,66-61,,
10:27.0,,,66-61,,Turnover by G. Harris (bad pass; steal by T. Chandler)
10:22.0,D. Booker makes 2-pt shot at rim,2,68-61,,
10:10.0,,,68-61,,Turnover by N. Jokic (lost ball; steal by M. Chriss)
10:09.0,Turnover by D. Booker (lost ball),,68-61,,
10:07.0,,,68-61,,Turnover by D. Gallinari (bad pass; steal by M. Chriss)
10:03.0,E. Bledsoe makes 2-pt shot from 1 ft,2,70-61,,
10:03.0,,,70-61,,Denver full timeout
9:38.0,,,70-61,,D. Gallinari misses 2-pt shot from 21 ft
9:38.0,Defensive rebound by T. Warren,,70-61,,
9:19.0,Turnover by D. Booker (bad pass; steal by K. Faried),,70-61,,
9:16.0,,,70-61,,Shooting foul by T. Chandler (drawn by G. Harris)
9:16.0,,,70-62,1,G. Harris makes free throw 1 of 2
9:16.0,,,70-63,1,G. Harris makes free throw 2 of 2
8:54.0,D. Booker makes 2-pt shot from 14 ft (assist by E. Bledsoe),2,72-63,,
8:39.0,,,72-63,,N. Jokic misses 2-pt shot from 2 ft
8:37.0,,,72-63,,Offensive rebound by N. Jokic
8:37.0,,,72-65,2,N. Jokic makes 2-pt shot from 1 ft
8:29.0,M. Chriss misses 3-pt shot from 24 ft,,72-65,,
8:28.0,,,72-65,,Defensive rebound by J. Nelson
8:20.0,,,72-68,3,G. Harris makes 3-pt shot from 26 ft (assist by N. Jokic)
8:20.0,Phoenix full timeout,,72-68,,
8:03.0,E. Bledsoe makes 2-pt shot from 3 ft,2,74-68,,
7:51.0,Personal foul by M. Chriss (drawn by N. Jokic),,74-68,,
7:45.0,,,74-68,,N. Jokic misses 3-pt shot from 24 ft
7:44.0,Defensive rebound by E. Bledsoe,,74-68,,
7:38.0,M. Chriss makes 3-pt shot from 24 ft (assist by E. Bledsoe),3,77-68,,
7:33.0,,,77-70,2,K. Faried makes 2-pt shot from 1 ft (assist by J. Nelson)
7:33.0,,,77-70,,Shooting foul by E. Bledsoe (drawn by K. Faried)
7:33.0,,,77-71,1,K. Faried makes free throw 1 of 1
7:19.0,Offensive charge foul by M. Chriss,,77-71,,
7:19.0,Turnover by M. Chriss (offensive foul),,77-71,,
7:19.0,P. Tucker enters the game for M. Chriss,,77-71,,
7:05.0,,,77-71,,G. Harris misses 3-pt shot from 26 ft
7:05.0,Defensive rebound by T. Warren,,77-71,,
6:57.0,T. Warren misses 2-pt shot from 17 ft,,77-71,,
6:56.0,,,77-71,,Defensive rebound by N. Jokic
6:50.0,,,77-71,,Turnover by N. Jokic (lost ball; steal by T. Chandler)
6:47.0,T. Warren misses 2-pt shot from 3 ft (block by J. Nelson),,77-71,,
6:46.0,,,77-71,,Defensive rebound by Team
6:38.0,,,77-71,,D. Gallinari misses 3-pt shot from 25 ft
6:37.0,Defensive rebound by T. Chandler,,77-71,,
6:32.0,Turnover by E. Bledsoe (lost ball; steal by J. Nelson),,77-71,,
6:29.0,,,77-71,,Shooting foul by P. Tucker (drawn by K. Faried)
6:29.0,,,77-72,1,K. Faried makes free throw 1 of 2
6:29.0,,,77-73,1,K. Faried makes free throw 2 of 2
6:12.0,T. Warren misses 2-pt shot from 10 ft,,77-73,,
6:12.0,,,77-73,,Defensive rebound by D. Gallinari
6:09.0,,,77-73,,Shooting foul by T. Warren (drawn by D. Gallinari)
6:09.0,Violation by Team (jump ball),,77-73,,
6:09.0,,,77-74,1,D. Gallinari makes free throw 1 of 2
6:09.0,,,77-75,1,D. Gallinari makes free throw 2 of 2
6:09.0,B. Knight enters the game for E. Bledsoe,,77-74,,
6:09.0,,,77-74,,W. Chandler enters the game for K. Faried
5:56.0,T. Warren misses 2-pt shot from 2 ft (block by N. Jokic),,77-75,,
5:55.0,Offensive rebound by Team,,77-75,,
5:45.0,T. Warren makes 2-pt shot from 6 ft (assist by D. Booker),2,79-75,,
5:37.0,,,79-75,,Turnover by N. Jokic (bad pass; steal by T. Chandler)
5:31.0,D. Booker misses 3-pt shot from 25 ft,,79-75,,
5:31.0,Offensive rebound by Team,,79-75,,
5:31.0,,,79-75,,Loose ball foul by W. Chandler (drawn by P. Tucker)
5:31.0,,,79-75,,W. Barton enters the game for G. Harris
5:18.0,D. Booker makes 2-pt shot from 17 ft,2,81-75,,
5:13.0,,,81-75,,Shooting foul by D. Booker (drawn by W. Barton)
5:13.0,,,81-76,1,W. Barton makes free throw 1 of 3
5:13.0,,,81-77,1,W. Barton makes free throw 2 of 3
5:13.0,,,81-78,1,W. Barton makes free throw 3 of 3
4:56.0,B. Knight makes 2-pt shot from 1 ft (assist by D. Booker),2,83-78,,
4:47.0,,,83-80,2,W. Barton makes 2-pt shot from 1 ft (assist by N. Jokic)
4:30.0,D. Booker makes 2-pt shot from 18 ft,2,85-80,,
4:09.0,,,85-82,2,N. Jokic makes 2-pt shot from 1 ft (assist by W. Chandler)
3:45.0,D. Booker makes 2-pt shot from 20 ft,2,87-82,,
3:25.0,,,87-84,2,W. Barton makes 2-pt shot from 6 ft
3:18.0,Turnover by B. Knight (lost ball),,87-84,,
3:18.0,A. Len enters the game for T. Chandler,,87-84,,
3:18.0,,,87-84,,D. Arthur enters the game for D. Gallinari
3:02.0,,,87-86,2,N. Jokic makes 2-pt shot from 6 ft (assist by W. Barton)
2:54.0,D. Booker misses 3-pt shot from 24 ft,,87-86,,
2:53.0,,,87-86,,Defensive rebound by W. Chandler
2:37.0,,,87-86,,W. Chandler misses 2-pt shot from 9 ft
2:36.0,Defensive rebound by P. Tucker,,87-86,,
2:16.0,A. Len misses 2-pt shot from 8 ft (block by N. Jokic),,87-86,,
2:15.0,Offensive rebound by A. Len,,87-86,,
2:10.0,T. Warren makes 2-pt shot from 2 ft (assist by A. Len),2,89-86,,
1:59.0,E. Bledsoe enters the game for D. Booker,,89-86,,
1:51.0,,,89-88,2,J. Nelson makes 2-pt shot from 2 ft (assist by W. Barton)
1:39.0,Turnover by B. Knight (3 sec),,89-88,,
1:24.0,Personal foul by T. Warren,,89-88,,
1:24.0,,,89-89,1,W. Chandler makes free throw 1 of 2
1:24.0,,,89-89,,W. Chandler misses free throw 2 of 2
1:22.0,Defensive rebound by P. Tucker,,89-89,,
1:11.0,,,89-89,,Personal foul by D. Arthur (drawn by A. Len)
1:03.0,P. Tucker misses 2-pt shot from 16 ft,,89-89,,
1:02.0,,,89-89,,Defensive rebound by N. Jokic
0:49.0,,,89-92,3,D. Arthur makes 3-pt shot from 23 ft (assist by J. Nelson)
0:32.0,E. Bledsoe makes 3-pt shot from 25 ft,3,92-92,,
0:23.0,,,92-92,,Shooting foul by P. Tucker (drawn by N. Jokic)
0:23.0,,,92-93,1,N. Jokic makes free throw 1 of 2
0:23.0,,,92-94,1,N. Jokic makes free throw 2 of 2
0:23.0,D. Booker enters the game for A. Len,,92-93,,
0:23.0,,,92-93,,G. Harris enters the game for D. Arthur
0:05.0,E. Bledsoe misses 2-pt shot from 2 ft (block by G. Harris),,92-94,,
0:03.0,,,92-94,,Defensive rebound by W. Chandler
0:00.0,,,92-96,2,J. Nelson makes 2-pt shot from 6 ft (assist by W. Chandler)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,E. Bledsoe makes 2-pt shot at rim,2,94-96,,
11:35.0,Personal foul by T. Warren,,94-96,,
11:26.0,,,94-98,2,J. Nelson makes 2-pt shot from 22 ft
11:13.0,,,94-98,,Personal block foul by D. Arthur (drawn by J. Dudley)
11:00.0,E. Bledsoe misses 2-pt shot from 8 ft,,94-98,,
10:59.0,Offensive rebound by P. Tucker,,94-98,,
10:58.0,,,94-98,,Personal foul by K. Faried (drawn by P. Tucker)
10:46.0,T. Warren misses 2-pt shot from 10 ft,,94-98,,
10:45.0,,,94-98,,Defensive rebound by D. Arthur
10:34.0,,,94-100,2,K. Faried makes 2-pt shot from 2 ft (assist by J. Nelson)
10:13.0,E. Bledsoe makes 2-pt shot from 5 ft,2,96-100,,
10:03.0,,,96-100,,Offensive foul by J. Nelson
10:03.0,,,96-100,,Turnover by J. Nelson (offensive foul)
9:50.0,Shooting foul by D. Arthur,,96-100,,
9:50.0,T. Warren makes free throw 1 of 2,1,97-100,,
9:50.0,T. Warren makes free throw 2 of 2,1,98-100,,
9:30.0,,,98-102,2,W. Chandler makes 2-pt shot from 5 ft
9:09.0,T. Warren makes 2-pt shot from 22 ft,2,100-102,,
8:58.0,,,100-102,,Shooting foul by P. Tucker (drawn by W. Chandler)
8:58.0,Official timeout,,100-102,,
8:58.0,,,100-103,1,W. Chandler makes free throw 1 of 3
8:58.0,,,100-104,1,W. Chandler makes free throw 2 of 3
8:58.0,,,100-105,1,W. Chandler makes free throw 3 of 3
8:47.0,Shooting foul by W. Barton (drawn by E. Bledsoe),,100-105,,
8:47.0,E. Bledsoe makes free throw 1 of 2,1,101-105,,
8:47.0,E. Bledsoe makes free throw 2 of 2,1,102-105,,
8:27.0,,,102-105,,D. Arthur misses 3-pt shot from 26 ft
8:26.0,Defensive rebound by E. Bledsoe,,102-105,,
8:06.0,E. Bledsoe makes 3-pt shot from 26 ft,3,105-105,,
7:53.0,,,105-105,,W. Chandler misses 2-pt shot from 21 ft
7:51.0,Defensive rebound by B. Knight,,105-105,,
7:46.0,B. Knight makes 2-pt shot from 17 ft,2,107-105,,
7:46.0,,,107-105,,Denver full timeout
7:46.0,D. Booker enters the game for T. Warren,,107-105,,
7:46.0,,,107-105,,D. Gallinari enters the game for K. Faried
7:46.0,,,107-105,,G. Harris enters the game for W. Barton
7:46.0,,,107-105,,N. Jokic enters the game for D. Arthur
7:24.0,,,107-105,,D. Gallinari misses 3-pt shot from 25 ft
7:22.0,Defensive rebound by P. Tucker,,107-105,,
7:16.0,E. Bledsoe makes 2-pt shot from 17 ft,2,109-105,,
6:58.0,,,109-105,,N. Jokic misses 2-pt shot from 4 ft
6:57.0,,,109-105,,Offensive rebound by N. Jokic
6:57.0,Loose ball foul by J. Dudley (drawn by N. Jokic),,109-105,,
6:45.0,,,109-107,2,D. Gallinari makes 2-pt shot at rim (assist by N. Jokic)
6:18.0,E. Bledsoe misses 2-pt shot from 18 ft,,109-107,,
6:18.0,,,109-107,,Defensive rebound by W. Chandler
6:10.0,,,109-107,,J. Nelson misses 2-pt shot from 14 ft
6:09.0,,,109-107,,Offensive rebound by N. Jokic
6:08.0,,,109-109,2,N. Jokic makes 2-pt shot from 2 ft
6:08.0,Phoenix full timeout,,109-109,,
6:08.0,T. Chandler enters the game for J. Dudley,,109-109,,
5:47.0,Turnover by D. Booker (lost ball; steal by G. Harris),,109-109,,
5:30.0,,,109-111,2,D. Gallinari makes 2-pt shot from 1 ft (assist by J. Nelson)
5:20.0,B. Knight misses 2-pt shot from 17 ft,,109-111,,
5:19.0,,,109-111,,Defensive rebound by W. Chandler
5:13.0,Violation by T. Chandler (def goaltending),,109-111,,
5:13.0,,,109-113,2,N. Jokic makes 2-pt shot from 2 ft (assist by J. Nelson)
4:56.0,Shooting foul by W. Chandler (drawn by E. Bledsoe),,109-113,,
4:56.0,E. Bledsoe misses free throw 1 of 2,,109-113,,
4:56.0,Offensive rebound by Team,,109-113,,
4:56.0,E. Bledsoe makes free throw 2 of 2,1,110-113,,
4:56.0,T. Warren enters the game for B. Knight,,109-113,,
4:45.0,,,110-113,,Shooting foul by E. Bledsoe (drawn by N. Jokic)
4:45.0,,,110-113,,N. Jokic misses free throw 1 of 2
4:45.0,,,110-113,,Offensive rebound by Team
4:45.0,,,110-114,1,N. Jokic makes free throw 2 of 2
4:33.0,E. Bledsoe makes 2-pt shot from 2 ft,2,112-114,,
4:20.0,,,112-116,2,D. Gallinari makes 2-pt shot at rim (assist by W. Chandler)
4:11.0,P. Tucker makes 3-pt shot from 23 ft (assist by E. Bledsoe),3,115-116,,
3:56.0,,,115-118,2,N. Jokic makes 2-pt shot from 1 ft (assist by J. Nelson)
3:39.0,Shooting foul by J. Nelson (drawn by D. Booker),,115-118,,
3:39.0,D. Booker misses free throw 1 of 2,,115-118,,
3:39.0,Offensive rebound by Team,,115-118,,
3:39.0,D. Booker makes free throw 2 of 2,1,116-118,,
3:20.0,,,116-118,,N. Jokic misses 2-pt shot from 4 ft
3:18.0,,,116-118,,Offensive rebound by N. Jokic
3:17.0,,,116-120,2,N. Jokic makes 2-pt shot from 2 ft
3:01.0,D. Booker misses 2-pt shot from 3 ft,,116-120,,
3:00.0,,,116-120,,Defensive rebound by N. Jokic
2:53.0,,,116-120,,W. Chandler misses 2-pt shot from 2 ft
2:53.0,,,116-120,,Offensive rebound by G. Harris
2:49.0,,,116-120,,G. Harris misses 2-pt shot from 8 ft
2:48.0,,,116-120,,Offensive rebound by W. Chandler
2:47.0,,,116-120,,Shooting foul by E. Bledsoe (drawn by D. Gallinari)
2:47.0,,,116-120,,D. Gallinari misses free throw 1 of 2
2:47.0,,,116-120,,Offensive rebound by Team
2:47.0,,,116-121,1,D. Gallinari makes free throw 2 of 2
2:35.0,E. Bledsoe misses 3-pt shot from 24 ft,,116-121,,
2:33.0,,,116-121,,Defensive rebound by N. Jokic
2:27.0,,,116-123,2,J. Nelson makes 2-pt shot from 23 ft (assist by N. Jokic)
2:26.0,Phoenix full timeout,,116-123,,
