time,Memphis,pts.away,score,pts.home,LA Lakers
6:09.0,Offensive rebound by Team,,61-69,,
6:09.0,,,61-69,,Violation by N. Young (lane)
6:09.0,T. Allen makes free throw 2 of 2,1,62-69,,
6:09.0,V. Carter enters the game for J. Green,,61-69,,
5:56.0,,,62-71,2,J. Randle makes 2-pt shot from 1 ft (assist by D. Russell)
5:43.0,M. Gasol misses 2-pt shot from 19 ft,,62-71,,
5:41.0,,,62-71,,Defensive rebound by D. Russell
5:37.0,,,62-73,2,J. Randle makes 2-pt shot from 1 ft (assist by D. Russell)
5:28.0,,,62-73,,Personal foul by N. Young (drawn by M. Gasol)
5:28.0,Z. Randolph enters the game for T. Allen,,62-73,,
5:18.0,M. Conley makes 3-pt shot from 26 ft (assist by M. Gasol),3,65-73,,
5:09.0,,,65-73,,Shooting foul by A. Harrison (drawn by N. Young)
5:09.0,,,65-74,1,N. Young makes free throw 1 of 2
5:09.0,,,65-75,1,N. Young makes free throw 2 of 2
4:55.0,Shooting foul by N. Young (drawn by A. Harrison),,65-75,,
4:55.0,A. Harrison makes free throw 1 of 2,1,66-75,,
4:55.0,A. Harrison misses free throw 2 of 2,,66-75,,
4:55.0,,,66-75,,B. Ingram enters the game for N. Young
4:55.0,,,66-75,,J. Clarkson enters the game for L. Deng
4:50.0,,,66-75,,Defensive rebound by B. Ingram
4:35.0,,,66-75,,Shooting foul by M. Gasol (drawn by B. Ingram)
4:35.0,,,66-76,1,B. Ingram makes free throw 1 of 2
4:35.0,,,66-76,,B. Ingram misses free throw 2 of 2
4:35.0,J. Ennis enters the game for M. Conley,,66-76,,
4:34.0,Defensive rebound by V. Carter,,66-76,,
4:10.0,M. Gasol misses 2-pt shot from 20 ft,,66-76,,
4:06.0,,,66-76,,Defensive rebound by J. Clarkson
3:55.0,,,66-79,3,J. Clarkson makes 3-pt shot from 25 ft (assist by J. Randle)
3:45.0,Turnover by A. Harrison (bad pass; steal by J. Randle),,66-79,,
3:41.0,,,66-81,2,J. Randle makes 2-pt shot at rim
3:41.0,Memphis full timeout,,66-81,,
3:41.0,W. Baldwin enters the game for A. Harrison,,66-81,,
3:26.0,V. Carter makes 3-pt shot from 28 ft (assist by W. Baldwin),3,69-81,,
3:06.0,,,69-81,,Shooting foul by J. Ennis (drawn by J. Clarkson)
3:06.0,,,69-84,3,J. Clarkson makes 3-pt shot from 24 ft (assist by J. Randle)
3:06.0,,,69-84,,J. Clarkson misses free throw 1 of 1
3:06.0,,,69-84,,L. Williams enters the game for D. Russell
3:05.0,Defensive rebound by Team,,69-84,,
2:50.0,Z. Randolph misses 2-pt shot from 3 ft,,69-84,,
2:49.0,,,69-84,,Defensive rebound by B. Ingram
2:40.0,,,69-84,,J. Clarkson misses 3-pt shot from 27 ft
2:39.0,,,69-84,,Offensive rebound by J. Clarkson
2:38.0,,,69-86,2,T. Mozgov makes 2-pt shot from 1 ft (assist by J. Clarkson)
2:26.0,,,69-86,,Personal foul by J. Clarkson (drawn by W. Baldwin)
2:26.0,W. Baldwin makes free throw 1 of 2,1,70-86,,
2:26.0,W. Baldwin makes free throw 2 of 2,1,71-86,,
2:26.0,J. Martin enters the game for M. Gasol,,70-86,,
2:26.0,,,70-86,,T. Black enters the game for J. Randle
2:19.0,,,71-86,,Turnover by J. Clarkson (bad pass)
2:07.0,Z. Randolph misses 2-pt shot from 18 ft,,71-86,,
2:07.0,,,71-86,,Defensive rebound by Team
2:07.0,Loose ball foul by J. Martin (drawn by T. Black),,71-86,,
2:07.0,,,71-87,1,T. Black makes free throw 1 of 2
2:07.0,,,71-87,,T. Black misses free throw 2 of 2
2:05.0,Defensive rebound by Z. Randolph,,71-87,,
1:54.0,V. Carter misses 3-pt shot from 26 ft,,71-87,,
1:54.0,Offensive rebound by Team,,71-87,,
1:54.0,,,71-87,,Loose ball foul by B. Ingram (drawn by Z. Randolph)
1:54.0,Z. Randolph makes free throw 1 of 2,1,72-87,,
1:54.0,Z. Randolph makes free throw 2 of 2,1,73-87,,
1:42.0,,,73-90,3,L. Williams makes 3-pt shot from 27 ft (assist by B. Ingram)
1:27.0,Shooting foul by T. Mozgov (drawn by V. Carter),,73-90,,
1:27.0,V. Carter makes free throw 1 of 2,1,74-90,,
1:27.0,V. Carter makes free throw 2 of 2,1,75-90,,
1:27.0,,,74-90,,T. Robinson enters the game for T. Mozgov
1:10.0,,,75-90,,T. Robinson misses 2-pt shot from 9 ft
1:10.0,,,75-90,,Offensive rebound by Team
1:09.0,Personal foul by J. Ennis (drawn by T. Black),,75-90,,
1:09.0,,,75-90,,T. Black misses free throw 1 of 2
1:09.0,,,75-90,,Offensive rebound by Team
1:09.0,,,75-91,1,T. Black makes free throw 2 of 2
1:09.0,M. Conley enters the game for J. Ennis,,75-90,,
1:09.0,T. Daniels enters the game for J. Martin,,75-90,,
1:09.0,,,75-90,,L. Deng enters the game for T. Robinson
0:52.0,Turnover by W. Baldwin (lost ball; steal by T. Black),,75-91,,
0:42.0,,,75-91,,T. Black misses 2-pt shot from 3 ft
0:41.0,Defensive rebound by T. Daniels,,75-91,,
0:32.0,,,75-91,,Personal foul by J. Clarkson (drawn by V. Carter)
0:32.0,V. Carter makes free throw 1 of 2,1,76-91,,
0:32.0,V. Carter makes free throw 2 of 2,1,77-91,,
0:14.0,,,77-91,,L. Williams misses 3-pt shot from 24 ft
0:12.0,,,77-91,,Offensive rebound by J. Clarkson
0:07.0,,,77-91,,L. Deng misses 3-pt shot from 24 ft
0:06.0,Defensive rebound by Z. Randolph,,77-91,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,77-93,2,T. Black makes 2-pt shot at rim (assist by J. Clarkson)
11:20.0,Z. Randolph misses 2-pt shot from 5 ft,,77-93,,
11:19.0,,,77-93,,Defensive rebound by T. Black
11:14.0,,,77-93,,J. Clarkson misses 3-pt shot from 26 ft
11:13.0,,,77-93,,Offensive rebound by T. Black
10:59.0,,,77-93,,Shooting foul by M. Conley (drawn by B. Ingram)
10:59.0,,,77-94,1,B. Ingram makes free throw 1 of 2
10:59.0,,,77-94,,B. Ingram misses free throw 2 of 2
10:57.0,Defensive rebound by J. Ennis,,77-94,,
10:47.0,T. Daniels misses 3-pt shot from 24 ft,,77-94,,
10:47.0,Offensive rebound by Z. Randolph,,77-94,,
10:46.0,Shooting foul by T. Black (drawn by Z. Randolph),,77-94,,
10:46.0,Z. Randolph makes free throw 1 of 2,1,78-94,,
10:46.0,Z. Randolph makes free throw 2 of 2,1,79-94,,
10:33.0,,,79-94,,T. Black misses 2-pt shot from 4 ft
10:30.0,Defensive rebound by J. Ennis,,79-94,,
10:26.0,Turnover by J. Ennis (lost ball),,79-94,,
10:18.0,,,79-96,2,B. Ingram makes 2-pt shot from 2 ft
10:10.0,M. Conley makes 2-pt shot from 2 ft,2,81-96,,
10:10.0,Shooting foul by T. Black (drawn by M. Conley),,81-96,,
10:10.0,M. Conley makes free throw 1 of 1,1,82-96,,
10:10.0,M. Gasol enters the game for Z. Randolph,,81-96,,
9:57.0,,,82-96,,Shooting foul by V. Carter (drawn by T. Black)
9:57.0,,,82-97,1,T. Black makes free throw 1 of 2
9:57.0,,,82-98,1,T. Black makes free throw 2 of 2
9:46.0,V. Carter misses 2-pt shot from 11 ft,,82-98,,
9:44.0,,,82-98,,Defensive rebound by L. Deng
9:36.0,,,82-100,2,L. Williams makes 2-pt shot from 9 ft (assist by J. Clarkson)
9:15.0,M. Conley misses 2-pt shot from 6 ft,,82-100,,
9:14.0,,,82-100,,Defensive rebound by L. Deng
9:08.0,,,82-100,,L. Williams misses 2-pt shot from 9 ft
9:07.0,Defensive rebound by M. Gasol,,82-100,,
9:01.0,T. Daniels misses 3-pt shot from 27 ft,,82-100,,
9:00.0,,,82-100,,Defensive rebound by Team
9:00.0,,,82-100,,T. Mozgov enters the game for T. Black
9:00.0,T. Allen enters the game for V. Carter,,82-100,,
8:51.0,Official timeout,,82-100,,
8:51.0,Z. Randolph enters the game for M. Conley,,82-100,,
8:43.0,,,82-100,,T. Mozgov misses 2-pt shot from 13 ft
8:40.0,Defensive rebound by T. Allen,,82-100,,
8:28.0,M. Gasol makes 2-pt shot from 11 ft,2,84-100,,
8:03.0,,,84-100,,Turnover by T. Mozgov (bad pass; steal by T. Allen)
7:55.0,J. Ennis misses 3-pt shot from 24 ft,,84-100,,
7:54.0,,,84-100,,Defensive rebound by B. Ingram
7:45.0,,,84-100,,L. Williams misses 2-pt shot from 20 ft
7:43.0,Defensive rebound by Z. Randolph,,84-100,,
7:35.0,,,84-100,,Violation by L. Williams (kicked ball)
7:35.0,,,84-100,,J. Randle enters the game for L. Deng
7:35.0,M. Conley enters the game for J. Ennis,,84-100,,
7:29.0,M. Conley misses 3-pt shot from 26 ft,,84-100,,
7:27.0,,,84-100,,Defensive rebound by J. Clarkson
7:12.0,,,84-100,,Shooting foul by Z. Randolph
7:12.0,,,84-101,1,L. Williams makes free throw 1 of 2
7:12.0,,,84-102,1,L. Williams makes free throw 2 of 2
7:04.0,T. Daniels makes 3-pt shot from 24 ft (assist by M. Conley),3,87-102,,
6:38.0,,,87-102,,J. Clarkson misses 3-pt shot from 24 ft
6:37.0,,,87-102,,Offensive rebound by J. Clarkson
6:33.0,,,87-104,2,J. Clarkson makes 2-pt shot from 6 ft
6:13.0,T. Daniels misses 3-pt shot from 29 ft,,87-104,,
6:12.0,,,87-104,,Defensive rebound by L. Williams
6:09.0,,,87-106,2,J. Clarkson makes 2-pt shot from 2 ft (assist by L. Williams)
6:08.0,Memphis full timeout,,87-106,,
5:53.0,Z. Randolph misses 3-pt shot from 27 ft,,87-106,,
5:52.0,,,87-106,,Defensive rebound by J. Clarkson
5:30.0,,,87-106,,L. Williams misses 3-pt shot from 25 ft
5:28.0,Defensive rebound by T. Daniels,,87-106,,
5:23.0,Shooting foul by J. Clarkson (drawn by M. Conley),,87-106,,
5:23.0,M. Conley makes free throw 1 of 2,1,88-106,,
5:23.0,M. Conley makes free throw 2 of 2,1,89-106,,
5:23.0,,,88-106,,N. Young enters the game for L. Williams
5:23.0,,,88-106,,D. Russell enters the game for J. Clarkson
5:05.0,,,89-108,2,B. Ingram makes 2-pt shot from 20 ft (assist by J. Randle)
4:49.0,Turnover by M. Conley (bad pass; steal by T. Mozgov),,89-108,,
4:40.0,,,89-108,,N. Young misses 3-pt shot from 26 ft
4:39.0,Defensive rebound by Z. Randolph,,89-108,,
4:24.0,T. Allen makes 3-pt shot from 25 ft (assist by T. Daniels),3,92-108,,
4:00.0,,,92-108,,Turnover by D. Russell (bad pass; steal by T. Daniels)
3:56.0,Turnover by T. Allen (lost ball),,92-108,,
3:56.0,A. Harrison enters the game for M. Gasol,,92-108,,
3:56.0,J. Martin enters the game for T. Allen,,92-108,,
3:56.0,W. Baldwin enters the game for M. Conley,,92-108,,
3:47.0,,,92-108,,Shooting foul by J. Martin (drawn by J. Randle)
3:47.0,,,92-108,,J. Randle misses free throw 1 of 2
3:47.0,,,92-108,,Offensive rebound by Team
3:47.0,,,92-109,1,J. Randle makes free throw 2 of 2
3:36.0,Shooting foul by B. Ingram (drawn by A. Harrison),,92-109,,
3:36.0,A. Harrison makes free throw 1 of 2,1,93-109,,
