time,Orlando,pts.away,score,pts.home,New York
2:39.0,J. Meeks makes free throw 1 of 3,1,29-25,,
2:39.0,J. Meeks makes free throw 2 of 3,1,30-25,,
2:39.0,J. Meeks makes free throw 3 of 3,1,31-25,,
2:23.0,,,31-27,2,C. Anthony makes 2-pt shot from 1 ft (assist by K. O'Quinn)
2:07.0,S. Ibaka misses 2-pt shot from 13 ft,,31-27,,
2:06.0,,,31-27,,Defensive rebound by K. O'Quinn
1:55.0,,,31-27,,C. Anthony misses 2-pt shot from 17 ft
1:55.0,,,31-27,,Offensive rebound by W. Hernangomez
1:47.0,,,31-27,,Turnover by W. Hernangomez (lost ball; steal by N. Vucevic)
1:40.0,S. Ibaka makes 2-pt shot from 5 ft (assist by E. Payton),2,33-27,,
1:23.0,,,33-27,,K. O'Quinn misses 2-pt shot from 11 ft
1:22.0,Defensive rebound by N. Vucevic,,33-27,,
1:17.0,J. Meeks misses 3-pt shot from 25 ft,,33-27,,
1:16.0,,,33-27,,Defensive rebound by K. O'Quinn
1:12.0,,,33-27,,B. Jennings misses 2-pt shot from 1 ft (block by E. Payton)
1:11.0,,,33-27,,Offensive rebound by Team
1:11.0,C. Watson enters the game for J. Meeks,,33-27,,
1:07.0,,,33-27,,Turnover by C. Anthony (bad pass; steal by J. Green)
1:00.0,J. Green misses 2-pt shot from 1 ft,,33-27,,
0:59.0,Offensive rebound by S. Ibaka,,33-27,,
0:59.0,S. Ibaka misses 2-pt shot at rim,,33-27,,
0:58.0,,,33-27,,Defensive rebound by J. Holiday
0:54.0,,,33-30,3,B. Jennings makes 3-pt shot from 24 ft
0:43.0,E. Payton misses 2-pt shot from 17 ft,,33-30,,
0:43.0,,,33-30,,Defensive rebound by K. O'Quinn
0:33.0,,,33-30,,C. Anthony misses 3-pt shot from 25 ft
0:32.0,Defensive rebound by E. Payton,,33-30,,
0:21.0,,,33-30,,Personal foul by C. Anthony (drawn by N. Vucevic)
0:21.0,,,33-30,,M. Kuzminskas enters the game for C. Anthony
0:14.0,S. Ibaka misses 2-pt shot from 4 ft (block by K. O'Quinn),,33-30,,
0:13.0,,,33-30,,Defensive rebound by J. Holiday
0:00.0,,,33-32,2,B. Jennings makes 2-pt shot from 15 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,33-32,,K. O'Quinn misses 2-pt shot from 19 ft
11:41.0,Defensive rebound by E. Payton,,33-32,,
11:37.0,C. Watson makes 2-pt shot from 1 ft (assist by E. Payton),2,35-32,,
11:37.0,Shooting foul by K. O'Quinn (drawn by C. Watson),,35-32,,
11:37.0,C. Watson makes free throw 1 of 1,1,36-32,,
11:15.0,,,36-32,,W. Hernangomez misses 2-pt shot from 2 ft
11:14.0,,,36-32,,Offensive rebound by Team
11:14.0,,,36-32,,Turnover by Team (shot clock)
10:59.0,N. Vucevic makes 2-pt shot from 5 ft (assist by E. Payton),2,38-32,,
10:42.0,,,38-32,,Turnover by W. Hernangomez (lost ball; steal by B. Biyombo)
10:33.0,J. Green makes 2-pt shot from 23 ft (assist by C. Watson),2,40-32,,
10:15.0,,,40-32,,Shooting foul by N. Vucevic (drawn by B. Jennings)
10:15.0,,,40-33,1,B. Jennings makes free throw 1 of 2
10:15.0,,,40-34,1,B. Jennings makes free throw 2 of 2
10:15.0,,,40-33,,J. Noah enters the game for W. Hernangomez
10:06.0,Shooting foul by K. O'Quinn (drawn by J. Green),,40-34,,
10:06.0,J. Green makes free throw 1 of 2,1,41-34,,
10:06.0,J. Green misses free throw 2 of 2,,41-34,,
10:05.0,,,41-34,,Defensive rebound by K. O'Quinn
9:47.0,,,41-37,3,M. Kuzminskas makes 3-pt shot from 28 ft (assist by J. Noah)
9:31.0,N. Vucevic misses 2-pt shot from 9 ft,,41-37,,
9:30.0,,,41-37,,Defensive rebound by J. Noah
9:21.0,,,41-37,,J. Noah misses 2-pt shot from 2 ft (block by B. Biyombo)
9:20.0,Defensive rebound by N. Vucevic,,41-37,,
9:05.0,N. Vucevic makes 2-pt shot from 4 ft (assist by E. Payton),2,43-37,,
8:54.0,,,43-37,,Shooting foul by E. Payton (drawn by B. Jennings)
8:54.0,,,43-40,3,B. Jennings makes 3-pt shot from 25 ft
8:54.0,Official timeout,,43-40,,
8:54.0,,,43-40,,B. Jennings misses free throw 1 of 1
8:52.0,,,43-40,,Offensive rebound by K. O'Quinn
8:45.0,,,43-40,,J. Holiday misses 3-pt shot from 25 ft
8:44.0,Defensive rebound by B. Biyombo,,43-40,,
8:37.0,,,43-40,,Personal foul by M. Kuzminskas (drawn by J. Green)
8:31.0,,,43-40,,Violation by K. O'Quinn (kicked ball)
8:24.0,N. Vucevic misses 2-pt shot from 19 ft,,43-40,,
8:23.0,,,43-40,,Defensive rebound by B. Jennings
8:15.0,,,43-40,,J. Noah misses 2-pt shot from 2 ft
8:14.0,Defensive rebound by C. Watson,,43-40,,
8:10.0,,,43-40,,Personal foul by M. Kuzminskas (drawn by E. Payton)
8:01.0,J. Green makes 2-pt shot from 7 ft,2,45-40,,
7:47.0,,,45-43,3,M. Kuzminskas makes 3-pt shot from 26 ft (assist by B. Jennings)
7:25.0,J. Green misses 3-pt shot from 24 ft,,45-43,,
7:25.0,Offensive rebound by N. Vucevic,,45-43,,
7:22.0,C. Watson misses 2-pt shot from 1 ft (block by J. Noah),,45-43,,
7:22.0,Offensive rebound by N. Vucevic,,45-43,,
7:22.0,N. Vucevic makes 2-pt shot from 1 ft,2,47-43,,
7:22.0,Shooting foul by M. Kuzminskas (drawn by N. Vucevic),,47-43,,
7:22.0,N. Vucevic misses free throw 1 of 1,,47-43,,
7:20.0,Offensive rebound by J. Green,,47-43,,
7:19.0,J. Green misses 2-pt shot from 3 ft,,47-43,,
7:18.0,Offensive rebound by Team,,47-43,,
7:18.0,,,47-43,,C. Anthony enters the game for M. Kuzminskas
7:00.0,J. Green misses 2-pt shot from 16 ft,,47-43,,
6:59.0,,,47-43,,Defensive rebound by C. Anthony
6:43.0,Personal foul by B. Biyombo (drawn by B. Jennings),,47-43,,
6:43.0,,,47-43,,C. Lee enters the game for J. Holiday
6:38.0,,,47-43,,B. Jennings misses 3-pt shot from 25 ft
6:37.0,,,47-43,,Offensive rebound by Team
6:37.0,Loose ball foul by B. Biyombo (drawn by J. Noah),,47-43,,
6:37.0,S. Ibaka enters the game for B. Biyombo,,47-43,,
6:26.0,,,47-46,3,C. Lee makes 3-pt shot from 25 ft (assist by B. Jennings)
6:12.0,,,47-46,,Personal foul by K. O'Quinn (drawn by J. Green)
6:12.0,J. Green makes free throw 1 of 2,1,48-46,,
6:12.0,J. Green makes free throw 2 of 2,1,49-46,,
6:12.0,,,49-46,,New York full timeout
6:12.0,,,48-46,,L. Thomas enters the game for K. O'Quinn
5:59.0,,,49-46,,Turnover by B. Jennings (lost ball)
5:47.0,Turnover by S. Ibaka (bad pass; steal by J. Noah),,49-46,,
5:29.0,,,49-46,,C. Anthony misses 2-pt shot from 11 ft
5:27.0,Defensive rebound by C. Watson,,49-46,,
5:20.0,E. Payton makes 3-pt shot from 25 ft (assist by C. Watson),3,52-46,,
5:07.0,,,52-46,,Shooting foul by S. Ibaka (drawn by L. Thomas)
5:07.0,,,52-46,,L. Thomas misses free throw 1 of 2
5:07.0,,,52-46,,Offensive rebound by Team
5:07.0,,,52-47,1,L. Thomas makes free throw 2 of 2
5:07.0,,,52-46,,D. Rose enters the game for B. Jennings
5:07.0,A. Gordon enters the game for N. Vucevic,,52-46,,
5:07.0,J. Meeks enters the game for C. Watson,,52-46,,
4:57.0,A. Gordon makes 3-pt shot from 24 ft (assist by E. Payton),3,55-47,,
4:37.0,,,55-47,,Shooting foul by S. Ibaka (drawn by C. Anthony)
4:37.0,,,55-48,1,C. Anthony makes free throw 1 of 2
4:37.0,,,55-49,1,C. Anthony makes free throw 2 of 2
4:23.0,S. Ibaka makes 2-pt shot from 1 ft (assist by J. Green),2,57-49,,
4:08.0,,,57-49,,J. Noah misses 2-pt shot from 1 ft
4:07.0,Defensive rebound by S. Ibaka,,57-49,,
4:01.0,S. Ibaka makes 3-pt shot from 24 ft (assist by E. Payton),3,60-49,,
3:40.0,,,60-49,,Shooting foul by J. Green (drawn by C. Anthony)
3:40.0,,,60-50,1,C. Anthony makes free throw 1 of 2
3:40.0,,,60-51,1,C. Anthony makes free throw 2 of 2
3:34.0,Orlando full timeout,,60-51,,
3:34.0,N. Vucevic enters the game for J. Green,,60-51,,
3:19.0,A. Gordon misses 2-pt shot from 3 ft,,60-51,,
3:19.0,,,60-51,,Defensive rebound by Team
3:19.0,Loose ball foul by S. Ibaka (drawn by C. Anthony),,60-51,,
3:19.0,,,60-52,1,C. Anthony makes free throw 1 of 2
3:19.0,,,60-53,1,C. Anthony makes free throw 2 of 2
3:19.0,J. Green enters the game for S. Ibaka,,60-52,,
3:00.0,N. Vucevic makes 2-pt shot from 21 ft (assist by E. Payton),2,62-53,,
2:45.0,,,62-55,2,C. Lee makes 2-pt shot from 17 ft (assist by D. Rose)
2:31.0,Turnover by N. Vucevic (bad pass; steal by C. Anthony),,62-55,,
2:26.0,,,62-55,,D. Rose misses 2-pt shot from 1 ft
2:24.0,,,62-55,,Offensive rebound by J. Noah
2:24.0,,,62-57,2,J. Noah makes 2-pt shot from 1 ft
2:18.0,E. Payton makes 2-pt shot at rim,2,64-57,,
2:11.0,,,64-57,,L. Thomas misses 3-pt shot from 23 ft
2:10.0,Defensive rebound by J. Green,,64-57,,
2:00.0,E. Payton misses 2-pt shot from 5 ft,,64-57,,
1:58.0,Offensive rebound by E. Payton,,64-57,,
1:54.0,J. Meeks makes 3-pt shot from 26 ft (assist by E. Payton),3,67-57,,
1:42.0,,,67-59,2,L. Thomas makes 2-pt shot from 17 ft
1:21.0,N. Vucevic misses 2-pt shot from 12 ft,,67-59,,
1:21.0,,,67-59,,Defensive rebound by C. Anthony
1:06.0,,,67-59,,D. Rose misses 2-pt shot from 2 ft
1:05.0,Defensive rebound by N. Vucevic,,67-59,,
0:56.0,E. Payton misses 2-pt shot from 21 ft,,67-59,,
0:56.0,,,67-59,,Defensive rebound by J. Noah
0:39.0,,,67-59,,L. Thomas misses 2-pt shot from 19 ft
0:38.0,Defensive rebound by J. Meeks,,67-59,,
0:29.0,Orlando full timeout,,67-59,,
0:13.0,A. Gordon misses 3-pt shot from 25 ft,,67-59,,
0:13.0,,,67-59,,Defensive rebound by C. Anthony
0:01.0,,,67-59,,Offensive foul by J. Noah
0:01.0,,,67-59,,Turnover by J. Noah (offensive foul)
0:00.0,A. Gordon misses 3-pt shot from 47 ft,,67-59,,
0:00.0,Offensive rebound by Team,,67-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,67-59,,Turnover by L. Thomas (traveling)
11:30.0,A. Gordon makes 3-pt shot from 25 ft (assist by B. Biyombo),3,70-59,,
11:15.0,,,70-59,,Shooting foul by D. Augustin (drawn by D. Rose)
11:15.0,,,70-60,1,D. Rose makes free throw 1 of 2
11:15.0,,,70-61,1,D. Rose makes free throw 2 of 2
11:05.0,Turnover by J. Meeks (bad pass; steal by J. Noah),,70-61,,
10:51.0,,,70-63,2,C. Anthony makes 2-pt shot from 22 ft
10:38.0,A. Gordon misses 3-pt shot from 26 ft,,70-63,,
10:37.0,,,70-63,,Defensive rebound by D. Rose
10:29.0,,,70-65,2,D. Rose makes 2-pt shot from 1 ft
10:01.0,A. Gordon misses 3-pt shot from 26 ft,,70-65,,
10:00.0,,,70-65,,Defensive rebound by C. Anthony
9:45.0,,,70-65,,C. Anthony misses 2-pt shot from 22 ft
9:45.0,Defensive rebound by S. Ibaka,,70-65,,
9:23.0,D. Augustin misses 3-pt shot from 26 ft (block by J. Noah),,70-65,,
9:22.0,Offensive rebound by Team,,70-65,,
9:22.0,Turnover by Team (shot clock),,70-65,,
9:08.0,,,70-65,,C. Anthony misses 3-pt shot from 26 ft
9:07.0,Defensive rebound by A. Gordon,,70-65,,
9:02.0,J. Meeks makes 3-pt shot from 26 ft (assist by A. Gordon),3,73-65,,
8:44.0,Personal foul by B. Biyombo (drawn by C. Lee),,73-65,,
8:44.0,N. Vucevic enters the game for B. Biyombo,,73-65,,
8:35.0,,,73-65,,Turnover by D. Rose (bad pass; steal by N. Vucevic)
8:20.0,S. Ibaka makes 2-pt shot from 1 ft (assist by N. Vucevic),2,75-65,,
8:11.0,,,75-65,,Turnover by C. Lee (lost ball)
8:04.0,,,75-65,,Personal foul by C. Lee (drawn by J. Meeks)
8:00.0,Turnover by J. Meeks (lost ball; steal by L. Thomas),,75-65,,
7:59.0,,,75-65,,New York full timeout
7:43.0,,,75-67,2,C. Anthony makes 2-pt shot from 14 ft (assist by D. Rose)
7:34.0,,,75-67,,Personal foul by L. Thomas (drawn by A. Gordon)
7:18.0,A. Gordon misses 2-pt shot from 18 ft,,75-67,,
7:17.0,,,75-67,,Defensive rebound by C. Anthony
7:07.0,,,75-67,,C. Anthony misses 2-pt shot from 12 ft
7:06.0,Defensive rebound by S. Ibaka,,75-67,,
6:54.0,N. Vucevic makes 2-pt shot from 19 ft (assist by A. Gordon),2,77-67,,
6:31.0,,,77-67,,D. Rose misses 2-pt shot from 3 ft
6:30.0,Defensive rebound by S. Ibaka,,77-67,,
6:24.0,A. Gordon misses 2-pt shot at rim,,77-67,,
6:23.0,Offensive rebound by N. Vucevic,,77-67,,
6:21.0,S. Ibaka makes 2-pt shot from 9 ft (assist by N. Vucevic),2,79-67,,
6:01.0,,,79-70,3,L. Thomas makes 3-pt shot from 24 ft (assist by C. Anthony)
5:39.0,D. Augustin misses 3-pt shot from 25 ft,,79-70,,
5:38.0,,,79-70,,Defensive rebound by C. Anthony
5:21.0,,,79-72,2,C. Lee makes 2-pt shot from 5 ft (assist by D. Rose)
5:08.0,Turnover by N. Vucevic (traveling),,79-72,,
4:57.0,,,79-72,,D. Rose misses 2-pt shot from 2 ft
4:56.0,Defensive rebound by A. Gordon,,79-72,,
4:53.0,Turnover by A. Gordon (bad pass; steal by C. Lee),,79-72,,
4:45.0,,,79-72,,C. Lee misses 2-pt shot from 13 ft
4:44.0,,,79-72,,Offensive rebound by D. Rose
4:42.0,,,79-72,,Turnover by D. Rose (lost ball; steal by D. Augustin)
4:40.0,Shooting foul by C. Anthony (drawn by A. Gordon),,79-72,,
4:40.0,A. Gordon makes free throw 1 of 2,1,80-72,,
4:40.0,A. Gordon misses free throw 2 of 2,,80-72,,
4:40.0,E. Payton enters the game for D. Augustin,,80-72,,
4:40.0,,,80-72,,K. O'Quinn enters the game for J. Noah
4:40.0,,,80-72,,M. Kuzminskas enters the game for L. Thomas
4:39.0,Offensive rebound by N. Vucevic,,80-72,,
4:32.0,S. Ibaka makes 3-pt shot from 26 ft (assist by J. Meeks),3,83-72,,
4:18.0,,,83-72,,K. O'Quinn misses 2-pt shot from 14 ft
4:17.0,,,83-72,,Offensive rebound by C. Lee
4:17.0,,,83-74,2,C. Lee makes 2-pt shot at rim
4:00.0,,,83-74,,Personal foul by C. Lee (drawn by J. Meeks)
4:00.0,,,83-74,,B. Jennings enters the game for D. Rose
3:54.0,Jump ball: A. Gordon vs. K. O'Quinn (N. Vucevic gains possession),,,,Jump ball: A. Gordon vs. K. O'Quinn (N. Vucevic gains possession)
3:38.0,Shooting foul by C. Anthony (drawn by A. Gordon),,83-74,,
3:38.0,A. Gordon makes 2-pt shot from 1 ft (assist by E. Payton),2,85-74,,
3:38.0,A. Gordon makes free throw 1 of 1,1,86-74,,
3:14.0,,,86-74,,C. Anthony misses 2-pt shot from 15 ft
3:12.0,,,86-74,,Offensive rebound by Team
3:10.0,,,86-74,,C. Anthony misses 2-pt shot from 15 ft
3:09.0,Defensive rebound by N. Vucevic,,86-74,,
3:00.0,S. Ibaka misses 2-pt shot from 11 ft,,86-74,,
2:58.0,,,86-74,,Defensive rebound by K. O'Quinn
2:42.0,,,86-74,,C. Lee misses 3-pt shot from 24 ft
2:42.0,,,86-74,,Offensive rebound by K. O'Quinn
2:39.0,,,86-74,,Turnover by K. O'Quinn (lost ball; steal by A. Gordon)
2:35.0,S. Ibaka makes 2-pt shot at rim (assist by A. Gordon),2,88-74,,
2:14.0,Personal foul by E. Payton (drawn by K. O'Quinn),,88-74,,
2:14.0,Orlando full timeout,,88-74,,
2:14.0,,,88-74,,W. Hernangomez enters the game for C. Anthony
2:14.0,C. Watson enters the game for A. Gordon,,88-74,,
2:14.0,J. Green enters the game for J. Meeks,,88-74,,
2:08.0,,,88-74,,Turnover by C. Lee (bad pass)
1:50.0,N. Vucevic makes 2-pt shot from 4 ft,2,90-74,,
1:39.0,Def 3 sec tech foul by J. Green,,90-74,,
1:39.0,,,90-75,1,C. Lee makes technical free throw
1:25.0,,,90-75,,M. Kuzminskas misses 2-pt shot from 14 ft
1:24.0,Defensive rebound by N. Vucevic,,90-75,,
1:12.0,S. Ibaka makes 2-pt shot from 2 ft (assist by E. Payton),2,92-75,,
0:58.0,,,92-77,2,B. Jennings makes 2-pt shot from 1 ft
0:52.0,S. Ibaka misses 3-pt shot from 25 ft,,92-77,,
0:52.0,,,92-77,,Defensive rebound by W. Hernangomez
0:41.0,,,92-80,3,M. Kuzminskas makes 3-pt shot from 24 ft (assist by W. Hernangomez)
0:20.0,S. Ibaka misses 3-pt shot from 25 ft,,92-80,,
0:20.0,Offensive rebound by N. Vucevic,,92-80,,
0:02.0,E. Payton misses 2-pt shot from 8 ft,,92-80,,
0:02.0,Offensive rebound by S. Ibaka,,92-80,,
0:01.0,S. Ibaka misses 2-pt shot from 2 ft,,92-80,,
0:00.0,Offensive rebound by Team,,92-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:53.0,,,92-80,,Personal block foul by B. Jennings (drawn by C. Watson)
11:39.0,J. Green misses 2-pt shot from 4 ft (block by K. O'Quinn),,92-80,,
11:37.0,,,92-80,,Defensive rebound by J. Holiday
11:31.0,Personal foul by J. Green (drawn by J. Holiday),,92-80,,
11:17.0,,,92-80,,M. Kuzminskas misses 2-pt shot from 8 ft
11:16.0,,,92-80,,Offensive rebound by Team
11:16.0,,,92-80,,Turnover by Team (shot clock)
11:05.0,N. Vucevic misses 2-pt shot from 7 ft,,92-80,,
11:05.0,,,92-80,,Defensive rebound by B. Jennings
10:59.0,,,92-80,,B. Jennings misses 3-pt shot from 25 ft
10:58.0,,,92-80,,Offensive rebound by K. O'Quinn
10:51.0,,,92-80,,Turnover by J. Holiday (bad pass; steal by E. Payton)
10:34.0,E. Payton misses 2-pt shot from 18 ft,,92-80,,
10:33.0,,,92-80,,Defensive rebound by K. O'Quinn
10:26.0,,,92-82,2,J. Holiday makes 2-pt shot at rim (assist by B. Jennings)
10:13.0,N. Vucevic makes 2-pt shot from 18 ft (assist by E. Payton),2,94-82,,
10:02.0,Personal foul by E. Payton (drawn by B. Jennings),,94-82,,
10:02.0,,,94-82,,J. Noah enters the game for K. O'Quinn
9:59.0,Personal foul by E. Payton (drawn by B. Jennings),,94-82,,
9:55.0,,,94-82,,Turnover by M. Kuzminskas (traveling)
9:38.0,E. Payton misses 2-pt shot from 17 ft,,94-82,,
9:37.0,,,94-82,,Defensive rebound by J. Holiday
9:25.0,,,94-82,,B. Jennings misses 2-pt shot at rim
9:24.0,Defensive rebound by C. Watson,,94-82,,
9:21.0,C. Watson misses 2-pt shot from 3 ft (block by M. Kuzminskas),,94-82,,
9:20.0,Offensive rebound by Team,,94-82,,
9:12.0,J. Green misses 3-pt shot from 24 ft,,94-82,,
9:11.0,,,94-82,,Defensive rebound by W. Hernangomez
9:00.0,,,94-82,,M. Kuzminskas misses 2-pt shot from 2 ft
8:59.0,Defensive rebound by N. Vucevic,,94-82,,
8:50.0,E. Payton makes 2-pt shot from 6 ft,2,96-82,,
8:37.0,,,96-82,,Turnover by J. Holiday (lost ball; steal by J. Green)
8:25.0,C. Watson misses 3-pt shot from 25 ft,,96-82,,
8:25.0,,,96-82,,Defensive rebound by M. Kuzminskas
8:16.0,,,96-82,,Turnover by B. Jennings (bad pass; steal by B. Biyombo)
7:54.0,E. Payton makes 2-pt shot from 2 ft,2,98-82,,
7:49.0,,,98-82,,New York full timeout
7:49.0,,,98-82,,C. Anthony enters the game for W. Hernangomez
7:49.0,,,98-82,,D. Rose enters the game for J. Holiday
7:49.0,,,98-82,,C. Lee enters the game for M. Kuzminskas
7:49.0,J. Meeks enters the game for B. Biyombo,,98-82,,
7:49.0,A. Gordon enters the game for E. Payton,,98-82,,
7:38.0,,,98-84,2,C. Anthony makes 2-pt shot from 13 ft
7:20.0,J. Green makes 3-pt shot from 24 ft (assist by N. Vucevic),3,101-84,,
7:09.0,Violation by N. Vucevic (kicked ball),,101-84,,
7:05.0,,,101-84,,Turnover by D. Rose (bad pass)
6:54.0,Turnover by C. Watson (lost ball),,101-84,,
6:45.0,,,101-86,2,D. Rose makes 2-pt shot from 2 ft
6:31.0,J. Meeks misses 2-pt shot from 1 ft,,101-86,,
6:30.0,,,101-86,,Defensive rebound by C. Lee
6:23.0,,,101-86,,B. Jennings misses 3-pt shot from 23 ft
6:22.0,Defensive rebound by A. Gordon,,101-86,,
6:04.0,Turnover by J. Meeks (lost ball; steal by C. Anthony),,101-86,,
5:56.0,,,101-86,,C. Anthony misses 3-pt shot from 24 ft
5:55.0,,,101-86,,Offensive rebound by C. Anthony
5:51.0,,,101-86,,C. Lee misses 3-pt shot from 24 ft
5:51.0,Defensive rebound by J. Green,,101-86,,
5:48.0,J. Green misses 2-pt shot at rim,,101-86,,
5:47.0,Offensive rebound by A. Gordon,,101-86,,
5:46.0,Turnover by A. Gordon (step out of bounds),,101-86,,
5:46.0,Official timeout,,101-86,,
5:46.0,E. Payton enters the game for N. Vucevic,,101-86,,
5:46.0,S. Ibaka enters the game for C. Watson,,101-86,,
5:34.0,,,101-86,,Shooting foul by S. Ibaka (drawn by J. Noah)
5:34.0,,,101-86,,J. Noah misses free throw 1 of 2
5:34.0,,,101-86,,Offensive rebound by Team
5:34.0,,,101-87,1,J. Noah makes free throw 2 of 2
5:20.0,J. Meeks makes 3-pt shot from 25 ft (assist by A. Gordon),3,104-87,,
5:12.0,,,104-87,,Turnover by B. Jennings (bad pass)
4:59.0,Turnover by J. Green (lost ball; steal by C. Anthony),,104-87,,
