time,Dallas,pts.away,score,pts.home,Golden State
5:57.0,,,15-17,2,D. Green makes 2-pt shot from 3 ft
5:52.0,Dallas full timeout,,15-17,,
5:52.0,D. Powell enters the game for D. Nowitzki,,15-17,,
5:35.0,W. Matthews misses 3-pt shot from 25 ft,,15-17,,
5:35.0,Offensive rebound by D. Powell,,15-17,,
5:29.0,H. Barnes makes 2-pt shot from 16 ft (assist by D. Williams),2,17-17,,
5:11.0,,,17-17,,Turnover by K. Thompson (lost ball; steal by W. Matthews)
5:04.0,D. Finney-Smith misses 2-pt shot from 3 ft,,17-17,,
5:03.0,,,17-17,,Defensive rebound by K. Durant
4:55.0,,,17-17,,D. Green misses 3-pt shot from 27 ft
4:54.0,,,17-17,,Offensive rebound by Z. Pachulia
4:52.0,,,17-17,,Z. Pachulia misses 2-pt shot from 2 ft (block by D. Powell)
4:52.0,Defensive rebound by Team,,17-17,,
4:52.0,,,17-17,,Loose ball foul by Z. Pachulia (drawn by D. Powell)
4:52.0,,,17-17,,A. Iguodala enters the game for K. Durant
4:52.0,,,17-17,,J. McGee enters the game for Z. Pachulia
4:52.0,D. Harris enters the game for D. Finney-Smith,,17-17,,
4:52.0,S. Curry enters the game for D. Williams,,17-17,,
4:40.0,D. Harris makes 3-pt shot from 25 ft (assist by S. Curry),3,20-17,,
4:28.0,,,20-20,3,K. Thompson makes 3-pt shot from 26 ft (assist by D. Green)
4:10.0,Shooting foul by J. McGee (drawn by W. Matthews),,20-20,,
4:10.0,W. Matthews makes free throw 1 of 2,1,21-20,,
4:10.0,W. Matthews makes free throw 2 of 2,1,22-20,,
4:02.0,,,22-23,3,S. Curry makes 3-pt shot from 27 ft (assist by D. Green)
3:46.0,S. Curry makes 2-pt shot from 7 ft,2,24-23,,
3:36.0,,,24-25,2,J. McGee makes 2-pt shot at rim (assist by S. Curry)
3:15.0,D. Harris misses 3-pt shot from 27 ft,,24-25,,
3:15.0,Offensive rebound by Team,,24-25,,
3:15.0,,,24-25,,I. Clark enters the game for K. Thompson
3:06.0,,,24-25,,Personal foul by D. Green (drawn by H. Barnes)
3:02.0,,,24-25,,Personal foul by D. Green (drawn by D. Harris)
3:02.0,D. Harris makes free throw 1 of 2,1,25-25,,
3:02.0,D. Harris misses free throw 2 of 2,,25-25,,
3:02.0,,,25-25,,K. Durant enters the game for D. Green
3:00.0,,,25-25,,Defensive rebound by K. Durant
2:43.0,,,25-25,,S. Curry misses 3-pt shot from 26 ft
2:43.0,Defensive rebound by D. Powell,,25-25,,
2:25.0,W. Matthews misses 2-pt shot from 13 ft,,25-25,,
2:24.0,,,25-25,,Defensive rebound by S. Curry
2:06.0,,,25-25,,S. Curry misses 2-pt shot from 3 ft (block by D. Powell)
2:05.0,,,25-25,,Offensive rebound by Team
2:05.0,,,25-25,,Golden State full timeout
2:05.0,D. Nowitzki enters the game for H. Barnes,,25-25,,
2:03.0,,,25-25,,K. Durant misses 2-pt shot from 16 ft
2:02.0,Defensive rebound by D. Powell,,25-25,,
1:40.0,S. Curry makes 2-pt shot from 19 ft,2,27-25,,
1:27.0,,,27-25,,A. Iguodala misses 3-pt shot from 25 ft
1:26.0,Defensive rebound by D. Powell,,27-25,,
1:18.0,Shooting foul by A. Iguodala (drawn by D. Nowitzki),,27-25,,
1:18.0,D. Nowitzki makes free throw 1 of 2,1,28-25,,
1:18.0,D. Nowitzki makes free throw 2 of 2,1,29-25,,
1:18.0,D. Finney-Smith enters the game for W. Matthews,,27-25,,
1:04.0,,,29-27,2,K. Durant makes 2-pt shot from 14 ft
0:50.0,Turnover by D. Nowitzki (bad pass; steal by I. Clark),,29-27,,
0:44.0,,,29-29,2,S. Curry makes 2-pt shot from 22 ft (assist by K. Durant)
0:31.0,S. Curry misses 3-pt shot from 26 ft,,29-29,,
0:31.0,,,29-29,,Defensive rebound by K. Durant
0:29.0,,,29-29,,Turnover by K. Durant (bad pass)
0:29.0,,,29-29,,S. Livingston enters the game for S. Curry
0:07.0,D. Powell misses 2-pt shot from 7 ft,,29-29,,
0:05.0,,,29-29,,Defensive rebound by K. Durant
0:01.0,,,29-29,,A. Iguodala misses 3-pt shot from 29 ft
0:00.0,,,29-29,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,D. Williams makes 2-pt shot from 20 ft,2,31-29,,
11:21.0,,,31-29,,Turnover by D. West (bad pass; steal by S. Curry)
11:06.0,Shooting foul by D. West (drawn by D. Williams),,31-29,,
11:06.0,D. Williams misses free throw 1 of 2,,31-29,,
11:06.0,Offensive rebound by Team,,31-29,,
11:06.0,D. Williams makes free throw 2 of 2,1,32-29,,
10:57.0,,,32-31,2,I. Clark makes 2-pt shot from 1 ft (assist by K. Durant)
10:39.0,Shooting foul by S. Livingston (drawn by D. Nowitzki),,32-31,,
10:39.0,D. Nowitzki makes free throw 1 of 2,1,33-31,,
10:39.0,D. Nowitzki makes free throw 2 of 2,1,34-31,,
10:29.0,,,34-34,3,K. Durant makes 3-pt shot from 23 ft (assist by A. Iguodala)
10:05.0,D. Williams misses 2-pt shot from 18 ft,,34-34,,
10:04.0,,,34-34,,Defensive rebound by S. Livingston
9:55.0,,,34-34,,A. Iguodala misses 3-pt shot from 23 ft
9:54.0,Defensive rebound by D. Nowitzki,,34-34,,
9:54.0,Turnover by D. Nowitzki (lost ball; steal by D. West),,34-34,,
9:48.0,,,34-36,2,S. Livingston makes 2-pt shot from 14 ft
9:47.0,Dallas full timeout,,34-36,,
9:47.0,J. Anderson enters the game for D. Powell,,34-36,,
9:37.0,D. Finney-Smith misses 3-pt shot from 23 ft,,34-36,,
9:37.0,,,34-36,,Defensive rebound by A. Iguodala
9:18.0,,,34-38,2,K. Durant makes 2-pt shot from 16 ft
8:50.0,D. Nowitzki makes 2-pt shot from 11 ft,2,36-38,,
8:42.0,,,36-40,2,S. Livingston makes 2-pt shot from 14 ft
8:35.0,D. Nowitzki misses 3-pt shot from 27 ft,,36-40,,
8:35.0,,,36-40,,Defensive rebound by A. Iguodala
8:19.0,,,36-42,2,D. West makes 2-pt shot from 19 ft (assist by I. Clark)
8:01.0,D. Nowitzki makes 2-pt shot from 18 ft (assist by S. Curry),2,38-42,,
7:44.0,,,38-42,,I. Clark misses 2-pt shot from 10 ft
7:43.0,Defensive rebound by D. Nowitzki,,38-42,,
7:21.0,J. Anderson misses 3-pt shot from 24 ft,,38-42,,
7:20.0,,,38-42,,Defensive rebound by I. Clark
7:03.0,,,38-44,2,S. Livingston makes 2-pt shot from 7 ft (assist by D. West)
7:03.0,Dallas full timeout,,38-44,,
7:03.0,,,38-44,,K. Thompson enters the game for K. Durant
7:03.0,,,38-44,,D. Green enters the game for A. Iguodala
7:03.0,D. Harris enters the game for D. Finney-Smith,,38-44,,
7:03.0,S. Mejri enters the game for D. Nowitzki,,38-44,,
7:03.0,H. Barnes enters the game for S. Curry,,38-44,,
7:03.0,W. Matthews enters the game for J. Anderson,,38-44,,
6:44.0,D. Harris misses 3-pt shot from 25 ft,,38-44,,
6:43.0,,,38-44,,Defensive rebound by D. Green
6:37.0,,,38-44,,Shooting foul by D. Harris (drawn by D. West)
6:37.0,,,38-45,1,D. West makes free throw 1 of 2
6:37.0,,,38-46,1,D. West makes free throw 2 of 2
6:37.0,,,38-45,,S. Curry enters the game for S. Livingston
6:24.0,H. Barnes makes 2-pt shot from 18 ft,2,40-46,,
6:04.0,,,40-48,2,D. West makes 2-pt shot from 4 ft
5:48.0,W. Matthews misses 2-pt shot from 8 ft (block by K. Thompson),,40-48,,
5:48.0,,,40-48,,Defensive rebound by D. Green
5:38.0,,,40-48,,Turnover by K. Thompson (lost ball; steal by W. Matthews)
5:30.0,,,40-48,,Def 3 sec tech foul by D. West
5:30.0,Official timeout,,40-48,,
5:30.0,D. Williams makes technical free throw,1,41-48,,
5:21.0,H. Barnes misses 2-pt shot from 17 ft,,41-48,,
5:21.0,,,41-48,,Defensive rebound by S. Curry
5:07.0,,,41-51,3,D. Green makes 3-pt shot from 25 ft (assist by K. Thompson)
4:56.0,Offensive charge foul by D. Harris,,41-51,,
4:56.0,Turnover by D. Harris (offensive foul),,41-51,,
4:56.0,S. Curry enters the game for D. Williams,,41-51,,
4:56.0,,,41-51,,Z. Pachulia enters the game for D. West
4:38.0,,,41-51,,Z. Pachulia misses 2-pt shot from 2 ft
4:36.0,Defensive rebound by S. Mejri,,41-51,,
4:19.0,W. Matthews misses 2-pt shot from 17 ft,,41-51,,
4:18.0,Offensive rebound by S. Mejri,,41-51,,
4:18.0,Turnover by S. Mejri (traveling),,41-51,,
4:08.0,,,41-53,2,D. Green makes 2-pt shot at rim (assist by S. Curry)
4:00.0,Dallas full timeout,,41-53,,
4:00.0,D. Nowitzki enters the game for S. Mejri,,41-53,,
4:00.0,,,41-53,,K. Durant enters the game for I. Clark
3:50.0,W. Matthews misses 2-pt shot from 14 ft,,41-53,,
3:50.0,,,41-53,,Defensive rebound by D. Green
3:44.0,,,41-56,3,K. Durant makes 3-pt shot from 26 ft (assist by S. Curry)
3:43.0,Technical foul by W. Matthews,,41-56,,
3:43.0,,,41-57,1,S. Curry makes technical free throw
3:27.0,D. Nowitzki misses 2-pt shot from 8 ft,,41-57,,
3:25.0,,,41-57,,Defensive rebound by K. Thompson
3:18.0,,,41-57,,K. Thompson misses 3-pt shot from 27 ft
3:18.0,Defensive rebound by H. Barnes,,41-57,,
3:01.0,H. Barnes makes 2-pt shot from 10 ft,2,43-57,,
2:46.0,,,43-59,2,K. Thompson makes 2-pt shot from 18 ft (assist by S. Curry)
2:29.0,H. Barnes makes 3-pt shot from 24 ft (assist by W. Matthews),3,46-59,,
2:13.0,,,46-59,,S. Curry misses 2-pt shot from 2 ft
2:13.0,Defensive rebound by H. Barnes,,46-59,,
1:49.0,H. Barnes misses 3-pt shot from 26 ft,,46-59,,
1:49.0,,,46-59,,Defensive rebound by Z. Pachulia
1:30.0,,,46-59,,D. Green misses 3-pt shot from 26 ft
1:29.0,Defensive rebound by D. Harris,,46-59,,
1:15.0,W. Matthews makes 2-pt shot from 2 ft (assist by D. Harris),2,48-59,,
1:15.0,,,48-59,,Golden State full timeout
1:02.0,,,48-59,,Z. Pachulia misses 2-pt shot from 17 ft
1:02.0,Defensive rebound by D. Nowitzki,,48-59,,
0:42.0,H. Barnes misses 2-pt shot from 2 ft,,48-59,,
0:41.0,,,48-59,,Defensive rebound by D. Green
0:31.0,,,48-59,,K. Thompson misses 2-pt shot from 17 ft
0:31.0,Defensive rebound by H. Barnes,,48-59,,
0:08.0,D. Nowitzki misses 2-pt shot from 16 ft,,48-59,,
0:07.0,Offensive rebound by D. Harris,,48-59,,
0:02.0,D. Nowitzki misses 2-pt shot from 20 ft,,48-59,,
0:00.0,Offensive rebound by Team,,48-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,H. Barnes misses 2-pt shot from 9 ft,,48-59,,
11:45.0,,,48-59,,Defensive rebound by Z. Pachulia
11:39.0,,,48-59,,K. Durant misses 3-pt shot from 28 ft
11:39.0,Defensive rebound by W. Matthews,,48-59,,
11:27.0,,,48-59,,Personal foul by D. Green (drawn by W. Matthews)
11:24.0,Turnover by D. Williams (bad pass; steal by S. Curry),,48-59,,
11:18.0,,,48-62,3,S. Curry makes 3-pt shot from 25 ft (assist by D. Green)
10:53.0,H. Barnes makes 2-pt shot from 18 ft (assist by D. Nowitzki),2,50-62,,
10:37.0,,,50-65,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
10:22.0,H. Barnes makes 2-pt shot from 21 ft (assist by D. Williams),2,52-65,,
10:09.0,,,52-67,2,K. Thompson makes 2-pt shot from 11 ft
9:54.0,D. Nowitzki misses 3-pt shot from 25 ft,,52-67,,
9:54.0,,,52-67,,Defensive rebound by K. Durant
9:47.0,,,52-67,,Turnover by K. Durant (bad pass; steal by H. Barnes)
9:43.0,H. Barnes makes 2-pt shot from 2 ft,2,54-67,,
9:20.0,,,54-67,,K. Thompson misses 3-pt shot from 26 ft
9:19.0,Defensive rebound by Team,,54-67,,
9:08.0,Turnover by D. Nowitzki (bad pass),,54-67,,
8:54.0,,,54-67,,S. Curry misses 2-pt shot from 3 ft (block by D. Nowitzki)
8:53.0,Defensive rebound by D. Williams,,54-67,,
8:50.0,,,54-67,,Violation by D. Green (kicked ball)
8:37.0,D. Nowitzki misses 2-pt shot from 21 ft,,54-67,,
8:37.0,,,54-67,,Defensive rebound by K. Durant
8:28.0,,,54-69,2,K. Durant makes 2-pt shot from 15 ft
8:05.0,D. Nowitzki misses 3-pt shot from 24 ft,,54-69,,
8:04.0,,,54-69,,Defensive rebound by S. Curry
7:58.0,,,54-69,,Turnover by S. Curry (lost ball; steal by D. Williams)
7:53.0,Turnover by D. Williams (bad pass; steal by Z. Pachulia),,54-69,,
7:48.0,,,54-71,2,D. Green makes 2-pt shot from 1 ft (assist by K. Durant)
7:48.0,Dallas full timeout,,54-71,,
7:32.0,D. Finney-Smith misses 3-pt shot from 28 ft,,54-71,,
7:31.0,,,54-71,,Defensive rebound by D. Green
7:28.0,,,54-71,,Turnover by D. Green (bad pass)
7:09.0,W. Matthews makes 3-pt shot from 27 ft (assist by H. Barnes),3,57-71,,
6:44.0,,,57-73,2,K. Thompson makes 2-pt shot from 14 ft (assist by K. Durant)
6:16.0,W. Matthews misses 2-pt shot from 13 ft,,57-73,,
6:16.0,,,57-73,,Defensive rebound by Z. Pachulia
6:08.0,,,57-76,3,K. Thompson makes 3-pt shot from 23 ft (assist by K. Durant)
5:52.0,D. Nowitzki misses 2-pt shot from 12 ft,,57-76,,
5:51.0,,,57-76,,Defensive rebound by K. Durant
5:44.0,,,57-76,,Shooting foul by D. Nowitzki (drawn by K. Thompson)
5:44.0,,,57-77,1,K. Thompson makes free throw 1 of 2
5:44.0,,,57-78,1,K. Thompson makes free throw 2 of 2
5:44.0,D. Powell enters the game for D. Finney-Smith,,57-77,,
5:44.0,D. Harris enters the game for D. Nowitzki,,57-77,,
5:44.0,S. Curry enters the game for D. Williams,,57-77,,
5:44.0,,,57-77,,J. McGee enters the game for Z. Pachulia
5:29.0,H. Barnes makes 3-pt shot from 27 ft (assist by D. Harris),3,60-78,,
5:17.0,,,60-80,2,D. Green makes 2-pt shot at rim (assist by K. Durant)
5:05.0,D. Harris misses 3-pt shot from 25 ft,,60-80,,
5:04.0,,,60-80,,Defensive rebound by K. Durant
4:56.0,,,60-82,2,K. Thompson makes 2-pt shot from 18 ft (assist by K. Durant)
4:40.0,Turnover by H. Barnes (bad pass),,60-82,,
4:40.0,,,60-82,,A. Iguodala enters the game for K. Durant
4:28.0,,,60-85,3,K. Thompson makes 3-pt shot from 26 ft (assist by D. Green)
4:28.0,Dallas full timeout,,60-85,,
4:03.0,W. Matthews misses 2-pt shot from 2 ft,,60-85,,
4:03.0,Offensive rebound by D. Powell,,60-85,,
3:41.0,W. Matthews makes 2-pt shot from 20 ft (assist by S. Curry),2,62-85,,
3:32.0,Personal foul by W. Matthews (drawn by A. Iguodala),,62-85,,
3:23.0,,,62-85,,Turnover by D. Green (bad pass; steal by H. Barnes)
3:11.0,H. Barnes misses 3-pt shot from 26 ft,,62-85,,
3:10.0,,,62-85,,Defensive rebound by J. McGee
2:59.0,,,62-87,2,J. McGee makes 2-pt shot at rim (assist by S. Curry)
2:37.0,H. Barnes makes 2-pt shot from 16 ft,2,64-87,,
2:28.0,,,64-89,2,J. McGee makes 2-pt shot at rim (assist by D. Green)
2:14.0,S. Curry misses 2-pt shot from 19 ft,,64-89,,
2:11.0,,,64-89,,Defensive rebound by K. Thompson
1:59.0,,,64-89,,Turnover by D. Green (bad pass; steal by W. Matthews)
1:52.0,H. Barnes misses 3-pt shot from 24 ft,,64-89,,
1:52.0,,,64-89,,Defensive rebound by S. Curry
1:47.0,,,64-89,,S. Curry misses 3-pt shot from 26 ft
1:46.0,,,64-89,,Offensive rebound by D. Green
1:46.0,,,64-89,,D. Green misses 2-pt shot from 2 ft
1:44.0,Defensive rebound by D. Powell,,64-89,,
1:33.0,W. Matthews misses 2-pt shot from 3 ft,,64-89,,
1:31.0,Offensive rebound by W. Matthews,,64-89,,
1:31.0,W. Matthews makes 2-pt shot from 1 ft,2,66-89,,
1:31.0,,,66-89,,Golden State full timeout
1:28.0,,,66-89,,K. Durant enters the game for D. Green
1:26.0,,,66-89,,I. Clark enters the game for K. Thompson
1:21.0,D. Finney-Smith enters the game for H. Barnes,,66-89,,
1:11.0,,,66-89,,S. Curry misses 2-pt shot from 16 ft
1:09.0,Defensive rebound by D. Finney-Smith,,66-89,,
1:03.0,S. Curry misses 2-pt shot from 10 ft,,66-89,,
1:01.0,Offensive rebound by S. Curry,,66-89,,
0:50.0,W. Matthews makes 3-pt shot from 24 ft (assist by S. Curry),3,69-89,,
0:37.0,,,69-89,,I. Clark misses 3-pt shot from 23 ft
0:36.0,,,69-89,,Offensive rebound by Team
0:25.0,,,69-91,2,J. McGee makes 2-pt shot from 4 ft (assist by A. Iguodala)
0:09.0,,,69-91,,Personal take foul by S. Curry (drawn by S. Curry)
0:01.0,W. Matthews misses 3-pt shot from 32 ft,,69-91,,
0:00.0,Offensive rebound by Team,,69-91,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,69-91,,Turnover by K. Durant (lost ball; steal by J. Anderson)
11:26.0,J. Anderson misses 2-pt shot from 19 ft,,69-91,,
11:26.0,,,69-91,,Defensive rebound by Team
11:26.0,Loose ball foul by N. Brussino (drawn by A. Iguodala),,69-91,,
11:09.0,,,69-91,,S. Livingston misses 2-pt shot from 11 ft
11:09.0,Defensive rebound by J. Anderson,,69-91,,
10:58.0,P. Jackson misses 2-pt shot from 3 ft,,69-91,,
10:57.0,,,69-91,,Defensive rebound by D. West
10:51.0,,,69-91,,K. Durant misses 3-pt shot from 25 ft
10:48.0,,,69-91,,Offensive rebound by I. Clark
10:40.0,Personal foul by S. Curry (drawn by I. Clark),,69-91,,
10:32.0,,,69-93,2,I. Clark makes 2-pt shot from 2 ft (assist by D. West)
10:17.0,J. Anderson misses 3-pt shot from 25 ft,,69-93,,
10:17.0,Offensive rebound by N. Brussino,,69-93,,
10:01.0,S. Curry makes 3-pt shot from 25 ft (assist by J. Anderson),3,72-93,,
9:48.0,,,72-95,2,I. Clark makes 2-pt shot from 2 ft (assist by D. West)
9:32.0,Shooting foul by D. West (drawn by S. Curry),,72-95,,
9:32.0,S. Curry makes free throw 1 of 2,1,73-95,,
9:32.0,S. Curry makes free throw 2 of 2,1,74-95,,
9:20.0,,,74-95,,Shooting foul by J. Anderson (drawn by K. Durant)
9:20.0,,,74-96,1,K. Durant makes free throw 1 of 2
9:20.0,,,74-97,1,K. Durant makes free throw 2 of 2
9:20.0,,,74-96,,K. Thompson enters the game for I. Clark
9:10.0,J. Anderson misses 2-pt shot from 19 ft,,74-97,,
9:10.0,,,74-97,,Defensive rebound by K. Durant
9:03.0,,,74-97,,Turnover by K. Durant (bad pass; steal by S. Curry)
8:59.0,D. Powell makes 2-pt shot at rim (assist by S. Curry),2,76-97,,
8:42.0,,,76-97,,K. Durant misses 3-pt shot from 26 ft
8:42.0,Defensive rebound by D. Powell,,76-97,,
8:26.0,S. Curry makes 2-pt shot from 22 ft,2,78-97,,
8:16.0,,,78-97,,Shooting foul by D. Powell (drawn by D. West)
8:16.0,Official timeout,,78-97,,
8:16.0,,,78-98,1,D. West makes free throw 1 of 2
8:16.0,,,78-99,1,D. West makes free throw 2 of 2
8:16.0,,,78-97,,I. Clark enters the game for A. Iguodala
8:07.0,D. Powell makes 2-pt shot from 1 ft (assist by P. Jackson),2,80-99,,
7:50.0,,,80-99,,K. Durant misses 2-pt shot from 2 ft (block by J. Anderson)
7:49.0,Defensive rebound by D. Powell,,80-99,,
7:42.0,N. Brussino misses 3-pt shot from 26 ft,,80-99,,
7:41.0,Offensive rebound by D. Powell,,80-99,,
7:33.0,D. Powell makes 2-pt shot from 1 ft (assist by P. Jackson),2,82-99,,
7:17.0,,,82-101,2,K. Thompson makes 2-pt shot from 1 ft (assist by D. West)
7:06.0,P. Jackson misses 2-pt shot from 14 ft,,82-101,,
7:04.0,,,82-101,,Defensive rebound by D. West
6:56.0,,,82-101,,I. Clark misses 3-pt shot from 24 ft
6:55.0,Defensive rebound by D. Powell,,82-101,,
6:41.0,S. Curry misses 3-pt shot from 25 ft,,82-101,,
6:40.0,Offensive rebound by J. Anderson,,82-101,,
6:27.0,J. Anderson makes 2-pt shot from 13 ft,2,84-101,,
6:21.0,Personal take foul by P. Jackson (drawn by I. Clark),,84-101,,
6:21.0,,,84-101,,I. Clark misses free throw 1 of 2
6:21.0,,,84-101,,Offensive rebound by Team
6:21.0,,,84-102,1,I. Clark makes free throw 2 of 2
6:21.0,A. Hammons enters the game for S. Curry,,84-101,,
6:11.0,N. Brussino makes 2-pt shot from 11 ft (assist by D. Powell),2,86-102,,
5:56.0,,,86-102,,Shooting foul by J. Anderson (drawn by K. Durant)
5:56.0,,,86-102,,Golden State full timeout
5:56.0,,,86-102,,K. Durant misses free throw 1 of 2
5:56.0,,,86-102,,Offensive rebound by Team
5:56.0,,,86-103,1,K. Durant makes free throw 2 of 2
5:42.0,D. Powell makes 2-pt shot at rim (assist by N. Brussino),2,88-103,,
5:26.0,,,88-103,,K. Durant misses 3-pt shot from 25 ft
5:25.0,Defensive rebound by D. Powell,,88-103,,
5:19.0,J. Anderson misses 2-pt shot from 2 ft (block by S. Livingston),,88-103,,
5:18.0,Offensive rebound by Team,,88-103,,
5:14.0,P. Jackson misses 3-pt shot from 25 ft,,88-103,,
5:14.0,,,88-103,,Defensive rebound by K. Thompson
5:06.0,,,88-106,3,K. Thompson makes 3-pt shot from 26 ft
4:53.0,D. Powell makes 2-pt shot at rim (assist by P. Jackson),2,90-106,,
4:33.0,,,90-106,,Turnover by I. Clark (lost ball; steal by P. Jackson)
4:29.0,Turnover by N. Brussino (palming),,90-106,,
4:29.0,,,90-106,,A. Iguodala enters the game for K. Durant
4:29.0,,,90-106,,K. Looney enters the game for D. West
4:13.0,,,90-106,,K. Looney misses 2-pt shot from 4 ft (block by N. Brussino)
4:12.0,,,90-106,,Offensive rebound by Team
4:09.0,,,90-106,,K. Thompson misses 3-pt shot from 26 ft
4:09.0,Defensive rebound by Team,,90-106,,
4:01.0,P. Jackson makes 2-pt shot from 2 ft,2,92-106,,
4:01.0,Shooting foul by A. Iguodala (drawn by P. Jackson),,92-106,,
4:01.0,P. Jackson makes free throw 1 of 1,1,93-106,,
3:47.0,,,93-106,,K. Thompson misses 2-pt shot from 14 ft
3:47.0,Defensive rebound by N. Brussino,,93-106,,
3:35.0,D. Powell misses 2-pt shot from 3 ft (block by A. Iguodala),,93-106,,
3:33.0,,,93-106,,Defensive rebound by A. Iguodala
3:32.0,Personal take foul by J. Anderson (drawn by A. Iguodala),,93-106,,
3:32.0,Dallas full timeout,,93-106,,
3:32.0,,,93-107,1,A. Iguodala makes free throw 1 of 2
3:32.0,,,93-108,1,A. Iguodala makes free throw 2 of 2
3:20.0,J. Anderson makes 2-pt shot from 2 ft (assist by P. Jackson),2,95-108,,
3:01.0,,,95-108,,I. Clark misses 2-pt shot from 8 ft
3:01.0,,,95-108,,Offensive rebound by Team
2:41.0,,,95-108,,Turnover by K. Looney (bad pass; steal by J. Anderson)
2:25.0,J. Anderson misses 3-pt shot from 27 ft,,95-108,,
2:24.0,Offensive rebound by N. Brussino,,95-108,,
2:03.0,P. Jackson misses 2-pt shot from 10 ft,,95-108,,
2:02.0,,,95-108,,Defensive rebound by A. Iguodala
1:58.0,,,95-108,,S. Livingston misses 2-pt shot from 1 ft (block by J. Anderson)
1:58.0,Defensive rebound by D. Powell,,95-108,,
1:55.0,A. Hammons makes 2-pt shot at rim (assist by P. Jackson),2,97-108,,
1:32.0,,,97-108,,I. Clark misses 3-pt shot from 26 ft
1:32.0,Defensive rebound by D. Powell,,97-108,,
1:13.0,J. Anderson makes 2-pt shot from 11 ft,2,99-108,,
0:55.0,,,99-108,,K. Thompson misses 3-pt shot from 28 ft
0:54.0,Defensive rebound by J. Anderson,,99-108,,
0:41.0,J. Anderson misses 3-pt shot from 28 ft,,99-108,,
0:40.0,,,99-108,,Defensive rebound by K. Thompson
0:20.0,,,99-108,,K. Thompson misses 3-pt shot from 26 ft
0:18.0,Defensive rebound by P. Jackson,,99-108,,
0:12.0,P. Jackson misses 2-pt shot from 10 ft,,99-108,,
0:09.0,Offensive rebound by J. Anderson,,99-108,,
0:07.0,J. Anderson misses 2-pt shot from 21 ft (block by S. Livingston),,99-108,,
0:06.0,,,99-108,,Defensive rebound by S. Livingston
