time,San Antonio,pts.away,score,pts.home,Utah
5:48.0,Personal foul by L. Aldridge (drawn by G. Hayward),,58-68,,
5:48.0,M. Ginobili enters the game for D. Green,,58-68,,
5:48.0,P. Mills enters the game for T. Parker,,58-68,,
5:48.0,,,58-68,,R. Hood enters the game for G. Hayward
5:34.0,,,58-68,,D. Favors misses 2-pt shot from 16 ft
5:33.0,,,58-68,,Offensive rebound by R. Gobert
5:32.0,,,58-70,2,R. Gobert makes 2-pt shot from 2 ft
5:32.0,,,58-70,,Shooting foul by P. Gasol (drawn by R. Gobert)
5:32.0,,,58-71,1,R. Gobert makes free throw 1 of 1
5:32.0,,,58-70,,S. Mack enters the game for G. Hill
5:22.0,,,58-71,,Personal foul by R. Gobert (drawn by K. Leonard)
5:09.0,P. Gasol misses 2-pt shot from 9 ft,,58-71,,
5:09.0,,,58-71,,Defensive rebound by J. Ingles
4:51.0,,,58-71,,R. Hood misses 3-pt shot from 24 ft
4:48.0,,,58-71,,Offensive rebound by S. Mack
4:43.0,,,58-74,3,J. Ingles makes 3-pt shot from 24 ft (assist by S. Mack)
4:28.0,K. Leonard makes 3-pt shot from 23 ft (assist by P. Mills),3,61-74,,
4:04.0,,,61-74,,R. Gobert misses 2-pt shot from 4 ft
4:04.0,Defensive rebound by P. Gasol,,61-74,,
3:56.0,P. Gasol misses 2-pt shot from 4 ft,,61-74,,
3:56.0,Offensive rebound by L. Aldridge,,61-74,,
3:54.0,L. Aldridge makes 2-pt shot from 1 ft,2,63-74,,
3:52.0,Violation by Team (jump ball),,63-74,,
3:34.0,,,63-76,2,R. Gobert makes 2-pt shot at rim (assist by D. Favors)
3:33.0,San Antonio full timeout,,63-76,,
3:33.0,D. Lee enters the game for L. Aldridge,,63-76,,
3:33.0,,,63-76,,J. Johnson enters the game for R. Gobert
3:33.0,K. Anderson enters the game for K. Leonard,,63-76,,
3:19.0,P. Mills misses 2-pt shot from 18 ft,,63-76,,
3:19.0,,,63-76,,Defensive rebound by R. Hood
2:59.0,,,63-76,,D. Favors misses 2-pt shot from 15 ft
2:59.0,Defensive rebound by M. Ginobili,,63-76,,
2:49.0,D. Lee misses 2-pt shot from 1 ft,,63-76,,
2:48.0,Offensive rebound by P. Gasol,,63-76,,
2:48.0,P. Gasol misses 2-pt shot from 1 ft,,63-76,,
2:47.0,Offensive rebound by P. Gasol,,63-76,,
2:47.0,P. Gasol makes 2-pt shot at rim,2,65-76,,
2:22.0,,,65-76,,D. Favors misses 2-pt shot from 3 ft
2:21.0,Defensive rebound by K. Anderson,,65-76,,
2:10.0,D. Lee misses 2-pt shot from 3 ft,,65-76,,
2:10.0,,,65-76,,Defensive rebound by S. Mack
1:58.0,,,65-76,,J. Ingles misses 3-pt shot from 23 ft
1:57.0,Defensive rebound by D. Lee,,65-76,,
1:46.0,P. Gasol makes 3-pt shot from 23 ft (assist by P. Mills),3,68-76,,
1:18.0,,,68-76,,J. Johnson misses 2-pt shot from 2 ft
1:18.0,Defensive rebound by D. Lee,,68-76,,
1:15.0,Turnover by D. Lee (bad pass; steal by S. Mack),,68-76,,
1:13.0,,,68-76,,D. Exum enters the game for J. Ingles
1:08.0,,,68-76,,Shooting foul by K. Anderson (drawn by S. Mack)
1:08.0,,,68-77,1,S. Mack makes free throw 1 of 2
1:08.0,,,68-78,1,S. Mack makes free throw 2 of 2
0:58.0,,,68-78,,Personal foul by S. Mack (drawn by M. Ginobili)
0:58.0,M. Ginobili makes free throw 1 of 2,1,69-78,,
0:58.0,M. Ginobili makes free throw 2 of 2,1,70-78,,
0:40.0,,,70-80,2,R. Hood makes 2-pt shot from 11 ft
0:32.0,P. Mills misses 2-pt shot from 22 ft,,70-80,,
0:31.0,Offensive rebound by D. Lee,,70-80,,
0:26.0,P. Gasol makes 2-pt shot from 1 ft (assist by M. Ginobili),2,72-80,,
0:01.0,,,72-82,2,D. Exum makes 2-pt shot from 3 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,72-82,,R. Hood misses 3-pt shot from 24 ft
11:42.0,Defensive rebound by Team,,72-82,,
11:31.0,L. Aldridge makes 2-pt shot from 19 ft (assist by P. Mills),2,74-82,,
11:07.0,,,74-82,,S. Mack misses 2-pt shot from 10 ft (block by L. Aldridge)
11:07.0,,,74-82,,Offensive rebound by Team
11:03.0,,,74-82,,J. Johnson misses 3-pt shot from 22 ft
11:02.0,,,74-82,,Offensive rebound by Team
11:02.0,T. Parker enters the game for P. Mills,,74-82,,
11:02.0,J. Simmons enters the game for M. Ginobili,,74-82,,
10:56.0,,,74-82,,Shooting foul by K. Anderson (drawn by R. Gobert)
10:56.0,,,74-82,,R. Gobert misses free throw 1 of 2
10:56.0,,,74-82,,Offensive rebound by Team
10:56.0,,,74-83,1,R. Gobert makes free throw 2 of 2
10:34.0,J. Simmons misses 3-pt shot from 24 ft,,74-83,,
10:33.0,,,74-83,,Defensive rebound by R. Gobert
10:20.0,,,74-83,,Turnover by R. Hood (lost ball; steal by L. Aldridge)
10:17.0,Turnover by J. Simmons (bad pass),,74-83,,
10:00.0,,,74-85,2,S. Mack makes 2-pt shot from 4 ft
9:37.0,Shooting foul by R. Hood (drawn by T. Parker),,74-85,,
9:37.0,T. Parker makes free throw 1 of 2,1,75-85,,
9:37.0,T. Parker makes free throw 2 of 2,1,76-85,,
9:24.0,,,76-85,,Turnover by D. Exum (lost ball; steal by K. Anderson)
9:20.0,J. Simmons makes 2-pt shot at rim (assist by K. Anderson),2,78-85,,
9:04.0,,,78-85,,J. Johnson misses 3-pt shot from 24 ft
9:03.0,Defensive rebound by K. Anderson,,78-85,,
8:56.0,Shooting foul by R. Gobert (drawn by K. Anderson),,78-85,,
8:56.0,K. Anderson makes 2-pt shot from 1 ft,2,80-85,,
8:56.0,San Antonio full timeout,,80-85,,
8:56.0,K. Anderson makes free throw 1 of 1,1,81-85,,
8:56.0,,,80-85,,T. Lyles enters the game for R. Hood
8:56.0,,,80-85,,J. Ingles enters the game for J. Johnson
8:56.0,,,80-85,,D. Favors enters the game for R. Gobert
8:37.0,,,81-88,3,S. Mack makes 3-pt shot from 25 ft (assist by D. Exum)
8:17.0,Turnover by D. Bertans (bad pass; steal by D. Favors),,81-88,,
8:14.0,,,81-88,,Turnover by D. Favors (bad pass)
8:14.0,K. Leonard enters the game for J. Simmons,,81-88,,
7:58.0,K. Leonard misses 3-pt shot from 24 ft,,81-88,,
7:58.0,,,81-88,,Defensive rebound by D. Favors
7:45.0,,,81-88,,D. Favors misses 2-pt shot from 15 ft
7:45.0,Defensive rebound by K. Leonard,,81-88,,
7:36.0,K. Leonard misses 2-pt shot from 20 ft,,81-88,,
7:35.0,,,81-88,,Defensive rebound by T. Lyles
7:10.0,,,81-88,,Turnover by Team (shot clock)
6:52.0,K. Anderson misses 2-pt shot from 1 ft,,81-88,,
6:52.0,Offensive rebound by Team,,81-88,,
6:52.0,,,81-88,,Loose ball foul by D. Exum (drawn by D. Bertans)
6:37.0,L. Aldridge misses 2-pt shot from 14 ft,,81-88,,
6:37.0,,,81-88,,Defensive rebound by D. Favors
6:17.0,,,81-88,,Turnover by J. Ingles (bad pass; steal by T. Parker)
6:03.0,K. Anderson makes 3-pt shot from 22 ft (assist by T. Parker),3,84-88,,
5:57.0,,,84-88,,Utah full timeout
5:57.0,,,84-88,,J. Withey enters the game for D. Favors
5:43.0,,,84-88,,T. Lyles misses 2-pt shot from 2 ft
5:43.0,Defensive rebound by D. Bertans,,84-88,,
5:23.0,K. Leonard makes 2-pt shot from 4 ft,2,86-88,,
5:14.0,,,86-88,,Offensive foul by J. Ingles
5:14.0,,,86-88,,Turnover by J. Ingles (offensive foul)
5:14.0,D. Murray enters the game for T. Parker,,86-88,,
5:14.0,,,86-88,,A. Burks enters the game for J. Ingles
5:14.0,D. Dedmon enters the game for L. Aldridge,,86-88,,
4:59.0,K. Anderson makes 2-pt shot from 9 ft,2,88-88,,
4:38.0,,,88-88,,Shooting foul by D. Bertans (drawn by T. Lyles)
4:38.0,,,88-88,,T. Lyles misses free throw 1 of 2
4:38.0,,,88-88,,Offensive rebound by Team
4:38.0,,,88-89,1,T. Lyles makes free throw 2 of 2
4:38.0,M. Ginobili enters the game for K. Leonard,,88-88,,
4:24.0,K. Anderson misses 2-pt shot from 7 ft (block by A. Burks),,88-89,,
4:22.0,,,88-89,,Defensive rebound by A. Burks
4:21.0,Personal foul by M. Ginobili (drawn by A. Burks),,88-89,,
4:21.0,J. Simmons enters the game for M. Ginobili,,88-89,,
4:14.0,,,88-89,,D. Exum misses 3-pt shot from 24 ft
4:14.0,Defensive rebound by D. Dedmon,,88-89,,
3:55.0,D. Murray makes 2-pt shot from 3 ft,2,90-89,,
3:42.0,,,90-91,2,S. Mack makes 2-pt shot from 2 ft
3:21.0,D. Bertans misses 3-pt shot from 25 ft,,90-91,,
3:21.0,Offensive rebound by J. Simmons,,90-91,,
2:59.0,K. Anderson misses 2-pt shot from 9 ft,,90-91,,
2:58.0,Offensive rebound by D. Dedmon,,90-91,,
2:57.0,D. Dedmon misses 2-pt shot from 2 ft (block by J. Withey),,90-91,,
2:56.0,,,90-91,,Defensive rebound by T. Lyles
2:44.0,,,90-93,2,J. Withey makes 2-pt shot at rim (assist by S. Mack)
2:43.0,San Antonio full timeout,,90-93,,
2:26.0,D. Bertans makes 3-pt shot from 25 ft (assist by K. Anderson),3,93-93,,
2:26.0,Shooting foul by T. Lyles (drawn by D. Bertans),,93-93,,
2:26.0,D. Bertans makes free throw 1 of 1,1,94-93,,
2:12.0,,,94-96,3,S. Mack makes 3-pt shot from 24 ft (assist by D. Exum)
1:54.0,J. Simmons misses 2-pt shot from 4 ft,,94-96,,
1:54.0,Offensive rebound by D. Dedmon,,94-96,,
1:52.0,D. Dedmon misses 2-pt shot from 2 ft (block by S. Mack),,94-96,,
1:50.0,,,94-96,,Defensive rebound by T. Lyles
1:31.0,,,94-96,,T. Lyles misses 2-pt shot from 9 ft
1:30.0,,,94-96,,Offensive rebound by J. Withey
1:30.0,,,94-96,,J. Withey misses 2-pt shot from 1 ft
1:28.0,Defensive rebound by D. Dedmon,,94-96,,
1:24.0,D. Bertans makes 3-pt shot from 23 ft (assist by J. Simmons),3,97-96,,
1:08.0,,,97-99,3,A. Burks makes 3-pt shot from 22 ft (assist by D. Exum)
0:51.0,D. Bertans misses 3-pt shot from 27 ft,,97-99,,
0:51.0,,,97-99,,Defensive rebound by A. Burks
0:33.0,,,97-99,,Turnover by T. Lyles (lost ball; steal by D. Bertans)
0:28.0,Turnover by J. Simmons (bad pass; steal by D. Exum),,97-99,,
0:17.0,Personal foul by K. Anderson (drawn by A. Burks),,97-99,,
0:15.0,Personal foul by D. Murray (drawn by S. Mack),,97-99,,
