time,Atlanta,pts.away,score,pts.home,Washington
6:51.0,,,78-79,,K. Oubre misses 3-pt shot from 24 ft
6:51.0,,,78-79,,Offensive rebound by Team
6:51.0,Loose ball foul by T. Hardaway (drawn by I. Mahinmi),,78-79,,
6:51.0,D. Howard enters the game for K. Humphries,,78-79,,
6:45.0,,,78-79,,M. Morris misses 2-pt shot from 20 ft
6:44.0,,,78-79,,Offensive rebound by I. Mahinmi
6:37.0,,,78-79,,J. Wall misses 2-pt shot from 18 ft
6:36.0,,,78-79,,Offensive rebound by Team
6:36.0,T. Sefolosha enters the game for E. Ilyasova,,78-79,,
6:36.0,,,78-79,,B. Beal enters the game for K. Oubre
6:36.0,T. Waller-Prince enters the game for M. Dunleavy,,78-79,,
6:33.0,,,78-79,,B. Bogdanovic misses 2-pt shot from 17 ft
6:32.0,,,78-79,,Offensive rebound by M. Morris
6:30.0,,,78-81,2,M. Morris makes 2-pt shot from 1 ft
6:14.0,Turnover by D. Schroder (lost ball; steal by B. Beal),,78-81,,
6:06.0,,,78-84,3,B. Beal makes 3-pt shot from 28 ft (assist by J. Wall)
6:06.0,Atlanta full timeout,,78-84,,
5:48.0,D. Schroder misses 3-pt shot from 31 ft (block by J. Wall),,78-84,,
5:46.0,,,78-84,,Defensive rebound by I. Mahinmi
5:32.0,,,78-86,2,B. Beal makes 2-pt shot at rim (assist by J. Wall)
5:13.0,,,78-86,,Personal foul by I. Mahinmi (drawn by D. Howard)
5:13.0,D. Howard makes free throw 1 of 2,1,79-86,,
5:13.0,D. Howard makes free throw 2 of 2,1,80-86,,
5:06.0,,,80-88,2,J. Wall makes 2-pt shot from 7 ft
5:06.0,,,80-88,,Shooting foul by D. Schroder (drawn by J. Wall)
5:06.0,,,80-89,1,J. Wall makes free throw 1 of 1
4:57.0,Turnover by D. Schroder (lost ball; steal by J. Wall),,80-89,,
4:52.0,,,80-91,2,J. Wall makes 2-pt shot at rim (assist by M. Morris)
4:36.0,Shooting foul by I. Mahinmi (drawn by T. Hardaway),,80-91,,
4:36.0,T. Hardaway misses free throw 1 of 2,,80-91,,
4:36.0,Offensive rebound by Team,,80-91,,
4:36.0,T. Hardaway makes free throw 2 of 2,1,81-91,,
4:36.0,E. Ilyasova enters the game for T. Waller-Prince,,80-91,,
4:26.0,,,81-91,,B. Bogdanovic misses 3-pt shot from 29 ft
4:25.0,Defensive rebound by D. Howard,,81-91,,
4:15.0,T. Sefolosha makes 3-pt shot from 26 ft (assist by D. Schroder),3,84-91,,
3:48.0,,,84-93,2,M. Morris makes 2-pt shot from 5 ft
3:48.0,,,84-93,,Shooting foul by E. Ilyasova (drawn by M. Morris)
3:48.0,,,84-94,1,M. Morris makes free throw 1 of 1
3:48.0,,,84-93,,O. Porter enters the game for B. Bogdanovic
3:38.0,Turnover by E. Ilyasova (bad pass; steal by B. Beal),,84-94,,
3:35.0,,,84-96,2,B. Beal makes 2-pt shot at rim
3:35.0,Atlanta full timeout,,84-96,,
3:34.0,,,84-96,,M. Gortat enters the game for I. Mahinmi
3:18.0,D. Howard makes 2-pt shot from 4 ft (assist by T. Sefolosha),2,86-96,,
3:05.0,,,86-96,,Turnover by J. Wall (bad pass; steal by T. Sefolosha)
2:59.0,T. Hardaway misses 3-pt shot from 25 ft,,86-96,,
2:58.0,,,86-96,,Defensive rebound by B. Beal
2:50.0,,,86-96,,J. Wall misses 3-pt shot from 26 ft
2:50.0,Defensive rebound by D. Howard,,86-96,,
2:45.0,D. Schroder makes 2-pt shot from 3 ft (assist by D. Howard),2,88-96,,
2:45.0,Shooting foul by O. Porter (drawn by D. Schroder),,88-96,,
2:45.0,D. Schroder makes free throw 1 of 1,1,89-96,,
2:30.0,,,89-96,,B. Beal misses 3-pt shot from 27 ft
2:29.0,Defensive rebound by E. Ilyasova,,89-96,,
2:21.0,Shooting foul by O. Porter (drawn by T. Hardaway),,89-96,,
2:21.0,T. Hardaway makes free throw 1 of 2,1,90-96,,
2:21.0,T. Hardaway makes free throw 2 of 2,1,91-96,,
1:59.0,,,91-96,,J. Wall misses 2-pt shot from 1 ft
1:58.0,Defensive rebound by D. Howard,,91-96,,
1:53.0,E. Ilyasova misses 2-pt shot from 4 ft (block by M. Morris),,91-96,,
1:49.0,,,91-96,,Defensive rebound by B. Beal
1:47.0,,,91-96,,Shooting foul by T. Hardaway (drawn by J. Wall)
1:47.0,,,91-96,,J. Wall misses free throw 1 of 2
1:47.0,,,91-96,,Offensive rebound by Team
1:47.0,,,91-97,1,J. Wall makes free throw 2 of 2
1:37.0,D. Schroder makes 2-pt shot from 22 ft,2,93-97,,
1:37.0,,,93-97,,Washington full timeout
1:16.0,,,93-99,2,M. Morris makes 2-pt shot from 2 ft (assist by J. Wall)
1:07.0,E. Ilyasova makes 2-pt shot from 3 ft (assist by D. Schroder),2,95-99,,
1:07.0,Shooting foul by M. Gortat (drawn by E. Ilyasova),,95-99,,
1:07.0,E. Ilyasova makes free throw 1 of 1,1,96-99,,
0:49.0,,,96-101,2,J. Wall makes 2-pt shot from 13 ft
0:42.0,Turnover by D. Schroder (lost ball; steal by J. Wall),,96-101,,
0:42.0,Jump ball: D. Schroder vs. J. Wall (M. Gortat gains possession),,,,Jump ball: D. Schroder vs. J. Wall (M. Gortat gains possession)
0:20.0,,,96-101,,J. Wall misses 3-pt shot from 25 ft
0:19.0,Defensive rebound by D. Howard,,96-101,,
0:11.0,,,96-101,,Personal foul by B. Beal (drawn by T. Hardaway)
0:11.0,T. Hardaway makes free throw 1 of 2,1,97-101,,
0:11.0,T. Hardaway makes free throw 2 of 2,1,98-101,,
0:11.0,,,98-101,,Washington full timeout
0:11.0,T. Waller-Prince enters the game for E. Ilyasova,,97-101,,
0:11.0,,,98-101,,B. Bogdanovic enters the game for M. Gortat
0:10.0,Personal take foul by T. Waller-Prince (drawn by B. Beal),,98-101,,
0:10.0,,,98-101,,B. Beal misses free throw 1 of 2
0:10.0,,,98-101,,Offensive rebound by Team
0:10.0,,,98-102,1,B. Beal makes free throw 2 of 2
0:10.0,,,98-101,,K. Oubre enters the game for B. Bogdanovic
0:10.0,M. Dunleavy enters the game for T. Sefolosha,,98-101,,
0:07.0,Turnover by D. Schroder (bad pass),,98-102,,
0:07.0,T. Sefolosha enters the game for M. Dunleavy,,98-102,,
0:07.0,,,98-102,,Washington full timeout
0:07.0,,,98-102,,B. Bogdanovic enters the game for K. Oubre
0:05.0,Personal take foul by D. Schroder (drawn by J. Wall),,98-102,,
0:05.0,,,98-103,1,J. Wall makes free throw 1 of 2
0:05.0,,,98-104,1,J. Wall makes free throw 2 of 2
0:05.0,Atlanta full timeout,,98-104,,
0:05.0,,,98-103,,K. Oubre enters the game for B. Bogdanovic
0:05.0,E. Ilyasova enters the game for T. Waller-Prince,,98-104,,
0:04.0,T. Hardaway makes 2-pt shot at rim (assist by T. Sefolosha),2,100-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
