time,Oklahoma City,pts.away,score,pts.home,LA Lakers
0:34.0,,,16-28,3,L. Williams makes 3-pt shot from 26 ft
0:34.0,,,16-28,,Shooting foul by S. Christon
0:34.0,,,16-29,1,L. Williams makes free throw 1 of 1
0:08.0,A. Abrines misses 2-pt shot from 21 ft,,16-29,,
0:06.0,,,16-29,,Defensive rebound by T. Black
0:02.0,,,16-29,,J. Clarkson misses 3-pt shot from 29 ft
0:00.0,,,16-29,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,J. Grant makes 2-pt shot at rim,2,18-29,,
11:29.0,,,18-31,2,T. Black makes 2-pt shot from 2 ft (assist by J. Clarkson)
11:15.0,J. Grant makes 2-pt shot from 2 ft (assist by J. Lauvergne),2,20-31,,
11:02.0,,,20-31,,Turnover by B. Ingram (bad pass; steal by J. Lauvergne)
10:53.0,Turnover by V. Oladipo (lost ball),,20-31,,
10:53.0,A. Roberson enters the game for S. Christon,,20-31,,
10:32.0,,,20-31,,L. Nance misses 2-pt shot from 18 ft
10:30.0,Defensive rebound by V. Oladipo,,20-31,,
10:21.0,V. Oladipo misses 2-pt shot from 14 ft,,20-31,,
10:20.0,,,20-31,,Defensive rebound by Team
10:10.0,,,20-31,,Offensive charge foul by T. Black
10:10.0,,,20-31,,Turnover by T. Black (offensive foul)
9:55.0,A. Roberson makes 2-pt shot from 2 ft (assist by E. Kanter),2,22-31,,
9:55.0,,,22-31,,LA Lakers full timeout
9:30.0,,,22-31,,L. Williams misses 3-pt shot from 30 ft
9:29.0,Defensive rebound by J. Grant,,22-31,,
9:13.0,Turnover by E. Kanter (lost ball; steal by J. Clarkson),,22-31,,
9:08.0,,,22-33,2,J. Clarkson makes 2-pt shot from 1 ft
8:53.0,J. Grant makes 2-pt shot from 19 ft,2,24-33,,
8:37.0,,,24-33,,L. Williams misses 3-pt shot from 26 ft
8:36.0,Defensive rebound by J. Lauvergne,,24-33,,
8:12.0,E. Kanter misses 2-pt shot from 7 ft,,24-33,,
8:09.0,Offensive rebound by A. Roberson,,24-33,,
8:00.0,V. Oladipo misses 3-pt shot from 25 ft,,24-33,,
8:00.0,Offensive rebound by Team,,24-33,,
8:00.0,Oklahoma City full timeout,,24-33,,
8:00.0,R. Westbrook enters the game for J. Grant,,24-33,,
8:00.0,,,24-33,,N. Young enters the game for T. Black
8:00.0,,,24-33,,T. Mozgov enters the game for B. Ingram
7:48.0,J. Lauvergne makes 2-pt shot from 6 ft (assist by R. Westbrook),2,26-33,,
7:25.0,,,26-33,,T. Mozgov misses 2-pt shot from 8 ft
7:23.0,Defensive rebound by A. Roberson,,26-33,,
7:15.0,Turnover by Team (back court),,26-33,,
7:15.0,S. Adams enters the game for E. Kanter,,26-33,,
6:58.0,,,26-35,2,T. Mozgov makes 2-pt shot from 6 ft (assist by L. Williams)
6:46.0,S. Adams makes 2-pt shot from 8 ft (assist by R. Westbrook),2,28-35,,
6:24.0,,,28-37,2,J. Clarkson makes 2-pt shot from 4 ft
6:08.0,V. Oladipo makes 2-pt shot from 1 ft (assist by R. Westbrook),2,30-37,,
5:55.0,,,30-37,,Turnover by J. Clarkson (bad pass; steal by A. Roberson)
5:47.0,J. Lauvergne makes 2-pt shot from 8 ft (assist by R. Westbrook),2,32-37,,
5:47.0,,,32-37,,LA Lakers full timeout
5:47.0,,,32-37,,J. Calderon enters the game for J. Clarkson
5:47.0,,,32-37,,L. Deng enters the game for L. Nance
5:47.0,,,32-37,,J. Randle enters the game for L. Williams
5:47.0,J. Grant enters the game for V. Oladipo,,32-37,,
5:33.0,,,32-37,,N. Young misses 2-pt shot from 19 ft
5:30.0,Defensive rebound by J. Lauvergne,,32-37,,
5:27.0,Turnover by R. Westbrook (lost ball),,32-37,,
5:10.0,,,32-39,2,L. Deng makes 2-pt shot from 21 ft (assist by J. Randle)
4:50.0,J. Lauvergne misses 3-pt shot from 25 ft,,32-39,,
4:49.0,,,32-39,,Defensive rebound by J. Calderon
4:42.0,,,32-39,,J. Randle misses 2-pt shot from 15 ft
4:39.0,Defensive rebound by J. Lauvergne,,32-39,,
4:38.0,,,32-39,,Shooting block foul by J. Calderon (drawn by A. Roberson)
4:38.0,A. Roberson misses free throw 1 of 2,,32-39,,
4:38.0,Offensive rebound by Team,,32-39,,
4:38.0,A. Roberson misses free throw 2 of 2,,32-39,,
4:38.0,D. Sabonis enters the game for J. Lauvergne,,32-39,,
4:36.0,,,32-39,,Defensive rebound by L. Deng
4:23.0,,,32-39,,Turnover by J. Randle (bad pass; steal by J. Grant)
4:18.0,R. Westbrook misses 2-pt shot from 20 ft,,32-39,,
4:13.0,,,32-39,,Defensive rebound by N. Young
4:10.0,,,32-41,2,N. Young makes 2-pt shot from 7 ft
4:01.0,Shooting foul by J. Randle (drawn by S. Adams),,32-41,,
4:01.0,S. Adams makes 2-pt shot from 2 ft (assist by R. Westbrook),2,34-41,,
4:01.0,S. Adams makes free throw 1 of 1,1,35-41,,
4:01.0,V. Oladipo enters the game for A. Roberson,,34-41,,
3:39.0,,,35-41,,L. Deng misses 3-pt shot from 23 ft
3:37.0,Defensive rebound by V. Oladipo,,35-41,,
3:30.0,,,35-41,,Personal foul by J. Calderon (drawn by V. Oladipo)
3:19.0,V. Oladipo misses 2-pt shot from 19 ft,,35-41,,
3:15.0,,,35-41,,Defensive rebound by J. Randle
3:10.0,,,35-41,,N. Young misses 2-pt shot from 17 ft
3:08.0,Defensive rebound by V. Oladipo,,35-41,,
3:02.0,R. Westbrook makes 2-pt shot from 1 ft,2,37-41,,
2:54.0,,,37-41,,T. Mozgov misses 2-pt shot from 1 ft (block by S. Adams)
2:50.0,Defensive rebound by J. Grant,,37-41,,
2:48.0,R. Westbrook misses 2-pt shot from 1 ft (block by N. Young),,37-41,,
2:48.0,,,37-41,,Defensive rebound by L. Deng
2:48.0,Flagrant foul type 1 by R. Westbrook (drawn by L. Deng),,37-41,,
2:48.0,Official timeout,,37-41,,
2:48.0,,,37-41,,L. Deng misses flagrant free throw 1 of 2
2:48.0,,,37-41,,Offensive rebound by Team
2:48.0,,,37-41,,L. Deng misses flagrant free throw 2 of 2
2:40.0,,,37-41,,Offensive rebound by Team
2:34.0,,,37-41,,L. Deng misses 2-pt shot at rim
2:31.0,,,37-41,,Offensive rebound by T. Mozgov
2:31.0,,,37-43,2,T. Mozgov makes 2-pt shot from 1 ft
2:15.0,R. Westbrook makes 2-pt shot from 15 ft (assist by V. Oladipo),2,39-43,,
1:58.0,,,39-46,3,J. Calderon makes 3-pt shot from 24 ft (assist by N. Young)
1:42.0,J. Grant makes 3-pt shot from 23 ft (assist by D. Sabonis),3,42-46,,
1:30.0,,,42-46,,Turnover by J. Randle (bad pass; steal by S. Adams)
1:28.0,,,42-46,,Personal foul by J. Calderon (drawn by R. Westbrook)
1:18.0,D. Sabonis makes 3-pt shot from 24 ft (assist by R. Westbrook),3,45-46,,
0:55.0,,,45-46,,Turnover by N. Young (step out of bounds)
0:33.0,J. Grant misses 3-pt shot from 26 ft,,45-46,,
0:32.0,,,45-46,,Defensive rebound by Team
0:16.0,,,45-46,,J. Calderon misses 3-pt shot from 25 ft
0:15.0,Defensive rebound by D. Sabonis,,45-46,,
0:09.0,Oklahoma City full timeout,,45-46,,
0:09.0,,,45-46,,J. Clarkson enters the game for T. Mozgov
0:09.0,,,45-46,,T. Black enters the game for J. Calderon
0:09.0,A. Abrines enters the game for J. Grant,,45-46,,
0:06.0,R. Westbrook makes 2-pt shot from 1 ft (assist by S. Adams),2,47-46,,
0:06.0,,,47-46,,Shooting block foul by L. Deng (drawn by R. Westbrook)
0:06.0,R. Westbrook makes free throw 1 of 1,1,48-46,,
0:06.0,J. Grant enters the game for A. Abrines,,47-46,,
0:06.0,A. Roberson enters the game for D. Sabonis,,47-46,,
0:06.0,,,47-46,,L. Williams enters the game for T. Black
0:02.0,,,48-49,3,N. Young makes 3-pt shot from 25 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,A. Roberson makes 3-pt shot from 23 ft (assist by R. Westbrook),3,51-49,,
11:31.0,,,51-49,,J. Randle misses 2-pt shot from 7 ft
11:28.0,,,51-49,,Offensive rebound by N. Young
11:21.0,,,51-51,2,N. Young makes 2-pt shot from 19 ft
11:09.0,R. Westbrook misses 2-pt shot from 12 ft,,51-51,,
11:07.0,Offensive rebound by R. Westbrook,,51-51,,
11:04.0,R. Westbrook misses 2-pt shot from 13 ft,,51-51,,
11:03.0,,,51-51,,Defensive rebound by L. Deng
10:52.0,,,51-53,2,L. Deng makes 2-pt shot from 1 ft
10:28.0,Turnover by R. Westbrook (bad pass; steal by J. Calderon),,51-53,,
10:07.0,,,51-53,,N. Young misses 3-pt shot from 25 ft
10:06.0,,,51-53,,Offensive rebound by T. Mozgov
9:59.0,,,51-53,,Turnover by J. Randle (lost ball; steal by A. Roberson)
9:53.0,R. Westbrook makes 2-pt shot at rim (assist by A. Roberson),2,53-53,,
9:28.0,,,53-53,,L. Deng misses 2-pt shot from 17 ft
9:27.0,Defensive rebound by R. Westbrook,,53-53,,
9:22.0,Shooting foul by N. Young (drawn by R. Westbrook),,53-53,,
9:22.0,R. Westbrook makes free throw 1 of 2,1,54-53,,
9:22.0,R. Westbrook makes free throw 2 of 2,1,55-53,,
9:06.0,,,55-56,3,J. Calderon makes 3-pt shot from 26 ft (assist by J. Randle)
8:38.0,S. Adams makes 2-pt shot at rim (assist by D. Sabonis),2,57-56,,
8:22.0,,,57-56,,L. Deng misses 2-pt shot from 22 ft
8:20.0,Defensive rebound by D. Sabonis,,57-56,,
8:15.0,A. Roberson misses 2-pt shot from 1 ft (block by T. Mozgov),,57-56,,
8:11.0,,,57-56,,Defensive rebound by J. Calderon
8:10.0,,,57-56,,Turnover by N. Young (lost ball; steal by D. Sabonis)
8:09.0,,,57-56,,Personal foul by N. Young (drawn by D. Sabonis)
7:55.0,S. Adams makes 2-pt shot from 5 ft (assist by D. Sabonis),2,59-56,,
7:39.0,Personal foul by R. Westbrook (drawn by J. Calderon),,59-56,,
7:23.0,,,59-59,3,J. Randle makes 3-pt shot from 26 ft (assist by J. Calderon)
7:09.0,D. Sabonis misses 2-pt shot from 18 ft,,59-59,,
7:07.0,,,59-59,,Defensive rebound by J. Calderon
7:00.0,,,59-61,2,T. Mozgov makes 2-pt shot at rim (assist by J. Calderon)
7:00.0,Oklahoma City full timeout,,59-61,,
7:00.0,E. Kanter enters the game for D. Sabonis,,59-61,,
7:00.0,J. Lauvergne enters the game for S. Adams,,59-61,,
7:00.0,,,59-61,,Violation by Team (jump ball)
6:51.0,Turnover by R. Westbrook (bad pass),,59-61,,
6:39.0,,,59-61,,Shooting foul by E. Kanter (drawn by T. Mozgov)
6:39.0,,,59-62,1,T. Mozgov makes free throw 1 of 2
6:39.0,,,59-63,1,T. Mozgov makes free throw 2 of 2
6:28.0,R. Westbrook misses 2-pt shot from 16 ft,,59-63,,
6:26.0,,,59-63,,Defensive rebound by J. Calderon
6:20.0,,,59-63,,Turnover by J. Randle (discontinued dribble)
6:20.0,,,59-63,,B. Ingram enters the game for L. Deng
6:02.0,R. Westbrook makes 2-pt shot from 16 ft (assist by E. Kanter),2,61-63,,
5:45.0,,,61-63,,B. Ingram misses 2-pt shot from 2 ft (block by A. Roberson)
5:45.0,,,61-63,,Offensive rebound by Team
5:35.0,,,61-66,3,J. Calderon makes 3-pt shot from 26 ft (assist by T. Mozgov)
5:16.0,J. Lauvergne makes 3-pt shot from 24 ft (assist by R. Westbrook),3,64-66,,
4:52.0,,,64-66,,T. Mozgov misses 2-pt shot at rim
4:47.0,Defensive rebound by E. Kanter,,64-66,,
4:43.0,J. Lauvergne makes 3-pt shot from 23 ft (assist by V. Oladipo),3,67-66,,
4:25.0,,,67-66,,N. Young misses 3-pt shot from 27 ft
4:24.0,Defensive rebound by R. Westbrook,,67-66,,
4:21.0,Offensive charge foul by V. Oladipo,,67-66,,
4:21.0,Turnover by V. Oladipo (offensive foul),,67-66,,
4:21.0,,,67-66,,L. Nance enters the game for J. Randle
4:21.0,,,67-66,,J. Clarkson enters the game for N. Young
4:21.0,J. Grant enters the game for V. Oladipo,,67-66,,
4:05.0,,,67-66,,Shooting foul by J. Grant (drawn by T. Mozgov)
4:05.0,,,67-67,1,T. Mozgov makes free throw 1 of 2
4:05.0,,,67-68,1,T. Mozgov makes free throw 2 of 2
3:53.0,Turnover by E. Kanter (step out of bounds),,67-68,,
3:37.0,Personal foul by A. Roberson (drawn by J. Clarkson),,67-68,,
3:27.0,,,67-70,2,T. Mozgov makes 2-pt shot at rim (assist by J. Clarkson)
3:10.0,Turnover by R. Westbrook (bad pass; steal by L. Nance),,67-70,,
2:57.0,,,67-70,,J. Clarkson misses 3-pt shot from 27 ft
2:56.0,Defensive rebound by A. Roberson,,67-70,,
2:48.0,R. Westbrook misses 3-pt shot from 26 ft,,67-70,,
2:46.0,,,67-70,,Defensive rebound by J. Clarkson
2:38.0,,,67-72,2,L. Nance makes 2-pt shot from 1 ft (assist by J. Clarkson)
2:26.0,Turnover by R. Westbrook (bad pass; steal by L. Nance),,67-72,,
2:19.0,,,67-72,,L. Nance misses 2-pt shot from 1 ft
2:16.0,Defensive rebound by J. Lauvergne,,67-72,,
2:07.0,J. Lauvergne misses 2-pt shot from 21 ft,,67-72,,
2:06.0,Offensive rebound by E. Kanter,,67-72,,
2:05.0,E. Kanter misses 2-pt shot from 1 ft (block by L. Nance),,67-72,,
2:05.0,Offensive rebound by E. Kanter,,67-72,,
2:05.0,E. Kanter makes 2-pt shot from 1 ft,2,69-72,,
2:05.0,,,69-72,,LA Lakers full timeout
2:05.0,V. Oladipo enters the game for A. Roberson,,69-72,,
2:05.0,A. Abrines enters the game for R. Westbrook,,69-72,,
2:05.0,,,69-72,,T. Black enters the game for T. Mozgov
2:05.0,,,69-72,,L. Williams enters the game for J. Calderon
1:52.0,,,69-74,2,L. Nance makes 2-pt shot from 8 ft
1:41.0,V. Oladipo misses 2-pt shot from 18 ft,,69-74,,
1:38.0,,,69-74,,Defensive rebound by L. Nance
1:34.0,,,69-74,,Shooting foul by J. Lauvergne
1:34.0,,,69-75,1,L. Williams makes free throw 1 of 2
1:34.0,,,69-76,1,L. Williams makes free throw 2 of 2
1:23.0,E. Kanter misses 2-pt shot from 2 ft (block by T. Black),,69-76,,
1:19.0,,,69-76,,Defensive rebound by T. Black
1:09.0,,,69-78,2,J. Clarkson makes 2-pt shot from 8 ft
0:56.0,,,69-78,,Personal foul by J. Clarkson (drawn by J. Lauvergne)
0:56.0,S. Adams enters the game for E. Kanter,,69-78,,
0:47.0,V. Oladipo misses 2-pt shot from 5 ft,,69-78,,
0:47.0,Offensive rebound by S. Adams,,69-78,,
0:47.0,S. Adams makes 2-pt shot from 2 ft,2,71-78,,
0:36.0,,,71-80,2,J. Clarkson makes 2-pt shot from 1 ft
0:12.0,S. Adams misses 2-pt shot from 7 ft,,71-80,,
0:10.0,Offensive rebound by S. Adams,,71-80,,
0:07.0,S. Adams misses 2-pt shot from 7 ft,,71-80,,
0:06.0,Offensive rebound by S. Adams,,71-80,,
0:06.0,S. Adams makes 2-pt shot from 7 ft,2,73-80,,
0:06.0,Shooting foul by T. Black (drawn by S. Adams),,73-80,,
0:06.0,S. Adams makes free throw 1 of 1,1,74-80,,
0:06.0,S. Christon enters the game for A. Abrines,,73-80,,
0:06.0,,,73-80,,N. Young enters the game for T. Black
0:02.0,,,74-80,,L. Williams misses 2-pt shot from 22 ft (block by J. Lauvergne)
0:00.0,,,74-80,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,74-82,2,J. Clarkson makes 2-pt shot from 18 ft (assist by L. Williams)
11:29.0,J. Lauvergne misses 2-pt shot from 3 ft (block by T. Black),,74-82,,
11:27.0,,,74-82,,Defensive rebound by T. Black
11:20.0,,,74-84,2,T. Black makes 2-pt shot from 1 ft (assist by L. Williams)
11:20.0,,,74-84,,Shooting foul by J. Lauvergne (drawn by T. Black)
11:20.0,,,74-85,1,T. Black makes free throw 1 of 1
11:05.0,A. Morrow makes 2-pt shot from 12 ft,2,76-85,,
10:56.0,,,76-85,,Turnover by B. Ingram (bad pass; steal by A. Morrow)
10:47.0,A. Morrow misses 3-pt shot from 25 ft,,76-85,,
10:46.0,,,76-85,,Defensive rebound by T. Black
10:25.0,,,76-85,,J. Clarkson misses 2-pt shot from 7 ft
10:21.0,Defensive rebound by J. Grant,,76-85,,
10:17.0,J. Lauvergne misses 3-pt shot from 24 ft,,76-85,,
10:13.0,,,76-85,,Defensive rebound by J. Clarkson
9:58.0,,,76-85,,Offensive foul by B. Ingram
9:58.0,,,76-85,,Turnover by B. Ingram (offensive foul)
9:47.0,V. Oladipo misses 2-pt shot from 19 ft,,76-85,,
9:44.0,,,76-85,,Defensive rebound by L. Williams
9:29.0,,,76-88,3,L. Williams makes 3-pt shot from 24 ft
9:06.0,J. Lauvergne makes 2-pt shot at rim (assist by A. Morrow),2,78-88,,
8:47.0,,,78-91,3,B. Ingram makes 3-pt shot from 24 ft (assist by L. Williams)
8:28.0,V. Oladipo makes 3-pt shot from 24 ft (assist by J. Grant),3,81-91,,
8:16.0,,,81-91,,Shooting foul by J. Lauvergne (drawn by J. Clarkson)
8:16.0,Official timeout,,81-91,,
8:16.0,,,81-92,1,J. Clarkson makes free throw 1 of 2
8:16.0,,,81-93,1,J. Clarkson makes free throw 2 of 2
8:16.0,D. Sabonis enters the game for S. Adams,,81-91,,
8:16.0,E. Kanter enters the game for J. Grant,,81-91,,
8:16.0,R. Westbrook enters the game for J. Lauvergne,,81-91,,
8:04.0,Turnover by R. Westbrook (traveling),,81-93,,
7:54.0,,,81-93,,Turnover by B. Ingram (bad pass; steal by R. Westbrook)
7:31.0,R. Westbrook misses 3-pt shot from 27 ft,,81-93,,
7:30.0,Offensive rebound by E. Kanter,,81-93,,
7:28.0,E. Kanter makes 2-pt shot from 1 ft,2,83-93,,
7:11.0,Violation by V. Oladipo (kicked ball),,83-93,,
7:11.0,,,83-93,,T. Mozgov enters the game for T. Black
7:11.0,S. Adams enters the game for E. Kanter,,83-93,,
6:59.0,,,83-93,,Shooting foul by R. Westbrook (drawn by J. Clarkson)
6:59.0,,,83-94,1,J. Clarkson makes free throw 1 of 2
6:59.0,,,83-95,1,J. Clarkson makes free throw 2 of 2
6:50.0,Turnover by R. Westbrook (bad pass; steal by J. Clarkson),,83-95,,
6:45.0,,,83-97,2,L. Nance makes 2-pt shot at rim (assist by B. Ingram)
6:44.0,Oklahoma City full timeout,,83-97,,
6:37.0,R. Westbrook makes 2-pt shot from 4 ft,2,85-97,,
6:18.0,,,85-97,,L. Williams misses 3-pt shot from 25 ft
6:16.0,Defensive rebound by R. Westbrook,,85-97,,
6:14.0,V. Oladipo makes 2-pt shot from 1 ft (assist by R. Westbrook),2,87-97,,
6:14.0,,,87-97,,LA Lakers full timeout
6:00.0,,,87-100,3,B. Ingram makes 3-pt shot from 25 ft (assist by L. Williams)
5:43.0,V. Oladipo makes 3-pt shot from 23 ft (assist by R. Westbrook),3,90-100,,
5:30.0,,,90-102,2,L. Nance makes 2-pt shot from 17 ft (assist by B. Ingram)
5:13.0,R. Westbrook makes 3-pt shot from 27 ft (assist by S. Adams),3,93-102,,
4:52.0,,,93-104,2,J. Clarkson makes 2-pt shot at rim
4:37.0,R. Westbrook makes 3-pt shot from 24 ft (assist by V. Oladipo),3,96-104,,
4:17.0,,,96-104,,J. Clarkson misses 3-pt shot from 26 ft
4:15.0,Defensive rebound by S. Adams,,96-104,,
4:15.0,Oklahoma City full timeout,,96-104,,
4:15.0,J. Lauvergne enters the game for D. Sabonis,,96-104,,
4:15.0,,,96-104,,N. Young enters the game for J. Clarkson
4:04.0,R. Westbrook makes 2-pt shot from 13 ft,2,98-104,,
3:49.0,,,98-106,2,L. Williams makes 2-pt shot at rim
3:38.0,,,98-106,,Shooting block foul by T. Mozgov (drawn by R. Westbrook)
3:38.0,R. Westbrook misses free throw 1 of 2,,98-106,,
3:38.0,Offensive rebound by Team,,98-106,,
3:38.0,R. Westbrook makes free throw 2 of 2,1,99-106,,
3:21.0,,,99-108,2,L. Williams makes 2-pt shot from 14 ft
3:12.0,R. Westbrook makes 3-pt shot from 24 ft,3,102-108,,
2:52.0,,,102-108,,L. Williams misses 2-pt shot from 3 ft (block by V. Oladipo)
2:52.0,,,102-108,,Offensive rebound by Team
2:52.0,,,102-108,,LA Lakers full timeout
2:52.0,,,102-108,,J. Clarkson enters the game for B. Ingram
