time,Indiana,pts.away,score,pts.home,Toronto
5:05.0,J. Teague misses 2-pt shot from 6 ft,,16-18,,
5:04.0,,,16-18,,Defensive rebound by S. Ibaka
4:56.0,,,16-18,,Shooting foul by C. Miles (drawn by D. DeRozan)
4:56.0,,,16-18,,D. DeRozan misses free throw 1 of 2
4:56.0,,,16-18,,Offensive rebound by Team
4:56.0,,,16-19,1,D. DeRozan makes free throw 2 of 2
4:56.0,,,16-18,,P. Tucker enters the game for D. Carroll
4:34.0,T. Young makes 2-pt shot at rim (assist by P. George),2,18-19,,
4:20.0,,,18-21,2,S. Ibaka makes 2-pt shot from 19 ft (assist by D. DeRozan)
4:08.0,P. George misses 2-pt shot from 17 ft,,18-21,,
4:07.0,,,18-21,,Defensive rebound by J. Valanciunas
3:56.0,,,18-23,2,J. Valanciunas makes 2-pt shot at rim (assist by C. Joseph)
3:56.0,,,18-23,,Shooting foul by M. Turner (drawn by J. Valanciunas)
3:56.0,,,18-24,1,J. Valanciunas makes free throw 1 of 1
3:56.0,M. Ellis enters the game for C. Miles,,18-23,,
3:56.0,R. Christmas enters the game for M. Turner,,18-23,,
3:33.0,R. Christmas misses 2-pt shot from 4 ft (block by C. Joseph),,18-24,,
3:32.0,,,18-24,,Defensive rebound by C. Joseph
3:21.0,,,18-24,,S. Ibaka misses 3-pt shot from 27 ft
3:21.0,,,18-24,,Offensive rebound by J. Valanciunas
3:19.0,,,18-26,2,J. Valanciunas makes 2-pt shot from 2 ft
3:02.0,,,18-26,,Shooting block foul by J. Valanciunas (drawn by M. Ellis)
3:02.0,M. Ellis makes free throw 1 of 2,1,19-26,,
3:02.0,M. Ellis misses free throw 2 of 2,,19-26,,
3:02.0,R. Stuckey enters the game for J. Teague,,19-26,,
3:00.0,,,19-26,,Defensive rebound by S. Ibaka
2:58.0,,,19-26,,Toronto full timeout
2:58.0,,,19-26,,J. Poeltl enters the game for J. Valanciunas
2:58.0,,,19-26,,D. Wright enters the game for C. Joseph
2:40.0,,,19-26,,D. DeRozan misses 2-pt shot from 15 ft
2:40.0,,,19-26,,Offensive rebound by J. Poeltl
2:39.0,,,19-26,,J. Poeltl misses 2-pt shot from 1 ft
2:39.0,,,19-26,,Offensive rebound by J. Poeltl
2:37.0,Jump ball: R. Christmas vs. J. Poeltl,,,,Jump ball: R. Christmas vs. J. Poeltl
2:30.0,,,19-26,,Offensive foul by P. Tucker
2:30.0,,,19-26,,Turnover by P. Tucker (offensive foul)
2:30.0,L. Allen enters the game for T. Young,,19-26,,
2:06.0,P. George misses 2-pt shot from 20 ft,,19-26,,
2:06.0,Offensive rebound by Team,,19-26,,
2:06.0,Turnover by Team (shot clock),,19-26,,
2:06.0,,,19-26,,P. Patterson enters the game for S. Ibaka
1:48.0,,,19-28,2,J. Poeltl makes 2-pt shot from 3 ft (assist by P. Patterson)
1:35.0,P. George makes 2-pt shot from 20 ft,2,21-28,,
1:20.0,,,21-30,2,D. DeRozan makes 2-pt shot from 4 ft
0:54.0,R. Stuckey misses 3-pt shot from 28 ft,,21-30,,
0:53.0,,,21-30,,Defensive rebound by J. Poeltl
0:48.0,,,21-30,,Turnover by D. Wright (bad pass)
0:41.0,R. Stuckey misses 2-pt shot from 5 ft,,21-30,,
0:41.0,,,21-30,,Defensive rebound by D. DeRozan
0:35.0,,,21-32,2,P. Tucker makes 2-pt shot from 22 ft (assist by D. DeRozan)
0:16.0,M. Ellis misses 3-pt shot from 26 ft,,21-32,,
0:15.0,Offensive rebound by R. Christmas,,21-32,,
0:11.0,Shooting foul by J. Poeltl (drawn by P. George),,21-32,,
0:11.0,P. George makes 2-pt shot from 2 ft (assist by R. Christmas),2,23-32,,
0:11.0,P. George makes free throw 1 of 1,1,24-32,,
0:05.0,Personal foul by P. George (drawn by D. DeRozan),,24-32,,
0:05.0,G. Robinson enters the game for P. George,,24-32,,
0:00.0,,,24-32,,D. DeRozan misses 2-pt shot from 18 ft
0:00.0,,,24-32,,Offensive rebound by D. Wright
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,24-32,,N. Powell misses 3-pt shot from 28 ft
11:36.0,,,24-32,,Offensive rebound by Team
11:36.0,,,24-32,,Turnover by Team (shot clock)
11:17.0,Turnover by G. Robinson (lost ball; steal by P. Tucker),,24-32,,
11:10.0,,,24-32,,N. Powell misses 3-pt shot from 24 ft
11:08.0,,,24-32,,Offensive rebound by Team
10:55.0,,,24-35,3,P. Tucker makes 3-pt shot from 23 ft (assist by D. Wright)
10:38.0,R. Stuckey misses 2-pt shot from 7 ft,,24-35,,
10:37.0,,,24-35,,Defensive rebound by P. Patterson
10:31.0,,,24-35,,P. Tucker misses 2-pt shot from 1 ft
10:31.0,,,24-35,,Offensive rebound by Team
10:21.0,,,24-35,,P. Patterson misses 3-pt shot from 26 ft
10:21.0,,,24-35,,Offensive rebound by N. Powell
10:18.0,,,24-35,,Offensive foul by N. Powell
10:18.0,,,24-35,,Turnover by N. Powell (offensive foul)
10:06.0,Turnover by L. Allen (bad pass; steal by J. Poeltl),,24-35,,
9:59.0,,,24-35,,N. Powell misses 2-pt shot from 3 ft
9:59.0,Defensive rebound by L. Allen,,24-35,,
9:52.0,G. Robinson misses 3-pt shot from 24 ft,,24-35,,
9:51.0,,,24-35,,Defensive rebound by P. Tucker
9:42.0,,,24-35,,N. Powell misses 3-pt shot from 24 ft
9:41.0,Defensive rebound by R. Christmas,,24-35,,
9:36.0,,,24-35,,Violation by D. Wright (def goaltending)
9:36.0,M. Ellis makes 2-pt shot from 2 ft (assist by R. Stuckey),2,26-35,,
9:18.0,,,26-35,,P. Tucker misses 3-pt shot from 27 ft
9:17.0,Defensive rebound by G. Robinson,,26-35,,
9:08.0,M. Ellis misses 2-pt shot from 16 ft,,26-35,,
9:08.0,Offensive rebound by L. Allen,,26-35,,
9:05.0,L. Allen misses 2-pt shot from 2 ft (block by J. Poeltl),,26-35,,
9:04.0,Offensive rebound by L. Allen,,26-35,,
8:59.0,R. Christmas makes 2-pt shot at rim (assist by R. Stuckey),2,28-35,,
8:28.0,,,28-35,,N. Powell misses 3-pt shot from 28 ft
8:28.0,,,28-35,,Offensive rebound by D. Wright
8:24.0,,,28-37,2,D. Wright makes 2-pt shot from 2 ft
8:14.0,Shooting foul by J. Poeltl (drawn by R. Christmas),,28-37,,
8:14.0,Official timeout,,28-37,,
8:14.0,R. Christmas makes free throw 1 of 2,1,29-37,,
8:14.0,R. Christmas makes free throw 2 of 2,1,30-37,,
8:14.0,,,28-37,,J. Valanciunas enters the game for P. Tucker
8:14.0,,,28-37,,D. Carroll enters the game for J. Poeltl
7:58.0,,,30-39,2,N. Powell makes 2-pt shot from 2 ft (assist by D. Wright)
7:37.0,Offensive charge foul by R. Stuckey,,30-39,,
7:37.0,Turnover by R. Stuckey (offensive foul),,30-39,,
7:37.0,J. Teague enters the game for R. Stuckey,,30-39,,
7:37.0,M. Turner enters the game for R. Christmas,,30-39,,
7:23.0,Personal foul by L. Allen (drawn by J. Valanciunas),,30-39,,
7:23.0,P. George enters the game for G. Robinson,,30-39,,
7:17.0,,,30-42,3,D. Carroll makes 3-pt shot from 25 ft (assist by D. Wright)
7:01.0,P. George makes 2-pt shot from 17 ft (assist by M. Ellis),2,32-42,,
6:53.0,,,32-44,2,J. Valanciunas makes 2-pt shot from 4 ft (assist by N. Powell)
6:53.0,,,32-44,,Shooting foul by P. George (drawn by J. Valanciunas)
6:53.0,,,32-45,1,J. Valanciunas makes free throw 1 of 1
6:53.0,,,32-44,,D. DeRozan enters the game for D. Wright
6:53.0,,,32-44,,C. Joseph enters the game for N. Powell
6:53.0,T. Young enters the game for L. Allen,,32-44,,
6:35.0,Shooting foul by D. Carroll (drawn by P. George),,32-45,,
6:35.0,P. George misses free throw 1 of 2,,32-45,,
6:35.0,Offensive rebound by Team,,32-45,,
6:35.0,P. George makes free throw 2 of 2,1,33-45,,
6:35.0,C. Miles enters the game for M. Ellis,,32-45,,
6:18.0,,,33-48,3,D. DeRozan makes 3-pt shot from 23 ft
6:02.0,T. Young misses 2-pt shot from 6 ft,,33-48,,
6:01.0,,,33-48,,Defensive rebound by C. Joseph
5:45.0,,,33-48,,D. DeRozan misses 2-pt shot from 17 ft
5:45.0,Defensive rebound by C. Miles,,33-48,,
5:30.0,C. Miles misses 3-pt shot from 26 ft,,33-48,,
5:30.0,Offensive rebound by M. Turner,,33-48,,
5:23.0,T. Young makes 2-pt shot from 1 ft (assist by M. Turner),2,35-48,,
5:21.0,,,35-48,,Toronto full timeout
5:21.0,,,35-48,,S. Ibaka enters the game for D. Carroll
5:21.0,,,35-48,,P. Tucker enters the game for P. Patterson
4:59.0,,,35-48,,C. Joseph misses 2-pt shot from 17 ft
4:58.0,Defensive rebound by J. Teague,,35-48,,
4:52.0,J. Teague makes 2-pt shot from 2 ft,2,37-48,,
4:25.0,,,37-50,2,C. Joseph makes 2-pt shot from 8 ft
4:04.0,J. Teague makes 2-pt shot from 2 ft,2,39-50,,
3:52.0,,,39-50,,S. Ibaka misses 2-pt shot from 18 ft
3:52.0,Defensive rebound by Team,,39-50,,
3:51.0,,,39-50,,Personal foul by J. Valanciunas (drawn by M. Turner)
3:40.0,M. Turner makes 2-pt shot from 18 ft (assist by J. Teague),2,41-50,,
3:25.0,,,41-52,2,S. Ibaka makes 2-pt shot from 16 ft
3:11.0,T. Young makes 2-pt shot from 7 ft (assist by J. Teague),2,43-52,,
2:59.0,,,43-54,2,C. Joseph makes 2-pt shot from 9 ft
2:47.0,Shooting foul by C. Joseph (drawn by J. Teague),,43-54,,
2:47.0,Indiana full timeout,,43-54,,
2:47.0,J. Teague makes free throw 1 of 2,1,44-54,,
2:47.0,J. Teague makes free throw 2 of 2,1,45-54,,
2:24.0,,,45-54,,P. Tucker misses 3-pt shot from 23 ft
2:24.0,Defensive rebound by T. Young,,45-54,,
2:04.0,P. George misses 2-pt shot from 20 ft,,45-54,,
2:04.0,,,45-54,,Defensive rebound by C. Joseph
1:55.0,,,45-56,2,S. Ibaka makes 2-pt shot from 16 ft (assist by C. Joseph)
1:40.0,C. Miles misses 2-pt shot from 4 ft,,45-56,,
1:40.0,,,45-56,,Defensive rebound by S. Ibaka
1:29.0,,,45-58,2,D. DeRozan makes 2-pt shot from 13 ft
1:07.0,J. Teague misses 2-pt shot from 5 ft,,45-58,,
1:07.0,,,45-58,,Defensive rebound by J. Valanciunas
1:00.0,,,45-60,2,D. DeRozan makes 2-pt shot from 13 ft
0:54.0,Indiana full timeout,,45-60,,
0:54.0,,,45-60,,D. Wright enters the game for J. Valanciunas
0:54.0,,,45-60,,D. Carroll enters the game for C. Joseph
0:54.0,R. Christmas enters the game for P. George,,45-60,,
0:54.0,G. Robinson enters the game for M. Turner,,45-60,,
0:40.0,J. Teague misses 2-pt shot from 3 ft (block by S. Ibaka),,45-60,,
0:39.0,Offensive rebound by G. Robinson,,45-60,,
0:36.0,C. Miles misses 3-pt shot from 31 ft,,45-60,,
0:36.0,,,45-60,,Defensive rebound by S. Ibaka
0:15.0,,,45-60,,Turnover by S. Ibaka (lost ball)
0:15.0,,,45-60,,Loose ball foul by S. Ibaka (drawn by T. Young)
0:15.0,T. Young misses free throw 1 of 2,,45-60,,
0:15.0,Offensive rebound by Team,,45-60,,
0:15.0,T. Young misses free throw 2 of 2,,45-60,,
0:15.0,,,45-60,,Defensive rebound by P. Tucker
0:11.0,,,45-60,,Toronto full timeout
0:06.0,,,45-60,,Shooting foul by J. Teague (drawn by D. DeRozan)
0:06.0,,,45-61,1,D. DeRozan makes free throw 1 of 2
0:06.0,,,45-62,1,D. DeRozan makes free throw 2 of 2
0:05.0,Turnover by T. Young (bad pass; steal by P. Tucker),,45-62,,
0:01.0,,,45-62,,P. Tucker misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by G. Robinson,,45-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,45-62,,D. DeRozan misses 2-pt shot from 20 ft
11:37.0,Defensive rebound by J. Teague,,45-62,,
11:31.0,P. George makes 3-pt shot from 24 ft (assist by J. Teague),3,48-62,,
11:17.0,,,48-64,2,D. DeRozan makes 2-pt shot from 2 ft
10:57.0,J. Teague makes 2-pt shot from 8 ft,2,50-64,,
10:39.0,,,50-64,,Turnover by D. DeRozan (bad pass; steal by T. Young)
10:24.0,Shooting foul by S. Ibaka (drawn by M. Turner),,50-64,,
10:24.0,M. Turner makes free throw 1 of 2,1,51-64,,
10:24.0,M. Turner misses free throw 2 of 2,,51-64,,
10:22.0,,,51-64,,Defensive rebound by J. Valanciunas
10:05.0,,,51-67,3,D. Carroll makes 3-pt shot from 24 ft (assist by C. Joseph)
9:42.0,T. Young makes 2-pt shot from 6 ft (assist by C. Miles),2,53-67,,
9:27.0,,,53-67,,D. Carroll misses 3-pt shot from 26 ft
9:26.0,Defensive rebound by P. George,,53-67,,
9:15.0,P. George misses 3-pt shot from 26 ft,,53-67,,
9:15.0,,,53-67,,Defensive rebound by D. DeRozan
9:03.0,,,53-67,,S. Ibaka misses 2-pt shot from 17 ft
9:02.0,,,53-67,,Offensive rebound by C. Joseph
9:00.0,Personal foul by C. Miles (drawn by C. Joseph),,53-67,,
8:44.0,,,53-67,,D. DeRozan misses 2-pt shot from 18 ft
8:44.0,Defensive rebound by M. Turner,,53-67,,
8:35.0,C. Miles misses 3-pt shot from 27 ft,,53-67,,
8:35.0,Offensive rebound by P. George,,53-67,,
8:34.0,Offensive foul by P. George,,53-67,,
8:34.0,Turnover by P. George (offensive foul),,53-67,,
8:24.0,,,53-67,,D. DeRozan misses 2-pt shot from 11 ft
8:23.0,Defensive rebound by T. Young,,53-67,,
8:16.0,P. George misses 3-pt shot from 26 ft,,53-67,,
8:16.0,,,53-67,,Defensive rebound by S. Ibaka
8:00.0,,,53-70,3,D. Carroll makes 3-pt shot from 23 ft (assist by D. DeRozan)
7:59.0,Indiana full timeout,,53-70,,
7:46.0,M. Turner misses 2-pt shot from 18 ft,,53-70,,
7:45.0,,,53-70,,Defensive rebound by D. Carroll
7:33.0,,,53-72,2,S. Ibaka makes 2-pt shot from 16 ft
7:15.0,J. Teague makes 3-pt shot from 26 ft (assist by P. George),3,56-72,,
6:50.0,,,56-72,,D. DeRozan misses 3-pt shot from 23 ft
6:50.0,,,56-72,,Offensive rebound by J. Valanciunas
6:48.0,,,56-72,,J. Valanciunas misses 2-pt shot from 1 ft
6:47.0,,,56-72,,Offensive rebound by Team
6:47.0,Loose ball foul by C. Miles (drawn by J. Valanciunas),,56-72,,
6:35.0,,,56-74,2,D. DeRozan makes 2-pt shot from 13 ft
6:13.0,M. Turner misses 3-pt shot from 26 ft,,56-74,,
6:13.0,Offensive rebound by T. Young,,56-74,,
6:07.0,C. Miles makes 3-pt shot from 27 ft (assist by T. Young),3,59-74,,
5:42.0,,,59-74,,J. Valanciunas misses 2-pt shot from 5 ft
5:42.0,Defensive rebound by M. Turner,,59-74,,
5:36.0,Shooting foul by S. Ibaka (drawn by P. George),,59-74,,
5:36.0,P. George makes free throw 1 of 2,1,60-74,,
5:36.0,P. George misses free throw 2 of 2,,60-74,,
5:35.0,,,60-74,,Defensive rebound by D. Carroll
5:21.0,,,60-74,,D. DeRozan misses 2-pt shot from 16 ft
5:21.0,,,60-74,,Offensive rebound by Team
5:21.0,Loose ball foul by P. George (drawn by D. Carroll),,60-74,,
5:21.0,G. Robinson enters the game for P. George,,60-74,,
5:02.0,,,60-74,,D. DeRozan misses 2-pt shot from 12 ft
5:02.0,,,60-74,,Offensive rebound by J. Valanciunas
4:58.0,,,60-74,,Turnover by C. Joseph (bad pass; steal by J. Teague)
4:53.0,J. Teague misses 2-pt shot from 4 ft (block by D. Carroll),,60-74,,
4:52.0,,,60-74,,Defensive rebound by D. Carroll
4:49.0,,,60-74,,Turnover by D. DeRozan (lost ball)
4:39.0,T. Young makes 2-pt shot from 4 ft (assist by J. Teague),2,62-74,,
4:39.0,Shooting foul by J. Valanciunas (drawn by T. Young),,62-74,,
4:39.0,T. Young makes free throw 1 of 1,1,63-74,,
4:39.0,,,62-74,,P. Tucker enters the game for D. Carroll
4:39.0,,,62-74,,J. Poeltl enters the game for J. Valanciunas
4:27.0,,,63-74,,Shooting foul by M. Turner (drawn by J. Poeltl)
4:27.0,,,63-75,1,J. Poeltl makes free throw 1 of 2
4:27.0,,,63-76,1,J. Poeltl makes free throw 2 of 2
4:27.0,R. Christmas enters the game for M. Turner,,63-75,,
4:10.0,J. Teague misses 2-pt shot from 6 ft,,63-76,,
4:10.0,,,63-76,,Defensive rebound by D. DeRozan
3:59.0,,,63-78,2,D. DeRozan makes 2-pt shot from 3 ft
3:47.0,Shooting foul by C. Joseph (drawn by J. Teague),,63-78,,
3:47.0,J. Teague makes free throw 1 of 3,1,64-78,,
3:47.0,J. Teague makes free throw 2 of 3,1,65-78,,
3:47.0,J. Teague makes free throw 3 of 3,1,66-78,,
3:47.0,M. Ellis enters the game for C. Miles,,65-78,,
3:34.0,,,66-80,2,C. Joseph makes 2-pt shot from 6 ft
3:20.0,R. Christmas makes 2-pt shot from 4 ft (assist by M. Ellis),2,68-80,,
3:11.0,,,68-80,,S. Ibaka misses 2-pt shot from 17 ft
3:11.0,Defensive rebound by G. Robinson,,68-80,,
3:06.0,,,68-80,,P. Patterson enters the game for S. Ibaka
3:06.0,,,68-80,,D. Wright enters the game for C. Joseph
2:48.0,T. Young misses 2-pt shot from 7 ft,,68-80,,
2:47.0,,,68-80,,Defensive rebound by Team
2:47.0,Loose ball foul by R. Christmas (drawn by P. Patterson),,68-80,,
2:47.0,,,68-80,,Toronto full timeout
2:47.0,,,68-81,1,P. Patterson makes free throw 1 of 2
2:47.0,,,68-82,1,P. Patterson makes free throw 2 of 2
2:47.0,A. Jefferson enters the game for J. Teague,,68-80,,
2:47.0,R. Stuckey enters the game for R. Christmas,,68-80,,
2:26.0,M. Ellis misses 2-pt shot from 18 ft,,68-82,,
2:25.0,,,68-82,,Defensive rebound by P. Tucker
2:15.0,Violation by M. Ellis (kicked ball),,68-82,,
2:15.0,L. Allen enters the game for T. Young,,68-82,,
2:04.0,,,68-84,2,J. Poeltl makes 2-pt shot from 3 ft (assist by D. DeRozan)
1:41.0,Turnover by M. Ellis (bad pass),,68-84,,
1:41.0,,,68-84,,N. Powell enters the game for D. DeRozan
1:28.0,,,68-84,,Shooting foul by A. Jefferson (drawn by J. Poeltl)
1:28.0,,,68-85,1,J. Poeltl makes free throw 1 of 2
1:28.0,,,68-86,1,J. Poeltl makes free throw 2 of 2
1:19.0,,,68-86,,Personal foul by N. Powell (drawn by G. Robinson)
1:19.0,G. Robinson makes free throw 1 of 2,1,69-86,,
1:19.0,G. Robinson makes free throw 2 of 2,1,70-86,,
1:03.0,,,70-86,,D. Wright misses 2-pt shot from 9 ft
1:03.0,Defensive rebound by R. Stuckey,,70-86,,
0:51.0,M. Ellis makes 2-pt shot from 2 ft,2,72-86,,
0:51.0,Shooting foul by J. Poeltl (drawn by M. Ellis),,72-86,,
0:51.0,M. Ellis makes free throw 1 of 1,1,73-86,,
0:34.0,,,73-88,2,P. Tucker makes 2-pt shot from 3 ft
0:22.0,A. Jefferson misses 2-pt shot from 17 ft,,73-88,,
0:21.0,,,73-88,,Defensive rebound by D. Wright
0:01.0,,,73-91,3,N. Powell makes 3-pt shot from 23 ft (assist by P. Tucker)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,L. Allen makes 2-pt shot from 17 ft (assist by M. Turner),2,75-91,,
11:36.0,Personal foul by A. Brooks (drawn by D. Wright),,75-91,,
11:23.0,,,75-94,3,P. Patterson makes 3-pt shot from 24 ft (assist by P. Tucker)
11:15.0,Turnover by P. George (lost ball; steal by D. Wright),,75-94,,
11:03.0,,,75-94,,Turnover by N. Powell (bad pass; steal by L. Allen)
11:00.0,,,75-94,,Personal foul by D. Wright (drawn by A. Brooks)
10:52.0,A. Brooks makes 3-pt shot from 25 ft (assist by L. Allen),3,78-94,,
10:31.0,,,78-94,,N. Powell misses 2-pt shot from 2 ft (block by L. Allen)
10:31.0,Defensive rebound by Team,,78-94,,
10:11.0,Turnover by M. Turner (lost ball; steal by P. Patterson),,78-94,,
10:06.0,,,78-96,2,D. Wright makes 2-pt shot from 1 ft (assist by P. Patterson)
9:49.0,A. Brooks misses 2-pt shot from 17 ft,,78-96,,
9:49.0,,,78-96,,Defensive rebound by P. Tucker
9:41.0,Personal foul by A. Brooks (drawn by J. Poeltl),,78-96,,
9:41.0,,,78-96,,C. Joseph enters the game for N. Powell
9:24.0,,,78-98,2,P. Tucker makes 2-pt shot from 5 ft
9:13.0,Offensive charge foul by P. George,,78-98,,
9:13.0,Turnover by P. George (offensive foul),,78-98,,
8:59.0,,,78-98,,C. Joseph misses 2-pt shot from 8 ft
8:59.0,Defensive rebound by M. Turner,,78-98,,
8:50.0,M. Ellis makes 2-pt shot from 15 ft,2,80-98,,
8:32.0,Personal foul by A. Brooks (drawn by D. Wright),,80-98,,
8:32.0,Official timeout,,80-98,,
8:17.0,,,80-98,,D. Wright misses 2-pt shot from 24 ft
8:16.0,Defensive rebound by M. Ellis,,80-98,,
7:59.0,A. Brooks makes 2-pt shot from 3 ft,2,82-98,,
7:44.0,,,82-100,2,J. Poeltl makes 2-pt shot from 2 ft (assist by C. Joseph)
7:23.0,Turnover by A. Brooks (bad pass; steal by C. Joseph),,82-100,,
7:17.0,,,82-100,,P. Tucker misses 2-pt shot from 4 ft
7:16.0,,,82-100,,Offensive rebound by Team
7:16.0,J. Teague enters the game for A. Brooks,,82-100,,
7:12.0,,,82-103,3,C. Joseph makes 3-pt shot from 26 ft (assist by D. Wright)
6:56.0,Offensive charge foul by J. Teague,,82-103,,
6:56.0,Turnover by J. Teague (offensive foul),,82-103,,
6:38.0,,,82-105,2,C. Joseph makes 2-pt shot from 19 ft
6:26.0,M. Ellis misses 2-pt shot from 3 ft (block by J. Poeltl),,82-105,,
6:26.0,Offensive rebound by Team,,82-105,,
6:22.0,P. George makes 2-pt shot from 4 ft (assist by M. Ellis),2,84-105,,
6:05.0,,,84-108,3,P. Patterson makes 3-pt shot from 25 ft (assist by C. Joseph)
5:48.0,M. Ellis makes 2-pt shot from 21 ft,2,86-108,,
5:36.0,,,86-110,2,J. Poeltl makes 2-pt shot from 3 ft (assist by D. Wright)
5:36.0,Indiana full timeout,,86-110,,
5:36.0,G. Robinson enters the game for P. George,,86-110,,
5:36.0,R. Christmas enters the game for M. Turner,,86-110,,
5:36.0,K. Seraphin enters the game for J. Teague,,86-110,,
5:36.0,A. Brooks enters the game for L. Allen,,86-110,,
5:25.0,M. Ellis misses 2-pt shot from 19 ft,,86-110,,
5:25.0,Offensive rebound by R. Christmas,,86-110,,
5:24.0,R. Christmas misses 2-pt shot from 1 ft,,86-110,,
5:24.0,Offensive rebound by Team,,86-110,,
5:10.0,,,86-110,,Violation by Team (delay of game)
5:03.0,M. Ellis misses 3-pt shot from 24 ft,,86-110,,
5:02.0,,,86-110,,Defensive rebound by Team
5:02.0,Loose ball foul by G. Robinson (drawn by P. Tucker),,86-110,,
4:51.0,,,86-110,,Turnover by C. Joseph (lost ball; steal by M. Ellis)
4:47.0,Shooting foul by J. Poeltl (drawn by G. Robinson),,86-110,,
4:47.0,G. Robinson misses free throw 1 of 2,,86-110,,
4:47.0,Offensive rebound by Team,,86-110,,
4:47.0,G. Robinson makes free throw 2 of 2,1,87-110,,
