time,Chicago,pts.away,score,pts.home,Orlando
6:06.0,,,37-35,,E. Payton enters the game for B. Biyombo
6:06.0,,,37-35,,N. Vucevic enters the game for D. Rudez
5:58.0,,,38-35,,Shooting foul by D. Wade (drawn by J. Green)
5:58.0,,,38-36,1,J. Green makes free throw 1 of 2
5:58.0,,,38-37,1,J. Green makes free throw 2 of 2
5:45.0,D. McDermott misses 2-pt shot from 11 ft,,38-37,,
5:43.0,,,38-37,,Defensive rebound by J. Green
5:37.0,,,38-39,2,E. Payton makes 2-pt shot from 2 ft
5:21.0,D. McDermott makes 3-pt shot from 26 ft (assist by D. Wade),3,41-39,,
5:05.0,,,41-39,,Turnover by E. Payton (lost ball; steal by N. Mirotic)
5:05.0,,,41-39,,Personal foul by E. Payton (drawn by N. Mirotic)
5:05.0,T. Gibson enters the game for N. Mirotic,,41-39,,
5:05.0,R. Lopez enters the game for C. Felicio,,41-39,,
4:42.0,J. Butler misses 3-pt shot from 24 ft,,41-39,,
4:41.0,,,41-39,,Defensive rebound by S. Ibaka
4:32.0,,,41-39,,Turnover by S. Ibaka (bad pass; steal by D. Wade)
4:26.0,J. Butler makes 2-pt shot from 1 ft (assist by D. Wade),2,43-39,,
4:17.0,,,43-39,,E. Payton misses 2-pt shot from 2 ft (block by D. McDermott)
4:17.0,Defensive rebound by R. Lopez,,43-39,,
4:11.0,D. McDermott makes 3-pt shot from 25 ft (assist by J. Butler),3,46-39,,
4:11.0,,,46-39,,Orlando full timeout
4:11.0,,,46-39,,M. Hezonja enters the game for J. Green
3:59.0,,,46-39,,N. Vucevic misses 2-pt shot from 1 ft
3:57.0,Defensive rebound by T. Gibson,,46-39,,
3:41.0,Turnover by D. Wade (bad pass),,46-39,,
3:19.0,,,46-39,,A. Gordon misses 2-pt shot from 16 ft
3:18.0,Defensive rebound by T. Gibson,,46-39,,
3:10.0,D. Wade misses 2-pt shot from 10 ft,,46-39,,
3:07.0,,,46-39,,Defensive rebound by M. Hezonja
2:57.0,,,46-39,,Turnover by N. Vucevic (lost ball; steal by D. Wade)
2:50.0,D. McDermott misses 3-pt shot from 28 ft,,46-39,,
2:49.0,,,46-39,,Defensive rebound by M. Hezonja
2:42.0,,,46-39,,Shooting foul by T. Gibson (drawn by N. Vucevic)
2:42.0,Chicago full timeout,,46-39,,
2:42.0,,,46-40,1,N. Vucevic makes free throw 1 of 2
2:42.0,,,46-41,1,N. Vucevic makes free throw 2 of 2
2:42.0,J. Grant enters the game for D. McDermott,,46-39,,
2:28.0,T. Gibson misses 3-pt shot from 24 ft,,46-41,,
2:27.0,,,46-41,,Defensive rebound by N. Vucevic
2:13.0,,,46-44,3,S. Ibaka makes 3-pt shot from 25 ft (assist by N. Vucevic)
1:56.0,D. Wade makes 2-pt shot from 13 ft (assist by J. Butler),2,48-44,,
1:35.0,,,48-46,2,N. Vucevic makes 2-pt shot from 21 ft (assist by A. Gordon)
1:17.0,D. Wade makes 2-pt shot from 15 ft,2,50-46,,
0:58.0,,,50-49,3,S. Ibaka makes 3-pt shot from 25 ft (assist by N. Vucevic)
0:42.0,D. Wade makes 2-pt shot from 11 ft,2,52-49,,
0:29.0,,,52-49,,A. Gordon misses 2-pt shot from 1 ft (block by R. Lopez)
0:27.0,Defensive rebound by J. Butler,,52-49,,
0:14.0,T. Gibson misses 2-pt shot from 2 ft,,52-49,,
0:12.0,,,52-49,,Defensive rebound by M. Hezonja
0:08.0,,,52-49,,Turnover by M. Hezonja (lost ball; steal by D. Wade)
0:00.0,J. Butler misses 3-pt shot from 27 ft,,52-49,,
0:00.0,Offensive rebound by Team,,52-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,52-49,,Personal foul by A. Gordon (drawn by T. Gibson)
11:29.0,R. Lopez makes 2-pt shot from 7 ft,2,54-49,,
11:13.0,,,54-49,,S. Ibaka misses 3-pt shot from 26 ft
11:12.0,,,54-49,,Offensive rebound by A. Gordon
11:11.0,,,54-49,,A. Gordon misses 2-pt shot from 3 ft (block by D. Wade)
11:06.0,,,54-49,,Offensive rebound by A. Gordon
11:06.0,,,54-51,2,A. Gordon makes 2-pt shot from 1 ft
10:45.0,T. Gibson misses 2-pt shot from 2 ft (block by S. Ibaka),,54-51,,
10:43.0,,,54-51,,Defensive rebound by J. Green
10:38.0,Shooting block foul by J. Grant (drawn by J. Green),,54-51,,
10:38.0,,,54-52,1,J. Green makes free throw 1 of 2
10:38.0,,,54-53,1,J. Green makes free throw 2 of 2
10:18.0,J. Grant makes 3-pt shot from 26 ft (assist by T. Gibson),3,57-53,,
9:56.0,,,57-55,2,A. Gordon makes 2-pt shot from 2 ft (assist by E. Payton)
9:56.0,,,57-55,,Shooting foul by R. Lopez (drawn by A. Gordon)
9:56.0,,,57-56,1,A. Gordon makes free throw 1 of 1
9:41.0,J. Butler misses 2-pt shot from 17 ft,,57-56,,
9:39.0,,,57-56,,Defensive rebound by S. Ibaka
9:28.0,,,57-58,2,N. Vucevic makes 2-pt shot from 8 ft
9:16.0,D. Wade makes 2-pt shot from 14 ft,2,59-58,,
9:03.0,,,59-60,2,N. Vucevic makes 2-pt shot from 18 ft (assist by E. Payton)
8:54.0,Turnover by D. Wade (bad pass; steal by N. Vucevic),,59-60,,
8:52.0,,,59-60,,Turnover by J. Green (bad pass; steal by D. Wade)
8:48.0,D. Wade makes 2-pt shot from 1 ft,2,61-60,,
8:38.0,,,61-60,,E. Payton misses 2-pt shot from 2 ft
8:36.0,Defensive rebound by J. Grant,,61-60,,
8:32.0,Turnover by J. Grant (bad pass),,61-60,,
8:15.0,,,61-60,,J. Green misses 2-pt shot from 18 ft
8:14.0,Defensive rebound by R. Lopez,,61-60,,
8:05.0,Shooting foul by J. Green (drawn by T. Gibson),,61-60,,
8:05.0,T. Gibson makes free throw 1 of 2,1,62-60,,
8:05.0,T. Gibson misses free throw 2 of 2,,62-60,,
8:03.0,,,62-60,,Defensive rebound by N. Vucevic
7:52.0,,,62-60,,N. Vucevic misses 2-pt shot from 6 ft
7:51.0,Defensive rebound by R. Lopez,,62-60,,
7:39.0,Shooting foul by S. Ibaka (drawn by T. Gibson),,62-60,,
7:39.0,T. Gibson misses free throw 1 of 2,,62-60,,
7:39.0,Offensive rebound by Team,,62-60,,
7:39.0,T. Gibson makes free throw 2 of 2,1,63-60,,
7:27.0,,,63-62,2,S. Ibaka makes 2-pt shot from 5 ft
7:27.0,,,63-62,,Shooting foul by T. Gibson (drawn by S. Ibaka)
7:27.0,,,63-63,1,S. Ibaka makes free throw 1 of 1
7:13.0,D. Wade misses 2-pt shot from 18 ft,,63-63,,
7:11.0,Offensive rebound by Team,,63-63,,
7:00.0,R. Lopez makes 2-pt shot from 6 ft,2,65-63,,
6:50.0,,,65-63,,Turnover by E. Payton (lost ball)
6:34.0,J. Grant misses 3-pt shot from 27 ft,,65-63,,
6:31.0,Offensive rebound by R. Lopez,,65-63,,
6:31.0,R. Lopez makes 2-pt shot from 2 ft,2,67-63,,
6:12.0,,,67-63,,J. Green misses 2-pt shot from 2 ft
6:09.0,Defensive rebound by D. Wade,,67-63,,
6:03.0,D. Wade makes 2-pt shot from 1 ft,2,69-63,,
6:03.0,,,69-63,,Orlando full timeout
5:41.0,,,69-63,,S. Ibaka misses 3-pt shot from 27 ft
5:40.0,Defensive rebound by T. Gibson,,69-63,,
5:23.0,R. Lopez misses 2-pt shot from 2 ft (block by S. Ibaka),,69-63,,
5:20.0,,,69-63,,Defensive rebound by N. Vucevic
5:01.0,,,69-63,,E. Payton misses 3-pt shot from 26 ft
5:00.0,,,69-63,,Offensive rebound by J. Green
4:54.0,,,69-63,,N. Vucevic misses 2-pt shot from 3 ft
4:53.0,,,69-63,,Offensive rebound by N. Vucevic
4:42.0,,,69-65,2,N. Vucevic makes 2-pt shot from 5 ft
4:17.0,Shooting foul by E. Payton (drawn by J. Grant),,69-65,,
4:17.0,J. Grant makes free throw 1 of 3,1,70-65,,
4:17.0,J. Grant makes free throw 2 of 3,1,71-65,,
4:17.0,J. Grant makes free throw 3 of 3,1,72-65,,
4:17.0,,,71-65,,C. Watson enters the game for J. Green
4:17.0,R. Rondo enters the game for D. Wade,,71-65,,
4:06.0,,,72-67,2,N. Vucevic makes 2-pt shot from 20 ft
3:40.0,R. Rondo misses 3-pt shot from 24 ft,,72-67,,
3:37.0,,,72-67,,Defensive rebound by E. Payton
3:33.0,,,72-69,2,E. Payton makes 2-pt shot from 2 ft
3:17.0,J. Grant misses 3-pt shot from 25 ft,,72-69,,
3:16.0,,,72-69,,Defensive rebound by E. Payton
3:11.0,,,72-71,2,E. Payton makes 2-pt shot from 1 ft
3:11.0,Chicago full timeout,,72-71,,
3:11.0,D. McDermott enters the game for T. Gibson,,72-71,,
3:11.0,N. Mirotic enters the game for J. Grant,,72-71,,
2:49.0,J. Butler misses 3-pt shot from 25 ft,,72-71,,
2:48.0,,,72-71,,Defensive rebound by S. Ibaka
2:36.0,,,72-71,,N. Vucevic misses 2-pt shot from 12 ft
2:35.0,Defensive rebound by J. Butler,,72-71,,
2:21.0,N. Mirotic misses 3-pt shot from 25 ft,,72-71,,
2:20.0,,,72-71,,Defensive rebound by E. Payton
2:14.0,,,72-71,,Turnover by E. Payton (bad pass)
2:14.0,,,72-71,,B. Biyombo enters the game for N. Vucevic
2:14.0,,,72-71,,D. Rudez enters the game for S. Ibaka
2:00.0,J. Butler makes 2-pt shot from 2 ft,2,74-71,,
1:54.0,Personal foul by D. McDermott (drawn by B. Biyombo),,74-71,,
1:54.0,C. Felicio enters the game for R. Lopez,,74-71,,
1:47.0,,,74-71,,E. Payton misses 2-pt shot from 2 ft (block by N. Mirotic)
1:45.0,Defensive rebound by R. Rondo,,74-71,,
1:41.0,D. McDermott misses 3-pt shot from 26 ft,,74-71,,
1:40.0,,,74-71,,Defensive rebound by Team
1:24.0,,,74-73,2,A. Gordon makes 2-pt shot from 18 ft (assist by E. Payton)
1:05.0,C. Felicio misses 2-pt shot from 17 ft,,74-73,,
1:04.0,,,74-73,,Defensive rebound by A. Gordon
0:59.0,,,74-73,,C. Watson misses 3-pt shot from 25 ft
0:57.0,,,74-73,,Offensive rebound by A. Gordon
0:53.0,,,74-73,,Orlando full timeout
0:46.0,,,74-73,,A. Gordon misses 2-pt shot from 9 ft
0:45.0,Defensive rebound by C. Felicio,,74-73,,
0:31.0,C. Felicio misses 2-pt shot from 11 ft,,74-73,,
0:31.0,Offensive rebound by J. Butler,,74-73,,
0:31.0,Shooting foul by D. Rudez (drawn by J. Butler),,74-73,,
0:31.0,J. Butler makes free throw 1 of 2,1,75-73,,
0:31.0,J. Butler makes free throw 2 of 2,1,76-73,,
0:11.0,,,76-73,,Turnover by E. Payton (bad pass; steal by R. Rondo)
0:02.0,J. Butler makes 2-pt shot from 20 ft,2,78-73,,
0:00.0,,,78-73,,A. Gordon misses 3-pt shot from 59 ft
0:00.0,,,78-73,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,78-73,,Turnover by B. Biyombo (traveling)
11:31.0,Turnover by R. Rondo (bad pass),,78-73,,
11:10.0,,,78-73,,B. Biyombo misses 2-pt shot from 12 ft
11:10.0,,,78-73,,Offensive rebound by Team
11:10.0,Loose ball foul by N. Mirotic (drawn by C. Watson),,78-73,,
10:57.0,,,78-73,,C. Watson misses 2-pt shot from 1 ft
10:55.0,Defensive rebound by C. Felicio,,78-73,,
10:51.0,,,78-73,,Violation by B. Biyombo (def goaltending)
10:51.0,R. Rondo makes 2-pt shot from 1 ft,2,80-73,,
10:34.0,,,80-75,2,J. Green makes 2-pt shot from 20 ft (assist by C. Watson)
10:20.0,Shooting foul by D. Rudez (drawn by C. Felicio),,80-75,,
10:20.0,C. Felicio makes free throw 1 of 2,1,81-75,,
10:20.0,C. Felicio misses free throw 2 of 2,,81-75,,
10:18.0,,,81-75,,Defensive rebound by D. Rudez
9:58.0,,,81-75,,J. Green misses 3-pt shot from 29 ft
9:56.0,Defensive rebound by D. McDermott,,81-75,,
9:46.0,N. Mirotic misses 2-pt shot from 4 ft,,81-75,,
9:46.0,,,81-75,,Defensive rebound by B. Biyombo
9:46.0,Personal foul by R. Rondo (drawn by B. Biyombo),,81-75,,
9:46.0,D. Wade enters the game for R. Rondo,,81-75,,
9:32.0,,,81-75,,D. Rudez misses 3-pt shot from 26 ft
9:31.0,Defensive rebound by C. Felicio,,81-75,,
9:16.0,Turnover by P. Zipser (lost ball; steal by M. Hezonja),,81-75,,
9:10.0,,,81-77,2,D. Rudez makes 2-pt shot from 17 ft (assist by M. Hezonja)
8:57.0,N. Mirotic misses 3-pt shot from 27 ft,,81-77,,
8:55.0,,,81-77,,Defensive rebound by B. Biyombo
8:49.0,,,81-77,,M. Hezonja misses 3-pt shot from 26 ft
8:47.0,,,81-77,,Offensive rebound by C. Watson
8:45.0,,,81-77,,D. Rudez misses 3-pt shot from 27 ft
8:43.0,Defensive rebound by C. Felicio,,81-77,,
8:36.0,Official timeout,,81-77,,
8:36.0,,,81-77,,S. Ibaka enters the game for D. Rudez
8:36.0,,,81-77,,E. Payton enters the game for M. Hezonja
8:32.0,D. Wade makes 3-pt shot from 27 ft (assist by D. McDermott),3,84-77,,
8:12.0,,,84-79,2,C. Watson makes 2-pt shot from 8 ft
8:00.0,C. Felicio makes 2-pt shot at rim (assist by D. Wade),2,86-79,,
7:41.0,,,86-79,,Turnover by C. Watson (bad pass)
7:23.0,D. Wade makes 2-pt shot from 15 ft,2,88-79,,
7:23.0,,,88-79,,Orlando full timeout
7:23.0,J. Butler enters the game for D. McDermott,,88-79,,
7:23.0,,,88-79,,A. Gordon enters the game for J. Green
7:23.0,,,88-79,,N. Vucevic enters the game for B. Biyombo
7:08.0,,,88-79,,E. Payton misses 2-pt shot from 18 ft
7:07.0,Defensive rebound by N. Mirotic,,88-79,,
6:54.0,D. Wade misses 2-pt shot from 9 ft,,88-79,,
6:52.0,Offensive rebound by C. Felicio,,88-79,,
6:52.0,C. Felicio makes 2-pt shot at rim,2,90-79,,
6:39.0,,,90-79,,N. Vucevic misses 2-pt shot from 17 ft
6:36.0,Defensive rebound by J. Butler,,90-79,,
6:24.0,Turnover by N. Mirotic (lost ball; steal by N. Vucevic),,90-79,,
6:19.0,,,90-79,,Shooting foul by P. Zipser (drawn by C. Watson)
6:19.0,,,90-79,,C. Watson misses free throw 1 of 2
6:19.0,,,90-79,,Offensive rebound by Team
6:19.0,,,90-80,1,C. Watson makes free throw 2 of 2
6:19.0,T. Gibson enters the game for N. Mirotic,,90-79,,
5:58.0,D. Wade misses 2-pt shot from 14 ft,,90-80,,
5:56.0,,,90-80,,Defensive rebound by C. Watson
5:50.0,,,90-80,,E. Payton misses 3-pt shot from 26 ft
5:49.0,,,90-80,,Offensive rebound by Team
5:48.0,,,90-80,,Turnover by A. Gordon (bad pass; steal by J. Butler)
5:44.0,J. Butler makes 2-pt shot at rim,2,92-80,,
5:31.0,,,92-83,3,A. Gordon makes 3-pt shot from 25 ft (assist by C. Watson)
5:10.0,J. Butler makes 2-pt shot from 2 ft,2,94-83,,
5:02.0,,,94-83,,Shooting foul by D. Wade (drawn by A. Gordon)
5:02.0,,,94-84,1,A. Gordon makes free throw 1 of 2
5:02.0,,,94-84,,A. Gordon misses free throw 2 of 2
5:00.0,Defensive rebound by C. Felicio,,94-84,,
4:44.0,D. Wade misses 2-pt shot from 8 ft,,94-84,,
4:41.0,,,94-84,,Defensive rebound by C. Watson
4:34.0,,,94-84,,Turnover by E. Payton (lost ball; steal by D. Wade)
4:29.0,Shooting foul by S. Ibaka (drawn by C. Felicio),,94-84,,
4:29.0,C. Felicio makes free throw 1 of 2,1,95-84,,
4:29.0,C. Felicio misses free throw 2 of 2,,95-84,,
4:29.0,,,95-84,,J. Green enters the game for C. Watson
4:28.0,,,95-84,,Defensive rebound by S. Ibaka
4:15.0,,,95-84,,N. Vucevic misses 2-pt shot from 9 ft
4:13.0,Defensive rebound by D. Wade,,95-84,,
4:04.0,Shooting foul by J. Green (drawn by T. Gibson),,95-84,,
4:04.0,T. Gibson makes free throw 1 of 2,1,96-84,,
4:04.0,T. Gibson misses free throw 2 of 2,,96-84,,
4:02.0,,,96-84,,Defensive rebound by S. Ibaka
3:47.0,,,96-84,,S. Ibaka misses 2-pt shot from 19 ft
3:42.0,,,96-84,,Offensive rebound by N. Vucevic
3:42.0,,,96-84,,Turnover by N. Vucevic (bad pass; steal by J. Butler)
3:38.0,D. Wade misses 2-pt shot from 1 ft,,96-84,,
3:35.0,Offensive rebound by D. Wade,,96-84,,
3:35.0,D. Wade misses 2-pt shot from 2 ft,,96-84,,
3:34.0,Offensive rebound by D. Wade,,96-84,,
3:34.0,D. Wade misses 2-pt shot from 1 ft,,96-84,,
3:33.0,,,96-84,,Defensive rebound by N. Vucevic
3:33.0,Personal foul by D. Wade (drawn by N. Vucevic),,96-84,,
3:33.0,,,96-85,1,N. Vucevic makes free throw 1 of 2
3:33.0,,,96-86,1,N. Vucevic makes free throw 2 of 2
3:13.0,Turnover by P. Zipser (bad pass),,96-86,,
3:03.0,,,96-88,2,N. Vucevic makes 2-pt shot from 1 ft
3:03.0,,,96-88,,Shooting foul by C. Felicio (drawn by N. Vucevic)
3:03.0,,,96-88,,N. Vucevic misses free throw 1 of 1
3:03.0,R. Lopez enters the game for C. Felicio,,96-88,,
3:01.0,Defensive rebound by P. Zipser,,96-88,,
2:47.0,D. Wade makes 2-pt shot from 17 ft,2,98-88,,
2:33.0,,,98-88,,E. Payton misses 2-pt shot from 2 ft (block by T. Gibson)
2:31.0,,,98-88,,Offensive rebound by E. Payton
2:21.0,,,98-88,,J. Green misses 3-pt shot from 26 ft
2:20.0,,,98-88,,Offensive rebound by E. Payton
2:18.0,,,98-88,,E. Payton misses 2-pt shot from 2 ft
2:17.0,,,98-88,,Offensive rebound by E. Payton
2:17.0,,,98-90,2,E. Payton makes 2-pt shot from 2 ft
2:07.0,Turnover by R. Lopez (traveling),,98-90,,
