time,Washington,pts.away,score,pts.home,Toronto
8:05.0,B. Beal makes 2-pt shot from 3 ft (assist by M. Gortat),2,10-6,,
7:55.0,,,10-6,,J. Valanciunas misses 2-pt shot from 3 ft
7:54.0,Defensive rebound by J. Wall,,10-6,,
7:46.0,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall),2,12-6,,
7:36.0,,,12-6,,Toronto full timeout
7:24.0,,,12-6,,C. Joseph misses 3-pt shot from 25 ft
7:23.0,,,12-6,,Offensive rebound by J. Valanciunas
7:23.0,,,12-6,,J. Valanciunas misses 2-pt shot from 1 ft
7:22.0,,,12-6,,Offensive rebound by J. Valanciunas
7:21.0,,,12-8,2,J. Valanciunas makes 2-pt shot from 3 ft
7:04.0,O. Porter misses 2-pt shot from 22 ft,,12-8,,
7:03.0,,,12-8,,Defensive rebound by S. Ibaka
6:53.0,,,12-8,,S. Ibaka misses 3-pt shot from 26 ft
6:53.0,Defensive rebound by O. Porter,,12-8,,
6:45.0,M. Gortat makes 2-pt shot from 5 ft (assist by J. Wall),2,14-8,,
6:27.0,,,14-8,,J. Valanciunas misses 2-pt shot from 1 ft
6:27.0,,,14-8,,Offensive rebound by J. Valanciunas
6:27.0,,,14-10,2,J. Valanciunas makes 2-pt shot from 1 ft
6:27.0,,,14-10,,Shooting foul by M. Gortat (drawn by J. Valanciunas)
6:27.0,,,14-11,1,J. Valanciunas makes free throw 1 of 1
6:27.0,I. Mahinmi enters the game for M. Gortat,,14-10,,
6:11.0,J. Wall makes 2-pt shot from 15 ft (assist by M. Morris),2,16-11,,
5:50.0,,,16-11,,D. DeRozan misses 2-pt shot from 5 ft
5:50.0,Defensive rebound by O. Porter,,16-11,,
5:40.0,M. Morris makes 3-pt shot from 26 ft (assist by J. Wall),3,19-11,,
5:16.0,,,19-11,,Turnover by D. Carroll (lost ball)
5:04.0,Turnover by I. Mahinmi (lost ball; steal by C. Joseph),,19-11,,
4:58.0,,,19-11,,D. Carroll misses 2-pt shot from 2 ft
4:58.0,,,19-11,,Offensive rebound by S. Ibaka
4:54.0,,,19-13,2,S. Ibaka makes 2-pt shot from 1 ft
4:37.0,B. Beal misses 3-pt shot from 25 ft,,19-13,,
4:37.0,,,19-13,,Defensive rebound by J. Valanciunas
4:24.0,,,19-15,2,D. DeRozan makes 2-pt shot from 13 ft
4:01.0,J. Wall makes 2-pt shot from 16 ft (assist by B. Beal),2,21-15,,
3:51.0,,,21-18,3,S. Ibaka makes 3-pt shot from 26 ft (assist by C. Joseph)
3:43.0,Washington full timeout,,21-18,,
3:43.0,,,21-18,,P. Tucker enters the game for D. Carroll
3:43.0,,,21-18,,P. Patterson enters the game for J. Valanciunas
3:43.0,B. Bogdanovic enters the game for O. Porter,,21-18,,
3:43.0,K. Oubre enters the game for M. Morris,,21-18,,
3:29.0,Offensive charge foul by B. Bogdanovic,,21-18,,
3:29.0,Turnover by B. Bogdanovic (offensive foul),,21-18,,
3:15.0,,,21-20,2,S. Ibaka makes 2-pt shot from 18 ft
3:00.0,J. Wall misses 2-pt shot from 2 ft,,21-20,,
3:00.0,,,21-20,,Defensive rebound by S. Ibaka
2:45.0,,,21-20,,Turnover by S. Ibaka (bad pass; steal by B. Beal)
2:39.0,K. Oubre misses 2-pt shot from 2 ft,,21-20,,
2:37.0,,,21-20,,Defensive rebound by D. DeRozan
2:35.0,,,21-20,,Shooting foul by I. Mahinmi (drawn by D. DeRozan)
2:35.0,,,21-21,1,D. DeRozan makes free throw 1 of 2
2:35.0,,,21-22,1,D. DeRozan makes free throw 2 of 2
2:35.0,T. Satoransky enters the game for B. Beal,,21-21,,
2:35.0,,,21-21,,D. Wright enters the game for S. Ibaka
2:35.0,,,21-21,,J. Poeltl enters the game for C. Joseph
2:25.0,B. Bogdanovic misses 2-pt shot from 3 ft,,21-22,,
2:25.0,,,21-22,,Defensive rebound by J. Poeltl
2:09.0,,,21-22,,P. Patterson misses 2-pt shot from 12 ft
2:09.0,Defensive rebound by T. Satoransky,,21-22,,
1:45.0,K. Oubre makes 3-pt shot from 25 ft,3,24-22,,
1:29.0,,,24-22,,D. DeRozan misses 2-pt shot from 4 ft
1:29.0,Defensive rebound by I. Mahinmi,,24-22,,
1:18.0,K. Oubre misses 3-pt shot from 24 ft,,24-22,,
1:18.0,,,24-22,,Defensive rebound by P. Tucker
1:10.0,,,24-22,,Offensive charge foul by D. DeRozan
1:10.0,,,24-22,,Turnover by D. DeRozan (offensive foul)
1:10.0,J. Smith enters the game for J. Wall,,24-22,,
0:55.0,Turnover by B. Bogdanovic (traveling),,24-22,,
0:40.0,,,24-24,2,D. DeRozan makes 2-pt shot from 15 ft
0:30.0,Turnover by K. Oubre (lost ball; steal by D. Wright),,24-24,,
0:21.0,,,24-26,2,J. Poeltl makes 2-pt shot from 3 ft (assist by P. Tucker)
0:00.0,I. Mahinmi misses 2-pt shot from 8 ft,,24-26,,
0:00.0,Offensive rebound by Team,,24-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,24-26,,P. Patterson misses 2-pt shot from 5 ft (block by I. Mahinmi)
11:42.0,Defensive rebound by J. Smith,,24-26,,
11:40.0,,,24-26,,Shooting block foul by N. Powell (drawn by B. Bogdanovic)
11:40.0,B. Bogdanovic makes free throw 1 of 2,1,25-26,,
11:40.0,B. Bogdanovic makes free throw 2 of 2,1,26-26,,
11:23.0,,,26-26,,N. Powell misses 2-pt shot from 7 ft
11:23.0,Defensive rebound by K. Oubre,,26-26,,
11:00.0,B. Bogdanovic makes 2-pt shot from 16 ft (assist by J. Smith),2,28-26,,
10:48.0,,,28-26,,Shooting foul by K. Oubre (drawn by N. Powell)
10:48.0,,,28-27,1,N. Powell makes free throw 1 of 2
10:48.0,,,28-27,,N. Powell misses free throw 2 of 2
10:47.0,Defensive rebound by J. Smith,,28-27,,
10:32.0,J. Smith makes 2-pt shot from 16 ft (assist by T. Satoransky),2,30-27,,
10:11.0,,,30-27,,D. Wright misses 2-pt shot from 2 ft (block by I. Mahinmi)
10:10.0,Defensive rebound by B. Bogdanovic,,30-27,,
10:07.0,,,30-27,,Flagrant foul type 1 by P. Patterson (drawn by K. Oubre)
10:07.0,K. Oubre makes flagrant free throw 1 of 2,1,31-27,,
10:07.0,K. Oubre makes flagrant free throw 2 of 2,1,32-27,,
9:58.0,B. Bogdanovic makes 2-pt shot from 4 ft (assist by J. Smith),2,34-27,,
9:44.0,,,34-27,,P. Patterson misses 3-pt shot from 24 ft
9:43.0,Defensive rebound by T. Satoransky,,34-27,,
9:33.0,J. Smith makes 2-pt shot from 16 ft (assist by T. Satoransky),2,36-27,,
9:27.0,,,36-27,,Toronto full timeout
9:27.0,,,36-27,,F. VanVleet enters the game for J. Poeltl
9:27.0,,,36-27,,J. Valanciunas enters the game for D. Wright
9:11.0,,,36-27,,F. VanVleet misses 2-pt shot from 6 ft
9:10.0,Defensive rebound by J. Smith,,36-27,,
8:49.0,B. Bogdanovic makes 3-pt shot from 27 ft (assist by T. Satoransky),3,39-27,,
8:33.0,,,39-27,,N. Powell misses 3-pt shot from 26 ft
8:33.0,Defensive rebound by J. Smith,,39-27,,
8:20.0,J. Smith makes 2-pt shot from 20 ft (assist by I. Mahinmi),2,41-27,,
7:59.0,,,41-27,,N. Powell misses 2-pt shot from 4 ft (block by K. Oubre)
7:58.0,Defensive rebound by J. Smith,,41-27,,
7:48.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by I. Mahinmi),3,44-27,,
7:41.0,,,44-27,,Toronto full timeout
7:41.0,M. Morris enters the game for I. Mahinmi,,44-27,,
7:41.0,,,44-27,,D. Carroll enters the game for N. Powell
7:32.0,,,44-27,,F. VanVleet misses 2-pt shot from 1 ft
7:31.0,,,44-27,,Offensive rebound by J. Valanciunas
7:29.0,,,44-27,,J. Valanciunas misses 2-pt shot from 2 ft
7:29.0,,,44-27,,Offensive rebound by D. Carroll
7:22.0,,,44-27,,Turnover by F. VanVleet (offensive foul)
7:22.0,,,44-27,,Offensive foul by F. VanVleet
7:22.0,,,44-27,,D. DeRozan enters the game for P. Tucker
7:22.0,,,44-27,,S. Ibaka enters the game for P. Patterson
7:04.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by M. Morris),3,47-27,,
7:04.0,Shooting foul by D. DeRozan (drawn by B. Bogdanovic),,47-27,,
7:04.0,B. Bogdanovic makes free throw 1 of 1,1,48-27,,
6:44.0,,,48-27,,Turnover by S. Ibaka (bad pass; steal by J. Smith)
6:35.0,K. Oubre makes 2-pt shot from 3 ft,2,50-27,,
6:17.0,Personal foul by B. Bogdanovic (drawn by J. Valanciunas),,50-27,,
6:17.0,,,50-27,,C. Joseph enters the game for F. VanVleet
6:05.0,,,50-29,2,D. DeRozan makes 2-pt shot from 21 ft
5:56.0,Washington full timeout,,50-29,,
5:56.0,J. Wall enters the game for B. Bogdanovic,,50-29,,
5:56.0,B. Beal enters the game for T. Satoransky,,50-29,,
5:36.0,M. Morris misses 2-pt shot from 6 ft,,50-29,,
5:35.0,,,50-29,,Defensive rebound by J. Valanciunas
5:34.0,,,50-29,,Turnover by J. Valanciunas (bad pass; steal by B. Beal)
5:30.0,B. Beal misses 2-pt shot from 13 ft,,50-29,,
5:30.0,,,50-29,,Defensive rebound by C. Joseph
5:24.0,,,50-29,,S. Ibaka misses 2-pt shot from 6 ft
5:23.0,,,50-29,,Offensive rebound by J. Valanciunas
5:22.0,,,50-31,2,J. Valanciunas makes 2-pt shot at rim
5:00.0,J. Smith makes 2-pt shot from 21 ft (assist by J. Wall),2,52-31,,
4:47.0,,,52-31,,D. DeRozan misses 2-pt shot from 20 ft
4:47.0,,,52-31,,Offensive rebound by Team
4:47.0,Loose ball foul by J. Smith (drawn by J. Valanciunas),,52-31,,
4:47.0,M. Gortat enters the game for J. Smith,,52-31,,
4:44.0,,,52-31,,D. DeRozan misses 2-pt shot from 14 ft
4:43.0,Defensive rebound by M. Gortat,,52-31,,
4:33.0,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall),2,54-31,,
4:21.0,,,54-33,2,C. Joseph makes 2-pt shot from 19 ft
4:03.0,J. Wall misses 2-pt shot from 20 ft,,54-33,,
4:02.0,Offensive rebound by M. Gortat,,54-33,,
4:00.0,M. Gortat makes 2-pt shot from 1 ft,2,56-33,,
3:40.0,,,56-33,,D. DeRozan misses 2-pt shot from 20 ft
3:39.0,,,56-33,,Offensive rebound by D. Carroll
3:36.0,,,56-33,,D. Carroll misses 2-pt shot from 1 ft
3:35.0,,,56-33,,Offensive rebound by S. Ibaka
3:34.0,,,56-35,2,S. Ibaka makes 2-pt shot from 3 ft
3:25.0,B. Beal makes 2-pt shot from 16 ft (assist by J. Wall),2,58-35,,
3:14.0,,,58-37,2,C. Joseph makes 2-pt shot from 17 ft
2:51.0,B. Beal misses 2-pt shot from 15 ft,,58-37,,
2:50.0,,,58-37,,Defensive rebound by D. DeRozan
2:41.0,,,58-37,,D. DeRozan misses 2-pt shot from 3 ft
2:40.0,Defensive rebound by K. Oubre,,58-37,,
2:35.0,Turnover by K. Oubre (traveling),,58-37,,
2:35.0,Official timeout,,58-37,,
2:35.0,O. Porter enters the game for K. Oubre,,58-37,,
2:20.0,,,58-39,2,D. DeRozan makes 2-pt shot from 10 ft
2:02.0,M. Gortat misses 2-pt shot from 14 ft,,58-39,,
2:01.0,,,58-39,,Defensive rebound by S. Ibaka
1:45.0,,,58-39,,S. Ibaka misses 2-pt shot from 21 ft
1:45.0,Defensive rebound by O. Porter,,58-39,,
1:36.0,Shooting foul by J. Valanciunas (drawn by J. Wall),,58-39,,
1:36.0,J. Wall makes free throw 1 of 2,1,59-39,,
1:36.0,J. Wall makes free throw 2 of 2,1,60-39,,
1:21.0,,,60-41,2,D. DeRozan makes 2-pt shot from 12 ft
1:11.0,Offensive foul by M. Gortat,,60-41,,
1:11.0,Turnover by M. Gortat (offensive foul),,60-41,,
1:11.0,J. Smith enters the game for M. Gortat,,60-41,,
0:54.0,,,60-41,,D. DeRozan misses 2-pt shot from 24 ft
0:54.0,,,60-41,,Offensive rebound by J. Valanciunas
0:51.0,,,60-41,,J. Valanciunas misses 2-pt shot from 1 ft (block by J. Smith)
0:50.0,,,60-41,,Offensive rebound by J. Valanciunas
0:48.0,,,60-44,3,C. Joseph makes 3-pt shot from 24 ft (assist by J. Valanciunas)
0:36.0,Shooting foul by J. Valanciunas (drawn by J. Wall),,60-44,,
0:36.0,J. Wall makes free throw 1 of 2,1,61-44,,
0:36.0,J. Wall makes free throw 2 of 2,1,62-44,,
0:13.0,,,62-46,2,D. DeRozan makes 2-pt shot from 6 ft
0:01.0,B. Beal misses 3-pt shot from 26 ft,,62-46,,
0:00.0,,,62-46,,Defensive rebound by J. Valanciunas
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,62-46,,D. DeRozan misses 2-pt shot from 19 ft
11:49.0,Defensive rebound by J. Wall,,62-46,,
11:26.0,J. Wall misses 3-pt shot from 26 ft,,62-46,,
11:25.0,,,62-46,,Defensive rebound by D. Carroll
11:17.0,,,62-46,,J. Valanciunas misses 2-pt shot from 19 ft
11:16.0,Defensive rebound by M. Gortat,,62-46,,
10:56.0,O. Porter misses 3-pt shot from 24 ft,,62-46,,
10:56.0,,,62-46,,Defensive rebound by S. Ibaka
10:41.0,,,62-46,,J. Valanciunas misses 2-pt shot from 15 ft
10:41.0,Defensive rebound by M. Morris,,62-46,,
10:29.0,M. Gortat makes 2-pt shot from 5 ft (assist by M. Morris),2,64-46,,
10:01.0,,,64-46,,D. DeRozan misses 2-pt shot from 23 ft
10:01.0,Defensive rebound by M. Gortat,,64-46,,
9:53.0,Shooting foul by S. Ibaka (drawn by B. Beal),,64-46,,
9:53.0,B. Beal makes free throw 1 of 3,1,65-46,,
9:53.0,B. Beal makes free throw 2 of 3,1,66-46,,
9:53.0,B. Beal makes free throw 3 of 3,1,67-46,,
9:32.0,,,67-46,,J. Valanciunas misses 2-pt shot from 10 ft
9:32.0,Defensive rebound by Team,,67-46,,
9:32.0,,,67-46,,Loose ball foul by S. Ibaka (drawn by O. Porter)
9:17.0,M. Morris makes 2-pt shot from 13 ft (assist by J. Wall),2,69-46,,
8:56.0,,,69-46,,C. Joseph misses 2-pt shot from 5 ft
8:55.0,Defensive rebound by M. Morris,,69-46,,
8:48.0,O. Porter misses 2-pt shot from 15 ft,,69-46,,
8:48.0,,,69-46,,Defensive rebound by D. DeRozan
8:40.0,,,69-46,,Shooting foul by B. Beal (drawn by D. DeRozan)
8:40.0,,,69-47,1,D. DeRozan makes free throw 1 of 2
8:40.0,,,69-48,1,D. DeRozan makes free throw 2 of 2
8:40.0,,,69-47,,P. Tucker enters the game for J. Valanciunas
8:40.0,,,69-47,,P. Patterson enters the game for D. Carroll
8:22.0,M. Morris misses 3-pt shot from 27 ft,,69-48,,
8:22.0,,,69-48,,Defensive rebound by D. DeRozan
8:09.0,,,69-48,,P. Patterson misses 3-pt shot from 24 ft
8:09.0,Defensive rebound by M. Morris,,69-48,,
7:58.0,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall),2,71-48,,
7:40.0,,,71-48,,C. Joseph misses 3-pt shot from 27 ft
7:39.0,Defensive rebound by M. Gortat,,71-48,,
7:26.0,B. Beal misses 3-pt shot from 26 ft,,71-48,,
7:25.0,,,71-48,,Defensive rebound by P. Patterson
7:18.0,Personal foul by J. Wall (drawn by C. Joseph),,71-48,,
7:07.0,,,71-48,,D. DeRozan misses 2-pt shot from 14 ft
7:06.0,Defensive rebound by M. Gortat,,71-48,,
7:03.0,J. Wall misses 2-pt shot from 1 ft,,71-48,,
7:01.0,,,71-48,,Defensive rebound by Team
7:00.0,Loose ball foul by M. Morris (drawn by S. Ibaka),,71-48,,
7:00.0,,,71-48,,Toronto full timeout
6:46.0,,,71-50,2,C. Joseph makes 2-pt shot from 19 ft
6:27.0,O. Porter misses 3-pt shot from 24 ft,,71-50,,
6:26.0,Offensive rebound by J. Wall,,71-50,,
6:22.0,Turnover by J. Wall (bad pass; steal by P. Tucker),,71-50,,
6:16.0,,,71-52,2,P. Tucker makes 2-pt shot from 2 ft
6:03.0,B. Beal makes 2-pt shot from 18 ft,2,73-52,,
5:47.0,Personal foul by M. Morris (drawn by D. DeRozan),,73-52,,
5:45.0,Personal foul by O. Porter (drawn by D. DeRozan),,73-52,,
5:45.0,,,73-53,1,D. DeRozan makes free throw 1 of 2
5:45.0,,,73-54,1,D. DeRozan makes free throw 2 of 2
5:27.0,M. Morris misses 2-pt shot from 17 ft,,73-54,,
5:27.0,,,73-54,,Defensive rebound by C. Joseph
5:21.0,,,73-54,,P. Tucker misses 3-pt shot from 25 ft
5:20.0,Defensive rebound by M. Morris,,73-54,,
5:00.0,B. Beal misses 2-pt shot from 3 ft (block by S. Ibaka),,73-54,,
5:00.0,,,73-54,,Defensive rebound by Team
5:00.0,B. Bogdanovic enters the game for M. Morris,,73-54,,
4:43.0,,,73-54,,S. Ibaka misses 2-pt shot from 19 ft
4:43.0,Defensive rebound by M. Gortat,,73-54,,
4:26.0,J. Wall misses 2-pt shot from 20 ft,,73-54,,
4:26.0,,,73-54,,Defensive rebound by P. Patterson
4:18.0,,,73-56,2,D. DeRozan makes 2-pt shot from 3 ft
3:51.0,J. Wall misses 3-pt shot from 27 ft,,73-56,,
3:51.0,,,73-56,,Defensive rebound by P. Patterson
3:41.0,,,73-56,,Turnover by D. DeRozan (lost ball; steal by O. Porter)
3:33.0,B. Beal misses 3-pt shot from 25 ft,,73-56,,
3:33.0,,,73-56,,Defensive rebound by C. Joseph
3:27.0,,,73-56,,C. Joseph misses 2-pt shot from 3 ft (block by B. Beal)
3:27.0,,,73-56,,Offensive rebound by Team
3:27.0,K. Oubre enters the game for O. Porter,,73-56,,
3:27.0,I. Mahinmi enters the game for M. Gortat,,73-56,,
3:23.0,,,73-56,,Offensive foul by S. Ibaka
3:23.0,,,73-56,,Turnover by S. Ibaka (offensive foul)
3:12.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by J. Wall),3,76-56,,
3:00.0,,,76-56,,D. DeRozan misses 2-pt shot from 8 ft
2:59.0,Defensive rebound by B. Beal,,76-56,,
2:53.0,I. Mahinmi misses 2-pt shot from 3 ft (block by S. Ibaka),,76-56,,
2:52.0,,,76-56,,Defensive rebound by P. Patterson
2:50.0,,,76-56,,Shooting foul by B. Beal (drawn by D. DeRozan)
2:50.0,Washington full timeout,,76-56,,
2:50.0,,,76-56,,D. DeRozan misses free throw 1 of 2
2:50.0,,,76-56,,Offensive rebound by Team
2:50.0,,,76-57,1,D. DeRozan makes free throw 2 of 2
2:50.0,,,76-56,,D. Wright enters the game for S. Ibaka
2:50.0,T. Satoransky enters the game for B. Beal,,76-56,,
2:35.0,K. Oubre misses 3-pt shot from 24 ft,,76-57,,
2:35.0,Offensive rebound by I. Mahinmi,,76-57,,
2:21.0,J. Wall misses 2-pt shot from 18 ft,,76-57,,
2:21.0,,,76-57,,Defensive rebound by P. Tucker
2:12.0,Def 3 sec tech foul by I. Mahinmi,,76-57,,
2:12.0,,,76-58,1,D. DeRozan makes technical free throw
2:00.0,,,76-58,,P. Patterson misses 3-pt shot from 24 ft
1:59.0,Defensive rebound by B. Bogdanovic,,76-58,,
1:42.0,B. Bogdanovic misses 2-pt shot from 15 ft,,76-58,,
1:42.0,,,76-58,,Defensive rebound by P. Tucker
1:37.0,,,76-58,,Turnover by D. Wright (traveling)
1:24.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by J. Wall),3,79-58,,
1:06.0,,,79-58,,C. Joseph misses 2-pt shot from 1 ft (block by I. Mahinmi)
1:05.0,Defensive rebound by T. Satoransky,,79-58,,
1:02.0,,,79-58,,Personal foul by P. Tucker (drawn by J. Wall)
0:54.0,B. Bogdanovic misses 3-pt shot from 28 ft,,79-58,,
0:53.0,Offensive rebound by T. Satoransky,,79-58,,
0:43.0,J. Wall makes 2-pt shot from 17 ft,2,81-58,,
0:33.0,,,81-58,,D. DeRozan misses 2-pt shot from 18 ft
0:32.0,Defensive rebound by I. Mahinmi,,81-58,,
0:31.0,,,81-58,,Personal foul by D. DeRozan (drawn by I. Mahinmi)
0:31.0,I. Mahinmi misses free throw 1 of 2,,81-58,,
0:31.0,Offensive rebound by Team,,81-58,,
0:31.0,I. Mahinmi makes free throw 2 of 2,1,82-58,,
0:14.0,,,82-58,,P. Patterson misses 3-pt shot from 25 ft
0:14.0,,,82-58,,Offensive rebound by P. Tucker
0:11.0,,,82-60,2,P. Tucker makes 2-pt shot from 2 ft
0:01.0,J. Wall misses 2-pt shot from 13 ft (block by P. Tucker),,82-60,,
0:00.0,,,82-60,,Defensive rebound by C. Joseph
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,M. Morris misses 3-pt shot from 23 ft,,82-60,,
11:39.0,,,82-60,,Defensive rebound by D. Wright
11:34.0,,,82-62,2,D. Wright makes 2-pt shot from 4 ft
11:05.0,K. Oubre misses 2-pt shot from 13 ft,,82-62,,
11:05.0,Offensive rebound by I. Mahinmi,,82-62,,
11:03.0,I. Mahinmi misses 2-pt shot from 1 ft,,82-62,,
11:02.0,,,82-62,,Defensive rebound by N. Powell
11:00.0,,,82-62,,Shooting foul by K. Oubre (drawn by N. Powell)
11:00.0,,,82-63,1,N. Powell makes free throw 1 of 2
11:00.0,,,82-64,1,N. Powell makes free throw 2 of 2
10:37.0,M. Morris makes 2-pt shot from 6 ft (assist by K. Oubre),2,84-64,,
10:20.0,,,84-64,,Turnover by S. Ibaka (lost ball; steal by T. Satoransky)
10:15.0,Turnover by T. Satoransky (bad pass; steal by D. Carroll),,84-64,,
9:59.0,,,84-64,,Shooting foul by K. Oubre (drawn by N. Powell)
9:59.0,,,84-65,1,N. Powell makes free throw 1 of 2
9:59.0,,,84-66,1,N. Powell makes free throw 2 of 2
9:45.0,T. Satoransky misses 3-pt shot from 25 ft,,84-66,,
9:45.0,,,84-66,,Defensive rebound by S. Ibaka
9:36.0,,,84-68,2,N. Powell makes 2-pt shot from 3 ft
9:36.0,Washington full timeout,,84-68,,
9:36.0,B. Beal enters the game for K. Oubre,,84-68,,
9:16.0,B. Bogdanovic makes 2-pt shot at rim (assist by M. Morris),2,86-68,,
8:54.0,,,86-68,,S. Ibaka misses 3-pt shot from 24 ft
8:53.0,Defensive rebound by T. Satoransky,,86-68,,
8:38.0,B. Beal makes 2-pt shot from 2 ft (assist by I. Mahinmi),2,88-68,,
8:24.0,Shooting block foul by I. Mahinmi (drawn by D. Wright),,88-68,,
8:24.0,,,88-69,1,D. Wright makes free throw 1 of 2
8:24.0,,,88-70,1,D. Wright makes free throw 2 of 2
8:24.0,,,88-69,,P. Tucker enters the game for P. Patterson
8:09.0,Turnover by B. Beal (bad pass; steal by D. Carroll),,88-70,,
7:55.0,,,88-70,,N. Powell misses 2-pt shot from 2 ft
7:54.0,,,88-70,,Offensive rebound by P. Tucker
7:51.0,,,88-70,,Turnover by P. Tucker (lost ball; steal by I. Mahinmi)
7:29.0,T. Satoransky misses 2-pt shot from 2 ft,,88-70,,
7:28.0,,,88-70,,Defensive rebound by S. Ibaka
7:21.0,Personal foul by I. Mahinmi (drawn by D. Wright),,88-70,,
7:21.0,J. Wall enters the game for T. Satoransky,,88-70,,
7:10.0,,,88-70,,N. Powell misses 3-pt shot from 23 ft
7:10.0,Defensive rebound by I. Mahinmi,,88-70,,
6:58.0,Turnover by J. Wall (bad pass; steal by D. Wright),,88-70,,
6:51.0,,,88-70,,N. Powell misses 3-pt shot from 23 ft
6:51.0,Defensive rebound by M. Morris,,88-70,,
6:38.0,,,88-70,,Personal foul by D. Wright (drawn by I. Mahinmi)
6:33.0,B. Beal makes 2-pt shot from 3 ft (assist by J. Wall),2,90-70,,
6:20.0,,,90-73,3,S. Ibaka makes 3-pt shot from 26 ft (assist by D. Wright)
6:05.0,M. Morris makes 2-pt shot at rim (assist by B. Beal),2,92-73,,
5:45.0,,,92-76,3,S. Ibaka makes 3-pt shot from 27 ft (assist by D. Wright)
5:21.0,B. Beal misses 3-pt shot from 26 ft,,92-76,,
5:21.0,,,92-76,,Defensive rebound by D. Carroll
5:13.0,,,92-78,2,N. Powell makes 2-pt shot from 2 ft (assist by D. Carroll)
5:13.0,Washington full timeout,,92-78,,
5:13.0,K. Oubre enters the game for I. Mahinmi,,92-78,,
4:56.0,K. Oubre misses 3-pt shot from 22 ft,,92-78,,
4:55.0,Offensive rebound by M. Morris,,92-78,,
4:51.0,M. Morris makes 2-pt shot from 1 ft,2,94-78,,
4:36.0,,,94-78,,S. Ibaka misses 2-pt shot from 3 ft (block by J. Wall)
4:34.0,Defensive rebound by K. Oubre,,94-78,,
4:34.0,Turnover by K. Oubre (bad pass; steal by S. Ibaka),,94-78,,
4:26.0,,,94-78,,S. Ibaka misses 2-pt shot from 4 ft
4:26.0,Defensive rebound by J. Wall,,94-78,,
4:13.0,M. Morris misses 2-pt shot at rim,,94-78,,
4:13.0,,,94-78,,Defensive rebound by S. Ibaka
4:02.0,,,94-78,,D. Carroll misses 2-pt shot from 10 ft
4:02.0,,,94-78,,Offensive rebound by S. Ibaka
4:00.0,,,94-78,,S. Ibaka misses 2-pt shot at rim
4:00.0,Defensive rebound by Team,,94-78,,
4:00.0,,,94-78,,Loose ball foul by D. Carroll (drawn by B. Bogdanovic)
3:58.0,,,94-78,,D. DeRozan enters the game for P. Tucker
3:42.0,B. Beal makes 3-pt shot from 26 ft (assist by K. Oubre),3,97-78,,
