time,Detroit,pts.away,score,pts.home,Atlanta
4:25.0,,,37-40,2,D. Howard makes 2-pt shot at rim
4:25.0,,,37-40,,Shooting foul by I. Smith (drawn by D. Howard)
4:25.0,,,37-40,,D. Howard misses free throw 1 of 1
4:25.0,,,37-40,,Offensive rebound by P. Millsap
4:21.0,,,37-40,,Shooting foul by A. Drummond (drawn by P. Millsap)
4:21.0,,,37-41,1,P. Millsap makes free throw 1 of 2
4:21.0,,,37-42,1,P. Millsap makes free throw 2 of 2
4:13.0,Turnover by I. Smith (bad pass; steal by D. Schroder),,37-42,,
4:06.0,,,37-42,,D. Schroder misses 3-pt shot from 26 ft
4:03.0,Defensive rebound by A. Drummond,,37-42,,
3:59.0,Shooting foul by T. Sefolosha (drawn by K. Caldwell-Pope),,37-42,,
3:59.0,K. Caldwell-Pope makes free throw 1 of 2,1,38-42,,
3:59.0,K. Caldwell-Pope makes free throw 2 of 2,1,39-42,,
3:43.0,,,39-42,,K. Bazemore misses 3-pt shot from 24 ft
3:41.0,,,39-42,,Offensive rebound by D. Howard
3:32.0,,,39-44,2,D. Schroder makes 2-pt shot from 6 ft
3:26.0,Detroit full timeout,,39-44,,
3:16.0,,,39-44,,Personal foul by K. Bazemore (drawn by J. Leuer)
3:03.0,Turnover by K. Caldwell-Pope (lost ball; steal by K. Bazemore),,39-44,,
2:47.0,,,39-44,,P. Millsap misses 3-pt shot from 26 ft
2:44.0,Defensive rebound by Team,,39-44,,
2:27.0,T. Harris misses 2-pt shot from 12 ft,,39-44,,
2:25.0,,,39-44,,Defensive rebound by D. Howard
2:13.0,,,39-46,2,K. Bazemore makes 2-pt shot at rim (assist by P. Millsap)
1:51.0,J. Leuer makes 2-pt shot at rim (assist by T. Harris),2,41-46,,
1:36.0,,,41-46,,D. Schroder misses 2-pt shot from 20 ft
1:34.0,Defensive rebound by A. Drummond,,41-46,,
1:31.0,,,41-46,,Personal foul by D. Schroder (drawn by I. Smith)
1:23.0,J. Leuer misses 2-pt shot from 20 ft,,41-46,,
1:21.0,,,41-46,,Defensive rebound by T. Sefolosha
1:05.0,,,41-48,2,K. Bazemore makes 2-pt shot from 9 ft (assist by D. Schroder)
1:05.0,,,41-48,,Shooting foul by I. Smith (drawn by K. Bazemore)
1:05.0,,,41-49,1,K. Bazemore makes free throw 1 of 1
1:05.0,A. Baynes enters the game for A. Drummond,,41-48,,
1:05.0,,,41-48,,K. Korver enters the game for T. Sefolosha
0:52.0,I. Smith misses 3-pt shot from 25 ft,,41-49,,
0:50.0,,,41-49,,Defensive rebound by D. Howard
0:34.0,,,41-49,,D. Schroder misses 2-pt shot from 2 ft (block by T. Harris)
0:34.0,,,41-49,,Offensive rebound by Team
0:31.0,,,41-51,2,K. Korver makes 2-pt shot from 1 ft (assist by P. Millsap)
0:09.0,K. Caldwell-Pope misses 2-pt shot from 21 ft,,41-51,,
0:04.0,Offensive rebound by I. Smith,,41-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,41-53,2,K. Bazemore makes 2-pt shot from 19 ft
11:28.0,T. Harris misses 2-pt shot from 18 ft,,41-53,,
11:27.0,,,41-53,,Defensive rebound by K. Bazemore
11:21.0,,,41-56,3,D. Schroder makes 3-pt shot from 26 ft (assist by K. Bazemore)
11:00.0,Turnover by A. Drummond (lost ball; steal by P. Millsap),,41-56,,
10:49.0,,,41-58,2,T. Sefolosha makes 2-pt shot from 1 ft
10:49.0,,,41-58,,Shooting foul by T. Harris (drawn by T. Sefolosha)
10:49.0,,,41-58,,T. Sefolosha misses free throw 1 of 1
10:49.0,Defensive rebound by A. Drummond,,41-58,,
10:49.0,Detroit full timeout,,41-58,,
10:35.0,Turnover by A. Drummond (bad pass),,41-58,,
10:22.0,,,41-58,,Turnover by K. Bazemore (lost ball; steal by A. Drummond)
10:15.0,J. Leuer misses 2-pt shot from 15 ft,,41-58,,
10:13.0,Offensive rebound by Team,,41-58,,
10:06.0,J. Leuer misses 2-pt shot from 16 ft,,41-58,,
10:03.0,,,41-58,,Defensive rebound by T. Sefolosha
9:44.0,,,41-58,,K. Bazemore misses 2-pt shot from 17 ft
9:42.0,,,41-58,,Offensive rebound by D. Howard
9:38.0,,,41-58,,D. Schroder misses 3-pt shot from 25 ft
9:36.0,Defensive rebound by K. Caldwell-Pope,,41-58,,
9:33.0,Turnover by K. Caldwell-Pope (bad pass),,41-58,,
9:17.0,,,41-58,,P. Millsap misses 2-pt shot from 16 ft
9:15.0,Defensive rebound by T. Harris,,41-58,,
9:06.0,R. Jackson misses 2-pt shot from 2 ft,,41-58,,
9:05.0,Offensive rebound by A. Drummond,,41-58,,
9:05.0,A. Drummond makes 2-pt shot from 1 ft,2,43-58,,
9:05.0,Shooting foul by T. Sefolosha (drawn by A. Drummond),,43-58,,
9:05.0,A. Drummond misses free throw 1 of 1,,43-58,,
9:02.0,Offensive rebound by J. Leuer,,43-58,,
8:57.0,A. Drummond makes 2-pt shot from 3 ft (assist by J. Leuer),2,45-58,,
8:36.0,,,45-60,2,P. Millsap makes 2-pt shot from 16 ft (assist by K. Bazemore)
8:18.0,Turnover by T. Harris (lost ball; steal by D. Schroder),,45-60,,
8:12.0,,,45-62,2,T. Sefolosha makes 2-pt shot from 1 ft (assist by K. Bazemore)
8:04.0,R. Jackson makes 2-pt shot from 12 ft,2,47-62,,
7:47.0,,,47-62,,T. Sefolosha misses 2-pt shot from 17 ft
7:46.0,Defensive rebound by A. Drummond,,47-62,,
7:39.0,R. Jackson misses 3-pt shot from 25 ft,,47-62,,
7:37.0,,,47-62,,Defensive rebound by K. Bazemore
7:37.0,Personal foul by A. Drummond (drawn by K. Bazemore),,47-62,,
7:25.0,,,47-64,2,P. Millsap makes 2-pt shot from 2 ft (assist by K. Bazemore)
7:13.0,J. Leuer misses 3-pt shot from 25 ft,,47-64,,
7:11.0,,,47-64,,Defensive rebound by D. Howard
7:05.0,,,47-64,,Turnover by D. Schroder (bad pass; steal by K. Caldwell-Pope)
7:02.0,,,47-64,,Violation by D. Howard (kicked ball)
6:48.0,T. Harris misses 2-pt shot from 5 ft,,47-64,,
6:45.0,Offensive rebound by A. Drummond,,47-64,,
6:45.0,A. Drummond misses 2-pt shot from 1 ft,,47-64,,
6:44.0,,,47-64,,Defensive rebound by D. Howard
6:30.0,,,47-64,,D. Schroder misses 2-pt shot from 3 ft
6:30.0,Defensive rebound by Team,,47-64,,
6:30.0,,,47-64,,Loose ball foul by D. Howard (drawn by A. Drummond)
6:30.0,,,47-64,,K. Korver enters the game for D. Schroder
6:24.0,,,47-64,,Personal foul by D. Howard (drawn by A. Drummond)
6:16.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by A. Drummond),3,50-64,,
5:55.0,,,50-64,,P. Millsap misses 2-pt shot from 17 ft
5:53.0,,,50-64,,Offensive rebound by D. Howard
5:49.0,,,50-64,,T. Sefolosha misses 3-pt shot from 25 ft
5:48.0,Defensive rebound by R. Jackson,,50-64,,
5:43.0,,,50-64,,Personal foul by P. Millsap (drawn by R. Jackson)
5:43.0,,,50-64,,D. Schroder enters the game for T. Sefolosha
5:30.0,,,50-64,,Personal foul by K. Bazemore (drawn by K. Caldwell-Pope)
5:30.0,K. Caldwell-Pope makes free throw 1 of 2,1,51-64,,
5:30.0,K. Caldwell-Pope makes free throw 2 of 2,1,52-64,,
5:16.0,,,52-66,2,P. Millsap makes 2-pt shot from 2 ft (assist by D. Schroder)
5:13.0,,,52-66,,Personal take foul by D. Schroder (drawn by R. Jackson)
5:13.0,R. Jackson makes free throw 1 of 2,1,53-66,,
5:13.0,R. Jackson makes free throw 2 of 2,1,54-66,,
4:55.0,Personal foul by A. Drummond (drawn by P. Millsap),,54-66,,
4:55.0,S. Johnson enters the game for T. Harris,,54-66,,
4:49.0,,,54-66,,Turnover by P. Millsap (lost ball)
4:36.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,54-66,,
4:34.0,Offensive rebound by J. Leuer,,54-66,,
4:18.0,R. Jackson makes 2-pt shot from 18 ft,2,56-66,,
4:11.0,,,56-66,,Atlanta full timeout
4:11.0,,,56-66,,M. Muscala enters the game for D. Howard
4:11.0,,,56-66,,T. Hardaway enters the game for K. Bazemore
4:04.0,,,56-69,3,K. Korver makes 3-pt shot from 24 ft (assist by D. Schroder)
3:47.0,J. Leuer misses 2-pt shot from 14 ft,,56-69,,
3:47.0,Offensive rebound by A. Drummond,,56-69,,
3:46.0,A. Drummond misses 2-pt shot from 1 ft,,56-69,,
3:44.0,,,56-69,,Defensive rebound by K. Korver
3:36.0,,,56-69,,D. Schroder misses 2-pt shot from 1 ft
3:34.0,,,56-69,,Offensive rebound by M. Muscala
3:34.0,,,56-69,,M. Muscala misses 2-pt shot at rim
3:33.0,Defensive rebound by R. Jackson,,56-69,,
3:30.0,Shooting foul by T. Hardaway (drawn by A. Drummond),,56-69,,
3:30.0,A. Drummond makes free throw 1 of 2,1,57-69,,
3:30.0,A. Drummond makes free throw 2 of 2,1,58-69,,
3:30.0,,,57-69,,M. Delaney enters the game for D. Schroder
3:30.0,I. Smith enters the game for R. Jackson,,57-69,,
3:20.0,,,58-69,,P. Millsap misses 2-pt shot from 1 ft (block by S. Johnson)
3:20.0,,,58-69,,Offensive rebound by Team
3:18.0,,,58-69,,Turnover by K. Korver (illegal screen)
3:01.0,A. Drummond misses 2-pt shot from 10 ft,,58-69,,
2:59.0,,,58-69,,Defensive rebound by M. Delaney
2:46.0,,,58-72,3,P. Millsap makes 3-pt shot from 25 ft (assist by M. Delaney)
2:25.0,K. Caldwell-Pope misses 3-pt shot from 26 ft,,58-72,,
2:24.0,,,58-72,,Defensive rebound by P. Millsap
2:03.0,,,58-72,,T. Hardaway misses 3-pt shot from 25 ft
2:01.0,Defensive rebound by K. Caldwell-Pope,,58-72,,
1:58.0,Turnover by K. Caldwell-Pope (lost ball; steal by M. Delaney),,58-72,,
1:46.0,,,58-72,,T. Hardaway misses 2-pt shot from 2 ft (block by S. Johnson)
1:46.0,Defensive rebound by Team,,58-72,,
1:46.0,A. Baynes enters the game for A. Drummond,,58-72,,
1:37.0,I. Smith makes 2-pt shot from 15 ft,2,60-72,,
1:13.0,,,60-74,2,M. Muscala makes 2-pt shot at rim (assist by P. Millsap)
0:52.0,J. Leuer makes 2-pt shot from 8 ft (assist by I. Smith),2,62-74,,
0:31.0,,,62-74,,T. Hardaway misses 2-pt shot from 2 ft
0:31.0,,,62-74,,Offensive rebound by Team
0:31.0,Loose ball foul by A. Baynes (drawn by M. Muscala),,62-74,,
0:28.0,,,62-74,,T. Hardaway misses 2-pt shot from 1 ft (block by S. Johnson)
0:26.0,,,62-74,,Offensive rebound by T. Hardaway
0:24.0,,,62-74,,M. Muscala misses 3-pt shot from 22 ft
0:22.0,,,62-74,,Offensive rebound by P. Millsap
0:00.0,,,62-74,,M. Delaney misses 2-pt shot from 8 ft
0:00.0,,,62-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,S. Johnson makes 2-pt shot from 12 ft (assist by I. Smith),2,64-74,,
11:29.0,,,64-74,,M. Muscala misses 3-pt shot from 25 ft
11:27.0,Defensive rebound by A. Baynes,,64-74,,
11:10.0,Shooting foul by M. Muscala (drawn by A. Baynes),,64-74,,
11:10.0,A. Baynes makes free throw 1 of 2,1,65-74,,
11:10.0,A. Baynes makes free throw 2 of 2,1,66-74,,
10:58.0,,,66-76,2,M. Delaney makes 2-pt shot from 17 ft
10:40.0,A. Baynes misses 2-pt shot from 9 ft,,66-76,,
10:38.0,,,66-76,,Defensive rebound by T. Hardaway
10:35.0,,,66-76,,Turnover by T. Hardaway (lost ball)
10:24.0,,,66-76,,Personal foul by K. Humphries (drawn by A. Baynes)
10:18.0,,,66-76,,Personal foul by K. Humphries (drawn by R. Jackson)
10:08.0,T. Harris makes 3-pt shot from 24 ft (assist by R. Jackson),3,69-76,,
9:48.0,,,69-78,2,K. Humphries makes 2-pt shot from 13 ft (assist by M. Delaney)
9:33.0,Turnover by S. Johnson (bad pass; steal by M. Delaney),,69-78,,
9:26.0,,,69-81,3,K. Korver makes 3-pt shot from 25 ft (assist by M. Delaney)
9:25.0,Detroit full timeout,,69-81,,
9:25.0,,,69-81,,K. Bazemore enters the game for T. Hardaway
9:25.0,A. Drummond enters the game for A. Baynes,,69-81,,
9:09.0,R. Jackson makes 3-pt shot from 25 ft (assist by S. Johnson),3,72-81,,
8:43.0,,,72-84,3,K. Korver makes 3-pt shot from 26 ft (assist by M. Delaney)
8:19.0,I. Smith makes 2-pt shot from 19 ft (assist by T. Harris),2,74-84,,
8:07.0,,,74-84,,K. Korver misses 2-pt shot from 18 ft
8:05.0,,,74-84,,Offensive rebound by M. Muscala
7:49.0,,,74-84,,M. Delaney misses 2-pt shot from 20 ft (block by S. Johnson)
7:47.0,Defensive rebound by I. Smith,,74-84,,
7:42.0,R. Jackson misses 3-pt shot from 24 ft,,74-84,,
7:41.0,,,74-84,,Defensive rebound by K. Humphries
7:28.0,,,74-84,,K. Korver misses 3-pt shot from 25 ft
7:26.0,Defensive rebound by A. Drummond,,74-84,,
7:16.0,I. Smith misses 3-pt shot from 24 ft,,74-84,,
7:14.0,Offensive rebound by R. Jackson,,74-84,,
7:06.0,,,74-84,,Personal foul by K. Bazemore (drawn by R. Jackson)
7:06.0,,,74-84,,P. Millsap enters the game for M. Muscala
7:06.0,,,74-84,,D. Schroder enters the game for M. Delaney
7:06.0,,,74-84,,D. Howard enters the game for K. Humphries
7:06.0,J. Leuer enters the game for S. Johnson,,74-84,,
7:06.0,K. Caldwell-Pope enters the game for I. Smith,,74-84,,
6:58.0,Shooting foul by P. Millsap (drawn by A. Drummond),,74-84,,
6:58.0,A. Drummond makes free throw 1 of 2,1,75-84,,
6:58.0,A. Drummond makes free throw 2 of 2,1,76-84,,
6:41.0,,,76-86,2,P. Millsap makes 2-pt shot from 5 ft (assist by K. Korver)
6:41.0,,,76-86,,Shooting foul by J. Leuer (drawn by P. Millsap)
6:41.0,,,76-87,1,P. Millsap makes free throw 1 of 1
6:41.0,,,76-86,,T. Sefolosha enters the game for K. Korver
6:26.0,T. Harris makes 3-pt shot from 23 ft (assist by R. Jackson),3,79-87,,
6:05.0,,,79-87,,K. Bazemore misses 2-pt shot from 3 ft (block by K. Caldwell-Pope)
6:03.0,Defensive rebound by A. Drummond,,79-87,,
5:57.0,J. Leuer makes 2-pt shot at rim (assist by R. Jackson),2,81-87,,
5:56.0,,,81-87,,Atlanta full timeout
5:44.0,,,81-87,,Shooting foul by R. Jackson (drawn by P. Millsap)
5:44.0,,,81-88,1,P. Millsap makes free throw 1 of 2
5:44.0,,,81-89,1,P. Millsap makes free throw 2 of 2
5:23.0,Shooting foul by K. Bazemore (drawn by R. Jackson),,81-89,,
5:23.0,R. Jackson makes free throw 1 of 2,1,82-89,,
5:23.0,R. Jackson makes free throw 2 of 2,1,83-89,,
5:00.0,,,83-92,3,D. Schroder makes 3-pt shot from 25 ft (assist by P. Millsap)
4:46.0,J. Leuer makes 3-pt shot from 24 ft (assist by R. Jackson),3,86-92,,
4:25.0,,,86-92,,P. Millsap misses 3-pt shot from 25 ft
