time,Indiana,pts.away,score,pts.home,Cleveland
5:25.0,,,18-18,,Turnover by L. James (traveling)
5:13.0,Offensive foul by P. George,,18-18,,
5:13.0,Turnover by P. George (offensive foul),,18-18,,
5:13.0,,,18-18,,R. Jefferson enters the game for K. Love
5:02.0,,,18-18,,Shooting foul by M. Turner (drawn by T. Thompson)
5:02.0,,,18-18,,T. Thompson misses free throw 1 of 2
5:02.0,,,18-18,,Offensive rebound by Team
5:02.0,,,18-18,,T. Thompson misses free throw 2 of 2
5:00.0,Defensive rebound by M. Ellis,,18-18,,
4:37.0,M. Ellis makes 3-pt shot from 24 ft (assist by P. George),3,21-18,,
4:22.0,,,21-18,,Offensive foul by T. Thompson
4:22.0,,,21-18,,Turnover by T. Thompson (offensive foul)
4:01.0,Turnover by J. Teague (bad pass; steal by R. Jefferson),,21-18,,
4:00.0,Violation by J. Teague (kicked ball),,21-18,,
3:49.0,,,21-21,3,R. Jefferson makes 3-pt shot from 23 ft (assist by L. James)
3:36.0,P. George misses 2-pt shot from 11 ft,,21-21,,
3:35.0,,,21-21,,Defensive rebound by T. Thompson
3:23.0,,,21-21,,R. Jefferson misses 2-pt shot from 1 ft
3:23.0,,,21-21,,Offensive rebound by T. Thompson
3:23.0,,,21-23,2,T. Thompson makes 2-pt shot from 1 ft
3:23.0,Indiana full timeout,,21-23,,
3:23.0,K. Seraphin enters the game for T. Young,,21-23,,
3:23.0,C. Miles enters the game for M. Turner,,21-23,,
3:08.0,Turnover by M. Ellis (lost ball),,21-23,,
2:52.0,,,21-23,,J. Smith misses 3-pt shot from 26 ft
2:52.0,Defensive rebound by J. Teague,,21-23,,
2:43.0,C. Miles misses 3-pt shot from 25 ft,,21-23,,
2:43.0,,,21-23,,Defensive rebound by L. James
2:33.0,,,21-23,,L. James misses 2-pt shot from 1 ft
2:30.0,,,21-23,,Offensive rebound by T. Thompson
2:20.0,,,21-23,,Shooting foul by K. Seraphin (drawn by L. James)
2:20.0,,,21-24,1,L. James makes free throw 1 of 2
2:20.0,,,21-25,1,L. James makes free throw 2 of 2
2:20.0,A. Brooks enters the game for M. Ellis,,21-24,,
2:20.0,L. Stephenson enters the game for J. Teague,,21-24,,
2:20.0,,,21-24,,K. Korver enters the game for J. Smith
2:08.0,,,21-25,,Violation by L. James (def goaltending)
2:08.0,C. Miles makes 2-pt shot at rim (assist by A. Brooks),2,23-25,,
1:55.0,,,23-27,2,K. Irving makes 2-pt shot from 5 ft
1:48.0,P. George misses 3-pt shot from 24 ft,,23-27,,
1:47.0,,,23-27,,Defensive rebound by T. Thompson
1:40.0,,,23-29,2,L. James makes 2-pt shot from 1 ft
1:24.0,K. Seraphin makes 2-pt shot from 13 ft (assist by L. Stephenson),2,25-29,,
1:22.0,,,25-29,,Cleveland full timeout
1:22.0,T. Young enters the game for P. George,,25-29,,
1:22.0,,,25-29,,D. Williams enters the game for L. James
1:09.0,Shooting block foul by C. Miles (drawn by R. Jefferson),,25-29,,
1:09.0,,,25-29,,R. Jefferson misses free throw 1 of 2
1:09.0,,,25-29,,Offensive rebound by Team
1:09.0,,,25-30,1,R. Jefferson makes free throw 2 of 2
0:55.0,L. Stephenson makes 2-pt shot from 10 ft,2,27-30,,
0:44.0,,,27-32,2,T. Thompson makes 2-pt shot at rim (assist by K. Irving)
0:30.0,L. Stephenson misses 3-pt shot from 25 ft,,27-32,,
0:29.0,Offensive rebound by T. Young,,27-32,,
0:28.0,K. Seraphin makes 2-pt shot at rim (assist by T. Young),2,29-32,,
0:10.0,,,29-34,2,K. Irving makes 2-pt shot at rim
0:04.0,,,29-34,,Personal foul by D. Williams (drawn by L. Stephenson)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,L. Stephenson misses 2-pt shot from 15 ft,,29-34,,
11:42.0,Offensive rebound by K. Seraphin,,29-34,,
11:35.0,A. Brooks misses 3-pt shot from 24 ft,,29-34,,
11:35.0,,,29-34,,Defensive rebound by L. James
11:16.0,,,29-34,,D. Williams misses 2-pt shot from 1 ft
11:14.0,Defensive rebound by A. Brooks,,29-34,,
11:09.0,A. Brooks makes 3-pt shot from 25 ft,3,32-34,,
10:48.0,,,32-36,2,L. James makes 2-pt shot at rim
10:48.0,,,32-36,,Shooting foul by L. Stephenson (drawn by L. James)
10:48.0,,,32-37,1,L. James makes free throw 1 of 1
10:26.0,C. Miles makes 3-pt shot from 25 ft (assist by P. George),3,35-37,,
10:09.0,,,35-39,2,D. Williams makes 2-pt shot from 1 ft (assist by C. Frye)
9:52.0,L. Stephenson makes 2-pt shot from 4 ft (assist by P. George),2,37-39,,
9:40.0,,,37-42,3,C. Frye makes 3-pt shot from 24 ft (assist by D. Williams)
9:26.0,Shooting foul by R. Jefferson (drawn by P. George),,37-42,,
9:26.0,P. George misses free throw 1 of 3,,37-42,,
9:26.0,Offensive rebound by Team,,37-42,,
9:26.0,P. George makes free throw 2 of 3,1,38-42,,
9:26.0,P. George makes free throw 3 of 3,1,39-42,,
9:26.0,,,38-42,,K. Love enters the game for R. Jefferson
9:14.0,,,39-44,2,L. James makes 2-pt shot at rim
9:14.0,,,39-44,,Shooting foul by C. Miles (drawn by L. James)
9:14.0,,,39-45,1,L. James makes free throw 1 of 1
9:14.0,M. Turner enters the game for K. Seraphin,,39-44,,
8:56.0,C. Miles misses 2-pt shot from 6 ft,,39-45,,
8:56.0,Offensive rebound by Team,,39-45,,
8:56.0,Official timeout,,39-45,,
8:51.0,Turnover by A. Brooks (bad pass; steal by K. Korver),,39-45,,
8:39.0,,,39-47,2,K. Love makes 2-pt shot from 6 ft (assist by L. James)
8:27.0,,,39-47,,Personal foul by C. Frye (drawn by P. George)
8:15.0,A. Brooks makes 2-pt shot from 6 ft,2,41-47,,
7:58.0,,,41-49,2,C. Frye makes 2-pt shot from 2 ft (assist by L. James)
7:36.0,P. George makes 3-pt shot from 25 ft (assist by L. Stephenson),3,44-49,,
7:19.0,,,44-49,,K. Love misses 3-pt shot from 24 ft
7:19.0,Defensive rebound by P. George,,44-49,,
7:11.0,P. George misses 2-pt shot from 11 ft,,44-49,,
7:10.0,Offensive rebound by M. Turner,,44-49,,
7:10.0,M. Turner misses 2-pt shot from 1 ft,,44-49,,
7:10.0,,,44-49,,Defensive rebound by K. Love
7:03.0,Personal foul by C. Miles,,44-49,,
7:03.0,J. Teague enters the game for A. Brooks,,44-49,,
7:03.0,T. Young enters the game for C. Miles,,44-49,,
7:03.0,,,44-49,,J. Smith enters the game for D. Williams
7:03.0,,,44-49,,K. Irving enters the game for C. Frye
6:59.0,,,44-52,3,J. Smith makes 3-pt shot from 26 ft (assist by L. James)
6:41.0,L. Stephenson makes 2-pt shot from 1 ft (assist by M. Turner),2,46-52,,
6:30.0,,,46-54,2,L. James makes 2-pt shot at rim (assist by K. Irving)
6:17.0,Shooting foul by L. James (drawn by J. Teague),,46-54,,
6:17.0,J. Teague makes free throw 1 of 2,1,47-54,,
6:17.0,J. Teague makes free throw 2 of 2,1,48-54,,
6:00.0,,,48-54,,K. Irving misses 2-pt shot from 7 ft
5:58.0,Defensive rebound by L. Stephenson,,48-54,,
5:51.0,M. Turner misses 2-pt shot from 6 ft,,48-54,,
5:51.0,,,48-54,,Defensive rebound by Team
5:51.0,Loose ball foul by T. Young (drawn by K. Love),,48-54,,
5:51.0,,,48-54,,Cleveland full timeout
5:51.0,,,48-54,,T. Thompson enters the game for K. Korver
5:35.0,,,48-56,2,K. Irving makes 2-pt shot from 9 ft (assist by L. James)
5:21.0,,,48-56,,Personal foul by L. James (drawn by M. Turner)
5:09.0,P. George misses 2-pt shot from 16 ft,,48-56,,
5:06.0,,,48-56,,Defensive rebound by T. Thompson
4:59.0,,,48-56,,Turnover by K. Irving (bad pass; steal by M. Turner)
4:49.0,P. George makes 2-pt shot from 13 ft,2,50-56,,
4:31.0,,,50-56,,K. Love misses 3-pt shot from 24 ft
4:31.0,Defensive rebound by L. Stephenson,,50-56,,
4:22.0,J. Teague misses 3-pt shot from 26 ft,,50-56,,
4:21.0,,,50-56,,Defensive rebound by T. Thompson
4:12.0,Personal block foul by T. Young (drawn by K. Love),,50-56,,
4:12.0,,,50-57,1,K. Love makes free throw 1 of 2
4:12.0,,,50-57,,K. Love misses free throw 2 of 2
4:12.0,M. Ellis enters the game for L. Stephenson,,50-57,,
4:12.0,,,50-57,,R. Jefferson enters the game for L. James
4:12.0,L. Allen enters the game for T. Young,,50-57,,
4:11.0,Defensive rebound by P. George,,50-57,,
4:00.0,P. George makes 3-pt shot from 24 ft (assist by J. Teague),3,53-57,,
3:47.0,,,53-60,3,K. Irving makes 3-pt shot from 25 ft
3:35.0,M. Turner misses 2-pt shot from 20 ft,,53-60,,
3:35.0,,,53-60,,Defensive rebound by T. Thompson
3:18.0,,,53-60,,K. Irving misses 2-pt shot from 1 ft
3:16.0,,,53-60,,Offensive rebound by T. Thompson
3:16.0,,,53-60,,R. Jefferson misses 2-pt shot from 6 ft
3:14.0,,,53-60,,Offensive rebound by K. Love
3:13.0,Personal foul by M. Turner (drawn by K. Love),,53-60,,
3:13.0,,,53-60,,K. Love misses free throw 1 of 2
3:13.0,,,53-60,,Offensive rebound by Team
3:13.0,,,53-61,1,K. Love makes free throw 2 of 2
3:00.0,M. Turner misses 2-pt shot from 3 ft,,53-61,,
2:58.0,,,53-61,,Defensive rebound by K. Irving
2:54.0,Indiana full timeout,,53-61,,
2:54.0,K. Seraphin enters the game for M. Turner,,53-61,,
2:36.0,,,53-61,,K. Irving misses 3-pt shot from 28 ft
2:35.0,Defensive rebound by M. Ellis,,53-61,,
2:29.0,,,53-61,,Shooting block foul by K. Irving (drawn by M. Ellis)
2:29.0,M. Ellis makes free throw 1 of 2,1,54-61,,
2:29.0,M. Ellis makes free throw 2 of 2,1,55-61,,
2:29.0,,,54-61,,L. James enters the game for R. Jefferson
2:29.0,L. Stephenson enters the game for P. George,,54-61,,
2:05.0,,,55-61,,Shooting foul by K. Seraphin (drawn by K. Love)
2:05.0,,,55-61,,K. Love misses free throw 1 of 2
2:05.0,,,55-61,,Offensive rebound by Team
2:05.0,,,55-62,1,K. Love makes free throw 2 of 2
1:53.0,M. Ellis misses 2-pt shot from 17 ft,,55-62,,
1:52.0,,,55-62,,Defensive rebound by L. James
1:43.0,,,55-62,,Turnover by K. Love (bad pass; steal by M. Ellis)
1:22.0,M. Ellis makes 2-pt shot from 8 ft,2,57-62,,
1:03.0,,,57-64,2,K. Irving makes 2-pt shot from 15 ft (assist by L. James)
1:03.0,,,57-64,,Shooting foul by J. Teague (drawn by K. Irving)
1:03.0,,,57-64,,K. Irving misses free throw 1 of 1
1:02.0,Defensive rebound by L. Stephenson,,57-64,,
0:45.0,L. Stephenson misses 2-pt shot from 8 ft,,57-64,,
0:44.0,,,57-64,,Defensive rebound by K. Love
0:35.0,,,57-64,,K. Irving misses 2-pt shot at rim
0:34.0,Defensive rebound by L. Allen,,57-64,,
0:32.0,Turnover by L. Allen (bad pass; steal by L. James),,57-64,,
0:26.0,,,57-64,,K. Irving misses 3-pt shot from 24 ft
0:26.0,Defensive rebound by J. Teague,,57-64,,
0:22.0,J. Teague makes 2-pt shot from 7 ft,2,59-64,,
0:01.0,,,59-66,2,L. James makes 2-pt shot from 1 ft
0:01.0,,,59-66,,Shooting foul by K. Seraphin (drawn by L. James)
0:01.0,,,59-66,,L. James misses free throw 1 of 1
0:01.0,Defensive rebound by M. Ellis,,59-66,,
0:01.0,,,59-66,,D. Williams enters the game for K. Irving
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,P. George makes 2-pt shot from 18 ft,2,61-66,,
11:16.0,,,61-68,2,L. James makes 2-pt shot from 8 ft
11:12.0,Shooting foul by K. Love (drawn by P. George),,61-68,,
11:12.0,P. George makes free throw 1 of 2,1,62-68,,
11:12.0,P. George makes free throw 2 of 2,1,63-68,,
10:50.0,,,63-71,3,L. James makes 3-pt shot from 24 ft
10:31.0,J. Teague misses 2-pt shot from 2 ft,,63-71,,
10:29.0,Offensive rebound by T. Young,,63-71,,
10:22.0,J. Teague misses 3-pt shot from 25 ft,,63-71,,
10:22.0,,,63-71,,Defensive rebound by K. Love
10:08.0,,,63-71,,K. Irving misses 3-pt shot from 25 ft
10:08.0,Defensive rebound by P. George,,63-71,,
10:02.0,P. George makes 3-pt shot from 26 ft,3,66-71,,
9:38.0,,,66-73,2,K. Love makes 2-pt shot from 6 ft
9:23.0,M. Ellis makes 2-pt shot from 9 ft (assist by J. Teague),2,68-73,,
9:04.0,Personal foul by P. George (drawn by L. James),,68-73,,
8:57.0,,,68-73,,Turnover by K. Irving (bad pass; steal by M. Turner)
8:47.0,P. George makes 2-pt shot from 16 ft,2,70-73,,
8:28.0,,,70-75,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
8:13.0,,,70-75,,Personal foul by K. Love (drawn by T. Young)
8:06.0,M. Ellis misses 3-pt shot from 26 ft,,70-75,,
8:05.0,Offensive rebound by M. Turner,,70-75,,
7:56.0,J. Teague misses 3-pt shot from 25 ft,,70-75,,
7:56.0,,,70-75,,Defensive rebound by L. James
7:42.0,,,70-75,,Turnover by K. Love (lost ball; steal by M. Turner)
7:30.0,M. Turner makes 2-pt shot at rim (assist by J. Teague),2,72-75,,
7:03.0,,,72-78,3,L. James makes 3-pt shot from 26 ft
6:48.0,P. George misses 2-pt shot from 13 ft,,72-78,,
6:46.0,,,72-78,,Defensive rebound by T. Thompson
6:43.0,,,72-78,,Offensive foul by J. Smith
6:43.0,,,72-78,,Turnover by J. Smith (offensive foul)
6:30.0,Turnover by T. Young (bad pass; steal by L. James),,72-78,,
6:26.0,,,72-78,,Offensive charge foul by L. James
6:26.0,,,72-78,,Turnover by L. James (offensive foul)
6:15.0,T. Young makes 2-pt shot from 1 ft (assist by J. Teague),2,74-78,,
6:15.0,,,74-78,,Cleveland full timeout
5:53.0,,,74-78,,K. Irving misses 2-pt shot from 8 ft
5:52.0,,,74-78,,Offensive rebound by T. Thompson
5:49.0,,,74-80,2,K. Irving makes 2-pt shot from 20 ft (assist by T. Thompson)
5:38.0,Shooting foul by K. Irving (drawn by J. Teague),,74-80,,
5:38.0,J. Teague makes free throw 1 of 3,1,75-80,,
5:38.0,J. Teague makes free throw 2 of 3,1,76-80,,
5:38.0,J. Teague makes free throw 3 of 3,1,77-80,,
5:38.0,,,76-80,,R. Jefferson enters the game for K. Love
5:18.0,,,77-80,,K. Irving misses 2-pt shot from 4 ft
5:15.0,,,77-80,,Offensive rebound by T. Thompson
5:05.0,,,77-80,,L. James misses 2-pt shot from 12 ft
5:03.0,Defensive rebound by Team,,77-80,,
5:03.0,,,77-80,,Loose ball foul by T. Thompson (drawn by M. Turner)
4:50.0,Shooting foul by R. Jefferson (drawn by M. Turner),,77-80,,
4:50.0,M. Turner misses free throw 1 of 2,,77-80,,
4:50.0,Offensive rebound by Team,,77-80,,
4:50.0,M. Turner makes free throw 2 of 2,1,78-80,,
4:38.0,Personal foul by M. Ellis (drawn by L. James),,78-80,,
4:23.0,,,78-82,2,K. Irving makes 2-pt shot from 17 ft
4:09.0,Offensive charge foul by M. Ellis,,78-82,,
4:09.0,Turnover by M. Ellis (offensive foul),,78-82,,
3:43.0,,,78-82,,L. James misses 2-pt shot from 9 ft
3:42.0,Defensive rebound by P. George,,78-82,,
3:37.0,Turnover by P. George (lost ball; steal by K. Irving),,78-82,,
3:34.0,,,78-82,,Shooting foul by M. Turner (drawn by R. Jefferson)
3:34.0,,,78-83,1,R. Jefferson makes free throw 1 of 2
3:34.0,,,78-83,,R. Jefferson misses free throw 2 of 2
3:34.0,Defensive rebound by M. Ellis,,78-83,,
3:34.0,Indiana full timeout,,78-83,,
3:34.0,,,78-83,,C. Frye enters the game for T. Thompson
3:34.0,K. Seraphin enters the game for T. Young,,78-83,,
3:34.0,C. Miles enters the game for M. Turner,,78-83,,
3:27.0,Turnover by P. George (offensive foul),,78-83,,
3:27.0,Offensive foul by P. George,,78-83,,
3:12.0,,,78-85,2,L. James makes 2-pt shot from 1 ft (assist by K. Irving)
2:55.0,M. Ellis misses 3-pt shot from 26 ft,,78-85,,
2:55.0,,,78-85,,Defensive rebound by J. Smith
2:37.0,,,78-88,3,C. Frye makes 3-pt shot from 26 ft (assist by L. James)
2:20.0,P. George misses 2-pt shot from 11 ft,,78-88,,
2:18.0,Offensive rebound by K. Seraphin,,78-88,,
2:14.0,Turnover by K. Seraphin (lost ball; steal by L. James),,78-88,,
2:11.0,,,78-90,2,L. James makes 2-pt shot from 2 ft (assist by R. Jefferson)
2:11.0,Indiana full timeout,,78-90,,
2:11.0,,,78-90,,K. Korver enters the game for L. James
2:11.0,L. Stephenson enters the game for M. Ellis,,78-90,,
2:11.0,T. Young enters the game for J. Teague,,78-90,,
1:54.0,K. Seraphin makes 2-pt shot from 6 ft (assist by P. George),2,80-90,,
1:32.0,,,80-92,2,K. Irving makes 2-pt shot from 16 ft
1:17.0,K. Seraphin makes 2-pt shot from 7 ft (assist by T. Young),2,82-92,,
0:59.0,,,82-92,,K. Irving misses 3-pt shot from 24 ft
0:59.0,Defensive rebound by Team,,82-92,,
0:59.0,M. Ellis enters the game for P. George,,82-92,,
0:43.0,L. Stephenson makes 2-pt shot from 4 ft,2,84-92,,
0:25.0,,,84-92,,C. Frye misses 3-pt shot from 25 ft
0:25.0,Defensive rebound by T. Young,,84-92,,
0:03.0,K. Seraphin misses 2-pt shot from 17 ft,,84-92,,
0:02.0,,,84-92,,Defensive rebound by R. Jefferson
0:00.0,,,84-92,,J. Smith misses 3-pt shot from 43 ft
0:00.0,,,84-92,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,84-94,2,K. Korver makes 2-pt shot from 23 ft (assist by L. James)
11:19.0,C. Miles misses 3-pt shot from 26 ft,,84-94,,
11:18.0,Offensive rebound by T. Young,,84-94,,
11:05.0,L. Stephenson makes 2-pt shot from 6 ft,2,86-94,,
10:52.0,Personal foul by C. Miles,,86-94,,
10:37.0,,,86-94,,L. James misses 2-pt shot from 14 ft
10:36.0,Defensive rebound by L. Stephenson,,86-94,,
10:24.0,L. Stephenson makes 2-pt shot from 13 ft,2,88-94,,
10:07.0,,,88-94,,Shooting foul by C. Miles (drawn by L. James)
10:07.0,,,88-94,,L. James misses free throw 1 of 2
10:07.0,,,88-94,,Offensive rebound by Team
10:07.0,,,88-95,1,L. James makes free throw 2 of 2
10:07.0,P. George enters the game for C. Miles,,88-94,,
10:07.0,,,88-94,,K. Love enters the game for R. Jefferson
9:51.0,M. Ellis misses 2-pt shot from 11 ft,,88-95,,
9:49.0,Offensive rebound by K. Seraphin,,88-95,,
9:46.0,K. Seraphin misses 2-pt shot from 2 ft (block by K. Love),,88-95,,
9:45.0,,,88-95,,Defensive rebound by K. Korver
9:30.0,,,88-95,,K. Love misses 3-pt shot from 23 ft
9:29.0,Defensive rebound by L. Stephenson,,88-95,,
9:17.0,L. Stephenson misses 2-pt shot from 10 ft,,88-95,,
9:15.0,,,88-95,,Defensive rebound by C. Frye
9:06.0,,,88-98,3,D. Williams makes 3-pt shot from 26 ft (assist by L. James)
9:04.0,Indiana full timeout,,88-98,,
9:04.0,M. Turner enters the game for M. Ellis,,88-98,,
9:04.0,J. Teague enters the game for K. Seraphin,,88-98,,
8:50.0,P. George misses 2-pt shot from 7 ft,,88-98,,
8:50.0,Offensive rebound by Team,,88-98,,
8:50.0,,,88-98,,Loose ball foul by K. Love (drawn by T. Young)
8:35.0,L. Stephenson makes 2-pt shot from 15 ft,2,90-98,,
8:27.0,Personal foul by M. Turner (drawn by K. Korver),,90-98,,
8:15.0,,,90-98,,D. Williams misses 3-pt shot from 25 ft
8:15.0,,,90-98,,Offensive rebound by K. Korver
8:01.0,,,90-98,,L. James misses 2-pt shot from 3 ft
8:00.0,Defensive rebound by L. Stephenson,,90-98,,
7:53.0,T. Young makes 2-pt shot from 3 ft (assist by L. Stephenson),2,92-98,,
7:53.0,,,92-98,,Cleveland full timeout
7:53.0,,,92-98,,J. Smith enters the game for K. Korver
7:53.0,,,92-98,,K. Irving enters the game for D. Williams
7:29.0,,,92-100,2,L. James makes 2-pt shot from 2 ft (assist by C. Frye)
7:15.0,L. Stephenson makes 2-pt shot from 2 ft,2,94-100,,
6:55.0,,,94-103,3,C. Frye makes 3-pt shot from 25 ft (assist by K. Love)
6:40.0,M. Turner misses 2-pt shot from 3 ft,,94-103,,
6:39.0,Offensive rebound by M. Turner,,94-103,,
6:39.0,M. Turner misses 2-pt shot from 1 ft,,94-103,,
6:38.0,Offensive rebound by M. Turner,,94-103,,
6:38.0,M. Turner makes 2-pt shot from 1 ft,2,96-103,,
6:18.0,,,96-103,,L. James misses 2-pt shot from 1 ft
6:17.0,Defensive rebound by M. Turner,,96-103,,
5:56.0,P. George misses 3-pt shot from 26 ft,,96-103,,
5:56.0,,,96-103,,Defensive rebound by C. Frye
5:39.0,,,96-103,,K. Irving misses 2-pt shot from 1 ft
5:38.0,,,96-103,,Offensive rebound by L. James
5:20.0,,,96-103,,K. Love misses 3-pt shot from 22 ft
5:19.0,Defensive rebound by P. George,,96-103,,
4:52.0,J. Teague makes 3-pt shot from 24 ft (assist by P. George),3,99-103,,
4:39.0,,,99-103,,K. Irving misses 2-pt shot from 18 ft
4:38.0,Defensive rebound by T. Young,,99-103,,
4:26.0,M. Turner makes 2-pt shot from 1 ft (assist by P. George),2,101-103,,
4:26.0,,,101-103,,Cleveland full timeout
4:26.0,,,101-103,,T. Thompson enters the game for C. Frye
4:13.0,,,101-103,,L. James misses 2-pt shot from 5 ft
4:11.0,Defensive rebound by M. Turner,,101-103,,
3:59.0,Shooting foul by J. Smith (drawn by P. George),,101-103,,
3:59.0,P. George misses free throw 1 of 2,,101-103,,
3:59.0,Offensive rebound by Team,,101-103,,
3:59.0,P. George makes free throw 2 of 2,1,102-103,,
3:45.0,,,102-103,,K. Irving misses 3-pt shot from 24 ft
3:45.0,Defensive rebound by Team,,102-103,,
3:31.0,J. Teague makes 3-pt shot from 25 ft,3,105-103,,
3:04.0,,,105-105,2,L. James makes 2-pt shot at rim (assist by J. Smith)
2:46.0,P. George misses 2-pt shot from 19 ft,,105-105,,
2:44.0,,,105-105,,Defensive rebound by K. Irving
2:34.0,,,105-107,2,K. Irving makes 2-pt shot from 19 ft (assist by L. James)
2:14.0,J. Teague misses 2-pt shot from 8 ft (block by K. Irving),,105-107,,
2:12.0,,,105-107,,Defensive rebound by K. Irving
1:58.0,,,105-107,,Shooting foul by J. Teague
1:58.0,,,105-108,1,J. Smith makes free throw 1 of 2
1:58.0,,,105-108,,J. Smith misses free throw 2 of 2
1:58.0,C. Miles enters the game for T. Young,,105-108,,
1:56.0,Defensive rebound by C. Miles,,105-108,,
1:38.0,L. Stephenson misses 3-pt shot from 24 ft,,105-108,,
1:37.0,,,105-108,,Defensive rebound by T. Thompson
1:17.0,,,105-108,,Shooting foul by J. Teague (drawn by L. James)
1:17.0,,,105-108,,L. James misses free throw 1 of 2
1:17.0,,,105-108,,Offensive rebound by Team
1:17.0,,,105-109,1,L. James makes free throw 2 of 2
1:17.0,Indiana full timeout,,105-109,,
1:17.0,T. Young enters the game for L. Stephenson,,105-108,,
1:17.0,,,105-109,,R. Jefferson enters the game for K. Love
1:17.0,L. Stephenson enters the game for T. Young,,105-109,,
1:05.0,Turnover by M. Turner (lost ball; steal by K. Irving),,105-109,,
0:48.0,,,105-109,,K. Irving misses 2-pt shot from 1 ft (block by M. Turner)
0:46.0,,,105-109,,Offensive rebound by J. Smith
0:46.0,,,105-109,,Turnover by J. Smith (bad pass)
0:41.0,P. George makes 3-pt shot from 28 ft,3,108-109,,
0:20.0,,,108-109,,L. James misses 3-pt shot from 25 ft
0:20.0,Defensive rebound by L. Stephenson,,108-109,,
0:20.0,Indiana full timeout,,108-109,,
0:11.0,,,108-109,,Personal foul by R. Jefferson
0:01.0,C. Miles misses 2-pt shot from 14 ft,,108-109,,
0:00.0,Offensive rebound by Team,,108-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
