time,Atlanta,pts.away,score,pts.home,New Orleans
3:10.0,,,33-43,,A. Davis misses 2-pt shot at rim
3:08.0,Defensive rebound by D. Howard,,33-43,,
2:59.0,D. Schroder misses 2-pt shot from 2 ft,,33-43,,
2:58.0,Offensive rebound by D. Howard,,33-43,,
2:56.0,D. Howard makes 2-pt shot at rim,2,35-43,,
2:33.0,,,35-45,2,B. Hield makes 2-pt shot from 2 ft
2:15.0,D. Schroder makes 3-pt shot from 26 ft (assist by P. Millsap),3,38-45,,
2:06.0,,,38-45,,L. Galloway misses 3-pt shot from 23 ft
2:04.0,Defensive rebound by D. Howard,,38-45,,
1:54.0,Turnover by D. Schroder (bad pass; steal by L. Galloway),,38-45,,
1:49.0,,,38-45,,B. Hield misses 3-pt shot from 24 ft
1:48.0,Defensive rebound by T. Sefolosha,,38-45,,
1:26.0,P. Millsap misses 3-pt shot from 27 ft,,38-45,,
1:25.0,,,38-45,,Defensive rebound by Team
1:25.0,,,38-45,,New Orleans full timeout
1:25.0,T. Hardaway enters the game for D. Howard,,38-45,,
1:25.0,M. Muscala enters the game for K. Bazemore,,38-45,,
1:25.0,,,38-45,,D. Cunningham enters the game for A. Davis
1:25.0,,,38-45,,E. Moore enters the game for L. Galloway
1:07.0,,,38-45,,T. Jones misses 2-pt shot from 2 ft
1:06.0,Defensive rebound by T. Sefolosha,,38-45,,
0:57.0,M. Muscala makes 2-pt shot from 20 ft (assist by T. Sefolosha),2,40-45,,
0:44.0,,,40-45,,T. Jones misses 2-pt shot from 14 ft
0:43.0,Defensive rebound by P. Millsap,,40-45,,
0:31.0,D. Schroder misses 2-pt shot from 15 ft,,40-45,,
0:30.0,Offensive rebound by D. Schroder,,40-45,,
0:26.0,P. Millsap misses 3-pt shot from 23 ft,,40-45,,
0:26.0,,,40-45,,Defensive rebound by T. Jones
0:04.0,,,40-47,2,J. Holiday makes 2-pt shot from 2 ft
0:00.0,M. Muscala makes 2-pt shot from 15 ft (assist by T. Sefolosha),2,42-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,P. Millsap makes 2-pt shot from 18 ft (assist by T. Sefolosha),2,44-47,,
11:33.0,,,44-47,,Turnover by A. Davis (lost ball; steal by P. Millsap)
11:25.0,,,44-47,,Personal foul by A. Davis (drawn by D. Howard)
11:19.0,P. Millsap makes 3-pt shot from 24 ft (assist by T. Sefolosha),3,47-47,,
11:02.0,,,47-49,2,T. Jones makes 2-pt shot from 1 ft (assist by J. Holiday)
11:02.0,,,47-49,,Shooting foul by K. Bazemore (drawn by T. Jones)
11:02.0,,,47-49,,T. Jones misses free throw 1 of 1
11:01.0,Defensive rebound by P. Millsap,,47-49,,
10:52.0,P. Millsap makes 2-pt shot from 2 ft (assist by D. Schroder),2,49-49,,
10:38.0,,,49-49,,Turnover by J. Holiday (bad pass; steal by D. Schroder)
10:35.0,,,49-49,,Personal foul by B. Hield (drawn by D. Schroder)
10:30.0,P. Millsap misses 2-pt shot from 1 ft,,49-49,,
10:29.0,,,49-49,,Defensive rebound by A. Davis
10:14.0,,,49-52,3,B. Hield makes 3-pt shot from 27 ft (assist by T. Jones)
9:55.0,Turnover by K. Bazemore (bad pass),,49-52,,
9:49.0,,,49-52,,New Orleans full timeout
9:38.0,,,49-54,2,T. Jones makes 2-pt shot at rim (assist by A. Davis)
9:20.0,Shooting foul by J. Holiday (drawn by D. Schroder),,49-54,,
9:20.0,D. Schroder makes free throw 1 of 2,1,50-54,,
9:20.0,D. Schroder makes free throw 2 of 2,1,51-54,,
9:05.0,Personal foul by K. Bazemore (drawn by A. Davis),,51-54,,
9:00.0,,,51-54,,D. Cunningham misses 3-pt shot from 24 ft
8:59.0,Defensive rebound by D. Schroder,,51-54,,
8:53.0,D. Schroder makes 2-pt shot from 20 ft,2,53-54,,
8:43.0,,,53-54,,J. Holiday misses 2-pt shot from 3 ft
8:42.0,Defensive rebound by T. Sefolosha,,53-54,,
8:34.0,D. Schroder misses 3-pt shot from 26 ft,,53-54,,
8:33.0,,,53-54,,Defensive rebound by A. Davis
8:10.0,,,53-54,,J. Holiday misses 2-pt shot from 16 ft
8:09.0,Defensive rebound by K. Bazemore,,53-54,,
7:54.0,K. Bazemore misses 2-pt shot from 2 ft,,53-54,,
7:53.0,Offensive rebound by D. Howard,,53-54,,
7:51.0,D. Howard misses 2-pt shot from 2 ft,,53-54,,
7:47.0,,,53-54,,Defensive rebound by A. Davis
7:43.0,,,53-54,,B. Hield misses 3-pt shot from 26 ft
7:39.0,Defensive rebound by D. Howard,,53-54,,
7:24.0,,,53-54,,S. Hill enters the game for D. Cunningham
7:21.0,D. Schroder misses 2-pt shot from 16 ft,,53-54,,
7:20.0,,,53-54,,Defensive rebound by B. Hield
7:15.0,,,53-54,,B. Hield misses 2-pt shot from 3 ft (block by T. Sefolosha)
7:12.0,,,53-54,,Offensive rebound by T. Jones
7:09.0,Jump ball: B. Hield vs. P. Millsap (S. Hill gains possession),,,,Jump ball: B. Hield vs. P. Millsap (S. Hill gains possession)
7:01.0,,,53-54,,T. Jones misses 2-pt shot from 7 ft
7:00.0,Defensive rebound by D. Howard,,53-54,,
6:48.0,Turnover by T. Sefolosha (discontinued dribble),,53-54,,
6:40.0,,,53-54,,A. Davis misses 2-pt shot from 12 ft (block by T. Sefolosha)
6:37.0,Defensive rebound by K. Bazemore,,53-54,,
6:33.0,K. Bazemore makes 2-pt shot from 15 ft,2,55-54,,
6:17.0,,,55-57,3,S. Hill makes 3-pt shot from 26 ft (assist by J. Holiday)
6:09.0,Atlanta full timeout,,55-57,,
6:09.0,T. Hardaway enters the game for T. Sefolosha,,55-57,,
6:05.0,,,55-57,,Violation by J. Holiday (kicked ball)
5:51.0,P. Millsap misses 2-pt shot from 6 ft,,55-57,,
5:50.0,,,55-57,,Defensive rebound by A. Davis
5:40.0,,,55-57,,T. Jones misses 2-pt shot from 3 ft
5:39.0,,,55-57,,Offensive rebound by A. Davis
5:39.0,,,55-59,2,A. Davis makes 2-pt shot at rim
5:19.0,T. Hardaway makes 2-pt shot from 3 ft (assist by P. Millsap),2,57-59,,
5:04.0,,,57-62,3,J. Holiday makes 3-pt shot from 24 ft
4:48.0,K. Bazemore misses 2-pt shot from 2 ft,,57-62,,
4:46.0,,,57-62,,Defensive rebound by T. Jones
4:34.0,,,57-65,3,B. Hield makes 3-pt shot from 25 ft (assist by J. Holiday)
4:18.0,D. Schroder makes 2-pt shot from 19 ft,2,59-65,,
4:04.0,,,59-65,,A. Davis misses 2-pt shot from 18 ft
4:03.0,Defensive rebound by T. Hardaway,,59-65,,
3:58.0,D. Howard makes 2-pt shot at rim (assist by K. Bazemore),2,61-65,,
3:42.0,,,61-65,,A. Davis misses 2-pt shot from 1 ft
3:40.0,,,61-65,,Offensive rebound by T. Jones
3:38.0,Personal foul by K. Bazemore (drawn by T. Jones),,61-65,,
3:38.0,T. Sefolosha enters the game for K. Bazemore,,61-65,,
3:38.0,M. Delaney enters the game for D. Schroder,,61-65,,
3:38.0,M. Muscala enters the game for P. Millsap,,61-65,,
3:32.0,,,61-65,,J. Holiday misses 2-pt shot from 5 ft
3:31.0,Defensive rebound by T. Hardaway,,61-65,,
3:15.0,T. Sefolosha makes 2-pt shot from 18 ft (assist by M. Delaney),2,63-65,,
3:04.0,,,63-67,2,A. Davis makes 2-pt shot from 13 ft (assist by S. Hill)
2:35.0,T. Hardaway misses 3-pt shot from 26 ft,,63-67,,
2:35.0,,,63-67,,Defensive rebound by S. Hill
2:27.0,P. Millsap enters the game for D. Howard,,63-67,,
2:27.0,,,63-67,,E. Moore enters the game for A. Davis
2:13.0,,,63-67,,B. Hield misses 2-pt shot from 21 ft
2:10.0,,,63-67,,Offensive rebound by T. Jones
2:06.0,,,63-67,,Turnover by T. Jones (bad pass; steal by M. Delaney)
1:57.0,M. Muscala makes 3-pt shot from 26 ft (assist by M. Delaney),3,66-67,,
1:40.0,,,66-67,,E. Moore misses 2-pt shot from 19 ft
1:39.0,Defensive rebound by P. Millsap,,66-67,,
1:31.0,T. Hardaway makes 3-pt shot from 26 ft (assist by M. Delaney),3,69-67,,
1:20.0,,,69-67,,Turnover by J. Holiday (lost ball; steal by M. Muscala)
1:10.0,M. Muscala misses 2-pt shot from 17 ft,,69-67,,
1:08.0,,,69-67,,Defensive rebound by T. Jones
0:56.0,,,69-70,3,E. Moore makes 3-pt shot from 25 ft (assist by B. Hield)
0:44.0,Turnover by M. Delaney (lost ball),,69-70,,
0:44.0,,,69-70,,T. Evans enters the game for J. Holiday
0:34.0,,,69-72,2,T. Jones makes 2-pt shot from 17 ft (assist by B. Hield)
0:28.0,T. Hardaway makes 3-pt shot from 24 ft,3,72-72,,
0:06.0,,,72-72,,E. Moore misses 3-pt shot from 26 ft
0:04.0,Defensive rebound by M. Delaney,,72-72,,
0:01.0,Shooting foul by S. Hill (drawn by M. Delaney),,72-72,,
0:01.0,M. Delaney makes free throw 1 of 3,1,73-72,,
0:01.0,M. Delaney makes free throw 2 of 3,1,74-72,,
0:01.0,M. Delaney makes free throw 3 of 3,1,75-72,,
0:01.0,D. Bembry enters the game for T. Sefolosha,,74-72,,
0:01.0,K. Humphries enters the game for P. Millsap,,74-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,75-72,,Turnover by S. Hill (lost ball; steal by M. Delaney)
11:29.0,D. Bembry makes 2-pt shot at rim (assist by M. Delaney),2,77-72,,
11:18.0,,,77-72,,L. Galloway misses 2-pt shot from 15 ft
11:17.0,Defensive rebound by T. Hardaway,,77-72,,
10:55.0,K. Humphries misses 3-pt shot from 27 ft,,77-72,,
10:54.0,,,77-72,,Defensive rebound by S. Hill
10:44.0,,,77-72,,L. Galloway misses 3-pt shot from 26 ft
10:43.0,Defensive rebound by Team,,77-72,,
10:34.0,,,77-72,,Personal foul by L. Galloway (drawn by M. Delaney)
10:21.0,M. Delaney misses 2-pt shot from 3 ft,,77-72,,
10:17.0,,,77-72,,Defensive rebound by T. Evans
10:11.0,,,77-72,,T. Evans misses 2-pt shot from 1 ft
10:09.0,Defensive rebound by K. Humphries,,77-72,,
9:51.0,D. Bembry makes 2-pt shot from 1 ft (assist by M. Delaney),2,79-72,,
9:45.0,,,79-72,,New Orleans full timeout
9:32.0,,,79-72,,A. Davis misses 2-pt shot from 5 ft
9:30.0,Defensive rebound by M. Muscala,,79-72,,
9:17.0,Turnover by M. Delaney (bad pass; steal by L. Galloway),,79-72,,
9:11.0,,,79-72,,E. Moore misses 3-pt shot from 25 ft
9:09.0,,,79-72,,Offensive rebound by A. Davis
9:09.0,,,79-74,2,A. Davis makes 2-pt shot from 2 ft
8:51.0,Turnover by K. Humphries (turnover),,79-74,,
8:35.0,,,79-74,,A. Davis misses 2-pt shot from 5 ft
8:35.0,,,79-74,,Offensive rebound by A. Davis
8:35.0,,,79-74,,Shooting foul by K. Humphries (drawn by A. Davis)
8:35.0,,,79-75,1,A. Davis makes free throw 1 of 2
8:35.0,,,79-76,1,A. Davis makes free throw 2 of 2
8:35.0,,,79-75,,J. Holiday enters the game for T. Evans
8:35.0,,,79-75,,D. Cunningham enters the game for L. Galloway
8:19.0,M. Delaney makes 2-pt shot from 18 ft,2,81-76,,
8:00.0,,,81-76,,S. Hill misses 2-pt shot at rim (block by M. Muscala)
8:00.0,,,81-76,,Offensive rebound by Team
7:56.0,,,81-76,,A. Davis misses 2-pt shot from 21 ft
7:56.0,Defensive rebound by M. Delaney,,81-76,,
7:50.0,K. Humphries makes 2-pt shot from 2 ft (assist by M. Delaney),2,83-76,,
7:39.0,,,83-76,,Offensive charge foul by A. Davis
7:39.0,,,83-76,,Turnover by A. Davis (offensive foul)
7:39.0,,,83-76,,Violation by Team (jump ball)
7:39.0,D. Schroder enters the game for M. Delaney,,83-76,,
7:23.0,T. Hardaway misses 2-pt shot from 22 ft,,83-76,,
7:22.0,,,83-76,,Defensive rebound by A. Davis
7:14.0,,,83-76,,A. Davis misses 2-pt shot from 15 ft
7:13.0,Defensive rebound by T. Hardaway,,83-76,,
6:55.0,T. Hardaway misses 2-pt shot from 7 ft,,83-76,,
6:53.0,,,83-76,,Defensive rebound by A. Davis
6:43.0,,,83-78,2,A. Davis makes 2-pt shot from 2 ft (assist by J. Holiday)
6:18.0,D. Schroder misses 2-pt shot from 23 ft,,83-78,,
6:17.0,Offensive rebound by D. Schroder,,83-78,,
6:07.0,T. Hardaway misses 3-pt shot from 24 ft,,83-78,,
6:06.0,,,83-78,,Defensive rebound by A. Davis
5:59.0,,,83-81,3,J. Holiday makes 3-pt shot from 27 ft
5:56.0,Atlanta full timeout,,83-81,,
5:56.0,,,83-81,,B. Hield enters the game for S. Hill
5:56.0,T. Sefolosha enters the game for M. Muscala,,83-81,,
5:56.0,M. Delaney enters the game for T. Hardaway,,83-81,,
5:56.0,D. Howard enters the game for D. Bembry,,83-81,,
5:56.0,P. Millsap enters the game for K. Humphries,,83-81,,
5:39.0,Turnover by D. Schroder (traveling),,83-81,,
5:26.0,,,83-81,,Shooting foul by D. Howard (drawn by A. Davis)
5:26.0,,,83-81,,A. Davis misses free throw 1 of 2
5:26.0,,,83-81,,Offensive rebound by Team
5:26.0,,,83-82,1,A. Davis makes free throw 2 of 2
5:19.0,D. Schroder makes 2-pt shot from 2 ft,2,85-82,,
5:05.0,,,85-82,,D. Cunningham misses 3-pt shot from 23 ft
5:04.0,,,85-82,,Offensive rebound by B. Hield
5:01.0,,,85-85,3,B. Hield makes 3-pt shot from 24 ft
4:41.0,D. Schroder misses 2-pt shot from 10 ft (block by E. Moore),,85-85,,
4:39.0,,,85-85,,Defensive rebound by B. Hield
4:32.0,,,85-85,,E. Moore misses 3-pt shot from 25 ft
4:30.0,,,85-85,,Offensive rebound by A. Davis
4:26.0,,,85-85,,E. Moore misses 3-pt shot from 26 ft
4:25.0,,,85-85,,Offensive rebound by A. Davis
4:24.0,,,85-85,,Shooting foul by T. Sefolosha (drawn by A. Davis)
4:24.0,,,85-85,,A. Davis misses free throw 1 of 2
4:24.0,,,85-85,,Offensive rebound by Team
4:24.0,,,85-86,1,A. Davis makes free throw 2 of 2
4:10.0,,,85-86,,Personal foul by E. Moore (drawn by P. Millsap)
4:02.0,P. Millsap misses 2-pt shot from 7 ft,,85-86,,
4:01.0,,,85-86,,Defensive rebound by A. Davis
