time,Brooklyn,pts.away,score,pts.home,Atlanta
8:02.0,T. Booker makes 2-pt shot from 2 ft (assist by S. Dinwiddie),2,36-28,,
7:46.0,,,36-30,2,D. Schroder makes 2-pt shot from 10 ft
7:45.0,,,36-30,,Violation by Team (delay of game)
7:32.0,T. Booker misses 3-pt shot from 25 ft,,36-30,,
7:31.0,,,36-30,,Defensive rebound by D. Schroder
7:20.0,,,36-30,,T. Waller-Prince misses 2-pt shot from 4 ft (block by Q. Acy)
7:20.0,,,36-30,,Offensive rebound by Team
7:08.0,,,36-30,,K. Bazemore misses 2-pt shot from 20 ft
7:05.0,Defensive rebound by T. Booker,,36-30,,
6:58.0,I. Whitehead misses 3-pt shot from 24 ft,,36-30,,
6:57.0,,,36-30,,Defensive rebound by D. Howard
6:52.0,,,36-30,,Shooting foul by I. Whitehead (drawn by D. Schroder)
6:52.0,,,36-31,1,D. Schroder makes free throw 1 of 2
6:52.0,,,36-32,1,D. Schroder makes free throw 2 of 2
6:52.0,,,36-31,,T. Sefolosha enters the game for T. Hardaway
6:52.0,B. Lopez enters the game for Q. Acy,,36-31,,
6:52.0,S. Kilpatrick enters the game for K. McDaniels,,36-31,,
6:36.0,Shooting foul by D. Schroder (drawn by S. Dinwiddie),,36-32,,
6:36.0,S. Dinwiddie misses free throw 1 of 2,,36-32,,
6:36.0,Offensive rebound by Team,,36-32,,
6:36.0,S. Dinwiddie makes free throw 2 of 2,1,37-32,,
6:36.0,,,36-32,,P. Millsap enters the game for T. Waller-Prince
6:26.0,,,37-32,,Turnover by P. Millsap (offensive foul)
6:26.0,,,37-32,,Offensive charge foul by P. Millsap
6:13.0,S. Kilpatrick makes 2-pt shot from 20 ft,2,39-32,,
5:52.0,,,39-32,,K. Bazemore misses 2-pt shot from 7 ft (block by I. Whitehead)
5:49.0,Defensive rebound by S. Kilpatrick,,39-32,,
5:44.0,S. Kilpatrick misses 3-pt shot from 24 ft,,39-32,,
5:42.0,,,39-32,,Defensive rebound by D. Howard
5:35.0,,,39-32,,D. Schroder misses 2-pt shot from 12 ft
5:34.0,Defensive rebound by T. Booker,,39-32,,
5:32.0,,,39-32,,Personal take foul by K. Bazemore (drawn by T. Booker)
5:32.0,,,39-32,,Atlanta full timeout
5:32.0,J. Lin enters the game for S. Dinwiddie,,39-32,,
5:32.0,C. LeVert enters the game for I. Whitehead,,39-32,,
5:23.0,,,39-32,,Personal foul by K. Bazemore (drawn by S. Kilpatrick)
5:09.0,Turnover by Team (shot clock),,39-32,,
4:52.0,,,39-32,,T. Sefolosha misses 3-pt shot from 24 ft
4:50.0,,,39-32,,Offensive rebound by D. Howard
4:50.0,,,39-34,2,D. Howard makes 2-pt shot at rim
4:36.0,C. LeVert misses 3-pt shot from 25 ft,,39-34,,
4:34.0,,,39-34,,Defensive rebound by K. Bazemore
4:30.0,,,39-34,,Shooting foul by J. Lin (drawn by D. Schroder)
4:30.0,,,39-35,1,D. Schroder makes free throw 1 of 2
4:30.0,,,39-36,1,D. Schroder makes free throw 2 of 2
4:30.0,R. Hollis-Jefferson enters the game for T. Booker,,39-35,,
4:16.0,B. Lopez misses 2-pt shot from 2 ft,,39-36,,
4:15.0,,,39-36,,Defensive rebound by D. Howard
4:11.0,,,39-36,,K. Bazemore misses 2-pt shot from 1 ft
4:11.0,Defensive rebound by Team,,39-36,,
4:11.0,,,39-36,,Loose ball foul by T. Sefolosha (drawn by J. Lin)
4:01.0,J. Lin misses 2-pt shot from 17 ft,,39-36,,
3:59.0,,,39-36,,Defensive rebound by K. Bazemore
3:55.0,,,39-36,,D. Schroder misses 2-pt shot from 1 ft (block by B. Lopez)
3:55.0,,,39-36,,Offensive rebound by Team
3:55.0,,,39-36,,E. Ilyasova enters the game for D. Howard
3:53.0,,,39-36,,Turnover by K. Bazemore (bad pass)
3:39.0,B. Lopez misses 2-pt shot from 2 ft (block by T. Sefolosha),,39-36,,
3:37.0,Offensive rebound by R. Hollis-Jefferson,,39-36,,
3:34.0,Offensive foul by B. Lopez,,39-36,,
3:34.0,Turnover by B. Lopez (offensive foul),,39-36,,
3:18.0,,,39-39,3,D. Schroder makes 3-pt shot from 25 ft (assist by K. Bazemore)
3:04.0,Shooting foul by E. Ilyasova (drawn by R. Hollis-Jefferson),,39-39,,
3:04.0,R. Hollis-Jefferson makes free throw 1 of 2,1,40-39,,
3:04.0,R. Hollis-Jefferson misses free throw 2 of 2,,40-39,,
3:02.0,Offensive rebound by B. Lopez,,40-39,,
2:59.0,J. Lin makes 3-pt shot from 26 ft (assist by B. Lopez),3,43-39,,
2:40.0,,,43-39,,Shooting foul by R. Hollis-Jefferson (drawn by E. Ilyasova)
2:40.0,Brooklyn full timeout,,43-39,,
2:40.0,,,43-40,1,E. Ilyasova makes free throw 1 of 2
2:40.0,,,43-40,,E. Ilyasova misses free throw 2 of 2
2:40.0,Q. Acy enters the game for R. Hollis-Jefferson,,43-39,,
2:40.0,,,43-39,,T. Hardaway enters the game for K. Bazemore
2:38.0,Defensive rebound by Q. Acy,,43-40,,
2:27.0,S. Kilpatrick makes 2-pt shot from 3 ft,2,45-40,,
2:10.0,,,45-40,,E. Ilyasova misses 3-pt shot from 25 ft
2:08.0,Defensive rebound by B. Lopez,,45-40,,
2:02.0,C. LeVert misses 3-pt shot from 24 ft,,45-40,,
2:01.0,,,45-40,,Defensive rebound by Team
1:44.0,,,45-42,2,T. Hardaway makes 2-pt shot from 19 ft (assist by P. Millsap)
1:34.0,B. Lopez makes 2-pt shot from 3 ft (assist by J. Lin),2,47-42,,
1:12.0,,,47-44,2,P. Millsap makes 2-pt shot from 16 ft
1:00.0,J. Lin misses 2-pt shot from 20 ft,,47-44,,
0:59.0,,,47-44,,Defensive rebound by T. Sefolosha
0:50.0,,,47-44,,Shooting foul by C. LeVert (drawn by E. Ilyasova)
0:50.0,,,47-45,1,E. Ilyasova makes free throw 1 of 2
0:50.0,,,47-46,1,E. Ilyasova makes free throw 2 of 2
0:50.0,,,47-45,,D. Howard enters the game for P. Millsap
0:50.0,,,47-45,,T. Waller-Prince enters the game for D. Schroder
0:31.0,Shooting foul by T. Waller-Prince (drawn by B. Lopez),,47-46,,
0:31.0,B. Lopez makes free throw 1 of 2,1,48-46,,
0:31.0,B. Lopez makes free throw 2 of 2,1,49-46,,
0:31.0,,,48-46,,P. Millsap enters the game for E. Ilyasova
0:31.0,,,48-46,,D. Schroder enters the game for T. Waller-Prince
0:16.0,,,49-46,,T. Sefolosha misses 3-pt shot from 23 ft
0:14.0,Defensive rebound by C. LeVert,,49-46,,
0:04.0,Shooting foul by T. Sefolosha (drawn by J. Lin),,49-46,,
0:04.0,J. Lin makes free throw 1 of 2,1,50-46,,
0:04.0,J. Lin misses free throw 2 of 2,,50-46,,
0:04.0,,,50-46,,E. Ilyasova enters the game for D. Howard
0:04.0,,,50-46,,K. Bazemore enters the game for T. Sefolosha
0:04.0,T. Booker enters the game for B. Lopez,,50-46,,
0:03.0,,,50-46,,Defensive rebound by P. Millsap
0:00.0,,,50-46,,P. Millsap misses 3-pt shot from 51 ft
0:00.0,,,50-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,Shooting foul by K. Bazemore (drawn by R. Hollis-Jefferson),,50-46,,
11:46.0,R. Hollis-Jefferson makes free throw 1 of 2,1,51-46,,
11:46.0,R. Hollis-Jefferson misses free throw 2 of 2,,51-46,,
11:45.0,,,51-46,,Defensive rebound by D. Howard
11:32.0,,,51-49,3,K. Bazemore makes 3-pt shot from 26 ft (assist by D. Schroder)
11:21.0,Turnover by B. Lopez (bad pass; steal by D. Howard),,51-49,,
11:16.0,,,51-51,2,K. Bazemore makes 2-pt shot from 15 ft (assist by D. Schroder)
11:10.0,Turnover by R. Hollis-Jefferson (bad pass; steal by D. Schroder),,51-51,,
11:07.0,,,51-51,,Shooting foul by R. Hollis-Jefferson (drawn by K. Bazemore)
11:07.0,,,51-51,,K. Bazemore misses free throw 1 of 2
11:07.0,,,51-51,,Offensive rebound by Team
11:07.0,,,51-51,,K. Bazemore misses free throw 2 of 2
11:07.0,T. Booker enters the game for R. Hollis-Jefferson,,51-51,,
11:06.0,,,51-51,,Offensive rebound by K. Bazemore
11:04.0,,,51-51,,K. Bazemore misses 2-pt shot from 1 ft
11:02.0,Defensive rebound by J. Lin,,51-51,,
10:59.0,Shooting foul by D. Schroder (drawn by T. Booker),,51-51,,
10:59.0,T. Booker makes free throw 1 of 2,1,52-51,,
10:59.0,T. Booker makes free throw 2 of 2,1,53-51,,
10:46.0,,,53-51,,Shooting foul by T. Booker (drawn by P. Millsap)
10:46.0,,,53-52,1,P. Millsap makes free throw 1 of 2
10:46.0,,,53-53,1,P. Millsap makes free throw 2 of 2
10:35.0,T. Booker makes 2-pt shot from 19 ft (assist by J. Lin),2,55-53,,
10:21.0,,,55-53,,K. Bazemore misses 2-pt shot from 18 ft
10:19.0,Defensive rebound by C. LeVert,,55-53,,
10:15.0,Turnover by J. Lin (lost ball),,55-53,,
10:05.0,,,55-53,,Turnover by K. Bazemore (bad pass)
9:46.0,T. Booker makes 2-pt shot at rim (assist by C. LeVert),2,57-53,,
9:28.0,,,57-55,2,T. Sefolosha makes 2-pt shot from 2 ft
9:18.0,J. Lin makes 3-pt shot from 25 ft,3,60-55,,
9:00.0,,,60-57,2,P. Millsap makes 2-pt shot from 1 ft (assist by D. Howard)
8:48.0,Turnover by J. Lin (traveling),,60-57,,
8:36.0,,,60-57,,Shooting foul by J. Lin (drawn by T. Sefolosha)
8:36.0,,,60-58,1,T. Sefolosha makes free throw 1 of 2
8:36.0,,,60-58,,T. Sefolosha misses free throw 2 of 2
8:35.0,,,60-58,,Offensive rebound by P. Millsap
8:22.0,,,60-58,,D. Schroder misses 3-pt shot from 25 ft
8:20.0,Defensive rebound by Team,,60-58,,
8:06.0,Offensive charge foul by B. Lopez,,60-58,,
8:06.0,Turnover by B. Lopez (offensive foul),,60-58,,
7:56.0,,,60-60,2,D. Schroder makes 2-pt shot from 1 ft
7:48.0,R. Foye misses 3-pt shot from 25 ft,,60-60,,
7:46.0,,,60-60,,Defensive rebound by K. Bazemore
7:41.0,,,60-60,,K. Bazemore misses 2-pt shot at rim (block by T. Booker)
7:38.0,Defensive rebound by J. Lin,,60-60,,
7:31.0,B. Lopez makes 3-pt shot from 23 ft (assist by T. Booker),3,63-60,,
7:05.0,,,63-62,2,D. Howard makes 2-pt shot from 2 ft (assist by P. Millsap)
6:53.0,Turnover by J. Lin (bad pass; steal by D. Schroder),,63-62,,
6:53.0,Personal foul by T. Booker (drawn by D. Schroder),,63-62,,
6:47.0,,,63-62,,D. Schroder misses 2-pt shot from 7 ft (block by B. Lopez)
6:47.0,,,63-62,,Offensive rebound by Team
6:44.0,,,63-62,,D. Schroder misses 2-pt shot from 16 ft
6:42.0,Defensive rebound by J. Lin,,63-62,,
6:36.0,C. LeVert makes 2-pt shot at rim (assist by J. Lin),2,65-62,,
6:23.0,,,65-62,,P. Millsap misses 3-pt shot from 24 ft
6:22.0,,,65-62,,Offensive rebound by Team
6:22.0,Loose ball foul by R. Foye (drawn by D. Howard),,65-62,,
6:22.0,,,65-63,1,D. Howard makes free throw 1 of 2
6:22.0,,,65-63,,D. Howard misses free throw 2 of 2
6:22.0,,,65-63,,E. Ilyasova enters the game for P. Millsap
6:20.0,,,65-63,,Offensive rebound by T. Sefolosha
6:12.0,,,65-65,2,D. Howard makes 2-pt shot at rim (assist by T. Sefolosha)
5:59.0,J. Lin misses 3-pt shot from 24 ft,,65-65,,
5:57.0,,,65-65,,Defensive rebound by T. Sefolosha
5:52.0,,,65-65,,K. Bazemore misses 3-pt shot from 24 ft
5:49.0,,,65-65,,Offensive rebound by E. Ilyasova
5:49.0,,,65-65,,E. Ilyasova misses 2-pt shot from 2 ft
5:49.0,Defensive rebound by Team,,65-65,,
5:49.0,,,65-65,,Loose ball foul by T. Sefolosha (drawn by T. Booker)
5:49.0,,,65-65,,Atlanta full timeout
5:49.0,S. Kilpatrick enters the game for C. LeVert,,65-65,,
5:49.0,,,65-65,,T. Hardaway enters the game for K. Bazemore
5:33.0,,,65-65,,Personal foul by E. Ilyasova (drawn by B. Lopez)
5:25.0,B. Lopez misses 2-pt shot from 7 ft (block by D. Howard),,65-65,,
5:22.0,,,65-65,,Defensive rebound by E. Ilyasova
5:16.0,,,65-67,2,D. Schroder makes 2-pt shot from 2 ft
5:01.0,B. Lopez misses 3-pt shot from 24 ft,,65-67,,
4:59.0,,,65-67,,Defensive rebound by E. Ilyasova
4:55.0,,,65-67,,Offensive charge foul by T. Hardaway
4:55.0,,,65-67,,Turnover by T. Hardaway (offensive foul)
4:55.0,S. Dinwiddie enters the game for R. Foye,,65-67,,
4:55.0,I. Whitehead enters the game for J. Lin,,65-67,,
4:41.0,T. Booker misses 2-pt shot from 17 ft,,65-67,,
4:40.0,,,65-67,,Defensive rebound by D. Howard
4:27.0,,,65-67,,Offensive foul by D. Howard
4:27.0,,,65-67,,Turnover by D. Howard (offensive foul)
4:27.0,,,65-67,,P. Millsap enters the game for D. Howard
4:16.0,B. Lopez misses 2-pt shot from 6 ft (block by P. Millsap),,65-67,,
4:12.0,,,65-67,,Defensive rebound by T. Sefolosha
4:09.0,,,65-67,,Shooting foul by I. Whitehead (drawn by T. Hardaway)
4:09.0,,,65-68,1,T. Hardaway makes free throw 1 of 3
4:09.0,,,65-69,1,T. Hardaway makes free throw 2 of 3
4:09.0,,,65-70,1,T. Hardaway makes free throw 3 of 3
4:09.0,Q. Acy enters the game for B. Lopez,,65-69,,
4:00.0,Turnover by I. Whitehead (lost ball; steal by T. Hardaway),,65-70,,
3:55.0,,,65-72,2,T. Hardaway makes 2-pt shot at rim (assist by D. Schroder)
3:54.0,Brooklyn full timeout,,65-72,,
3:38.0,Q. Acy makes 2-pt shot from 2 ft (assist by S. Dinwiddie),2,67-72,,
3:12.0,,,67-74,2,P. Millsap makes 2-pt shot from 9 ft
2:57.0,S. Kilpatrick makes 3-pt shot from 25 ft (assist by T. Booker),3,70-74,,
2:45.0,,,70-74,,D. Schroder misses 2-pt shot from 16 ft
2:43.0,Defensive rebound by S. Kilpatrick,,70-74,,
2:38.0,Shooting foul by P. Millsap (drawn by S. Kilpatrick),,70-74,,
2:38.0,S. Kilpatrick makes 2-pt shot from 10 ft,2,72-74,,
2:38.0,S. Kilpatrick makes free throw 1 of 1,1,73-74,,
2:38.0,R. Hollis-Jefferson enters the game for T. Booker,,72-74,,
2:21.0,,,73-74,,P. Millsap misses 2-pt shot from 13 ft
2:19.0,Defensive rebound by S. Dinwiddie,,73-74,,
2:14.0,S. Kilpatrick misses 3-pt shot from 25 ft,,73-74,,
2:13.0,,,73-74,,Defensive rebound by E. Ilyasova
2:07.0,,,73-74,,Shooting foul by I. Whitehead (drawn by D. Schroder)
2:07.0,,,73-75,1,D. Schroder makes free throw 1 of 2
2:07.0,,,73-76,1,D. Schroder makes free throw 2 of 2
2:07.0,,,73-75,,T. Waller-Prince enters the game for T. Sefolosha
1:44.0,Shooting foul by T. Waller-Prince (drawn by S. Kilpatrick),,73-76,,
1:44.0,S. Kilpatrick makes free throw 1 of 3,1,74-76,,
1:44.0,S. Kilpatrick makes free throw 2 of 3,1,75-76,,
1:44.0,S. Kilpatrick makes free throw 3 of 3,1,76-76,,
1:44.0,,,75-76,,J. Calderon enters the game for D. Schroder
1:28.0,,,76-76,,T. Hardaway misses 2-pt shot from 18 ft
1:24.0,Defensive rebound by Q. Acy,,76-76,,
1:19.0,S. Kilpatrick makes 3-pt shot from 24 ft,3,79-76,,
1:03.0,,,79-79,3,E. Ilyasova makes 3-pt shot from 25 ft (assist by J. Calderon)
0:48.0,Turnover by Q. Acy (lost ball),,79-79,,
0:29.0,,,79-81,2,T. Hardaway makes 2-pt shot at rim
0:08.0,S. Kilpatrick misses 2-pt shot from 2 ft (block by P. Millsap),,79-81,,
0:08.0,Offensive rebound by Team,,79-81,,
0:08.0,,,79-81,,Violation by Team (delay of game)
0:08.0,,,79-81,,Technical foul by Team
0:08.0,S. Kilpatrick makes technical free throw,1,80-81,,
0:08.0,,,80-81,,T. Sefolosha enters the game for J. Calderon
0:04.0,Offensive charge foul by I. Whitehead,,80-81,,
0:04.0,Turnover by I. Whitehead (offensive foul),,80-81,,
0:04.0,,,80-81,,J. Calderon enters the game for T. Sefolosha
0:00.0,,,80-81,,T. Hardaway misses 3-pt shot from 32 ft
0:00.0,,,80-81,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,80-83,2,P. Millsap makes 2-pt shot from 1 ft (assist by E. Ilyasova)
11:24.0,Turnover by S. Dinwiddie (bad pass; steal by T. Waller-Prince),,80-83,,
11:20.0,,,80-83,,T. Waller-Prince misses 2-pt shot from 2 ft
11:19.0,Defensive rebound by S. Kilpatrick,,80-83,,
11:01.0,Turnover by R. Hollis-Jefferson (lost ball; steal by E. Ilyasova),,80-83,,
10:54.0,,,80-83,,T. Hardaway misses 2-pt shot from 2 ft
10:51.0,,,80-83,,Offensive rebound by T. Hardaway
10:50.0,,,80-85,2,T. Hardaway makes 2-pt shot from 1 ft
10:39.0,Shooting foul by T. Waller-Prince (drawn by S. Kilpatrick),,80-85,,
10:39.0,S. Kilpatrick makes free throw 1 of 2,1,81-85,,
10:39.0,S. Kilpatrick makes free throw 2 of 2,1,82-85,,
10:20.0,,,82-87,2,P. Millsap makes 2-pt shot from 2 ft (assist by E. Ilyasova)
10:09.0,S. Dinwiddie misses 2-pt shot from 3 ft,,82-87,,
10:09.0,,,82-87,,Defensive rebound by Team
