time,Cleveland,pts.away,score,pts.home,Toronto
1:52.0,J. Smith makes 2-pt shot from 10 ft,2,28-23,,
1:44.0,Personal take foul by I. Shumpert (drawn by D. DeRozan),,28-23,,
1:44.0,Cleveland full timeout,,28-23,,
1:44.0,K. Irving enters the game for J. Smith,,28-23,,
1:30.0,,,28-23,,Shooting foul by K. Irving (drawn by J. Valanciunas)
1:30.0,,,28-24,1,J. Valanciunas makes free throw 1 of 2
1:30.0,,,28-25,1,J. Valanciunas makes free throw 2 of 2
1:30.0,D. Liggins enters the game for K. Irving,,28-24,,
1:13.0,I. Shumpert makes 2-pt shot from 21 ft,2,30-25,,
0:54.0,,,30-25,,T. Ross misses 2-pt shot from 13 ft
0:53.0,,,30-25,,Offensive rebound by J. Valanciunas
0:52.0,,,30-25,,J. Valanciunas misses 2-pt shot from 2 ft
0:52.0,Defensive rebound by K. Love,,30-25,,
0:42.0,Turnover by D. Liggins (lost ball; steal by D. DeRozan),,30-25,,
0:37.0,,,30-25,,Shooting foul by D. Liggins (drawn by D. DeRozan)
0:37.0,,,30-26,1,D. DeRozan makes free throw 1 of 2
0:37.0,,,30-27,1,D. DeRozan makes free throw 2 of 2
0:37.0,,,30-26,,L. Nogueira enters the game for J. Valanciunas
0:37.0,,,30-26,,K. Lowry enters the game for C. Joseph
0:16.0,D. Liggins misses 2-pt shot from 1 ft,,30-27,,
0:16.0,,,30-27,,Defensive rebound by D. DeRozan
0:00.0,,,30-27,,P. Patterson misses 3-pt shot from 23 ft
0:00.0,,,30-27,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,,,30-27,,Personal foul by N. Powell (drawn by I. Shumpert)
11:48.0,Turnover by C. Frye (lost ball; steal by L. Nogueira),,30-27,,
11:40.0,,,30-27,,K. Lowry misses 2-pt shot from 4 ft
11:40.0,Defensive rebound by C. Frye,,30-27,,
11:17.0,L. James misses 3-pt shot from 25 ft,,30-27,,
11:15.0,,,30-27,,Defensive rebound by Team
11:02.0,,,30-27,,Turnover by L. Nogueira (bad pass; steal by L. James)
10:55.0,R. Jefferson makes 2-pt shot from 3 ft (assist by I. Shumpert),2,32-27,,
10:38.0,,,32-27,,T. Ross misses 2-pt shot from 15 ft
10:37.0,Defensive rebound by D. Liggins,,32-27,,
10:26.0,C. Frye misses 3-pt shot from 25 ft,,32-27,,
10:25.0,,,32-27,,Defensive rebound by P. Patterson
10:20.0,,,32-27,,Shooting foul by I. Shumpert (drawn by K. Lowry)
10:20.0,,,32-28,1,K. Lowry makes free throw 1 of 2
10:20.0,,,32-29,1,K. Lowry makes free throw 2 of 2
10:20.0,K. Irving enters the game for D. Liggins,,32-28,,
9:58.0,L. James misses 2-pt shot from 5 ft,,32-29,,
9:58.0,,,32-29,,Defensive rebound by N. Powell
9:54.0,,,32-29,,Shooting foul by R. Jefferson (drawn by T. Ross)
9:54.0,,,32-30,1,T. Ross makes free throw 1 of 2
9:54.0,,,32-31,1,T. Ross makes free throw 2 of 2
9:38.0,K. Irving makes 2-pt shot from 18 ft (assist by L. James),2,34-31,,
9:31.0,,,34-31,,Shooting foul by C. Frye (drawn by K. Lowry)
9:31.0,,,34-32,1,K. Lowry makes free throw 1 of 2
9:31.0,,,34-32,,K. Lowry misses free throw 2 of 2
9:29.0,Defensive rebound by L. James,,34-32,,
9:12.0,K. Irving misses 2-pt shot from 3 ft (block by L. Nogueira),,34-32,,
9:12.0,Offensive rebound by Team,,34-32,,
9:09.0,K. Irving makes 2-pt shot from 7 ft (assist by R. Jefferson),2,36-32,,
8:54.0,,,36-34,2,K. Lowry makes 2-pt shot from 9 ft
8:43.0,C. Frye makes 3-pt shot from 27 ft (assist by K. Irving),3,39-34,,
8:30.0,,,39-37,3,K. Lowry makes 3-pt shot from 26 ft
8:16.0,K. Irving makes 2-pt shot from 21 ft,2,41-37,,
8:05.0,,,41-40,3,T. Ross makes 3-pt shot from 24 ft (assist by K. Lowry)
7:53.0,Turnover by K. Irving (lost ball),,41-40,,
7:53.0,Official timeout,,41-40,,
7:42.0,,,41-40,,Shooting foul by R. Jefferson (drawn by L. Nogueira)
7:42.0,,,41-40,,L. Nogueira misses free throw 1 of 2
7:42.0,,,41-40,,Offensive rebound by Team
7:42.0,,,41-41,1,L. Nogueira makes free throw 2 of 2
7:30.0,Shooting foul by T. Ross (drawn by L. James),,41-41,,
7:30.0,L. James makes free throw 1 of 2,1,42-41,,
7:30.0,L. James makes free throw 2 of 2,1,43-41,,
7:30.0,K. Love enters the game for R. Jefferson,,42-41,,
7:30.0,,,42-41,,D. DeRozan enters the game for N. Powell
7:30.0,,,42-41,,D. Carroll enters the game for T. Ross
7:18.0,,,43-41,,P. Patterson misses 2-pt shot from 4 ft
7:18.0,,,43-41,,Offensive rebound by P. Patterson
7:18.0,,,43-41,,P. Patterson misses 2-pt shot from 4 ft
7:18.0,,,43-41,,Offensive rebound by L. Nogueira
7:18.0,,,43-41,,Shooting foul by I. Shumpert (drawn by L. Nogueira)
7:18.0,,,43-43,2,L. Nogueira makes 2-pt shot from 1 ft
7:18.0,,,43-44,1,L. Nogueira makes free throw 1 of 1
7:18.0,M. Dunleavy enters the game for I. Shumpert,,43-43,,
6:59.0,K. Love misses 3-pt shot from 25 ft,,43-44,,
6:59.0,Offensive rebound by C. Frye,,43-44,,
6:55.0,C. Frye misses 2-pt shot from 5 ft,,43-44,,
6:54.0,,,43-44,,Defensive rebound by P. Patterson
6:41.0,,,43-44,,Shooting foul by K. Irving (drawn by D. DeRozan)
6:41.0,,,43-45,1,D. DeRozan makes free throw 1 of 2
6:41.0,,,43-46,1,D. DeRozan makes free throw 2 of 2
6:41.0,D. Liggins enters the game for K. Irving,,43-45,,
6:41.0,T. Thompson enters the game for C. Frye,,43-45,,
6:41.0,,,43-45,,J. Valanciunas enters the game for L. Nogueira
6:27.0,M. Dunleavy misses 2-pt shot from 3 ft,,43-46,,
6:27.0,Offensive rebound by T. Thompson,,43-46,,
6:26.0,T. Thompson misses 2-pt shot from 3 ft,,43-46,,
6:25.0,Offensive rebound by D. Liggins,,43-46,,
6:23.0,Shooting foul by D. Carroll (drawn by D. Liggins),,43-46,,
6:23.0,D. Liggins makes free throw 1 of 2,1,44-46,,
6:23.0,D. Liggins misses free throw 2 of 2,,44-46,,
6:21.0,,,44-46,,Defensive rebound by J. Valanciunas
6:04.0,,,44-49,3,P. Patterson makes 3-pt shot from 26 ft (assist by D. DeRozan)
5:44.0,,,44-49,,Personal foul by P. Patterson (drawn by D. Liggins)
5:44.0,,,44-49,,Toronto full timeout
5:30.0,L. James makes 2-pt shot from 17 ft,2,46-49,,
5:12.0,,,46-49,,D. DeRozan misses 3-pt shot from 23 ft
5:11.0,Defensive rebound by D. Liggins,,46-49,,
4:59.0,M. Dunleavy misses 2-pt shot from 3 ft,,46-49,,
4:59.0,,,46-49,,Defensive rebound by J. Valanciunas
4:54.0,,,46-52,3,D. Carroll makes 3-pt shot from 25 ft (assist by K. Lowry)
4:54.0,,,46-52,,Shooting foul by D. Liggins (drawn by D. Carroll)
4:54.0,,,46-52,,D. Carroll misses free throw 1 of 1
4:54.0,,,46-52,,P. Siakam enters the game for P. Patterson
4:53.0,Defensive rebound by K. Love,,46-52,,
4:39.0,L. James makes 2-pt shot from 5 ft,2,48-52,,
4:19.0,,,48-54,2,D. Carroll makes 2-pt shot from 6 ft (assist by J. Valanciunas)
4:10.0,,,48-54,,Personal foul by P. Siakam (drawn by K. Love)
4:10.0,K. Love makes free throw 1 of 2,1,49-54,,
4:10.0,K. Love makes free throw 2 of 2,1,50-54,,
3:52.0,,,50-54,,K. Lowry misses 3-pt shot from 26 ft
3:52.0,Defensive rebound by T. Thompson,,50-54,,
3:47.0,L. James makes 2-pt shot from 2 ft,2,52-54,,
3:47.0,Shooting foul by J. Valanciunas (drawn by L. James),,52-54,,
3:47.0,L. James makes free throw 1 of 1,1,53-54,,
3:24.0,,,53-56,2,D. DeRozan makes 2-pt shot from 13 ft
3:10.0,Turnover by T. Thompson (3 sec),,53-56,,
2:58.0,,,53-56,,D. Carroll misses 3-pt shot from 25 ft
2:57.0,Defensive rebound by K. Love,,53-56,,
2:46.0,Shooting foul by K. Lowry (drawn by K. Love),,53-56,,
2:46.0,Cleveland full timeout,,53-56,,
2:46.0,K. Love makes free throw 1 of 2,1,54-56,,
2:46.0,K. Love makes free throw 2 of 2,1,55-56,,
2:31.0,,,55-56,,D. DeRozan misses 2-pt shot from 12 ft
2:31.0,Defensive rebound by T. Thompson,,55-56,,
2:13.0,,,55-56,,Def 3 sec tech foul by J. Valanciunas
2:13.0,L. James makes technical free throw,1,56-56,,
2:00.0,L. James misses 2-pt shot from 8 ft,,56-56,,
1:58.0,Offensive rebound by Team,,56-56,,
1:58.0,Turnover by Team (shot clock),,56-56,,
1:58.0,,,56-56,,P. Patterson enters the game for P. Siakam
1:36.0,,,56-56,,K. Lowry misses 2-pt shot from 4 ft
1:36.0,Defensive rebound by K. Love,,56-56,,
1:27.0,K. Love makes 3-pt shot from 24 ft (assist by M. Dunleavy),3,59-56,,
1:16.0,,,59-58,2,D. Carroll makes 2-pt shot from 1 ft (assist by D. DeRozan)
1:16.0,,,59-58,,Shooting foul by T. Thompson (drawn by D. Carroll)
1:16.0,,,59-59,1,D. Carroll makes free throw 1 of 1
1:08.0,L. James misses 3-pt shot from 25 ft,,59-59,,
1:08.0,,,59-59,,Defensive rebound by J. Valanciunas
1:00.0,Personal foul by K. Love (drawn by P. Patterson),,59-59,,
1:00.0,,,59-60,1,P. Patterson makes free throw 1 of 2
1:00.0,,,59-61,1,P. Patterson makes free throw 2 of 2
1:00.0,R. Jefferson enters the game for K. Love,,59-60,,
0:51.0,,,59-61,,Personal foul by D. Carroll (drawn by L. James)
0:51.0,L. James makes free throw 1 of 2,1,60-61,,
0:51.0,L. James makes free throw 2 of 2,1,61-61,,
0:31.0,,,61-61,,D. DeRozan misses 2-pt shot from 20 ft
0:31.0,Defensive rebound by T. Thompson,,61-61,,
0:12.0,,,61-61,,Personal foul by D. DeRozan (drawn by D. Liggins)
0:12.0,D. Liggins makes free throw 1 of 2,1,62-61,,
0:12.0,D. Liggins misses free throw 2 of 2,,62-61,,
0:11.0,,,62-61,,Defensive rebound by J. Valanciunas
0:08.0,,,62-61,,Toronto full timeout
0:04.0,,,62-61,,K. Lowry misses 3-pt shot from 27 ft
0:03.0,,,62-61,,Offensive rebound by P. Patterson
0:01.0,,,62-61,,P. Patterson misses 2-pt shot from 1 ft
0:01.0,Defensive rebound by T. Thompson,,62-61,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,K. Love misses 2-pt shot from 19 ft,,62-61,,
11:45.0,Offensive rebound by D. Liggins,,62-61,,
11:40.0,L. James makes 2-pt shot at rim (assist by D. Liggins),2,64-61,,
11:18.0,,,64-61,,D. DeRozan misses 2-pt shot from 20 ft
11:17.0,,,64-61,,Offensive rebound by J. Valanciunas
11:16.0,,,64-61,,J. Valanciunas misses 2-pt shot from 2 ft
11:16.0,Defensive rebound by T. Thompson,,64-61,,
11:07.0,K. Love misses 3-pt shot from 23 ft,,64-61,,
11:07.0,,,64-61,,Defensive rebound by J. Valanciunas
10:46.0,Personal block foul by D. Liggins (drawn by K. Lowry),,64-61,,
10:38.0,,,64-61,,D. DeRozan misses 2-pt shot from 4 ft (block by T. Thompson)
10:37.0,Defensive rebound by T. Thompson,,64-61,,
10:31.0,K. Love misses 2-pt shot from 21 ft,,64-61,,
10:30.0,Offensive rebound by T. Thompson,,64-61,,
10:15.0,K. Irving makes 2-pt shot from 12 ft,2,66-61,,
9:59.0,,,66-61,,D. DeRozan misses 2-pt shot from 21 ft
9:59.0,Defensive rebound by K. Love,,66-61,,
9:52.0,L. James makes 2-pt shot from 3 ft,2,68-61,,
9:52.0,,,68-61,,Toronto full timeout
9:41.0,,,68-61,,P. Siakam misses 2-pt shot at rim
9:40.0,Defensive rebound by Team,,68-61,,
9:24.0,Turnover by L. James (inbound),,68-61,,
9:09.0,,,68-63,2,D. DeRozan makes 2-pt shot from 8 ft
8:43.0,Turnover by K. Irving (bad pass),,68-63,,
8:34.0,,,68-65,2,D. DeRozan makes 2-pt shot from 19 ft
8:15.0,L. James makes 3-pt shot from 22 ft (assist by K. Irving),3,71-65,,
7:59.0,,,71-67,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by D. DeRozan)
7:46.0,K. Irving makes 2-pt shot from 5 ft,2,73-67,,
7:24.0,,,73-67,,D. Carroll misses 2-pt shot from 8 ft
7:24.0,,,73-67,,Offensive rebound by P. Siakam
7:20.0,,,73-69,2,P. Siakam makes 2-pt shot from 5 ft
7:02.0,K. Irving makes 2-pt shot from 10 ft,2,75-69,,
6:39.0,,,75-69,,J. Valanciunas misses 2-pt shot from 13 ft
6:38.0,Defensive rebound by K. Love,,75-69,,
6:32.0,K. Irving misses 3-pt shot from 25 ft,,75-69,,
6:32.0,,,75-69,,Defensive rebound by Team
6:09.0,,,75-72,3,K. Lowry makes 3-pt shot from 24 ft (assist by P. Siakam)
5:42.0,T. Thompson makes 2-pt shot from 14 ft,2,77-72,,
5:23.0,,,77-72,,P. Siakam misses 2-pt shot from 21 ft
5:23.0,Defensive rebound by D. Liggins,,77-72,,
5:18.0,L. James makes 2-pt shot from 1 ft (assist by K. Irving),2,79-72,,
4:56.0,,,79-72,,K. Lowry misses 3-pt shot from 26 ft
4:56.0,Defensive rebound by T. Thompson,,79-72,,
4:48.0,L. James misses 2-pt shot from 5 ft,,79-72,,
4:48.0,Offensive rebound by L. James,,79-72,,
4:45.0,K. Love makes 3-pt shot from 23 ft (assist by L. James),3,82-72,,
4:43.0,,,82-72,,Toronto full timeout
4:43.0,,,82-72,,L. Nogueira enters the game for P. Siakam
4:43.0,,,82-72,,P. Patterson enters the game for J. Valanciunas
4:22.0,,,82-72,,P. Patterson misses 3-pt shot from 24 ft
4:21.0,,,82-72,,Offensive rebound by P. Patterson
4:08.0,,,82-72,,P. Patterson misses 3-pt shot from 24 ft
4:08.0,Defensive rebound by T. Thompson,,82-72,,
3:55.0,L. James misses 3-pt shot from 26 ft,,82-72,,
3:55.0,,,82-72,,Defensive rebound by P. Patterson
3:45.0,,,82-72,,K. Lowry misses 3-pt shot from 25 ft
3:45.0,Defensive rebound by K. Love,,82-72,,
3:35.0,K. Love makes 3-pt shot from 24 ft (assist by L. James),3,85-72,,
3:17.0,,,85-72,,P. Patterson misses 2-pt shot from 9 ft
3:17.0,Defensive rebound by T. Thompson,,85-72,,
3:10.0,L. James misses 2-pt shot from 1 ft,,85-72,,
3:10.0,Offensive rebound by T. Thompson,,85-72,,
3:08.0,T. Thompson misses 2-pt shot from 1 ft,,85-72,,
3:08.0,,,85-72,,Defensive rebound by L. Nogueira
2:59.0,,,85-74,2,D. DeRozan makes 2-pt shot from 12 ft (assist by K. Lowry)
2:59.0,Cleveland full timeout,,85-74,,
2:59.0,,,85-74,,T. Ross enters the game for D. Carroll
2:59.0,,,85-74,,C. Joseph enters the game for K. Lowry
2:59.0,C. Frye enters the game for L. James,,85-74,,
2:59.0,R. Jefferson enters the game for T. Thompson,,85-74,,
2:37.0,K. Irving misses 2-pt shot from 4 ft,,85-74,,
2:36.0,,,85-74,,Defensive rebound by L. Nogueira
2:28.0,,,85-74,,Shooting foul by R. Jefferson (drawn by D. DeRozan)
2:28.0,,,85-75,1,D. DeRozan makes free throw 1 of 2
2:28.0,,,85-76,1,D. DeRozan makes free throw 2 of 2
2:13.0,K. Irving misses 2-pt shot from 6 ft,,85-76,,
2:12.0,,,85-76,,Defensive rebound by D. DeRozan
2:02.0,,,85-79,3,P. Patterson makes 3-pt shot from 26 ft (assist by D. DeRozan)
1:35.0,Turnover by K. Love (bad pass; steal by C. Joseph),,85-79,,
1:30.0,,,85-79,,C. Joseph misses 2-pt shot from 3 ft
1:30.0,Defensive rebound by C. Frye,,85-79,,
1:20.0,D. Liggins makes 3-pt shot from 24 ft (assist by C. Frye),3,88-79,,
1:02.0,,,88-81,2,L. Nogueira makes 2-pt shot at rim (assist by C. Joseph)
0:46.0,Shooting foul by C. Joseph (drawn by K. Irving),,88-81,,
0:46.0,K. Irving makes free throw 1 of 2,1,89-81,,
0:46.0,K. Irving makes free throw 2 of 2,1,90-81,,
0:46.0,I. Shumpert enters the game for D. Liggins,,89-81,,
0:35.0,,,90-81,,D. DeRozan misses 2-pt shot from 18 ft
0:34.0,Defensive rebound by K. Love,,90-81,,
0:12.0,C. Frye misses 3-pt shot from 26 ft,,90-81,,
0:11.0,Offensive rebound by K. Irving,,90-81,,
0:09.0,Cleveland full timeout,,90-81,,
0:01.0,K. Irving misses 3-pt shot from 26 ft,,90-81,,
0:00.0,Offensive rebound by K. Love,,90-81,,
0:00.0,K. Love misses 2-pt shot from 2 ft (block by T. Ross),,90-81,,
0:00.0,Offensive rebound by Team,,90-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,90-81,,T. Ross misses 3-pt shot from 24 ft
11:49.0,Defensive rebound by L. James,,90-81,,
11:32.0,C. Frye makes 2-pt shot from 18 ft (assist by K. Irving),2,92-81,,
11:09.0,,,92-83,2,C. Joseph makes 2-pt shot from 19 ft
10:52.0,K. Irving misses 3-pt shot from 25 ft,,92-83,,
10:52.0,,,92-83,,Defensive rebound by K. Lowry
10:42.0,,,92-86,3,T. Ross makes 3-pt shot from 23 ft (assist by K. Lowry)
10:22.0,R. Jefferson misses 2-pt shot from 8 ft (block by T. Ross),,92-86,,
10:21.0,Offensive rebound by Team,,92-86,,
10:21.0,Turnover by R. Jefferson (kicked ball),,92-86,,
10:06.0,,,92-86,,P. Patterson misses 3-pt shot from 25 ft
10:04.0,Defensive rebound by K. Irving,,92-86,,
9:58.0,Shooting foul by K. Lowry (drawn by C. Frye),,92-86,,
9:58.0,C. Frye makes free throw 1 of 2,1,93-86,,
9:58.0,C. Frye makes free throw 2 of 2,1,94-86,,
9:44.0,,,94-86,,Turnover by K. Lowry (bad pass; steal by R. Jefferson)
9:44.0,Jump ball: R. Jefferson vs. P. Patterson (L. James gains possession),,,,Jump ball: R. Jefferson vs. P. Patterson (L. James gains possession)
9:31.0,C. Frye misses 3-pt shot from 24 ft,,94-86,,
9:31.0,,,94-86,,Defensive rebound by P. Patterson
9:21.0,,,94-89,3,T. Ross makes 3-pt shot from 24 ft
8:59.0,C. Frye makes 3-pt shot from 24 ft (assist by L. James),3,97-89,,
8:40.0,,,97-92,3,P. Patterson makes 3-pt shot from 26 ft (assist by K. Lowry)
8:13.0,R. Jefferson makes 3-pt shot from 26 ft (assist by C. Frye),3,100-92,,
7:58.0,Personal foul by I. Shumpert (drawn by K. Lowry),,100-92,,
7:58.0,Official timeout,,100-92,,
7:58.0,,,100-92,,D. Carroll enters the game for L. Nogueira
7:47.0,,,100-92,,K. Lowry misses 3-pt shot from 27 ft
7:44.0,Defensive rebound by Team,,100-92,,
7:26.0,Shooting foul by T. Ross (drawn by L. James),,100-92,,
7:26.0,L. James misses free throw 1 of 2,,100-92,,
7:26.0,Offensive rebound by Team,,100-92,,
7:26.0,L. James makes free throw 2 of 2,1,101-92,,
7:04.0,,,101-92,,P. Patterson misses 2-pt shot from 4 ft
7:02.0,,,101-92,,Offensive rebound by Team
7:02.0,K. Love enters the game for R. Jefferson,,101-92,,
7:02.0,,,101-92,,D. DeRozan enters the game for C. Joseph
7:02.0,,,101-92,,Offensive foul by P. Patterson
7:02.0,,,101-92,,Turnover by P. Patterson (offensive foul)
6:53.0,L. James makes 2-pt shot from 2 ft,2,103-92,,
6:53.0,Shooting foul by T. Ross (drawn by L. James),,103-92,,
6:53.0,L. James makes free throw 1 of 1,1,104-92,,
6:35.0,,,104-92,,D. DeRozan misses 2-pt shot from 22 ft
6:35.0,Defensive rebound by C. Frye,,104-92,,
6:24.0,L. James misses 2-pt shot from 16 ft,,104-92,,
6:23.0,Offensive rebound by K. Love,,104-92,,
6:14.0,,,104-92,,Personal foul by D. Carroll (drawn by I. Shumpert)
6:09.0,K. Irving misses 2-pt shot from 3 ft (block by T. Ross),,104-92,,
6:09.0,Offensive rebound by Team,,104-92,,
6:07.0,K. Love misses 3-pt shot from 24 ft (block by T. Ross),,104-92,,
6:07.0,Offensive rebound by Team,,104-92,,
6:00.0,L. James misses 2-pt shot from 21 ft,,104-92,,
5:59.0,,,104-92,,Defensive rebound by D. DeRozan
5:55.0,,,104-92,,Offensive foul by P. Patterson
5:55.0,,,104-92,,Turnover by P. Patterson (offensive foul)
5:55.0,,,104-92,,Toronto full timeout
5:41.0,L. James makes 3-pt shot from 26 ft,3,107-92,,
5:23.0,,,107-92,,T. Ross misses 3-pt shot from 27 ft
5:23.0,Defensive rebound by L. James,,107-92,,
5:11.0,Turnover by K. Love (lost ball; steal by D. DeRozan),,107-92,,
5:07.0,,,107-92,,Shooting foul by L. James (drawn by P. Patterson)
5:07.0,,,107-93,1,P. Patterson makes free throw 1 of 2
5:07.0,,,107-93,,P. Patterson misses free throw 2 of 2
5:05.0,Defensive rebound by C. Frye,,107-93,,
4:44.0,L. James misses 2-pt shot from 6 ft,,107-93,,
4:43.0,,,107-93,,Defensive rebound by P. Patterson
4:36.0,,,107-93,,D. Carroll misses 3-pt shot from 24 ft
4:36.0,,,107-93,,Offensive rebound by T. Ross
4:27.0,,,107-95,2,D. DeRozan makes 2-pt shot from 4 ft (assist by K. Lowry)
4:10.0,Turnover by K. Irving (lost ball; steal by D. Carroll),,107-95,,
4:04.0,,,107-97,2,D. DeRozan makes 2-pt shot from 2 ft (assist by K. Lowry)
4:03.0,Cleveland full timeout,,107-97,,
3:47.0,K. Love misses 3-pt shot from 27 ft,,107-97,,
3:47.0,Offensive rebound by L. James,,107-97,,
3:46.0,L. James makes 2-pt shot from 2 ft,2,109-97,,
3:25.0,,,109-100,3,T. Ross makes 3-pt shot from 26 ft (assist by K. Lowry)
2:59.0,K. Irving misses 2-pt shot from 20 ft,,109-100,,
2:58.0,Offensive rebound by L. James,,109-100,,
2:36.0,K. Irving makes 3-pt shot from 25 ft (assist by L. James),3,112-100,,
2:20.0,,,112-100,,D. DeRozan misses 2-pt shot from 6 ft
2:20.0,Defensive rebound by K. Love,,112-100,,
1:59.0,K. Irving misses 3-pt shot from 27 ft,,112-100,,
1:58.0,,,112-100,,Defensive rebound by D. DeRozan
1:46.0,,,112-102,2,D. DeRozan makes 2-pt shot from 4 ft
