time,Golden State,pts.away,score,pts.home,LA Lakers
2:24.0,K. Durant enters the game for S. Curry,,41-54,,
2:24.0,A. Iguodala enters the game for K. Looney,,41-54,,
2:07.0,K. Durant makes 3-pt shot from 25 ft (assist by S. Livingston),3,44-55,,
1:54.0,,,44-55,,B. Ingram misses 2-pt shot from 8 ft
1:53.0,,,44-55,,Offensive rebound by Team
1:36.0,,,44-55,,J. Randle misses 2-pt shot from 8 ft
1:34.0,,,44-55,,Offensive rebound by J. Randle
1:34.0,,,44-57,2,J. Randle makes 2-pt shot at rim
1:26.0,,,44-57,,Personal foul by D. Russell (drawn by S. Livingston)
1:19.0,K. Thompson misses 2-pt shot from 1 ft,,44-57,,
1:17.0,,,44-57,,Defensive rebound by J. Randle
1:12.0,,,44-60,3,N. Young makes 3-pt shot from 26 ft (assist by D. Russell)
0:51.0,S. Livingston makes 2-pt shot from 6 ft,2,46-60,,
0:38.0,,,46-63,3,L. Deng makes 3-pt shot from 24 ft (assist by D. Russell)
0:34.0,S. Livingston makes 2-pt shot from 17 ft,2,48-63,,
0:34.0,Shooting foul by D. Russell (drawn by S. Livingston),,48-63,,
0:34.0,S. Livingston makes free throw 1 of 1,1,49-63,,
0:21.0,,,49-63,,D. Russell misses 2-pt shot from 6 ft
0:20.0,,,49-63,,Offensive rebound by J. Randle
0:20.0,,,49-65,2,J. Randle makes 2-pt shot from 1 ft
0:02.0,A. Iguodala misses 3-pt shot from 25 ft,,49-65,,
0:00.0,Offensive rebound by Team,,49-65,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,,,49-65,,J. Randle misses 2-pt shot from 4 ft
11:31.0,Defensive rebound by S. Curry,,49-65,,
11:28.0,S. Curry misses 2-pt shot from 2 ft (block by T. Mozgov),,49-65,,
11:28.0,Offensive rebound by Z. Pachulia,,49-65,,
11:25.0,K. Durant makes 2-pt shot at rim (assist by S. Curry),2,51-65,,
11:12.0,,,51-67,2,D. Russell makes 2-pt shot from 12 ft
10:59.0,K. Thompson misses 2-pt shot from 3 ft (block by N. Young),,51-67,,
10:59.0,Offensive rebound by Team,,51-67,,
10:55.0,Turnover by K. Thompson (bad pass),,51-67,,
10:32.0,,,51-67,,N. Young misses 3-pt shot from 26 ft
10:31.0,Defensive rebound by K. Durant,,51-67,,
10:25.0,Shooting foul by L. Deng (drawn by D. Green),,51-67,,
10:25.0,D. Green misses free throw 1 of 2,,51-67,,
10:25.0,Offensive rebound by Team,,51-67,,
10:25.0,D. Green makes free throw 2 of 2,1,52-67,,
10:06.0,,,52-70,3,D. Russell makes 3-pt shot from 25 ft
9:54.0,,,52-70,,Personal foul by N. Young (drawn by K. Thompson)
9:49.0,Turnover by K. Thompson (lost ball; steal by D. Russell),,52-70,,
9:36.0,,,52-72,2,T. Mozgov makes 2-pt shot at rim (assist by D. Russell)
9:31.0,,,52-72,,Personal foul by T. Mozgov (drawn by Z. Pachulia)
9:31.0,Technical foul by Z. Pachulia,,52-72,,
9:31.0,,,52-73,1,D. Russell makes technical free throw
9:26.0,Shooting foul by T. Mozgov (drawn by K. Durant),,52-73,,
9:26.0,K. Durant makes free throw 1 of 2,1,53-73,,
9:26.0,K. Durant makes free throw 2 of 2,1,54-73,,
9:17.0,Personal foul by K. Durant (drawn by L. Deng),,54-73,,
9:16.0,,,54-73,,Turnover by L. Deng (bad pass; steal by D. Green)
9:12.0,D. Green makes 2-pt shot at rim,2,56-73,,
8:55.0,,,56-73,,N. Young misses 3-pt shot from 23 ft
8:54.0,Defensive rebound by S. Curry,,56-73,,
8:49.0,S. Curry misses 3-pt shot from 26 ft,,56-73,,
8:47.0,Offensive rebound by Z. Pachulia,,56-73,,
8:41.0,K. Durant makes 2-pt shot at rim (assist by Z. Pachulia),2,58-73,,
8:19.0,,,58-75,2,D. Russell makes 2-pt shot at rim (assist by T. Mozgov)
8:02.0,K. Durant misses 3-pt shot from 26 ft,,58-75,,
8:00.0,,,58-75,,Defensive rebound by N. Young
7:50.0,,,58-75,,J. Randle misses 2-pt shot from 6 ft
7:47.0,Defensive rebound by D. Green,,58-75,,
7:41.0,K. Thompson makes 3-pt shot from 23 ft (assist by K. Durant),3,61-75,,
7:40.0,,,61-75,,LA Lakers full timeout
7:15.0,,,61-75,,L. Deng misses 2-pt shot from 14 ft
7:12.0,Defensive rebound by K. Thompson,,61-75,,
7:07.0,Turnover by Z. Pachulia (lost ball),,61-75,,
6:55.0,,,61-75,,Turnover by J. Randle (bad pass; steal by K. Durant)
6:53.0,K. Durant makes 2-pt shot from 1 ft (assist by S. Curry),2,63-75,,
6:53.0,Shooting foul by N. Young (drawn by K. Durant),,63-75,,
6:53.0,K. Durant misses free throw 1 of 1,,63-75,,
6:52.0,,,63-75,,Defensive rebound by J. Randle
6:43.0,,,63-75,,D. Russell misses 3-pt shot from 26 ft
6:42.0,,,63-75,,Offensive rebound by J. Randle
6:35.0,,,63-75,,L. Deng misses 2-pt shot from 21 ft
6:33.0,Defensive rebound by S. Curry,,63-75,,
6:25.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,66-75,,
5:59.0,,,66-75,,N. Young misses 2-pt shot from 13 ft
5:57.0,Defensive rebound by S. Curry,,66-75,,
5:52.0,K. Durant makes 2-pt shot at rim (assist by S. Curry),2,68-75,,
5:33.0,,,68-77,2,J. Randle makes 2-pt shot from 16 ft (assist by D. Russell)
5:13.0,,,68-77,,Personal foul by N. Young (drawn by D. Green)
5:13.0,D. Green makes free throw 1 of 2,1,69-77,,
5:13.0,D. Green makes free throw 2 of 2,1,70-77,,
5:13.0,K. Looney enters the game for K. Durant,,69-77,,
5:13.0,A. Iguodala enters the game for Z. Pachulia,,69-77,,
5:13.0,,,69-77,,L. Nance enters the game for J. Randle
5:13.0,,,69-77,,T. Black enters the game for T. Mozgov
4:49.0,,,70-80,3,D. Russell makes 3-pt shot from 25 ft
4:30.0,S. Curry misses 3-pt shot from 26 ft,,70-80,,
4:29.0,,,70-80,,Defensive rebound by L. Deng
4:18.0,,,70-80,,N. Young misses 3-pt shot from 26 ft
4:17.0,Defensive rebound by K. Looney,,70-80,,
4:07.0,K. Thompson misses 3-pt shot from 24 ft,,70-80,,
4:06.0,,,70-80,,Defensive rebound by L. Deng
4:01.0,,,70-80,,D. Russell misses 3-pt shot from 25 ft
3:59.0,,,70-80,,Offensive rebound by N. Young
3:59.0,,,70-82,2,N. Young makes 2-pt shot from 2 ft
3:59.0,Golden State full timeout,,70-82,,
3:59.0,,,70-82,,B. Ingram enters the game for L. Deng
3:59.0,I. Clark enters the game for K. Thompson,,70-82,,
3:40.0,Shooting foul by N. Young (drawn by D. Green),,70-82,,
3:40.0,D. Green misses free throw 1 of 2,,70-82,,
3:40.0,Offensive rebound by Team,,70-82,,
3:40.0,D. Green makes free throw 2 of 2,1,71-82,,
3:22.0,,,71-82,,T. Black misses 2-pt shot from 3 ft (block by S. Curry)
3:20.0,Defensive rebound by S. Curry,,71-82,,
3:17.0,D. Green makes 2-pt shot from 1 ft (assist by S. Curry),2,73-82,,
3:08.0,,,73-82,,Turnover by D. Russell (bad pass; steal by S. Curry)
3:08.0,,,73-82,,Personal foul by L. Nance (drawn by S. Curry)
3:08.0,S. Curry makes free throw 1 of 2,1,74-82,,
3:08.0,S. Curry makes free throw 2 of 2,1,75-82,,
3:08.0,,,74-82,,J. Clarkson enters the game for N. Young
2:46.0,,,75-82,,Shooting foul by D. Green (drawn by B. Ingram)
2:46.0,,,75-83,1,B. Ingram makes free throw 1 of 2
2:46.0,,,75-84,1,B. Ingram makes free throw 2 of 2
2:46.0,,,75-83,,L. Williams enters the game for D. Russell
2:39.0,Shooting foul by T. Black (drawn by K. Looney),,75-84,,
2:39.0,K. Looney misses free throw 1 of 2,,75-84,,
2:39.0,Offensive rebound by Team,,75-84,,
2:39.0,K. Looney makes free throw 2 of 2,1,76-84,,
2:39.0,K. Durant enters the game for D. Green,,75-84,,
2:19.0,,,76-86,2,L. Williams makes 2-pt shot from 10 ft
2:19.0,,,76-86,,Shooting foul by A. Iguodala
2:19.0,,,76-87,1,L. Williams makes free throw 1 of 1
2:10.0,K. Durant makes 3-pt shot from 26 ft (assist by S. Curry),3,79-87,,
1:51.0,,,79-87,,B. Ingram misses 3-pt shot from 24 ft
1:50.0,Defensive rebound by S. Curry,,79-87,,
1:43.0,I. Clark misses 3-pt shot from 25 ft,,79-87,,
1:41.0,Offensive rebound by K. Looney,,79-87,,
1:39.0,K. Looney makes 2-pt shot from 2 ft,2,81-87,,
1:12.0,,,81-87,,J. Clarkson misses 3-pt shot from 26 ft
1:10.0,Defensive rebound by A. Iguodala,,81-87,,
1:00.0,I. Clark misses 3-pt shot from 25 ft,,81-87,,
0:59.0,,,81-87,,Defensive rebound by B. Ingram
0:56.0,,,81-89,2,L. Williams makes 2-pt shot from 8 ft
0:47.0,,,81-89,,Personal foul by J. Clarkson (drawn by K. Durant)
0:47.0,K. Durant makes free throw 1 of 2,1,82-89,,
0:47.0,K. Durant misses free throw 2 of 2,,82-89,,
0:47.0,D. Green enters the game for K. Looney,,82-89,,
0:46.0,,,82-89,,Defensive rebound by B. Ingram
0:30.0,,,82-89,,Shooting foul by I. Clark
0:30.0,,,82-89,,L. Williams misses free throw 1 of 3
0:30.0,,,82-89,,Offensive rebound by Team
0:30.0,,,82-90,1,L. Williams makes free throw 2 of 3
0:30.0,,,82-91,1,L. Williams makes free throw 3 of 3
0:14.0,Turnover by S. Curry (bad pass; steal by B. Ingram),,82-91,,
0:02.0,,,82-93,2,B. Ingram makes 2-pt shot from 8 ft (assist by J. Clarkson)
0:01.0,D. Green misses 3-pt shot from 41 ft,,82-93,,
0:00.0,Offensive rebound by Team,,82-93,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,A. Iguodala misses 3-pt shot from 24 ft,,82-93,,
11:40.0,,,82-93,,Defensive rebound by L. Williams
11:26.0,,,82-93,,L. Williams misses 2-pt shot from 18 ft
11:24.0,,,82-93,,Offensive rebound by B. Ingram
11:21.0,,,82-93,,B. Ingram misses 3-pt shot from 25 ft
11:19.0,Defensive rebound by Z. Pachulia,,82-93,,
11:09.0,K. Thompson misses 2-pt shot from 8 ft,,82-93,,
11:06.0,,,82-93,,Defensive rebound by T. Black
10:52.0,,,82-93,,Offensive foul by T. Black
10:52.0,,,82-93,,Turnover by T. Black (offensive foul)
10:31.0,A. Iguodala misses 2-pt shot from 20 ft,,82-93,,
10:30.0,,,82-93,,Defensive rebound by L. Williams
10:09.0,,,82-93,,Turnover by B. Ingram (lost ball; steal by K. Thompson)
10:03.0,Turnover by K. Thompson (lost ball; steal by L. Williams),,82-93,,
10:00.0,,,82-95,2,L. Williams makes 2-pt shot at rim
10:00.0,Golden State full timeout,,82-95,,
9:51.0,K. Durant misses 2-pt shot from 2 ft (block by L. Nance),,82-95,,
9:51.0,Offensive rebound by Team,,82-95,,
9:46.0,K. Durant makes 2-pt shot from 18 ft (assist by Z. Pachulia),2,84-95,,
9:30.0,,,84-95,,Turnover by T. Black (bad pass; steal by A. Iguodala)
9:24.0,K. Thompson misses 3-pt shot from 25 ft,,84-95,,
9:23.0,Offensive rebound by K. Durant,,84-95,,
9:23.0,Shooting foul by B. Ingram (drawn by K. Durant),,84-95,,
9:23.0,K. Durant makes free throw 1 of 2,1,85-95,,
9:23.0,K. Durant misses free throw 2 of 2,,85-95,,
9:23.0,D. Green enters the game for Z. Pachulia,,85-95,,
9:21.0,,,85-95,,Defensive rebound by L. Nance
9:03.0,,,85-95,,J. Clarkson misses 2-pt shot from 17 ft
9:03.0,Defensive rebound by Team,,85-95,,
9:03.0,,,85-95,,Personal foul by T. Black (drawn by D. Green)
9:03.0,,,85-95,,J. Randle enters the game for T. Black
8:47.0,D. Green misses 3-pt shot from 25 ft,,85-95,,
8:46.0,,,85-95,,Defensive rebound by L. Nance
8:27.0,,,85-95,,L. Williams misses 3-pt shot from 24 ft
8:25.0,,,85-95,,Offensive rebound by J. Randle
8:12.0,,,85-95,,Turnover by J. Randle (bad pass; steal by A. Iguodala)
8:07.0,Turnover by S. Livingston (bad pass; steal by J. Randle),,85-95,,
8:01.0,,,85-98,3,L. Williams makes 3-pt shot from 28 ft (assist by J. Randle)
8:01.0,Golden State full timeout,,85-98,,
8:01.0,S. Curry enters the game for S. Livingston,,85-98,,
7:45.0,D. Green makes 2-pt shot at rim (assist by K. Durant),2,87-98,,
7:28.0,,,87-101,3,L. Williams makes 3-pt shot from 26 ft
7:16.0,S. Curry misses 3-pt shot from 24 ft,,87-101,,
7:15.0,,,87-101,,Defensive rebound by L. Nance
6:57.0,,,87-103,2,J. Randle makes 2-pt shot at rim (assist by J. Clarkson)
6:35.0,D. Green misses 2-pt shot from 2 ft (block by J. Randle),,87-103,,
6:32.0,,,87-103,,Defensive rebound by J. Randle
6:22.0,,,87-103,,L. Williams misses 2-pt shot from 11 ft
6:19.0,,,87-103,,Offensive rebound by J. Randle
6:17.0,,,87-105,2,J. Randle makes 2-pt shot from 2 ft
6:06.0,D. Green makes 2-pt shot at rim (assist by S. Curry),2,89-105,,
5:44.0,,,89-105,,Turnover by J. Randle (lost ball; steal by D. Green)
5:38.0,Turnover by A. Iguodala (lost ball; steal by L. Williams),,89-105,,
5:17.0,,,89-105,,J. Clarkson misses 2-pt shot from 9 ft
5:13.0,,,89-105,,Offensive rebound by L. Nance
5:13.0,,,89-107,2,L. Nance makes 2-pt shot from 2 ft
5:02.0,S. Curry makes 2-pt shot from 1 ft (assist by D. Green),2,91-107,,
5:02.0,,,91-107,,LA Lakers full timeout
4:49.0,,,91-109,2,L. Nance makes 2-pt shot at rim (assist by L. Williams)
4:38.0,S. Curry misses 3-pt shot from 25 ft,,91-109,,
4:36.0,,,91-109,,Defensive rebound by B. Ingram
