time,Toronto,pts.away,score,pts.home,Cleveland
3:40.0,Defensive rebound by J. Valanciunas,,16-22,,
3:34.0,Turnover by D. DeRozan (bad pass; steal by T. Thompson),,16-22,,
3:18.0,,,16-25,3,K. Irving makes 3-pt shot from 26 ft
3:12.0,,,16-25,,Personal foul by K. Love (drawn by D. DeRozan)
3:12.0,,,16-25,,I. Shumpert enters the game for J. Smith
3:00.0,P. Patterson misses 2-pt shot from 9 ft,,16-25,,
2:59.0,,,16-25,,Defensive rebound by T. Thompson
2:50.0,,,16-25,,Turnover by K. Irving (lost ball; steal by K. Lowry)
2:34.0,Offensive foul by J. Valanciunas,,16-25,,
2:34.0,Turnover by J. Valanciunas (offensive foul),,16-25,,
2:34.0,C. Joseph enters the game for J. Valanciunas,,16-25,,
2:34.0,S. Ibaka enters the game for K. Lowry,,16-25,,
2:34.0,,,16-25,,C. Frye enters the game for K. Love
2:32.0,,,16-25,,Turnover by K. Irving (step out of bounds)
2:23.0,P. Patterson misses 3-pt shot from 25 ft,,16-25,,
2:22.0,,,16-25,,Defensive rebound by I. Shumpert
2:12.0,,,16-25,,I. Shumpert misses 2-pt shot from 1 ft
2:12.0,,,16-25,,Offensive rebound by T. Thompson
2:12.0,,,16-25,,Shooting foul by D. DeRozan (drawn by T. Thompson)
2:12.0,,,16-26,1,T. Thompson makes free throw 1 of 2
2:12.0,,,16-26,,T. Thompson misses free throw 2 of 2
2:12.0,,,16-26,,K. Korver enters the game for L. James
2:11.0,Defensive rebound by P. Tucker,,16-26,,
1:57.0,P. Patterson misses 2-pt shot from 15 ft,,16-26,,
1:56.0,,,16-26,,Defensive rebound by T. Thompson
1:43.0,,,16-28,2,I. Shumpert makes 2-pt shot at rim (assist by K. Irving)
1:24.0,D. DeRozan makes 2-pt shot from 6 ft,2,18-28,,
1:08.0,,,18-28,,Shooting foul by C. Joseph (drawn by K. Irving)
1:08.0,,,18-29,1,K. Irving makes free throw 1 of 2
1:08.0,,,18-30,1,K. Irving makes free throw 2 of 2
1:08.0,N. Powell enters the game for P. Tucker,,18-29,,
0:57.0,C. Joseph misses 2-pt shot from 16 ft,,18-30,,
0:56.0,,,18-30,,Defensive rebound by T. Thompson
0:46.0,,,18-30,,I. Shumpert misses 2-pt shot from 23 ft
0:46.0,Defensive rebound by Team,,18-30,,
0:29.0,N. Powell misses 2-pt shot from 6 ft,,18-30,,
0:28.0,Offensive rebound by S. Ibaka,,18-30,,
0:27.0,S. Ibaka misses 2-pt shot at rim,,18-30,,
0:25.0,Offensive rebound by Team,,18-30,,
0:25.0,,,18-30,,D. Williams enters the game for K. Irving
0:02.0,S. Ibaka misses 2-pt shot from 18 ft,,18-30,,
0:01.0,,,18-30,,Defensive rebound by I. Shumpert
0:00.0,,,18-30,,I. Shumpert misses 3-pt shot from 58 ft
0:00.0,,,18-30,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,18-32,2,L. James makes 2-pt shot from 1 ft (assist by D. Williams)
11:49.0,,,18-32,,Shooting foul by P. Tucker (drawn by L. James)
11:49.0,,,18-33,1,L. James makes free throw 1 of 1
11:35.0,S. Ibaka misses 2-pt shot from 16 ft,,18-33,,
11:35.0,,,18-33,,Defensive rebound by D. Williams
11:23.0,,,18-35,2,D. Williams makes 2-pt shot from 16 ft (assist by L. James)
11:09.0,C. Joseph makes 2-pt shot from 20 ft,2,20-35,,
10:45.0,,,20-35,,K. Korver misses 3-pt shot from 24 ft
10:45.0,,,20-35,,Offensive rebound by Team
10:45.0,Loose ball foul by N. Powell (drawn by L. James),,20-35,,
10:30.0,,,20-38,3,K. Korver makes 3-pt shot from 28 ft (assist by I. Shumpert)
10:23.0,Shooting foul by I. Shumpert (drawn by K. Lowry),,20-38,,
10:23.0,K. Lowry makes free throw 1 of 2,1,21-38,,
10:23.0,K. Lowry makes free throw 2 of 2,1,22-38,,
10:03.0,,,22-38,,C. Frye misses 3-pt shot from 24 ft
10:02.0,Defensive rebound by P. Tucker,,22-38,,
9:53.0,K. Lowry makes 3-pt shot from 25 ft,3,25-38,,
9:43.0,,,25-38,,L. James misses 3-pt shot from 26 ft
9:43.0,Defensive rebound by S. Ibaka,,25-38,,
9:36.0,N. Powell misses 3-pt shot from 26 ft,,25-38,,
9:35.0,,,25-38,,Defensive rebound by L. James
9:29.0,,,25-38,,K. Korver misses 3-pt shot from 24 ft
9:28.0,Defensive rebound by P. Tucker,,25-38,,
9:16.0,S. Ibaka makes 3-pt shot from 25 ft (assist by K. Lowry),3,28-38,,
9:16.0,,,28-38,,Cleveland full timeout
8:58.0,,,28-41,3,C. Frye makes 3-pt shot from 25 ft (assist by D. Williams)
8:42.0,S. Ibaka makes 2-pt shot from 17 ft (assist by K. Lowry),2,30-41,,
8:24.0,,,30-41,,D. Williams misses 3-pt shot from 24 ft
8:24.0,Defensive rebound by P. Tucker,,30-41,,
8:11.0,S. Ibaka makes 2-pt shot from 13 ft (assist by K. Lowry),2,32-41,,
7:49.0,,,32-41,,C. Frye misses 2-pt shot from 8 ft
7:48.0,Defensive rebound by P. Tucker,,32-41,,
7:38.0,N. Powell makes 2-pt shot from 1 ft (assist by K. Lowry),2,34-41,,
7:21.0,,,34-41,,D. Williams misses 3-pt shot from 25 ft
7:20.0,Defensive rebound by S. Ibaka,,34-41,,
7:08.0,P. Tucker makes 2-pt shot from 23 ft (assist by K. Lowry),2,36-41,,
7:07.0,,,36-41,,Cleveland full timeout
7:07.0,,,36-41,,K. Irving enters the game for I. Shumpert
7:07.0,,,36-41,,K. Love enters the game for C. Frye
7:07.0,,,36-41,,T. Thompson enters the game for K. Korver
6:55.0,Personal foul by N. Powell (drawn by K. Love),,36-41,,
6:55.0,D. DeRozan enters the game for N. Powell,,36-41,,
6:55.0,P. Patterson enters the game for C. Joseph,,36-41,,
6:55.0,,,36-41,,J. Smith enters the game for D. Williams
6:44.0,,,36-41,,K. Love misses 2-pt shot from 8 ft
6:43.0,Defensive rebound by K. Lowry,,36-41,,
6:41.0,K. Lowry makes 2-pt shot from 1 ft,2,38-41,,
6:41.0,,,38-41,,Shooting block foul by J. Smith (drawn by K. Lowry)
6:41.0,K. Lowry makes free throw 1 of 1,1,39-41,,
6:18.0,,,39-44,3,J. Smith makes 3-pt shot from 26 ft (assist by K. Irving)
6:07.0,K. Lowry misses 2-pt shot from 6 ft,,39-44,,
6:06.0,,,39-44,,Defensive rebound by K. Love
6:00.0,,,39-47,3,K. Love makes 3-pt shot from 27 ft (assist by L. James)
5:58.0,Toronto full timeout,,39-47,,
5:48.0,P. Patterson misses 3-pt shot from 24 ft,,39-47,,
5:47.0,,,39-47,,Defensive rebound by T. Thompson
5:28.0,,,39-49,2,K. Love makes 2-pt shot from 9 ft
5:12.0,Shooting foul by K. Irving (drawn by D. DeRozan),,39-49,,
5:12.0,D. DeRozan makes free throw 1 of 2,1,40-49,,
5:12.0,D. DeRozan makes free throw 2 of 2,1,41-49,,
4:48.0,,,41-49,,L. James misses 3-pt shot from 26 ft
4:48.0,Defensive rebound by D. DeRozan,,41-49,,
4:33.0,S. Ibaka makes 3-pt shot from 25 ft (assist by D. DeRozan),3,44-49,,
4:16.0,,,44-49,,K. Irving misses 3-pt shot from 25 ft
4:16.0,Defensive rebound by P. Tucker,,44-49,,
4:09.0,Turnover by S. Ibaka (lost ball; steal by K. Irving),,44-49,,
3:58.0,,,44-49,,J. Smith misses 3-pt shot from 24 ft
3:58.0,Defensive rebound by S. Ibaka,,44-49,,
3:41.0,,,44-49,,Personal foul by T. Thompson (drawn by K. Lowry)
3:41.0,J. Valanciunas enters the game for S. Ibaka,,44-49,,
3:37.0,D. DeRozan misses 2-pt shot from 18 ft,,44-49,,
3:37.0,,,44-49,,Defensive rebound by T. Thompson
3:21.0,,,44-49,,K. Irving misses 2-pt shot from 18 ft
3:21.0,Defensive rebound by J. Valanciunas,,44-49,,
2:55.0,D. DeRozan misses 3-pt shot from 23 ft,,44-49,,
2:55.0,,,44-49,,Defensive rebound by L. James
2:54.0,,,44-49,,Shooting foul by J. Valanciunas (drawn by L. James)
2:54.0,Official timeout,,44-49,,
2:54.0,,,44-50,1,L. James makes free throw 1 of 2
2:54.0,,,44-51,1,L. James makes free throw 2 of 2
2:54.0,,,44-49,,K. Korver enters the game for J. Smith
2:54.0,D. Carroll enters the game for P. Tucker,,44-49,,
2:38.0,D. DeRozan misses 2-pt shot from 2 ft,,44-51,,
2:36.0,,,44-51,,Defensive rebound by L. James
2:27.0,,,44-53,2,K. Irving makes 2-pt shot from 12 ft
2:13.0,P. Patterson misses 3-pt shot from 23 ft,,44-53,,
2:13.0,,,44-53,,Defensive rebound by K. Love
2:00.0,,,44-53,,K. Irving misses 2-pt shot from 15 ft
1:59.0,,,44-53,,Offensive rebound by T. Thompson
1:59.0,,,44-53,,T. Thompson misses 2-pt shot from 1 ft
1:58.0,Defensive rebound by D. DeRozan,,44-53,,
1:42.0,D. DeRozan misses 2-pt shot from 14 ft,,44-53,,
1:41.0,,,44-53,,Defensive rebound by K. Love
1:30.0,,,44-53,,L. James misses 2-pt shot from 4 ft (block by J. Valanciunas)
1:29.0,,,44-53,,Offensive rebound by L. James
1:27.0,,,44-53,,L. James misses 2-pt shot at rim (block by D. Carroll)
1:27.0,,,44-53,,Offensive rebound by L. James
1:26.0,,,44-53,,L. James misses 2-pt shot from 2 ft
1:25.0,,,44-53,,Offensive rebound by T. Thompson
1:25.0,,,44-53,,T. Thompson misses 2-pt shot from 1 ft
1:24.0,Defensive rebound by P. Patterson,,44-53,,
1:14.0,D. DeRozan makes 2-pt shot from 1 ft (assist by K. Lowry),2,46-53,,
1:00.0,,,46-55,2,T. Thompson makes 2-pt shot at rim (assist by K. Korver)
0:54.0,K. Lowry makes 2-pt shot from 1 ft,2,48-55,,
0:49.0,,,48-55,,K. Irving misses 2-pt shot from 2 ft (block by P. Patterson)
0:48.0,,,48-55,,Offensive rebound by K. Korver
0:46.0,,,48-58,3,K. Korver makes 3-pt shot from 24 ft
0:38.0,Turnover by K. Lowry (bad pass; steal by K. Love),,48-58,,
0:36.0,Personal foul by K. Lowry (drawn by K. Irving),,48-58,,
0:36.0,,,48-59,1,K. Irving makes free throw 1 of 2
0:36.0,Toronto full timeout,,48-59,,
0:36.0,,,48-60,1,K. Irving makes free throw 2 of 2
0:36.0,S. Ibaka enters the game for P. Patterson,,48-59,,
0:28.0,Turnover by D. DeRozan (bad pass; steal by K. Irving),,48-60,,
0:24.0,,,48-62,2,L. James makes 2-pt shot from 1 ft (assist by K. Irving)
0:02.0,S. Ibaka misses 2-pt shot from 13 ft,,48-62,,
0:01.0,Offensive rebound by J. Valanciunas,,48-62,,
0:01.0,J. Valanciunas misses 2-pt shot from 2 ft,,48-62,,
0:00.0,,,48-62,,Defensive rebound by T. Thompson
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,48-62,,K. Love misses 3-pt shot from 25 ft
11:35.0,Defensive rebound by S. Ibaka,,48-62,,
11:27.0,S. Ibaka misses 2-pt shot from 19 ft,,48-62,,
11:27.0,,,48-62,,Defensive rebound by L. James
11:14.0,,,48-62,,Shooting foul by D. DeRozan (drawn by K. Love)
11:14.0,,,48-62,,K. Love misses free throw 1 of 3
11:14.0,,,48-62,,Offensive rebound by Team
11:14.0,,,48-63,1,K. Love makes free throw 2 of 3
11:14.0,,,48-64,1,K. Love makes free throw 3 of 3
10:59.0,K. Lowry misses 3-pt shot from 26 ft,,48-64,,
10:59.0,Offensive rebound by D. Carroll,,48-64,,
10:51.0,S. Ibaka makes 3-pt shot from 26 ft (assist by K. Lowry),3,51-64,,
10:33.0,,,51-64,,K. Love misses 2-pt shot from 10 ft
10:32.0,Defensive rebound by D. Carroll,,51-64,,
10:21.0,D. DeRozan misses 2-pt shot from 1 ft (block by L. James),,51-64,,
10:19.0,,,51-64,,Defensive rebound by J. Smith
10:16.0,,,51-64,,Shooting foul by D. Carroll (drawn by L. James)
10:16.0,,,51-64,,L. James misses free throw 1 of 2
10:16.0,,,51-64,,Offensive rebound by Team
10:16.0,,,51-65,1,L. James makes free throw 2 of 2
10:05.0,D. DeRozan makes 2-pt shot at rim (assist by K. Lowry),2,53-65,,
10:05.0,Shooting foul by T. Thompson (drawn by D. DeRozan),,53-65,,
10:05.0,D. DeRozan makes free throw 1 of 1,1,54-65,,
9:37.0,,,54-65,,K. Love misses 2-pt shot from 20 ft
9:36.0,Defensive rebound by D. Carroll,,54-65,,
9:29.0,J. Valanciunas makes 2-pt shot from 12 ft (assist by S. Ibaka),2,56-65,,
9:29.0,,,56-65,,Cleveland full timeout
9:10.0,,,56-65,,Turnover by K. Love (bad pass)
8:55.0,J. Valanciunas makes 2-pt shot from 9 ft (assist by S. Ibaka),2,58-65,,
8:30.0,,,58-68,3,L. James makes 3-pt shot from 25 ft
8:22.0,,,58-68,,Violation by T. Thompson (def goaltending)
8:22.0,K. Lowry makes 2-pt shot from 3 ft,2,60-68,,
8:07.0,,,60-70,2,T. Thompson makes 2-pt shot at rim (assist by K. Irving)
7:49.0,D. DeRozan misses 2-pt shot from 18 ft,,60-70,,
7:49.0,,,60-70,,Defensive rebound by L. James
7:26.0,,,60-73,3,K. Love makes 3-pt shot from 23 ft (assist by K. Irving)
7:05.0,D. DeRozan makes 2-pt shot at rim,2,62-73,,
6:50.0,,,62-75,2,L. James makes 2-pt shot from 1 ft (assist by K. Irving)
6:50.0,,,62-75,,Shooting foul by D. DeRozan (drawn by L. James)
6:50.0,,,62-76,1,L. James makes free throw 1 of 1
6:31.0,D. DeRozan makes 2-pt shot from 15 ft,2,64-76,,
6:18.0,,,64-76,,K. Irving misses 2-pt shot from 10 ft
6:16.0,Defensive rebound by J. Valanciunas,,64-76,,
6:11.0,D. DeRozan misses 2-pt shot from 11 ft,,64-76,,
6:08.0,,,64-76,,Defensive rebound by K. Love
5:56.0,,,64-79,3,K. Irving makes 3-pt shot from 23 ft (assist by T. Thompson)
5:56.0,Toronto full timeout,,64-79,,
5:56.0,P. Tucker enters the game for D. Carroll,,64-79,,
5:56.0,P. Patterson enters the game for J. Valanciunas,,64-79,,
5:33.0,P. Tucker makes 2-pt shot from 22 ft (assist by P. Patterson),2,66-79,,
5:18.0,,,66-79,,Shooting foul by K. Lowry (drawn by K. Irving)
5:18.0,,,66-80,1,K. Irving makes free throw 1 of 3
5:18.0,,,66-81,1,K. Irving makes free throw 2 of 3
5:18.0,,,66-82,1,K. Irving makes free throw 3 of 3
5:02.0,K. Lowry misses 3-pt shot from 25 ft,,66-82,,
5:01.0,,,66-82,,Defensive rebound by Team
4:47.0,,,66-85,3,L. James makes 3-pt shot from 25 ft (assist by K. Irving)
4:38.0,K. Lowry misses 2-pt shot from 14 ft,,66-85,,
4:37.0,,,66-85,,Defensive rebound by K. Love
4:18.0,,,66-85,,L. James misses 3-pt shot from 26 ft
4:18.0,,,66-85,,Offensive rebound by T. Thompson
4:11.0,,,66-85,,J. Smith misses 3-pt shot from 25 ft
4:11.0,Defensive rebound by Team,,66-85,,
3:53.0,P. Tucker makes 3-pt shot from 25 ft (assist by P. Patterson),3,69-85,,
3:48.0,Personal foul by P. Patterson (drawn by T. Thompson),,69-85,,
3:48.0,,,69-86,1,T. Thompson makes free throw 1 of 2
3:48.0,,,69-87,1,T. Thompson makes free throw 2 of 2
3:36.0,D. DeRozan misses 2-pt shot from 11 ft,,69-87,,
3:34.0,,,69-87,,Defensive rebound by T. Thompson
3:29.0,,,69-87,,L. James misses 2-pt shot from 5 ft
3:29.0,Defensive rebound by Team,,69-87,,
3:29.0,,,69-87,,Loose ball foul by T. Thompson (drawn by S. Ibaka)
3:14.0,P. Tucker makes 2-pt shot from 1 ft (assist by S. Ibaka),2,71-87,,
2:49.0,,,71-87,,K. Love misses 3-pt shot from 23 ft
2:48.0,Defensive rebound by D. DeRozan,,71-87,,
2:27.0,Turnover by K. Lowry (lost ball; steal by K. Love),,71-87,,
2:24.0,,,71-87,,Shooting foul by S. Ibaka (drawn by L. James)
2:24.0,,,71-88,1,L. James makes free throw 1 of 2
2:24.0,,,71-89,1,L. James makes free throw 2 of 2
2:24.0,C. Joseph enters the game for K. Lowry,,71-88,,
2:24.0,,,71-88,,K. Korver enters the game for J. Smith
2:24.0,N. Powell enters the game for P. Tucker,,71-88,,
2:02.0,C. Joseph misses 3-pt shot from 24 ft,,71-89,,
2:02.0,,,71-89,,Defensive rebound by T. Thompson
1:51.0,,,71-89,,K. Irving misses 3-pt shot from 25 ft
1:50.0,Defensive rebound by D. DeRozan,,71-89,,
1:34.0,S. Ibaka misses 2-pt shot from 8 ft,,71-89,,
1:33.0,,,71-89,,Defensive rebound by K. Love
1:28.0,,,71-89,,Shooting foul by S. Ibaka (drawn by T. Thompson)
1:28.0,,,71-90,1,T. Thompson makes free throw 1 of 2
1:28.0,,,71-91,1,T. Thompson makes free throw 2 of 2
1:28.0,J. Valanciunas enters the game for S. Ibaka,,71-90,,
1:28.0,,,71-90,,I. Shumpert enters the game for L. James
1:13.0,J. Valanciunas misses 2-pt shot from 15 ft,,71-91,,
1:12.0,,,71-91,,Defensive rebound by T. Thompson
1:05.0,,,71-94,3,I. Shumpert makes 3-pt shot from 25 ft (assist by K. Irving)
0:48.0,N. Powell misses 3-pt shot from 24 ft,,71-94,,
0:48.0,,,71-94,,Defensive rebound by I. Shumpert
0:38.0,,,71-96,2,T. Thompson makes 2-pt shot at rim (assist by I. Shumpert)
0:29.0,P. Patterson makes 3-pt shot from 26 ft (assist by C. Joseph),3,74-96,,
0:06.0,,,74-96,,K. Irving misses 3-pt shot from 25 ft
0:05.0,Defensive rebound by P. Patterson,,74-96,,
0:00.0,N. Powell misses 3-pt shot from 23 ft,,74-96,,
0:00.0,Offensive rebound by Team,,74-96,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,N. Powell makes 3-pt shot from 23 ft (assist by P. Patterson),3,77-96,,
11:12.0,,,77-98,2,L. James makes 2-pt shot from 20 ft
11:01.0,,,77-98,,Personal foul by D. Williams (drawn by D. Wright)
10:48.0,N. Powell makes 3-pt shot from 25 ft (assist by P. Tucker),3,80-98,,
10:34.0,,,80-98,,Turnover by L. James (traveling)
10:24.0,P. Tucker makes 2-pt shot from 22 ft (assist by K. Lowry),2,82-98,,
10:24.0,,,82-98,,Cleveland full timeout
10:24.0,,,82-98,,T. Thompson enters the game for C. Frye
10:10.0,,,82-98,,K. Korver misses 2-pt shot from 16 ft
10:09.0,Defensive rebound by P. Tucker,,82-98,,
9:58.0,K. Lowry misses 2-pt shot at rim,,82-98,,
9:58.0,Offensive rebound by P. Tucker,,82-98,,
9:58.0,,,82-98,,Personal foul by L. James
9:39.0,P. Tucker misses 2-pt shot from 5 ft,,82-98,,
9:39.0,,,82-98,,Defensive rebound by D. Williams
9:32.0,,,82-98,,Turnover by D. Williams (bad pass; steal by N. Powell)
9:26.0,P. Tucker misses 3-pt shot from 23 ft,,82-98,,
9:24.0,,,82-98,,Defensive rebound by D. Williams
9:04.0,,,82-100,2,L. James makes 2-pt shot from 16 ft
8:43.0,Shooting foul by D. Williams (drawn by P. Patterson),,82-100,,
8:43.0,P. Patterson makes free throw 1 of 2,1,83-100,,
8:43.0,P. Patterson makes free throw 2 of 2,1,84-100,,
8:31.0,,,84-100,,L. James misses 2-pt shot from 15 ft
8:31.0,Defensive rebound by N. Powell,,84-100,,
8:27.0,Offensive charge foul by N. Powell,,84-100,,
8:27.0,Turnover by N. Powell (offensive foul),,84-100,,
8:11.0,,,84-102,2,L. James makes 2-pt shot from 1 ft (assist by D. Williams)
8:01.0,P. Patterson misses 3-pt shot from 24 ft,,84-102,,
8:00.0,,,84-102,,Defensive rebound by D. Williams
7:44.0,,,84-104,2,L. James makes 2-pt shot from 23 ft
7:27.0,K. Lowry makes 2-pt shot from 1 ft,2,86-104,,
7:27.0,,,86-104,,Shooting block foul by K. Korver (drawn by K. Lowry)
7:27.0,K. Lowry makes free throw 1 of 1,1,87-104,,
7:27.0,S. Ibaka enters the game for P. Patterson,,86-104,,
7:19.0,,,87-104,,Turnover by K. Korver (offensive foul)
7:19.0,,,87-104,,Offensive foul by K. Korver
7:19.0,,,87-104,,K. Irving enters the game for I. Shumpert
7:19.0,D. DeRozan enters the game for D. Wright,,87-104,,
7:05.0,P. Tucker misses 2-pt shot from 8 ft,,87-104,,
7:04.0,,,87-104,,Defensive rebound by L. James
6:56.0,,,87-104,,Turnover by L. James (offensive foul)
6:56.0,,,87-104,,Offensive foul by L. James
6:56.0,,,87-104,,K. Love enters the game for K. Korver
6:42.0,Turnover by P. Tucker (bad pass; steal by T. Thompson),,87-104,,
6:29.0,,,87-104,,L. James misses 2-pt shot from 19 ft
6:28.0,Defensive rebound by D. DeRozan,,87-104,,
6:21.0,Turnover by D. DeRozan (bad pass; steal by D. Williams),,87-104,,
6:13.0,,,87-106,2,D. Williams makes 2-pt shot at rim
6:13.0,Toronto full timeout,,87-106,,
5:58.0,N. Powell misses 2-pt shot from 1 ft,,87-106,,
5:58.0,Offensive rebound by P. Tucker,,87-106,,
5:56.0,P. Tucker makes 2-pt shot at rim,2,89-106,,
5:36.0,,,89-108,2,L. James makes 2-pt shot at rim
5:23.0,,,89-108,,Personal block foul by K. Love (drawn by N. Powell)
5:23.0,N. Powell misses free throw 1 of 2,,89-108,,
5:23.0,Offensive rebound by Team,,89-108,,
5:23.0,N. Powell makes free throw 2 of 2,1,90-108,,
5:07.0,Personal block foul by D. DeRozan (drawn by L. James),,90-108,,
4:57.0,,,90-108,,T. Thompson misses 2-pt shot from 2 ft (block by P. Tucker)
4:57.0,,,90-108,,Offensive rebound by Team
4:53.0,,,90-108,,Turnover by L. James (lost ball; steal by D. DeRozan)
4:45.0,N. Powell misses 3-pt shot from 23 ft,,90-108,,
4:44.0,Offensive rebound by P. Tucker,,90-108,,
4:34.0,D. DeRozan makes 2-pt shot from 7 ft,2,92-108,,
4:12.0,,,92-108,,K. Love misses 3-pt shot from 25 ft
4:11.0,Defensive rebound by K. Lowry,,92-108,,
4:01.0,P. Tucker misses 3-pt shot from 26 ft,,92-108,,
4:01.0,,,92-108,,Defensive rebound by K. Irving
3:47.0,,,92-110,2,K. Irving makes 2-pt shot from 8 ft
3:47.0,,,92-110,,Shooting foul by N. Powell (drawn by K. Irving)
3:47.0,,,92-110,,K. Irving misses free throw 1 of 1
3:46.0,Defensive rebound by P. Tucker,,92-110,,
3:24.0,N. Powell misses 2-pt shot from 8 ft,,92-110,,
3:24.0,,,92-110,,Defensive rebound by T. Thompson
3:18.0,,,92-110,,Shooting foul by K. Lowry (drawn by K. Love)
3:18.0,Technical foul by S. Ibaka,,92-110,,
3:18.0,,,92-110,,K. Irving misses technical free throw
3:18.0,,,92-110,,Offensive rebound by Team
3:18.0,,,92-111,1,K. Love makes free throw 1 of 2
3:18.0,,,92-112,1,K. Love makes free throw 2 of 2
3:18.0,Toronto full timeout,,92-112,,
3:18.0,,,92-111,,I. Shumpert enters the game for L. James
3:18.0,D. Wright enters the game for S. Ibaka,,92-112,,
3:18.0,P. Siakam enters the game for D. DeRozan,,92-112,,
3:18.0,F. VanVleet enters the game for K. Lowry,,92-112,,
3:18.0,J. Poeltl enters the game for P. Tucker,,92-112,,
3:18.0,,,92-112,,D. Williams enters the game for K. Love
3:18.0,,,92-112,,C. Frye enters the game for T. Thompson
3:18.0,,,92-112,,D. Jones enters the game for K. Irving
