time,Oklahoma City,pts.away,score,pts.home,Denver
9:28.0,,,36-35,,J. Murray misses 2-pt shot from 16 ft
9:27.0,Defensive rebound by J. Lauvergne,,36-35,,
9:20.0,J. Lauvergne misses 3-pt shot from 26 ft,,36-35,,
9:17.0,Offensive rebound by D. Sabonis,,36-35,,
9:15.0,Shooting foul by D. Arthur (drawn by J. Grant),,36-35,,
9:15.0,J. Grant makes free throw 1 of 2,1,37-35,,
9:15.0,J. Grant makes free throw 2 of 2,1,38-35,,
8:57.0,,,38-37,2,E. Mudiay makes 2-pt shot from 2 ft
8:49.0,D. Sabonis misses 2-pt shot from 3 ft,,38-37,,
8:48.0,,,38-37,,Defensive rebound by A. Gee
8:36.0,,,38-37,,E. Mudiay misses 3-pt shot from 25 ft
8:36.0,,,38-37,,Offensive rebound by J. Nurkic
8:28.0,,,38-37,,Shooting foul by V. Oladipo (drawn by A. Gee)
8:28.0,Official timeout,,38-37,,
8:28.0,,,38-37,,A. Gee misses free throw 1 of 2
8:28.0,,,38-37,,Offensive rebound by Team
8:28.0,,,38-38,1,A. Gee makes free throw 2 of 2
8:28.0,R. Westbrook enters the game for J. Grant,,38-37,,
8:28.0,S. Adams enters the game for J. Lauvergne,,38-37,,
8:10.0,R. Westbrook misses 2-pt shot from 16 ft,,38-38,,
8:09.0,,,38-38,,Defensive rebound by J. Nurkic
7:58.0,Personal foul by S. Adams (drawn by J. Nurkic),,38-38,,
7:49.0,,,38-40,2,D. Arthur makes 2-pt shot from 19 ft (assist by E. Mudiay)
7:33.0,D. Sabonis misses 2-pt shot from 21 ft,,38-40,,
7:32.0,Offensive rebound by R. Westbrook,,38-40,,
7:26.0,Turnover by R. Westbrook (bad pass; steal by J. Nurkic),,38-40,,
7:25.0,,,38-42,2,J. Murray makes 2-pt shot from 2 ft (assist by A. Gee)
7:25.0,,,38-42,,Shooting foul by A. Roberson (drawn by J. Murray)
7:25.0,,,38-43,1,J. Murray makes free throw 1 of 1
7:25.0,,,38-42,,K. Faried enters the game for D. Arthur
7:13.0,D. Sabonis makes 2-pt shot from 6 ft (assist by R. Westbrook),2,40-43,,
6:40.0,,,40-45,2,E. Mudiay makes 2-pt shot from 2 ft
6:30.0,R. Westbrook misses 2-pt shot from 2 ft (block by J. Nurkic),,40-45,,
6:29.0,,,40-45,,Defensive rebound by J. Nurkic
6:25.0,,,40-45,,A. Gee misses 3-pt shot from 23 ft
6:24.0,,,40-45,,Offensive rebound by Team
6:23.0,Loose ball foul by S. Adams (drawn by J. Nurkic),,40-45,,
6:23.0,,,40-46,1,J. Nurkic makes free throw 1 of 2
6:23.0,,,40-47,1,J. Nurkic makes free throw 2 of 2
6:23.0,E. Kanter enters the game for S. Adams,,40-46,,
6:03.0,Turnover by R. Westbrook (bad pass; steal by A. Gee),,40-47,,
5:55.0,,,40-47,,Turnover by J. Nurkic (bad pass; steal by E. Kanter)
5:49.0,E. Kanter makes 2-pt shot from 2 ft (assist by V. Oladipo),2,42-47,,
5:28.0,,,42-47,,J. Nurkic misses 2-pt shot from 1 ft
5:28.0,Defensive rebound by E. Kanter,,42-47,,
5:22.0,V. Oladipo makes 3-pt shot from 22 ft (assist by R. Westbrook),3,45-47,,
5:22.0,,,45-47,,Denver full timeout
5:22.0,,,45-47,,J. Nelson enters the game for J. Murray
5:22.0,,,45-47,,W. Chandler enters the game for A. Gee
4:59.0,,,45-49,2,J. Nurkic makes 2-pt shot from 2 ft (assist by J. Nelson)
4:58.0,Shooting foul by J. Nelson (drawn by R. Westbrook),,45-49,,
4:58.0,R. Westbrook makes free throw 1 of 2,1,46-49,,
4:58.0,R. Westbrook makes free throw 2 of 2,1,47-49,,
4:38.0,,,47-49,,Turnover by K. Faried (offensive goaltending)
4:38.0,J. Lauvergne enters the game for D. Sabonis,,47-49,,
4:27.0,Turnover by R. Westbrook (lost ball; steal by E. Mudiay),,47-49,,
4:19.0,,,47-51,2,K. Faried makes 2-pt shot at rim (assist by E. Mudiay)
4:07.0,R. Westbrook misses 2-pt shot from 15 ft,,47-51,,
4:06.0,,,47-51,,Defensive rebound by W. Chandler
3:41.0,,,47-54,3,W. Chandler makes 3-pt shot from 23 ft (assist by E. Mudiay)
3:25.0,V. Oladipo misses 3-pt shot from 24 ft,,47-54,,
3:25.0,,,47-54,,Defensive rebound by K. Faried
3:19.0,,,47-56,2,K. Faried makes 2-pt shot at rim (assist by J. Nelson)
3:19.0,Oklahoma City full timeout,,47-56,,
3:14.0,,,47-56,,N. Jokic enters the game for J. Nurkic
3:04.0,J. Lauvergne makes 3-pt shot from 24 ft (assist by R. Westbrook),3,50-56,,
2:51.0,,,50-56,,Turnover by N. Jokic (lost ball; steal by E. Kanter)
2:51.0,A. Roberson makes 2-pt shot from 1 ft (assist by R. Westbrook),2,52-56,,
2:51.0,Shooting foul by W. Chandler (drawn by A. Roberson),,52-56,,
2:51.0,A. Roberson misses free throw 1 of 1,,52-56,,
2:48.0,,,52-56,,Defensive rebound by Team
2:42.0,,,52-56,,W. Chandler misses 3-pt shot from 24 ft
2:40.0,,,52-56,,Offensive rebound by N. Jokic
2:40.0,J. Grant enters the game for A. Roberson,,52-56,,
2:28.0,,,52-59,3,E. Mudiay makes 3-pt shot from 25 ft (assist by J. Nelson)
2:09.0,J. Lauvergne makes 3-pt shot from 25 ft (assist by V. Oladipo),3,55-59,,
1:43.0,,,55-61,2,W. Chandler makes 2-pt shot from 1 ft (assist by J. Nelson)
1:29.0,E. Kanter misses 2-pt shot from 4 ft (block by K. Faried),,55-61,,
1:27.0,Offensive rebound by J. Lauvergne,,55-61,,
1:26.0,E. Kanter makes 2-pt shot from 2 ft,2,57-61,,
1:15.0,,,57-63,2,J. Nelson makes 2-pt shot from 6 ft
1:06.0,Shooting foul by N. Jokic (drawn by E. Kanter),,57-63,,
1:06.0,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook),2,59-63,,
1:06.0,E. Kanter makes free throw 1 of 1,1,60-63,,
1:06.0,,,59-63,,D. Arthur enters the game for K. Faried
0:53.0,,,60-63,,D. Arthur misses 3-pt shot from 24 ft
0:51.0,,,60-63,,Offensive rebound by W. Chandler
0:34.0,,,60-63,,E. Mudiay misses 2-pt shot from 10 ft
0:33.0,Defensive rebound by R. Westbrook,,60-63,,
0:27.0,V. Oladipo makes 2-pt shot from 2 ft,2,62-63,,
0:03.0,,,62-63,,J. Nelson misses 2-pt shot from 16 ft
0:03.0,,,62-63,,Offensive rebound by E. Mudiay
0:03.0,,,62-63,,Turnover by Team (shot clock)
0:03.0,Oklahoma City full timeout,,62-63,,
0:03.0,,,62-63,,A. Gee enters the game for J. Nelson
0:03.0,,,62-63,,J. Murray enters the game for N. Jokic
0:01.0,Turnover by R. Westbrook (lost ball; steal by A. Gee),,62-63,,
0:00.0,,,62-63,,A. Gee misses 3-pt shot from 43 ft
0:00.0,,,62-63,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,62-63,,W. Chandler misses 2-pt shot from 8 ft
11:38.0,Defensive rebound by R. Westbrook,,62-63,,
11:22.0,S. Adams misses 2-pt shot from 8 ft,,62-63,,
11:21.0,,,62-63,,Defensive rebound by K. Faried
11:04.0,,,62-63,,J. Nelson misses 3-pt shot from 26 ft
11:03.0,,,62-63,,Offensive rebound by W. Chandler
10:53.0,,,62-65,2,W. Chandler makes 2-pt shot at rim (assist by J. Nurkic)
10:41.0,V. Oladipo makes 2-pt shot from 16 ft (assist by R. Westbrook),2,64-65,,
10:20.0,,,64-68,3,E. Mudiay makes 3-pt shot from 25 ft (assist by J. Nelson)
10:05.0,D. Sabonis makes 3-pt shot from 23 ft (assist by R. Westbrook),3,67-68,,
9:44.0,,,67-70,2,K. Faried makes 2-pt shot at rim (assist by J. Nelson)
9:34.0,R. Westbrook makes 2-pt shot from 18 ft,2,69-70,,
9:24.0,,,69-72,2,J. Nurkic makes 2-pt shot at rim (assist by W. Chandler)
9:24.0,Oklahoma City full timeout,,69-72,,
9:10.0,A. Roberson misses 3-pt shot from 26 ft,,69-72,,
9:09.0,,,69-72,,Defensive rebound by J. Nurkic
8:58.0,,,69-72,,J. Nurkic misses 2-pt shot from 4 ft
8:57.0,,,69-72,,Offensive rebound by Team
8:43.0,,,69-72,,W. Chandler misses 2-pt shot from 2 ft
8:42.0,Defensive rebound by A. Roberson,,69-72,,
8:36.0,Turnover by R. Westbrook (lost ball),,69-72,,
8:20.0,,,69-74,2,J. Nurkic makes 2-pt shot at rim (assist by W. Chandler)
8:07.0,R. Westbrook makes 3-pt shot from 25 ft (assist by V. Oladipo),3,72-74,,
7:43.0,,,72-74,,K. Faried misses 2-pt shot from 3 ft
7:43.0,Defensive rebound by D. Sabonis,,72-74,,
7:29.0,D. Sabonis makes 3-pt shot from 27 ft (assist by R. Westbrook),3,75-74,,
7:10.0,,,75-74,,Shooting foul by R. Westbrook (drawn by E. Mudiay)
7:10.0,,,75-74,,E. Mudiay misses free throw 1 of 2
7:10.0,,,75-74,,Offensive rebound by Team
7:10.0,,,75-74,,E. Mudiay misses free throw 2 of 2
7:10.0,J. Lauvergne enters the game for D. Sabonis,,75-74,,
7:08.0,,,75-74,,Offensive rebound by K. Faried
7:04.0,,,75-76,2,K. Faried makes 2-pt shot from 2 ft
6:54.0,R. Westbrook misses 2-pt shot from 22 ft,,75-76,,
6:53.0,,,75-76,,Defensive rebound by W. Chandler
6:44.0,,,75-76,,Turnover by K. Faried (bad pass; steal by A. Roberson)
6:34.0,A. Roberson makes 2-pt shot from 2 ft (assist by V. Oladipo),2,77-76,,
6:15.0,,,77-76,,Turnover by W. Chandler (bad pass; steal by V. Oladipo)
6:07.0,R. Westbrook misses 3-pt shot from 25 ft,,77-76,,
6:06.0,,,77-76,,Defensive rebound by W. Chandler
5:53.0,,,77-76,,E. Mudiay misses 3-pt shot from 25 ft
5:51.0,,,77-76,,Offensive rebound by K. Faried
5:47.0,,,77-79,3,J. Nelson makes 3-pt shot from 25 ft (assist by K. Faried)
5:29.0,,,77-79,,Personal foul by J. Nurkic (drawn by J. Lauvergne)
5:29.0,A. Morrow enters the game for V. Oladipo,,77-79,,
5:29.0,,,77-79,,D. Arthur enters the game for K. Faried
5:29.0,,,77-79,,J. Murray enters the game for J. Nelson
5:21.0,R. Westbrook misses 2-pt shot from 21 ft,,77-79,,
5:20.0,,,77-79,,Defensive rebound by W. Chandler
5:14.0,Loose ball foul by R. Westbrook (drawn by E. Mudiay),,77-79,,
5:01.0,,,77-82,3,W. Chandler makes 3-pt shot from 23 ft (assist by E. Mudiay)
4:41.0,A. Morrow misses 2-pt shot from 12 ft,,77-82,,
4:41.0,,,77-82,,Defensive rebound by J. Murray
4:22.0,,,77-82,,Turnover by D. Arthur (lost ball; steal by S. Adams)
4:18.0,Shooting foul by D. Arthur (drawn by R. Westbrook),,77-82,,
4:18.0,R. Westbrook misses free throw 1 of 2,,77-82,,
4:18.0,Offensive rebound by Team,,77-82,,
4:18.0,R. Westbrook makes free throw 2 of 2,1,78-82,,
4:18.0,D. Sabonis enters the game for A. Roberson,,77-82,,
4:18.0,J. Grant enters the game for S. Adams,,77-82,,
4:18.0,,,77-82,,N. Jokic enters the game for J. Nurkic
3:59.0,,,78-82,,N. Jokic misses 2-pt shot from 11 ft
3:59.0,Defensive rebound by R. Westbrook,,78-82,,
3:51.0,J. Grant misses 3-pt shot from 23 ft,,78-82,,
3:51.0,,,78-82,,Defensive rebound by E. Mudiay
3:45.0,,,78-84,2,W. Chandler makes 2-pt shot at rim (assist by E. Mudiay)
3:28.0,D. Sabonis makes 2-pt shot from 3 ft (assist by R. Westbrook),2,80-84,,
3:19.0,,,80-84,,W. Chandler misses 2-pt shot from 5 ft (block by J. Grant)
3:19.0,,,80-84,,Offensive rebound by Team
3:19.0,,,80-84,,W. Chandler misses 2-pt shot from 5 ft
3:18.0,Jump ball: W. Chandler vs. J. Grant (N. Jokic gains possession),,,,Jump ball: W. Chandler vs. J. Grant (N. Jokic gains possession)
3:18.0,,,80-84,,Offensive rebound by Team
3:07.0,,,80-84,,W. Chandler misses 3-pt shot from 24 ft
3:06.0,Defensive rebound by J. Lauvergne,,80-84,,
3:00.0,R. Westbrook makes 2-pt shot from 2 ft,2,82-84,,
2:43.0,,,82-84,,J. Murray misses 3-pt shot from 25 ft
2:41.0,,,82-84,,Offensive rebound by N. Jokic
2:35.0,,,82-84,,D. Arthur misses 3-pt shot from 24 ft
2:34.0,,,82-84,,Offensive rebound by N. Jokic
2:19.0,,,82-84,,Shooting foul by R. Westbrook (drawn by W. Chandler)
2:19.0,,,82-84,,Denver full timeout
2:19.0,,,82-85,1,W. Chandler makes free throw 1 of 2
2:19.0,,,82-86,1,W. Chandler makes free throw 2 of 2
2:19.0,,,82-84,,J. Nelson enters the game for E. Mudiay
2:19.0,V. Oladipo enters the game for R. Westbrook,,82-85,,
1:56.0,J. Lauvergne makes 2-pt shot from 22 ft (assist by V. Oladipo),2,84-86,,
1:34.0,,,84-86,,J. Murray misses 2-pt shot from 4 ft (block by A. Morrow)
1:32.0,,,84-86,,Offensive rebound by J. Murray
1:30.0,,,84-86,,Turnover by D. Arthur (lost ball)
1:30.0,,,84-86,,A. Gee enters the game for W. Chandler
1:18.0,J. Lauvergne misses 2-pt shot from 19 ft,,84-86,,
1:17.0,,,84-86,,Defensive rebound by J. Murray
0:57.0,,,84-86,,N. Jokic misses 2-pt shot from 1 ft (block by J. Lauvergne)
0:55.0,Defensive rebound by J. Lauvergne,,84-86,,
0:43.0,A. Morrow misses 2-pt shot from 2 ft,,84-86,,
0:43.0,,,84-86,,Defensive rebound by N. Jokic
0:36.0,,,84-86,,A. Gee misses 2-pt shot from 2 ft
0:35.0,Defensive rebound by J. Grant,,84-86,,
0:27.0,V. Oladipo misses 2-pt shot from 18 ft,,84-86,,
0:26.0,,,84-86,,Defensive rebound by J. Murray
0:04.0,,,84-89,3,N. Jokic makes 3-pt shot from 23 ft (assist by J. Nelson)
0:01.0,V. Oladipo misses 2-pt shot from 20 ft (block by N. Jokic),,84-89,,
0:00.0,Offensive rebound by Team,,84-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,V. Oladipo misses 2-pt shot from 6 ft,,84-89,,
11:35.0,,,84-89,,Defensive rebound by D. Arthur
11:22.0,Loose ball foul by E. Kanter (drawn by N. Jokic),,84-89,,
11:16.0,,,84-89,,J. Murray misses 2-pt shot from 1 ft
11:16.0,Defensive rebound by Team,,84-89,,
11:16.0,,,84-89,,Loose ball foul by N. Jokic (drawn by V. Oladipo)
10:58.0,Turnover by A. Morrow (lost ball; steal by J. Murray),,84-89,,
10:50.0,,,84-91,2,J. Murray makes 2-pt shot from 3 ft (assist by N. Jokic)
10:31.0,Turnover by V. Oladipo (lost ball; steal by J. Murray),,84-91,,
10:31.0,Jump ball: J. Murray vs. V. Oladipo (J. Nelson gains possession),,,,Jump ball: J. Murray vs. V. Oladipo (J. Nelson gains possession)
10:08.0,,,84-91,,J. Nelson misses 2-pt shot from 6 ft
10:06.0,Defensive rebound by D. Sabonis,,84-91,,
9:58.0,V. Oladipo misses 2-pt shot from 3 ft (block by N. Jokic),,84-91,,
9:57.0,,,84-91,,Defensive rebound by N. Jokic
9:57.0,,,84-91,,Shooting foul by D. Sabonis (drawn by J. Murray)
9:57.0,Oklahoma City full timeout,,84-91,,
9:57.0,,,84-92,1,J. Murray makes free throw 1 of 2
9:57.0,,,84-93,1,J. Murray makes free throw 2 of 2
9:45.0,A. Morrow misses 2-pt shot from 14 ft (block by J. Murray),,84-93,,
9:42.0,,,84-93,,Defensive rebound by J. Murray
9:33.0,,,84-93,,J. Murray misses 2-pt shot from 1 ft
9:32.0,Defensive rebound by D. Sabonis,,84-93,,
9:26.0,J. Grant misses 2-pt shot from 1 ft,,84-93,,
9:26.0,,,84-93,,Defensive rebound by Team
9:11.0,,,84-95,2,A. Gee makes 2-pt shot at rim (assist by N. Jokic)
8:58.0,V. Oladipo makes 2-pt shot from 18 ft,2,86-95,,
8:47.0,Personal foul by E. Kanter (drawn by N. Jokic),,86-95,,
8:47.0,R. Westbrook enters the game for D. Sabonis,,86-95,,
8:47.0,S. Adams enters the game for V. Oladipo,,86-95,,
8:47.0,A. Roberson enters the game for J. Grant,,86-95,,
8:38.0,,,86-97,2,N. Jokic makes 2-pt shot from 12 ft (assist by J. Nelson)
8:24.0,S. Adams makes 2-pt shot from 5 ft (assist by R. Westbrook),2,88-97,,
8:05.0,,,88-100,3,J. Murray makes 3-pt shot from 25 ft (assist by J. Nelson)
7:53.0,R. Westbrook makes 3-pt shot from 25 ft,3,91-100,,
7:42.0,,,91-100,,Shooting foul by A. Roberson (drawn by J. Nelson)
7:42.0,,,91-101,1,J. Nelson makes free throw 1 of 2
7:42.0,,,91-102,1,J. Nelson makes free throw 2 of 2
7:32.0,Turnover by R. Westbrook (lost ball; steal by A. Gee),,91-102,,
7:31.0,,,91-102,,A. Gee misses 2-pt shot from 1 ft (block by R. Westbrook)
7:30.0,,,91-102,,Offensive rebound by Team
7:22.0,Personal foul by A. Roberson (drawn by J. Murray),,91-102,,
7:22.0,,,91-103,1,J. Murray makes free throw 1 of 2
7:22.0,,,91-103,,J. Murray misses free throw 2 of 2
7:19.0,Defensive rebound by S. Adams,,91-103,,
7:05.0,E. Kanter misses 3-pt shot from 25 ft,,91-103,,
7:05.0,,,91-103,,Defensive rebound by D. Arthur
6:47.0,,,91-103,,D. Arthur misses 3-pt shot from 25 ft
6:45.0,Defensive rebound by R. Westbrook,,91-103,,
6:39.0,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook),2,93-103,,
6:24.0,,,93-106,3,J. Nelson makes 3-pt shot from 24 ft (assist by N. Jokic)
6:08.0,A. Morrow makes 3-pt shot from 25 ft (assist by S. Adams),3,96-106,,
6:08.0,,,96-106,,Denver full timeout
6:08.0,,,96-106,,W. Chandler enters the game for D. Arthur
5:55.0,,,96-106,,W. Chandler misses 2-pt shot from 6 ft
5:52.0,Defensive rebound by R. Westbrook,,96-106,,
5:44.0,A. Morrow makes 3-pt shot from 23 ft (assist by A. Roberson),3,99-106,,
5:20.0,,,99-108,2,W. Chandler makes 2-pt shot from 17 ft
5:04.0,A. Roberson makes 2-pt shot from 2 ft (assist by R. Westbrook),2,101-108,,
4:53.0,,,101-110,2,W. Chandler makes 2-pt shot from 8 ft (assist by J. Nelson)
4:53.0,Oklahoma City full timeout,,101-110,,
4:53.0,J. Grant enters the game for E. Kanter,,101-110,,
4:41.0,A. Morrow misses 2-pt shot from 14 ft,,101-110,,
