time,Houston,pts.away,score,pts.home,Denver
9:02.0,,,48-38,,W. Chandler misses free throw 1 of 1
9:00.0,Defensive rebound by C. Capela,,48-38,,
8:43.0,C. Capela makes 2-pt shot from 2 ft (assist by E. Gordon),2,50-38,,
8:26.0,,,50-38,,W. Barton misses 2-pt shot from 6 ft (block by P. Beverley)
8:25.0,,,50-38,,Offensive rebound by W. Barton
8:25.0,Official timeout,,50-38,,
8:25.0,T. Ariza enters the game for P. Beverley,,50-38,,
8:25.0,R. Anderson enters the game for E. Gordon,,50-38,,
8:25.0,J. Harden enters the game for C. Brewer,,50-38,,
8:25.0,,,50-38,,D. Gallinari enters the game for W. Chandler
8:21.0,,,50-38,,K. Faried misses 2-pt shot from 2 ft
8:20.0,,,50-38,,Offensive rebound by K. Faried
8:16.0,,,50-38,,K. Faried misses 2-pt shot from 1 ft
8:15.0,,,50-38,,Offensive rebound by K. Faried
8:12.0,,,50-38,,K. Faried misses 2-pt shot from 1 ft
8:10.0,,,50-38,,Offensive rebound by K. Faried
8:10.0,,,50-38,,K. Faried misses 2-pt shot from 1 ft
8:03.0,,,50-38,,Offensive rebound by K. Faried
8:03.0,,,50-40,2,K. Faried makes 2-pt shot from 3 ft
7:48.0,J. Harden misses 2-pt shot from 5 ft,,50-40,,
7:47.0,,,50-40,,Defensive rebound by W. Barton
7:44.0,Shooting block foul by C. Capela (drawn by W. Barton),,50-40,,
7:44.0,,,50-41,1,W. Barton makes free throw 1 of 2
7:44.0,,,50-41,,W. Barton misses free throw 2 of 2
7:44.0,,,50-41,,E. Mudiay enters the game for K. Faried
7:44.0,,,50-41,,J. Nurkic enters the game for J. Murray
7:33.0,Defensive rebound by R. Anderson,,50-41,,
7:27.0,,,50-41,,Personal foul by J. Nelson (drawn by T. Ariza)
7:16.0,J. Harden makes 2-pt shot from 14 ft,2,52-41,,
7:06.0,,,52-41,,Shooting foul by T. Ariza (drawn by W. Barton)
7:06.0,,,52-41,,W. Barton misses free throw 1 of 2
7:06.0,,,52-41,,Offensive rebound by Team
7:06.0,,,52-41,,W. Barton misses free throw 2 of 2
7:06.0,,,52-41,,W. Chandler enters the game for J. Nelson
7:04.0,,,52-41,,Offensive rebound by J. Nurkic
7:00.0,,,52-41,,W. Chandler misses 2-pt shot from 19 ft
6:59.0,,,52-41,,Offensive rebound by J. Nurkic
6:55.0,,,52-43,2,J. Nurkic makes 2-pt shot from 2 ft
6:49.0,R. Anderson misses 3-pt shot from 26 ft,,52-43,,
6:48.0,,,52-43,,Defensive rebound by D. Gallinari
6:33.0,,,52-45,2,J. Nurkic makes 2-pt shot from 5 ft
6:22.0,T. Ariza misses 2-pt shot from 1 ft,,52-45,,
6:22.0,,,52-45,,Defensive rebound by E. Mudiay
6:22.0,,,52-47,2,E. Mudiay makes 2-pt shot from 2 ft
6:22.0,Houston full timeout,,52-47,,
6:22.0,M. Harrell enters the game for C. Capela,,52-47,,
6:11.0,,,52-47,,Personal foul by W. Chandler (drawn by J. Harden)
6:01.0,M. Harrell misses 2-pt shot from 5 ft,,52-47,,
5:59.0,Offensive rebound by R. Anderson,,52-47,,
5:59.0,R. Anderson misses 2-pt shot from 6 ft (block by J. Nurkic),,52-47,,
5:59.0,Offensive rebound by Team,,52-47,,
5:57.0,J. Harden misses 2-pt shot from 15 ft,,52-47,,
5:56.0,Offensive rebound by Team,,52-47,,
5:56.0,Turnover by Team (shot clock),,52-47,,
5:42.0,,,52-47,,J. Nurkic misses 2-pt shot from 4 ft
5:41.0,Defensive rebound by J. Harden,,52-47,,
5:34.0,S. Dekker misses 3-pt shot from 23 ft,,52-47,,
5:33.0,Offensive rebound by T. Ariza,,52-47,,
5:29.0,S. Dekker makes 3-pt shot from 23 ft (assist by T. Ariza),3,55-47,,
5:18.0,Personal foul by R. Anderson (drawn by J. Nurkic),,55-47,,
5:18.0,,,55-47,,J. Nurkic misses free throw 1 of 2
5:18.0,,,55-47,,Offensive rebound by Team
5:18.0,,,55-47,,J. Nurkic misses free throw 2 of 2
5:18.0,E. Gordon enters the game for S. Dekker,,55-47,,
5:17.0,Defensive rebound by M. Harrell,,55-47,,
4:56.0,M. Harrell makes 2-pt shot at rim (assist by R. Anderson),2,57-47,,
4:46.0,,,57-47,,W. Barton misses 3-pt shot from 25 ft
4:46.0,Defensive rebound by Team,,57-47,,
4:46.0,,,57-47,,Loose ball foul by J. Nurkic (drawn by J. Harden)
4:46.0,J. Harden makes free throw 1 of 2,1,58-47,,
4:46.0,J. Harden makes free throw 2 of 2,1,59-47,,
4:46.0,P. Beverley enters the game for M. Harrell,,58-47,,
4:46.0,,,58-47,,K. Faried enters the game for J. Nurkic
4:31.0,,,59-49,2,K. Faried makes 2-pt shot from 3 ft
4:26.0,,,59-49,,Personal foul by K. Faried (drawn by R. Anderson)
4:26.0,R. Anderson makes free throw 1 of 2,1,60-49,,
4:26.0,R. Anderson makes free throw 2 of 2,1,61-49,,
4:08.0,,,61-49,,W. Chandler misses 2-pt shot from 8 ft
4:07.0,,,61-49,,Offensive rebound by K. Faried
4:02.0,,,61-49,,E. Mudiay misses 2-pt shot from 1 ft (block by P. Beverley)
4:00.0,Defensive rebound by J. Harden,,61-49,,
3:59.0,J. Harden makes 2-pt shot from 1 ft (assist by P. Beverley),2,63-49,,
3:59.0,,,63-49,,Denver full timeout
3:59.0,,,63-49,,A. Gee enters the game for K. Faried
3:39.0,,,63-51,2,W. Chandler makes 2-pt shot from 1 ft (assist by E. Mudiay)
3:24.0,J. Harden misses 2-pt shot from 17 ft,,63-51,,
3:23.0,,,63-51,,Defensive rebound by W. Barton
3:16.0,,,63-51,,W. Barton misses 2-pt shot from 5 ft
3:15.0,,,63-51,,Offensive rebound by D. Gallinari
3:12.0,,,63-51,,D. Gallinari misses 2-pt shot from 3 ft
3:12.0,,,63-51,,Offensive rebound by A. Gee
3:11.0,Personal foul by R. Anderson (drawn by E. Mudiay),,63-51,,
3:11.0,,,63-52,1,E. Mudiay makes free throw 1 of 2
3:11.0,,,63-53,1,E. Mudiay makes free throw 2 of 2
3:11.0,M. Harrell enters the game for P. Beverley,,63-52,,
3:00.0,Turnover by E. Gordon (lost ball),,63-53,,
2:45.0,,,63-53,,W. Barton misses 2-pt shot from 2 ft (block by M. Harrell)
2:43.0,Defensive rebound by J. Harden,,63-53,,
2:38.0,E. Gordon misses 3-pt shot from 25 ft,,63-53,,
2:37.0,,,63-53,,Defensive rebound by Team
2:27.0,,,63-53,,W. Chandler misses 3-pt shot from 26 ft
2:26.0,Defensive rebound by E. Gordon,,63-53,,
2:16.0,M. Harrell misses 2-pt shot from 4 ft,,63-53,,
2:15.0,Offensive rebound by E. Gordon,,63-53,,
2:15.0,,,63-53,,Personal foul by A. Gee (drawn by E. Gordon)
2:15.0,E. Gordon makes free throw 1 of 2,1,64-53,,
2:15.0,E. Gordon misses free throw 2 of 2,,64-53,,
2:14.0,,,64-53,,Defensive rebound by W. Chandler
1:59.0,,,64-55,2,E. Mudiay makes 2-pt shot from 1 ft
1:45.0,E. Gordon misses 2-pt shot from 5 ft,,64-55,,
1:44.0,,,64-55,,Defensive rebound by A. Gee
1:40.0,,,64-55,,Offensive charge foul by E. Mudiay
1:40.0,,,64-55,,Turnover by E. Mudiay (offensive foul)
1:25.0,R. Anderson makes 3-pt shot from 29 ft (assist by J. Harden),3,67-55,,
1:09.0,,,67-55,,W. Barton misses 2-pt shot from 17 ft
1:08.0,,,67-55,,Offensive rebound by D. Gallinari
1:03.0,,,67-57,2,W. Barton makes 2-pt shot from 4 ft
1:03.0,,,67-57,,Shooting foul by J. Harden (drawn by W. Barton)
1:03.0,,,67-58,1,W. Barton makes free throw 1 of 1
0:47.0,T. Ariza makes 2-pt shot from 3 ft,2,69-58,,
0:36.0,,,69-61,3,E. Mudiay makes 3-pt shot from 26 ft (assist by W. Chandler)
0:30.0,,,69-61,,Personal foul by W. Barton (drawn by J. Harden)
0:30.0,J. Harden makes free throw 1 of 2,1,70-61,,
0:30.0,J. Harden makes free throw 2 of 2,1,71-61,,
0:30.0,,,70-61,,J. Murray enters the game for A. Gee
0:18.0,,,71-61,,E. Mudiay misses 3-pt shot from 26 ft
0:17.0,,,71-61,,Offensive rebound by J. Murray
0:04.0,,,71-63,2,W. Chandler makes 2-pt shot from 1 ft (assist by W. Barton)
0:00.0,E. Gordon makes 2-pt shot from 2 ft,2,73-63,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,75-63,,
11:13.0,,,75-63,,W. Barton misses 3-pt shot from 26 ft
11:13.0,Defensive rebound by R. Anderson,,75-63,,
11:03.0,J. Harden misses 3-pt shot from 26 ft,,75-63,,
11:02.0,,,75-63,,Defensive rebound by J. Nurkic
10:49.0,,,75-63,,D. Gallinari misses 2-pt shot from 17 ft
10:48.0,Defensive rebound by T. Ariza,,75-63,,
10:39.0,Turnover by J. Harden (lost ball),,75-63,,
10:28.0,,,75-65,2,J. Nurkic makes 2-pt shot from 2 ft (assist by W. Barton)
10:02.0,P. Beverley makes 3-pt shot from 25 ft (assist by J. Harden),3,78-65,,
9:49.0,,,78-67,2,D. Gallinari makes 2-pt shot from 18 ft
9:40.0,Shooting foul by E. Mudiay (drawn by R. Anderson),,78-67,,
9:40.0,R. Anderson makes free throw 1 of 2,1,79-67,,
9:40.0,R. Anderson makes free throw 2 of 2,1,80-67,,
9:31.0,Personal foul by J. Harden (drawn by D. Gallinari),,80-67,,
9:24.0,Personal foul by J. Harden (drawn by E. Mudiay),,80-67,,
9:19.0,,,80-67,,Turnover by J. Nurkic (bad pass; steal by R. Anderson)
9:13.0,Shooting foul by E. Mudiay (drawn by J. Harden),,80-67,,
9:13.0,J. Harden misses free throw 1 of 2,,80-67,,
9:13.0,Offensive rebound by Team,,80-67,,
9:13.0,J. Harden makes free throw 2 of 2,1,81-67,,
8:51.0,,,81-67,,Shooting foul by R. Anderson (drawn by K. Faried)
8:51.0,,,81-68,1,K. Faried makes free throw 1 of 2
8:51.0,,,81-69,1,K. Faried makes free throw 2 of 2
8:37.0,C. Capela makes 2-pt shot from 4 ft (assist by T. Ariza),2,83-69,,
8:25.0,,,83-69,,Turnover by J. Nurkic (3 sec)
8:12.0,P. Beverley misses 3-pt shot from 24 ft,,83-69,,
8:10.0,,,83-69,,Defensive rebound by J. Nurkic
8:04.0,,,83-71,2,W. Barton makes 2-pt shot from 12 ft
7:49.0,,,83-71,,Personal foul by E. Mudiay (drawn by J. Harden)
7:49.0,,,83-71,,J. Nelson enters the game for E. Mudiay
7:42.0,Turnover by P. Beverley (traveling),,83-71,,
7:19.0,,,83-71,,Turnover by J. Nelson (bad pass; steal by J. Harden)
7:17.0,J. Harden makes 2-pt shot at rim,2,85-71,,
7:17.0,,,85-71,,Denver full timeout
7:17.0,,,85-71,,W. Chandler enters the game for K. Faried
7:01.0,,,85-71,,Turnover by W. Barton (bad pass; steal by T. Ariza)
6:49.0,P. Beverley makes 3-pt shot from 24 ft (assist by R. Anderson),3,88-71,,
6:28.0,,,88-71,,W. Chandler misses 2-pt shot from 20 ft
6:26.0,,,88-71,,Offensive rebound by J. Nurkic
6:23.0,,,88-71,,Turnover by J. Nurkic (bad pass; steal by T. Ariza)
6:15.0,J. Harden misses 3-pt shot from 25 ft,,88-71,,
6:14.0,Offensive rebound by T. Ariza,,88-71,,
6:12.0,T. Ariza misses 3-pt shot from 24 ft,,88-71,,
6:12.0,Offensive rebound by Team,,88-71,,
6:12.0,,,88-71,,Loose ball foul by J. Nelson (drawn by C. Capela)
6:12.0,E. Gordon enters the game for P. Beverley,,88-71,,
5:55.0,C. Capela misses 2-pt shot from 5 ft,,88-71,,
5:54.0,,,88-71,,Defensive rebound by W. Chandler
5:48.0,,,88-73,2,W. Barton makes 2-pt shot from 2 ft (assist by W. Chandler)
5:23.0,T. Ariza misses 2-pt shot from 4 ft,,88-73,,
5:22.0,Offensive rebound by R. Anderson,,88-73,,
5:21.0,Turnover by Team (shot clock),,88-73,,
5:21.0,M. Harrell enters the game for C. Capela,,88-73,,
5:03.0,,,88-76,3,W. Chandler makes 3-pt shot from 26 ft (assist by W. Barton)
4:51.0,S. Dekker enters the game for R. Anderson,,88-76,,
4:45.0,Turnover by J. Harden (bad pass),,88-76,,
4:26.0,,,88-76,,W. Barton misses 2-pt shot from 2 ft (block by S. Dekker)
4:24.0,,,88-76,,Offensive rebound by W. Chandler
4:19.0,,,88-76,,W. Chandler misses 3-pt shot from 29 ft
4:18.0,Defensive rebound by J. Harden,,88-76,,
4:11.0,E. Gordon makes 3-pt shot from 29 ft (assist by J. Harden),3,91-76,,
3:57.0,,,91-76,,J. Nelson misses 3-pt shot from 26 ft
3:57.0,,,91-76,,Offensive rebound by Team
3:57.0,Personal foul by M. Harrell (drawn by W. Chandler),,91-76,,
3:55.0,,,91-76,,K. Faried enters the game for J. Nurkic
3:55.0,,,91-76,,J. Murray enters the game for W. Barton
3:34.0,,,91-76,,J. Murray misses 3-pt shot from 28 ft
3:30.0,,,91-76,,Offensive rebound by W. Chandler
3:30.0,,,91-78,2,W. Chandler makes 2-pt shot from 1 ft
3:16.0,T. Ariza makes 3-pt shot from 23 ft (assist by E. Gordon),3,94-78,,
3:00.0,,,94-80,2,K. Faried makes 2-pt shot from 7 ft
2:47.0,Turnover by J. Harden (bad pass; steal by W. Chandler),,94-80,,
2:33.0,,,94-80,,J. Murray misses 3-pt shot from 24 ft
2:32.0,Defensive rebound by T. Ariza,,94-80,,
2:18.0,T. Ariza misses 3-pt shot from 26 ft,,94-80,,
2:18.0,,,94-80,,Defensive rebound by J. Murray
2:09.0,,,94-80,,W. Chandler misses 3-pt shot from 27 ft
2:08.0,,,94-80,,Offensive rebound by K. Faried
2:08.0,,,94-80,,K. Faried misses 2-pt shot from 3 ft (block by M. Harrell)
2:07.0,,,94-80,,Offensive rebound by Team
2:07.0,Houston full timeout,,94-80,,
2:07.0,P. Beverley enters the game for T. Ariza,,94-80,,
2:07.0,C. Brewer enters the game for J. Harden,,94-80,,
2:07.0,,,94-80,,J. Hernangomez enters the game for D. Gallinari
1:58.0,,,94-82,2,W. Chandler makes 2-pt shot at rim (assist by J. Nelson)
1:32.0,E. Gordon misses 2-pt shot from 1 ft,,94-82,,
1:31.0,Offensive rebound by S. Dekker,,94-82,,
1:31.0,S. Dekker makes 2-pt shot from 2 ft,2,96-82,,
1:14.0,,,96-84,2,W. Chandler makes 2-pt shot from 6 ft
0:59.0,E. Gordon makes 3-pt shot from 25 ft,3,99-84,,
0:47.0,,,99-84,,J. Nelson misses 2-pt shot from 10 ft
0:45.0,Defensive rebound by P. Beverley,,99-84,,
0:38.0,P. Beverley misses 2-pt shot from 22 ft,,99-84,,
0:38.0,,,99-84,,Defensive rebound by J. Murray
0:34.0,,,99-84,,Turnover by J. Murray (traveling)
0:16.0,E. Gordon misses 2-pt shot from 17 ft,,99-84,,
0:14.0,,,99-84,,Defensive rebound by J. Hernangomez
0:03.0,,,99-84,,K. Faried misses 2-pt shot from 2 ft
0:02.0,,,99-84,,Offensive rebound by K. Faried
0:01.0,,,99-84,,K. Faried misses 2-pt shot from 1 ft
0:00.0,,,99-84,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,99-84,,D. Gallinari misses 2-pt shot from 14 ft
11:39.0,Defensive rebound by S. Dekker,,99-84,,
11:20.0,E. Gordon misses 3-pt shot from 28 ft,,99-84,,
11:18.0,,,99-84,,Defensive rebound by K. Faried
11:04.0,,,99-84,,E. Mudiay misses 3-pt shot from 25 ft
11:03.0,Defensive rebound by M. Harrell,,99-84,,
10:56.0,Shooting foul by J. Murray (drawn by E. Gordon),,99-84,,
10:56.0,E. Gordon makes free throw 1 of 2,1,100-84,,
10:56.0,E. Gordon misses free throw 2 of 2,,100-84,,
10:54.0,,,100-84,,Defensive rebound by J. Hernangomez
10:32.0,,,100-84,,E. Mudiay misses 3-pt shot from 25 ft
10:31.0,,,100-84,,Offensive rebound by Team
10:27.0,,,100-84,,J. Murray misses 3-pt shot from 27 ft
10:26.0,Defensive rebound by P. Beverley,,100-84,,
10:23.0,S. Dekker makes 2-pt shot at rim (assist by P. Beverley),2,102-84,,
10:23.0,,,102-84,,Denver full timeout
10:23.0,,,102-84,,W. Chandler enters the game for J. Murray
10:23.0,,,102-84,,W. Barton enters the game for J. Hernangomez
10:04.0,,,102-87,3,D. Gallinari makes 3-pt shot from 24 ft (assist by W. Barton)
9:48.0,M. Harrell makes 2-pt shot from 6 ft (assist by E. Gordon),2,104-87,,
9:34.0,,,104-87,,Turnover by W. Chandler (lost ball; steal by E. Gordon)
9:14.0,E. Gordon makes 3-pt shot from 26 ft,3,107-87,,
9:14.0,,,107-87,,Denver full timeout
9:14.0,J. Harden enters the game for E. Gordon,,107-87,,
8:52.0,,,107-90,3,D. Gallinari makes 3-pt shot from 24 ft
8:37.0,M. Harrell makes 2-pt shot from 6 ft,2,109-90,,
8:26.0,,,109-90,,W. Barton misses 2-pt shot from 3 ft
8:25.0,,,109-90,,Offensive rebound by K. Faried
8:21.0,,,109-92,2,K. Faried makes 2-pt shot from 2 ft
8:02.0,S. Dekker makes 2-pt shot at rim (assist by P. Beverley),2,111-92,,
7:44.0,,,111-92,,K. Faried misses 2-pt shot from 5 ft
7:43.0,Defensive rebound by M. Harrell,,111-92,,
7:36.0,Shooting foul by D. Gallinari (drawn by P. Beverley),,111-92,,
7:36.0,P. Beverley makes free throw 1 of 2,1,112-92,,
7:36.0,P. Beverley misses free throw 2 of 2,,112-92,,
7:36.0,,,112-92,,Defensive rebound by D. Gallinari
7:36.0,T. Ariza enters the game for M. Harrell,,112-92,,
7:36.0,C. Capela enters the game for C. Brewer,,112-92,,
7:36.0,,,112-92,,J. Nurkic enters the game for K. Faried
7:36.0,,,112-92,,A. Gee enters the game for W. Chandler
